method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,15.176246589486508,15.176246589486508,W1,PIT,1,12,10.2808148217831,11.362078481686746,13.168822648536867,17.18367053043615,18.99041469728627,20.071678357189917,2.9762111883331954,,,,,,,,2023-02-14,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2022Q1 actual 15.18 (ABNB-4Q22-adj_ebitda_margin_yoy_pts-1Q23-062); rev[guide_cushion]=1845; sigma additive n=3 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q3,2026-08-06,0,50.085470085470085,50.085470085470085,LIVE,full_sample,1,26,44.745796648014355,45.92518084079664,47.89588011591565,52.27506005502452,54.24575933014353,55.425143522925815,3.246290946479013,,,,,,,,2026-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2025Q3 actual 50.09 (ABNB-2Q26-adj_ebitda_margin_yoy_pts-3Q26-188); rev[guide_cushion]=4849; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q3,2026-09-11,0,50.085470085470085,50.085470085470085,LIVE,PIT,1,26,44.96584710753207,46.09662832175968,47.98611415074933,52.18482602019084,54.07431184918049,55.2050930634081,3.112509766249891,,,,,,,,2026-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,ceiling yoy_pts(+0.0) on 2025Q3 actual 50.09 (ABNB-2Q26-adj_ebitda_margin_yoy_pts-3Q26-188); rev[guide_cushion]=4815; sigma additive n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2026Q3,2026-09-11,0,50.085470085470085,50.085470085470085,LIVE,full_sample,1,26,44.745796648014355,45.92518084079664,47.89588011591565,52.27506005502452,54.24575933014353,55.425143522925815,3.246290946479013,,,,,,,,2026-08-06,q_guide_implied|adj_ebitda_margin_pct|h0|full_sample,ceiling yoy_pts(+0.0) on 2025Q3 actual 50.09 (ABNB-2Q26-adj_ebitda_margin_yoy_pts-3Q26-188); rev[guide_cushion]=4849; sigma additive n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,30.846774193548388,30.846774193548388,W1,PIT,0,22,25.91221331269397,27.002119496914588,28.823304942960142,32.870243444136634,34.69142889018219,35.781335074402804,3.0,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_margin_pct|h1|PIT,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-4Q25-152); rev[naive]=2794; sigma additive_fallback n=0 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,30.846774193548388,30.846774193548388,W2,PIT,0,22,25.91221331269397,27.002119496914588,28.823304942960142,32.870243444136634,34.69142889018219,35.781335074402804,3.0,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_margin_pct|h1|PIT,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-4Q25-152); rev[naive]=2794; sigma additive_fallback n=0 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,30.846774193548388,30.846774193548388,W1,full_sample,0,22,25.91221331269397,27.002119496914588,28.823304942960142,32.870243444136634,34.69142889018219,35.781335074402804,3.0,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_margin_pct|h1|full_sample,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-4Q25-152); rev[naive]=2794; sigma additive_fallback n=1 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,2025Q4,2025-08-06,1,30.846774193548388,30.846774193548388,W2,full_sample,0,22,25.91221331269397,27.002119496914588,28.823304942960142,32.870243444136634,34.69142889018219,35.781335074402804,3.0,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_margin_pct|h1|full_sample,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-4Q25-152); rev[naive]=2794; sigma additive_fallback n=1 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2023Q1,2023-02-14,0,280.02401906830414,280.02401906830414,W1,PIT,1,12,228.11606039751,239.58107350233786,258.73860770805953,301.30943042854875,320.4669646342704,331.9319777390983,31.557798104503046,,,,,,,,2023-02-14,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2022Q1 actual 15.18 (ABNB-4Q22-adj_ebitda_margin_yoy_pts-1Q23-062); rev[guide_cushion]=1845; sigma relative n=3 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2023Q1,2023-02-14,0,277.71325199428696,277.71325199428696,W1,full_sample,1,12,214.79190151889847,228.68946417107196,251.91168201337524,303.5148219751987,326.7370398175019,340.6346024696755,38.25346489462727,,,,,,,,2023-02-14,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2022Q1 actual 15.18 (ABNB-4Q22-adj_ebitda_margin_yoy_pts-1Q23-062); rev[guide_cushion]=1830; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2023Q2,2023-05-09,0,832.3860296921873,832.3860296921873,W1,PIT,1,13,646.3371101808476,687.4301016017706,756.0946885118595,908.6773708725151,977.341957782604,1018.434949203527,113.10971168672178,,,,,,,,2023-05-09,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2022Q2 actual 33.79 (ABNB-1Q23-adj_ebitda_margin_yoy_pts-2Q23-072); rev[guide_cushion]=2463; sigma relative n=4 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2023Q2,2023-05-09,0,831.3942763159342,831.3942763159342,W1,full_sample,1,13,643.025697331511,684.6310365106325,754.1517340603838,908.6368185714847,978.157516121236,1019.7628553003575,114.5199645110918,,,,,,,,2023-05-09,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2022Q2 actual 33.79 (ABNB-1Q23-adj_ebitda_margin_yoy_pts-2Q23-072); rev[guide_cushion]=2460; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2023Q3,2023-08-03,0,1749.202364947515,1749.202364947515,W1,PIT,1,14,1386.2053177224273,1466.3811907488316,1600.35155920224,1898.05317069279,2032.0235391461986,2112.199412172603,220.68653482429121,,,,,,,,2023-08-03,q_guide_implied|adj_ebitda_musd|h0|PIT,floor yoy_pts(+0.0) on 2022Q3 actual 50.51 (ABNB-2Q23-adj_ebitda_margin_yoy_pts-3Q23-081); rev[guide_cushion]=3463; sigma relative n=5 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2023Q3,2023-08-03,0,1734.767891632825,1734.767891632825,W1,full_sample,1,14,1341.7224113792388,1428.5351410124724,1573.5954058577356,1895.9403774079146,2041.0006422531776,2127.8133718864115,238.9546849722101,,,,,,,,2023-08-03,q_guide_implied|adj_ebitda_musd|h0|full_sample,floor yoy_pts(+0.0) on 2022Q3 actual 50.51 (ABNB-2Q23-adj_ebitda_margin_yoy_pts-3Q23-081); rev[guide_cushion]=3434; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2023Q4,2023-11-01,0,587.0704563357151,587.0704563357151,W1,PIT,1,15,477.90153137259,502.013886922538,542.3045758214573,631.8363368499729,672.1270257488922,696.2393812988403,66.3699937637952,,,,,,,,2023-11-01,q_guide_implied|adj_ebitda_musd|h0|PIT,floor yoy_pts(+0.0) on 2022Q4 actual 26.60 (ABNB-3Q23-adj_ebitda_margin_yoy_pts-4Q23-088); rev[guide_cushion]=2207; sigma relative n=6 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2023Q4,2023-11-01,0,586.3709862744687,586.3709862744687,W1,full_sample,1,15,453.51720968647186,482.8608850805933,531.8928800678259,640.8490924811116,689.881087468344,719.2247628624655,80.7693611219525,,,,,,,,2023-11-01,q_guide_implied|adj_ebitda_musd|h0|full_sample,floor yoy_pts(+0.0) on 2022Q4 actual 26.60 (ABNB-3Q23-adj_ebitda_margin_yoy_pts-4Q23-088); rev[guide_cushion]=2204; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q1,2024-02-13,0,302.92516503684226,302.92516503684226,W1,PIT,1,16,239.77821191747407,253.72560387012373,277.0310842887181,328.8192457849664,352.12472620356084,366.0721181562104,38.3906215633321,,,,,,,,2024-02-13,q_guide_implied|adj_ebitda_musd|h0|PIT,floor yoy_pts(+0.0) on 2023Q1 actual 14.41 (ABNB-4Q23-adj_ebitda_margin_yoy_pts-1Q24-096); rev[guide_cushion]=2102; sigma relative n=7 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q1,2024-02-13,0,302.92516503684226,302.92516503684226,W2,PIT,1,16,239.77821191747407,253.72560387012373,277.0310842887181,328.8192457849664,352.12472620356084,366.0721181562104,38.3906215633321,,,,,,,,2024-02-13,q_guide_implied|adj_ebitda_musd|h0|PIT,floor yoy_pts(+0.0) on 2023Q1 actual 14.41 (ABNB-4Q23-adj_ebitda_margin_yoy_pts-1Q24-096); rev[guide_cushion]=2102; sigma relative n=7 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q1,2024-02-13,0,302.86932004458725,302.86932004458725,W1,full_sample,1,16,234.24837200585227,249.40481600164483,274.7305693725008,331.0080707166738,356.33382408752965,371.49026808332223,41.718574172411444,,,,,,,,2024-02-13,q_guide_implied|adj_ebitda_musd|h0|full_sample,floor yoy_pts(+0.0) on 2023Q1 actual 14.41 (ABNB-4Q23-adj_ebitda_margin_yoy_pts-1Q24-096); rev[guide_cushion]=2102; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q1,2024-02-13,0,302.86932004458725,302.86932004458725,W2,full_sample,1,16,234.24837200585227,249.40481600164483,274.7305693725008,331.0080707166738,356.33382408752965,371.49026808332223,41.718574172411444,,,,,,,,2024-02-13,q_guide_implied|adj_ebitda_musd|h0|full_sample,floor yoy_pts(+0.0) on 2023Q1 actual 14.41 (ABNB-4Q23-adj_ebitda_margin_yoy_pts-1Q24-096); rev[guide_cushion]=2102; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q2,2024-05-08,0,916.1691859571899,916.1691859571899,W1,PIT,1,17,674.4281991369735,727.822007193371,817.0407193624341,1015.2976525519458,1104.516364721009,1157.9101727774064,146.96808449044352,,,,,,,,2024-05-08,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q2 actual 32.97 (ABNB-1Q24-adj_ebitda_margin_yoy_pts-2Q24-104); rev[guide_cushion]=2779; sigma relative n=8 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q2,2024-05-08,0,916.1691859571899,916.1691859571899,W2,PIT,1,17,674.4281991369735,727.822007193371,817.0407193624341,1015.2976525519458,1104.516364721009,1157.9101727774064,146.96808449044352,,,,,,,,2024-05-08,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q2 actual 32.97 (ABNB-1Q24-adj_ebitda_margin_yoy_pts-2Q24-104); rev[guide_cushion]=2779; sigma relative n=8 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q2,2024-05-08,0,916.0002879355026,916.0002879355026,W1,full_sample,1,17,708.4625678632455,754.3018330030109,830.8972351932108,1001.1033406777943,1077.6987428679943,1123.5380080077598,126.17397479732101,,,,,,,,2024-05-08,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q2 actual 32.97 (ABNB-1Q24-adj_ebitda_margin_yoy_pts-2Q24-104); rev[guide_cushion]=2778; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q2,2024-05-08,0,916.0002879355026,916.0002879355026,W2,full_sample,1,17,708.4625678632455,754.3018330030109,830.8972351932108,1001.1033406777943,1077.6987428679943,1123.5380080077598,126.17397479732101,,,,,,,,2024-05-08,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q2 actual 32.97 (ABNB-1Q24-adj_ebitda_margin_yoy_pts-2Q24-104); rev[guide_cushion]=2778; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q3,2024-08-06,0,2048.2340811415756,2048.2340811415756,W1,PIT,1,18,1514.234317190138,1632.179897183113,1829.261789935388,2267.2063723477636,2464.288265100038,2582.2338450930133,324.64880473354856,,,,,,,,2024-08-06,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q3 actual 53.99 (ABNB-2Q24-adj_ebitda_margin_yoy_pts-3Q24-112); rev[guide_cushion]=3794; sigma relative n=9 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q3,2024-08-06,0,2048.2340811415756,2048.2340811415756,W2,PIT,1,18,1514.234317190138,1632.179897183113,1829.261789935388,2267.2063723477636,2464.288265100038,2582.2338450930133,324.64880473354856,,,,,,,,2024-08-06,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q3 actual 53.99 (ABNB-2Q24-adj_ebitda_margin_yoy_pts-3Q24-112); rev[guide_cushion]=3794; sigma relative n=9 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q3,2024-08-06,0,2047.8564841981727,2047.8564841981727,W1,full_sample,1,18,1583.8746805203962,1686.3552556727454,1857.595803411539,2238.1171649848065,2409.3577127235994,2511.838287875949,282.0809074286493,,,,,,,,2024-08-06,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q3 actual 53.99 (ABNB-2Q24-adj_ebitda_margin_yoy_pts-3Q24-112); rev[guide_cushion]=3793; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q3,2024-08-06,0,2047.8564841981727,2047.8564841981727,W2,full_sample,1,18,1583.8746805203962,1686.3552556727454,1857.595803411539,2238.1171649848065,2409.3577127235994,2511.838287875949,282.0809074286493,,,,,,,,2024-08-06,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q3 actual 53.99 (ABNB-2Q24-adj_ebitda_margin_yoy_pts-3Q24-112); rev[guide_cushion]=3793; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q4,2024-11-07,0,823.6832730340861,823.6832730340861,W1,PIT,1,19,610.4746046531225,657.5664233191876,736.2547875326476,911.1117585355248,989.8001227489847,1036.8919414150498,129.62166656501765,,,,,,,,2024-11-07,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q4 actual 33.27 (ABNB-3Q24-adj_ebitda_margin_yoy_pts-4Q24-121); rev[guide_cushion]=2476; sigma relative n=10 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q4,2024-11-07,0,823.6832730340861,823.6832730340861,W2,PIT,1,19,610.4746046531225,657.5664233191876,736.2547875326476,911.1117585355248,989.8001227489847,1036.8919414150498,129.62166656501765,,,,,,,,2024-11-07,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2023Q4 actual 33.27 (ABNB-3Q24-adj_ebitda_margin_yoy_pts-4Q24-121); rev[guide_cushion]=2476; sigma relative n=10 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q4,2024-11-07,0,823.7699854889853,823.7699854889853,W1,full_sample,1,19,637.1288382054396,678.3526361412643,747.2357950024401,900.3041759755306,969.1873348367062,1010.411132772531,113.46976060688229,,,,,,,,2024-11-07,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q4 actual 33.27 (ABNB-3Q24-adj_ebitda_margin_yoy_pts-4Q24-121); rev[guide_cushion]=2476; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2024Q4,2024-11-07,0,823.7699854889853,823.7699854889853,W2,full_sample,1,19,637.1288382054396,678.3526361412643,747.2357950024401,900.3041759755306,969.1873348367062,1010.411132772531,113.46976060688229,,,,,,,,2024-11-07,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2023Q4 actual 33.27 (ABNB-3Q24-adj_ebitda_margin_yoy_pts-4Q24-121); rev[guide_cushion]=2476; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q1,2025-02-13,0,455.4887939830662,455.4887939830662,W1,PIT,1,20,337.4041377468109,363.4857284295416,407.06692289268995,503.9106650734425,547.4918595365908,573.5734502193216,71.79037350278413,,,,,,,,2025-02-13,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q1 actual 19.79 (ABNB-4Q24-adj_ebitda_margin_yoy_pts-1Q25-132); rev[guide_cushion]=2301; sigma relative n=11 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q1,2025-02-13,0,455.4887939830662,455.4887939830662,W2,PIT,1,20,337.4041377468109,363.4857284295416,407.06692289268995,503.9106650734425,547.4918595365908,573.5734502193216,71.79037350278413,,,,,,,,2025-02-13,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q1 actual 19.79 (ABNB-4Q24-adj_ebitda_margin_yoy_pts-1Q25-132); rev[guide_cushion]=2301; sigma relative n=11 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q1,2025-02-13,0,456.58634314653006,456.58634314653006,W1,full_sample,1,20,353.1378072445061,375.98668919176095,414.16616909856594,499.0065171944942,537.1859971012991,560.034879048554,62.89224415290536,,,,,,,,2025-02-13,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q1 actual 19.79 (ABNB-4Q24-adj_ebitda_margin_yoy_pts-1Q25-132); rev[guide_cushion]=2307; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q1,2025-02-13,0,456.58634314653006,456.58634314653006,W2,full_sample,1,20,353.1378072445061,375.98668919176095,414.16616909856594,499.0065171944942,537.1859971012991,560.034879048554,62.89224415290536,,,,,,,,2025-02-13,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q1 actual 19.79 (ABNB-4Q24-adj_ebitda_margin_yoy_pts-1Q25-132); rev[guide_cushion]=2307; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q2,2025-05-01,0,1002.6030733392626,1002.6030733392626,W1,PIT,1,21,742.5383243145143,799.9793378319678,895.9607528735739,1109.2453938049512,1205.2268088465576,1262.667822364011,158.1081409090153,,,,,,,,2025-05-01,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q2 actual 32.53 (ABNB-1Q25-adj_ebitda_margin_yoy_pts-2Q25-141); rev[guide_cushion]=3082; sigma relative n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q2,2025-05-01,0,1002.6030733392626,1002.6030733392626,W2,PIT,1,21,742.5383243145143,799.9793378319678,895.9607528735739,1109.2453938049512,1205.2268088465576,1262.667822364011,158.1081409090153,,,,,,,,2025-05-01,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q2 actual 32.53 (ABNB-1Q25-adj_ebitda_margin_yoy_pts-2Q25-141); rev[guide_cushion]=3082; sigma relative n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q2,2025-05-01,0,1007.2139737991267,1007.2139737991267,W1,full_sample,1,21,779.0100152410837,829.4138731934797,913.6365098354519,1100.7914377628017,1185.0140744047737,1235.4179323571698,138.73815567467247,,,,,,,,2025-05-01,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q2 actual 32.53 (ABNB-1Q25-adj_ebitda_margin_yoy_pts-2Q25-141); rev[guide_cushion]=3096; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q2,2025-05-01,0,1007.2139737991267,1007.2139737991267,W2,full_sample,1,21,779.0100152410837,829.4138731934797,913.6365098354519,1100.7914377628017,1185.0140744047737,1235.4179323571698,138.73815567467247,,,,,,,,2025-05-01,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q2 actual 32.53 (ABNB-1Q25-adj_ebitda_margin_yoy_pts-2Q25-141); rev[guide_cushion]=3096; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q3,2025-08-06,0,2171.8305408605697,2171.8305408605697,W1,PIT,1,22,1625.1503024922017,1745.8966438537286,1947.6584860512858,2396.0025956698537,2597.764437867411,2718.5107792289377,332.35798578720386,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q3 actual 52.47 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-3Q25-151); rev[guide_cushion]=4140; sigma relative n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q3,2025-08-06,0,2171.8305408605697,2171.8305408605697,W2,PIT,1,22,1625.1503024922017,1745.8966438537286,1947.6584860512858,2396.0025956698537,2597.764437867411,2718.5107792289377,332.35798578720386,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q3 actual 52.47 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-3Q25-151); rev[guide_cushion]=4140; sigma relative n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q3,2025-08-06,0,2183.690551734418,2183.690551734418,W1,full_sample,1,22,1688.9328923545106,1798.2109913928407,1980.809903502369,2386.5711999664672,2569.170112075995,2678.448211114325,300.7912991606906,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q3 actual 52.47 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-3Q25-151); rev[guide_cushion]=4162; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q3,2025-08-06,0,2183.690551734418,2183.690551734418,W2,full_sample,1,22,1688.9328923545106,1798.2109913928407,1980.809903502369,2386.5711999664672,2569.170112075995,2678.448211114325,300.7912991606906,,,,,,,,2025-08-06,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q3 actual 52.47 (ABNB-2Q25-adj_ebitda_margin_yoy_pts-3Q25-151); rev[guide_cushion]=4162; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q4,2025-11-06,0,846.0367771969752,846.0367771969752,W1,PIT,1,23,629.1771190711405,677.075339035627,757.1111644614552,934.9623899324951,1014.9982153583234,1062.89643532281,131.84131072365182,,,,,,,,2025-11-06,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-3Q25-adj_ebitda_margin_yoy_pts-4Q25-161); rev[guide_cushion]=2743; sigma relative n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q4,2025-11-06,0,846.0367771969752,846.0367771969752,W2,PIT,1,23,629.1771190711405,677.075339035627,757.1111644614552,934.9623899324951,1014.9982153583234,1062.89643532281,131.84131072365182,,,,,,,,2025-11-06,q_guide_implied|adj_ebitda_musd|h0|PIT,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-3Q25-adj_ebitda_margin_yoy_pts-4Q25-161); rev[guide_cushion]=2743; sigma relative n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q4,2025-11-06,0,850.6600619525743,850.6600619525743,W1,full_sample,1,23,657.9264437000513,700.4958977026673,771.6275888501112,929.6925350550375,1000.8242262024812,1043.3936802050973,117.17371995569617,,,,,,,,2025-11-06,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-3Q25-adj_ebitda_margin_yoy_pts-4Q25-161); rev[guide_cushion]=2758; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2025Q4,2025-11-06,0,850.6600619525743,850.6600619525743,W2,full_sample,1,23,657.9264437000513,700.4958977026673,771.6275888501112,929.6925350550375,1000.8242262024812,1043.3936802050973,117.17371995569617,,,,,,,,2025-11-06,q_guide_implied|adj_ebitda_musd|h0|full_sample,ceiling yoy_pts(+0.0) on 2024Q4 actual 30.85 (ABNB-3Q25-adj_ebitda_margin_yoy_pts-4Q25-161); rev[guide_cushion]=2758; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2026Q1,2026-02-12,0,488.42225362266214,488.42225362266214,W1,PIT,1,24,367.5867243750543,394.2759057997924,438.87235775254476,537.9721494927795,582.568601445532,609.25778287027,73.46278554375758,,,,,,,,2026-02-12,q_guide_implied|adj_ebitda_musd|h0|PIT,point yoy_pts(+0.0) on 2025Q1 actual 18.35 (ABNB-4Q25-adj_ebitda_margin_yoy_pts-1Q26-169); rev[guide_cushion]=2661; sigma relative n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2026Q1,2026-02-12,0,488.42225362266214,488.42225362266214,W2,PIT,1,24,367.5867243750543,394.2759057997924,438.87235775254476,537.9721494927795,582.568601445532,609.25778287027,73.46278554375758,,,,,,,,2026-02-12,q_guide_implied|adj_ebitda_musd|h0|PIT,point yoy_pts(+0.0) on 2025Q1 actual 18.35 (ABNB-4Q25-adj_ebitda_margin_yoy_pts-1Q26-169); rev[guide_cushion]=2661; sigma relative n=12 (PIT),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2026Q1,2026-02-12,0,491.0913044492118,491.0913044492118,W1,full_sample,1,24,379.82499698722495,404.4006055421272,445.4653699006357,536.717238997788,577.7820033562963,602.3576119111987,67.64511178311035,,,,,,,,2026-02-12,q_guide_implied|adj_ebitda_musd|h0|full_sample,point yoy_pts(+0.0) on 2025Q1 actual 18.35 (ABNB-4Q25-adj_ebitda_margin_yoy_pts-1Q26-169); rev[guide_cushion]=2676; sigma relative n=17 (full_sample),1.0
baselines-margin,q_guide_implied,adj_ebitda_musd,2026Q1,2026-02-12,0,491.0913044492118,491.0913044492118,W2,full_sample,1,24,379.82499698722495,404.4006055421272,445.4653699006357,536.717238997788,577.7820033562963,602.3576119111987,67.64511178311035,,,,,,,,2026-02-12,q_guide_implied|adj_ebitda_musd|h0|full_sample,point yoy_pts(+0.0) on 2025Q1 actual 18.35 (ABNB-4Q25-adj_ebitda_margin_yoy_pts-1Q26-169); rev[guide_cushion]=2676; sigma relative n=17 (full_sample),1.0
