method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,20.049713631956145,20.049713631956145,W1,PIT,1,12,2.8272809258449705,6.631233570657368,12.987471652866981,27.11195561104531,33.46819369325492,37.272146338067316,10.470495625820988,,,,,,,,2023-02-14,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,y[2022Q1] + (y[2022Q4] - y[2021Q4] = +4.873); sigma additive n=5 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q1,2024-02-13,0,494.0,494.0,W2,full_sample,1,16,327.9933618558535,364.65957510229964,425.927209778381,562.072790221619,623.3404248977004,660.0066381441465,100.92486980243875,,,,,,,,2024-02-13,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2023Q1] + (y[2023Q4] - y[2022Q4] = +232.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q2,2024-05-08,0,981.0,981.0,W1,PIT,1,17,569.1055635741164,660.0814992948456,812.0982989732943,1149.9017010267057,1301.9185007051544,1392.8944364258834,250.41403665156372,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +162.000); sigma relative n=10 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q2,2024-05-08,0,981.0,981.0,W2,PIT,1,17,569.1055635741164,660.0814992948456,812.0982989732943,1149.9017010267057,1301.9185007051544,1392.8944364258834,250.41403665156372,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +162.000); sigma relative n=10 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q2,2024-05-08,0,981.0,981.0,W1,full_sample,1,17,651.339044495126,724.1519092618541,845.8190137501857,1116.1809862498142,1237.8480907381459,1310.660955504874,200.41963011374983,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +162.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q2,2024-05-08,0,981.0,981.0,W2,full_sample,1,17,651.339044495126,724.1519092618541,845.8190137501857,1116.1809862498142,1237.8480907381459,1310.660955504874,200.41963011374983,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2023Q2] + (y[2024Q1] - y[2023Q1] = +162.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q3,2024-08-06,0,1909.0,1909.0,W1,PIT,1,18,1148.5504893000984,1316.5124710267996,1597.1695780679688,2220.830421932031,2501.4875289732004,2669.4495106999016,462.3204753539672,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2023Q3] + (y[2024Q2] - y[2023Q2] = +75.000); sigma relative n=11 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q3,2024-08-06,0,1909.0,1909.0,W2,PIT,1,18,1148.5504893000984,1316.5124710267996,1597.1695780679688,2220.830421932031,2501.4875289732004,2669.4495106999016,462.3204753539672,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2023Q3] + (y[2024Q2] - y[2023Q2] = +75.000); sigma relative n=11 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q3,2024-08-06,0,1909.0,1909.0,W1,full_sample,1,18,1267.4885177789965,1409.1804228143521,1645.941383536294,2172.0586164637057,2408.8195771856476,2550.5114822210035,390.0112883661044,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2023Q3] + (y[2024Q2] - y[2023Q2] = +75.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q3,2024-08-06,0,1909.0,1909.0,W2,full_sample,1,18,1267.4885177789965,1409.1804228143521,1645.941383536294,2172.0586164637057,2408.8195771856476,2550.5114822210035,390.0112883661044,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2023Q3] + (y[2024Q2] - y[2023Q2] = +75.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q4,2024-11-07,0,862.0,862.0,W1,PIT,1,19,530.7924656181289,603.9469263086125,726.1848226080002,997.8151773919998,1120.0530736913875,1193.207534381871,201.35988330811077,,,,,,,,2024-11-07,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2023Q4] + (y[2024Q3] - y[2023Q3] = +124.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q4,2024-11-07,0,862.0,862.0,W2,PIT,1,19,530.7924656181289,603.9469263086125,726.1848226080002,997.8151773919998,1120.0530736913875,1193.207534381871,201.35988330811077,,,,,,,,2024-11-07,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2023Q4] + (y[2024Q3] - y[2023Q3] = +124.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q4,2024-11-07,0,862.0,862.0,W1,full_sample,1,19,572.3284978132505,636.3088132351868,743.2171150383896,980.7828849616104,1087.6911867648132,1151.6715021867496,176.10776876457936,,,,,,,,2024-11-07,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2023Q4] + (y[2024Q3] - y[2023Q3] = +124.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q4,2024-11-07,0,862.0,862.0,W2,full_sample,1,19,572.3284978132505,636.3088132351868,743.2171150383896,980.7828849616104,1087.6911867648132,1151.6715021867496,176.10776876457936,,,,,,,,2024-11-07,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2023Q4] + (y[2024Q3] - y[2023Q3] = +124.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q1,2025-02-13,0,451.0,451.0,W1,PIT,1,20,296.3226835389137,330.48656718328715,387.57291881089895,514.427081189101,571.5134328167129,605.6773164610863,94.03713128429617,,,,,,,,2025-02-13,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2024Q1] + (y[2024Q4] - y[2023Q4] = +27.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q1,2025-02-13,0,451.0,451.0,W2,PIT,1,20,296.3226835389137,330.48656718328715,387.57291881089895,514.427081189101,571.5134328167129,605.6773164610863,94.03713128429617,,,,,,,,2025-02-13,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2024Q1] + (y[2024Q4] - y[2023Q4] = +27.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q1,2025-02-13,0,451.0,451.0,W1,full_sample,1,20,299.4433323825707,332.91795216829377,388.8525741094126,513.1474258905873,569.0820478317062,602.5566676174293,92.13991149979732,,,,,,,,2025-02-13,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2024Q1] + (y[2024Q4] - y[2023Q4] = +27.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q1,2025-02-13,0,451.0,451.0,W2,full_sample,1,20,299.4433323825707,332.91795216829377,388.8525741094126,513.1474258905873,569.0820478317062,602.5566676174293,92.13991149979732,,,,,,,,2025-02-13,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2024Q1] + (y[2024Q4] - y[2023Q4] = +27.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q2,2025-05-01,0,887.0,887.0,W1,PIT,1,21,591.885007397163,657.0676372725006,765.9849538109214,1008.0150461890786,1116.9323627274994,1182.114992602837,179.41717595248593,,,,,,,,2025-05-01,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2024Q2] + (y[2025Q1] - y[2024Q1] = -7.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q2,2025-05-01,0,887.0,887.0,W2,PIT,1,21,591.885007397163,657.0676372725006,765.9849538109214,1008.0150461890786,1116.9323627274994,1182.114992602837,179.41717595248593,,,,,,,,2025-05-01,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2024Q2] + (y[2025Q1] - y[2024Q1] = -7.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q2,2025-05-01,0,887.0,887.0,W1,full_sample,1,21,588.9273521581823,654.7632451735623,764.7721357761618,1009.2278642238382,1119.2367548264376,1185.0726478418178,181.2153026614639,,,,,,,,2025-05-01,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2024Q2] + (y[2025Q1] - y[2024Q1] = -7.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q2,2025-05-01,0,887.0,887.0,W2,full_sample,1,21,588.9273521581823,654.7632451735623,764.7721357761618,1009.2278642238382,1119.2367548264376,1185.0726478418178,181.2153026614639,,,,,,,,2025-05-01,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2024Q2] + (y[2025Q1] - y[2024Q1] = -7.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q3,2025-08-06,0,2107.0,2107.0,W1,PIT,1,22,1544.9073353193005,1669.0578496472265,1876.5079156130164,2337.492084386984,2544.9421503527738,2669.0926646806993,341.72807566012244,,,,,,,,2025-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2024Q3] + (y[2025Q2] - y[2024Q2] = +149.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q3,2025-08-06,0,2107.0,2107.0,W2,PIT,1,22,1544.9073353193005,1669.0578496472265,1876.5079156130164,2337.492084386984,2544.9421503527738,2669.0926646806993,341.72807566012244,,,,,,,,2025-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2024Q3] + (y[2025Q2] - y[2024Q2] = +149.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q3,2025-08-06,0,2107.0,2107.0,W1,full_sample,1,22,1398.9514441908568,1555.339523766286,1816.657147779451,2397.342852220549,2658.660476233714,2815.048555809143,430.4629568294301,,,,,,,,2025-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2024Q3] + (y[2025Q2] - y[2024Q2] = +149.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q3,2025-08-06,0,2107.0,2107.0,W2,full_sample,1,22,1398.9514441908568,1555.339523766286,1816.657147779451,2397.342852220549,2658.660476233714,2815.048555809143,430.4629568294301,,,,,,,,2025-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2024Q3] + (y[2025Q2] - y[2024Q2] = +149.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q4,2025-11-06,0,858.0,858.0,W1,PIT,1,23,628.7042237736606,679.3492336456396,763.974824571741,952.0251754282591,1036.6507663543603,1087.2957762263395,139.40193368531524,,,,,,,,2025-11-06,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2024Q4] + (y[2025Q3] - y[2024Q3] = +93.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q4,2025-11-06,0,858.0,858.0,W2,PIT,1,23,628.7042237736606,679.3492336456396,763.974824571741,952.0251754282591,1036.6507663543603,1087.2957762263395,139.40193368531524,,,,,,,,2025-11-06,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2024Q4] + (y[2025Q3] - y[2024Q3] = +93.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q4,2025-11-06,0,858.0,858.0,W1,full_sample,1,23,569.6726811180613,633.3561041250467,739.768311720346,976.231688279654,1082.6438958749534,1146.3273188819387,175.29056334107784,,,,,,,,2025-11-06,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2024Q4] + (y[2025Q3] - y[2024Q3] = +93.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q4,2025-11-06,0,858.0,858.0,W2,full_sample,1,23,569.6726811180613,633.3561041250467,739.768311720346,976.231688279654,1082.6438958749534,1146.3273188819387,175.29056334107784,,,,,,,,2025-11-06,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2024Q4] + (y[2025Q3] - y[2024Q3] = +93.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q1,2026-02-12,0,438.0,438.0,W1,PIT,1,24,330.0879701798682,353.922712823148,393.7495227271793,482.2504772728207,522.077287176852,545.9120298201318,65.6058557746157,,,,,,,,2026-02-12,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2025Q1] + (y[2025Q4] - y[2024Q4] = +21.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q1,2026-02-12,0,438.0,438.0,W2,PIT,1,24,330.0879701798682,353.922712823148,393.7495227271793,482.2504772728207,522.077287176852,545.9120298201318,65.6058557746157,,,,,,,,2026-02-12,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2025Q1] + (y[2025Q4] - y[2024Q4] = +21.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q1,2026-02-12,0,438.0,438.0,W1,full_sample,1,24,290.81192812320614,323.32164756033853,377.643963325771,498.356036674229,552.6783524396615,585.1880718767939,89.48399387341736,,,,,,,,2026-02-12,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2025Q1] + (y[2025Q4] - y[2024Q4] = +21.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q1,2026-02-12,0,438.0,438.0,W2,full_sample,1,24,290.81192812320614,323.32164756033853,377.643963325771,498.356036674229,552.6783524396615,585.1880718767939,89.48399387341736,,,,,,,,2026-02-12,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2025Q1] + (y[2025Q4] - y[2024Q4] = +21.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q2,2026-05-07,0,1145.0,1145.0,W1,PIT,1,25,899.8309790958361,953.981943794542,1044.4658315147783,1245.5341684852217,1336.0180562054582,1390.1690209041637,149.05218123180572,,,,,,,,2026-05-07,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2025Q2] + (y[2026Q1] - y[2025Q1] = +102.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q2,2026-05-07,0,1145.0,1145.0,W2,PIT,1,25,899.8309790958361,953.981943794542,1044.4658315147783,1245.5341684852217,1336.0180562054582,1390.1690209041637,149.05218123180572,,,,,,,,2026-05-07,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2025Q2] + (y[2026Q1] - y[2025Q1] = +102.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q2,2026-05-07,0,1145.0,1145.0,W1,full_sample,1,25,760.2275289978791,845.2129827775973,987.2199497899721,1302.7800502100279,1444.7870172224027,1529.772471002121,233.9250524773125,,,,,,,,2026-05-07,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2025Q2] + (y[2026Q1] - y[2025Q1] = +102.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q2,2026-05-07,0,1145.0,1145.0,W2,full_sample,1,25,760.2275289978791,845.2129827775973,987.2199497899721,1302.7800502100279,1444.7870172224027,1529.772471002121,233.9250524773125,,,,,,,,2026-05-07,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2025Q2] + (y[2026Q1] - y[2025Q1] = +102.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q3,2026-08-06,0,2269.0,2269.0,LIVE,PIT,1,26,1783.0222088854264,1890.3610811211938,2069.7196302705524,2468.2803697294476,2647.638918878806,2754.977791114574,295.4535182654957,,,,,,,,2026-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2025Q3] + (y[2026Q2] - y[2025Q2] = +218.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q3,2026-08-06,0,2269.0,2269.0,LIVE,full_sample,1,26,1506.5120203460153,1674.9242427269592,1956.3336821602156,2581.6663178397844,2863.075757273041,3031.4879796539844,463.55977648124195,,,,,,,,2026-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2025Q3] + (y[2026Q2] - y[2025Q2] = +218.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q3,2026-09-11,0,2269.0,2269.0,LIVE,PIT,1,26,1783.0222088854264,1890.3610811211938,2069.7196302705524,2468.2803697294476,2647.638918878806,2754.977791114574,295.4535182654957,,,,,,,,2026-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,y[2025Q3] + (y[2026Q2] - y[2025Q2] = +218.000); sigma relative n=12 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2026Q3,2026-09-11,0,2269.0,2269.0,LIVE,full_sample,1,26,1506.5120203460153,1674.9242427269592,1956.3336821602156,2581.6663178397844,2863.075757273041,3031.4879796539844,463.55977648124195,,,,,,,,2026-08-06,seasonal_naive_drift|adj_ebitda_musd|h0|full_sample,y[2025Q3] + (y[2026Q2] - y[2025Q2] = +218.000); sigma relative n=19 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2023Q2,2023-02-14,1,884.0,884.0,W1,PIT,1,12,332.094584330235,453.9950208973835,657.6853055813294,1110.3146944186706,1314.0049791026165,1435.905415669765,335.5346680255384,,,,,,,,2023-02-14,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2022Q2] + (y[2022Q4] - y[2021Q4] = +173.000); sigma relative n=4 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2023Q2,2023-02-14,1,884.0,884.0,W1,full_sample,1,12,512.8033682568056,594.7902996712011,731.7868672836743,1036.2131327163256,1173.2097003287988,1255.1966317431943,225.6715282509121,,,,,,,,2023-02-14,seasonal_naive_drift|adj_ebitda_musd|h1|full_sample,y[2022Q2] + (y[2022Q4] - y[2021Q4] = +173.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2023Q3,2023-05-09,1,1490.0,1490.0,W1,PIT,1,13,580.8394613136636,781.6475407940835,1117.189037018931,1862.810962981069,2198.3524592059166,2399.160538686336,552.7303607989425,,,,,,,,2023-05-09,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2022Q3] + (y[2023Q1] - y[2022Q1] = +33.000); sigma relative n=5 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2023Q3,2023-05-09,1,1490.0,1490.0,W1,full_sample,1,13,864.3405188943896,1002.5311612105087,1233.4416654442023,1746.5583345557977,1977.4688387894914,2115.65948110561,380.37395598852834,,,,,,,,2023-05-09,seasonal_naive_drift|adj_ebitda_musd|h1|full_sample,y[2022Q3] + (y[2023Q1] - y[2022Q1] = +33.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2023Q4,2023-08-03,1,614.0,614.0,W1,PIT,1,14,271.56407630425974,347.19857346556796,473.58050196856897,754.419498031431,880.801426534432,956.4359236957401,208.18625930284256,,,,,,,,2023-08-03,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2022Q4] + (y[2023Q2] - y[2022Q2] = +108.000); sigma relative n=6 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2023Q4,2023-08-03,1,614.0,614.0,W1,full_sample,1,14,356.17790510144647,413.1235791833908,508.27730374680544,719.7226962531945,814.8764208166092,871.8220948985536,156.74470401138012,,,,,,,,2023-08-03,seasonal_naive_drift|adj_ebitda_musd|h1|full_sample,y[2022Q4] + (y[2023Q2] - y[2022Q2] = +108.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q1,2023-11-01,1,639.0,639.0,W1,PIT,1,15,268.37359091265773,350.23457612555694,487.02069315753926,790.9793068424607,927.7654238744431,1009.6264090873423,225.32485749157593,,,,,,,,2023-11-01,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2023Q1] + (y[2023Q3] - y[2022Q3] = +377.000); sigma relative n=7 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q1,2023-11-01,1,639.0,639.0,W1,full_sample,1,15,370.68026280101674,429.94457182115104,528.972633703923,749.027366296077,848.055428178849,907.3197371989833,163.12681736689234,,,,,,,,2023-11-01,seasonal_naive_drift|adj_ebitda_musd|h1|full_sample,y[2023Q1] + (y[2023Q3] - y[2022Q3] = +377.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q2,2024-02-13,1,1051.0,1051.0,W1,PIT,1,16,446.53677194930856,580.0457560906356,803.1334147852073,1298.8665852147926,1521.9542439093643,1655.4632280506914,367.48754913285956,,,,,,,,2024-02-13,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2023Q2] + (y[2023Q4] - y[2022Q4] = +232.000); sigma relative n=8 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q2,2024-02-13,1,1051.0,1051.0,W2,PIT,1,16,446.53677194930856,580.0457560906356,803.1334147852073,1298.8665852147926,1521.9542439093643,1655.4632280506914,367.48754913285956,,,,,,,,2024-02-13,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2023Q2] + (y[2023Q4] - y[2022Q4] = +232.000); sigma relative n=8 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q2,2024-02-13,1,1051.0,1051.0,W1,full_sample,1,16,609.6791176899352,707.1545304914393,870.0316713972192,1231.968328602781,1394.8454695085607,1492.3208823100647,268.30404546573374,,,,,,,,2024-02-13,seasonal_naive_drift|adj_ebitda_musd|h1|full_sample,y[2023Q2] + (y[2023Q4] - y[2022Q4] = +232.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q2,2024-02-13,1,1051.0,1051.0,W2,full_sample,1,16,609.6791176899352,707.1545304914393,870.0316713972192,1231.968328602781,1394.8454695085607,1492.3208823100647,268.30404546573374,,,,,,,,2024-02-13,seasonal_naive_drift|adj_ebitda_musd|h1|full_sample,y[2023Q2] + (y[2023Q4] - y[2022Q4] = +232.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q3,2024-05-08,1,1996.0,1996.0,W1,PIT,1,17,893.4438752276419,1136.9676188503245,1543.8851169552684,2448.114883044732,2855.0323811496755,3098.556124772358,670.30652862152,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2023Q3] + (y[2024Q1] - y[2023Q1] = +162.000); sigma relative n=9 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q3,2024-05-08,1,1996.0,1996.0,W2,PIT,1,17,893.4438752276419,1136.9676188503245,1543.8851169552684,2448.114883044732,2855.0323811496755,3098.556124772358,670.30652862152,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2023Q3] + (y[2024Q1] - y[2023Q1] = +162.000); sigma relative n=9 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q3,2024-05-08,1,1996.0,1996.0,W1,full_sample,1,17,1157.8682387336924,1342.9880521987754,1652.3151437762601,2339.68485622374,2649.011947801225,2834.1317612663074,509.54793030409564,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_musd|h1|full_sample,y[2023Q3] + (y[2024Q1] - y[2023Q1] = +162.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q3,2024-05-08,1,1996.0,1996.0,W2,full_sample,1,17,1157.8682387336924,1342.9880521987754,1652.3151437762601,2339.68485622374,2649.011947801225,2834.1317612663074,509.54793030409564,,,,,,,,2024-05-08,seasonal_naive_drift|adj_ebitda_musd|h1|full_sample,y[2023Q3] + (y[2024Q1] - y[2023Q1] = +162.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q4,2024-08-06,1,813.0,813.0,W1,PIT,1,18,389.54215754610186,483.07212553938535,639.3566011617348,986.643398838265,1142.9278744606147,1236.4578424538981,257.444088346465,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2023Q4] + (y[2024Q2] - y[2023Q2] = +75.000); sigma relative n=10 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q4,2024-08-06,1,813.0,813.0,W2,PIT,1,18,389.54215754610186,483.07212553938535,639.3566011617348,986.643398838265,1142.9278744606147,1236.4578424538981,257.444088346465,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2023Q4] + (y[2024Q2] - y[2023Q2] = +75.000); sigma relative n=10 (PIT),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q4,2024-08-06,1,813.0,813.0,W1,full_sample,1,18,471.616672390026,547.0186805799622,673.0121302054606,952.9878697945394,1078.9813194200378,1154.383327609974,207.5463263212574,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_musd|h1|full_sample,y[2023Q4] + (y[2024Q2] - y[2023Q2] = +75.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2024Q4,2024-08-06,1,813.0,813.0,W2,full_sample,1,18,471.616672390026,547.0186805799622,673.0121302054606,952.9878697945394,1078.9813194200378,1154.383327609974,207.5463263212574,,,,,,,,2024-08-06,seasonal_naive_drift|adj_ebitda_musd|h1|full_sample,y[2023Q4] + (y[2024Q2] - y[2023Q2] = +75.000); sigma relative n=18 (full_sample),1.0
baselines-margin,seasonal_naive_drift,adj_ebitda_musd,2025Q1,2024-11-07,1,548.0,548.0,W1,PIT,1,19,275.39085042116085,335.60257040497703,436.21371446808854,659.7862855319114,760.3974295950229,820.609149578839,165.73459492811264,,,,,,,,2024-11-07,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,y[2024Q1] + (y[2024Q3] - y[2023Q3] = +124.000); sigma relative n=11 (PIT),1.0
