method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
street-bias,street_plus_bias,adj_ebitda_musd,2023Q1,2023-02-14,0,261.3129772497341,261.3129772497341,W1,PIT,3,12,125.29002836267848,155.3336850866496,205.53531818483344,317.09063631463476,367.2922694128186,397.33592613678974,82.69608107267084,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4,b_pct=+0.1543 b_pt=+4.806 n_pool=4; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,55.15786334642586,55.15786334642586,W2,PIT,3,18,43.61700943391119,46.166060576281225,50.42541327004521,59.890313422806514,64.1496661165705,66.69871725894053,7.016340982208964,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,b_pct=+0.1047 b_pt=+2.708 n_pool=10; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-08-06,1,901.5432713057774,901.5432713057774,W1,PIT,3,18,237.54139581372178,384.20079832322534,629.2622295206656,1173.824313090889,1418.8857442883293,1565.5451467978328,403.68447660762314,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,b_pct=+0.1517 b_pt=+3.133 n_pool=10; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-08-06,1,901.5432713057774,901.5432713057774,W2,PIT,3,18,237.54139581372178,384.20079832322534,629.2622295206656,1173.824313090889,1418.8857442883293,1565.5451467978328,403.68447660762314,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,b_pct=+0.1517 b_pt=+3.133 n_pool=10; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,34.535495577665856,34.535495577665856,W1,PIT,3,18,20.098079048227422,23.28689968283662,28.615279146939642,40.45571200839207,45.78409147249509,48.97291210710429,8.777326014227999,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,b_pct=+0.1517 b_pt=+3.133 n_pool=10; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,34.535495577665856,34.535495577665856,W2,PIT,3,18,20.098079048227422,23.28689968283662,28.615279146939642,40.45571200839207,45.78409147249509,48.97291210710429,8.777326014227999,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,b_pct=+0.1517 b_pt=+3.133 n_pool=10; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-08-06,0,2266.031967643578,2266.031967643578,W1,PIT,3,18,1270.8324072934265,1490.6440950096915,1857.9397873686044,2674.1241479185514,3041.419840277464,3261.231527993729,605.0383718304636,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,b_pct=+0.1260 b_pt=+3.787 n_pool=14; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q3,2024-08-06,0,2266.031967643578,2266.031967643578,W2,PIT,3,18,1270.8324072934265,1490.6440950096915,1857.9397873686044,2674.1241479185514,3041.419840277464,3261.231527993729,605.0383718304636,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,b_pct=+0.1260 b_pt=+3.787 n_pool=14; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,56.237462130084474,56.237462130084474,W1,PIT,3,18,49.736481193910805,51.172365662035794,53.571665650797726,58.90325860937122,61.30255859813315,62.73844306625814,3.9523157742749495,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,b_pct=+0.1260 b_pt=+3.787 n_pool=14; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,56.237462130084474,56.237462130084474,W2,PIT,3,18,49.736481193910805,51.172365662035794,53.571665650797726,58.90325860937122,61.30255859813315,62.73844306625814,3.9523157742749495,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,b_pct=+0.1260 b_pt=+3.787 n_pool=14; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-08-06,1,913.3213908832738,913.3213908832738,W1,PIT,3,18,230.61820654784538,381.4082039883984,633.3716782064643,1193.2711035600835,1445.2345777781493,1596.0245752187022,415.0540650846436,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,b_pct=+0.1667 b_pt=+3.419 n_pool=13; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-08-06,1,913.3213908832738,913.3213908832738,W2,PIT,3,18,230.61820654784538,381.4082039883984,633.3716782064643,1193.2711035600835,1445.2345777781493,1596.0245752187022,415.0540650846436,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,b_pct=+0.1667 b_pt=+3.419 n_pool=13; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,34.82146417553624,34.82146417553624,W1,PIT,3,18,21.43990491103431,24.395516271202595,29.33421326295747,40.308715088115015,45.24741207986989,48.20302344003817,8.135410376486178,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,b_pct=+0.1667 b_pt=+3.419 n_pool=13; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,34.82146417553624,34.82146417553624,W2,PIT,3,18,21.43990491103431,24.395516271202595,29.33421326295747,40.308715088115015,45.24741207986989,48.20302344003817,8.135410376486178,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,b_pct=+0.1667 b_pt=+3.419 n_pool=13; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,784.2136755116722,784.2136755116722,W1,PIT,3,19,412.0861442871976,494.2786853041561,631.6188175473984,936.8085334759461,1074.1486657191883,1156.341206736147,226.2374749503795,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,b_pct=+0.0809 b_pt=+1.728 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,784.2136755116722,784.2136755116722,W2,PIT,3,19,412.0861442871976,494.2786853041561,631.6188175473984,936.8085334759461,1074.1486657191883,1156.341206736147,226.2374749503795,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,b_pct=+0.0809 b_pt=+1.728 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.663256529712566,31.663256529712566,W1,PIT,3,19,22.294580486355983,24.363858422966594,27.821531125937152,35.504981933487976,38.96265463645854,41.03193257306915,5.695750606526756,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,b_pct=+0.0809 b_pt=+1.728 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.663256529712566,31.663256529712566,W2,PIT,3,19,22.294580486355983,24.363858422966594,27.821531125937152,35.504981933487976,38.96265463645854,41.03193257306915,5.695750606526756,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,b_pct=+0.0809 b_pt=+1.728 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,483.0081181169984,483.0081181169984,W1,PIT,3,19,120.5849460849618,200.63406616678222,334.3926360073724,631.6236002266244,765.3821700672146,845.431290149035,220.33764348001105,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,b_pct=+0.1044 b_pt=+1.918 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,483.0081181169984,483.0081181169984,W2,PIT,3,19,120.5849460849618,200.63406616678222,334.3926360073724,631.6236002266244,765.3821700672146,845.431290149035,220.33764348001105,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,b_pct=+0.1044 b_pt=+1.918 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,20.602332737463747,20.602332737463747,W1,PIT,3,19,8.726927554790937,11.349871695360452,15.732696349219609,25.471969125707886,29.854793779567043,32.47773792013656,7.2197337125263665,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,b_pct=+0.1044 b_pt=+1.918 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,20.602332737463747,20.602332737463747,W2,PIT,3,19,8.726927554790937,11.349871695360452,15.732696349219609,25.471969125707886,29.854793779567043,32.47773792013656,7.2197337125263665,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,b_pct=+0.1044 b_pt=+1.918 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,818.0924551801306,818.0924551801306,W1,PIT,3,19,418.7879139475184,506.98309471129176,654.3533747810384,981.831535579223,1129.2018156489694,1217.3969964127427,242.7599238557613,,,,,,LSEG,2024-11-06,2024-11-07,ew,b_pct=+0.1276 b_pt=+3.353 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,818.0924551801306,818.0924551801306,W2,PIT,3,19,418.7879139475184,506.98309471129176,654.3533747810384,981.831535579223,1129.2018156489694,1217.3969964127427,242.7599238557613,,,,,,LSEG,2024-11-06,2024-11-07,ew,b_pct=+0.1276 b_pt=+3.353 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.28826129746654,33.28826129746654,W1,PIT,3,19,23.21184425189567,25.437442338113247,29.156319157098114,37.42020343783497,41.13908025681984,43.36467834303741,6.1260265840470165,,,,,,LSEG,2024-11-06,2024-11-07,ew,b_pct=+0.1276 b_pt=+3.353 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.28826129746654,33.28826129746654,W2,PIT,3,19,23.21184425189567,25.437442338113247,29.156319157098114,37.42020343783497,41.13908025681984,43.36467834303741,6.1260265840470165,,,,,,LSEG,2024-11-06,2024-11-07,ew,b_pct=+0.1276 b_pt=+3.353 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,516.8729873888439,516.8729873888439,W1,PIT,3,19,118.54244664707514,206.52249800338225,353.5333062657695,680.2126685119182,827.2234767743055,915.2035281306125,242.1677736030676,,,,,,LSEG,2024-11-06,2024-11-07,ew,b_pct=+0.1818 b_pt=+3.947 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,516.8729873888439,516.8729873888439,W2,PIT,3,19,118.54244664707514,206.52249800338225,353.5333062657695,680.2126685119182,827.2234767743055,915.2035281306125,242.1677736030676,,,,,,LSEG,2024-11-06,2024-11-07,ew,b_pct=+0.1818 b_pt=+3.947 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,22.63128606258077,22.63128606258077,W1,PIT,3,19,9.93274262128982,12.73749493085312,17.42411306357986,27.83845906158168,32.52507719430842,35.32982950387172,7.720166240461221,,,,,,LSEG,2024-11-06,2024-11-07,ew,b_pct=+0.1818 b_pt=+3.947 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,22.63128606258077,22.63128606258077,W2,PIT,3,19,9.93274262128982,12.73749493085312,17.42411306357986,27.83845906158168,32.52507719430842,35.32982950387172,7.720166240461221,,,,,,LSEG,2024-11-06,2024-11-07,ew,b_pct=+0.1818 b_pt=+3.947 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,769.061678295962,769.061678295962,W1,PIT,3,19,415.07894438982606,493.26380827275295,623.9072877447596,914.2160688471644,1044.8595483191712,1123.0444122020979,215.20622145704115,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,b_pct=+0.0809 b_pt=+1.728 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,769.061678295962,769.061678295962,W2,PIT,3,19,415.07894438982606,493.26380827275295,623.9072877447596,914.2160688471644,1044.8595483191712,1123.0444122020979,215.20622145704115,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,b_pct=+0.0809 b_pt=+1.728 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.663256529712566,31.663256529712566,W1,PIT,3,19,22.294580486355983,24.363858422966594,27.821531125937152,35.504981933487976,38.96265463645854,41.03193257306915,5.695750606526756,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,b_pct=+0.0809 b_pt=+1.728 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.663256529712566,31.663256529712566,W2,PIT,3,19,22.294580486355983,24.363858422966594,27.821531125937152,35.504981933487976,38.96265463645854,41.03193257306915,5.695750606526756,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,b_pct=+0.0809 b_pt=+1.728 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,486.1339401807899,486.1339401807899,W1,PIT,3,19,116.26053102859625,197.95519966219845,334.4634089824558,637.804471379124,774.3126806993813,856.0073493329836,224.86706603657322,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,b_pct=+0.1044 b_pt=+1.918 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,486.1339401807899,486.1339401807899,W2,PIT,3,19,116.26053102859625,197.95519966219845,334.4634089824558,637.804471379124,774.3126806993813,856.0073493329836,224.86706603657322,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,b_pct=+0.1044 b_pt=+1.918 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,20.602332737463747,20.602332737463747,W1,PIT,3,19,8.726927554790937,11.349871695360452,15.732696349219609,25.471969125707886,29.854793779567043,32.47773792013656,7.2197337125263665,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,b_pct=+0.1044 b_pt=+1.918 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,20.602332737463747,20.602332737463747,W2,PIT,3,19,8.726927554790937,11.349871695360452,15.732696349219609,25.471969125707886,29.854793779567043,32.47773792013656,7.2197337125263665,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,b_pct=+0.1044 b_pt=+1.918 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,808.6336169230769,808.6336169230769,W1,PIT,3,19,422.4975540196719,507.7841870292846,650.2944113293746,966.9728225167793,1109.4830468168693,1194.769679826482,234.75405748963772,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,b_pct=+0.1276 b_pt=+3.353 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,808.6336169230769,808.6336169230769,W2,PIT,3,19,422.4975540196719,507.7841870292846,650.2944113293746,966.9728225167793,1109.4830468168693,1194.769679826482,234.75405748963772,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,b_pct=+0.1276 b_pt=+3.353 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.28826129746654,33.28826129746654,W1,PIT,3,19,23.21184425189567,25.437442338113247,29.156319157098114,37.42020343783497,41.13908025681984,43.36467834303741,6.1260265840470165,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,b_pct=+0.1276 b_pt=+3.353 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.28826129746654,33.28826129746654,W2,PIT,3,19,23.21184425189567,25.437442338113247,29.156319157098114,37.42020343783497,41.13908025681984,43.36467834303741,6.1260265840470165,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,b_pct=+0.1276 b_pt=+3.353 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,537.4383084615384,537.4383084615384,W1,PIT,3,19,119.50382989792081,211.81384162618505,366.05982381962156,708.8167931034553,863.0627752968919,955.3727870251561,254.08612153423417,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,b_pct=+0.1818 b_pt=+3.947 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,537.4383084615384,537.4383084615384,W2,PIT,3,19,119.50382989792081,211.81384162618505,366.05982381962156,708.8167931034553,863.0627752968919,955.3727870251561,254.08612153423417,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,b_pct=+0.1818 b_pt=+3.947 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,22.63128606258077,22.63128606258077,W1,PIT,3,19,9.93274262128982,12.73749493085312,17.42411306357986,27.83845906158168,32.52507719430842,35.32982950387172,7.720166240461221,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,b_pct=+0.1818 b_pt=+3.947 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,22.63128606258077,22.63128606258077,W2,PIT,3,19,9.93274262128982,12.73749493085312,17.42411306357986,27.83845906158168,32.52507719430842,35.32982950387172,7.720166240461221,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,b_pct=+0.1818 b_pt=+3.947 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,783.5745443760611,783.5745443760611,W1,PIT,3,19,419.622436351954,500.0092555387749,634.3321057771402,932.8169829749819,1067.1398332133474,1147.5266524001681,221.26717056194616,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,b_pct=+0.0800 b_pt=+1.993 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,783.5745443760611,783.5745443760611,W2,PIT,3,19,419.622436351954,500.0092555387749,634.3321057771402,932.8169829749819,1067.1398332133474,1147.5266524001681,221.26717056194616,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,b_pct=+0.0800 b_pt=+1.993 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.927799064180306,31.927799064180306,W1,PIT,3,19,22.885253263432894,24.882498170790544,28.21980684022378,35.63579128813683,38.97309995757007,40.97034486492772,5.497477497439467,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,b_pct=+0.0800 b_pt=+1.993 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.927799064180306,31.927799064180306,W2,PIT,3,19,22.885253263432894,24.882498170790544,28.21980684022378,35.63579128813683,38.97309995757007,40.97034486492772,5.497477497439467,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,b_pct=+0.0800 b_pt=+1.993 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,467.58967693250355,467.58967693250355,W1,PIT,3,19,126.10637291782004,201.53046309324583,327.5608107482958,607.6185431167113,733.6488907717613,809.072980947187,207.6071076595305,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,b_pct=+0.0691 b_pt=+2.059 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,467.58967693250355,467.58967693250355,W2,PIT,3,19,126.10637291782004,201.53046309324583,327.5608107482958,607.6185431167113,733.6488907717613,809.072980947187,207.6071076595305,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,b_pct=+0.0691 b_pt=+2.059 n_pool=11; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,20.743052798176468,20.743052798176468,W1,PIT,3,19,9.214733961733794,11.761016457154195,16.01574286325883,25.470362733094106,29.72508913919874,32.27137163461914,7.008720197072461,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,b_pct=+0.0691 b_pt=+2.059 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,20.743052798176468,20.743052798176468,W2,PIT,3,19,9.214733961733794,11.761016457154195,16.01574286325883,25.470362733094106,29.72508913919874,32.27137163461914,7.008720197072461,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,b_pct=+0.0691 b_pt=+2.059 n_pool=11; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,798.1506393503106,798.1506393503106,W1,PIT,3,19,455.4136814979169,531.1146686665268,657.6076990564226,938.6935796441986,1065.1866100340944,1140.8875972027042,208.3692750750188,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,b_pct=+0.1001 b_pt=+3.151 n_pool=15; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2024Q4,2024-11-07,0,798.1506393503106,798.1506393503106,W2,PIT,3,19,455.4136814979169,531.1146686665268,657.6076990564226,938.6935796441986,1065.1866100340944,1140.8875972027042,208.3692750750188,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,b_pct=+0.1001 b_pt=+3.151 n_pool=15; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.08578976862628,33.08578976862628,W1,PIT,3,19,26.53770375481453,27.983992414247627,30.400677350505532,35.77090218674702,38.18758712300493,39.633875782438025,3.9809536280427564,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,b_pct=+0.1001 b_pt=+3.151 n_pool=15; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,33.08578976862628,33.08578976862628,W2,PIT,3,19,26.53770375481453,27.983992414247627,30.400677350505532,35.77090218674702,38.18758712300493,39.633875782438025,3.9809536280427564,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,b_pct=+0.1001 b_pt=+3.151 n_pool=15; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,495.65651652320435,495.65651652320435,W1,PIT,3,19,134.71452983847877,214.4364975942888,347.6484102423648,643.6646228040439,776.8765354521198,856.59850320793,219.43714672878573,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,b_pct=+0.1333 b_pt=+2.781 n_pool=14; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2024-11-07,1,495.65651652320435,495.65651652320435,W2,PIT,3,19,134.71452983847877,214.4364975942888,347.6484102423648,643.6646228040439,776.8765354521198,856.59850320793,219.43714672878573,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,b_pct=+0.1333 b_pt=+2.781 n_pool=14; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,21.46515561245423,21.46515561245423,W1,PIT,3,19,15.240449677727895,16.615312741944116,18.912648640305576,24.01766258460288,26.31499848296434,27.689861547180563,3.78435249965861,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,b_pct=+0.1333 b_pt=+2.781 n_pool=14; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,21.46515561245423,21.46515561245423,W2,PIT,3,19,15.240449677727895,16.615312741944116,18.912648640305576,24.01766258460288,26.31499848296434,27.689861547180563,3.78435249965861,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,b_pct=+0.1333 b_pt=+2.781 n_pool=14; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2025-02-13,0,403.6395390507126,403.6395390507126,W1,PIT,3,20,265.1403712426623,295.73095531855796,346.84648004135124,460.43259806007393,511.5481227828672,542.1387068587628,84.20151528299874,,,,,,LSEG,2025-02-12,2025-02-13,rw_hl4,b_pct=+0.0738 b_pt=+1.546 n_pool=12; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_musd,2025Q1,2025-02-13,0,403.6395390507126,403.6395390507126,W2,PIT,3,20,265.1403712426623,295.73095531855796,346.84648004135124,460.43259806007393,511.5481227828672,542.1387068587628,84.20151528299874,,,,,,LSEG,2025-02-12,2025-02-13,rw_hl4,b_pct=+0.0738 b_pt=+1.546 n_pool=12; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_bias,adj_ebitda_margin_pct,2025Q1,2025-02-13,0,17.955292211635953,17.955292211635953,W1,PIT,3,20,8.913532760627605,10.910603985369058,14.24762243876588,21.662961984506026,24.99998043790285,26.997051662644303,5.496999430743332,,,,,,LSEG,2025-02-12,2025-02-13,rw_hl4,b_pct=+0.0738 b_pt=+1.546 n_pool=12; sigma additive n=12 (PIT); street_src=street_pit,1.0
