method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
below-ebitda,da,da_musd,2023Q1,2023-02-14,0,18.952397655858398,18.952397655858398,W1,PIT,2,12,-2.150394641909119,2.5106206713070667,10.298972893837952,27.605822417878844,35.39417464040973,40.05518995362591,12.829586749842823,,,,,,,,2023-02-14,mean4|rw,D&A rule mean4; sigma relative n=5 (PIT),1.0
below-ebitda,da,da_musd,2024Q2,2024-05-08,0,14.0,14.0,W1,full_sample,1,17,7.214622161854804,8.713321934059753,11.217583541753283,16.782416458246715,19.286678065940247,20.785377838145195,4.125216813803082,,,,,,,,2024-05-08,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q2,2024-05-08,0,14.0,14.0,W2,full_sample,1,17,7.214622161854804,8.713321934059753,11.217583541753283,16.782416458246715,19.286678065940247,20.785377838145195,4.125216813803082,,,,,,,,2024-05-08,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,12.239084277032818,12.239084277032818,W1,PIT,2,17,-5.698606900749291,-1.7366737080395174,4.8835429429262165,19.59462561113942,26.214842262105158,30.176775454814923,10.905341900256103,,,,,,,,2024-05-08,mean4|rw,D&A rule mean4; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,12.239084277032818,12.239084277032818,W2,PIT,2,17,-5.698606900749291,-1.7366737080395174,4.8835429429262165,19.59462561113942,26.214842262105158,30.176775454814923,10.905341900256103,,,,,,,,2024-05-08,mean4|rw,D&A rule mean4; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,14.0,14.0,W1,PIT,1,17,0.02532113407569181,3.111935989221786,8.269534077134125,19.730465922865875,24.888064010778212,27.974678865924307,8.496001490311697,,,,,,,,2024-05-08,last_value|rw,D&A rule last_value; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,14.0,14.0,W2,PIT,1,17,0.02532113407569181,3.111935989221786,8.269534077134125,19.730465922865875,24.888064010778212,27.974678865924307,8.496001490311697,,,,,,,,2024-05-08,last_value|rw,D&A rule last_value; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,20.633970599907517,20.633970599907517,W1,full_sample,2,17,0.20695048884284492,4.718706667721594,12.25765342115783,29.010287778657204,36.54923453209344,41.06099071097219,12.418746432120873,,,,,,,,2024-05-08,mean4|rw,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,20.633970599907517,20.633970599907517,W2,full_sample,2,17,0.20695048884284492,4.718706667721594,12.25765342115783,29.010287778657204,36.54923453209344,41.06099071097219,12.418746432120873,,,,,,,,2024-05-08,mean4|rw,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,14.0,14.0,W1,full_sample,1,17,3.4409081707802636,5.773115587466809,9.670131923296038,18.329868076703963,22.226884412533188,24.559091829219735,6.419472016357878,,,,,,,,2024-05-08,last_value|rw,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,14.0,14.0,W2,full_sample,1,17,3.4409081707802636,5.773115587466809,9.670131923296038,18.329868076703963,22.226884412533188,24.559091829219735,6.419472016357878,,,,,,,,2024-05-08,last_value|rw,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,11.75,11.75,W1,PIT,2,17,-6.65859156118529,-2.592649672987678,4.201360947795823,19.298639052204177,26.09264967298768,30.15859156118529,11.191629005495937,,,,,,,,2024-05-08,mean4|eq,D&A rule mean4; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,11.75,11.75,W2,PIT,2,17,-6.65859156118529,-2.592649672987678,4.201360947795823,19.298639052204177,26.09264967298768,30.15859156118529,11.191629005495937,,,,,,,,2024-05-08,mean4|eq,D&A rule mean4; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,14.0,14.0,W1,PIT,1,17,0.02532113407569181,3.111935989221786,8.269534077134125,19.730465922865875,24.888064010778212,27.974678865924307,8.496001490311697,,,,,,,,2024-05-08,last_value|eq,D&A rule last_value; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,14.0,14.0,W2,PIT,1,17,0.02532113407569181,3.111935989221786,8.269534077134125,19.730465922865875,24.888064010778212,27.974678865924307,8.496001490311697,,,,,,,,2024-05-08,last_value|eq,D&A rule last_value; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,21.0,21.0,W1,full_sample,2,17,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2024-05-08,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,21.0,21.0,W2,full_sample,2,17,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2024-05-08,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,14.0,14.0,W1,full_sample,1,17,3.4409081707802636,5.773115587466809,9.670131923296038,18.329868076703963,22.226884412533188,24.559091829219735,6.419472016357878,,,,,,,,2024-05-08,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-05-08,1,14.0,14.0,W2,full_sample,1,17,3.4409081707802636,5.773115587466809,9.670131923296038,18.329868076703963,22.226884412533188,24.559091829219735,6.419472016357878,,,,,,,,2024-05-08,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,12.239084277032818,12.239084277032818,W1,PIT,2,17,-12.407195194253765,-6.96352288736074,2.1326148553975575,22.34555369866808,31.44169144142637,36.8853637483194,14.983873985775464,,,,,,,,2024-05-08,mean4|rw,D&A rule mean4; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,12.239084277032818,12.239084277032818,W2,PIT,2,17,-12.407195194253765,-6.96352288736074,2.1326148553975575,22.34555369866808,31.44169144142637,36.8853637483194,14.983873985775464,,,,,,,,2024-05-08,mean4|rw,D&A rule mean4; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,14.0,14.0,W1,PIT,1,17,-5.930145780284785,-1.5281352138269142,5.827431433136042,22.172568566863955,29.528135213826914,33.93014578028478,12.116668288121652,,,,,,,,2024-05-08,last_value|rw,D&A rule last_value; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,14.0,14.0,W2,PIT,1,17,-5.930145780284785,-1.5281352138269142,5.827431433136042,22.172568566863955,29.528135213826914,33.93014578028478,12.116668288121652,,,,,,,,2024-05-08,last_value|rw,D&A rule last_value; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,20.633970599907517,20.633970599907517,W1,full_sample,2,17,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2024-05-08,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,20.633970599907517,20.633970599907517,W2,full_sample,2,17,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2024-05-08,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,14.0,14.0,W1,full_sample,1,17,-0.4395141545275276,2.749769786668004,8.07892341576276,19.92107658423724,25.250230213331996,28.43951415452753,8.778601279731703,,,,,,,,2024-05-08,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,14.0,14.0,W2,full_sample,1,17,-0.4395141545275276,2.749769786668004,8.07892341576276,19.92107658423724,25.250230213331996,28.43951415452753,8.778601279731703,,,,,,,,2024-05-08,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,11.75,11.75,W1,PIT,2,17,-13.188526927702414,-7.680305349301523,1.5236913959332385,21.976308604066762,31.18030534930152,36.68852692770241,15.161547823512304,,,,,,,,2024-05-08,mean4|eq,D&A rule mean4; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,11.75,11.75,W2,PIT,2,17,-13.188526927702414,-7.680305349301523,1.5236913959332385,21.976308604066762,31.18030534930152,36.68852692770241,15.161547823512304,,,,,,,,2024-05-08,mean4|eq,D&A rule mean4; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,14.0,14.0,W1,PIT,1,17,-5.930145780284785,-1.5281352138269142,5.827431433136042,22.172568566863955,29.528135213826914,33.93014578028478,12.116668288121652,,,,,,,,2024-05-08,last_value|eq,D&A rule last_value; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,14.0,14.0,W2,PIT,1,17,-5.930145780284785,-1.5281352138269142,5.827431433136042,22.172568566863955,29.528135213826914,33.93014578028478,12.116668288121652,,,,,,,,2024-05-08,last_value|eq,D&A rule last_value; sigma relative n=8 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,21.0,21.0,W1,full_sample,2,17,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2024-05-08,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,21.0,21.0,W2,full_sample,2,17,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2024-05-08,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,14.0,14.0,W1,full_sample,1,17,-0.4395141545275276,2.749769786668004,8.07892341576276,19.92107658423724,25.250230213331996,28.43951415452753,8.778601279731703,,,,,,,,2024-05-08,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-05-08,2,14.0,14.0,W2,full_sample,1,17,-0.4395141545275276,2.749769786668004,8.07892341576276,19.92107658423724,25.250230213331996,28.43951415452753,8.778601279731703,,,,,,,,2024-05-08,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,13.314770204724422,13.314770204724422,W1,PIT,2,18,0.8039265761466834,3.567221258254842,8.184565513246062,18.444974896202783,23.062319151194,25.82561383330216,7.606052856973664,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,13.314770204724422,13.314770204724422,W2,PIT,2,18,0.8039265761466834,3.567221258254842,8.184565513246062,18.444974896202783,23.062319151194,25.82561383330216,7.606052856973664,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,14.0,14.0,W1,PIT,1,18,5.782496207026787,7.597512460563635,10.630325039419827,17.369674960580173,20.402487539436365,22.217503792973215,4.995887572198941,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,14.0,14.0,W2,PIT,1,18,5.782496207026787,7.597512460563635,10.630325039419827,17.369674960580173,20.402487539436365,22.217503792973215,4.995887572198941,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,20.633970599907517,20.633970599907517,W1,full_sample,2,18,0.603713019621734,5.027835476594096,12.420350123093675,28.84759107672136,36.240105723220935,40.6642281801933,12.177531940887244,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,20.633970599907517,20.633970599907517,W2,full_sample,2,18,0.603713019621734,5.027835476594096,12.420350123093675,28.84759107672136,36.240105723220935,40.6642281801933,12.177531940887244,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,14.0,14.0,W1,full_sample,1,18,7.214622161854804,8.713321934059753,11.217583541753283,16.782416458246715,19.286678065940247,20.785377838145195,4.125216813803082,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,14.0,14.0,W2,full_sample,1,18,7.214622161854804,8.713321934059753,11.217583541753283,16.782416458246715,19.286678065940247,20.785377838145195,4.125216813803082,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,13.0,13.0,W1,PIT,2,18,-0.25862926225492355,2.669830306110547,7.563157844254418,18.43684215574558,23.330169693889452,26.258629262254924,8.06067424177318,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,13.0,13.0,W2,PIT,2,18,-0.25862926225492355,2.669830306110547,7.563157844254418,18.43684215574558,23.330169693889452,26.258629262254924,8.06067424177318,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,14.0,14.0,W1,PIT,1,18,5.782496207026787,7.597512460563635,10.630325039419827,17.369674960580173,20.402487539436365,22.217503792973215,4.995887572198941,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,14.0,14.0,W2,PIT,1,18,5.782496207026787,7.597512460563635,10.630325039419827,17.369674960580173,20.402487539436365,22.217503792973215,4.995887572198941,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=11 (PIT),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,21.0,21.0,W1,full_sample,2,18,-0.052397581073360566,4.597486951774891,12.367240128348701,29.6327598716513,37.40251304822511,42.05239758107336,12.79894893753635,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,21.0,21.0,W2,full_sample,2,18,-0.052397581073360566,4.597486951774891,12.367240128348701,29.6327598716513,37.40251304822511,42.05239758107336,12.79894893753635,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,14.0,14.0,W1,full_sample,1,18,7.214622161854804,8.713321934059753,11.217583541753283,16.782416458246715,19.286678065940247,20.785377838145195,4.125216813803082,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q3,2024-08-06,0,14.0,14.0,W2,full_sample,1,18,7.214622161854804,8.713321934059753,11.217583541753283,16.782416458246715,19.286678065940247,20.785377838145195,4.125216813803082,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=19 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,13.314770204724422,13.314770204724422,W1,PIT,2,18,-5.244815328346983,-1.1455231040784926,5.704214466007941,20.9253259434409,27.77506351352734,31.874355737795828,11.283426822281594,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=10 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,13.314770204724422,13.314770204724422,W2,PIT,2,18,-5.244815328346983,-1.1455231040784926,5.704214466007941,20.9253259434409,27.77506351352734,31.874355737795828,11.283426822281594,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=10 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,14.0,14.0,W1,PIT,1,18,0.7017030471274801,3.6389240964761145,8.54689168518888,19.453108314811118,24.361075903523886,27.29829695287252,8.08479048529031,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=10 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,14.0,14.0,W2,PIT,1,18,0.7017030471274801,3.6389240964761145,8.54689168518888,19.453108314811118,24.361075903523886,27.29829695287252,8.08479048529031,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=10 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,20.633970599907517,20.633970599907517,W1,full_sample,2,18,0.20695048884284492,4.718706667721594,12.25765342115783,29.010287778657204,36.54923453209344,41.06099071097219,12.418746432120873,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,20.633970599907517,20.633970599907517,W2,full_sample,2,18,0.20695048884284492,4.718706667721594,12.25765342115783,29.010287778657204,36.54923453209344,41.06099071097219,12.418746432120873,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,14.0,14.0,W1,full_sample,1,18,3.4409081707802636,5.773115587466809,9.670131923296038,18.329868076703963,22.226884412533188,24.559091829219735,6.419472016357878,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,14.0,14.0,W2,full_sample,1,18,3.4409081707802636,5.773115587466809,9.670131923296038,18.329868076703963,22.226884412533188,24.559091829219735,6.419472016357878,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,13.0,13.0,W1,PIT,2,18,-6.376042700476471,-2.096417972994046,5.054647303143553,20.94535269685645,28.096417972994047,32.376042700476475,11.779797535168836,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=10 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,13.0,13.0,W2,PIT,2,18,-6.376042700476471,-2.096417972994046,5.054647303143553,20.94535269685645,28.096417972994047,32.376042700476475,11.779797535168836,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=10 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,14.0,14.0,W1,PIT,1,18,0.7017030471274801,3.6389240964761145,8.54689168518888,19.453108314811118,24.361075903523886,27.29829695287252,8.08479048529031,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=10 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,14.0,14.0,W2,PIT,1,18,0.7017030471274801,3.6389240964761145,8.54689168518888,19.453108314811118,24.361075903523886,27.29829695287252,8.08479048529031,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=10 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,21.0,21.0,W1,full_sample,2,18,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,21.0,21.0,W2,full_sample,2,18,-0.4909314397014102,4.25581293053648,12.187414648493233,29.812585351506765,37.74418706946352,42.49093143970141,13.065558592913904,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,14.0,14.0,W1,full_sample,1,18,3.4409081707802636,5.773115587466809,9.670131923296038,18.329868076703963,22.226884412533188,24.559091829219735,6.419472016357878,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-08-06,1,14.0,14.0,W2,full_sample,1,18,3.4409081707802636,5.773115587466809,9.670131923296038,18.329868076703963,22.226884412533188,24.559091829219735,6.419472016357878,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=18 (full_sample),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,13.314770204724422,13.314770204724422,W1,PIT,2,18,-12.05497379121035,-6.451508449330637,2.9116364486401007,23.71790396080874,33.08104885877948,38.684514200659194,15.42370918618113,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,13.314770204724422,13.314770204724422,W2,PIT,2,18,-12.05497379121035,-6.451508449330637,2.9116364486401007,23.71790396080874,33.08104885877948,38.684514200659194,15.42370918618113,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,14.0,14.0,W1,PIT,1,18,-5.076120182441774,-0.8627399324489899,6.177633726344219,21.82236627365578,28.86273993244899,33.07612018244178,11.59745759128546,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,14.0,14.0,W2,PIT,1,18,-5.076120182441774,-0.8627399324489899,6.177633726344219,21.82236627365578,28.86273993244899,33.07612018244178,11.59745759128546,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,20.633970599907517,20.633970599907517,W1,full_sample,2,18,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,20.633970599907517,20.633970599907517,W2,full_sample,2,18,-0.2506861473651604,4.362149137025133,12.069994643878909,29.197946555936124,36.9057920627899,41.5186273471802,12.696969751636649,,,,,,,,2024-08-06,mean4|rw,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,14.0,14.0,W1,full_sample,1,18,-0.4395141545275276,2.749769786668004,8.07892341576276,19.92107658423724,25.250230213331996,28.43951415452753,8.778601279731703,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,14.0,14.0,W2,full_sample,1,18,-0.4395141545275276,2.749769786668004,8.07892341576276,19.92107658423724,25.250230213331996,28.43951415452753,8.778601279731703,,,,,,,,2024-08-06,last_value|rw,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,13.0,13.0,W1,PIT,2,18,-13.08354056717621,-7.322417570227342,2.30416635674106,23.69583364325894,33.322417570227344,39.08354056717621,15.85766668826256,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,13.0,13.0,W2,PIT,2,18,-13.08354056717621,-7.322417570227342,2.30416635674106,23.69583364325894,33.322417570227344,39.08354056717621,15.85766668826256,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,14.0,14.0,W1,PIT,1,18,-5.076120182441774,-0.8627399324489899,6.177633726344219,21.82236627365578,28.86273993244899,33.07612018244178,11.59745759128546,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,14.0,14.0,W2,PIT,1,18,-5.076120182441774,-0.8627399324489899,6.177633726344219,21.82236627365578,28.86273993244899,33.07612018244178,11.59745759128546,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=9 (PIT),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,21.0,21.0,W1,full_sample,2,18,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,21.0,21.0,W2,full_sample,2,18,-0.992892230987861,3.8647212082247435,11.981580279297404,30.018419720702596,38.13527879177526,42.99289223098786,13.370729085328339,,,,,,,,2024-08-06,mean4|eq,D&A rule mean4; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,14.0,14.0,W1,full_sample,1,18,-0.4395141545275276,2.749769786668004,8.07892341576276,19.92107658423724,25.250230213331996,28.43951415452753,8.778601279731703,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2025Q1,2024-08-06,2,14.0,14.0,W2,full_sample,1,18,-0.4395141545275276,2.749769786668004,8.07892341576276,19.92107658423724,25.250230213331996,28.43951415452753,8.778601279731703,,,,,,,,2024-08-06,last_value|eq,D&A rule last_value; sigma relative n=17 (full_sample),1.0
below-ebitda,da,da_musd,2024Q4,2024-11-07,0,14.696621399498012,14.696621399498012,W1,PIT,2,19,1.4520358722116695,4.37739357316454,9.265538026865753,20.127704772130272,25.015849225831484,27.941206926784353,8.052136257153473,,,,,,,,2024-11-07,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-11-07,0,14.696621399498012,14.696621399498012,W2,PIT,2,19,1.4520358722116695,4.37739357316454,9.265538026865753,20.127704772130272,25.015849225831484,27.941206926784353,8.052136257153473,,,,,,,,2024-11-07,mean4|rw,D&A rule mean4; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-11-07,0,15.0,15.0,W1,PIT,1,19,6.557000752265089,8.421822631184323,11.537858226287977,18.462141773712027,21.578177368815677,23.442999247734914,5.132979074486366,,,,,,,,2024-11-07,last_value|rw,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-11-07,0,15.0,15.0,W2,PIT,1,19,6.557000752265089,8.421822631184323,11.537858226287977,18.462141773712027,21.578177368815677,23.442999247734914,5.132979074486366,,,,,,,,2024-11-07,last_value|rw,D&A rule last_value; sigma relative n=12 (PIT),1.0
below-ebitda,da,da_musd,2024Q4,2024-11-07,0,20.633970599907517,20.633970599907517,W1,full_sample,2,19,0.603713019621734,5.027835476594096,12.420350123093675,28.84759107672136,36.240105723220935,40.6642281801933,12.177531940887244,,,,,,,,2024-11-07,mean4|rw,D&A rule mean4; sigma relative n=19 (full_sample),1.0
