method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
baselines-margin,pct_rev_last4,adj_ebitda_musd,2023Q1,2023-02-14,0,581.6078218054638,581.6078218054638,W1,PIT,3,12,173.16303561132486,263.3770402885919,414.1206866008766,749.094957010051,899.8386033223356,990.0526079996027,248.3167982254686,,,,,,,,2023-02-14,pct_rev_last4|adj_ebitda_musd|h0|PIT,ratio4=31.52% x rev[guide_cushion]=1845; sigma relative n=5 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q3,2025-05-01,1,696.320362423976,696.320362423976,W1,PIT,3,21,438.1459447616822,495.1694370666283,590.4531924686783,802.1875323792738,897.4712877813237,954.4947800862699,156.95890104263404,,,,,,,,2025-05-01,pct_rev_last4|cor_cash_musd|h1|PIT,ratio4=17.59% x rev[naive]=3958; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q3,2025-05-01,1,696.320362423976,696.320362423976,W2,PIT,3,21,438.1459447616822,495.1694370666283,590.4531924686783,802.1875323792738,897.4712877813237,954.4947800862699,156.95890104263404,,,,,,,,2025-05-01,pct_rev_last4|cor_cash_musd|h1|PIT,ratio4=17.59% x rev[naive]=3958; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q3,2025-05-01,1,696.320362423976,696.320362423976,W1,full_sample,3,21,449.8451753888493,504.28463557441364,595.2505866038812,797.3901382440707,888.3560892735383,942.7955494591026,149.84627385473638,,,,,,,,2025-05-01,pct_rev_last4|cor_cash_musd|h1|full_sample,ratio4=17.59% x rev[naive]=3958; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q3,2025-05-01,1,696.320362423976,696.320362423976,W2,full_sample,3,21,449.8451753888493,504.28463557441364,595.2505866038812,797.3901382440707,888.3560892735383,942.7955494591026,149.84627385473638,,,,,,,,2025-05-01,pct_rev_last4|cor_cash_musd|h1|full_sample,ratio4=17.59% x rev[naive]=3958; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q4,2025-08-06,1,485.6059756697041,485.6059756697041,W1,PIT,3,22,306.897607938803,346.3692772250386,412.32470593619905,558.8872454032091,624.8426741143696,664.3143434006053,108.64697308180206,,,,,,,,2025-08-06,pct_rev_last4|cor_cash_musd|h1|PIT,ratio4=17.38% x rev[naive]=2794; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q4,2025-08-06,1,485.6059756697041,485.6059756697041,W2,PIT,3,22,306.897607938803,346.3692772250386,412.32470593619905,558.8872454032091,624.8426741143696,664.3143434006053,108.64697308180206,,,,,,,,2025-08-06,pct_rev_last4|cor_cash_musd|h1|PIT,ratio4=17.38% x rev[naive]=2794; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q4,2025-08-06,1,485.6059756697041,485.6059756697041,W1,full_sample,3,22,313.71695714106215,351.68242333296786,415.12105271415294,556.0908986252551,619.5295280064403,657.494994198346,104.50110314509656,,,,,,,,2025-08-06,pct_rev_last4|cor_cash_musd|h1|full_sample,ratio4=17.38% x rev[naive]=2794; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q4,2025-08-06,1,485.6059756697041,485.6059756697041,W2,full_sample,3,22,313.71695714106215,351.68242333296786,415.12105271415294,556.0908986252551,619.5295280064403,657.494994198346,104.50110314509656,,,,,,,,2025-08-06,pct_rev_last4|cor_cash_musd|h1|full_sample,ratio4=17.38% x rev[naive]=2794; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q1,2025-11-06,1,439.1808961082715,439.1808961082715,W1,PIT,3,23,299.46441183716314,330.32386699870864,381.88866351676023,496.4731286997828,548.0379252178344,578.8973803793799,84.94159114331356,,,,,,,,2025-11-06,pct_rev_last4|cor_cash_musd|h1|PIT,ratio4=17.62% x rev[naive]=2493; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q1,2025-11-06,1,439.1808961082715,439.1808961082715,W2,PIT,3,23,299.46441183716314,330.32386699870864,381.88866351676023,496.4731286997828,548.0379252178344,578.8973803793799,84.94159114331356,,,,,,,,2025-11-06,pct_rev_last4|cor_cash_musd|h1|PIT,ratio4=17.62% x rev[naive]=2493; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q1,2025-11-06,1,439.1808961082715,439.1808961082715,W1,full_sample,3,23,283.72487420806584,318.06075205704525,375.43449845933355,502.9272937572094,560.3010401594977,594.6369180084772,94.51055057605565,,,,,,,,2025-11-06,pct_rev_last4|cor_cash_musd|h1|full_sample,ratio4=17.62% x rev[naive]=2493; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q1,2025-11-06,1,439.1808961082715,439.1808961082715,W2,full_sample,3,23,283.72487420806584,318.06075205704525,375.43449845933355,502.9272937572094,560.3010401594977,594.6369180084772,94.51055057605565,,,,,,,,2025-11-06,pct_rev_last4|cor_cash_musd|h1|full_sample,ratio4=17.62% x rev[naive]=2493; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q2,2026-02-12,1,613.6606247066767,613.6606247066767,W1,PIT,3,24,427.32964786316666,468.4849378427781,537.2536229129063,690.0676265004471,758.8363115705753,799.9916015501867,113.28119036880553,,,,,,,,2026-02-12,pct_rev_last4|cor_cash_musd|h1|PIT,ratio4=17.69% x rev[naive]=3468; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q2,2026-02-12,1,613.6606247066767,613.6606247066767,W2,PIT,3,24,427.32964786316666,468.4849378427781,537.2536229129063,690.0676265004471,758.8363115705753,799.9916015501867,113.28119036880553,,,,,,,,2026-02-12,pct_rev_last4|cor_cash_musd|h1|PIT,ratio4=17.69% x rev[naive]=3468; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q2,2026-02-12,1,613.6606247066767,613.6606247066767,W1,full_sample,3,24,396.4443469517884,444.4213341963846,524.588776293663,702.7324731196903,782.8999152169687,830.8769024615649,132.05812006352878,,,,,,,,2026-02-12,pct_rev_last4|cor_cash_musd|h1|full_sample,ratio4=17.69% x rev[naive]=3468; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q2,2026-02-12,1,613.6606247066767,613.6606247066767,W2,full_sample,3,24,396.4443469517884,444.4213341963846,524.588776293663,702.7324731196903,782.8999152169687,830.8769024615649,132.05812006352878,,,,,,,,2026-02-12,pct_rev_last4|cor_cash_musd|h1|full_sample,ratio4=17.69% x rev[naive]=3468; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q4,2026-08-06,1,567.9780926253069,567.9780926253069,LIVE,PIT,3,26,377.7110599704177,419.73571435222016,489.95706922044917,645.9991160301646,716.2204708983937,758.2451252801961,115.67414239011954,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h1|PIT,ratio4=17.54% x rev[naive]=3237; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q4,2026-08-06,1,567.9780926253069,567.9780926253069,LIVE,full_sample,3,26,366.9319733873945,411.3374258606073,485.536989951633,650.4191952989806,724.6187593900064,769.0242118632192,122.227361720037,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h1|full_sample,ratio4=17.54% x rev[naive]=3237; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q4,2026-09-11,1,567.9780926253069,567.9780926253069,LIVE,PIT,3,26,377.7110599704177,419.73571435222016,489.95706922044917,645.9991160301646,716.2204708983937,758.2451252801961,115.67414239011954,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h1|PIT,ratio4=17.54% x rev[naive]=3237; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q4,2026-09-11,1,567.9780926253069,567.9780926253069,LIVE,full_sample,3,26,366.9319733873945,411.3374258606073,485.536989951633,650.4191952989806,724.6187593900064,769.0242118632192,122.227361720037,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h1|full_sample,ratio4=17.54% x rev[naive]=3237; sigma relative n=18 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2023Q3,2023-02-14,2,667.931638318262,667.931638318262,W1,PIT,3,12,497.21395233698985,534.9207040013049,597.9270327504265,737.9362438860975,800.942572635219,838.6493242995342,103.7889835204825,,,,,,,,2023-02-14,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=18.65% x rev[naive]=3581; sigma relative n=3 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2023Q3,2023-02-14,2,667.931638318262,667.931638318262,W1,full_sample,3,12,422.24446853629325,476.509877798538,567.1849973665371,768.6782792699869,859.353398837986,913.6188081002307,149.36719338201465,,,,,,,,2023-02-14,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=18.65% x rev[naive]=3581; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2023Q4,2023-05-09,2,424.661380444419,424.661380444419,W1,PIT,3,13,286.03824861601913,316.6562128693333,367.81748866808744,481.5052722207506,532.6665480195048,563.2845122728189,84.27688005608152,,,,,,,,2023-05-09,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=18.53% x rev[naive]=2291; sigma relative n=4 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2023Q4,2023-05-09,2,424.661380444419,424.661380444419,W1,full_sample,3,13,268.45699261247256,302.9581635192859,360.6081073738117,488.7146535150263,546.3645973695521,580.8657682763655,94.96552475702748,,,,,,,,2023-05-09,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=18.53% x rev[naive]=2291; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q1,2023-08-03,2,391.60055395247787,391.60055395247787,W1,PIT,3,14,275.6400043216584,301.25243939336184,344.0496954009775,439.1514125039782,481.9486685115939,507.5611035832973,70.4990083803005,,,,,,,,2023-08-03,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=18.24% x rev[naive]=2146; sigma relative n=5 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q1,2023-08-03,2,391.60055395247787,391.60055395247787,W1,full_sample,3,14,247.55702274937613,279.37220129228473,332.53396967615674,450.667138228799,503.828906612671,535.6440851555795,87.5722488876218,,,,,,,,2023-08-03,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=18.24% x rev[naive]=2146; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q2,2023-11-01,2,530.9273222059952,530.9273222059952,W1,PIT,3,15,388.8050143267269,420.1958484887527,472.6485560178799,589.2060883941105,641.6587959232377,673.0496300852634,86.404228042269,,,,,,,,2023-11-01,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=18.15% x rev[naive]=2926; sigma relative n=6 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q2,2023-11-01,2,530.9273222059952,530.9273222059952,W1,full_sample,3,15,335.6348346676879,378.7694711711438,450.8455574966236,611.0090869153669,683.0851732408466,726.2198097443026,118.72940201995797,,,,,,,,2023-11-01,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=18.15% x rev[naive]=2926; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q3,2024-02-13,2,710.6565898314791,710.6565898314791,W1,PIT,3,16,521.6474108668776,563.3942406257823,633.1513627305866,788.1618169323716,857.9189390371758,899.6657687960804,114.90942164556371,,,,,,,,2024-02-13,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.94% x rev[naive]=3961; sigma relative n=7 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q3,2024-02-13,2,710.6565898314791,710.6565898314791,W2,PIT,3,16,521.6474108668776,563.3942406257823,633.1513627305866,788.1618169323716,857.9189390371758,899.6657687960804,114.90942164556371,,,,,,,,2024-02-13,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.94% x rev[naive]=3961; sigma relative n=7 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q3,2024-02-13,2,710.6565898314791,710.6565898314791,W1,full_sample,3,16,449.2537811814613,506.9903345647,603.4655837638575,817.8475958991007,914.3228450982582,972.0593984814968,158.9216233997032,,,,,,,,2024-02-13,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.94% x rev[naive]=3961; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q3,2024-02-13,2,710.6565898314791,710.6565898314791,W2,full_sample,3,16,449.2537811814613,506.9903345647,603.4655837638575,817.8475958991007,914.3228450982582,972.0593984814968,158.9216233997032,,,,,,,,2024-02-13,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.94% x rev[naive]=3961; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q4,2024-05-08,2,461.4090621391432,461.4090621391432,W1,PIT,3,17,292.411730854364,329.73850438728437,392.10990633928304,530.7082179390034,593.079619891002,630.4063934239224,102.74308212943808,,,,,,,,2024-05-08,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.66% x rev[naive]=2613; sigma relative n=8 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q4,2024-05-08,2,461.4090621391432,461.4090621391432,W2,PIT,3,17,292.411730854364,329.73850438728437,392.10990633928304,530.7082179390034,593.079619891002,630.4063934239224,102.74308212943808,,,,,,,,2024-05-08,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.66% x rev[naive]=2613; sigma relative n=8 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q4,2024-05-08,2,461.4090621391432,461.4090621391432,W1,full_sample,3,17,291.68767137803843,329.17436935409467,391.8129980385614,531.005126239725,593.6437549241917,631.130452900248,103.18327903478065,,,,,,,,2024-05-08,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.66% x rev[naive]=2613; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2024Q4,2024-05-08,2,461.4090621391432,461.4090621391432,W2,full_sample,3,17,291.68767137803843,329.17436935409467,391.8129980385614,531.005126239725,593.6437549241917,631.130452900248,103.18327903478065,,,,,,,,2024-05-08,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.66% x rev[naive]=2613; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q1,2024-08-06,2,424.4471917779438,424.4471917779438,W1,PIT,3,18,275.6596322635723,308.5226336866549,363.4352681606858,485.45911539520176,540.3717498692326,573.2347512923152,90.45641331024108,,,,,,,,2024-08-06,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.91% x rev[naive]=2370; sigma relative n=9 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q1,2024-08-06,2,424.4471917779438,424.4471917779438,W2,PIT,3,18,275.6596322635723,308.5226336866549,363.4352681606858,485.45911539520176,540.3717498692326,573.2347512923152,90.45641331024108,,,,,,,,2024-08-06,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.91% x rev[naive]=2370; sigma relative n=9 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q1,2024-08-06,2,424.4471917779438,424.4471917779438,W1,full_sample,3,18,268.3215895645348,302.80535893655207,360.42622558941747,488.4681579664701,546.0890246193354,580.5727939913527,94.9176265019812,,,,,,,,2024-08-06,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.91% x rev[naive]=2370; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q1,2024-08-06,2,424.4471917779438,424.4471917779438,W2,full_sample,3,18,268.3215895645348,302.80535893655207,360.42622558941747,488.4681579664701,546.0890246193354,580.5727939913527,94.9176265019812,,,,,,,,2024-08-06,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.91% x rev[naive]=2370; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q2,2024-11-07,2,532.8158268894889,532.8158268894889,W1,PIT,3,19,349.90661489024234,390.3061329268666,457.811956217674,607.8196975613039,675.3255208521111,715.7250388887355,111.20090505454007,,,,,,,,2024-11-07,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.65% x rev[naive]=3019; sigma relative n=10 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q2,2024-11-07,2,532.8158268894889,532.8158268894889,W2,PIT,3,19,349.90661489024234,390.3061329268666,457.811956217674,607.8196975613039,675.3255208521111,715.7250388887355,111.20090505454007,,,,,,,,2024-11-07,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.65% x rev[naive]=3019; sigma relative n=10 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q2,2024-11-07,2,532.8158268894889,532.8158268894889,W1,full_sample,3,19,336.82868537135846,380.1167514680007,452.4492119164546,613.1824418625232,685.514902310977,728.8029684076193,119.15172165280613,,,,,,,,2024-11-07,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.65% x rev[naive]=3019; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q2,2024-11-07,2,532.8158268894889,532.8158268894889,W2,full_sample,3,19,336.82868537135846,380.1167514680007,452.4492119164546,613.1824418625232,685.514902310977,728.8029684076193,119.15172165280613,,,,,,,,2024-11-07,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.65% x rev[naive]=3019; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q3,2025-02-13,2,735.4621200357007,735.4621200357007,W1,PIT,3,20,492.5776235024224,546.224000802178,635.8647451027972,835.0594949686041,924.7002392692232,978.3466165689789,147.6632890328569,,,,,,,,2025-02-13,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.62% x rev[naive]=4173; sigma relative n=11 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q3,2025-02-13,2,735.4621200357007,735.4621200357007,W2,PIT,3,20,492.5776235024224,546.224000802178,635.8647451027972,835.0594949686041,924.7002392692232,978.3466165689789,147.6632890328569,,,,,,,,2025-02-13,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.62% x rev[naive]=4173; sigma relative n=11 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q3,2025-02-13,2,735.4621200357007,735.4621200357007,W1,full_sample,3,20,464.9350235676047,524.6868763786235,624.5296025592257,846.3946375121756,946.2373636927778,1005.9892165037966,164.46879651503318,,,,,,,,2025-02-13,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.62% x rev[naive]=4173; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q3,2025-02-13,2,735.4621200357007,735.4621200357007,W2,full_sample,3,20,464.9350235676047,524.6868763786235,624.5296025592257,846.3946375121756,946.2373636927778,1005.9892165037966,164.46879651503318,,,,,,,,2025-02-13,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.62% x rev[naive]=4173; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q4,2025-05-01,2,462.720926798355,462.720926798355,W1,PIT,3,21,296.18082113263875,332.9648624016544,394.4293825371877,531.0124710595222,592.4769911950556,629.2610324640711,101.24919502678011,,,,,,,,2025-05-01,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.59% x rev[naive]=2631; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q4,2025-05-01,2,462.720926798355,462.720926798355,W2,PIT,3,21,296.18082113263875,332.9648624016544,394.4293825371877,531.0124710595222,592.4769911950556,629.2610324640711,101.24919502678011,,,,,,,,2025-05-01,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.59% x rev[naive]=2631; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q4,2025-05-01,2,462.720926798355,462.720926798355,W1,full_sample,3,21,292.51698917651123,330.1102682284513,392.92698921758944,532.5148643791206,595.3315853682586,632.9248644201987,103.4766466954845,,,,,,,,2025-05-01,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.59% x rev[naive]=2631; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2025Q4,2025-05-01,2,462.720926798355,462.720926798355,W2,full_sample,3,21,292.51698917651123,330.1102682284513,392.92698921758944,532.5148643791206,595.3315853682586,632.9248644201987,103.4766466954845,,,,,,,,2025-05-01,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.59% x rev[naive]=2631; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q1,2025-08-06,2,444.8777325490193,444.8777325490193,W1,PIT,3,22,282.0249746008495,317.9945841143834,378.0982244959026,511.65724060213597,571.7608809836553,607.7304904971892,99.0074467902635,,,,,,,,2025-08-06,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.38% x rev[naive]=2560; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q1,2025-08-06,2,444.8777325490193,444.8777325490193,W2,PIT,3,22,282.0249746008495,317.9945841143834,378.0982244959026,511.65724060213597,571.7608809836553,607.7304904971892,99.0074467902635,,,,,,,,2025-08-06,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.38% x rev[naive]=2560; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q1,2025-08-06,2,444.8777325490193,444.8777325490193,W1,full_sample,3,22,281.2371071637795,317.3807345104584,377.7751510612154,511.9803140368232,572.3747305875802,608.518357934259,99.486436181271,,,,,,,,2025-08-06,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.38% x rev[naive]=2560; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q1,2025-08-06,2,444.8777325490193,444.8777325490193,W2,full_sample,3,22,281.2371071637795,317.3807345104584,377.7751510612154,511.9803140368232,572.3747305875802,608.518357934259,99.486436181271,,,,,,,,2025-08-06,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.38% x rev[naive]=2560; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q2,2025-11-06,2,598.4612915278207,598.4612915278207,W1,PIT,3,23,411.07236820065293,452.46132890456045,521.6204675095124,675.3021155461289,744.4612541510809,785.8502148549884,113.92437616134231,,,,,,,,2025-11-06,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.62% x rev[naive]=3397; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q2,2025-11-06,2,598.4612915278207,598.4612915278207,W2,PIT,3,23,411.07236820065293,452.46132890456045,521.6204675095124,675.3021155461289,744.4612541510809,785.8502148549884,113.92437616134231,,,,,,,,2025-11-06,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.62% x rev[naive]=3397; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q2,2025-11-06,2,598.4612915278207,598.4612915278207,W1,full_sample,3,23,378.32759444807283,426.9489578470835,508.19312424521326,688.7294588104281,769.9736252085579,818.5949886075684,133.83178507362854,,,,,,,,2025-11-06,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.62% x rev[naive]=3397; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2026Q2,2025-11-06,2,598.4612915278207,598.4612915278207,W2,full_sample,3,23,378.32759444807283,426.9489578470835,508.19312424521326,688.7294588104281,769.9736252085579,818.5949886075684,133.83178507362854,,,,,,,,2025-11-06,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.62% x rev[naive]=3397; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2027Q1,2026-08-06,2,547.5325169368509,547.5325169368509,LIVE,PIT,3,26,359.3416987604643,400.90777555967617,470.3628673940882,624.7021664796135,694.1572583140256,735.7233351132376,114.41189361339978,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.54% x rev[naive]=3121; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2027Q1,2026-08-06,2,547.5325169368509,547.5325169368509,LIVE,full_sample,3,26,346.1320940005823,390.6158022297285,464.94612825773424,630.1189056159676,704.4492316439733,748.9329398731195,122.44276307402427,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.54% x rev[naive]=3121; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2027Q1,2026-09-11,2,547.5325169368509,547.5325169368509,LIVE,PIT,3,26,359.3416987604643,400.90777555967617,470.3628673940882,624.7021664796135,694.1572583140256,735.7233351132376,114.41189361339978,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h2|PIT,ratio4=17.54% x rev[naive]=3121; sigma relative n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2027Q1,2026-09-11,2,547.5325169368509,547.5325169368509,LIVE,full_sample,3,26,346.1320940005823,390.6158022297285,464.94612825773424,630.1189056159676,704.4492316439733,748.9329398731195,122.44276307402427,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h2|full_sample,ratio4=17.54% x rev[naive]=3121; sigma relative n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2027Q2,2026-08-06,3,737.6763708394915,737.6763708394915,LIVE,PIT,3,26,484.13175844949785,540.1326565419387,633.7077018513332,841.6450398276497,935.2200851370443,991.2209832294852,154.14417929691803,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h3|PIT,ratio4=17.54% x rev[naive]=4205; sigma relative_borrowed_h2 n=12 (PIT),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2027Q2,2026-08-06,3,737.6763708394915,737.6763708394915,LIVE,full_sample,3,26,466.33480028159113,526.266547589567,626.4098695869699,848.9428720920131,949.0861940894159,1009.0179413973918,164.96396160234488,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h3|full_sample,ratio4=17.54% x rev[naive]=4205; sigma relative_borrowed_h2 n=17 (full_sample),1.0
baselines-margin,pct_rev_last4,cor_cash_musd,2027Q2,2026-09-11,3,737.6763708394915,737.6763708394915,LIVE,PIT,3,26,484.13175844949785,540.1326565419387,633.7077018513332,841.6450398276497,935.2200851370443,991.2209832294852,154.14417929691803,,,,,,,,2026-08-06,pct_rev_last4|cor_cash_musd|h3|PIT,ratio4=17.54% x rev[naive]=4205; sigma relative_borrowed_h2 n=12 (PIT),1.0
