method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
below-ebitda,fcf,fcf_musd,2023Q1,2023-02-14,0,1405.9973412183558,1405.9973412183558,W1,PIT,3,12,-1392.3472706339007,-774.271382691848,258.506326039736,2553.4883563969756,3586.2660651285596,4204.341953070612,1701.2727248190672,,,,,,,,2023-02-14,swing_x_gbv|rw,NI from q_guide_implied; wc swing x GBV; other_cf 111; capex 6; rev leg guide_cushion; sigma additive n=5 (PIT),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,952.4703965009239,952.4703965009239,W2,full_sample,3,16,615.2912821801877,689.7646974974527,814.2065091475971,1090.7342838542509,1215.176095504395,1289.64951082166,204.990346129251,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|rw,NI from guide_implied; wc swing x GBV; other_cf -163 (seasonal); capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,32.44688195695036,32.44688195695036,W1,full_sample,3,16,18.923807007875205,21.910675216120687,26.901601030531673,37.99216288336904,42.983088697780026,45.96995690602551,8.221445803745139,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|rw,NI from guide_implied; wc swing x GBV; other_cf -163 (seasonal); capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,32.44688195695036,32.44688195695036,W2,full_sample,3,16,18.923807007875205,21.910675216120687,26.901601030531673,37.99216288336904,42.983088697780026,45.96995690602551,8.221445803745139,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|rw,NI from guide_implied; wc swing x GBV; other_cf -163 (seasonal); capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1136.6602753879583,1136.6602753879583,W1,full_sample,3,16,652.3464316107338,759.317784519659,938.0622249880355,1335.2583257878812,1514.0027662562577,1620.9741191651829,294.44191011381287,,,,,,,,2024-02-13,swing_x_gbv|rw,NI from guide_implied; wc swing x GBV; other_cf 21; capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1136.6602753879583,1136.6602753879583,W2,full_sample,3,16,652.3464316107338,759.317784519659,938.0622249880355,1335.2583257878812,1514.0027662562577,1620.9741191651829,294.44191011381287,,,,,,,,2024-02-13,swing_x_gbv|rw,NI from guide_implied; wc swing x GBV; other_cf 21; capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1150.4025788964157,1150.4025788964157,W1,full_sample,5,16,693.3557652794743,794.3045955132152,962.985664653565,1337.8194931392663,1506.5005622796161,1607.449392513357,277.8647328419245,,,,,,,,2024-02-13,balance_ratio|rw,NI from guide_implied; wc balance ratio; other_cf 21; capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1150.4025788964157,1150.4025788964157,W2,full_sample,5,16,693.3557652794743,794.3045955132152,962.985664653565,1337.8194931392663,1506.5005622796161,1607.449392513357,277.8647328419245,,,,,,,,2024-02-13,balance_ratio|rw,NI from guide_implied; wc balance ratio; other_cf 21; capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,38.80550590845713,38.80550590845713,W1,full_sample,3,16,20.179231824042468,24.29325368004126,31.167603818916824,46.44340799799743,53.317758136872996,57.43177999287179,11.323970582681026,,,,,,,,2024-02-13,swing_x_gbv|rw,NI from guide_implied; wc swing x GBV; other_cf 21; capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,38.80550590845713,38.80550590845713,W2,full_sample,3,16,20.179231824042468,24.29325368004126,31.167603818916824,46.44340799799743,53.317758136872996,57.43177999287179,11.323970582681026,,,,,,,,2024-02-13,swing_x_gbv|rw,NI from guide_implied; wc swing x GBV; other_cf 21; capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,39.27991927343547,39.27991927343547,W1,full_sample,5,16,21.937608100061937,25.76803853813271,32.16851985193756,46.391318694933375,52.79180000873822,56.622230446809,10.543376558992248,,,,,,,,2024-02-13,balance_ratio|rw,NI from guide_implied; wc balance ratio; other_cf 21; capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,39.27991927343547,39.27991927343547,W2,full_sample,5,16,21.937608100061937,25.76803853813271,32.16851985193756,46.391318694933375,52.79180000873822,56.622230446809,10.543376558992248,,,,,,,,2024-02-13,balance_ratio|rw,NI from guide_implied; wc balance ratio; other_cf 21; capex 13; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,capex_musd,2024Q2,2024-02-13,1,12.58351161973841,12.58351161973841,W1,full_sample,2,16,-3.381537958190158,0.14469399770379773,6.036872985611001,19.130150253865818,25.022329241773022,28.548561197666974,9.70606096271178,,,,,,,,2024-02-13,mean4|rw,NI from guide_implied; wc swing x GBV; other_cf 21; capex 13; rev leg naive; sigma relative n=18 (full_sample),1.0
below-ebitda,fcf,capex_musd,2024Q2,2024-02-13,1,12.58351161973841,12.58351161973841,W2,full_sample,2,16,-3.381537958190158,0.14469399770379773,6.036872985611001,19.130150253865818,25.022329241773022,28.548561197666974,9.70606096271178,,,,,,,,2024-02-13,mean4|rw,NI from guide_implied; wc swing x GBV; other_cf 21; capex 13; rev leg naive; sigma relative n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1127.667421052186,1127.667421052186,W1,PIT,3,16,-987.7387017970736,-520.5047835011158,260.2226077357035,1995.1122343686684,2775.8396256054875,3243.0735439014456,1286.0756046541946,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1127.667421052186,1127.667421052186,W2,PIT,3,16,-987.7387017970736,-520.5047835011158,260.2226077357035,1995.1122343686684,2775.8396256054875,3243.0735439014456,1286.0756046541946,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1191.8107017229322,1191.8107017229322,W1,PIT,3,16,-799.9740248608393,-360.0446079267965,375.0581587214301,2008.5632447244343,2743.666011372661,3183.595428306704,1210.919132224119,,,,,,,,2024-02-13,swing_x_gbv_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1191.8107017229322,1191.8107017229322,W2,PIT,3,16,-799.9740248608393,-360.0446079267965,375.0581587214301,2008.5632447244343,2743.666011372661,3183.595428306704,1210.919132224119,,,,,,,,2024-02-13,swing_x_gbv_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1145.4551191814087,1145.4551191814087,W1,PIT,5,16,-954.7136045877944,-490.84520064859043,284.25856366169637,2006.651674701121,2781.755439011408,3245.623842950612,1276.8119237829083,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1145.4551191814087,1145.4551191814087,W2,PIT,5,16,-954.7136045877944,-490.84520064859043,284.25856366169637,2006.651674701121,2781.755439011408,3245.623842950612,1276.8119237829083,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,983.5110043855193,983.5110043855193,W1,PIT,3,16,-1187.9183402140075,-708.310462548638,93.0932722485635,1873.928736522475,2675.3324713196766,3154.940348985046,1320.1353050629775,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -87 (seasonal); capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,983.5110043855193,983.5110043855193,W2,PIT,3,16,-1187.9183402140075,-708.310462548638,93.0932722485635,1873.928736522475,2675.3324713196766,3154.940348985046,1320.1353050629775,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -87 (seasonal); capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1047.6542850562655,1047.6542850562655,W1,PIT,3,16,-991.584664799643,-541.1739400733793,211.4426323345299,1883.8659377780011,2636.4825101859105,3086.893234912174,1239.7692514654811,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf -87 (seasonal); capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1047.6542850562655,1047.6542850562655,W2,PIT,3,16,-991.584664799643,-541.1739400733793,211.4426323345299,1883.8659377780011,2636.4825101859105,3086.893234912174,1239.7692514654811,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf -87 (seasonal); capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,995.2610043855193,995.2610043855193,W1,PIT,3,16,-1175.3285976578259,-695.9061955853683,105.18761762839983,1885.3343911426387,2686.428204356407,3165.8506064288645,1319.6247778389,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -87 (seasonal); capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,995.2610043855193,995.2610043855193,W2,PIT,3,16,-1175.3285976578259,-695.9061955853683,105.18761762839983,1885.3343911426387,2686.428204356407,3165.8506064288645,1319.6247778389,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -87 (seasonal); capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,33.95287877295226,33.95287877295226,W1,PIT,3,16,-110.06577487575677,-78.25609108730261,-25.103504197202234,93.00926174310675,146.16184863320711,177.9715324216613,87.5571244084675,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -87 (seasonal); capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,33.95287877295226,33.95287877295226,W2,PIT,3,16,-110.06577487575677,-78.25609108730261,-25.103504197202234,93.00926174310675,146.16184863320711,177.9715324216613,87.5571244084675,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -87 (seasonal); capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1139.417421052186,1139.417421052186,W1,PIT,3,16,-975.6260401828258,-508.4722236721516,272.1213209935836,2006.7135211107884,2787.307065776524,3254.460882287198,1285.8551220481404,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1139.417421052186,1139.417421052186,W2,PIT,3,16,-975.6260401828258,-508.4722236721516,272.1213209935836,2006.7135211107884,2787.307065776524,3254.460882287198,1285.8551220481404,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1157.2051191814087,1157.2051191814087,W1,PIT,5,16,-942.7527947653787,-478.9309528070057,296.0950084748581,2018.3152298879593,2793.341191169823,3257.163033128196,1276.6837605111364,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1157.2051191814087,1157.2051191814087,W2,PIT,5,16,-942.7527947653787,-478.9309528070057,296.0950084748581,2018.3152298879593,2793.341191169823,3257.163033128196,1276.6837605111364,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,38.92946298767037,38.92946298767037,W1,PIT,3,16,-102.14337430897902,-70.98433878228713,-18.91895660941077,96.77788258475151,148.84326475762788,180.00230028431977,85.76619523167544,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,38.92946298767037,38.92946298767037,W2,PIT,3,16,-102.14337430897902,-70.98433878228713,-18.91895660941077,96.77788258475151,148.84326475762788,180.00230028431977,85.76619523167544,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,39.54353192593172,39.54353192593172,W1,PIT,5,16,-101.13961324049251,-70.06664978240602,-18.145090262272312,97.23215411413574,149.15371363426945,180.22667709235594,85.52927923876278,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,39.54353192593172,39.54353192593172,W2,PIT,5,16,-101.13961324049251,-70.06664978240602,-18.145090262272312,97.23215411413574,149.15371363426945,180.22667709235594,85.52927923876278,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 57; capex 12; rev leg naive; sigma additive n=8 (PIT),1.0
below-ebitda,fcf,capex_musd,2024Q2,2024-02-13,1,11.75,11.75,W1,PIT,2,16,4.992079599230957,6.4847147931437945,8.97884275641738,14.52115724358262,17.015285206856205,18.50792040076904,4.108523877163461,,,,,,,,2024-02-13,mean4|eq,NI from guide_implied; wc swing x GBV; other_cf 57; capex 12; rev leg naive; sigma relative n=8 (PIT),1.0
below-ebitda,fcf,capex_musd,2024Q2,2024-02-13,1,11.75,11.75,W2,PIT,2,16,4.992079599230957,6.4847147931437945,8.97884275641738,14.52115724358262,17.015285206856205,18.50792040076904,4.108523877163461,,,,,,,,2024-02-13,mean4|eq,NI from guide_implied; wc swing x GBV; other_cf 57; capex 12; rev leg naive; sigma relative n=8 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1138.562900235155,1138.562900235155,W1,full_sample,3,16,649.6374872243582,757.6274065159848,938.0738267500177,1339.0519737202924,1519.4983939543251,1627.4883132459518,297.24554513519723,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1138.562900235155,1138.562900235155,W2,full_sample,3,16,649.6374872243582,757.6274065159848,938.0738267500177,1339.0519737202924,1519.4983939543251,1627.4883132459518,297.24554513519723,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1202.7061809059012,1202.7061809059012,W1,full_sample,3,16,623.177298302996,751.1789844376299,965.0641896347958,1440.3481721770067,1654.2333773741725,1782.2350635088064,352.32854346862985,,,,,,,,2024-02-13,swing_x_gbv_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1202.7061809059012,1202.7061809059012,W2,full_sample,3,16,623.177298302996,751.1789844376299,965.0641896347958,1440.3481721770067,1654.2333773741725,1782.2350635088064,352.32854346862985,,,,,,,,2024-02-13,swing_x_gbv_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1156.4573592721476,1156.4573592721476,W1,full_sample,5,16,696.7013523915012,798.2485674792658,967.9295114740383,1344.985207070257,1514.6661510650295,1616.2133661527942,279.51180539556333,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1156.4573592721476,1156.4573592721476,W2,full_sample,5,16,696.7013523915012,798.2485674792658,967.9295114740383,1344.985207070257,1514.6661510650295,1616.2133661527942,279.51180539556333,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,945.9795669018216,945.9795669018216,W1,full_sample,3,16,603.5512202843872,679.1840438814811,805.5631759320586,1086.3959578715846,1212.7750899221621,1288.407913519256,208.1816527663206,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -160 (seasonal); capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,945.9795669018216,945.9795669018216,W2,full_sample,3,16,603.5512202843872,679.1840438814811,805.5631759320586,1086.3959578715846,1212.7750899221621,1288.407913519256,208.1816527663206,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -160 (seasonal); capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1010.1228475725678,1010.1228475725678,W1,full_sample,3,16,644.8548586696061,725.5323190587933,860.3408180029224,1159.904877142213,1294.7133760863424,1375.3908364755296,222.06716933222788,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf -160 (seasonal); capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q2,2024-02-13,1,1010.1228475725678,1010.1228475725678,W2,full_sample,3,16,644.8548586696061,725.5323190587933,860.3408180029224,1159.904877142213,1294.7133760863424,1375.3908364755296,222.06716933222788,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other_ebitda_known|eq,NI from EBITDA actual; wc swing x GBV; other_cf -160 (seasonal); capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,957.7295669018216,957.7295669018216,W1,full_sample,3,16,615.5263870705862,691.1094776359707,817.4055079711454,1098.0536258324978,1224.3496561676725,1299.932746733057,208.04476108033126,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -160 (seasonal); capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,957.7295669018216,957.7295669018216,W2,full_sample,3,16,615.5263870705862,691.1094776359707,817.4055079711454,1098.0536258324978,1224.3496561676725,1299.932746733057,208.04476108033126,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -160 (seasonal); capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,32.65721421874142,32.65721421874142,W1,full_sample,3,16,18.570847822749425,21.682131322717268,26.880949634510774,38.433478802972076,43.63229711476558,46.74358061473342,8.5639026872557,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -160 (seasonal); capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,32.65721421874142,32.65721421874142,W2,full_sample,3,16,18.570847822749425,21.682131322717268,26.880949634510774,38.433478802972076,43.63229711476558,46.74358061473342,8.5639026872557,,,,,,,,2024-02-13,swing_x_gbv_seasonal_other|eq,NI from guide_implied; wc swing x GBV; other_cf -160 (seasonal); capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1150.312900235155,1150.312900235155,W1,full_sample,3,16,662.6705284942611,770.3770599326538,950.3499514892942,1350.2758489810158,1530.2487405376562,1637.9552719760488,296.46551142953507,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1150.312900235155,1150.312900235155,W2,full_sample,3,16,662.6705284942611,770.3770599326538,950.3499514892942,1350.2758489810158,1530.2487405376562,1637.9552719760488,296.46551142953507,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1168.2073592721476,1168.2073592721476,W1,full_sample,5,16,709.626025169822,810.9137879666048,980.1611985590346,1356.2535199852607,1525.5009305776905,1626.7886933744733,278.7976550547224,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,cfo_musd,2024Q2,2024-02-13,1,1168.2073592721476,1168.2073592721476,W2,full_sample,5,16,709.626025169822,810.9137879666048,980.1611985590346,1356.2535199852607,1525.5009305776905,1626.7886933744733,278.7976550547224,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,39.305597959442956,39.305597959442956,W1,full_sample,3,16,20.34419795985868,24.532239737032853,31.530273918731275,47.08092200015464,54.07895618185306,58.266997959027236,11.527712672359078,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,39.305597959442956,39.305597959442956,W2,full_sample,3,16,20.34419795985868,24.532239737032853,31.530273918731275,47.08092200015464,54.07895618185306,58.266997959027236,11.527712672359078,,,,,,,,2024-02-13,swing_x_gbv|eq,NI from guide_implied; wc swing x GBV; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,39.92335250990695,39.92335250990695,W1,full_sample,5,16,22.33167441777049,26.21718301851107,32.70969752719215,47.13700749262175,53.62952200130283,57.51503060204341,10.694980880906957,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,fcf_margin_pct,2024Q2,2024-02-13,1,39.92335250990695,39.92335250990695,W2,full_sample,5,16,22.33167441777049,26.21718301851107,32.70969752719215,47.13700749262175,53.62952200130283,57.51503060204341,10.694980880906957,,,,,,,,2024-02-13,balance_ratio|eq,NI from guide_implied; wc balance ratio; other_cf 32; capex 12; rev leg naive; sigma additive n=18 (full_sample),1.0
below-ebitda,fcf,capex_musd,2024Q2,2024-02-13,1,11.75,11.75,W1,full_sample,2,16,-2.801084675894392,0.41284206618059754,5.783172735062098,17.7168272649379,23.0871579338194,26.30108467589439,8.846431340436647,,,,,,,,2024-02-13,mean4|eq,NI from guide_implied; wc swing x GBV; other_cf 32; capex 12; rev leg naive; sigma relative n=18 (full_sample),1.0
below-ebitda,fcf,capex_musd,2024Q2,2024-02-13,1,11.75,11.75,W2,full_sample,2,16,-2.801084675894392,0.41284206618059754,5.783172735062098,17.7168272649379,23.0871579338194,26.30108467589439,8.846431340436647,,,,,,,,2024-02-13,mean4|eq,NI from guide_implied; wc swing x GBV; other_cf 32; capex 12; rev leg naive; sigma relative n=18 (full_sample),1.0
below-ebitda,fcf,fcf_musd,2024Q3,2024-02-13,2,1122.943467191911,1122.943467191911,W1,PIT,3,16,-1558.0051115625495,-965.8587167538556,23.59194585074465,2222.2949885330772,3211.7456511376777,3803.8920459463716,1629.9010044579218,,,,,,,,2024-02-13,swing_x_gbv|rw,NI from guide_implied; wc swing x GBV; other_cf 50; capex 13; rev leg naive; sigma additive n=7 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q3,2024-02-13,2,1122.943467191911,1122.943467191911,W2,PIT,3,16,-1558.0051115625495,-965.8587167538556,23.59194585074465,2222.2949885330772,3211.7456511376777,3803.8920459463716,1629.9010044579218,,,,,,,,2024-02-13,swing_x_gbv|rw,NI from guide_implied; wc swing x GBV; other_cf 50; capex 13; rev leg naive; sigma additive n=7 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q3,2024-02-13,2,854.631264924318,854.631264924318,W1,PIT,3,16,-1777.7619615420306,-1196.3400830608482,-224.8096170147337,1934.0721468633697,2905.6026129094844,3487.0244913906663,1600.3814463084816,,,,,,,,2024-02-13,swing_x_gbv_ebitda_known|rw,NI from EBITDA actual; wc swing x GBV; other_cf 50; capex 13; rev leg naive; sigma additive n=7 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q3,2024-02-13,2,854.631264924318,854.631264924318,W2,PIT,3,16,-1777.7619615420306,-1196.3400830608482,-224.8096170147337,1934.0721468633697,2905.6026129094844,3487.0244913906663,1600.3814463084816,,,,,,,,2024-02-13,swing_x_gbv_ebitda_known|rw,NI from EBITDA actual; wc swing x GBV; other_cf 50; capex 13; rev leg naive; sigma additive n=7 (PIT),1.0
below-ebitda,fcf,fcf_musd,2024Q3,2024-02-13,2,1197.6528829081194,1197.6528829081194,W1,PIT,5,16,-1474.2241232943338,-884.0813845887387,102.02125651944766,2293.284509296791,3279.3871504049775,3869.5298891105726,1624.3858799487457,,,,,,,,2024-02-13,balance_ratio|rw,NI from guide_implied; wc balance ratio; other_cf 50; capex 13; rev leg naive; sigma additive n=7 (PIT),1.0
