method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2023Q1,2023-02-14,0,25.127168270556336,25.127168270556336,W1,PIT,3,12,9.998070526594223,13.339664153860882,18.923320590243463,31.331015950869208,36.91467238725179,40.256266014518445,9.1978383341027,,,,,,,,2023-02-14,k4_rw,margin[2022Q1]=15.18 + delta +9.95; rev=1845; sigma additive n=5 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-02-13,2,55.350404375590486,55.350404375590486,W2,PIT,4,16,40.765816027213276,43.98714279144116,49.369838572880404,61.33097017830057,66.71366595973981,69.9349927239677,8.866800127016708,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q3]=53.99 + delta +1.36; rev=3961; sigma additive n=7 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-02-13,2,2192.640209708138,2192.640209708138,W1,PIT,4,16,1278.8273618559897,1480.6630060282139,1817.921517798691,2567.3589016175856,2904.6174133880622,3106.4530575602867,555.5587639404636,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q3]=53.99 + delta +1.36; rev=3961; sigma relative n=7 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-02-13,2,2192.640209708138,2192.640209708138,W2,PIT,4,16,1278.8273618559897,1480.6630060282139,1817.921517798691,2567.3589016175856,2904.6174133880622,3106.4530575602867,555.5587639404636,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q3]=53.99 + delta +1.36; rev=3961; sigma relative n=7 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,14.237097620388342,14.237097620388342,W1,full_sample,4,16,8.385612457004779,9.678041514105125,11.83763380095932,16.636561439817363,18.79615372667156,20.088582783771905,3.557450381909392,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q1]=14.41 + delta -0.17; rev=2102; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q1,2024-02-13,0,14.237097620388342,14.237097620388342,W2,full_sample,4,16,8.385612457004779,9.678041514105125,11.83763380095932,16.636561439817363,18.79615372667156,20.088582783771905,3.557450381909392,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q1]=14.41 + delta -0.17; rev=2102; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q1,2024-02-13,0,299.20533502344614,299.20533502344614,W1,full_sample,4,16,231.52662745223583,246.47495693948872,271.45296009151787,326.9577099553744,351.93571310740356,366.8840425946564,41.14573264287608,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q1]=14.41 + delta -0.17; rev=2102; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q1,2024-02-13,0,299.20533502344614,299.20533502344614,W2,full_sample,4,16,231.52662745223583,246.47495693948872,271.45296009151787,326.9577099553744,351.93571310740356,366.8840425946564,41.14573264287608,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q1]=14.41 + delta -0.17; rev=2102; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,32.79667096902755,32.79667096902755,W1,full_sample,4,16,23.287332212230815,25.387678599503875,28.897265321310925,36.69607661674418,40.20566333855123,42.30600972582429,5.781267464157946,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q2]=32.97 + delta -0.17; rev=2897; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-02-13,1,32.79667096902755,32.79667096902755,W2,full_sample,4,16,23.287332212230815,25.387678599503875,28.897265321310925,36.69607661674418,40.20566333855123,42.30600972582429,5.781267464157946,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q2]=32.97 + delta -0.17; rev=2897; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-02-13,1,950.0192022287536,950.0192022287536,W1,full_sample,4,16,618.3716411516214,691.6232914052632,814.0235872033358,1086.0148172541715,1208.415113052244,1281.6667633058858,201.62740054371827,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q2]=32.97 + delta -0.17; rev=2897; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-02-13,1,950.0192022287536,950.0192022287536,W2,full_sample,4,16,618.3716411516214,691.6232914052632,814.0235872033358,1086.0148172541715,1208.415113052244,1281.6667633058858,201.62740054371827,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q2]=32.97 + delta -0.17; rev=2897; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-02-13,2,53.81447013538491,53.81447013538491,W1,full_sample,4,16,41.808498388123866,44.46028102306667,48.891293536577294,58.73764673419252,63.16865924770315,65.82044188264595,7.299112547487029,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q3]=53.99 + delta -0.17; rev=3961; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-02-13,2,53.81447013538491,53.81447013538491,W2,full_sample,4,16,41.808498388123866,44.46028102306667,48.891293536577294,58.73764673419252,63.16865924770315,65.82044188264595,7.299112547487029,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q3]=53.99 + delta -0.17; rev=3961; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-02-13,2,2131.7960078900305,2131.7960078900305,W1,full_sample,4,16,1259.0028694777177,1451.7784096056546,1773.8978847654596,2489.6941310146017,2811.8136061744067,3004.5891463023436,530.62055134348,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q3]=53.99 + delta -0.17; rev=3961; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-02-13,2,2131.7960078900305,2131.7960078900305,W2,full_sample,4,16,1259.0028694777177,1451.7784096056546,1773.8978847654596,2489.6941310146017,2811.8136061744067,3004.5891463023436,530.62055134348,,,,,,,,2024-02-13,k4_rw_shrink50,margin[2023Q3]=53.99 + delta -0.17; rev=3961; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,37.09556609620416,37.09556609620416,W1,PIT,3,17,14.950059518934271,19.84138118950317,28.014565237208494,46.176566955199824,54.34975100290515,59.24107267347405,13.463512019798248,,,,,,,,2024-05-08,k4_rw,margin[2023Q2]=32.97 + delta +4.12; rev=2779; sigma additive n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,37.09556609620416,37.09556609620416,W2,PIT,3,17,14.950059518934271,19.84138118950317,28.014565237208494,46.176566955199824,54.34975100290515,59.24107267347405,13.463512019798248,,,,,,,,2024-05-08,k4_rw,margin[2023Q2]=32.97 + delta +4.12; rev=2779; sigma additive n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-05-08,0,1030.7785524903975,1030.7785524903975,W1,PIT,3,17,522.1294278881799,634.4757622202367,822.2015609764119,1239.355544004383,1427.0813427605585,1539.427677092615,309.236710347859,,,,,,,,2024-05-08,k4_rw,margin[2023Q2]=32.97 + delta +4.12; rev=2779; sigma relative n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-05-08,0,1030.7785524903975,1030.7785524903975,W2,PIT,3,17,522.1294278881799,634.4757622202367,822.2015609764119,1239.355544004383,1427.0813427605585,1539.427677092615,309.236710347859,,,,,,,,2024-05-08,k4_rw,margin[2023Q2]=32.97 + delta +4.12; rev=2779; sigma relative n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,58.113365262561516,58.113365262561516,W1,PIT,3,17,30.078353359519753,36.27050167536606,46.617310011570666,69.60942051355237,79.95622884975697,86.14837716560328,17.04407701918201,,,,,,,,2024-05-08,k4_rw,margin[2023Q3]=53.99 + delta +4.12; rev=4002; sigma additive n=9 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,58.113365262561516,58.113365262561516,W2,PIT,3,17,30.078353359519753,36.27050167536606,46.617310011570666,69.60942051355237,79.95622884975697,86.14837716560328,17.04407701918201,,,,,,,,2024-05-08,k4_rw,margin[2023Q3]=53.99 + delta +4.12; rev=4002; sigma additive n=9 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-05-08,1,2325.932783547886,2325.932783547886,W1,PIT,3,17,983.7924334550444,1280.2336169722548,1775.5738369345106,2876.291730161262,3371.6319501235175,3668.0731336407275,815.9633952233968,,,,,,,,2024-05-08,k4_rw,margin[2023Q3]=53.99 + delta +4.12; rev=4002; sigma relative n=9 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-05-08,1,2325.932783547886,2325.932783547886,W2,PIT,3,17,983.7924334550444,1280.2336169722548,1775.5738369345106,2876.291730161262,3371.6319501235175,3668.0731336407275,815.9633952233968,,,,,,,,2024-05-08,k4_rw,margin[2023Q3]=53.99 + delta +4.12; rev=4002; sigma relative n=9 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q4,2024-05-08,2,37.39777071977154,37.39777071977154,W1,PIT,3,17,5.13882087575147,12.26391868696184,24.169644724021186,50.625896715521904,62.53162275258124,69.65672056379162,19.612048947971104,,,,,,,,2024-05-08,k4_rw,margin[2023Q4]=33.27 + delta +4.12; rev=2613; sigma additive n=8 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q4,2024-05-08,2,37.39777071977154,37.39777071977154,W2,PIT,3,17,5.13882087575147,12.26391868696184,24.169644724021186,50.625896715521904,62.53162275258124,69.65672056379162,19.612048947971104,,,,,,,,2024-05-08,k4_rw,margin[2023Q4]=33.27 + delta +4.12; rev=2613; sigma additive n=8 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q4,2024-05-08,2,977.3111286453405,977.3111286453405,W1,PIT,3,17,386.5441794767508,517.0280395158845,735.060848474618,1219.561408816063,1437.5942177747966,1568.0780778139303,359.160802814717,,,,,,,,2024-05-08,k4_rw,margin[2023Q4]=33.27 + delta +4.12; rev=2613; sigma relative n=8 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q4,2024-05-08,2,977.3111286453405,977.3111286453405,W2,PIT,3,17,386.5441794767508,517.0280395158845,735.060848474618,1219.561408816063,1437.5942177747966,1568.0780778139303,359.160802814717,,,,,,,,2024-05-08,k4_rw,margin[2023Q4]=33.27 + delta +4.12; rev=2613; sigma relative n=8 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.62232744530149,32.62232744530149,W1,full_sample,3,17,14.30439565660707,18.35031334222949,25.110864398486637,40.13379049211633,46.89434154837348,50.9402592339959,11.136511777430544,,,,,,,,2024-05-08,k4_rw,margin[2023Q2]=32.97 + delta -0.35; rev=2778; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,32.62232744530149,32.62232744530149,W2,full_sample,3,17,14.30439565660707,18.35031334222949,25.110864398486637,40.13379049211633,46.89434154837348,50.9402592339959,11.136511777430544,,,,,,,,2024-05-08,k4_rw,margin[2023Q2]=32.97 + delta -0.35; rev=2778; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-05-08,0,906.3130690015587,906.3130690015587,W1,full_sample,3,17,535.0237273695201,617.031135799729,754.0619196077957,1058.5642183953216,1195.5950022033885,1277.6024106335974,225.72789186122077,,,,,,,,2024-05-08,k4_rw,margin[2023Q2]=32.97 + delta -0.35; rev=2778; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-05-08,0,906.3130690015587,906.3130690015587,W2,full_sample,3,17,535.0237273695201,617.031135799729,754.0619196077957,1058.5642183953216,1195.5950022033885,1277.6024106335974,225.72789186122077,,,,,,,,2024-05-08,k4_rw,margin[2023Q2]=32.97 + delta -0.35; rev=2778; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,53.64012661165884,53.64012661165884,W1,full_sample,3,17,30.823982725475926,35.863429379807684,44.284123780725245,62.99612944259244,71.41682384351,76.45627049784176,13.871230553486846,,,,,,,,2024-05-08,k4_rw,margin[2023Q3]=53.99 + delta -0.35; rev=4002; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,53.64012661165884,53.64012661165884,W2,full_sample,3,17,30.823982725475926,35.863429379807684,44.284123780725245,62.99612944259244,71.41682384351,76.45627049784176,13.871230553486846,,,,,,,,2024-05-08,k4_rw,margin[2023Q3]=53.99 + delta -0.35; rev=4002; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-05-08,1,2146.8956140472087,2146.8956140472087,W1,full_sample,3,17,1103.887226272729,1334.2585438989786,1719.1989148422635,2574.5923132521534,2959.532684195439,3189.9040018216883,634.1040750887746,,,,,,,,2024-05-08,k4_rw,margin[2023Q3]=53.99 + delta -0.35; rev=4002; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-05-08,1,2146.8956140472087,2146.8956140472087,W2,full_sample,3,17,1103.887226272729,1334.2585438989786,1719.1989148422635,2574.5923132521534,2959.532684195439,3189.9040018216883,634.1040750887746,,,,,,,,2024-05-08,k4_rw,margin[2023Q3]=53.99 + delta -0.35; rev=4002; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q4,2024-05-08,2,32.92453206886887,32.92453206886887,W1,full_sample,3,17,6.498217532187375,12.335049691141553,22.08814030829354,43.7609238294442,53.51401444659619,59.350846605550366,16.066058464824813,,,,,,,,2024-05-08,k4_rw,margin[2023Q4]=33.27 + delta -0.35; rev=2613; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q4,2024-05-08,2,32.92453206886887,32.92453206886887,W2,full_sample,3,17,6.498217532187375,12.335049691141553,22.08814030829354,43.7609238294442,53.51401444659619,59.350846605550366,16.066058464824813,,,,,,,,2024-05-08,k4_rw,margin[2023Q4]=33.27 + delta -0.35; rev=2613; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q4,2024-05-08,2,860.4125587446918,860.4125587446918,W1,full_sample,3,17,429.16225428555396,524.4133587152664,683.5737778583183,1037.2513396310653,1196.411758774117,1291.6628632038296,262.18156885996325,,,,,,,,2024-05-08,k4_rw,margin[2023Q4]=33.27 + delta -0.35; rev=2613; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q4,2024-05-08,2,860.4125587446918,860.4125587446918,W2,full_sample,3,17,429.16225428555396,524.4133587152664,683.5737778583183,1037.2513396310653,1196.411758774117,1291.6628632038296,262.18156885996325,,,,,,,,2024-05-08,k4_rw,margin[2023Q4]=33.27 + delta -0.35; rev=2613; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,38.9418137940988,38.9418137940988,W1,PIT,3,17,14.653236116252511,20.017902123255713,28.98202380299098,48.90160378520662,57.86572546494189,63.23039147194508,14.766406736666344,,,,,,,,2024-05-08,k2_rw,margin[2023Q2]=32.97 + delta +5.97; rev=2779; sigma additive n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,38.9418137940988,38.9418137940988,W2,PIT,3,17,14.653236116252511,20.017902123255713,28.98202380299098,48.90160378520662,57.86572546494189,63.23039147194508,14.766406736666344,,,,,,,,2024-05-08,k2_rw,margin[2023Q2]=32.97 + delta +5.97; rev=2779; sigma additive n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-05-08,0,1082.0804392075086,1082.0804392075086,W1,PIT,3,17,627.6250040382126,728.0014714084812,895.7261472996648,1268.4347311153522,1436.159407006536,1536.5358743768047,276.28928661060957,,,,,,,,2024-05-08,k2_rw,margin[2023Q2]=32.97 + delta +5.97; rev=2779; sigma relative n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-05-08,0,1082.0804392075086,1082.0804392075086,W2,PIT,3,17,627.6250040382126,728.0014714084812,895.7261472996648,1268.4347311153522,1436.159407006536,1536.5358743768047,276.28928661060957,,,,,,,,2024-05-08,k2_rw,margin[2023Q2]=32.97 + delta +5.97; rev=2779; sigma relative n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,59.959612960456155,59.959612960456155,W1,PIT,3,17,32.56743873127034,38.617602223521914,48.7271601449351,71.19206577597721,81.3016236973904,87.35178718964197,16.653259463551016,,,,,,,,2024-05-08,k2_rw,margin[2023Q3]=53.99 + delta +5.97; rev=4002; sigma additive n=9 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,59.959612960456155,59.959612960456155,W2,PIT,3,17,32.56743873127034,38.617602223521914,48.7271601449351,71.19206577597721,81.3016236973904,87.35178718964197,16.653259463551016,,,,,,,,2024-05-08,k2_rw,margin[2023Q3]=53.99 + delta +5.97; rev=4002; sigma additive n=9 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-05-08,1,2399.8271110865026,2399.8271110865026,W1,PIT,3,17,1017.5118164469634,1322.8265191220898,1832.9940005308524,2966.6602216421525,3476.8277030509153,3782.142405726042,840.388027232238,,,,,,,,2024-05-08,k2_rw,margin[2023Q3]=53.99 + delta +5.97; rev=4002; sigma relative n=9 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-05-08,1,2399.8271110865026,2399.8271110865026,W2,PIT,3,17,1017.5118164469634,1322.8265191220898,1832.9940005308524,2966.6602216421525,3476.8277030509153,3782.142405726042,840.388027232238,,,,,,,,2024-05-08,k2_rw,margin[2023Q3]=53.99 + delta +5.97; rev=4002; sigma relative n=9 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q4,2024-05-08,2,39.24401841766618,39.24401841766618,W1,PIT,3,17,8.879589975326788,15.586241111810445,26.792761102522405,51.69527573280996,62.90179572352192,69.60844686000559,18.460261718616273,,,,,,,,2024-05-08,k2_rw,margin[2023Q4]=33.27 + delta +5.97; rev=2613; sigma additive n=8 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q4,2024-05-08,2,39.24401841766618,39.24401841766618,W2,PIT,3,17,8.879589975326788,15.586241111810445,26.792761102522405,51.69527573280996,62.90179572352192,69.60844686000559,18.460261718616273,,,,,,,,2024-05-08,k2_rw,margin[2023Q4]=33.27 + delta +5.97; rev=2613; sigma additive n=8 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q4,2024-05-08,2,1025.5588820985788,1025.5588820985788,W1,PIT,3,17,342.51325250731406,493.37888650623665,745.4687460969941,1305.6490181001634,1557.738877690921,1708.6045116898435,415.26225701748507,,,,,,,,2024-05-08,k2_rw,margin[2023Q4]=33.27 + delta +5.97; rev=2613; sigma relative n=8 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q4,2024-05-08,2,1025.5588820985788,1025.5588820985788,W2,PIT,3,17,342.51325250731406,493.37888650623665,745.4687460969941,1305.6490181001634,1557.738877690921,1708.6045116898435,415.26225701748507,,,,,,,,2024-05-08,k2_rw,margin[2023Q4]=33.27 + delta +5.97; rev=2613; sigma relative n=8 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,34.12504994598869,34.12504994598869,W1,full_sample,3,17,15.915749264750271,19.937673383635197,26.658132241890637,41.591967650086744,48.312426508342185,52.33435062722711,11.07046875349453,,,,,,,,2024-05-08,k2_rw,margin[2023Q2]=32.97 + delta +1.15; rev=2778; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,34.12504994598869,34.12504994598869,W2,full_sample,3,17,15.915749264750271,19.937673383635197,26.658132241890637,41.591967650086744,48.312426508342185,52.33435062722711,11.07046875349453,,,,,,,,2024-05-08,k2_rw,margin[2023Q2]=32.97 + delta +1.15; rev=2778; sigma additive n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-05-08,0,948.0616856120414,948.0616856120414,W1,full_sample,3,17,630.1027892334737,700.3309971446422,817.6792533536304,1078.4441178704524,1195.7923740794406,1266.0205819906091,193.3052833204765,,,,,,,,2024-05-08,k2_rw,margin[2023Q2]=32.97 + delta +1.15; rev=2778; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-05-08,0,948.0616856120414,948.0616856120414,W2,full_sample,3,17,630.1027892334737,700.3309971446422,817.6792533536304,1078.4441178704524,1195.7923740794406,1266.0205819906091,193.3052833204765,,,,,,,,2024-05-08,k2_rw,margin[2023Q2]=32.97 + delta +1.15; rev=2778; sigma relative n=19 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,55.14284911234605,55.14284911234605,W1,full_sample,3,17,34.688901725122385,39.206605384540644,46.75549011718647,63.53020810750563,71.07909284015146,75.5967964995697,12.435117053626506,,,,,,,,2024-05-08,k2_rw,margin[2023Q3]=53.99 + delta +1.15; rev=4002; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,55.14284911234605,55.14284911234605,W2,full_sample,3,17,34.688901725122385,39.206605384540644,46.75549011718647,63.53020810750563,71.07909284015146,75.5967964995697,12.435117053626506,,,,,,,,2024-05-08,k2_rw,margin[2023Q3]=53.99 + delta +1.15; rev=4002; sigma additive n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-05-08,1,2207.0406686853566,2207.0406686853566,W1,full_sample,3,17,1195.2803723524364,1418.7498624545012,1792.1575822208865,2621.923755149827,2995.331474916212,3218.8009650182767,615.1065844126748,,,,,,,,2024-05-08,k2_rw,margin[2023Q3]=53.99 + delta +1.15; rev=4002; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-05-08,1,2207.0406686853566,2207.0406686853566,W2,full_sample,3,17,1195.2803723524364,1418.7498624545012,1792.1575822208865,2621.923755149827,2995.331474916212,3218.8009650182767,615.1065844126748,,,,,,,,2024-05-08,k2_rw,margin[2023Q3]=53.99 + delta +1.15; rev=4002; sigma relative n=18 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q4,2024-05-08,2,34.42725456955608,34.42725456955608,W1,full_sample,3,17,11.791574270019321,16.791161576404754,25.145252754568226,43.70925638454393,52.0633475627074,57.06293486909283,13.761516483074011,,,,,,,,2024-05-08,k2_rw,margin[2023Q4]=33.27 + delta +1.15; rev=2613; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q4,2024-05-08,2,34.42725456955608,34.42725456955608,W2,full_sample,3,17,11.791574270019321,16.791161576404754,25.145252754568226,43.70925638454393,52.0633475627074,57.06293486909283,13.761516483074011,,,,,,,,2024-05-08,k2_rw,margin[2023Q4]=33.27 + delta +1.15; rev=2613; sigma additive n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q4,2024-05-08,2,899.6830124354226,899.6830124354226,W1,full_sample,3,17,444.866652650354,545.3228381516307,713.1807195444256,1086.1853053264194,1254.0431867192144,1354.4993722204913,276.50871319657364,,,,,,,,2024-05-08,k2_rw,margin[2023Q4]=33.27 + delta +1.15; rev=2613; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q4,2024-05-08,2,899.6830124354226,899.6830124354226,W2,full_sample,3,17,444.866652650354,545.3228381516307,713.1807195444256,1086.1853053264194,1254.0431867192144,1354.4993722204913,276.50871319657364,,,,,,,,2024-05-08,k2_rw,margin[2023Q4]=33.27 + delta +1.15; rev=2613; sigma relative n=17 (full_sample),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,36.64817158843922,36.64817158843922,W1,PIT,3,17,12.202562874910239,17.601912636159774,26.6239893485044,46.67235382837404,55.69443054071866,61.093780301968195,14.861874827631818,,,,,,,,2024-05-08,k4_ew,margin[2023Q2]=32.97 + delta +3.68; rev=2779; sigma additive n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q2,2024-05-08,0,36.64817158843922,36.64817158843922,W2,PIT,3,17,12.202562874910239,17.601912636159774,26.6239893485044,46.67235382837404,55.69443054071866,61.093780301968195,14.861874827631818,,,,,,,,2024-05-08,k4_ew,margin[2023Q2]=32.97 + delta +3.68; rev=2779; sigma additive n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-05-08,0,1018.3467523687845,1018.3467523687845,W1,PIT,3,17,486.0760604413705,603.6397368896437,800.0834855635803,1236.6100191739886,1433.0537678479254,1550.6174442961983,323.5976035836759,,,,,,,,2024-05-08,k4_ew,margin[2023Q2]=32.97 + delta +3.68; rev=2779; sigma relative n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q2,2024-05-08,0,1018.3467523687845,1018.3467523687845,W2,PIT,3,17,486.0760604413705,603.6397368896437,800.0834855635803,1236.6100191739886,1433.0537678479254,1550.6174442961983,323.5976035836759,,,,,,,,2024-05-08,k4_ew,margin[2023Q2]=32.97 + delta +3.68; rev=2779; sigma relative n=10 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,57.665970754796575,57.665970754796575,W1,PIT,3,17,26.88074867980641,33.680341335014894,45.04216252842263,70.28977898117051,81.65160017457825,88.45119282978675,18.71608608241128,,,,,,,,2024-05-08,k4_ew,margin[2023Q3]=53.99 + delta +3.68; rev=4002; sigma additive n=9 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,2024Q3,2024-05-08,1,57.665970754796575,57.665970754796575,W2,PIT,3,17,26.88074867980641,33.680341335014894,45.04216252842263,70.28977898117051,81.65160017457825,88.45119282978675,18.71608608241128,,,,,,,,2024-05-08,k4_ew,margin[2023Q3]=53.99 + delta +3.68; rev=4002; sigma additive n=9 (PIT),1.0
margin-ts,yoy_margin_change,adj_ebitda_musd,2024Q3,2024-05-08,1,2308.026239191211,2308.026239191211,W1,PIT,3,17,963.8370967898423,1260.730801100931,1756.8271634686314,2859.225314913791,3355.3216772814912,3652.21538159258,817.208972504534,,,,,,,,2024-05-08,k4_ew,margin[2023Q3]=53.99 + delta +3.68; rev=4002; sigma relative n=9 (PIT),1.0
