method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
below-ebitda,sbc,sbc_musd,2023Q1,2023-02-14,0,205.6618441211035,205.6618441211035,W1,PIT,2,12,-12021.49130666176,-9320.85589933381,-4808.2125451555285,5219.5362333977355,9732.179587576016,12432.814994903965,7433.5812928499545,,,,,,,,2023-02-14,yoy|rw,y/y growth 5.5% on SBC[q-4]; sigma relative n=5 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,351.5416666666667,351.5416666666667,W2,PIT,1,17,-1096.2649689294342,-776.4850647409571,-242.14686584143237,945.2301991747657,1479.5683980742904,1799.3483022627677,880.2039353978429,,,,,,,,2024-05-08,yoy_last|rw,last y/y growth 22.9% on SBC[q-4]; sigma relative n=9 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,323.68833859415105,323.68833859415105,W1,full_sample,2,17,270.6656071868724,282.376842342422,301.9458027991016,345.4308743892005,364.9998348458801,376.7110700014297,32.23553180567775,,,,,,,,2024-05-08,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,323.68833859415105,323.68833859415105,W2,full_sample,2,17,270.6656071868724,282.376842342422,301.9458027991016,345.4308743892005,364.9998348458801,376.7110700014297,32.23553180567775,,,,,,,,2024-05-08,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-05-08,1,8.087344047518265,8.087344047518265,W1,full_sample,2,17,5.247906805499172,5.875058903630158,6.9230025616339335,9.251685533402597,10.299629191406371,10.926781289537358,1.7262552700702187,,,,,,,,2024-05-08,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma additive n=18 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-05-08,1,8.087344047518265,8.087344047518265,W2,full_sample,2,17,5.247906805499172,5.875058903630158,6.9230025616339335,9.251685533402597,10.299629191406371,10.926781289537358,1.7262552700702187,,,,,,,,2024-05-08,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma additive n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,328.49528301886795,328.49528301886795,W1,full_sample,1,17,274.3931356874076,286.34278356488267,306.3101212265081,350.6804448112278,370.64778247285324,382.5974303503283,32.891770091258415,,,,,,,,2024-05-08,yoy_last|rw,last y/y growth 14.9% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,328.49528301886795,328.49528301886795,W2,full_sample,1,17,274.3931356874076,286.34278356488267,306.3101212265081,350.6804448112278,370.64778247285324,382.5974303503283,32.891770091258415,,,,,,,,2024-05-08,yoy_last|rw,last y/y growth 14.9% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,344.7350436717065,344.7350436717065,W1,PIT,2,17,-1107.5371102701736,-786.7708982463428,-250.78462219937919,940.2547095427922,1476.2409855897556,1797.0071976135864,882.9187777841864,,,,,,,,2024-05-08,yoy|eq,y/y growth 20.5% on SBC[q-4]; sigma relative n=9 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,344.7350436717065,344.7350436717065,W2,PIT,2,17,-1107.5371102701736,-786.7708982463428,-250.78462219937919,940.2547095427922,1476.2409855897556,1797.0071976135864,882.9187777841864,,,,,,,,2024-05-08,yoy|eq,y/y growth 20.5% on SBC[q-4]; sigma relative n=9 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-05-08,1,8.613195382688717,8.613195382688717,W1,PIT,2,17,-42.217695515459916,-30.99057649170132,-12.230552864794737,29.45694363017217,48.21696725707875,59.44408628083735,30.902987393691223,,,,,,,,2024-05-08,yoy|eq,y/y growth 20.5% on SBC[q-4]; sigma additive n=9 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-05-08,1,8.613195382688717,8.613195382688717,W2,PIT,2,17,-42.217695515459916,-30.99057649170132,-12.230552864794737,29.45694363017217,48.21696725707875,59.44408628083735,30.902987393691223,,,,,,,,2024-05-08,yoy|eq,y/y growth 20.5% on SBC[q-4]; sigma additive n=9 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,351.5416666666667,351.5416666666667,W1,PIT,1,17,-1096.2649689294342,-776.4850647409571,-242.14686584143237,945.2301991747657,1479.5683980742904,1799.3483022627677,880.2039353978429,,,,,,,,2024-05-08,yoy_last|eq,last y/y growth 22.9% on SBC[q-4]; sigma relative n=9 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,351.5416666666667,351.5416666666667,W2,PIT,1,17,-1096.2649689294342,-776.4850647409571,-242.14686584143237,945.2301991747657,1479.5683980742904,1799.3483022627677,880.2039353978429,,,,,,,,2024-05-08,yoy_last|eq,last y/y growth 22.9% on SBC[q-4]; sigma relative n=9 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,322.67192622999335,322.67192622999335,W1,full_sample,2,17,269.72863551710765,281.4223244499662,300.9619659378571,344.38188652212966,363.92152801002044,375.61521694287904,32.187235292789765,,,,,,,,2024-05-08,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,322.67192622999335,322.67192622999335,W2,full_sample,2,17,269.72863551710765,281.4223244499662,300.9619659378571,344.38188652212966,363.92152801002044,375.61521694287904,32.187235292789765,,,,,,,,2024-05-08,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-05-08,1,8.06194901315034,8.06194901315034,W1,full_sample,2,17,5.209659553398205,5.8396503461823555,6.892337338486785,9.231560687813895,10.284247680118323,10.914238472902476,1.7340688636462396,,,,,,,,2024-05-08,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma additive n=18 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-05-08,1,8.06194901315034,8.06194901315034,W2,full_sample,2,17,5.209659553398205,5.8396503461823555,6.892337338486785,9.231560687813895,10.284247680118323,10.914238472902476,1.7340688636462396,,,,,,,,2024-05-08,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma additive n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,328.49528301886795,328.49528301886795,W1,full_sample,1,17,274.3931356874076,286.34278356488267,306.3101212265081,350.6804448112278,370.64778247285324,382.5974303503283,32.891770091258415,,,,,,,,2024-05-08,yoy_last|eq,last y/y growth 14.9% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-05-08,1,328.49528301886795,328.49528301886795,W2,full_sample,1,17,274.3931356874076,286.34278356488267,306.3101212265081,350.6804448112278,370.64778247285324,382.5974303503283,32.891770091258415,,,,,,,,2024-05-08,yoy_last|eq,last y/y growth 14.9% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,349.15583361568986,349.15583361568986,W1,PIT,2,17,-890.207936093785,-616.4672183844835,-159.05848146760624,857.370148698986,1314.7788856158631,1588.5196033251646,753.4796710187998,,,,,,,,2024-05-08,yoy|rw,y/y growth 20.4% on SBC[q-4]; sigma relative n=8 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,349.15583361568986,349.15583361568986,W2,PIT,2,17,-890.207936093785,-616.4672183844835,-159.05848146760624,857.370148698986,1314.7788856158631,1588.5196033251646,753.4796710187998,,,,,,,,2024-05-08,yoy|rw,y/y growth 20.4% on SBC[q-4]; sigma relative n=8 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q4,2024-05-08,2,13.360791081065036,13.360791081065036,W1,PIT,2,17,-20.857066346594642,-13.29930075778948,-0.6706058350255582,27.39218799715563,40.02088291991955,47.57864850872472,20.802980196528576,,,,,,,,2024-05-08,yoy|rw,y/y growth 20.4% on SBC[q-4]; sigma additive n=8 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q4,2024-05-08,2,13.360791081065036,13.360791081065036,W2,PIT,2,17,-20.857066346594642,-13.29930075778948,-0.6706058350255582,27.39218799715563,40.02088291991955,47.57864850872472,20.802980196528576,,,,,,,,2024-05-08,yoy|rw,y/y growth 20.4% on SBC[q-4]; sigma additive n=8 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,356.45833333333337,356.45833333333337,W1,PIT,1,17,-856.5547157477761,-588.6341336219576,-140.95058807669494,853.8672547433617,1301.5508002886245,1569.4713824144428,737.4595703869866,,,,,,,,2024-05-08,yoy_last|rw,last y/y growth 22.9% on SBC[q-4]; sigma relative n=8 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,356.45833333333337,356.45833333333337,W2,PIT,1,17,-856.5547157477761,-588.6341336219576,-140.95058807669494,853.8672547433617,1301.5508002886245,1569.4713824144428,737.4595703869866,,,,,,,,2024-05-08,yoy_last|rw,last y/y growth 22.9% on SBC[q-4]; sigma relative n=8 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,328.21544822483844,328.21544822483844,W1,full_sample,2,17,293.9743416939472,301.53724235799035,314.1745177663256,342.2563786833513,354.8936540916865,362.45655475572966,20.817114647674007,,,,,,,,2024-05-08,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,328.21544822483844,328.21544822483844,W2,full_sample,2,17,293.9743416939472,301.53724235799035,314.1745177663256,342.2563786833513,354.8936540916865,362.45655475572966,20.817114647674007,,,,,,,,2024-05-08,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q4,2024-05-08,2,12.55948665642781,12.55948665642781,W1,full_sample,2,17,9.57690579581461,10.235674307017478,11.336447605018062,13.782525707837557,14.883299005838142,15.542067517041009,1.8132804109390783,,,,,,,,2024-05-08,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma additive n=17 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q4,2024-05-08,2,12.55948665642781,12.55948665642781,W2,full_sample,2,17,9.57690579581461,10.235674307017478,11.336447605018062,13.782525707837557,14.883299005838142,15.542067517041009,1.8132804109390783,,,,,,,,2024-05-08,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma additive n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,333.08962264150944,333.08962264150944,W1,full_sample,1,17,301.4174320818591,308.4129312138507,320.10210354029067,346.07714174272826,357.7663140691682,364.7618132011598,19.25532463235087,,,,,,,,2024-05-08,yoy_last|rw,last y/y growth 14.9% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,333.08962264150944,333.08962264150944,W2,full_sample,1,17,301.4174320818591,308.4129312138507,320.10210354029067,346.07714174272826,357.7663140691682,364.7618132011598,19.25532463235087,,,,,,,,2024-05-08,yoy_last|rw,last y/y growth 14.9% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,349.5565128139681,349.5565128139681,W1,PIT,2,17,-944.4263356059803,-658.6217943670214,-181.05493727984302,880.1679629077792,1357.7348199949577,1643.5393612339165,786.6857130735588,,,,,,,,2024-05-08,yoy|eq,y/y growth 20.5% on SBC[q-4]; sigma relative n=8 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,349.5565128139681,349.5565128139681,W2,PIT,2,17,-944.4263356059803,-658.6217943670214,-181.05493727984302,880.1679629077792,1357.7348199949577,1643.5393612339165,786.6857130735588,,,,,,,,2024-05-08,yoy|eq,y/y growth 20.5% on SBC[q-4]; sigma relative n=8 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q4,2024-05-08,2,13.376123464325792,13.376123464325792,W1,PIT,2,17,-21.39414856253682,-13.714370072794301,-0.8817969423149119,27.634043870966494,40.46661700144588,48.14639549118841,21.1388244261618,,,,,,,,2024-05-08,yoy|eq,y/y growth 20.5% on SBC[q-4]; sigma additive n=8 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q4,2024-05-08,2,13.376123464325792,13.376123464325792,W2,PIT,2,17,-21.39414856253682,-13.714370072794301,-0.8817969423149119,27.634043870966494,40.46661700144588,48.14639549118841,21.1388244261618,,,,,,,,2024-05-08,yoy|eq,y/y growth 20.5% on SBC[q-4]; sigma additive n=8 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,356.45833333333337,356.45833333333337,W1,PIT,1,17,-856.5547157477761,-588.6341336219576,-140.95058807669494,853.8672547433617,1301.5508002886245,1569.4713824144428,737.4595703869866,,,,,,,,2024-05-08,yoy_last|eq,last y/y growth 22.9% on SBC[q-4]; sigma relative n=8 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,356.45833333333337,356.45833333333337,W2,PIT,1,17,-856.5547157477761,-588.6341336219576,-140.95058807669494,853.8672547433617,1301.5508002886245,1569.4713824144428,737.4595703869866,,,,,,,,2024-05-08,yoy_last|eq,last y/y growth 22.9% on SBC[q-4]; sigma relative n=8 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,327.1848203031401,327.1848203031401,W1,full_sample,2,17,292.2259536319675,299.947387392383,312.8495646537491,341.5200759525311,354.4222532138972,362.1436869743127,21.253481828632022,,,,,,,,2024-05-08,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,327.1848203031401,327.1848203031401,W2,full_sample,2,17,292.2259536319675,299.947387392383,312.8495646537491,341.5200759525311,354.4222532138972,362.1436869743127,21.253481828632022,,,,,,,,2024-05-08,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q4,2024-05-08,2,12.520048666228623,12.520048666228623,W1,full_sample,2,17,9.507257289443514,10.172698456876443,11.284621470869647,13.7554758615876,14.867398875580804,15.532840043013733,1.8316471006413728,,,,,,,,2024-05-08,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma additive n=17 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q4,2024-05-08,2,12.520048666228623,12.520048666228623,W2,full_sample,2,17,9.507257289443514,10.172698456876443,11.284621470869647,13.7554758615876,14.867398875580804,15.532840043013733,1.8316471006413728,,,,,,,,2024-05-08,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma additive n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,333.08962264150944,333.08962264150944,W1,full_sample,1,17,301.4174320818591,308.4129312138507,320.10210354029067,346.07714174272826,357.7663140691682,364.7618132011598,19.25532463235087,,,,,,,,2024-05-08,yoy_last|eq,last y/y growth 14.9% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-05-08,2,333.08962264150944,333.08962264150944,W2,full_sample,1,17,301.4174320818591,308.4129312138507,320.10210354029067,346.07714174272826,357.7663140691682,364.7618132011598,19.25532463235087,,,,,,,,2024-05-08,yoy_last|eq,last y/y growth 14.9% on SBC[q-4]; sigma relative n=17 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,347.9313106629414,347.9313106629414,W1,PIT,2,18,-13598.235630816027,-10517.918260598646,-5370.842993884051,6066.705615209933,11213.78088192453,14294.09825214191,8478.667471054201,,,,,,,,2024-08-06,yoy|rw,y/y growth 21.7% on SBC[q-4]; sigma relative n=11 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,347.9313106629414,347.9313106629414,W2,PIT,2,18,-13598.235630816027,-10517.918260598646,-5370.842993884051,6066.705615209933,11213.78088192453,14294.09825214191,8478.667471054201,,,,,,,,2024-08-06,yoy|rw,y/y growth 21.7% on SBC[q-4]; sigma relative n=11 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-08-06,0,9.171021452334383,9.171021452334383,W1,PIT,2,18,-623.602855561725,-483.8408426039553,-250.30464692603547,268.64668983070425,502.1828855086241,641.9448984663937,384.699201585995,,,,,,,,2024-08-06,yoy|rw,y/y growth 21.7% on SBC[q-4]; sigma additive n=11 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-08-06,0,9.171021452334383,9.171021452334383,W2,PIT,2,18,-623.602855561725,-483.8408426039553,-250.30464692603547,268.64668983070425,502.1828855086241,641.9448984663937,384.699201585995,,,,,,,,2024-08-06,yoy|rw,y/y growth 21.7% on SBC[q-4]; sigma additive n=11 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,359.38157894736844,359.38157894736844,W1,PIT,1,18,-15844.404584955983,-12265.442408939869,-6285.153535206192,7003.916693100929,12984.205566834607,16563.16774285072,9851.20250118244,,,,,,,,2024-08-06,yoy_last|rw,last y/y growth 25.7% on SBC[q-4]; sigma relative n=11 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,359.38157894736844,359.38157894736844,W2,PIT,1,18,-15844.404584955983,-12265.442408939869,-6285.153535206192,7003.916693100929,12984.205566834607,16563.16774285072,9851.20250118244,,,,,,,,2024-08-06,yoy_last|rw,last y/y growth 25.7% on SBC[q-4]; sigma relative n=11 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,323.68833859415105,323.68833859415105,W1,full_sample,2,18,-1324.6933701810492,-960.6120543904617,-352.24813913377074,999.6248163220728,1607.988731578764,1972.0700473693512,1002.1449214482792,,,,,,,,2024-08-06,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,323.68833859415105,323.68833859415105,W2,full_sample,2,18,-1324.6933701810492,-960.6120543904617,-352.24813913377074,999.6248163220728,1607.988731578764,1972.0700473693512,1002.1449214482792,,,,,,,,2024-08-06,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-08-06,0,8.533581103379568,8.533581103379568,W1,full_sample,2,18,-69.92369458554163,-52.59468152133342,-23.638660495140996,40.70582270190013,69.66184372809255,86.99085679230078,47.6986367682648,,,,,,,,2024-08-06,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma additive n=19 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-08-06,0,8.533581103379568,8.533581103379568,W2,full_sample,2,18,-69.92369458554163,-52.59468152133342,-23.638660495140996,40.70582270190013,69.66184372809255,86.99085679230078,47.6986367682648,,,,,,,,2024-08-06,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma additive n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,328.49528301886795,328.49528301886795,W1,full_sample,1,18,-1371.0332489256139,-995.6550335280679,-368.4144943495268,1025.4050603872627,1652.6455995658036,2028.0238149633497,1033.2399820246271,,,,,,,,2024-08-06,yoy_last|rw,last y/y growth 14.9% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,328.49528301886795,328.49528301886795,W2,full_sample,1,18,-1371.0332489256139,-995.6550335280679,-368.4144943495268,1025.4050603872627,1652.6455995658036,2028.0238149633497,1033.2399820246271,,,,,,,,2024-08-06,yoy_last|rw,last y/y growth 14.9% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,346.61783141961666,346.61783141961666,W1,PIT,2,18,-13341.874683923481,-10318.470371897482,-5266.49433002324,5959.7299928624725,11011.706034736715,14035.110346762714,8322.012543275954,,,,,,,,2024-08-06,yoy|eq,y/y growth 21.2% on SBC[q-4]; sigma relative n=11 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,346.61783141961666,346.61783141961666,W2,PIT,2,18,-13341.874683923481,-10318.470371897482,-5266.49433002324,5959.7299928624725,11011.706034736715,14035.110346762714,8322.012543275954,,,,,,,,2024-08-06,yoy|eq,y/y growth 21.2% on SBC[q-4]; sigma relative n=11 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-08-06,0,9.13639983034016,9.13639983034016,W1,PIT,2,18,-614.1469085573782,-476.4810961911854,-246.44755979223993,264.72035945292026,494.7538958518657,632.4197082180584,378.92934555088345,,,,,,,,2024-08-06,yoy|eq,y/y growth 21.2% on SBC[q-4]; sigma additive n=11 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-08-06,0,9.13639983034016,9.13639983034016,W2,PIT,2,18,-614.1469085573782,-476.4810961911854,-246.44755979223993,264.72035945292026,494.7538958518657,632.4197082180584,378.92934555088345,,,,,,,,2024-08-06,yoy|eq,y/y growth 21.2% on SBC[q-4]; sigma additive n=11 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,359.38157894736844,359.38157894736844,W1,PIT,1,18,-15844.404584955983,-12265.442408939869,-6285.153535206192,7003.916693100929,12984.205566834607,16563.16774285072,9851.20250118244,,,,,,,,2024-08-06,yoy_last|eq,last y/y growth 25.7% on SBC[q-4]; sigma relative n=11 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,359.38157894736844,359.38157894736844,W2,PIT,1,18,-15844.404584955983,-12265.442408939869,-6285.153535206192,7003.916693100929,12984.205566834607,16563.16774285072,9851.20250118244,,,,,,,,2024-08-06,yoy_last|eq,last y/y growth 25.7% on SBC[q-4]; sigma relative n=11 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,322.67192622999335,322.67192622999335,W1,full_sample,2,18,-1314.9994575214723,-953.2837523212157,-348.8726686389251,994.2165210989118,1598.6276047812023,1960.343309981459,995.6335061781042,,,,,,,,2024-08-06,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,322.67192622999335,322.67192622999335,W2,full_sample,2,18,-1314.9994575214723,-953.2837523212157,-348.8726686389251,994.2165210989118,1598.6276047812023,1960.343309981459,995.6335061781042,,,,,,,,2024-08-06,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-08-06,0,8.506784841945839,8.506784841945839,W1,full_sample,2,18,-69.68696006256899,-52.41615356194203,-23.55739315138168,40.570962835273356,69.42972324583371,86.70052974646067,47.53842142746588,,,,,,,,2024-08-06,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma additive n=19 (full_sample),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q3,2024-08-06,0,8.506784841945839,8.506784841945839,W2,full_sample,2,18,-69.68696006256899,-52.41615356194203,-23.55739315138168,40.570962835273356,69.42972324583371,86.70052974646067,47.53842142746588,,,,,,,,2024-08-06,yoy|eq,y/y growth 12.8% on SBC[q-4]; sigma additive n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,328.49528301886795,328.49528301886795,W1,full_sample,1,18,-1371.0332489256139,-995.6550335280679,-368.4144943495268,1025.4050603872627,1652.6455995658036,2028.0238149633497,1033.2399820246271,,,,,,,,2024-08-06,yoy_last|eq,last y/y growth 14.9% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q3,2024-08-06,0,328.49528301886795,328.49528301886795,W2,full_sample,1,18,-1371.0332489256139,-995.6550335280679,-368.4144943495268,1025.4050603872627,1652.6455995658036,2028.0238149633497,1033.2399820246271,,,,,,,,2024-08-06,yoy_last|eq,last y/y growth 14.9% on SBC[q-4]; sigma relative n=19 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-08-06,1,352.7974828400455,352.7974828400455,W1,PIT,2,18,-1019.3827812365048,-716.3066227306731,-209.87965047808612,915.4746161581771,1421.901588410764,1724.9777469165956,834.2263661598344,,,,,,,,2024-08-06,yoy|rw,y/y growth 21.7% on SBC[q-4]; sigma relative n=10 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-08-06,1,352.7974828400455,352.7974828400455,W2,PIT,2,18,-1019.3827812365048,-716.3066227306731,-209.87965047808612,915.4746161581771,1421.901588410764,1724.9777469165956,834.2263661598344,,,,,,,,2024-08-06,yoy|rw,y/y growth 21.7% on SBC[q-4]; sigma relative n=10 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q4,2024-08-06,1,14.3780105897932,14.3780105897932,W1,PIT,2,18,-33.62327164278024,-23.02113386010842,-5.305426484267654,34.061447663854054,51.77715503969482,62.37929282236664,29.182707473818038,,,,,,,,2024-08-06,yoy|rw,y/y growth 21.7% on SBC[q-4]; sigma additive n=10 (PIT),1.0
below-ebitda,sbc,sbc_pct_rev,2024Q4,2024-08-06,1,14.3780105897932,14.3780105897932,W2,PIT,2,18,-33.62327164278024,-23.02113386010842,-5.305426484267654,34.061447663854054,51.77715503969482,62.37929282236664,29.182707473818038,,,,,,,,2024-08-06,yoy|rw,y/y growth 21.7% on SBC[q-4]; sigma additive n=10 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-08-06,1,364.4078947368421,364.4078947368421,W1,PIT,1,18,-1059.477164644289,-744.9808661266138,-219.47134063918594,948.28713011287,1473.796655600298,1788.292954117973,865.6606497078537,,,,,,,,2024-08-06,yoy_last|rw,last y/y growth 25.7% on SBC[q-4]; sigma relative n=10 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-08-06,1,364.4078947368421,364.4078947368421,W2,PIT,1,18,-1059.477164644289,-744.9808661266138,-219.47134063918594,948.28713011287,1473.796655600298,1788.292954117973,865.6606497078537,,,,,,,,2024-08-06,yoy_last|rw,last y/y growth 25.7% on SBC[q-4]; sigma relative n=10 (PIT),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-08-06,1,328.21544822483844,328.21544822483844,W1,full_sample,2,18,274.451140154521,286.3261688087495,306.16882102006804,350.26207542960884,370.10472764092736,381.9797562951559,32.68637840435856,,,,,,,,2024-08-06,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
below-ebitda,sbc,sbc_musd,2024Q4,2024-08-06,1,328.21544822483844,328.21544822483844,W2,full_sample,2,18,274.451140154521,286.3261688087495,306.16882102006804,350.26207542960884,370.10472764092736,381.9797562951559,32.68637840435856,,,,,,,,2024-08-06,yoy|rw,y/y growth 13.2% on SBC[q-4]; sigma relative n=18 (full_sample),1.0
