method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
street-bias,street_plus_flowthrough,adj_ebitda_musd,2023Q1,2023-02-14,0,377.5609469509403,377.5609469509403,W1,PIT,6,12,-150.58594382341,-33.93309946085669,160.98868873398558,594.1332051678951,789.0549933627374,905.7078377252907,321.0905104992252,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4,a=+68.8 m=0.524 rev=1845 leg=guide_cushion; sigma relative n=6 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-08-06,1,768.2445323174162,768.2445323174162,W1,PIT,6,18,-427.811534543696,-163.63627449081028,277.78900208715066,1258.7000625476817,1700.1253391256425,1964.3005991785283,727.150457197733,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,a=+18.9 m=0.855 rev=2454 leg=naive; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-08-06,1,768.2445323174162,768.2445323174162,W2,PIT,6,18,-427.811534543696,-163.63627449081028,277.78900208715066,1258.7000625476817,1700.1253391256425,1964.3005991785283,727.150457197733,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,a=+18.9 m=0.855 rev=2454 leg=naive; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,31.30925972682915,31.30925972682915,W1,PIT,6,18,11.380839782437697,15.782469160121424,23.137398857356317,39.481120596301984,46.83605029353688,51.237679671220604,12.115619054399543,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,a=+18.9 m=0.855 rev=2454 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,31.30925972682915,31.30925972682915,W2,PIT,6,18,11.380839782437697,15.782469160121424,23.137398857356317,39.481120596301984,46.83605029353688,51.237679671220604,12.115619054399543,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,a=+18.9 m=0.855 rev=2454 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q3,2024-08-06,0,1994.522431811987,1994.522431811987,W1,PIT,6,18,-160.52411983483026,315.4652580723857,1110.8226384296588,2878.222225194315,3673.579605551588,4149.568983458805,1310.175274161582,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,a=+14.5 m=0.753 rev=3794 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q3,2024-08-06,0,1994.522431811987,1994.522431811987,W2,PIT,6,18,-160.52411983483026,315.4652580723857,1110.8226384296588,2878.222225194315,3673.579605551588,4149.568983458805,1310.175274161582,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,a=+14.5 m=0.753 rev=3794 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,52.57304372652472,52.57304372652472,W1,PIT,6,18,40.118882387345366,42.869657540514126,47.46608221157613,57.68000524147332,62.27642991253532,65.02720506570408,7.571592471885518,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,a=+14.5 m=0.753 rev=3794 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,52.57304372652472,52.57304372652472,W2,PIT,6,18,40.118882387345366,42.869657540514126,47.46608221157613,57.68000524147332,62.27642991253532,65.02720506570408,7.571592471885518,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,a=+14.5 m=0.753 rev=3794 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-08-06,1,778.5804830359324,778.5804830359324,W1,PIT,6,18,-432.36872147208004,-164.90398476347318,282.01786307652714,1275.1431029953376,1722.0649508353379,1989.529687543945,736.2048419787683,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,a=+27.1 m=0.802 rev=2454 leg=naive; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-08-06,1,778.5804830359324,778.5804830359324,W2,PIT,6,18,-432.36872147208004,-164.90398476347318,282.01786307652714,1275.1431029953376,1722.0649508353379,1989.529687543945,736.2048419787683,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,a=+27.1 m=0.802 rev=2454 leg=naive; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,31.730494049960036,31.730494049960036,W1,PIT,6,18,11.979673387710157,16.342076062026976,23.63145965786117,39.8295284420589,47.1189120378931,51.481314712209915,12.007646357478947,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,a=+27.1 m=0.802 rev=2454 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,31.730494049960036,31.730494049960036,W2,PIT,6,18,11.979673387710157,16.342076062026976,23.63145965786117,39.8295284420589,47.1189120378931,51.481314712209915,12.007646357478947,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,a=+27.1 m=0.802 rev=2454 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q3,2024-08-06,0,1986.910893841389,1986.910893841389,W1,PIT,6,18,742.941020966365,1017.699097757154,1476.807797092294,2497.013990590484,2956.122689925624,3230.880766716413,756.2799829067858,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,a=+12.4 m=0.880 rev=3794 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q3,2024-08-06,0,1986.910893841389,1986.910893841389,W2,PIT,6,18,742.941020966365,1017.699097757154,1476.807797092294,2497.013990590484,2956.122689925624,3230.880766716413,756.2799829067858,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,a=+12.4 m=0.880 rev=3794 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,52.37241338405682,52.37241338405682,W1,PIT,6,18,43.51950910791844,45.4748675180888,48.74218568726823,56.00264108084541,59.26995925002484,61.2253176601952,5.382183636939245,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,a=+12.4 m=0.880 rev=3794 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,52.37241338405682,52.37241338405682,W2,PIT,6,18,43.51950910791844,45.4748675180888,48.74218568726823,56.00264108084541,59.26995925002484,61.2253176601952,5.382183636939245,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,a=+12.4 m=0.880 rev=3794 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-08-06,1,764.4570168965577,764.4570168965577,W1,PIT,6,18,-732.2771274492341,-401.6905080023238,150.70523826517964,1378.2087955279358,1930.604541795439,2261.1911612423496,909.9497486106401,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,a=+14.5 m=0.841 rev=2454 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-08-06,1,764.4570168965577,764.4570168965577,W2,PIT,6,18,-732.2771274492341,-401.6905080023238,150.70523826517964,1378.2087955279358,1930.604541795439,2261.1911612423496,909.9497486106401,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,a=+14.5 m=0.841 rev=2454 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,31.15490222860743,31.15490222860743,W1,PIT,6,18,14.08723894412913,17.857007361846392,24.156125099414133,38.153679357800726,44.45279709536847,48.222565513085726,10.376402498568247,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,a=+14.5 m=0.841 rev=2454 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,31.15490222860743,31.15490222860743,W2,PIT,6,18,14.08723894412913,17.857007361846392,24.156125099414133,38.153679357800726,44.45279709536847,48.222565513085726,10.376402498568247,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,a=+14.5 m=0.841 rev=2454 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,777.9572482845526,777.9572482845526,W1,PIT,6,19,470.0566868958694,538.0632905400865,651.6993434269715,904.2151531421339,1017.8512060290187,1085.8578096732358,187.19024984571905,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,a=+17.9 m=0.666 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,777.9572482845526,777.9572482845526,W2,PIT,6,19,470.0566868958694,538.0632905400865,651.6993434269715,904.2151531421339,1017.8512060290187,1085.8578096732358,187.19024984571905,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,a=+17.9 m=0.666 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.426086740784,31.426086740784,W1,PIT,6,19,25.356330115428296,26.696969220390308,28.93711838341419,33.915055098153815,36.155204261177694,37.49584336613971,3.690150008426726,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,a=+17.9 m=0.666 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.426086740784,31.426086740784,W2,PIT,6,19,25.356330115428296,26.696969220390308,28.93711838341419,33.915055098153815,36.155204261177694,37.49584336613971,3.690150008426726,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,a=+17.9 m=0.666 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2025Q1,2024-11-07,1,460.0871864960522,460.0871864960522,W1,PIT,6,19,-225.4258841734528,-74.01526160202967,178.98524999792724,741.1891229941772,994.189634594134,1145.6002571655572,416.76235467834096,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,a=+13.3 m=0.753 rev=2353 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2025Q1,2024-11-07,1,460.0871864960522,460.0871864960522,W2,PIT,6,19,-225.4258841734528,-74.01526160202967,178.98524999792724,741.1891229941772,994.189634594134,1145.6002571655572,416.76235467834096,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,a=+13.3 m=0.753 rev=2353 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,19.55125245469682,19.55125245469682,W1,PIT,6,19,3.4749219497825585,7.025732743274423,12.958981891129415,26.143523018264222,32.07677216611921,35.627582959611075,9.773714962534205,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,a=+13.3 m=0.753 rev=2353 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,19.55125245469682,19.55125245469682,W2,PIT,6,19,3.4749219497825585,7.025732743274423,12.958981891129415,26.143523018264222,32.07677216611921,35.627582959611075,9.773714962534205,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,a=+13.3 m=0.753 rev=2353 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,790.0991690069519,790.0991690069519,W1,PIT,6,19,472.83921015314525,542.9130423561172,660.0033435254323,920.1949944884715,1037.2852956577865,1107.3591278607585,192.88035947721852,,,,,,LSEG,2024-11-06,2024-11-07,ew,a=+25.7 m=0.750 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,790.0991690069519,790.0991690069519,W2,PIT,6,19,472.83921015314525,542.9130423561172,660.0033435254323,920.1949944884715,1037.2852956577865,1107.3591278607585,192.88035947721852,,,,,,LSEG,2024-11-06,2024-11-07,ew,a=+25.7 m=0.750 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.916567489775332,31.916567489775332,W1,PIT,6,19,25.624720048350145,27.014412789438506,29.336528427634555,34.49660655191611,36.81872219011216,38.20841493120052,3.8251716373610276,,,,,,LSEG,2024-11-06,2024-11-07,ew,a=+25.7 m=0.750 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.916567489775332,31.916567489775332,W2,PIT,6,19,25.624720048350145,27.014412789438506,29.336528427634555,34.49660655191611,36.81872219011216,38.20841493120052,3.8251716373610276,,,,,,LSEG,2024-11-06,2024-11-07,ew,a=+25.7 m=0.750 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2025Q1,2024-11-07,1,467.41474853362433,467.41474853362433,W1,PIT,6,19,-231.49333341781085,-77.12412831262584,180.82004497988746,754.0094520873613,1011.9536253798746,1166.3228304850593,424.90594330072565,,,,,,LSEG,2024-11-06,2024-11-07,ew,a=+19.6 m=0.841 rev=2353 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2025Q1,2024-11-07,1,467.41474853362433,467.41474853362433,W2,PIT,6,19,-231.49333341781085,-77.12412831262584,180.82004497988746,754.0094520873613,1011.9536253798746,1166.3228304850593,424.90594330072565,,,,,,LSEG,2024-11-06,2024-11-07,ew,a=+19.6 m=0.841 rev=2353 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,19.862634774133042,19.862634774133042,W1,PIT,6,19,3.528657339803761,7.136375118232097,13.164713342784776,26.56055620548131,32.58889443003399,36.19661220846233,9.930353173493156,,,,,,LSEG,2024-11-06,2024-11-07,ew,a=+19.6 m=0.841 rev=2353 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,19.862634774133042,19.862634774133042,W2,PIT,6,19,3.528657339803761,7.136375118232097,13.164713342784776,26.56055620548131,32.58889443003399,36.19661220846233,9.930353173493156,,,,,,LSEG,2024-11-06,2024-11-07,ew,a=+19.6 m=0.841 rev=2353 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,777.9572482845526,777.9572482845526,W1,PIT,6,19,470.0566868958694,538.0632905400865,651.6993434269715,904.2151531421339,1017.8512060290187,1085.8578096732358,187.19024984571905,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,a=+17.9 m=0.666 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,777.9572482845526,777.9572482845526,W2,PIT,6,19,470.0566868958694,538.0632905400865,651.6993434269715,904.2151531421339,1017.8512060290187,1085.8578096732358,187.19024984571905,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,a=+17.9 m=0.666 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.426086740784,31.426086740784,W1,PIT,6,19,25.356330115428296,26.696969220390308,28.93711838341419,33.915055098153815,36.155204261177694,37.49584336613971,3.690150008426726,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,a=+17.9 m=0.666 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.426086740784,31.426086740784,W2,PIT,6,19,25.356330115428296,26.696969220390308,28.93711838341419,33.915055098153815,36.155204261177694,37.49584336613971,3.690150008426726,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,a=+17.9 m=0.666 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2025Q1,2024-11-07,1,460.0871864960522,460.0871864960522,W1,PIT,6,19,-225.4258841734528,-74.01526160202967,178.98524999792724,741.1891229941772,994.189634594134,1145.6002571655572,416.76235467834096,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,a=+13.3 m=0.753 rev=2353 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2025Q1,2024-11-07,1,460.0871864960522,460.0871864960522,W2,PIT,6,19,-225.4258841734528,-74.01526160202967,178.98524999792724,741.1891229941772,994.189634594134,1145.6002571655572,416.76235467834096,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,a=+13.3 m=0.753 rev=2353 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,19.55125245469682,19.55125245469682,W1,PIT,6,19,3.4749219497825585,7.025732743274423,12.958981891129415,26.143523018264222,32.07677216611921,35.627582959611075,9.773714962534205,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,a=+13.3 m=0.753 rev=2353 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,19.55125245469682,19.55125245469682,W2,PIT,6,19,3.4749219497825585,7.025732743274423,12.958981891129415,26.143523018264222,32.07677216611921,35.627582959611075,9.773714962534205,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,a=+13.3 m=0.753 rev=2353 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,790.0991690069519,790.0991690069519,W1,PIT,6,19,472.83921015314525,542.9130423561172,660.0033435254323,920.1949944884715,1037.2852956577865,1107.3591278607585,192.88035947721852,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,a=+25.7 m=0.750 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,790.0991690069519,790.0991690069519,W2,PIT,6,19,472.83921015314525,542.9130423561172,660.0033435254323,920.1949944884715,1037.2852956577865,1107.3591278607585,192.88035947721852,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,a=+25.7 m=0.750 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.916567489775332,31.916567489775332,W1,PIT,6,19,25.624720048350145,27.014412789438506,29.336528427634555,34.49660655191611,36.81872219011216,38.20841493120052,3.8251716373610276,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,a=+25.7 m=0.750 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.916567489775332,31.916567489775332,W2,PIT,6,19,25.624720048350145,27.014412789438506,29.336528427634555,34.49660655191611,36.81872219011216,38.20841493120052,3.8251716373610276,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,a=+25.7 m=0.750 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2025Q1,2024-11-07,1,467.41474853362433,467.41474853362433,W1,PIT,6,19,-231.49333341781085,-77.12412831262584,180.82004497988746,754.0094520873613,1011.9536253798746,1166.3228304850593,424.90594330072565,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,a=+19.6 m=0.841 rev=2353 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2025Q1,2024-11-07,1,467.41474853362433,467.41474853362433,W2,PIT,6,19,-231.49333341781085,-77.12412831262584,180.82004497988746,754.0094520873613,1011.9536253798746,1166.3228304850593,424.90594330072565,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,a=+19.6 m=0.841 rev=2353 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,19.862634774133042,19.862634774133042,W1,PIT,6,19,3.528657339803761,7.136375118232097,13.164713342784776,26.56055620548131,32.58889443003399,36.19661220846233,9.930353173493156,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,a=+19.6 m=0.841 rev=2353 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,19.862634774133042,19.862634774133042,W2,PIT,6,19,3.528657339803761,7.136375118232097,13.164713342784776,26.56055620548131,32.58889443003399,36.19661220846233,9.930353173493156,,,,,,LSEG,2024-11-06,2024-11-07,ew_usd,a=+19.6 m=0.841 rev=2353 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,781.8440533316692,781.8440533316692,W1,PIT,6,19,474.3964810601242,542.3030321055236,655.7719014866684,907.9162051766699,1021.3850745578148,1089.2916256032142,186.9148520171732,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,a=+21.8 m=0.666 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,781.8440533316692,781.8440533316692,W2,PIT,6,19,474.3964810601242,542.3030321055236,655.7719014866684,907.9162051766699,1021.3850745578148,1089.2916256032142,186.9148520171732,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,a=+21.8 m=0.666 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.58309674721372,31.58309674721372,W1,PIT,6,19,25.62527913623055,26.941194050536907,29.140030175026617,34.02616331940082,36.22499944389053,37.54091435819689,3.622095919881474,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,a=+21.8 m=0.666 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.58309674721372,31.58309674721372,W2,PIT,6,19,25.62527913623055,26.941194050536907,29.140030175026617,34.02616331940082,36.22499944389053,37.54091435819689,3.622095919881474,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,a=+21.8 m=0.666 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2025Q1,2024-11-07,1,478.2456714193327,478.2456714193327,W1,PIT,6,19,-235.99951036889885,-78.24276980438056,185.36182671154324,771.1295161271223,1034.734112643046,1192.4908532075642,434.2302379282189,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,a=+31.5 m=0.753 rev=2353 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2025Q1,2024-11-07,1,478.2456714193327,478.2456714193327,W2,PIT,6,19,-235.99951036889885,-78.24276980438056,185.36182671154324,771.1295161271223,1034.734112643046,1192.4908532075642,434.2302379282189,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,a=+31.5 m=0.753 rev=2353 leg=naive; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,20.322891251320666,20.322891251320666,W1,PIT,6,19,4.206661425162444,7.766284860350293,13.714259546082129,26.931522956559203,32.87949764229104,36.43912107747889,9.797972027473115,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,a=+31.5 m=0.753 rev=2353 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,20.322891251320666,20.322891251320666,W2,PIT,6,19,4.206661425162444,7.766284860350293,13.714259546082129,26.931522956559203,32.87949764229104,36.43912107747889,9.797972027473115,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_med,a=+31.5 m=0.753 rev=2353 leg=naive; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,786.1273052919502,786.1273052919502,W1,PIT,6,19,595.137712427705,637.3219601065938,707.8099883767615,864.4446222071389,934.9326504773067,977.1168981561954,116.11342780586511,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,a=+21.2 m=0.761 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_musd,2024Q4,2024-11-07,0,786.1273052919502,786.1273052919502,W2,PIT,6,19,595.137712427705,637.3219601065938,707.8099883767615,864.4446222071389,934.9326504773067,977.1168981561954,116.11342780586511,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,a=+21.2 m=0.761 rev=2476 leg=guide_cushion; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.756121483384295,31.756121483384295,W1,PIT,6,19,25.304816426969992,26.72972888565714,29.11069512772476,34.40154783904383,36.78251408111145,38.2074265397986,3.922114983794016,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,a=+21.2 m=0.761 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.756121483384295,31.756121483384295,W2,PIT,6,19,25.304816426969992,26.72972888565714,29.11069512772476,34.40154783904383,36.78251408111145,38.2074265397986,3.922114983794016,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_from21,a=+21.2 m=0.761 rev=2476 leg=guide_cushion; sigma additive n=12 (PIT); street_src=street_pit,1.0
