method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
street-bias,dispersion_conditioned,adj_ebitda_musd,2023Q1,2023-02-14,0,260.8872830051463,260.8872830051463,W1,PIT,5,12,133.36815503940457,161.53355608157736,208.5967062890621,313.1778597212305,360.24100992871524,388.406410970888,77.5261250462038,,,,,,LSEG,2023-02-13,2023-02-14,rw_hl4,disp=0.1891 ref=0.1914 ratio=0.988 b_pt=+4.806; sigma relative n=5 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,32.606419540638235,32.606419540638235,W2,PIT,5,18,18.910565034006048,21.93559540355325,26.990288516249667,38.2225505650268,43.27724367772322,46.30227404727042,8.32648831617663,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+2.407; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q3,2024-08-06,0,2154.9209273740194,2154.9209273740194,W1,PIT,5,18,1176.4944811453825,1392.6014580978979,1753.7067412065205,2556.135113541518,2917.2403966501406,3133.3473736026567,594.8410425078531,,,,,,LSEG,2024-08-05,2024-08-06,ew,disp=0.0281 ref=0.1389 ratio=0.500 b_pt=+3.631; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q3,2024-08-06,0,2154.9209273740194,2154.9209273740194,W2,PIT,5,18,1176.4944811453825,1392.6014580978979,1753.7067412065205,2556.135113541518,2917.2403966501406,3133.3473736026567,594.8410425078531,,,,,,LSEG,2024-08-05,2024-08-06,ew,disp=0.0281 ref=0.1389 ratio=0.500 b_pt=+3.631; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,54.265717907894086,54.265717907894086,W1,PIT,5,18,42.37794759154555,45.0036228435528,49.39101106487669,59.14042475091148,63.527812972235374,66.15348822424262,7.227251180022027,,,,,,LSEG,2024-08-05,2024-08-06,ew,disp=0.0281 ref=0.1389 ratio=0.500 b_pt=+3.631; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,54.265717907894086,54.265717907894086,W2,PIT,5,18,42.37794759154555,45.0036228435528,49.39101106487669,59.14042475091148,63.527812972235374,66.15348822424262,7.227251180022027,,,,,,LSEG,2024-08-05,2024-08-06,ew,disp=0.0281 ref=0.1389 ratio=0.500 b_pt=+3.631; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-08-06,1,861.4884945945332,861.4884945945332,W1,PIT,5,18,233.9904231876125,372.5871585661196,604.1762265015961,1118.8007626874703,1350.3898306229469,1488.986566001454,381.4917395232966,,,,,,LSEG,2024-08-05,2024-08-06,ew,disp=0.0459 ref=0.1399 ratio=0.500 b_pt=+4.311; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-08-06,1,861.4884945945332,861.4884945945332,W2,PIT,5,18,233.9904231876125,372.5871585661196,604.1762265015961,1118.8007626874703,1350.3898306229469,1488.986566001454,381.4917395232966,,,,,,LSEG,2024-08-05,2024-08-06,ew,disp=0.0459 ref=0.1399 ratio=0.500 b_pt=+4.311; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,33.55833222226671,33.55833222226671,W1,PIT,5,18,19.479946648250866,22.589467408344387,27.785340259096596,39.331324185436834,44.52719703618904,47.63671779628256,8.559050692011027,,,,,,LSEG,2024-08-05,2024-08-06,ew,disp=0.0459 ref=0.1399 ratio=0.500 b_pt=+4.311; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,33.55833222226671,33.55833222226671,W2,PIT,5,18,19.479946648250866,22.589467408344387,27.785340259096596,39.331324185436834,44.52719703618904,47.63671779628256,8.559050692011027,,,,,,LSEG,2024-08-05,2024-08-06,ew,disp=0.0459 ref=0.1399 ratio=0.500 b_pt=+4.311; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q3,2024-08-06,0,2043.437551029301,2043.437551029301,W1,PIT,5,18,1075.0822551303918,1288.964797266595,1646.3531473292398,2440.5219547293623,2797.9103047920066,3011.79284692821,588.7182178596846,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_usd,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+2.103; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q3,2024-08-06,0,2043.437551029301,2043.437551029301,W2,PIT,5,18,1075.0822551303918,1288.964797266595,1646.3531473292398,2440.5219547293623,2797.9103047920066,3011.79284692821,588.7182178596846,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_usd,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+2.103; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.501692650167136,53.501692650167136,W1,PIT,5,18,42.08441472170001,44.60617139299418,48.819916222337774,58.1834690779965,62.397213907340095,64.91897057863426,6.941212118447042,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_usd,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+2.103; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.501692650167136,53.501692650167136,W2,PIT,5,18,42.08441472170001,44.60617139299418,48.819916222337774,58.1834690779965,62.397213907340095,64.91897057863426,6.941212118447042,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_usd,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+2.103; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-08-06,1,817.3789910040152,817.3789910040152,W1,PIT,5,18,196.61854626151148,333.7271287636382,562.8295584919072,1071.9284235161233,1301.0308532443921,1438.139435746519,377.3955533617934,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_usd,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+2.407; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-08-06,1,817.3789910040152,817.3789910040152,W2,PIT,5,18,196.61854626151148,333.7271287636382,562.8295584919072,1071.9284235161233,1301.0308532443921,1438.139435746519,377.3955533617934,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_usd,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+2.407; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,32.606419540638235,32.606419540638235,W1,PIT,5,18,18.910565034006048,21.93559540355325,26.990288516249667,38.2225505650268,43.27724367772322,46.30227404727042,8.32648831617663,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_usd,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+2.407; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,32.606419540638235,32.606419540638235,W2,PIT,5,18,18.910565034006048,21.93559540355325,26.990288516249667,38.2225505650268,43.27724367772322,46.30227404727042,8.32648831617663,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_usd,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+2.407; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q3,2024-08-06,0,2059.687718333333,2059.687718333333,W1,PIT,5,18,1058.0498574723802,1279.2835853077202,1648.955444355149,2470.4199923115175,2840.0918513589463,3061.325579194286,608.9525806119065,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,disp=0.0281 ref=0.1389 ratio=0.500 b_pt=+3.631; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q3,2024-08-06,0,2059.687718333333,2059.687718333333,W2,PIT,5,18,1058.0498574723802,1279.2835853077202,1648.955444355149,2470.4199923115175,2840.0918513589463,3061.325579194286,608.9525806119065,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,disp=0.0281 ref=0.1389 ratio=0.500 b_pt=+3.631; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,54.265717907894086,54.265717907894086,W1,PIT,5,18,42.37794759154555,45.0036228435528,49.39101106487669,59.14042475091148,63.527812972235374,66.15348822424262,7.227251180022027,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,disp=0.0281 ref=0.1389 ratio=0.500 b_pt=+3.631; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,54.265717907894086,54.265717907894086,W2,PIT,5,18,42.37794759154555,45.0036228435528,49.39101106487669,59.14042475091148,63.527812972235374,66.15348822424262,7.227251180022027,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,disp=0.0281 ref=0.1389 ratio=0.500 b_pt=+3.631; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-08-06,1,839.4661616666666,839.4661616666666,W1,PIT,5,18,197.07830554816297,338.9637770129614,576.0481787514311,1102.884144581902,1339.9685463203718,1481.8540177851703,390.5440858643989,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,disp=0.0459 ref=0.1399 ratio=0.500 b_pt=+4.311; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-08-06,1,839.4661616666666,839.4661616666666,W2,PIT,5,18,197.07830554816297,338.9637770129614,576.0481787514311,1102.884144581902,1339.9685463203718,1481.8540177851703,390.5440858643989,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,disp=0.0459 ref=0.1399 ratio=0.500 b_pt=+4.311; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,33.55833222226671,33.55833222226671,W1,PIT,5,18,19.479946648250866,22.589467408344387,27.785340259096596,39.331324185436834,44.52719703618904,47.63671779628256,8.559050692011027,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,disp=0.0459 ref=0.1399 ratio=0.500 b_pt=+4.311; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,33.55833222226671,33.55833222226671,W2,PIT,5,18,19.479946648250866,22.589467408344387,27.785340259096596,39.331324185436834,44.52719703618904,47.63671779628256,8.559050692011027,,,,,,LSEG,2024-08-05,2024-08-06,ew_usd,disp=0.0459 ref=0.1399 ratio=0.500 b_pt=+4.311; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q3,2024-08-06,0,2117.788684160159,2117.788684160159,W1,PIT,5,18,1193.5420643006325,1397.682236253578,1738.7915129018213,2496.7858554184963,2837.8951320667397,3042.0353040196856,561.9020469149589,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+2.708; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q3,2024-08-06,0,2117.788684160159,2117.788684160159,W2,PIT,5,18,1193.5420643006325,1397.682236253578,1738.7915129018213,2496.7858554184963,2837.8951320667397,3042.0353040196856,561.9020469149589,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+2.708; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.80392828224366,53.80392828224366,W1,PIT,5,18,42.72503569013605,45.172052525474655,49.26091036596293,58.34694619852439,62.435804039012666,64.88282087435127,6.735488441388507,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+2.708; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,53.80392828224366,53.80392828224366,W2,PIT,5,18,42.72503569013605,45.172052525474655,49.26091036596293,58.34694619852439,62.435804039012666,64.88282087435127,6.735488441388507,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+2.708; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-08-06,1,842.1819406528888,842.1819406528888,W1,PIT,5,18,251.13215185564277,381.6784832408311,599.8156790797167,1084.5482022260608,1302.6853980649464,1433.2317294501347,359.33275709929393,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+3.133; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-08-06,1,842.1819406528888,842.1819406528888,W2,PIT,5,18,251.13215185564277,381.6784832408311,599.8156790797167,1084.5482022260608,1302.6853980649464,1433.2317294501347,359.33275709929393,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+3.133; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,32.96909095242987,32.96909095242987,W1,PIT,5,18,19.419527794661075,22.412246505749913,27.412948253892274,38.52523365096747,43.525935399109834,46.51865411019867,8.237549491185545,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+3.133; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,32.96909095242987,32.96909095242987,W2,PIT,5,18,19.419527794661075,22.412246505749913,27.412948253892274,38.52523365096747,43.525935399109834,46.51865411019867,8.237549491185545,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_med,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+3.133; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q3,2024-08-06,0,2139.218903821789,2139.218903821789,W1,PIT,5,18,1265.3698144712619,1458.3785845634413,1780.8877767673453,2497.5500308762325,2820.0592230801362,3013.0679931723157,531.2625239305308,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+3.787; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q3,2024-08-06,0,2139.218903821789,2139.218903821789,W2,PIT,5,18,1265.3698144712619,1458.3785845634413,1780.8877767673453,2497.5500308762325,2820.0592230801362,3013.0679931723157,531.2625239305308,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+3.787; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,54.343727674072966,54.343727674072966,W1,PIT,5,18,47.399872758528765,48.93357567506304,51.49632600219069,57.19112934595524,59.75387967308289,61.287582589617166,4.221564035709218,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+3.787; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q3,2024-08-06,0,54.343727674072966,54.343727674072966,W2,PIT,5,18,47.399872758528765,48.93357567506304,51.49632600219069,57.19112934595524,59.75387967308289,61.287582589617166,4.221564035709218,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,disp=0.0281 ref=0.1061 ratio=0.500 b_pt=+3.787; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-08-06,1,848.0710004416369,848.0710004416369,W1,PIT,5,18,254.45099575003445,385.565015783854,604.6507944638508,1091.491206419423,1310.5769850994197,1441.6910051332393,360.8953374117562,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+3.419; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-08-06,1,848.0710004416369,848.0710004416369,W2,PIT,5,18,254.45099575003445,385.565015783854,604.6507944638508,1091.491206419423,1310.5769850994197,1441.6910051332393,360.8953374117562,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+3.419; sigma relative n=11 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,33.11207525136506,33.11207525136506,W1,PIT,5,18,20.875831813602023,23.578475010525693,28.094473293085326,38.129677209644804,42.64567549220443,45.34831868912811,7.439107794923593,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+3.419; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-08-06,1,33.11207525136506,33.11207525136506,W2,PIT,5,18,20.875831813602023,23.578475010525693,28.094473293085326,38.129677209644804,42.64567549220443,45.34831868912811,7.439107794923593,,,,,,LSEG,2024-08-05,2024-08-06,rw_hl4_from21,disp=0.0459 ref=0.0933 ratio=0.500 b_pt=+3.419; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-11-07,0,754.8713677558361,754.8713677558361,W1,PIT,5,19,420.7284154515983,494.53122768219026,617.8524909776194,891.8902445340528,1015.2115078294819,1089.014320060074,203.1444906885298,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,disp=0.0375 ref=0.0939 ratio=0.500 b_pt=+1.728; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-11-07,0,754.8713677558361,754.8713677558361,W2,PIT,5,19,420.7284154515983,494.53122768219026,617.8524909776194,891.8902445340528,1015.2115078294819,1089.014320060074,203.1444906885298,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,disp=0.0375 ref=0.0939 ratio=0.500 b_pt=+1.728; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,30.799121780178687,30.799121780178687,W1,PIT,5,19,21.874403090395596,23.845623291602166,27.13944581813049,34.458797742226885,37.75262026875521,39.72384046996178,5.4258437003442825,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,disp=0.0375 ref=0.0939 ratio=0.500 b_pt=+1.728; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,30.799121780178687,30.799121780178687,W2,PIT,5,19,21.874403090395596,23.845623291602166,27.13944581813049,34.458797742226885,37.75262026875521,39.72384046996178,5.4258437003442825,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,disp=0.0375 ref=0.0939 ratio=0.500 b_pt=+1.728; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2025Q1,2024-11-07,1,479.48701499213746,479.48701499213746,W1,PIT,5,19,139.16411723303816,214.3319061924679,339.93398575331526,619.0400442309597,744.6421237918071,819.8099127512368,206.90163074865495,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,disp=0.0847 ref=0.0918 ratio=0.923 b_pt=+1.918; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2025Q1,2024-11-07,1,479.48701499213746,479.48701499213746,W2,PIT,5,19,139.16411723303816,214.3319061924679,339.93398575331526,619.0400442309597,744.6421237918071,819.8099127512368,206.90163074865495,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,disp=0.0847 ref=0.0918 ratio=0.923 b_pt=+1.918; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,20.454404857860077,20.454404857860077,W1,PIT,5,19,9.662758794522704,12.046330923095754,16.02917544036146,24.879634275358693,28.8624787926244,31.24605092119745,6.560854951779704,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,disp=0.0847 ref=0.0918 ratio=0.923 b_pt=+1.918; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,20.454404857860077,20.454404857860077,W2,PIT,5,19,9.662758794522704,12.046330923095754,16.02917544036146,24.879634275358693,28.8624787926244,31.24605092119745,6.560854951779704,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4,disp=0.0847 ref=0.0918 ratio=0.923 b_pt=+1.918; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-11-07,0,771.8107575900654,771.8107575900654,W1,PIT,5,19,424.11313587894057,500.90979464792485,629.23364424147,914.3878709386606,1042.7117205322058,1119.5083793011902,211.3851445587522,,,,,,LSEG,2024-11-06,2024-11-07,ew,disp=0.0375 ref=0.1311 ratio=0.500 b_pt=+3.353; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-11-07,0,771.8107575900654,771.8107575900654,W2,PIT,5,19,424.11313587894057,500.90979464792485,629.23364424147,914.3878709386606,1042.7117205322058,1119.5083793011902,211.3851445587522,,,,,,LSEG,2024-11-06,2024-11-07,ew,disp=0.0375 ref=0.1311 ratio=0.500 b_pt=+3.353; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.611624164055673,31.611624164055673,W1,PIT,5,19,22.247030996073754,24.31540713995596,27.771572986817148,35.4516753412942,38.90784118815539,40.97621733203759,5.693268394548884,,,,,,LSEG,2024-11-06,2024-11-07,ew,disp=0.0375 ref=0.1311 ratio=0.500 b_pt=+3.353; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,31.611624164055673,31.611624164055673,W2,PIT,5,19,22.247030996073754,24.31540713995596,27.771572986817148,35.4516753412942,38.90784118815539,40.97621733203759,5.693268394548884,,,,,,LSEG,2024-11-06,2024-11-07,ew,disp=0.0375 ref=0.1311 ratio=0.500 b_pt=+3.353; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2025Q1,2024-11-07,1,486.8799121722881,486.8799121722881,W1,PIT,5,19,136.59543698037956,213.96345917449005,343.24203199954593,630.5177923450302,759.796365170086,837.1643873641966,212.95783980554938,,,,,,LSEG,2024-11-06,2024-11-07,ew,disp=0.0847 ref=0.1360 ratio=0.623 b_pt=+3.947; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2025Q1,2024-11-07,1,486.8799121722881,486.8799121722881,W2,PIT,5,19,136.59543698037956,213.96345917449005,343.24203199954593,630.5177923450302,759.796365170086,837.1643873641966,212.95783980554938,,,,,,LSEG,2024-11-06,2024-11-07,ew,disp=0.0847 ref=0.1360 ratio=0.623 b_pt=+3.947; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,21.142571422703355,21.142571422703355,W1,PIT,5,19,9.940689767227424,12.414871439315073,16.549120530947537,25.736022314459174,29.87027140609164,32.344453078179285,6.810260482713711,,,,,,LSEG,2024-11-06,2024-11-07,ew,disp=0.0847 ref=0.1360 ratio=0.623 b_pt=+3.947; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2025Q1,2024-11-07,1,21.142571422703355,21.142571422703355,W2,PIT,5,19,9.940689767227424,12.414871439315073,16.549120530947537,25.736022314459174,29.87027140609164,32.344453078179285,6.810260482713711,,,,,,LSEG,2024-11-06,2024-11-07,ew,disp=0.0847 ref=0.1360 ratio=0.623 b_pt=+3.947; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-11-07,0,747.295369147981,747.295369147981,W1,PIT,5,19,404.4511831156136,480.1758539836038,606.7084587967338,887.8822794992282,1014.4148843123581,1090.1395551803482,208.43446517960726,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,disp=0.0375 ref=0.0939 ratio=0.500 b_pt=+1.728; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2024Q4,2024-11-07,0,747.295369147981,747.295369147981,W2,PIT,5,19,404.4511831156136,480.1758539836038,606.7084587967338,887.8822794992282,1014.4148843123581,1090.1395551803482,208.43446517960726,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,disp=0.0375 ref=0.0939 ratio=0.500 b_pt=+1.728; sigma relative n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,30.799121780178687,30.799121780178687,W1,PIT,5,19,21.874403090395596,23.845623291602166,27.13944581813049,34.458797742226885,37.75262026875521,39.72384046996178,5.4258437003442825,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,disp=0.0375 ref=0.0939 ratio=0.500 b_pt=+1.728; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,2024Q4,2024-11-07,0,30.799121780178687,30.799121780178687,W2,PIT,5,19,21.874403090395596,23.845623291602166,27.13944581813049,34.458797742226885,37.75262026875521,39.72384046996178,5.4258437003442825,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,disp=0.0375 ref=0.0939 ratio=0.500 b_pt=+1.728; sigma additive n=12 (PIT); street_src=street_pit,1.0
street-bias,dispersion_conditioned,adj_ebitda_musd,2025Q1,2024-11-07,1,482.37176843431837,482.37176843431837,W1,PIT,5,19,126.7838729199173,205.32327200987933,336.55916426796915,628.1843726006675,759.4202648587574,837.9596639487195,216.18209042310846,,,,,,LSEG,2024-11-06,2024-11-07,rw_hl4_usd,disp=0.0847 ref=0.0918 ratio=0.923 b_pt=+1.918; sigma relative n=12 (PIT); street_src=street_pit,1.0
