method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
below-ebitda,tax,tax_rate_pct,2023Q1,2023-02-14,0,10.0,10.0,W1,PIT,2,12,-103.15782757002839,-78.16443524203886,-36.40157251675714,56.40157251675714,98.16443524203886,123.15782757002839,68.7950743554927,,,,,,,,2023-02-14,guide_or_ttm|rw,ETR 10.0 src ttm; sigma additive n=5 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q2,2024-05-08,0,10.0,10.0,W2,PIT,2,17,-79.53086944032762,-59.75600990616668,-26.713086668730185,46.713086668730185,79.75600990616668,99.53086944032762,54.43090374324781,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=8 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q2,2024-05-08,0,17.5,17.5,W1,full_sample,2,17,-45.16271169863056,-31.322275102670382,-8.19551239556306,43.19551239556306,66.32227510267037,80.16271169863056,38.09622368329999,,,,,,,,2024-05-08,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q2,2024-05-08,0,17.5,17.5,W2,full_sample,2,17,-45.16271169863056,-31.322275102670382,-8.19551239556306,43.19551239556306,66.32227510267037,80.16271169863056,38.09622368329999,,,,,,,,2024-05-08,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q2,2024-05-08,0,10.0,10.0,W1,full_sample,2,17,-52.84869809845054,-38.96718231991685,-15.771778099878006,35.771778099878006,58.96718231991685,72.84869809845054,38.20929538571322,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q2,2024-05-08,0,10.0,10.0,W2,full_sample,2,17,-52.84869809845054,-38.96718231991685,-15.771778099878006,35.771778099878006,58.96718231991685,72.84869809845054,38.20929538571322,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,17.5,17.5,W1,PIT,2,17,-78.82188039143804,-57.547076888312716,-21.99781304495044,56.99781304495044,92.54707688831272,113.82188039143804,58.55954524656303,,,,,,,,2024-05-08,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,17.5,17.5,W2,PIT,2,17,-78.82188039143804,-57.547076888312716,-21.99781304495044,56.99781304495044,92.54707688831272,113.82188039143804,58.55954524656303,,,,,,,,2024-05-08,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,10.0,10.0,W1,PIT,2,17,-86.32188039143804,-65.04707688831272,-29.49781304495044,49.49781304495044,85.04707688831272,106.32188039143804,58.55954524656303,,,,,,,,2024-05-08,ttm|rw,ETR ttm 10.0; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,10.0,10.0,W2,PIT,2,17,-86.32188039143804,-65.04707688831272,-29.49781304495044,49.49781304495044,85.04707688831272,106.32188039143804,58.55954524656303,,,,,,,,2024-05-08,ttm|rw,ETR ttm 10.0; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,17.5,17.5,W1,full_sample,2,17,-47.1895769315267,-32.90146261808485,-9.026650073844493,44.02665007384449,67.90146261808485,82.1895769315267,39.32847024900364,,,,,,,,2024-05-08,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,17.5,17.5,W2,full_sample,2,17,-47.1895769315267,-32.90146261808485,-9.026650073844493,44.02665007384449,67.90146261808485,82.1895769315267,39.32847024900364,,,,,,,,2024-05-08,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,10.0,10.0,W1,full_sample,2,17,-55.26874292925926,-40.852707080779076,-16.76414326030918,36.76414326030918,60.852707080779076,75.26874292925926,39.680578174136144,,,,,,,,2024-05-08,ttm|rw,ETR ttm 10.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,10.0,10.0,W2,full_sample,2,17,-55.26874292925926,-40.852707080779076,-16.76414326030918,36.76414326030918,60.852707080779076,75.26874292925926,39.680578174136144,,,,,,,,2024-05-08,ttm|rw,ETR ttm 10.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,17.5,17.5,W1,PIT,2,17,-78.82188039143804,-57.547076888312716,-21.99781304495044,56.99781304495044,92.54707688831272,113.82188039143804,58.55954524656303,,,,,,,,2024-05-08,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,17.5,17.5,W2,PIT,2,17,-78.82188039143804,-57.547076888312716,-21.99781304495044,56.99781304495044,92.54707688831272,113.82188039143804,58.55954524656303,,,,,,,,2024-05-08,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,10.0,10.0,W1,PIT,2,17,-86.32188039143804,-65.04707688831272,-29.49781304495044,49.49781304495044,85.04707688831272,106.32188039143804,58.55954524656303,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,10.0,10.0,W2,PIT,2,17,-86.32188039143804,-65.04707688831272,-29.49781304495044,49.49781304495044,85.04707688831272,106.32188039143804,58.55954524656303,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,17.5,17.5,W1,full_sample,2,17,-47.1895769315267,-32.90146261808485,-9.026650073844493,44.02665007384449,67.90146261808485,82.1895769315267,39.32847024900364,,,,,,,,2024-05-08,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,17.5,17.5,W2,full_sample,2,17,-47.1895769315267,-32.90146261808485,-9.026650073844493,44.02665007384449,67.90146261808485,82.1895769315267,39.32847024900364,,,,,,,,2024-05-08,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,10.0,10.0,W1,full_sample,2,17,-55.26874292925926,-40.852707080779076,-16.76414326030918,36.76414326030918,60.852707080779076,75.26874292925926,39.680578174136144,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-05-08,1,10.0,10.0,W2,full_sample,2,17,-55.26874292925926,-40.852707080779076,-16.76414326030918,36.76414326030918,60.852707080779076,75.26874292925926,39.680578174136144,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,17.5,17.5,W1,PIT,2,17,-0.48245437558570003,3.4893657528189834,10.1261030398305,24.8738969601695,31.510634247181017,35.482454375585704,10.932555992179013,,,,,,,,2024-05-08,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=6 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,17.5,17.5,W2,PIT,2,17,-0.48245437558570003,3.4893657528189834,10.1261030398305,24.8738969601695,31.510634247181017,35.482454375585704,10.932555992179013,,,,,,,,2024-05-08,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=6 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,10.0,10.0,W1,PIT,2,17,-7.9824543755857,-4.010634247181017,2.626103039830501,17.3738969601695,24.010634247181017,27.9824543755857,10.932555992179013,,,,,,,,2024-05-08,ttm|rw,ETR ttm 10.0; sigma additive n=6 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,10.0,10.0,W2,PIT,2,17,-7.9824543755857,-4.010634247181017,2.626103039830501,17.3738969601695,24.010634247181017,27.9824543755857,10.932555992179013,,,,,,,,2024-05-08,ttm|rw,ETR ttm 10.0; sigma additive n=6 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,17.5,17.5,W1,full_sample,2,17,0.5151657510163012,4.2666395564674815,10.535187799080157,24.464812200919845,30.73336044353252,34.4848342489837,10.326046020558643,,,,,,,,2024-05-08,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,17.5,17.5,W2,full_sample,2,17,0.5151657510163012,4.2666395564674815,10.535187799080157,24.464812200919845,30.73336044353252,34.4848342489837,10.326046020558643,,,,,,,,2024-05-08,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,10.0,10.0,W1,full_sample,2,17,-8.56839900181123,-4.46716012933717,2.3858302045484514,17.61416979545155,24.46716012933717,28.56839900181123,11.288785030814811,,,,,,,,2024-05-08,ttm|rw,ETR ttm 10.0; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,10.0,10.0,W2,full_sample,2,17,-8.56839900181123,-4.46716012933717,2.3858302045484514,17.61416979545155,24.46716012933717,28.56839900181123,11.288785030814811,,,,,,,,2024-05-08,ttm|rw,ETR ttm 10.0; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,17.5,17.5,W1,PIT,2,17,-0.48245437558570003,3.4893657528189834,10.1261030398305,24.8738969601695,31.510634247181017,35.482454375585704,10.932555992179013,,,,,,,,2024-05-08,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=6 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,17.5,17.5,W2,PIT,2,17,-0.48245437558570003,3.4893657528189834,10.1261030398305,24.8738969601695,31.510634247181017,35.482454375585704,10.932555992179013,,,,,,,,2024-05-08,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=6 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,10.0,10.0,W1,PIT,2,17,-7.9824543755857,-4.010634247181017,2.626103039830501,17.3738969601695,24.010634247181017,27.9824543755857,10.932555992179013,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=6 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,10.0,10.0,W2,PIT,2,17,-7.9824543755857,-4.010634247181017,2.626103039830501,17.3738969601695,24.010634247181017,27.9824543755857,10.932555992179013,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=6 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,17.5,17.5,W1,full_sample,2,17,0.5151657510163012,4.2666395564674815,10.535187799080157,24.464812200919845,30.73336044353252,34.4848342489837,10.326046020558643,,,,,,,,2024-05-08,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,17.5,17.5,W2,full_sample,2,17,0.5151657510163012,4.2666395564674815,10.535187799080157,24.464812200919845,30.73336044353252,34.4848342489837,10.326046020558643,,,,,,,,2024-05-08,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,10.0,10.0,W1,full_sample,2,17,-8.56839900181123,-4.46716012933717,2.3858302045484514,17.61416979545155,24.46716012933717,28.56839900181123,11.288785030814811,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-05-08,2,10.0,10.0,W2,full_sample,2,17,-8.56839900181123,-4.46716012933717,2.3858302045484514,17.61416979545155,24.46716012933717,28.56839900181123,11.288785030814811,,,,,,,,2024-05-08,ttm|eq,ETR ttm 10.0; sigma additive n=15 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,17.5,17.5,W1,PIT,2,18,-67.01513488916997,-48.34811052772437,-17.15633128999763,52.15633128999763,83.34811052772437,102.01513488916997,51.3815536558156,,,,,,,,2024-08-06,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,17.5,17.5,W2,PIT,2,18,-67.01513488916997,-48.34811052772437,-17.15633128999763,52.15633128999763,83.34811052772437,102.01513488916997,51.3815536558156,,,,,,,,2024-08-06,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,10.0,10.0,W1,PIT,2,18,-74.53913590659818,-55.86681039314449,-24.666173162845375,44.666173162845375,75.86681039314449,94.53913590659818,51.396145238333915,,,,,,,,2024-08-06,ttm|rw,ETR ttm 10.0; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,10.0,10.0,W2,PIT,2,18,-74.53913590659818,-55.86681039314449,-24.666173162845375,44.666173162845375,75.86681039314449,94.53913590659818,51.396145238333915,,,,,,,,2024-08-06,ttm|rw,ETR ttm 10.0; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,17.5,17.5,W1,full_sample,2,18,-45.16271169863056,-31.322275102670382,-8.19551239556306,43.19551239556306,66.32227510267037,80.16271169863056,38.09622368329999,,,,,,,,2024-08-06,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,17.5,17.5,W2,full_sample,2,18,-45.16271169863056,-31.322275102670382,-8.19551239556306,43.19551239556306,66.32227510267037,80.16271169863056,38.09622368329999,,,,,,,,2024-08-06,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,10.0,10.0,W1,full_sample,2,18,-52.84869809845054,-38.96718231991685,-15.771778099878006,35.771778099878006,58.96718231991685,72.84869809845054,38.20929538571322,,,,,,,,2024-08-06,ttm|rw,ETR ttm 10.0; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,10.0,10.0,W2,full_sample,2,18,-52.84869809845054,-38.96718231991685,-15.771778099878006,35.771778099878006,58.96718231991685,72.84869809845054,38.20929538571322,,,,,,,,2024-08-06,ttm|rw,ETR ttm 10.0; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,17.5,17.5,W1,PIT,2,18,-67.01513488916997,-48.34811052772437,-17.15633128999763,52.15633128999763,83.34811052772437,102.01513488916997,51.3815536558156,,,,,,,,2024-08-06,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,17.5,17.5,W2,PIT,2,18,-67.01513488916997,-48.34811052772437,-17.15633128999763,52.15633128999763,83.34811052772437,102.01513488916997,51.3815536558156,,,,,,,,2024-08-06,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,10.0,10.0,W1,PIT,2,18,-74.53913590659818,-55.86681039314449,-24.666173162845375,44.666173162845375,75.86681039314449,94.53913590659818,51.396145238333915,,,,,,,,2024-08-06,ttm|eq,ETR ttm 10.0; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,10.0,10.0,W2,PIT,2,18,-74.53913590659818,-55.86681039314449,-24.666173162845375,44.666173162845375,75.86681039314449,94.53913590659818,51.396145238333915,,,,,,,,2024-08-06,ttm|eq,ETR ttm 10.0; sigma additive n=9 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,17.5,17.5,W1,full_sample,2,18,-45.16271169863056,-31.322275102670382,-8.19551239556306,43.19551239556306,66.32227510267037,80.16271169863056,38.09622368329999,,,,,,,,2024-08-06,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,17.5,17.5,W2,full_sample,2,18,-45.16271169863056,-31.322275102670382,-8.19551239556306,43.19551239556306,66.32227510267037,80.16271169863056,38.09622368329999,,,,,,,,2024-08-06,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,10.0,10.0,W1,full_sample,2,18,-52.84869809845054,-38.96718231991685,-15.771778099878006,35.771778099878006,58.96718231991685,72.84869809845054,38.20929538571322,,,,,,,,2024-08-06,ttm|eq,ETR ttm 10.0; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q3,2024-08-06,0,10.0,10.0,W2,full_sample,2,18,-52.84869809845054,-38.96718231991685,-15.771778099878006,35.771778099878006,58.96718231991685,72.84869809845054,38.20929538571322,,,,,,,,2024-08-06,ttm|eq,ETR ttm 10.0; sigma additive n=17 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,17.5,17.5,W1,PIT,2,18,-72.60275382186684,-52.701581057583,-19.447593950913294,54.447593950913294,87.701581057583,107.60275382186684,54.77858476006821,,,,,,,,2024-08-06,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=8 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,17.5,17.5,W2,PIT,2,18,-72.60275382186684,-52.701581057583,-19.447593950913294,54.447593950913294,87.701581057583,107.60275382186684,54.77858476006821,,,,,,,,2024-08-06,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=8 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,10.0,10.0,W1,PIT,2,18,-80.2364320352221,-60.30573350057098,-27.002410126197994,47.002410126197994,80.30573350057098,100.2364320352221,54.859855343155296,,,,,,,,2024-08-06,ttm|rw,ETR ttm 10.0; sigma additive n=8 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,10.0,10.0,W2,PIT,2,18,-80.2364320352221,-60.30573350057098,-27.002410126197994,47.002410126197994,80.30573350057098,100.2364320352221,54.859855343155296,,,,,,,,2024-08-06,ttm|rw,ETR ttm 10.0; sigma additive n=8 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,17.5,17.5,W1,full_sample,2,18,-47.1895769315267,-32.90146261808485,-9.026650073844493,44.02665007384449,67.90146261808485,82.1895769315267,39.32847024900364,,,,,,,,2024-08-06,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,17.5,17.5,W2,full_sample,2,18,-47.1895769315267,-32.90146261808485,-9.026650073844493,44.02665007384449,67.90146261808485,82.1895769315267,39.32847024900364,,,,,,,,2024-08-06,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,10.0,10.0,W1,full_sample,2,18,-55.26874292925926,-40.852707080779076,-16.76414326030918,36.76414326030918,60.852707080779076,75.26874292925926,39.680578174136144,,,,,,,,2024-08-06,ttm|rw,ETR ttm 10.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,10.0,10.0,W2,full_sample,2,18,-55.26874292925926,-40.852707080779076,-16.76414326030918,36.76414326030918,60.852707080779076,75.26874292925926,39.680578174136144,,,,,,,,2024-08-06,ttm|rw,ETR ttm 10.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,17.5,17.5,W1,PIT,2,18,-72.60275382186684,-52.701581057583,-19.447593950913294,54.447593950913294,87.701581057583,107.60275382186684,54.77858476006821,,,,,,,,2024-08-06,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=8 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,17.5,17.5,W2,PIT,2,18,-72.60275382186684,-52.701581057583,-19.447593950913294,54.447593950913294,87.701581057583,107.60275382186684,54.77858476006821,,,,,,,,2024-08-06,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=8 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,10.0,10.0,W1,PIT,2,18,-80.2364320352221,-60.30573350057098,-27.002410126197994,47.002410126197994,80.30573350057098,100.2364320352221,54.859855343155296,,,,,,,,2024-08-06,ttm|eq,ETR ttm 10.0; sigma additive n=8 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,10.0,10.0,W2,PIT,2,18,-80.2364320352221,-60.30573350057098,-27.002410126197994,47.002410126197994,80.30573350057098,100.2364320352221,54.859855343155296,,,,,,,,2024-08-06,ttm|eq,ETR ttm 10.0; sigma additive n=8 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,17.5,17.5,W1,full_sample,2,18,-47.1895769315267,-32.90146261808485,-9.026650073844493,44.02665007384449,67.90146261808485,82.1895769315267,39.32847024900364,,,,,,,,2024-08-06,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,17.5,17.5,W2,full_sample,2,18,-47.1895769315267,-32.90146261808485,-9.026650073844493,44.02665007384449,67.90146261808485,82.1895769315267,39.32847024900364,,,,,,,,2024-08-06,guide_or_ttm|eq,ETR 17.5 src guide:S077; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,10.0,10.0,W1,full_sample,2,18,-55.26874292925926,-40.852707080779076,-16.76414326030918,36.76414326030918,60.852707080779076,75.26874292925926,39.680578174136144,,,,,,,,2024-08-06,ttm|eq,ETR ttm 10.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2024Q4,2024-08-06,1,10.0,10.0,W2,full_sample,2,18,-55.26874292925926,-40.852707080779076,-16.76414326030918,36.76414326030918,60.852707080779076,75.26874292925926,39.680578174136144,,,,,,,,2024-08-06,ttm|eq,ETR ttm 10.0; sigma additive n=16 (full_sample); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q1,2024-08-06,2,17.5,17.5,W1,PIT,2,18,0.03252480097164678,3.89060046399697,10.337275736574416,24.662724263425584,31.109399536003032,34.96747519902836,10.619470883498677,,,,,,,,2024-08-06,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q1,2024-08-06,2,17.5,17.5,W2,PIT,2,18,0.03252480097164678,3.89060046399697,10.337275736574416,24.662724263425584,31.109399536003032,34.96747519902836,10.619470883498677,,,,,,,,2024-08-06,guide_or_ttm|rw,ETR 17.5 src guide:S077; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
below-ebitda,tax,tax_rate_pct,2025Q1,2024-08-06,2,10.0,10.0,W1,PIT,2,18,-7.467475199028353,-3.60939953600303,2.837275736574415,17.162724263425584,23.609399536003032,27.467475199028353,10.619470883498677,,,,,,,,2024-08-06,ttm|rw,ETR ttm 10.0; sigma additive n=7 (PIT); pool ex 2023Q3/2023Q4 discrete items,1.0
