market,dump_date,snapshot,quarter,region,segment,n_listings_dump,scope_ratio,short_stay_only,scope_ok,level,n_listings,n_listings_min28,share_listings_min28,runs_le90,nights_le90,runs_le30,nights_le30,runs_over90,runs_over30,mean_run_cap30,mean_run_cap90,share_runs_at_cap90,share_runs_over30,share_runs_lt7,share_nights_lt7,share_runs_n7_27,share_nights_n7_27,share_runs_ge28,share_nights_ge28,w_nights,w_runs,w_mean_run_cap90,w_share_nights_lt7,w_share_runs_lt7,w_share_nights_n7_27,w_share_runs_n7_27,w_share_nights_ge28,w_share_runs_ge28,reg_min_market,n_regions,regions
sunshine-coast,2025-08-31,2025-09-15,3Q25,apac,all,7173.0,0.9648910411622276,False,True,market,5377,30.0,0.0055793193230425885,42532.0,343636.0,40832.0,260607.0,2790.0,4490.0,6.38242065047022,8.079469575848773,0.06155950752393981,0.09906888486827589,0.6295024922411361,0.2435076650874763,0.3163265306122449,0.4634235062682606,0.05417097714661902,0.2930688286442631,452201.0,85111.98301621641,5.313012151459825,0.3930010362647748,0.7701203638631761,0.4483772666054557,0.209418938158367,0.1586216971297695,0.020460697978457024,False,,
sunshine-coast,2025-08-31,2025-09-15,3Q25,apac,entire,7173.0,0.9648910411622276,False,True,market,5047,29.0,0.005745987715474539,40904.0,331690.0,39301.0,253625.0,2549.0,4152.0,6.453398132363044,8.108986896147076,0.05866108208869353,0.0955515154304651,0.6241687854488559,0.243064307033676,0.3221934285155486,0.4694292863818626,0.05363778603559554,0.2875064065844614,427217.0,78644.97683904793,5.4322223385522435,0.39046234640315114,0.7620224402834308,0.45354228291574367,0.21730211695963988,0.15599537068110525,0.020675442756929254,False,,
sunshine-coast,2025-08-31,2025-09-15,3Q25,apac,private,7173.0,0.9648910411622276,False,True,market,330,1.0,0.0030303030303030303,1628.0,11946.0,1531.0,6982.0,241.0,338.0,4.56041802743305,7.337837837837838,0.12894596040663456,0.18084537185660782,0.7635135135135135,0.255817846978068,0.16891891891891891,0.29666834086723587,0.06756756756756757,0.44751381215469616,24984.0,6467.006177168501,3.8633023249931293,0.4364116777398501,0.8685988552896804,0.3600574309893699,0.1135519485097456,0.20353089127078003,0.01784919620057407,False,,
sunshine-coast,2025-11-30,2025-12-15,4Q25,apac,all,7434.0,1.0,False,True,market,5487,29.0,0.005285219609987243,37123.0,332583.0,35164.0,238630.0,2677.0,4636.0,6.786201797292685,8.958947283355332,0.06726130653266332,0.11648241206030151,0.6022411981790264,0.21369402525083964,0.3304959189720658,0.457245259078185,0.06726288284890769,0.3290607156709754,466779.0,74258.73431630713,6.2858464300205,0.32149076701266965,0.7198475251681713,0.47535296047792974,0.24902801998751112,0.20315627250940063,0.031124454844317567,False,,
sunshine-coast,2025-11-30,2025-12-15,4Q25,apac,entire,7434.0,1.0,False,True,market,5170,27.0,0.005222437137330754,35736.0,321298.0,33865.0,231755.0,2442.0,4313.0,6.843496235050938,8.990877546451758,0.06396353921106396,0.11297082089161298,0.5979404522050593,0.21302653611289207,0.3350962614730244,0.46153726447098953,0.06696328632191627,0.32543619941611834,440842.0,69265.70467623438,6.364506100971733,0.3191786629680618,0.7142124676965531,0.4787764004324156,0.2544040958996283,0.20204493659952258,0.031383436403818646,False,,
sunshine-coast,2025-11-30,2025-12-15,4Q25,apac,private,7434.0,1.0,False,True,market,317,2.0,0.006309148264984227,1387.0,11285.0,1299.0,6875.0,235.0,323.0,5.29253271747498,8.136265320836337,0.14488286066584463,0.19913686806411837,0.7130497476568133,0.23269827204253435,0.21196827685652486,0.3350465219317678,0.07498197548666186,0.43225520602569784,25937.0,4993.029640072746,5.1946417044746624,0.3607887803231134,0.7980197482068935,0.4171659644330738,0.17444851349767987,0.22204525524381286,0.027531738295426683,False,,
sunshine-coast,2026-02-28,2026-03-15,1Q26,apac,all,6413.0,0.8626580575733118,False,True,market,4998,10.0,0.0020008003201280513,41383.0,338237.0,39404.0,241220.0,2129.0,4108.0,6.121713531621155,8.173332044559361,0.048929031071888215,0.09441073726788013,0.649010463233695,0.24928378622090427,0.2885242732523017,0.41266922305957066,0.06246526351400333,0.33804699071952504,437024.0,88951.33960831209,4.913068222742788,0.4329348151268742,0.808239160886059,0.3829504778211434,0.1697270078871875,0.1841147070519824,0.022033831226753654,False,,
sunshine-coast,2026-02-28,2026-03-15,1Q26,apac,entire,6413.0,0.8626580575733118,False,True,market,4726,8.0,0.0016927634363097758,39977.0,327829.0,38082.0,234986.0,1939.0,3834.0,6.170526758048422,8.200440253145558,0.04625918503674015,0.09146865158889207,0.6452710308427346,0.24858691573960814,0.29254321234709957,0.41667454679116245,0.062185756810165846,0.3347385374692294,411187.0,82131.66438272428,5.006436958149479,0.4325070786143867,0.803141113666044,0.3849128327479529,0.17457561059755028,0.18258008863766031,0.022283275736405758,False,,
sunshine-coast,2026-02-28,2026-03-15,1Q26,apac,private,6413.0,0.8626580575733118,False,True,market,272,2.0,0.007352941176470588,1406.0,10408.0,1322.0,6234.0,190.0,274.0,4.7155824508320725,7.4025604551920345,0.11904761904761904,0.17167919799498746,0.7553342816500711,0.2712336664104535,0.17425320056899005,0.28651037663335893,0.07041251778093884,0.4422559569561875,25837.0,6819.675225587816,3.7885968386086892,0.4397420951268813,0.869636674613768,0.3517202717101386,0.11133363908884245,0.20853763316298007,0.019029686297389495,False,,
sunshine-coast,2026-06-30,2026-06-15,2Q26,apac,all,7256.0,0.9760559591068065,False,True,market,5354,13.0,0.002428091146806126,44122.0,363692.0,42217.0,270577.0,2631.0,4536.0,6.409195347845655,8.24287203662572,0.056274463670780484,0.0970205120527025,0.6239970989529033,0.2473824004927246,0.31974978468791077,0.45039758916885714,0.056253116359185895,0.3022200103384182,443555.0,77777.4166853061,5.702876476274089,0.38464208654763743,0.7517711097352655,0.43930142616517254,0.223721343945805,0.17605648728719003,0.024507546318929457,False,,
sunshine-coast,2026-06-30,2026-06-15,2Q26,apac,entire,7256.0,0.9760559591068065,False,True,market,5043,12.0,0.002379535990481856,42267.0,351412.0,40441.0,262302.0,2424.0,4250.0,6.486041393635173,8.314098469254974,0.0542391085453447,0.09509744691324876,0.6174556982989093,0.24508838628162954,0.3261646201528379,0.4552064243679783,0.05637968154825278,0.29970518935039214,416717.99999999994,71678.32049905037,5.813724388331906,0.38271243898591084,0.7443441096154663,0.4450617291714535,0.23127426799460982,0.17222583184263568,0.024381622389923915,False,,
sunshine-coast,2026-06-30,2026-06-15,2Q26,apac,private,7256.0,0.9760559591068065,False,True,market,311,1.0,0.003215434083601286,1855.0,12280.0,1776.0,8275.0,207.0,286.0,4.659346846846847,6.619946091644205,0.10038797284190107,0.13870029097963144,0.7730458221024259,0.31302931596091205,0.17358490566037735,0.31278501628664496,0.053369272237196765,0.374185667752443,26837.0,6099.096186255731,4.40016015167575,0.4146051551703441,0.8390553365577766,0.3498569298290919,0.1349572231412807,0.23553791500056406,0.025987440300942605,False,,
sunshine-coast,2026-08-31,2026-08-20,3Q26,apac,all,7231.0,0.972693032015066,False,True,market,5354,13.0,0.002428091146806126,44166.0,355816.0,42351.0,269700.0,2483.0,4298.0,6.36820854289155,8.056332925780012,0.05322729318956462,0.09213487963300392,0.6277453244577277,0.2530718123974189,0.3214463614545125,0.4701109562245655,0.050808314087759814,0.2768172313780156,445684.0,81115.95080782399,5.494406409115429,0.39890333977791276,0.7624097730657112,0.4467439987827621,0.21715221007202504,0.15435266143932508,0.02043801686226372,False,,
sunshine-coast,2026-08-31,2026-08-20,3Q26,apac,entire,7231.0,0.972693032015066,False,True,market,5032,12.0,0.0023847376788553257,42344.0,343999.0,40602.0,261700.0,2273.0,4015.0,6.445495295798237,8.12391365955035,0.05094470717439541,0.08998812111975256,0.620961647458908,0.2506489844447222,0.3280748157944455,0.4752135907371824,0.05096353674664651,0.2741374248180954,420313.0,75209.97715270787,5.588527159722279,0.39744578249674123,0.7554288134864863,0.452149186366852,0.22411929013443915,0.1504050311364068,0.02045189637907462,False,,
sunshine-coast,2026-08-31,2026-08-20,3Q26,apac,private,7231.0,0.972693032015066,False,True,market,322,1.0,0.003105590062111801,1822.0,11817.0,1749.0,8000.0,210.0,283.0,4.574042309891366,6.485729967069155,0.10334645669291338,0.1392716535433071,0.7854006586169044,0.3236015909283236,0.16739846322722282,0.32157061860032154,0.04720087815587267,0.3548277904713548,25371.0,5905.973655116109,4.295820042817516,0.4230502111476281,0.851309223201705,0.3571980365017509,0.12842950947864634,0.219751752350621,0.0202612673196487,False,,
sydney,2025-09-12,2025-09-15,3Q25,apac,all,17307.0,0.8421897810218978,False,True,market,12920,748.0,0.05789473684210526,73815.0,649378.0,69975.0,447950.0,9344.0,13184.0,6.401571989996428,8.797371807898124,0.11236306352890246,0.15853966497913635,0.633976833976834,0.23216986100545445,0.30222854433380747,0.41892549485815656,0.06379462168935854,0.348904644136389,1184041.0,206218.21001986047,5.741689833725001,0.36133362337609726,0.758296370826337,0.4373009101679639,0.21569643828324953,0.20136546645593884,0.02600719089041343,False,,
sydney,2025-09-12,2025-09-15,3Q25,apac,entire,17307.0,0.8421897810218978,False,True,market,10624,659.0,0.06202936746987952,64198.0,570796.0,60857.0,395590.0,7863.0,11204.0,6.500320423287379,8.891180410604692,0.10911588792828299,0.15547938552060062,0.6279167575313873,0.23290107148613515,0.3081092868936727,0.42131164198768034,0.06397395557494003,0.3457872865261845,1016780.0,167210.32016436424,6.080844764847807,0.3522919930261123,0.739530120997047,0.44457773536058554,0.23264791710120825,0.2031302716133022,0.027821961901744813,False,,
sydney,2025-09-12,2025-09-15,3Q25,apac,private,17307.0,0.8421897810218978,False,True,market,2296,89.0,0.03876306620209059,9617.0,78582.0,9118.0,52360.0,1481.0,1980.0,5.742487387584997,8.171155245918685,0.13344746801225446,0.1784105244188142,0.674430695643132,0.2268585681199257,0.2629718207341167,0.40159324018223,0.06259748362275137,0.3715481916978443,167261.0,39007.88985549625,4.287876135305298,0.41629771486937855,0.8387393441290294,0.39306507324630346,0.14303262050406404,0.19063721188431795,0.018228035366906654,False,,
sydney,2025-12-12,2025-12-15,4Q25,apac,all,20191.0,0.9825304136253041,False,True,market,14053,929.0,0.06610688109300505,67811.0,622663.0,64049.0,433934.0,9933.0,13695.0,6.775031616418679,9.182330300393742,0.1277654867256637,0.17615507306030048,0.6057866717789149,0.215845489454167,0.32450487384052734,0.436292183733416,0.06970845438055773,0.34786232681241697,1303346.0,201811.44953436937,6.458236155615316,0.3173765622980361,0.7115385638881375,0.47062663505150354,0.25596643796594504,0.2119968026504604,0.03249499814591732,False,,
sydney,2025-12-12,2025-12-15,4Q25,apac,entire,20191.0,0.9825304136253041,False,True,market,11488,824.0,0.07172701949860724,57466.0,540456.0,54191.0,376333.0,8326.0,11601.0,6.944566440921924,9.404795879302544,0.12655034046692606,0.17632842898832685,0.5933943549229109,0.21156948946815282,0.33480666829081546,0.4392587000606895,0.07179897678627362,0.3491718104711577,1115425.0,165167.87813368323,6.753280435661949,0.30792466924730966,0.694411266015499,0.4765050226054856,0.2710150861018895,0.21557030814720482,0.03457364788261145,False,,
sydney,2025-12-12,2025-12-15,4Q25,apac,private,20191.0,0.9825304136253041,False,True,market,2565,105.0,0.04093567251461988,10345.0,82207.0,9858.0,57601.0,1607.0,2094.0,5.843071616960844,7.946544224262929,0.13445448460508702,0.17520080321285142,0.6746254229096181,0.243957327234907,0.26727887868535527,0.4167893245100782,0.05809569840502658,0.3392533482550148,187921.0,36643.571400686116,5.128348379177947,0.37347927464049163,0.7887384475144998,0.4357348430889215,0.18813589671723327,0.19078588227058688,0.023125655768266903,False,,
sydney,2026-03-21,2026-03-15,1Q26,apac,all,13443.0,0.6541605839416058,True,False,market,11669,0.0,0.0,63871.0,547445.0,60349.0,355549.0,7392.0,10914.0,5.891547498715803,8.571104257018051,0.10372844252978404,0.15315100402733536,0.6646208764541028,0.2458219547169122,0.27037309577116375,0.370316652814438,0.06500602777473345,0.3838613924686498,1078245.0,199050.76769099454,5.416934646913105,0.40249896277439523,0.7745987546636389,0.4163735623295886,0.2037279284966442,0.18112747489601616,0.021673316839716884,False,,
sydney,2026-03-21,2026-03-15,1Q26,apac,entire,13443.0,0.6541605839416058,True,False,market,9535,0.0,0.0,55101.0,479625.0,52036.0,312482.0,6155.0,9220.0,6.005111845645322,8.704469973321718,0.10047995298419747,0.1505158678333551,0.6554690477486796,0.24426166275736252,0.27901489991107237,0.3743612197028929,0.0655160523402479,0.38137711753974457,914948.0,160274.8996093692,5.708616896531906,0.3924194898254588,0.7574024767633041,0.4242916792249093,0.21955057345862655,0.1832888309496319,0.02304694977806936,False,,
sydney,2026-03-21,2026-03-15,1Q26,apac,private,13443.0,0.6541605839416058,True,False,market,2134,0.0,0.0,8770.0,67820.0,8313.0,43067.0,1237.0,1694.0,5.180680861301576,7.733181299885975,0.12361347057060058,0.16928150294793645,0.7221208665906499,0.2568563845473312,0.2160775370581528,0.34171335889118254,0.061801596351197266,0.4014302565614863,163297.0,38775.86808162538,4.211304816084341,0.45897393546638277,0.8456772849580264,0.3720086002228759,0.1383271274752964,0.16901746431074138,0.015995587566677294,False,,
sydney,2026-06-16,2026-06-15,2Q26,apac,all,19975.0,0.9720194647201946,False,True,market,14509,426.0,0.029361086222344752,74564.0,621487.0,70678.0,417294.0,10188.0,14074.0,5.904156880500297,8.334947159487152,0.12020955257693033,0.16606097791202568,0.6715304972909178,0.25772220496969367,0.2656643956869267,0.3766949268448093,0.06280510702215546,0.36558286818549707,1203332.0,237252.56131009507,5.071945244153612,0.4236893466019773,0.8002589198112358,0.39368385583586024,0.178795152685961,0.1826267975621625,0.02094592750280326,False,,
sydney,2026-06-16,2026-06-15,2Q26,apac,entire,19975.0,0.9720194647201946,False,True,market,11856,364.0,0.03070175438596491,64469.0,547920.0,61052.0,368363.0,8489.0,11906.0,6.033594313044618,8.498968496486684,0.11635461498396338,0.16318978042161245,0.6626905954799981,0.2556924368520952,0.27329414137027097,0.3792122937655132,0.06401526314973088,0.36509526938239156,1022571.0,187882.72274730637,5.4426026249114505,0.4073267620776316,0.7800704123291878,0.40411571960831794,0.19678397291885152,0.18855751831405052,0.02314561475196066,False,,
sydney,2026-06-16,2026-06-15,2Q26,apac,private,19975.0,0.9720194647201946,False,True,market,2653,62.0,0.023369770071617037,10095.0,73567.0,9626.0,48931.0,1699.0,2168.0,5.08321213380428,7.287469044081228,0.14405629981346446,0.18382228251653382,0.7279841505695889,0.27283972433292103,0.21693907875185736,0.3579458180977884,0.05507677067855374,0.36921445756929056,180761.0,49369.83856278872,3.6613650208741837,0.5162530324614532,0.8770886576502098,0.3346704548828569,0.11033658318772617,0.14907651265569,0.01257475916206398,False,,
sydney,2026-08-15,2026-08-20,3Q26,apac,all,20550.0,1.0,False,True,market,14763,451.0,0.030549346338820022,85412.0,691221.0,81430.0,488372.0,10244.0,14226.0,5.997445658848091,8.09278555706458,0.10709207995316551,0.14872041481977086,0.6635367395682106,0.26081528194311226,0.2793167236453894,0.4080894533007533,0.05714653678640004,0.33109526475613443,1232701.0,233220.89277810245,5.285551329969613,0.40557140076939935,0.7804101475785236,0.42204236093337216,0.1987223261040439,0.1723862382972284,0.020867526317432574,False,,
sydney,2026-08-15,2026-08-20,3Q26,apac,entire,20550.0,1.0,False,True,market,12052,377.0,0.03128111516760704,73528.0,604815.0,70086.0,428978.0,8590.0,12032.0,6.120737379790543,8.2256419323251,0.104605567597847,0.14652086022552913,0.6547029702970297,0.25913874490546696,0.2878767272331629,0.4128386366078884,0.05742030246980742,0.32802261848664466,1045576.0,188199.97146516887,5.55566502938344,0.39494129015459184,0.7641219413206333,0.4307390755838096,0.21377206672847404,0.17431963426159852,0.022105991950892648,False,,
sydney,2026-08-15,2026-08-20,3Q26,apac,private,20550.0,1.0,False,True,market,2711,74.0,0.02729620066396164,11884.0,86406.0,11344.0,59394.0,1654.0,2194.0,5.235719322990127,7.270784247728038,0.12217461958930419,0.16206234303442163,0.7181925277684281,0.27255051732518576,0.22635476270615953,0.37484665416753465,0.05545270952541232,0.3526028285072796,187125.0,45020.92131293361,4.156400947446687,0.4649679994931827,0.8484993795079707,0.3734487677879042,0.13581022494137243,0.16158323271891312,0.015690395550656804,False,,
taipei,2025-09-30,2025-09-15,3Q25,apac,all,5964.0,0.9748283752860412,False,True,market,4359,697.0,0.15989905941729754,23441.0,197882.0,22334.0,143035.0,3341.0,4448.0,6.404361063848841,8.441704705430656,0.12474796505115376,0.16608169666193712,0.6377287658376349,0.26042793179773804,0.2995179386544943,0.40930453502592457,0.06275329550787083,0.3302675331763374,465577.0,73843.79625427302,6.304889829835354,0.3510366108976988,0.728997254292849,0.41753073559601506,0.2356101479988478,0.23143265350628614,0.035392597708303164,False,,
taipei,2025-09-30,2025-09-15,3Q25,apac,entire,5964.0,0.9748283752860412,False,True,market,3455,438.0,0.12677279305354558,20407.0,170597.0,19554.0,129291.0,2630.0,3483.0,6.611997545259282,8.359729504581761,0.11416417068194644,0.1511915614012241,0.6266967217131376,0.26921927114779276,0.31582300191110896,0.4345504317191979,0.05748027637575342,0.29623029713300936,402484.0,62170.99752299155,6.473822457990267,0.3529326144666246,0.7123740956324051,0.4358852050961142,0.2538702717874302,0.21118218043726117,0.03375563258016482,False,,
taipei,2025-09-30,2025-09-15,3Q25,apac,private,5964.0,0.9748283752860412,False,True,market,904,259.0,0.28650442477876104,3034.0,27285.0,2780.0,13744.0,711.0,965.0,4.943884892086331,8.993078444297957,0.18985313751668892,0.2576769025367156,0.7119314436387607,0.2054608759391607,0.18984838497033618,0.251456844420011,0.0982201713909031,0.5430822796408283,63093.0,11672.798731281473,5.4051304620647285,0.33894159084102826,0.8175345776627095,0.3004435737511523,0.1383541139521744,0.3606148354078194,0.04411130838511607,False,,
taipei,2025-11-30,2025-12-15,4Q25,apac,all,6118.0,1.0,False,True,market,4502,661.0,0.1468236339404709,21669.0,193696.0,20512.0,139964.0,3261.0,4418.0,6.823517940717629,8.938852738935807,0.13080625752105896,0.17721620537505015,0.5972587567492732,0.2280842144391211,0.33531773501315243,0.44895093342144393,0.06742350823757441,0.322964852139435,491728.0,67081.04093699138,7.330357327965076,0.281984363222239,0.6567746789578878,0.4812855373546882,0.2997929755475999,0.23673009942307266,0.04343234549451229,False,,
taipei,2025-11-30,2025-12-15,4Q25,apac,entire,6118.0,1.0,False,True,market,3522,441.0,0.1252129471890971,18099.0,162399.0,17215.0,121294.0,2620.0,3504.0,7.045832123148417,8.972816177689374,0.12645397943916212,0.1691201312804672,0.5827393778661805,0.2331603027112236,0.3548262334935632,0.4697196411307951,0.06243438864025637,0.29712005615798126,422150.0,56715.982717141065,7.443228165601636,0.28689365720714083,0.6439218122893299,0.4947158199825511,0.3151794620631399,0.21839052281030807,0.0408987256475302,False,,
taipei,2025-11-30,2025-12-15,4Q25,apac,private,6118.0,1.0,False,True,market,980,220.0,0.22448979591836735,3570.0,31297.0,3297.0,18670.0,641.0,914.0,5.662723688201395,8.766666666666667,0.1522203752077891,0.21705058180954642,0.6708683473389355,0.2017445761574592,0.23641456582633052,0.34118286097709044,0.0927170868347339,0.45707256286545034,69578.0,10365.058219850316,6.71274570042934,0.2521982461201913,0.7271035616691882,0.3998000992657479,0.21560052001255545,0.3480016546140608,0.05729591831825632,False,,
taipei,2026-02-28,2026-03-15,1Q26,apac,all,5259.0,0.8595946387708402,False,True,market,4081,410.0,0.10046557216368537,20630.0,179886.0,19541.0,127270.0,2942.0,4031.0,6.512972724016171,8.719631604459526,0.12480909553707789,0.17100797556422875,0.638536112457586,0.2462670802619437,0.290838584585555,0.4017155309473778,0.07062530295685894,0.35201738879067856,432048.99999999994,71219.96456926574,6.066402905603892,0.35536336710335403,0.7433013939263838,0.4260784752495579,0.22362457322991808,0.21855815764708816,0.033074032843698184,False,,
taipei,2026-02-28,2026-03-15,1Q26,apac,entire,5259.0,0.8595946387708402,False,True,market,3229,264.0,0.08175905853205327,17516.0,154192.0,16635.0,112116.0,2364.0,3245.0,6.739765554553652,8.802923041790363,0.11891348088531187,0.16322937625754527,0.6224594656314227,0.2463292518418595,0.30960264900662254,0.4224862509079589,0.06793788536195479,0.33118449725018156,372985.0,59282.66200565228,6.2916371731829095,0.34864427295535244,0.7239345474725973,0.4445391341961721,0.2433706848498797,0.20681659284847548,0.03269476767752293,False,,
taipei,2026-02-28,2026-03-15,1Q26,apac,private,5259.0,0.8595946387708402,False,True,market,852,146.0,0.17136150234741784,3114.0,25694.0,2906.0,15154.0,578.0,786.0,5.214728148657949,8.251123956326268,0.15655471289274106,0.21289274106175515,0.7289659601798331,0.24589398303105783,0.1852922286448298,0.27706857632132015,0.08574181117533719,0.477037440647622,59064.0,11937.302563613464,4.94785146688291,0.39779397340825007,0.8394804265275015,0.3095007142241801,0.12556204571551735,0.2927053123675699,0.03495752775698105,False,,
taipei,2026-06-30,2026-06-15,2Q26,apac,all,6102.0,0.9973847662634848,False,True,market,4335,478.0,0.11026528258362168,19380.0,171281.0,18249.0,118081.0,3096.0,4227.0,6.470546331305825,8.838028895768835,0.13774693005872932,0.1880672717565403,0.6473168214654282,0.2509093244434584,0.27683178534571723,0.38080697800690094,0.07585139318885449,0.36828369754964063,453827.0,78935.50833055752,5.749339043963747,0.3898636548144307,0.7750678409873842,0.395032308438413,0.1936401651602926,0.21510403674715634,0.0312919938523232,False,,
taipei,2026-06-30,2026-06-15,2Q26,apac,entire,6102.0,0.9973847662634848,False,True,market,3422,306.0,0.08942139099941554,16279.0,143635.0,15403.0,103503.0,2499.0,3375.0,6.719665000324612,8.823330671417164,0.1330812653104697,0.17973160080945788,0.6323484243503901,0.2584885299543983,0.2977455617666933,0.40902983256170156,0.06990601388291665,0.33248163748390014,388234.0,64389.74370401478,6.029438504750456,0.3904925129043871,0.7578434758733413,0.4133112811462789,0.2120601668892833,0.19619620594933393,0.030096357237375346,False,,
taipei,2026-06-30,2026-06-15,2Q26,apac,private,6102.0,0.9973847662634848,False,True,market,913,172.0,0.18838992332968238,3101.0,27646.0,2846.0,14578.0,597.0,852.0,5.122276879831342,8.91518864882296,0.16143861546782046,0.23039480800432666,0.7258948726217349,0.2115315054619113,0.1670428893905192,0.23417492584822397,0.10706223798774589,0.5542935686898647,65593.0,14545.764626542761,4.509422617791262,0.3861415489236167,0.8513149468379619,0.2868421251831018,0.11210033409545249,0.32701632589328156,0.03658471906658556,False,,
taipei,2026-08-31,2026-08-20,3Q26,apac,all,6040.0,0.9872507355344884,False,True,market,4280,519.0,0.12126168224299065,23753.0,189863.0,22760.0,142295.0,3196.0,4189.0,6.2519771528998245,7.993221908811519,0.11859438198077851,0.15544176036216556,0.6580642445164822,0.2840416510852562,0.28594282827432327,0.41341388264169426,0.055992927209194625,0.30254446627304954,438522.0,80122.01003175152,5.4731777176610805,0.40249004082554307,0.7745436883336194,0.3999553905355847,0.19817441148828474,0.19755456863887225,0.027281900178095887,False,,
taipei,2026-08-31,2026-08-20,3Q26,apac,entire,6040.0,0.9872507355344884,False,True,market,3404,271.0,0.07961222091656875,20397.0,163917.0,19604.0,126465.0,2541.0,3334.0,6.450979391960824,8.036328871892925,0.11077687679832592,0.14534833028162875,0.6437221159974506,0.28887790772159083,0.30401529636711283,0.433902523838284,0.052262587635436585,0.2772195684401252,372993.0,67239.51991306721,5.547228779774693,0.4077602994597747,0.7633513989684022,0.4182808111958721,0.21225701185182771,0.17395888934435313,0.024391589179769975,False,,
taipei,2026-08-31,2026-08-20,3Q26,apac,private,6040.0,0.9872507355344884,False,True,market,876,248.0,0.2831050228310502,3356.0,25946.0,3156.0,15830.0,655.0,855.0,5.015842839036756,7.731227651966627,0.16330092246322614,0.2131637995512341,0.7452324195470799,0.2534880135666384,0.17610250297973778,0.28397440838664917,0.07866507747318235,0.4625375780467124,65528.99999999999,12882.490118684313,5.086671862061747,0.3724915732957776,0.8329612890235536,0.29564655584647653,0.12467097551833554,0.3318618708577459,0.04236773545811086,False,,
tasmania,2025-09-11,2025-09-15,3Q25,apac,all,6458.0,0.9740573152337858,False,True,market,5373,11.0,0.0020472734040573237,55729.0,306356.0,54641.0,251811.0,2533.0,3621.0,4.608462509836936,5.497245599239175,0.043476022107033746,0.06215028663622944,0.7898580631269178,0.4143055791301623,0.1865994365590626,0.3865470237240335,0.02354250031401963,0.19914739714580423,597194.0,135408.28783511376,4.410320886172058,0.5082126357727503,0.8383684439666336,0.37603167024615913,0.1499065113609145,0.1157556939810905,0.01172504467245203,False,,
tasmania,2025-09-11,2025-09-15,3Q25,apac,entire,6458.0,0.9740573152337858,False,True,market,4907,10.0,0.002037905033625433,51108.0,286601.0,50112.0,236877.0,2331.0,3327.0,4.726951628352491,5.607752211004148,0.04361982821534834,0.06225790153258856,0.7824215387023558,0.412200236565818,0.1940205055959928,0.3933587112396677,0.023557955701651406,0.19444105219451432,563699.0,124748.02962929722,4.518700629381441,0.5057011607043703,0.8320314972380548,0.3804595700497626,0.15608445755932498,0.11383926924586697,0.011884045202620227,False,,
tasmania,2025-09-11,2025-09-15,3Q25,apac,private,6458.0,0.9740573152337858,False,True,market,466,1.0,0.002145922746781116,4621.0,19755.0,4529.0,14934.0,202.0,294.0,3.2974166482667258,4.275048690759576,0.04188264565623056,0.06095791001451379,0.8721056048474356,0.4448494052138699,0.10452283055615667,0.28772462667679066,0.023371564596407705,0.2674259681093394,33495.00000000001,10660.258205816568,3.142043968665233,0.5504791228475585,0.9125243980714487,0.3015130050307102,0.07761120663865118,0.14800787212173125,0.009864395289900123,False,,
tasmania,2025-12-12,2025-12-15,4Q25,apac,all,6630.0,1.0,False,True,market,5467,10.0,0.0018291567587342234,48998.0,313254.0,47652.0,250478.0,2631.0,3977.0,5.256400570805003,6.39319972243765,0.05095973193360321,0.07703035115923221,0.7409486101473529,0.3420514981452751,0.22433568717090493,0.4246298530904633,0.034715702681742115,0.2333186487642616,605880.0,109258.13499806185,5.5453994342000055,0.3934568702486887,0.7708205341519203,0.4441266128806781,0.20664313796133,0.1624165168706332,0.02253632788674973,False,,
tasmania,2025-12-12,2025-12-15,4Q25,apac,entire,6630.0,1.0,False,True,market,4993,9.0,0.0018025235329461246,44751.0,291717.0,43514.0,234509.0,2410.0,3647.0,5.38927701429425,6.518669973855332,0.051101545768749604,0.07733084540192108,0.7325199436884092,0.3396339603108492,0.2322406203213336,0.43039658298967837,0.0352394359902572,0.22996945669947244,572522.0,101383.70320969708,5.647081156779444,0.39184618114031533,0.7646900500745338,0.44788496307815784,0.21250625650331278,0.1602688557815268,0.0228036934221533,False,,
tasmania,2025-12-12,2025-12-15,4Q25,apac,private,6630.0,1.0,False,True,market,474,1.0,0.002109704641350211,4247.0,21537.0,4138.0,15969.0,221.0,330.0,3.859110681488642,5.0711090181304455,0.04946284691136974,0.0738585496866607,0.8297621850718154,0.3747968612155825,0.1410407346362138,0.34651994242466455,0.029197080291970802,0.27868319635975297,33358.0,7874.43178836478,4.236242169154301,0.421101062037889,0.8497508233382313,0.37962220099262994,0.13115519341884588,0.1992767369694811,0.01909398324292294,False,,
tasmania,2026-03-19,2026-03-15,1Q26,apac,all,6031.0,0.9096530920060332,False,True,market,5485,3.0,0.0005469462169553327,46396.0,266338.0,45335.0,212193.0,2446.0,3507.0,4.680555861916841,5.7405379774118455,0.05007984931002007,0.07180295647188895,0.7828692128631779,0.4017188685054329,0.19010259505129753,0.37399845309343765,0.027028192085524615,0.2242826784011294,621075.0,134595.8809937881,4.614368548385697,0.501395908671892,0.8257719644200652,0.3812822972529629,0.16184565848088076,0.11732179407514513,0.012382377099054124,False,,
