quarter,region,metric,value,basis
2Q23,emea,adr_yoy_exfx_pct,6.43116,derived (disclosed reported y/y - basket x pass-through [WS10 fitted 1.04])
2Q23,latam,adr_yoy_exfx_pct,-2.2173790825559845,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
2Q23,na,adr_yoy_exfx_pct,-0.8710000000000001,derived (disclosed reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
2Q23,apac,adr_yoy_reported_pct,-0.6579487676628748,modelled (from modelled levels)
2Q23,emea,adr_yoy_reported_pct,8.0,disclosed (shareholder letter)
2Q23,latam,adr_yoy_reported_pct,0.691784917444016,modelled (from modelled levels)
2Q23,na,adr_yoy_reported_pct,-1.0,disclosed (shareholder letter)
2Q23,apac,fx_contribution_pp,-4.750296,derived (02 basket x pass-through [WS10 fitted 0.86])
2Q23,emea,fx_contribution_pp,1.56884,derived (02 basket x pass-through [WS10 fitted 1.04])
2Q23,latam,fx_contribution_pp,2.9091640000000005,derived (02 basket x pass-through [WS10 fitted 0.62])
2Q23,na,fx_contribution_pp,-0.1289999999999999,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
2Q23,apac,nights_m,11.49451400666974,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
2Q23,emea,nights_m,50.71262047119051,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q23,latam,nights_m,16.262298094622828,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
2Q23,na,nights_m,36.630567427516894,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q23,apac,nights_share_pct,9.986545618305598,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
2Q23,emea,nights_share_pct,44.059618133093416,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q23,latam,nights_share_pct,14.128842827647986,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
2Q23,na,nights_share_pct,31.824993420952996,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
3Q23,apac,adr_sign_statement,,disclosed qualitative: ex-FX up
3Q23,emea,adr_sign_statement,,disclosed qualitative: ex-FX up
3Q23,latam,adr_sign_statement,,disclosed qualitative: ex-FX down
3Q23,na,adr_sign_statement,,disclosed qualitative: ex-FX down
3Q23,apac,adr_usd,115.77537428483356,modelled (10-K annual anchor x mix-adjusted global seasonal)
3Q23,emea,adr_usd,141.18479064239736,"derived (disclosed ex-FX y/y + basket x pass-through, chained)"
3Q23,latam,adr_usd,92.84125122574048,modelled (10-K annual anchor x mix-adjusted global seasonal)
3Q23,na,adr_usd,230.38789307975418,derived (disclosed y/y chained onto modelled base)
3Q23,apac,adr_usd_anchored,115.86457408753553,derived (level rescaled x1.0008 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q23,emea,adr_usd_anchored,140.00389769658628,derived (level rescaled x0.9916 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q23,latam,adr_usd_anchored,92.96552991311708,derived (level rescaled x1.0013 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q23,na,adr_usd_anchored,231.5062895544847,derived (level rescaled x1.0049 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q23,apac,adr_yoy_exfx_pct,4.56896413156886,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
3Q23,emea,adr_yoy_exfx_pct,6.0,disclosed (shareholder letter)
3Q23,latam,adr_yoy_exfx_pct,-3.727777197806721,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
3Q23,na,adr_yoy_exfx_pct,-1.1632,derived (disclosed reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
3Q23,apac,adr_yoy_reported_pct,1.8174801315688605,modelled (from modelled levels)
3Q23,emea,adr_yoy_reported_pct,13.899840000000001,derived (disclosed ex-FX + basket x pass-through)
3Q23,latam,adr_yoy_reported_pct,3.20084680219328,modelled (from modelled levels)
3Q23,na,adr_yoy_reported_pct,-1.0,disclosed (shareholder letter)
3Q23,apac,fx_contribution_pp,-2.7514839999999996,derived (02 basket x pass-through [WS10 fitted 0.86])
3Q23,emea,fx_contribution_pp,7.89984,derived (02 basket x pass-through [WS10 fitted 1.04])
3Q23,latam,fx_contribution_pp,6.928624000000001,derived (02 basket x pass-through [WS10 fitted 0.62])
3Q23,na,fx_contribution_pp,0.1632,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
3Q23,apac,nights_m,14.712311578566146,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q23,emea,nights_m,43.63809429285994,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
3Q23,latam,nights_m,16.41644557009108,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q23,na,nights_m,38.433148558482856,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
3Q23,apac,nights_share_pct,12.996741677178573,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q23,emea,nights_share_pct,38.549553262243755,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
3Q23,latam,nights_share_pct,14.50216039760696,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q23,na,nights_share_pct,33.95154466297072,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
4Q23,apac,adr_sign_statement,,disclosed qualitative: ex-FX up
4Q23,emea,adr_sign_statement,,disclosed qualitative: ex-FX up
4Q23,latam,adr_sign_statement,,disclosed qualitative: ex-FX flat
4Q23,na,adr_sign_statement,,disclosed qualitative: ex-FX flat
4Q23,apac,adr_usd,112.49624328814556,modelled (10-K annual anchor x mix-adjusted global seasonal)
4Q23,emea,adr_usd,135.4704303130342,"derived (disclosed ex-FX y/y + basket x pass-through, chained)"
4Q23,latam,adr_usd,90.21168836277245,modelled (10-K annual anchor x mix-adjusted global seasonal)
4Q23,na,adr_usd,228.4205459726042,derived (disclosed y/y chained onto modelled base)
4Q23,apac,adr_usd_anchored,112.58291666551965,derived (level rescaled x1.0008 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q23,emea,adr_usd_anchored,134.337333222372,derived (level rescaled x0.9916 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q23,latam,adr_usd_anchored,90.3324470779743,derived (level rescaled x1.0013 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q23,na,adr_usd_anchored,229.5293921448436,derived (level rescaled x1.0049 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q23,na,adr_yoy_exfx_exmix_pct,-2.0,disclosed (ex-FX AND mix shift -- not an ex-FX figure)
4Q23,apac,adr_yoy_exfx_pct,1.8479916539629666,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
4Q23,emea,adr_yoy_exfx_pct,6.0,disclosed (shareholder letter)
4Q23,latam,adr_yoy_exfx_pct,-2.799367260371164,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
4Q23,na,adr_yoy_exfx_pct,-0.2236,derived (disclosed reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
4Q23,apac,adr_yoy_reported_pct,0.7937176539629665,modelled (from modelled levels)
4Q23,emea,adr_yoy_reported_pct,11.344560000000001,derived (disclosed ex-FX + basket x pass-through)
4Q23,latam,adr_yoy_reported_pct,2.163174739628837,modelled (from modelled levels)
4Q23,na,adr_yoy_reported_pct,0.0,disclosed (shareholder letter)
4Q23,apac,fx_contribution_pp,-1.0542740000000002,derived (02 basket x pass-through [WS10 fitted 0.86])
4Q23,emea,fx_contribution_pp,5.34456,derived (02 basket x pass-through [WS10 fitted 1.04])
4Q23,latam,fx_contribution_pp,4.962542000000001,derived (02 basket x pass-through [WS10 fitted 0.62])
4Q23,na,fx_contribution_pp,0.2236,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
4Q23,apac,nights_m,10.63516446748084,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q23,emea,nights_m,40.31416219265265,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
4Q23,latam,nights_m,14.71203925519236,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q23,na,nights_m,33.138634084674145,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
4Q23,apac,nights_share_pct,10.764336505547409,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q23,emea,nights_share_pct,40.80380788730026,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
4Q23,latam,nights_share_pct,14.890727991085386,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q23,na,nights_share_pct,33.54112761606695,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q24,apac,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
1Q24,emea,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
1Q24,latam,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
1Q24,na,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
1Q24,apac,adr_usd,122.28165294029903,modelled (10-K annual anchor x mix-adjusted global seasonal)
1Q24,emea,adr_usd,156.2121330596373,derived (disclosed y/y chained onto modelled base)
1Q24,latam,adr_usd,97.67883074916288,modelled (10-K annual anchor x mix-adjusted global seasonal)
1Q24,na,adr_usd,255.64204966636842,derived (disclosed y/y chained onto modelled base)
1Q24,apac,adr_usd_anchored,121.63128127411244,derived (level rescaled x0.9947 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q24,emea,adr_usd_anchored,154.48730641223074,derived (level rescaled x0.9890 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q24,latam,adr_usd_anchored,98.45332343469344,derived (level rescaled x1.0079 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q24,na,adr_usd_anchored,255.26718353836415,derived (level rescaled x0.9985 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q24,emea,adr_yoy_exfx_exmix_pct,4.0,disclosed (ex-FX AND mix shift -- not an ex-FX figure)
1Q24,na,adr_yoy_exfx_exmix_pct,0.0,disclosed (ex-FX AND mix shift -- not an ex-FX figure)
1Q24,apac,adr_yoy_exfx_pct,4.031183808588615,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
1Q24,emea,adr_yoy_exfx_pct,5.01724,derived (disclosed reported y/y - basket x pass-through [WS10 fitted 1.04])
1Q24,latam,adr_yoy_exfx_pct,-4.400258273813396,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
1Q24,na,adr_yoy_exfx_pct,2.7792,derived (disclosed reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
1Q24,apac,adr_yoy_reported_pct,-0.043496191411385166,modelled (from modelled levels)
1Q24,emea,adr_yoy_reported_pct,7.0,disclosed (shareholder letter)
1Q24,latam,adr_yoy_reported_pct,-0.43070827381339605,modelled (from modelled levels)
1Q24,na,adr_yoy_reported_pct,3.0,disclosed (shareholder letter)
1Q24,apac,fx_contribution_pp,-4.074680000000001,derived (02 basket x pass-through [WS10 fitted 0.86])
1Q24,emea,fx_contribution_pp,1.98276,derived (02 basket x pass-through [WS10 fitted 1.04])
1Q24,latam,fx_contribution_pp,3.96955,derived (02 basket x pass-through [WS10 fitted 0.62])
1Q24,na,fx_contribution_pp,0.2208,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
1Q24,apac,nights_m,17.041486540211565,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q24,emea,nights_m,55.8196263499212,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q24,latam,nights_m,19.850463632594895,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q24,na,nights_m,39.88842347727234,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q24,apac,nights_share_pct,12.851799804081118,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q24,emea,nights_share_pct,42.09624913267058,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
1Q24,latam,nights_share_pct,14.970183734988607,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q24,na,nights_share_pct,30.08176732825968,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q24,apac,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
2Q24,emea,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
2Q24,latam,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
2Q24,na,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
2Q24,apac,adr_usd,119.0519302611017,modelled (10-K annual anchor x mix-adjusted global seasonal)
2Q24,emea,adr_usd,147.92068532788917,derived (disclosed y/y chained onto modelled base)
2Q24,latam,adr_usd,95.09892176557995,modelled (10-K annual anchor x mix-adjusted global seasonal)
2Q24,na,adr_usd,254.5657709273012,derived (disclosed y/y chained onto modelled base)
2Q24,apac,adr_usd_anchored,118.41873631593607,derived (level rescaled x0.9947 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q24,emea,adr_usd_anchored,146.2874092515758,derived (level rescaled x0.9890 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q24,latam,adr_usd_anchored,95.85295842576915,derived (level rescaled x1.0079 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q24,na,adr_usd_anchored,254.1924830233962,derived (level rescaled x0.9985 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q24,emea,adr_yoy_exfx_exmix_pct,3.0,disclosed (ex-FX AND mix shift -- not an ex-FX figure)
2Q24,na,adr_yoy_exfx_exmix_pct,1.0,disclosed (ex-FX AND mix shift -- not an ex-FX figure)
2Q24,apac,adr_yoy_exfx_pct,2.3195223668608946,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
2Q24,emea,adr_yoy_exfx_pct,4.60996,derived (disclosed reported y/y - basket x pass-through [WS10 fitted 1.04])
2Q24,latam,adr_yoy_exfx_pct,-0.17540700989947422,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
2Q24,na,adr_yoy_exfx_pct,4.0906,derived (disclosed reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
2Q24,apac,adr_yoy_reported_pct,-0.8021056331391052,modelled (from modelled levels)
2Q24,emea,adr_yoy_reported_pct,4.0,disclosed (shareholder letter)
2Q24,latam,adr_yoy_reported_pct,-1.1863790098994742,modelled (from modelled levels)
2Q24,na,adr_yoy_reported_pct,4.0,disclosed (shareholder letter)
2Q24,apac,fx_contribution_pp,-3.121628,derived (02 basket x pass-through [WS10 fitted 0.86])
2Q24,emea,fx_contribution_pp,-0.6099600000000001,derived (02 basket x pass-through [WS10 fitted 1.04])
2Q24,latam,fx_contribution_pp,-1.010972,derived (02 basket x pass-through [WS10 fitted 0.62])
2Q24,na,fx_contribution_pp,-0.0905999999999999,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
2Q24,apac,nights_m,13.568235231941022,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
2Q24,emea,nights_m,53.93631265102779,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q24,latam,nights_m,19.052835110964534,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
2Q24,na,nights_m,38.54261700606665,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q24,apac,nights_share_pct,10.845911456387707,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
2Q24,emea,nights_share_pct,43.114558474043,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
2Q24,latam,nights_share_pct,15.230084021554385,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
2Q24,na,nights_share_pct,30.80944604801491,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
3Q24,apac,adr_sign_statement,,disclosed qualitative: ex-FX flat to up across all regions
3Q24,emea,adr_sign_statement,,disclosed qualitative: ex-FX flat to up across all regions
3Q24,latam,adr_sign_statement,,disclosed qualitative: ex-FX flat to up across all regions
3Q24,na,adr_sign_statement,,disclosed qualitative: ex-FX flat to up across all regions
3Q24,apac,adr_usd,114.29671121549946,modelled (10-K annual anchor x mix-adjusted global seasonal)
3Q24,emea,adr_usd,149.65587808094122,derived (disclosed y/y chained onto modelled base)
3Q24,latam,adr_usd,91.30044321085064,modelled (10-K annual anchor x mix-adjusted global seasonal)
3Q24,na,adr_usd,237.29952987214682,derived (disclosed y/y chained onto modelled base)
3Q24,apac,adr_usd_anchored,113.68880855205441,derived (level rescaled x0.9947 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q24,emea,adr_usd_anchored,148.00344275854223,derived (level rescaled x0.9890 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q24,latam,adr_usd_anchored,92.024361842044,derived (level rescaled x1.0079 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q24,na,adr_usd_anchored,236.95156068610524,derived (level rescaled x0.9985 to the 10-K annual regional ADR; disclosed y/y no longer exact)
3Q24,emea,adr_yoy_exfx_exmix_pct,3.0,disclosed (ex-FX AND mix shift -- not an ex-FX figure)
3Q24,na,adr_yoy_exfx_exmix_pct,1.0,disclosed (ex-FX AND mix shift -- not an ex-FX figure)
3Q24,apac,adr_yoy_exfx_pct,-1.5166067156406011,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.86])
3Q24,emea,adr_yoy_exfx_pct,4.6136800000000004,derived (disclosed reported y/y - basket x pass-through [WS10 fitted 1.04])
3Q24,latam,adr_yoy_exfx_pct,4.723966263948133,derived (modelled reported y/y - basket x pass-through [WS10 fitted 0.62])
3Q24,na,adr_yoy_exfx_pct,3.3314,derived (disclosed reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
3Q24,apac,adr_yoy_reported_pct,-1.2771827156406013,modelled (from modelled levels)
3Q24,emea,adr_yoy_reported_pct,6.0,disclosed (shareholder letter)
3Q24,latam,adr_yoy_reported_pct,-1.659615736051867,modelled (from modelled levels)
3Q24,na,adr_yoy_reported_pct,3.0,disclosed (shareholder letter)
3Q24,apac,fx_contribution_pp,0.23942399999999994,derived (02 basket x pass-through [WS10 fitted 0.86])
3Q24,emea,fx_contribution_pp,1.38632,derived (02 basket x pass-through [WS10 fitted 1.04])
3Q24,latam,fx_contribution_pp,-6.383582,derived (02 basket x pass-through [WS10 fitted 0.62])
3Q24,na,fx_contribution_pp,-0.3314,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
3Q24,apac,nights_m,17.32105500081517,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q24,emea,nights_m,46.29047668189443,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
3Q24,latam,nights_m,18.855127671527338,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q24,na,nights_m,40.33334064576305,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
3Q24,apac,nights_share_pct,14.105093648872288,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q24,emea,nights_share_pct,37.695827916852146,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
3Q24,latam,nights_share_pct,15.3543384947291,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
3Q24,na,nights_share_pct,32.84473993954646,derived (10-K annual growth; RAS to 10-K annual + letter quarterly nights)
4Q24,apac,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
4Q24,emea,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
4Q24,latam,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
4Q24,na,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
4Q24,apac,adr_usd,113.62120572102702,derived (disclosed y/y chained onto modelled base)
4Q24,emea,adr_usd,143.59865613181626,derived (disclosed y/y chained onto modelled base)
4Q24,latam,adr_usd,85.70110394463383,derived (disclosed y/y chained onto modelled base)
4Q24,na,adr_usd,235.27316235178233,derived (disclosed y/y chained onto modelled base)
4Q24,apac,adr_usd_anchored,113.0168958257806,derived (level rescaled x0.9947 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q24,emea,adr_usd_anchored,142.0131020280683,derived (level rescaled x0.9890 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q24,latam,adr_usd_anchored,86.380625573199,derived (level rescaled x1.0079 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q24,na,adr_usd_anchored,234.92816457262498,derived (level rescaled x0.9985 to the 10-K annual regional ADR; disclosed y/y no longer exact)
4Q24,apac,adr_yoy_exfx_pct,2.0,disclosed (shareholder letter)
4Q24,emea,adr_yoy_exfx_pct,6.0,disclosed (shareholder letter)
4Q24,latam,adr_yoy_exfx_pct,4.0,disclosed (shareholder letter)
4Q24,na,adr_yoy_exfx_pct,3.4676,derived (disclosed reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
4Q24,apac,adr_yoy_reported_pct,1.0,disclosed (shareholder letter)
4Q24,emea,adr_yoy_reported_pct,6.0,disclosed (shareholder letter)
4Q24,latam,adr_yoy_reported_pct,-5.0,disclosed (shareholder letter)
4Q24,na,adr_yoy_reported_pct,3.0,disclosed (shareholder letter)
4Q24,apac,fx_contribution_pp,-1.0040499999999999,derived (02 basket x pass-through [WS10 fitted 0.86])
4Q24,emea,fx_contribution_pp,0.19604000000000002,derived (02 basket x pass-through [WS10 fitted 1.04])
4Q24,latam,fx_contribution_pp,-8.13781,derived (02 basket x pass-through [WS10 fitted 0.62])
4Q24,na,fx_contribution_pp,-0.4676,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
4Q24,apac,nights_m,13.007231357113346,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q24,emea,nights_m,44.74931602447398,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q24,latam,nights_m,18.164337812555505,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q24,na,nights_m,35.07911480585716,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q24,apac,nights_share_pct,11.718226447849862,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q24,emea,nights_share_pct,40.31469912114773,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q24,latam,nights_share_pct,16.36426829959956,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
4Q24,na,nights_share_pct,31.60280613140285,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q25,apac,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
1Q25,emea,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
1Q25,latam,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
1Q25,na,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
1Q25,apac,adr_usd,121.05883641089603,derived (disclosed y/y chained onto modelled base)
1Q25,emea,adr_usd,159.33637572083003,derived (disclosed y/y chained onto modelled base)
1Q25,latam,adr_usd,90.84131259672148,derived (disclosed y/y chained onto modelled base)
1Q25,na,adr_usd,260.7548906596958,derived (disclosed y/y chained onto modelled base)
1Q25,apac,adr_usd_anchored,120.48032950748039,derived (level rescaled x0.9952 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q25,emea,adr_usd_anchored,156.86881313928205,derived (level rescaled x0.9845 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q25,latam,adr_usd_anchored,92.87777373237226,derived (level rescaled x1.0224 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q25,na,adr_usd_anchored,260.9353815886506,derived (level rescaled x1.0007 to the 10-K annual regional ADR; disclosed y/y no longer exact)
1Q25,apac,adr_yoy_exfx_pct,3.0,disclosed (shareholder letter)
1Q25,emea,adr_yoy_exfx_pct,4.0,disclosed (shareholder letter)
1Q25,latam,adr_yoy_exfx_pct,2.0,disclosed (shareholder letter)
1Q25,na,adr_yoy_exfx_pct,3.0,disclosed (shareholder letter)
1Q25,apac,adr_yoy_reported_pct,-1.0,disclosed (shareholder letter)
1Q25,emea,adr_yoy_reported_pct,2.0,disclosed (shareholder letter)
1Q25,latam,adr_yoy_reported_pct,-7.0,disclosed (shareholder letter)
1Q25,na,adr_yoy_reported_pct,2.0,disclosed (shareholder letter)
1Q25,apac,fx_contribution_pp,-3.5345139999999997,derived (02 basket x pass-through [WS10 fitted 0.86])
1Q25,emea,fx_contribution_pp,-2.32804,derived (02 basket x pass-through [WS10 fitted 1.04])
1Q25,latam,fx_contribution_pp,-9.153618,derived (02 basket x pass-through [WS10 fitted 0.62])
1Q25,na,fx_contribution_pp,-0.8171999999999999,derived (02 basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
1Q25,apac,nights_m,19.55631914940849,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q25,emea,nights_m,59.31793003605086,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q25,latam,nights_m,23.887655118920588,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q25,na,nights_m,40.338095695620034,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q25,apac,nights_share_pct,13.666190880089795,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q25,emea,nights_share_pct,41.4520824850111,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q25,latam,nights_share_pct,16.692980516366593,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
1Q25,na,nights_share_pct,28.188746118532528,derived (disclosed nights y/y; RAS to 10-K annual + letter quarterly nights)
2Q25,apac,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
2Q25,emea,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
2Q25,latam,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
2Q25,na,adr_sign_statement,,disclosed qualitative: ex-FX up across all regions
2Q25,apac,adr_usd,121.43296886632373,derived (disclosed y/y chained onto modelled base)
2Q25,emea,adr_usd,161.2335470073992,derived (disclosed y/y chained onto modelled base)
2Q25,latam,adr_usd,92.24595411261254,derived (disclosed y/y chained onto modelled base)
2Q25,na,adr_usd,262.20274405512026,derived (disclosed y/y chained onto modelled base)
2Q25,apac,adr_usd_anchored,120.85267408674247,derived (level rescaled x0.9952 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q25,emea,adr_usd_anchored,158.73660388511564,derived (level rescaled x0.9845 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q25,latam,adr_usd_anchored,94.31390420163558,derived (level rescaled x1.0224 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q25,na,adr_usd_anchored,262.3842371681709,derived (level rescaled x1.0007 to the 10-K annual regional ADR; disclosed y/y no longer exact)
2Q25,apac,adr_yoy_exfx_pct,1.0,disclosed (shareholder letter)
2Q25,emea,adr_yoy_exfx_pct,3.0,disclosed (shareholder letter)
2Q25,latam,adr_yoy_exfx_pct,2.0,disclosed (shareholder letter)
2Q25,na,adr_yoy_exfx_pct,3.3308,derived (disclosed reported y/y - basket x pass-through [NOT IDENTIFIED; 1.00 assumed (NA basket <1% every quarter)])
2Q25,apac,adr_yoy_reported_pct,2.0,disclosed (shareholder letter)
