source,market,dump_date,abnb_region,settlement,cdn_path,listings,listings_with_bookings,weight_source,occ_field_nonnull_share,bedrooms_field_nonnull_share,bedrooms_eh_nonnull_share,bedrooms_priv_nonnull_share,est_nights_ltm,bedroom_nights_ltm,bedrooms_per_booked_night,bedrooms_per_listing,bedrooms_cc_per_booked_night,bedrooms_f_per_booked_night,bedrooms_f_per_listing,capacity_per_booked_night,capacity_per_listing,mean_log_capacity_booked,mean_log_capacity_listing,share_bed_ge3_booked,share_bed_ge4_booked,share_cap_ge6_booked,share_cap_le2_booked,share_cap_ge6_listing,share_cap_le2_listing,share_entire_booked,share_entire_listing,scope_ref_listings,scope_ref_n_dumps,scope_vs_peer,partial_scope,scope_unverified,scope_vs_peer_pit,partial_scope_pit,scope_unverified_pit
ws08_new_market,bogota,2026-08-18,latam,urban,colombia/dc/bogotá,19486,12573,disclosed,1.0,0.7944,0.9755,0.315,1099753.0,1491611.0,1.3563145542680948,1.333572821512881,1.4171897000343132,1.378118541163334,1.4026737144616648,3.2530640971199896,3.093246433336754,1.0576440919146783,0.978397168795256,0.0796651611771006,0.0164937035861688,0.0963625468627955,0.4699455241313277,0.085599917889767,0.5294057271887509,0.8671174345512128,0.7256491840295597,19486,3,1.0,False,False,1.0,False,False
ws08_new_market,brisbane,2025-08-04,apac,urban,australia/qld/brisbane,5774,4751,disclosed,1.0,0.9673,0.9949,0.8863,502334.0,862725.0,1.7174330226502683,1.7357118115691028,1.9049620622079293,1.714598255344054,1.742639418081053,3.708867008802908,3.6546588153792863,1.1603226821448296,1.1230773749160037,0.158946039885813,0.0613954062436546,0.1905365752666552,0.4170113908276167,0.1917215102182196,0.4591271215794942,0.8222736267105153,0.7471423623138206,6147,4,0.9393199934927607,False,False,1.0,False,True
ws08_new_market,brisbane,2025-10-07,apac,urban,australia/qld/brisbane,6072,4915,disclosed,1.0,0.9649,0.9958,0.8732,521128.0,897371.0,1.7219780936737232,1.7404479578392622,1.908876731924436,1.7183168050843556,1.7501646903820818,3.710815768870604,3.662384716732543,1.160997091729403,1.1247343482386862,0.1583967854346724,0.0644620899280023,0.1904119525337345,0.415874794676164,0.1935111989459815,0.4583333333333333,0.8232238528729986,0.7480237154150198,6147,4,0.9877989263055149,False,False,1.0,False,False
ws08_new_market,brisbane,2025-11-11,apac,urban,australia/qld/brisbane,6147,4968,disclosed,1.0,0.9657,0.9959,0.8745,527443.0,907617.0,1.7207868907161532,1.7512607776150968,1.906019213807242,1.718257707467916,1.7625671059053196,3.717749595690909,3.68862859931674,1.1630358775130445,1.1311735527325697,0.1574445011119685,0.0645358834983116,0.1906480889878148,0.4157359183835978,0.1974947128680657,0.4548560273304051,0.8243980866178905,0.7510980966325037,6147,4,1.0,False,False,1.0,False,False
ws08_new_market,brisbane,2026-01-16,apac,urban,australia/qld/brisbane,5663,4767,disclosed,1.0,0.9993,0.9991,1.0,500575.0,862048.0,1.7221155670978374,1.7623167932191417,1.899184940811178,1.7182420216750736,1.7763552887162282,3.749438146131949,3.737065159809288,1.1735032521338342,1.146849362880422,0.1547939869150477,0.0623063477001448,0.1946781201618139,0.4061748988663037,0.2014833127317676,0.442168461945965,0.8275782849722819,0.7656719053505209,6358,6,0.8906888958792073,False,False,0.9212624044249227,False,False
ws08_new_market,brisbane,2026-06-15,apac,urban,australia/qld/brisbane,6347,5075,disclosed,1.0,0.8464,0.9716,0.4472,529234.0,914124.0,1.727258641735036,1.762407436584213,1.9004269594388528,1.727854786351595,1.7740664881046164,3.765476140988674,3.7474397353080193,1.1767582214036536,1.1493638848670813,0.1565148875544655,0.0650298355736781,0.1988742219887611,0.4066783313241401,0.2052938396092642,0.4435166220261541,0.8309726888295159,0.7611469985820073,6412,4,0.9898627573300063,False,False,1.0,False,False
ws08_new_market,brisbane,2026-07-14,apac,urban,australia/qld/brisbane,6358,5075,disclosed,1.0,0.8496,0.9709,0.4691,527796.0,913658.0,1.7310817058105783,1.7598301352626613,1.9046392055539751,1.7324278698588091,1.7720195029883612,3.774308634396623,3.737338785781693,1.179622736897619,1.1472875296738811,0.15798149284951,0.0648527082433364,0.1984971466248323,0.4024679989996135,0.2046240956275558,0.4429065743944637,0.8320961128921023,0.7582573136206354,6412,4,0.9915782907049283,False,False,1.0,False,False
ws08_new_market,brisbane,2026-08-13,apac,urban,australia/qld/brisbane,6412,5108,disclosed,1.0,0.7792,0.9716,0.1739,527594.0,914270.0,1.7329044682085089,1.762788521522146,1.906312946723421,1.7302357494588645,1.7659856519026824,3.770092154194324,3.7417342482844655,1.1799463511721708,1.1489441075234057,0.1582656360762253,0.0650500195225874,0.1974093716001319,0.4002149380015694,0.2053961322520274,0.4399563318777292,0.831466999245632,0.7587336244541485,6412,3,1.0,False,False,1.0,False,False
ws08_new_market,buenos-aires,2025-07-27,latam,urban,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,27429,20743,disclosed,1.0,0.9986,0.999,0.9945,1897496.0,2416112.0,1.273315991179955,1.2744540449888804,1.3377386560226776,1.2057983257935725,1.2377775347260198,3.050507089343008,2.973932698968245,1.018018606985168,0.9868933366519218,0.0495379173394831,0.0128959428636476,0.0629719377537554,0.5010108058198806,0.0527543840460826,0.5146377921178314,0.9591956979092446,0.9143607131138576,27429,6,1.0,False,False,1.0,False,True
ws08_new_market,buenos-aires,2025-08-29,latam,urban,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,27234,20560,disclosed,1.0,0.9985,0.999,0.9941,1915597.0,2420542.0,1.263596675083538,1.268267606668135,1.3266142806125882,1.196508973442744,1.2311816112212677,3.03929323338886,2.9680179187779983,1.0145785338116748,0.9843152906211452,0.0470187622970802,0.0122635397737624,0.0618120617227945,0.5024491059445175,0.0532055518836748,0.5175148711169861,0.9570191433793224,0.9126092384519352,27429,6,0.9928907360822488,False,False,0.9928907360822488,False,False
ws08_new_market,buenos-aires,2025-09-27,latam,urban,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,26945,20349,disclosed,1.0,0.9984,0.9989,0.9923,1930001.0,2446513.0,1.2676226592628708,1.2763035813694563,1.3314282559586896,1.199610518336519,1.237799220634626,3.049748678886695,2.97602523659306,1.0171845221243545,0.9859982300572258,0.0480424621541646,0.0127176099908756,0.0638051482874879,0.5014810873154988,0.0547782519948042,0.5168305808127668,0.9583166019084964,0.9132306550380404,27429,6,0.9823544423785046,False,False,0.9823544423785046,False,False
ws08_new_market,buenos-aires,2025-10-29,latam,urban,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,26726,20478,disclosed,1.0,0.9982,0.9989,0.9914,1963053.0,2481955.0,1.264334177426692,1.272057172790541,1.3272261597226822,1.1965907186408111,1.2331437551448028,3.0416860879456644,2.970253685549652,1.0148370162817224,0.9854469639537904,0.0471337248663179,0.0122340048893229,0.0626911244882333,0.5039919961407053,0.0539923669834618,0.5173613709496371,0.9567449274166312,0.9133428122427598,27429,6,0.9743701921324146,False,False,0.9743701921324146,False,False
ws08_new_market,buenos-aires,2025-11-27,latam,urban,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,26711,20897,disclosed,1.0,0.9982,0.9989,0.9912,2001425.0,2524820.0,1.2615111732890316,1.2704503762494852,1.3237685640653662,1.1945788625604257,1.2311781662985286,3.036611414367264,2.9667927071244056,1.0128882953559233,0.9842886864962944,0.0464703898472338,0.0118110846022209,0.0626373708732528,0.5059495109734314,0.0536857474448729,0.5186627232226424,0.9550790062080768,0.9146044700685112,27429,6,0.973823325677203,False,False,0.973823325677203,False,False
ws08_new_market,buenos-aires,2026-01-25,latam,urban,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,27348,20923,disclosed,1.0,0.9978,0.9987,0.9882,1982168.0,2482632.0,1.2524831396733274,1.2623957876261518,1.313294429814561,1.1844914255502057,1.2223380137487203,3.036077668492277,2.95125786163522,1.0139157763266098,0.9792014655509153,0.0442550782779259,0.0110792828862134,0.0615084089744158,0.5022742774578138,0.0522158841597191,0.5238043001316367,0.9540215561950348,0.9129369606552582,29685,8,0.9212733703890854,False,False,0.9970469211418571,False,False
ws08_new_market,buenos-aires,2026-06-29,latam,urban,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,29685,22573,disclosed,1.0,0.8253,0.857,0.5094,2211410.0,2786811.0,1.2601964357581814,1.2637358935489305,1.324077601242221,1.3004766189896944,1.3127842344618494,3.0301997368194957,2.9416540340239177,1.0096228276823431,0.9742241661370192,0.0473878656603705,0.0127651588805332,0.0630692635015668,0.5119358237504579,0.0538319016338217,0.5320195384874515,0.9522589659990685,0.9072258716523496,29685,4,1.0,False,False,1.0,False,False
ws08_new_market,buenos-aires,2026-07-24,latam,urban,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,29609,22683,disclosed,1.0,0.8025,0.856,0.2768,2217477.0,2788260.0,1.2574019933464924,1.2608666283900165,1.3205749102590472,1.2974116529731765,1.3088081326623662,3.02588256834231,2.937248809483603,1.0090490274922506,0.9731886981398624,0.0465943953420937,0.0122747609107106,0.0616394217392108,0.5121130906882011,0.0530244182512074,0.5331487047857071,0.951729375321593,0.906785099125266,29685,4,0.997439784402897,False,False,0.997439784402897,False,False
ws08_new_market,buenos-aires,2026-08-30,latam,urban,argentina/ciudad-autónoma-de-buenos-aires/buenos-aires,29675,22907,disclosed,1.0,0.8046,0.8582,0.272,2272226.0,2855347.0,1.2566298422780129,1.2601179443976411,1.319251114202426,1.2975168403142998,1.308306655433867,3.029019120457208,2.944633529907329,1.010090529813363,0.974973622405288,0.046773076269702,0.0122870700361671,0.0625259107148672,0.510700080009647,0.053748946925021,0.5317944397641112,0.9503627720129952,0.9077000842459984,29685,3,0.999663129526697,False,False,0.999663129526697,False,False
ws05_repo,chicago,2025-03-11,na,urban,,8748,6098,disclosed,1.0,0.9802,0.9944,0.9307,797996.0,1530295.0,1.9176725196617528,1.84453589391861,2.2029038685887574,1.8966298076682089,1.836076817558299,4.778975082581868,4.426726108824874,1.3744398741387678,1.2695706391190054,0.2439185158822851,0.0806933869342703,0.3401332838761096,0.2964776765798325,0.290695016003658,0.3864883401920439,0.8275116667251465,0.7772062185642432,8748,3,1.0,False,False,1.0,False,True
ws05_repo,chicago,2025-06-17,na,urban,,8604,6031,disclosed,1.0,0.9784,0.9963,0.9177,752158.0,1463601.0,1.9458690860165015,1.853324035332404,2.230203697260205,1.9305937050460145,1.8533821478382149,4.881442462886787,4.448628544862855,1.3944284868386965,1.2703324605695692,0.2520614019926664,0.0846258365928435,0.3535254560876837,0.2792551564963744,0.2962575546257555,0.3794746629474663,0.8216930485350152,0.7726638772663877,8884,4,0.9684826654660063,False,False,0.9835390946502057,False,False
ws05_repo,chicago,2025-09-22,na,urban,,8660,6086,disclosed,1.0,0.9784,0.9967,0.9125,784326.0,1531006.0,1.9520021011671167,1.871824480369515,2.2335131398786885,1.9346126483120536,1.8691108545034645,4.8643370231255885,4.497113163972286,1.3901168049862007,1.2808111991590978,0.2520457054847091,0.0840862090508283,0.3512608277680454,0.2842657262413843,0.2981524249422633,0.3740184757505774,0.8285840326598889,0.7834872979214781,8884,7,0.9747861323728051,False,False,0.9899405578417924,False,False
ws05_repo,chicago,2025-12-25,na,urban,,8884,6116,disclosed,1.0,0.9819,0.994,0.9373,787349.0,1535206.0,1.949841810937716,1.890927510130572,2.226010817477212,1.9327547250329904,1.888676271949572,4.8404519469765,4.539284106258442,1.3840405659145585,1.2920319012005648,0.2522540830051222,0.0840719934870051,0.3496657771839426,0.2921944398227469,0.3031292210715893,0.3701035569563259,0.8279390714918035,0.7844439441692931,8884,9,1.0,False,False,1.0,False,False
ws05_repo,chicago,2026-01-20,na,urban,,8817,6083,disclosed,1.0,0.9826,0.9952,0.936,789601.0,1536527.0,1.9459537158640885,1.894635363502325,2.2229055870121743,1.930177393392359,1.892877395939662,4.830082535356465,4.544516275377112,1.3822282212160972,1.29419178920141,0.2514333188534462,0.0829608878408208,0.3487077650610878,0.2931556570976987,0.3038448451854372,0.368492684586594,0.8268897835742356,0.7873426335488262,8884,9,0.9924583520936515,False,False,0.9924583520936515,False,False
ws05_repo,chicago,2026-02-25,na,urban,,7821,5546,disclosed,1.0,0.9999,1.0,0.9994,732194.0,1424929.0,1.9461085450031004,1.912543153049482,2.2156139571707185,1.929218895538614,1.901994629842731,4.85513538761585,4.585858585858586,1.3900234968922176,1.304248522692917,0.2495854923695086,0.0824043900933359,0.3526442445581362,0.2886038399659106,0.311724843370413,0.3599283979030814,0.8329035747356575,0.7982355197545071,8884,10,0.8803466906798739,False,False,0.8803466906798739,False,False
ws05_repo,chicago,2026-03-27,na,urban,,5153,4721,disclosed,1.0,0.9998,1.0,0.999,605976.0,1236751.0,2.0409240629991947,2.134678827867262,2.2966045916583364,2.015921422630599,2.123714341160489,5.191900339287365,5.344071414709878,1.4669608333121182,1.4722237661684476,0.2790242517855492,0.098000580881091,0.3986312989293305,0.2505495267139292,0.4135455074713759,0.2627595575392975,0.8610043962137114,0.8107898311663109,8884,10,0.580031517334534,True,False,0.580031517334534,True,False
ws05_repo,chicago,2026-04-24,na,urban,,5116,4739,disclosed,1.0,0.9998,1.0,0.9989,614946.0,1263499.0,2.054650327020584,2.163604378420641,2.300772626931568,2.029753018964267,2.1505082095387023,5.221183648645572,5.393666927286943,1.4730391471119624,1.4846313245325065,0.2822768178018883,0.0992363557125341,0.4035443762541751,0.2468086628744637,0.4220093823299453,0.2525410476935105,0.8686307415610476,0.8287724784988272,8884,9,0.5758667266996849,True,False,0.5758667266996849,True,False
ws05_repo,chicago,2026-05-26,na,urban,,8408,6151,disclosed,1.0,0.8132,0.9379,0.3404,791631.0,1560000.0,1.970615097185431,1.936013320647003,2.236284789307737,1.9940376261162085,1.9608111322549957,4.881130223551124,4.654376784015224,1.3936450080772007,1.319803614364178,0.2526593829700959,0.0877946922240286,0.3571032463357296,0.2901339134015722,0.3189819219790675,0.350499524262607,0.8357631270124591,0.7913891531874405,8884,9,0.9464205312922107,False,False,0.9464205312922107,False,False
ws05_repo,chicago,2026-06-24,na,urban,,8660,6235,disclosed,1.0,0.8147,0.9395,0.3788,803285.0,1569664.0,1.954056156905706,1.911200923787529,2.2188609358249294,1.978840635639904,1.9378175519630485,4.832766701731017,4.570323325635104,1.3833057086495075,1.296315486799943,0.2469970184928138,0.0855798377910704,0.3472030474862595,0.2928985353890587,0.3068129330254041,0.3614318706697459,0.8316388330418221,0.7774826789838337,8884,9,0.9747861323728051,False,False,0.9747861323728051,False,False
ws05_repo,chicago,2026-07-20,na,urban,,8698,6266,disclosed,1.0,0.7805,0.9404,0.2025,820449.0,1609352.0,1.9615503218359704,1.9211312945504715,2.223678196900924,1.9865445627942748,1.9378592779949413,4.845363940964033,4.570475971487698,1.386957582279639,1.2986020839459276,0.2511283455766294,0.085848114873685,0.3509505161198319,0.290763959734243,0.3093814670039089,0.359392963899747,0.8344089638722212,0.7865026442860428,8817,8,0.9865033458092322,False,False,0.9865033458092322,False,False
ws05_repo,chicago,2026-08-27,na,urban,,8778,6363,disclosed,1.0,0.771,0.9393,0.1894,846466.0,1654581.0,1.9546928051451564,1.9218500797448168,2.229965691654706,1.981718698683704,1.9415014809751647,4.822711130748311,4.579516974253816,1.3805648442555831,1.2994497756674512,0.2509858635786907,0.0858758650672324,0.3466293979911774,0.2990799394187126,0.3107769423558897,0.3618136249715197,0.8254035011447595,0.7786511733880155,8778,7,1.0,False,False,1.0,False,False
ws08_new_market,hong-kong,2025-03-16,apac,urban,china/hk/hong-kong,6812,2722,disclosed,1.0,0.9554,0.983,0.937,211905.0,297071.0,1.4019065147117813,1.206253669994128,1.835565088204331,1.368938911304594,1.2221080446271286,3.4477053396569217,2.5556371109806224,1.0149804522889687,0.7436660845164563,0.1075245982869682,0.0170406550104999,0.1957480946650621,0.5575894858545103,0.085584263065179,0.7356136230182032,0.5827375474859017,0.3960657662947739,6974,3,0.9767708632061944,False,False,1.0,False,True
ws08_new_market,hong-kong,2025-06-21,apac,urban,china/hk/hong-kong,6974,2625,disclosed,1.0,0.9502,0.9755,0.9329,211652.0,297512.0,1.4056659044091244,1.206194436478348,1.8455894696303905,1.3790420123599116,1.217952394608546,3.4878810500255137,2.587467737310009,1.0242314395245362,0.749482865274615,0.1093871071381324,0.0177508362784192,0.1971679927428042,0.5506066562092491,0.0870375681101233,0.729853742472039,0.58528149982046,0.4042156581588758,6974,3,1.0,False,False,1.0,False,False
ws08_new_market,hong-kong,2025-09-23,apac,urban,china/hk/hong-kong,6801,2513,disclosed,1.0,0.9353,0.9806,0.9055,203996.0,284353.0,1.3939145865605207,1.2082046757829732,1.837587660711304,1.3660586482087884,1.219158947213645,3.48726935822271,2.601823261285105,1.0232371147587465,0.7528568285961217,0.1038451734347732,0.0182013372811231,0.196773466146395,0.5567952312790447,0.0876341714453756,0.7291574768416409,0.5711288456636404,0.3964122923099544,6974,3,0.9751935761399484,False,False,0.9751935761399484,False,False
ws08_new_market,hong-kong,2026-06-27,apac,urban,china/hk/hong-kong,6734,2542,disclosed,1.0,0.5658,0.7874,0.4259,194554.0,271579.0,1.395905506954367,1.2313632313632314,1.784395315724992,1.4326742189829045,1.2574992574992574,3.499033687305324,2.603801603801604,1.026515447190641,0.7494780436943052,0.1005324999743002,0.0170235513019521,0.2019285134204385,0.5608776997645898,0.0926640926640926,0.720968220968221,0.549353906884464,0.3853578853578853,6734,3,1.0,False,False,1.0,False,True
ws08_new_market,hong-kong,2026-07-21,apac,urban,china/hk/hong-kong,6681,2554,disclosed,1.0,0.4963,0.788,0.311,199662.0,275130.5,1.3779812883773577,1.226687621613531,1.771545011762367,1.4105087598040689,1.252656787906002,3.431844817741984,2.6195180362221224,1.0014715430293584,0.7579307535349696,0.0909787540944195,0.015436086987008,0.1970680449960433,0.5762739028958941,0.0932495135458763,0.7184553210597217,0.5353597579910048,0.3873671606046999,6734,3,0.9921294921294921,False,False,0.9921294921294921,False,False
ws08_new_market,hong-kong,2026-08-28,apac,urban,china/hk/hong-kong,6607,2472,disclosed,1.0,0.4874,0.7821,0.3045,200509.0,277480.0,1.3838780304126,1.222945360980778,1.7732470428755711,1.413422838875063,1.252535189950053,3.429791181443227,2.604510367791736,0.9990475004554996,0.755127758949107,0.0979307662000209,0.0159194849109017,0.1973876484347336,0.5793605274576203,0.0915695474496745,0.721658846677766,0.5358662204689066,0.3817163614348418,6734,3,0.9811404811404811,False,False,0.9811404811404811,False,False
ws05_repo,london,2025-09-14,emea,urban,,96871,48261,disclosed,1.0,0.8681,0.9838,0.6528,4456006.0,6557920.0,1.4717035838820685,1.5210744185566372,1.7543027341952702,1.4677186251544545,1.5258746167583694,3.4437707220322413,3.326227663593852,1.071660417094238,1.0289217274057512,0.1023836143847203,0.0308644108647968,0.1626851489876808,0.4749421342789933,0.1520578914226135,0.5105036595059409,0.6630518450827939,0.6505146018932395,96871,5,1.0,False,False,1.0,False,True
ws05_repo,london,2025-12-13,emea,urban,,95688,47266,disclosed,1.0,0.8714,0.9844,0.6606,4414988.0,6504053.0,1.4731756915307583,1.5239841986455982,1.759539023218878,1.4702846304452015,1.5294028509321964,3.454596026082064,3.332465930942229,1.0729101471920688,1.02933508175869,0.1048566836421752,0.0322231906406087,0.1680550434112165,0.4765897438452834,0.1545961876097316,0.5114643424462838,0.6619388319968253,0.6511161274140959,96871,8,0.9877878828545179,False,False,0.9877878828545179,False,False
ws05_repo,london,2026-01-17,emea,urban,,61139,41005,disclosed,1.0,0.9979,0.9989,0.9958,4020903.0,5938126.0,1.4768140390355102,1.554359737647001,1.7616815837236963,1.4719827859562888,1.560346096599552,3.479886234510009,3.5131585403752106,1.0787876760564945,1.0784829708537471,0.1067282647703762,0.0326856927411578,0.1732212888497931,0.4757272184879864,0.1801468784245735,0.4732494806915389,0.6632970255686347,0.6869592240632002,96871,9,0.6311383179692581,True,False,0.6311383179692581,True,False
ws05_repo,london,2026-02-18,emea,urban,,60374,39816,disclosed,1.0,0.998,0.999,0.9959,3957560.0,5851277.0,1.478506200790386,1.55414582436148,1.7598776423064448,1.473341023256754,1.561624209096631,3.489305784372189,3.51697750687382,1.0815728785821817,1.0782435499106908,0.1065421623424534,0.0325036133375109,0.1736168245080302,0.4727508869101163,0.1812866465697154,0.4738463577036472,0.667389755303773,0.6855434458541756,96871,10,0.6232412177018922,True,False,0.6232412177018922,True,False
ws05_repo,london,2026-03-21,emea,urban,,53639,36306,disclosed,1.0,0.9981,0.9988,0.9965,3572465.0,5355390.0,1.49907416867625,1.5687839072316785,1.7856119300092257,1.4958178736530658,1.5774156863476203,3.5652511641121745,3.578478345979605,1.1030871145273482,1.0967252953476818,0.113409928438767,0.0357705393894691,0.1846332994165093,0.4593229044931161,0.1894703480676373,0.4610824213725088,0.6700986573696314,0.6884170100113723,96871,10,0.5537157663284161,True,False,0.5537157663284161,True,False
ws05_repo,london,2026-04-19,emea,urban,,54538,36743,disclosed,1.0,0.9976,0.9982,0.9962,3606090.0,5422011.0,1.5035706263570792,1.572151527375408,1.787633981756008,1.50129447684334,1.581227767794932,3.584139608273781,3.5906707249990832,1.107104906974088,1.0994841606641117,0.1137484089415405,0.0364835597558574,0.1872157932830295,0.4568798892983813,0.1896842568484359,0.4593127727456085,0.6731861933562391,0.692526311929297,95688,9,0.5699565253741325,True,False,0.5699565253741325,True,False
ws05_repo,london,2026-05-24,emea,urban,,57073,37681,disclosed,1.0,0.7758,0.9552,0.4021,3619822.0,5459640.0,1.5082620084633995,1.566204685227691,1.793910293884118,1.5270654192388466,1.584856236749426,3.585202255801528,3.559336288612829,1.1075229521567618,1.0894000189843671,0.1137078011018221,0.0376093078609942,0.1872716393237015,0.4563589038356029,0.1856044013806879,0.4673663553694391,0.6672753522134514,0.6756785169870166,95688,9,0.5964488755120809,True,False,0.5964488755120809,True,False
ws05_repo,london,2026-06-19,emea,urban,,92638,47053,disclosed,1.0,0.7411,0.9556,0.3164,4409619.0,6613746.0,1.4998452247234966,1.5425527321401584,1.7722660865790671,1.5140298969139965,1.5532718754722683,3.522304988254087,3.3871413458839785,1.0928064893359513,1.0459904477594208,0.111603519487738,0.0350436171469689,0.176464905471425,0.4644167670721665,0.1601718517239146,0.4994170858610937,0.6747099919516856,0.6644897342343314,95688,9,0.968125574784717,False,False,0.968125574784717,False,False
ws05_repo,london,2026-07-16,emea,urban,,91965,47578,disclosed,1.0,0.74,0.9571,0.3078,4453223.0,6679304.0,1.499880872797073,1.5463165334638178,1.7730377854137491,1.5135190849414009,1.555945196542163,3.5185637458532844,3.3915511335834285,1.0916075404159018,1.0473043896793026,0.1119218597406866,0.0353353065858143,0.1767293036975691,0.4661107247492434,0.1614527265807644,0.4987332137226118,0.6727756503548105,0.6656445386831947,92783,8,0.9911837297780843,False,False,0.9927351626762235,False,False
ws05_repo,london,2026-08-18,emea,urban,,92783,47682,disclosed,1.0,0.6874,0.9567,0.1517,4512685.0,6774732.0,1.50126410329992,1.5470398672170549,1.7806237374204417,1.52160266005715,1.5564704741170257,3.5310144625649698,3.3986937262213983,1.0951154706473083,1.0491690247651284,0.111831204704073,0.0358183653412547,0.1779051717547314,0.4634489223156502,0.162066326805557,0.4970738174018947,0.6716562312680809,0.6655206233900607,92783,7,1.0,False,False,1.0,False,False
ws05_repo,los-angeles,2025-03-01,na,urban,,45031,23542,disclosed,1.0,0.9335,0.9766,0.8108,2896129.0,5011369.0,1.7303680188278907,1.7839044213985922,2.0080588331557694,1.6937819413430824,1.77367813284182,4.090009112163167,4.0579600719504345,1.2090504658037209,1.177368891760599,0.2043548474532729,0.0795064722600409,0.2615660421203613,0.4143924528223708,0.2590659767715573,0.4380537851702161,0.8195974695878533,0.7391574692989274,45886,3,0.9813668657106743,False,False,1.0,False,True
ws05_repo,los-angeles,2025-06-17,na,urban,,45421,23945,disclosed,1.0,0.9326,0.9765,0.8083,2876087.0,4970957.0,1.7283750456783815,1.7826555998326763,2.004168615253425,1.69246879527636,1.7746416855639462,4.090122447617197,4.0504612403954114,1.2110050315977083,1.1758488124068402,0.2030592259552649,0.0782448514248699,0.2606993460211739,0.4119638939990341,0.2599678562779331,0.4381673675172277,0.8210318394401839,0.738843266330552,45886,4,0.9898661901233492,False,False,1.0,False,False
ws05_repo,los-angeles,2025-09-01,na,urban,,45886,24138,disclosed,1.0,0.9338,0.978,0.8092,2855788.0,4978934.0,1.7434536457188,1.7859041973586716,2.0190482919453183,1.7073788390454754,1.7777426666085516,4.130373823266993,4.049121736477357,1.2188789522433392,1.175453070504555,0.2074880908526823,0.0817858328419336,0.268219839848056,0.4093041920478691,0.2614522948175914,0.4399163143442444,0.8212237743137796,0.7382426012291331,46088,7,0.9956170803679917,False,False,1.0,False,False
ws05_repo,los-angeles,2025-12-04,na,urban,,45585,23873,disclosed,1.0,0.9366,0.9787,0.8147,2842698.0,4977852.0,1.75110124255197,1.7996490073489086,2.0247482318573184,1.7149111513076662,1.7924646265218822,4.156535094477148,4.080070198530218,1.2253009128821657,1.185173056479113,0.211195139265585,0.0829989678819206,0.2728939197902837,0.404807334440732,0.2665789185038938,0.4327520017549632,0.8240294959225356,0.7432708127673577,46088,9,0.9890860961638605,False,False,0.9934402650045766,False,False
ws05_repo,los-angeles,2026-01-15,na,urban,,45893,23843,disclosed,1.0,0.9351,0.9794,0.8088,2754968.0,4801280.0,1.7427716038806984,1.798422417362125,2.0153866565824865,1.7071731867665976,1.7896302268319788,4.152288520229636,4.074150741943216,1.2237996866699823,1.1827911037608425,0.2079069520952693,0.0818877025068893,0.2716786547066971,0.4070413885025162,0.2661190159719347,0.4352297736038176,0.8215173461179949,0.7404397184755845,46088,9,0.9957689637215761,False,False,1.0,False,False
ws05_repo,los-angeles,2026-02-13,na,urban,,45906,23719,disclosed,1.0,0.9355,0.9779,0.8153,2771528.0,4840913.0,1.746658521941687,1.7967585936478891,2.0202887742528146,1.711300589422153,1.7881649457587243,4.161382096807248,4.0673985971332725,1.2260433779063908,1.1813697166784332,0.2088685374998917,0.08220483430079,0.2737244581328422,0.4067063367211155,0.265695116106827,0.4363699734239533,0.8215211969714901,0.7391844203372108,46088,10,0.9960510328068044,False,False,1.0,False,False
ws05_repo,los-angeles,2026-03-16,na,urban,,46088,23916,disclosed,1.0,0.9307,0.9779,0.7986,2808633.0,4893279.0,1.7422279806582064,1.793677312966499,2.019544379069093,1.7082349313705278,1.786267575073772,4.150548683291836,4.0638127061274085,1.2229649156159768,1.180479156947843,0.2080713286499161,0.0826124310296147,0.2724514025150313,0.4088939352346853,0.2653836139559104,0.4378146155181392,0.8170383955468729,0.7364823815309842,46088,10,1.0,False,False,1.0,False,False
ws05_repo,los-angeles,2026-04-14,na,urban,,45295,23933,disclosed,1.0,0.8281,0.9352,0.5283,2817447.0,4931587.0,1.750374363741359,1.7928468925930017,2.024657514243368,1.727701887559908,1.7930014350369798,4.166426910603819,4.062435147367259,1.2271569767380694,1.179662737539534,0.2107911879087698,0.0830901166907487,0.2751551315783402,0.4064725973549813,0.2649961364389005,0.4386576884865879,0.8188661579082055,0.7355778783530191,46088,9,0.9827937858010762,False,False,0.9827937858010762,False,False
ws05_repo,los-angeles,2026-05-23,na,urban,,41946,23905,disclosed,1.0,0.7694,0.9115,0.336,2809601.0,4951008.0,1.762174771435517,1.8269918466599917,2.0292041179935425,1.7728700623326945,1.841176751060888,4.185196403332715,4.1615887092929,1.2322445280487742,1.2072045230645845,0.2132370397077734,0.08441269774605,0.2774831728775723,0.4029750131780277,0.278119486959424,0.4205645353549802,0.8197423762306463,0.7520144948266819,46088,9,0.9101284499218886,False,False,0.9101284499218886,False,False
