entry_date,eu40_flt_da,eu_core_flt_da,eu40_flt_o,n_states
2021-02-12,9175,7818,13847,40
2021-02-13,7447,6269,13542,40
2021-02-14,7520,6276,12918,40
2021-02-15,7272,6092,10893,40
2021-02-16,6157,5222,9516,40
2021-02-17,7156,6031,11025,40
2021-02-18,7625,6448,11567,40
2021-02-19,8923,7565,13297,40
2021-02-20,7382,6185,13408,40
2021-02-21,8006,6639,13579,40
2021-02-22,7513,6321,11304,40
2021-02-23,6443,5491,9944,40
2021-02-24,7287,6180,11331,40
2021-02-25,7954,6722,12077,40
2021-02-26,9226,7814,13977,40
2021-02-27,7409,6176,13989,40
2021-02-28,8097,6751,14014,40
2021-03-01,7995,6684,12096,40
2021-03-02,6657,5640,10307,40
2021-03-03,7595,6411,12317,40
2021-03-04,8169,6869,12837,40
2021-03-05,9282,7851,14383,40
2021-03-06,7231,5950,13924,40
2021-03-07,7900,6486,14121,40
2021-03-08,7839,6525,11827,40
2021-03-09,6780,5671,10487,40
2021-03-10,7870,6605,12423,40
2021-03-11,7852,6506,12368,40
2021-03-12,9194,7734,14035,40
2021-03-13,6990,5700,13684,40
2021-03-14,7821,6360,13900,40
2021-03-15,7860,6555,11866,40
2021-03-16,7036,5858,10818,40
2021-03-17,7996,6717,12740,40
2021-03-18,8562,7111,12882,40
2021-03-19,9681,8099,14842,40
2021-03-20,7773,6364,14488,40
2021-03-21,8418,6860,14535,40
2021-03-22,8260,6879,12460,40
2021-03-23,7098,5912,11074,40
2021-03-24,8474,7121,13160,40
2021-03-25,9259,7739,14387,40
2021-03-26,11114,9383,16616,40
2021-03-27,9269,7690,16777,40
2021-03-28,10079,8392,16749,40
2021-03-29,9717,8151,14422,40
2021-03-30,8737,7233,12882,40
2021-03-31,10270,8828,15508,40
2021-04-01,11254,9553,16685,40
2021-04-02,11293,9507,17752,40
2021-04-03,9077,7539,16813,40
2021-04-04,9112,7434,16301,40
2021-04-05,9537,7943,14969,40
2021-04-06,8222,6849,12892,40
2021-04-07,9497,8046,14946,40
2021-04-08,9877,8278,15461,40
2021-04-09,11814,10010,17786,40
2021-04-10,9992,8358,18018,40
2021-04-11,11056,9269,18416,40
2021-04-12,9832,8278,14488,40
2021-04-13,8104,6768,12558,40
2021-04-14,9287,7906,14307,40
2021-04-15,9695,8161,14747,40
2021-04-16,11304,9666,16518,40
2021-04-17,9103,7645,16258,40
2021-04-18,10189,8555,16776,40
2021-04-19,9708,8287,14183,40
2021-04-20,8297,7017,12545,40
2021-04-21,9124,7799,13855,40
2021-04-22,9623,8133,14967,40
2021-04-23,11172,9619,16453,40
2021-04-24,9439,7985,16753,40
2021-04-25,9870,8299,16229,40
2021-04-26,9470,8103,14141,40
2021-04-27,8420,7148,12665,40
2021-04-28,9592,8198,14903,40
2021-04-29,10483,8778,16068,40
2021-04-30,12058,10216,18216,40
2021-05-01,10283,8587,18157,40
2021-05-02,10271,8645,16867,40
2021-05-03,10227,8715,15395,40
2021-05-04,8757,7426,13196,40
2021-05-05,10033,8597,14955,40
2021-05-06,10324,8785,15634,40
2021-05-07,12282,10581,17965,40
2021-05-08,10487,8867,18378,40
2021-05-09,11002,9300,17956,40
2021-05-10,10748,9130,15992,40
2021-05-11,9132,7783,13864,40
2021-05-12,11204,9748,15958,40
2021-05-13,10838,9250,16174,40
2021-05-14,11592,9851,17289,40
2021-05-15,10569,8962,18699,40
2021-05-16,12583,10899,19436,40
2021-05-17,11561,9929,16362,40
2021-05-18,9970,8504,14587,40
2021-05-19,11029,9529,16174,40
2021-05-20,12591,10895,17828,40
2021-05-21,14673,12732,20695,40
2021-05-22,12160,10451,20927,40
2021-05-23,12571,10676,20263,40
2021-05-24,13016,11322,18727,40
2021-05-25,10855,9349,16081,40
2021-05-26,11740,10101,17382,40
2021-05-27,12628,10767,18733,40
2021-05-28,15621,13554,22528,40
2021-05-29,13715,11888,23067,40
2021-05-30,14171,12154,22378,40
2021-05-31,12989,11178,18575,40
2021-06-01,13652,11869,19877,40
2021-06-02,14844,12924,21524,40
2021-06-03,14982,12872,21814,40
2021-06-04,17317,15114,24966,40
2021-06-05,16317,14243,26922,40
2021-06-06,18064,15725,27984,40
2021-06-07,15629,13600,21954,40
2021-06-08,13460,11635,19397,40
2021-06-09,14706,12738,21156,40
2021-06-10,15989,13714,22990,40
2021-06-11,18172,15813,25580,40
2021-06-12,16338,14143,27124,40
2021-06-13,17817,15390,27522,40
2021-06-14,16868,14562,23385,40
2021-06-15,15344,13117,21821,40
2021-06-16,17209,14755,24174,40
2021-06-17,18240,15494,25578,40
2021-06-18,21021,18063,28705,40
2021-06-19,19159,16417,30846,40
2021-06-20,20358,17361,30467,40
2021-06-21,18942,16167,26153,40
2021-06-22,17130,14534,23863,40
2021-06-23,18335,15547,25836,40
2021-06-24,19658,16585,27821,40
2021-06-25,22737,19330,32048,40
2021-06-26,21010,17870,33764,40
2021-06-27,22151,18725,33024,40
2021-06-28,20998,17865,29166,40
2021-06-29,18675,15709,26877,40
2021-06-30,20705,17533,29687,40
2021-07-01,24140,20449,34368,40
2021-07-02,26623,22755,37412,40
2021-07-03,26067,22284,40447,40
2021-07-04,25953,22048,38696,40
2021-07-05,24536,20895,34073,40
2021-07-06,22095,18646,32357,40
2021-07-07,23572,19998,33842,40
2021-07-08,24673,20841,35259,40
2021-07-09,27499,23558,39119,40
2021-07-10,27007,23141,41849,40
2021-07-11,26706,22729,40047,40
2021-07-12,25379,21682,35246,40
2021-07-13,22701,19171,32753,40
2021-07-14,23966,20247,35182,40
2021-07-15,25098,21148,36479,40
2021-07-16,28862,24705,40775,40
2021-07-17,28419,24368,43916,40
2021-07-18,27845,23727,41860,40
2021-07-19,27177,23356,37495,40
2021-07-20,25229,21525,36004,40
2021-07-21,25758,22103,36461,40
2021-07-22,27008,23076,37876,40
2021-07-23,30216,26090,41848,40
2021-07-24,29640,25479,45466,40
2021-07-25,29524,25336,43680,40
2021-07-26,25915,22210,37131,40
2021-07-27,25233,21579,36294,40
2021-07-28,26361,22574,38319,40
2021-07-29,27639,23655,39257,40
2021-07-30,30366,26227,43148,40
2021-07-31,30778,26606,46883,40
2021-08-01,31109,26833,46190,40
2021-08-02,29017,25121,40951,40
2021-08-03,26793,22996,38497,40
2021-08-04,27509,23690,40038,40
2021-08-05,28109,24094,40027,40
2021-08-06,30602,26493,43079,40
2021-08-07,30559,26450,46408,40
2021-08-08,30832,26757,46014,40
2021-08-09,28532,24714,40384,40
2021-08-10,26731,22855,38708,40
2021-08-11,27205,23385,39730,40
2021-08-12,28206,24232,40193,40
2021-08-13,30502,26346,43298,40
2021-08-14,30843,26683,47306,40
2021-08-15,31076,26799,46350,40
2021-08-16,28743,24894,40911,40
2021-08-17,26629,22866,39034,40
2021-08-18,27782,23939,40288,40
2021-08-19,28422,24410,40672,40
2021-08-20,31055,26916,44342,40
2021-08-21,30828,26662,47542,40
2021-08-22,31337,27110,46864,40
2021-08-23,29311,25434,41385,40
2021-08-24,27318,23440,39478,40
2021-08-25,28560,24640,41662,40
2021-08-26,29136,24992,41557,40
2021-08-27,31611,27365,45122,40
2021-08-28,30933,26744,48320,40
2021-08-29,31658,27487,47083,40
2021-08-30,30007,26083,41584,40
2021-08-31,27912,24146,39560,40
2021-09-01,28353,24592,40426,40
2021-09-02,29229,25295,40829,40
2021-09-03,31512,27488,43961,40
2021-09-04,30378,26424,46579,40
2021-09-05,31265,27182,45422,40
2021-09-06,28921,25338,39259,40
2021-09-07,25873,22469,36552,40
2021-09-08,27714,24163,38899,40
2021-09-09,29003,25053,39760,40
2021-09-10,31397,27445,43041,40
2021-09-11,29533,25615,45642,40
2021-09-12,30909,27041,44638,40
2021-09-13,28801,25245,38633,40
2021-09-14,25702,22254,35979,40
2021-09-15,26985,23614,37527,40
2021-09-16,27570,24183,37312,40
2021-09-17,31253,27341,42264,40
2021-09-18,28775,25025,44416,40
2021-09-19,30222,26421,43746,40
2021-09-20,28525,25073,38403,40
2021-09-21,25332,22139,35627,40
2021-09-22,26483,23151,36995,40
2021-09-23,28001,24479,38422,40
2021-09-24,30366,26611,41784,40
2021-09-25,28594,24872,44505,40
2021-09-26,30077,26244,43882,40
2021-09-27,28443,24996,38479,40
2021-09-28,24947,21644,35402,40
2021-09-29,26189,22847,36901,40
2021-09-30,27861,24272,38273,40
2021-10-01,30572,26872,42343,40
2021-10-02,28033,24362,43990,40
2021-10-03,29668,25943,43475,40
2021-10-04,27703,24380,37881,40
2021-10-05,24319,21167,34189,40
2021-10-06,25392,22177,35935,40
2021-10-07,26954,23473,37303,40
2021-10-08,30133,26481,41453,40
2021-10-09,27770,24171,44430,40
2021-10-10,29482,25739,43648,40
2021-10-11,27318,23985,37566,40
2021-10-12,24371,21251,34306,40
2021-10-13,25078,21916,35720,40
2021-10-14,26813,23357,37452,40
2021-10-15,30044,26429,42188,40
2021-10-16,27853,24295,44913,40
2021-10-17,29087,25349,43396,40
2021-10-18,27419,24068,37503,40
2021-10-19,23816,20769,33881,40
2021-10-20,25337,22210,35936,40
2021-10-21,26661,23294,37884,40
2021-10-22,30394,26775,42983,40
2021-10-23,28567,25040,45844,40
2021-10-24,29316,25655,44295,40
2021-10-25,27242,24013,37543,40
2021-10-26,23875,20925,33863,40
2021-10-27,24860,21840,35637,40
2021-10-28,26582,23293,37121,40
2021-10-29,29306,25883,40955,40
2021-10-30,27498,24142,43790,40
2021-10-31,27746,24264,41060,40
2021-11-01,25480,22507,34490,40
2021-11-02,22181,19526,30372,40
2021-11-03,23287,20595,31334,40
2021-11-04,24136,21256,32012,40
2021-11-05,27174,24128,35623,40
2021-11-06,23676,20723,37163,40
2021-11-07,26695,23333,37929,40
2021-11-08,24887,22087,32755,40
2021-11-09,21254,18793,28641,40
2021-11-10,22487,19928,29784,40
2021-11-11,23268,20556,31025,40
2021-11-12,25929,23072,34154,40
2021-11-13,21293,18638,33852,40
2021-11-14,25220,22199,35621,40
2021-11-15,24299,21633,31246,40
2021-11-16,20980,18688,27807,40
2021-11-17,21624,19248,29082,40
2021-11-18,22844,20228,30186,40
2021-11-19,25657,22932,33768,40
2021-11-20,20912,18357,32983,40
2021-11-21,24175,21368,34129,40
2021-11-22,23568,21053,30788,40
2021-11-23,20096,17842,27151,40
2021-11-24,21242,18872,28795,40
2021-11-25,22328,19790,29715,40
2021-11-26,25107,22354,33230,40
2021-11-27,20171,17707,31918,40
2021-11-28,23547,20723,33760,40
2021-11-29,23092,20714,29986,40
2021-11-30,19474,17357,27125,40
2021-12-01,20568,18405,28180,40
2021-12-02,21658,19402,28988,40
2021-12-03,24516,22171,32571,40
2021-12-04,20566,18284,32493,40
2021-12-05,22976,20452,33356,40
2021-12-06,22558,20348,29508,40
2021-12-07,19424,17355,26893,40
2021-12-08,21119,19039,28936,40
2021-12-09,21716,19511,29593,40
2021-12-10,24806,22441,33333,40
2021-12-11,20663,18564,32457,40
2021-12-12,23448,21039,34055,40
2021-12-13,23132,20959,30873,40
2021-12-14,20427,18381,28531,40
2021-12-15,22322,20082,30827,40
2021-12-16,23971,21544,33313,40
2021-12-17,27557,24949,37101,40
2021-12-18,24507,22071,38142,40
2021-12-19,26064,23338,38148,40
2021-12-20,25601,23174,34632,40
2021-12-21,23424,21144,32788,40
2021-12-22,25203,22794,35214,40
2021-12-23,26273,23653,36600,40
2021-12-24,20697,18130,31445,40
2021-12-25,14411,12202,26469,40
2021-12-26,24579,21933,36614,40
2021-12-27,25200,22783,34541,40
2021-12-28,22550,20227,32498,40
2021-12-29,23114,20716,33023,40
2021-12-30,23689,21120,33857,40
2021-12-31,19873,17735,29571,40
2022-01-01,19366,17388,31153,40
2022-01-02,27084,24315,39374,40
2022-01-03,25475,23036,35223,40
2022-01-04,22096,19857,31649,40
2022-01-05,21651,19374,31702,40
2022-01-06,21495,19142,31649,40
2022-01-07,24072,21604,34368,40
2022-01-08,22743,20349,36731,40
2022-01-09,25054,22377,37795,40
2022-01-10,19801,17569,28718,40
2022-01-11,16513,14534,24980,40
2022-01-12,16507,14473,24859,40
2022-01-13,17086,14993,24888,40
2022-01-14,20158,17862,28602,40
2022-01-15,17506,15460,29406,40
2022-01-16,19729,17392,30044,40
2022-01-17,17798,15699,24767,40
2022-01-18,15002,13174,22284,40
2022-01-19,15659,13781,22918,40
2022-01-20,16906,14815,23734,40
2022-01-21,19938,17759,27383,40
2022-01-22,17180,15208,28592,40
2022-01-23,19306,17096,29070,40
2022-01-24,16737,15254,23171,40
2022-01-25,13714,12542,19935,40
2022-01-26,15406,13827,22294,40
2022-01-27,16861,14838,23762,40
2022-01-28,19804,17615,27573,40
2022-01-29,17331,15369,28468,40
2022-01-30,19527,17277,28578,40
2022-01-31,17341,15370,24380,40
2022-02-01,16428,14590,23382,40
2022-02-02,17033,15229,23619,40
2022-02-03,18619,16589,25150,40
2022-02-04,21374,19242,28633,40
2022-02-05,19318,17291,30675,40
2022-02-06,21083,18824,30424,40
2022-02-07,19905,17760,26011,40
2022-02-08,17085,15121,23752,40
2022-02-09,18382,16365,24675,40
2022-02-10,20553,18197,27212,40
2022-02-11,24096,21672,30950,40
2022-02-12,22536,20201,33199,40
2022-02-13,23191,20618,32122,40
2022-02-14,21463,19102,27724,40
2022-02-15,18643,16511,25434,40
2022-02-16,19225,17140,26085,40
2022-02-17,20641,18326,27507,40
2022-02-18,22680,20155,30775,40
2022-02-19,23663,21234,35660,40
2022-02-20,24271,21652,34377,40
2022-02-21,21562,19240,28539,40
2022-02-22,19279,17192,26519,40
2022-02-23,20149,18015,27255,40
2022-02-24,21586,19444,29239,40
2022-02-25,24685,22511,33370,40
2022-02-26,23003,20884,35062,40
2022-02-27,24443,22179,34078,40
2022-02-28,22797,20686,29935,40
2022-03-01,20679,18661,28140,40
2022-03-02,21552,19502,28808,40
2022-03-03,22784,20489,30570,40
2022-03-04,26031,23520,34474,40
2022-03-05,23830,21438,35715,40
2022-03-06,25247,22738,35382,40
2022-03-07,23749,21452,31458,40
2022-03-08,20847,18813,28376,40
2022-03-09,21703,19650,29140,40
2022-03-10,23158,21044,30466,40
2022-03-11,25655,23429,33262,40
2022-03-12,22674,20835,33990,40
2022-03-13,24967,22640,34488,40
2022-03-14,23720,21531,31289,40
2022-03-15,21137,19133,28962,40
2022-03-16,22149,20077,29805,40
2022-03-17,23309,21028,30983,40
2022-03-18,26342,24016,34430,40
2022-03-19,23471,21246,35385,40
2022-03-20,25758,23217,35437,40
2022-03-21,24277,21972,31580,40
2022-03-22,21020,18985,28068,40
2022-03-23,22574,20442,30150,40
2022-03-24,23976,21619,31699,40
2022-03-25,26732,24284,35113,40
2022-03-26,23814,21423,35957,40
2022-03-27,28703,25913,40256,40
2022-03-28,28376,25825,36775,40
2022-03-29,26504,24044,34992,40
2022-03-30,27128,24704,35886,40
2022-03-31,28508,25854,37525,40
2022-04-01,30587,27780,40120,40
2022-04-02,27714,25005,41998,40
2022-04-03,29822,26936,42304,40
2022-04-04,29216,26610,37955,40
2022-04-05,27014,24610,35949,40
2022-04-06,28474,26048,37974,40
2022-04-07,29949,27270,39504,40
2022-04-08,32406,29439,43366,40
2022-04-09,30199,27350,45567,40
2022-04-10,31442,28379,44983,40
2022-04-11,30213,27404,40334,40
2022-04-12,28816,26226,38756,40
2022-04-13,30356,27638,40855,40
2022-04-14,32261,29177,43113,40
2022-04-15,31883,28783,43919,40
2022-04-16,29749,26801,45326,40
2022-04-17,30634,27443,44587,40
2022-04-18,31629,28669,43039,40
2022-04-19,30186,27492,40277,40
2022-04-20,30275,27529,40943,40
2022-04-21,31537,28567,41986,40
2022-04-22,33057,29946,43818,40
2022-04-23,30460,27272,46391,40
2022-04-24,32530,29155,47373,40
2022-04-25,31777,28854,42096,40
2022-04-26,30114,27435,40019,40
2022-04-27,30772,28027,41302,40
2022-04-28,32606,29497,43384,40
2022-04-29,34298,31051,45462,40
2022-04-30,31216,27885,47639,40
2022-05-01,33548,30055,48954,40
2022-05-02,33092,29912,44559,40
2022-05-03,31575,28497,43501,40
2022-05-04,32002,29028,43528,40
2022-05-05,33569,30297,45587,40
2022-05-06,35302,31929,47552,40
2022-05-07,32489,29021,49972,40
2022-05-08,34373,30840,49871,40
2022-05-09,33626,30380,44761,40
2022-05-10,31746,28646,43311,40
2022-05-11,32611,29526,44166,40
2022-05-12,34093,30799,45452,40
2022-05-13,35430,32168,47469,40
2022-05-14,32681,29349,50134,40
2022-05-15,34831,31365,50399,40
2022-05-16,33999,30814,44935,40
2022-05-17,31880,28871,43541,40
2022-05-18,33158,30093,44872,40
2022-05-19,34871,31492,46044,40
2022-05-20,35724,32327,48185,40
2022-05-21,33795,30319,51951,40
2022-05-22,35736,32175,51897,40
2022-05-23,34474,31255,46507,40
2022-05-24,33578,30324,46248,40
2022-05-25,36060,32700,49655,40
2022-05-26,36122,32486,49776,40
2022-05-27,36297,32794,50633,40
2022-05-28,35046,31507,53432,40
2022-05-29,37949,34224,54883,40
2022-05-30,36861,33378,49647,40
2022-05-31,34563,31202,47451,40
2022-06-01,36188,32639,50064,40
2022-06-02,37022,33258,50387,40
2022-06-03,38524,34713,53160,40
2022-06-04,35861,32059,55520,40
2022-06-05,36784,32963,54301,40
2022-06-06,37616,33767,51954,40
2022-06-07,36011,32422,50226,40
2022-06-08,35872,32260,50078,40
2022-06-09,37424,33606,51192,40
2022-06-10,39145,35224,53530,40
2022-06-11,36508,32555,55786,40
2022-06-12,38101,34013,56186,40
2022-06-13,37681,33852,52177,40
2022-06-14,36781,33078,50930,40
2022-06-15,37524,33659,52380,40
2022-06-16,38023,33977,52678,40
2022-06-17,39196,35150,54332,40
2022-06-18,36850,32729,56550,40
2022-06-19,38959,34699,56894,40
2022-06-20,38084,34070,52842,40
2022-06-21,37581,33602,52712,40
2022-06-22,37854,33816,53286,40
2022-06-23,38709,34481,53348,40
2022-06-24,38906,34697,54761,40
2022-06-25,36408,32127,57548,40
2022-06-26,38501,33982,58242,40
2022-06-27,38954,34625,54797,40
2022-06-28,38072,33840,54812,40
2022-06-29,38496,34264,55723,40
2022-06-30,39139,34631,54998,40
2022-07-01,40687,36104,57710,40
2022-07-02,38577,34045,59691,40
2022-07-03,39915,35267,59132,40
2022-07-04,39551,35096,55974,40
2022-07-05,38260,33833,55382,40
2022-07-06,39268,34733,57115,40
2022-07-07,39976,35273,57194,40
2022-07-08,41110,36445,58189,40
2022-07-09,39379,34838,60413,40
2022-07-10,39907,35274,59334,40
2022-07-11,39652,35153,55762,40
2022-07-12,38617,34206,55698,40
2022-07-13,38871,34370,55888,40
2022-07-14,39287,34620,56185,40
2022-07-15,40711,36001,57918,40
2022-07-16,39327,34661,60255,40
2022-07-17,38830,34148,59054,40
2022-07-18,39801,35236,55912,40
2022-07-19,38511,34043,55427,40
2022-07-20,39106,34513,56500,40
2022-07-21,39795,35071,57119,40
2022-07-22,40664,35989,57482,40
2022-07-23,39569,34850,60712,40
2022-07-24,39770,35074,59779,40
2022-07-25,39654,35035,56553,40
2022-07-26,38368,33785,56211,40
2022-07-27,37354,32788,55734,40
2022-07-28,39610,34944,56410,40
2022-07-29,40753,36083,58403,40
2022-07-30,40092,35334,61067,40
2022-07-31,40394,35617,60816,40
2022-08-01,39884,35189,56478,40
2022-08-02,38672,34038,56700,40
2022-08-03,38889,34305,57264,40
2022-08-04,39287,34550,56481,40
2022-08-05,40342,35630,57272,40
2022-08-06,39488,34755,60739,40
2022-08-07,39839,35069,59861,40
2022-08-08,39221,34614,55997,40
2022-08-09,38220,33612,55509,40
2022-08-10,38759,34136,56814,40
2022-08-11,39018,34308,56570,40
2022-08-12,40468,35700,57895,40
2022-08-13,39225,34529,60286,40
2022-08-14,39517,34735,59305,40
2022-08-15,38762,34142,55415,40
2022-08-16,37962,33374,54673,40
2022-08-17,37898,33304,55096,40
2022-08-18,38961,34201,56073,40
2022-08-19,40060,35318,56543,40
2022-08-20,39289,34540,59200,40
2022-08-21,39817,35031,58842,40
2022-08-22,39080,34529,54316,40
2022-08-23,37963,33422,54174,40
2022-08-24,38938,34398,55977,40
2022-08-25,39558,34864,55735,40
2022-08-26,40405,35639,56621,40
2022-08-27,38861,34094,59832,40
2022-08-28,39790,35003,59016,40
2022-08-29,39511,34942,54038,40
2022-08-30,38621,34051,54586,40
2022-08-31,38986,34487,55556,40
2022-09-01,39731,35069,55679,40
2022-09-02,39228,34691,55031,40
2022-09-03,38265,33608,58784,40
2022-09-04,39770,35097,58343,40
2022-09-05,39022,34613,54083,40
2022-09-06,37436,33138,53462,40
2022-09-07,38521,34094,54672,40
2022-09-08,38687,34169,54499,40
2022-09-09,39744,35261,55356,40
2022-09-10,37569,33044,57839,40
2022-09-11,39448,34894,57716,40
2022-09-12,38299,34106,52960,40
2022-09-13,36983,32877,51984,40
2022-09-14,37563,33414,53323,40
2022-09-15,38852,34440,54134,40
2022-09-16,35736,31558,52544,40
2022-09-17,37303,32956,57923,40
2022-09-18,38721,34294,57285,40
2022-09-19,37356,33272,52211,40
2022-09-20,36472,32475,51588,40
2022-09-21,37000,32918,52924,40
2022-09-22,38312,33997,53413,40
2022-09-23,39150,34889,54304,40
2022-09-24,35920,31646,56408,40
2022-09-25,37866,33577,55737,40
2022-09-26,37072,33180,50821,40
2022-09-27,35818,31875,50042,40
2022-09-28,36692,32572,52138,40
2022-09-29,36595,32314,52191,40
2022-09-30,38744,34580,54258,40
2022-10-01,35632,31374,56153,40
2022-10-02,37261,32970,55498,40
2022-10-03,36322,32402,50504,40
2022-10-04,34027,30547,47839,40
2022-10-05,34333,30950,47736,40
2022-10-06,35663,31651,49218,40
2022-10-07,37288,33223,52190,40
2022-10-08,34906,30802,54762,40
2022-10-09,36279,32210,53950,40
2022-10-10,35334,31577,48549,40
2022-10-11,33769,30160,47303,40
2022-10-12,34866,31075,49121,40
2022-10-13,35372,31510,49121,40
2022-10-14,37065,33121,51596,40
2022-10-15,34510,30456,53726,40
2022-10-16,36258,32175,53948,40
2022-10-17,34527,30781,47705,40
2022-10-18,32988,29390,46790,40
2022-10-19,33340,29708,47185,40
2022-10-20,34900,31060,48429,40
2022-10-21,33889,30125,48846,40
2022-10-22,34224,30333,54355,40
2022-10-23,35014,30992,52256,40
2022-10-24,34116,30495,47432,40
2022-10-25,33015,29516,46460,40
2022-10-26,33893,30312,47810,40
2022-10-27,34539,30824,48368,40
2022-10-28,35815,32125,49959,40
2022-10-29,33811,30000,53446,40
2022-10-30,32681,28909,48931,40
2022-10-31,30786,27388,43192,40
2022-11-01,27403,24232,38926,40
2022-11-02,27869,24760,38773,40
2022-11-03,29031,25766,39634,40
2022-11-04,31078,27730,42343,40
2022-11-05,27571,24203,43380,40
2022-11-06,30660,27044,44531,40
2022-11-07,29328,26097,39295,40
2022-11-08,25838,22983,35253,40
2022-11-09,25648,22779,35321,40
2022-11-10,27947,24869,37347,40
2022-11-11,29829,26671,40030,40
2022-11-12,25310,22239,39306,40
2022-11-13,28846,25555,40893,40
2022-11-14,28292,25227,37261,40
2022-11-15,25030,22329,33946,40
2022-11-16,25685,22863,34575,40
2022-11-17,27258,24230,36431,40
2022-11-18,29381,26336,39137,40
2022-11-19,24703,21749,38392,40
2022-11-20,28024,24787,39803,40
2022-11-21,27468,24573,36202,40
2022-11-22,24219,21562,33055,40
2022-11-23,24757,22037,33099,40
2022-11-24,26692,23738,35466,40
2022-11-25,29201,26266,38538,40
2022-11-26,24210,21271,37056,40
2022-11-27,27755,24584,39565,40
2022-11-28,27543,24647,36135,40
2022-11-29,24091,21435,33037,40
2022-11-30,25130,22451,34093,40
2022-12-01,26784,23864,35739,40
2022-12-02,28978,26051,38167,40
2022-12-03,24259,21415,37446,40
2022-12-04,27738,24592,39564,40
2022-12-05,27544,24751,35946,40
2022-12-06,24671,22071,33649,40
2022-12-07,25719,23107,34721,40
2022-12-08,27180,24311,35839,40
2022-12-09,28405,25497,37824,40
2022-12-10,24873,22051,37596,40
2022-12-11,26842,23803,38777,40
2022-12-12,27007,24153,35488,40
2022-12-13,25275,22625,33949,40
2022-12-14,25415,22661,34771,40
2022-12-15,27605,24526,37255,40
2022-12-16,29441,26341,39819,40
2022-12-17,27011,23966,40469,40
2022-12-18,28404,25171,41079,40
2022-12-19,28937,25777,39073,40
2022-12-20,27586,24564,38072,40
2022-12-21,28451,25320,39228,40
2022-12-22,29897,26545,40636,40
2022-12-23,30899,27554,42303,40
2022-12-24,23232,20156,36803,40
2022-12-25,17710,14615,30259,40
2022-12-26,27075,23868,37812,40
2022-12-27,26852,23824,37444,40
2022-12-28,26844,23738,38077,40
2022-12-29,27785,24438,38465,40
2022-12-30,29155,25880,40342,40
2022-12-31,23065,20320,36227,40
2023-01-01,25615,22499,37590,40
2023-01-02,29676,26433,39943,40
2023-01-03,26990,23903,37945,40
2023-01-04,26645,23598,37786,40
2023-01-05,27458,24239,38494,40
2023-01-06,28954,25672,40499,40
2023-01-07,27459,24303,41468,40
2023-01-08,29184,25709,42061,40
2023-01-09,27064,24082,36765,40
2023-01-10,23319,20562,32995,40
2023-01-11,23392,20656,32948,40
2023-01-12,25040,22074,34717,40
2023-01-13,27519,24541,37259,40
2023-01-14,24586,21673,37882,40
2023-01-15,26849,23708,39058,40
2023-01-16,26097,23251,34902,40
2023-01-17,22430,19830,31587,40
2023-01-18,22964,20370,31864,40
2023-01-19,24450,21578,33745,40
2023-01-20,28017,25051,37564,40
2023-01-21,24443,21514,37292,40
2023-01-22,26544,23412,38020,40
2023-01-23,25687,22860,34330,40
2023-01-24,22192,19619,30735,40
2023-01-25,22600,20029,31450,40
2023-01-26,24848,21978,33961,40
2023-01-27,27254,24376,36125,40
2023-01-28,24315,21449,37128,40
2023-01-29,26793,23738,38416,40
2023-01-30,25957,23156,34479,40
2023-01-31,22276,19732,31283,40
2023-02-01,23513,20851,32364,40
2023-02-02,25244,22363,34397,40
2023-02-03,28163,25158,37520,40
2023-02-04,25080,22204,38129,40
2023-02-05,27101,24239,38675,40
2023-02-06,26569,23849,35136,40
2023-02-07,22955,20388,32299,40
2023-02-08,24056,21456,33177,40
2023-02-09,26355,23519,35193,40
2023-02-10,30126,27085,39362,40
2023-02-11,27014,24059,40463,40
2023-02-12,28827,25597,40768,40
2023-02-13,27919,24970,36485,40
2023-02-14,24384,21647,33131,40
2023-02-15,25653,22783,34811,40
2023-02-16,27421,24407,36863,40
2023-02-17,27445,24455,36261,40
2023-02-18,28902,25813,41942,40
2023-02-19,29993,26739,41984,40
2023-02-20,28653,25666,37618,40
2023-02-21,25206,22468,33804,40
2023-02-22,26190,23344,35421,40
2023-02-23,27801,24772,36925,40
2023-02-24,30392,27273,39999,40
2023-02-25,27930,24847,41269,40
2023-02-26,29715,26487,42302,40
2023-02-27,28516,25535,37685,40
2023-02-28,25481,22702,34881,40
2023-03-01,26709,23809,36553,40
2023-03-02,28108,25042,37843,40
2023-03-03,30751,27567,41018,40
2023-03-04,27838,24828,41405,40
2023-03-05,29704,26430,42196,40
2023-03-06,28907,25884,37913,40
2023-03-07,24511,21835,34189,40
2023-03-08,25614,22790,35885,40
2023-03-09,27790,24747,38197,40
2023-03-10,29359,26269,39691,40
2023-03-11,27133,24080,41686,40
2023-03-12,29518,26189,42961,40
2023-03-13,28481,25457,37676,40
2023-03-14,26226,23403,36229,40
2023-03-15,27043,24126,37351,40
2023-03-16,28499,25401,37722,40
2023-03-17,30529,27348,40873,40
2023-03-18,27657,24573,41587,40
2023-03-19,30072,26731,42914,40
2023-03-20,29613,26432,39905,40
2023-03-21,26183,23307,36431,40
2023-03-22,27128,24168,37480,40
2023-03-23,28380,25347,38421,40
2023-03-24,30413,27301,41270,40
2023-03-25,27131,24089,41754,40
2023-03-26,30486,27125,44589,40
2023-03-27,27654,24747,37326,40
2023-03-28,30320,27208,41792,40
