commit_a,date_a,commit_b,date_b,entry_date,days_before_commit_a,eu40_a,eu40_b,eu_core_a,eu_core_b,eu40_rev,eu40_rev_pct,eu_core_rev,eu_core_rev_pct
c2e0c0cf56,2023-08-03,f285c4c8da,2023-08-09,2023-08-01,2,41863,41863,36613,36613,0,0.0,0,0.0
c2e0c0cf56,2023-08-03,f285c4c8da,2023-08-09,2023-08-02,1,42144,42147,36898,36900,3,0.0071184510250569474,2,0.005420347986340723
2ca395984e,2023-08-10,5c59fd173c,2023-08-16,2023-08-03,7,42647,42647,37365,37365,0,0.0,0,0.0
2ca395984e,2023-08-10,5c59fd173c,2023-08-16,2023-08-04,6,43218,43218,37979,37979,0,0.0,0,0.0
2ca395984e,2023-08-10,5c59fd173c,2023-08-16,2023-08-05,5,42021,42021,36735,36735,0,0.0,0,0.0
2ca395984e,2023-08-10,5c59fd173c,2023-08-16,2023-08-06,4,42861,42861,37524,37524,0,0.0,0,0.0
2ca395984e,2023-08-10,5c59fd173c,2023-08-16,2023-08-07,3,42670,42670,37361,37361,0,0.0,0,0.0
2ca395984e,2023-08-10,5c59fd173c,2023-08-16,2023-08-08,2,41253,41253,36129,36129,0,0.0,0,0.0
2ca395984e,2023-08-10,5c59fd173c,2023-08-16,2023-08-09,1,41680,41681,36415,36414,1,0.0023992322456813818,-1,-0.002746121103940684
990f2bf541,2023-08-18,a32c67bc26,2023-08-23,2023-08-11,7,43331,43331,38068,38068,0,0.0,0,0.0
990f2bf541,2023-08-18,a32c67bc26,2023-08-23,2023-08-12,6,41816,41816,36499,36499,0,0.0,0,0.0
990f2bf541,2023-08-18,a32c67bc26,2023-08-23,2023-08-13,5,42749,42749,37377,37377,0,0.0,0,0.0
990f2bf541,2023-08-18,a32c67bc26,2023-08-23,2023-08-14,4,41733,41733,36523,36523,0,0.0,0,0.0
990f2bf541,2023-08-18,a32c67bc26,2023-08-23,2023-08-15,3,40904,40904,35716,35716,0,0.0,0,0.0
990f2bf541,2023-08-18,a32c67bc26,2023-08-23,2023-08-16,2,41371,41371,36178,36178,0,0.0,0,0.0
990f2bf541,2023-08-18,a32c67bc26,2023-08-23,2023-08-17,1,42004,42005,36703,36703,1,0.0023807256451766497,0,0.0
643e86f6fd,2023-08-26,2782f5057f,2023-08-31,2023-08-19,7,41583,41583,36230,36230,0,0.0,0,0.0
643e86f6fd,2023-08-26,2782f5057f,2023-08-31,2023-08-20,6,43221,43221,37845,37845,0,0.0,0,0.0
643e86f6fd,2023-08-26,2782f5057f,2023-08-31,2023-08-21,5,42478,42478,37282,37282,0,0.0,0,0.0
643e86f6fd,2023-08-26,2782f5057f,2023-08-31,2023-08-22,4,41458,41458,36365,36365,0,0.0,0,0.0
643e86f6fd,2023-08-26,2782f5057f,2023-08-31,2023-08-23,3,42107,42107,36851,36851,0,0.0,0,0.0
643e86f6fd,2023-08-26,2782f5057f,2023-08-31,2023-08-24,2,42180,42180,36911,36911,0,0.0,0,0.0
643e86f6fd,2023-08-26,2782f5057f,2023-08-31,2023-08-25,1,43096,43096,37867,37869,0,0.0,2,0.005281643647503103
0d05ab2665,2023-09-02,dccd20497d,2023-09-08,2023-08-26,7,41155,41155,35857,35857,0,0.0,0,0.0
0d05ab2665,2023-09-02,dccd20497d,2023-09-08,2023-08-27,6,42211,42211,36885,36885,0,0.0,0,0.0
0d05ab2665,2023-09-02,dccd20497d,2023-09-08,2023-08-28,5,39165,39165,34073,34073,0,0.0,0,0.0
0d05ab2665,2023-09-02,dccd20497d,2023-09-08,2023-08-29,4,42160,42160,37042,37042,0,0.0,0,0.0
0d05ab2665,2023-09-02,dccd20497d,2023-09-08,2023-08-30,3,42782,42782,37533,37533,0,0.0,0,0.0
0d05ab2665,2023-09-02,dccd20497d,2023-09-08,2023-08-31,2,43366,43366,38138,38138,0,0.0,0,0.0
0d05ab2665,2023-09-02,dccd20497d,2023-09-08,2023-09-01,1,43752,43753,38574,38575,1,0.002285609800694825,1,0.0025924197646082854
2dfdcbabe0,2023-09-10,9afb6ecc9a,2023-09-15,2023-09-03,7,43145,43145,37924,37924,0,0.0,0,0.0
2dfdcbabe0,2023-09-10,9afb6ecc9a,2023-09-15,2023-09-04,6,42343,42343,37379,37379,0,0.0,0,0.0
2dfdcbabe0,2023-09-10,9afb6ecc9a,2023-09-15,2023-09-05,5,40681,40681,35901,35901,0,0.0,0,0.0
2dfdcbabe0,2023-09-10,9afb6ecc9a,2023-09-15,2023-09-06,4,41293,41293,36380,36380,0,0.0,0,0.0
2dfdcbabe0,2023-09-10,9afb6ecc9a,2023-09-15,2023-09-07,3,42589,42589,37527,37527,0,0.0,0,0.0
2dfdcbabe0,2023-09-10,9afb6ecc9a,2023-09-15,2023-09-08,2,42538,42538,37654,37654,0,0.0,0,0.0
2dfdcbabe0,2023-09-10,9afb6ecc9a,2023-09-15,2023-09-09,1,40305,40305,35260,35260,0,0.0,0,0.0
40bfa2432b,2023-09-19,20798db771,2023-09-25,2023-09-12,7,40453,40453,35779,35779,0,0.0,0,0.0
40bfa2432b,2023-09-19,20798db771,2023-09-25,2023-09-13,6,41216,41216,36303,36303,0,0.0,0,0.0
40bfa2432b,2023-09-19,20798db771,2023-09-25,2023-09-14,5,42225,42225,37278,37278,0,0.0,0,0.0
40bfa2432b,2023-09-19,20798db771,2023-09-25,2023-09-15,4,42879,42879,38023,38023,0,0.0,0,0.0
40bfa2432b,2023-09-19,20798db771,2023-09-25,2023-09-16,3,39556,39556,34728,34728,0,0.0,0,0.0
40bfa2432b,2023-09-19,20798db771,2023-09-25,2023-09-17,2,41583,41583,36819,36819,0,0.0,0,0.0
40bfa2432b,2023-09-19,20798db771,2023-09-25,2023-09-18,1,41440,41439,36674,36674,-1,-0.002413127413127413,0,0.0
6f83970dac,2023-09-27,6a0830dc2e,2023-10-03,2023-09-20,7,41096,41096,36395,36395,0,0.0,0,0.0
6f83970dac,2023-09-27,6a0830dc2e,2023-10-03,2023-09-21,6,41603,41603,36879,36879,0,0.0,0,0.0
6f83970dac,2023-09-27,6a0830dc2e,2023-10-03,2023-09-22,5,42445,42445,37652,37652,0,0.0,0,0.0
6f83970dac,2023-09-27,6a0830dc2e,2023-10-03,2023-09-23,4,39208,39208,34498,34498,0,0.0,0,0.0
6f83970dac,2023-09-27,6a0830dc2e,2023-10-03,2023-09-24,3,40996,40996,36587,36587,0,0.0,0,0.0
6f83970dac,2023-09-27,6a0830dc2e,2023-10-03,2023-09-25,2,40188,40188,36101,36101,0,0.0,0,0.0
6f83970dac,2023-09-27,6a0830dc2e,2023-10-03,2023-09-26,1,39829,39831,35257,35257,2,0.005021466770443647,0,0.0
a96c5958f1,2023-12-04,9e5dbb1344,2023-12-10,2023-11-27,7,30210,30210,27218,27218,0,0.0,0,0.0
a96c5958f1,2023-12-04,9e5dbb1344,2023-12-10,2023-11-28,6,25690,25690,22989,22989,0,0.0,0,0.0
a96c5958f1,2023-12-04,9e5dbb1344,2023-12-10,2023-11-29,5,27087,27087,24283,24283,0,0.0,0,0.0
a96c5958f1,2023-12-04,9e5dbb1344,2023-12-10,2023-11-30,4,28444,28444,25463,25463,0,0.0,0,0.0
a96c5958f1,2023-12-04,9e5dbb1344,2023-12-10,2023-12-01,3,31047,31047,27946,27946,0,0.0,0,0.0
a96c5958f1,2023-12-04,9e5dbb1344,2023-12-10,2023-12-02,2,24823,24823,21915,21915,0,0.0,0,0.0
a96c5958f1,2023-12-04,9e5dbb1344,2023-12-10,2023-12-03,1,29173,29170,26044,26043,-3,-0.010283481301203167,-1,-0.0038396559668253723
76c9bd7a34,2023-12-12,f74c45b18f,2023-12-18,2023-12-05,7,25604,25604,22856,22856,0,0.0,0,0.0
76c9bd7a34,2023-12-12,f74c45b18f,2023-12-18,2023-12-06,6,27046,27046,24211,24211,0,0.0,0,0.0
76c9bd7a34,2023-12-12,f74c45b18f,2023-12-18,2023-12-07,5,28236,28236,25369,25369,0,0.0,0,0.0
76c9bd7a34,2023-12-12,f74c45b18f,2023-12-18,2023-12-08,4,31228,31228,28209,28209,0,0.0,0,0.0
76c9bd7a34,2023-12-12,f74c45b18f,2023-12-18,2023-12-09,3,26919,26919,23827,23827,0,0.0,0,0.0
76c9bd7a34,2023-12-12,f74c45b18f,2023-12-18,2023-12-10,2,30815,30815,27629,27629,0,0.0,0,0.0
76c9bd7a34,2023-12-12,f74c45b18f,2023-12-18,2023-12-11,1,30538,30540,27537,27539,2,0.006549217368524461,2,0.00726295529651015
b5be7bac8a,2024-01-09,320263f6d3,2024-01-15,2024-01-02,7,29923,29923,26569,26569,0,0.0,0,0.0
b5be7bac8a,2024-01-09,320263f6d3,2024-01-15,2024-01-03,6,29813,29813,26550,26550,0,0.0,0,0.0
b5be7bac8a,2024-01-09,320263f6d3,2024-01-15,2024-01-04,5,30431,30431,27165,27165,0,0.0,0,0.0
b5be7bac8a,2024-01-09,320263f6d3,2024-01-15,2024-01-05,4,32259,32259,28786,28786,0,0.0,0,0.0
b5be7bac8a,2024-01-09,320263f6d3,2024-01-15,2024-01-06,3,30332,30332,26857,26857,0,0.0,0,0.0
b5be7bac8a,2024-01-09,320263f6d3,2024-01-15,2024-01-07,2,31946,31946,28431,28431,0,0.0,0,0.0
b5be7bac8a,2024-01-09,320263f6d3,2024-01-15,2024-01-08,1,30000,30000,26676,26676,0,0.0,0,0.0
f59ffbd4a0,2024-01-16,01082717c4,2024-01-23,2024-01-09,7,24452,24452,21421,21421,0,0.0,0,0.0
f59ffbd4a0,2024-01-16,01082717c4,2024-01-23,2024-01-10,6,24873,24873,21883,21883,0,0.0,0,0.0
f59ffbd4a0,2024-01-16,01082717c4,2024-01-23,2024-01-11,5,26140,26140,23105,23105,0,0.0,0,0.0
f59ffbd4a0,2024-01-16,01082717c4,2024-01-23,2024-01-12,4,29477,29477,26330,26330,0,0.0,0,0.0
f59ffbd4a0,2024-01-16,01082717c4,2024-01-23,2024-01-13,3,26188,26188,23060,23060,0,0.0,0,0.0
f59ffbd4a0,2024-01-16,01082717c4,2024-01-23,2024-01-14,2,28790,28790,25581,25581,0,0.0,0,0.0
f59ffbd4a0,2024-01-16,01082717c4,2024-01-23,2024-01-15,1,27705,27705,24695,24696,0,0.0,1,0.004049402713099818
01082717c4,2024-01-23,bf931ac230,2024-01-29,2024-01-16,7,23055,23055,20299,20299,0,0.0,0,0.0
01082717c4,2024-01-23,bf931ac230,2024-01-29,2024-01-17,6,22231,22231,19481,19481,0,0.0,0,0.0
01082717c4,2024-01-23,bf931ac230,2024-01-29,2024-01-18,5,25369,25369,22438,22438,0,0.0,0,0.0
01082717c4,2024-01-23,bf931ac230,2024-01-29,2024-01-19,4,29412,29412,26324,26324,0,0.0,0,0.0
01082717c4,2024-01-23,bf931ac230,2024-01-29,2024-01-20,3,25847,25847,22772,22772,0,0.0,0,0.0
01082717c4,2024-01-23,bf931ac230,2024-01-29,2024-01-21,2,27551,27551,24400,24400,0,0.0,0,0.0
01082717c4,2024-01-23,bf931ac230,2024-01-29,2024-01-22,1,27631,27628,24613,24612,-3,-0.010857370344902464,-1,-0.004062893592816804
341e797460,2024-01-30,4f0ed7e6a7,2024-02-05,2024-01-23,7,23168,23168,20516,20516,0,0.0,0,0.0
341e797460,2024-01-30,4f0ed7e6a7,2024-02-05,2024-01-24,6,24068,24068,21303,21303,0,0.0,0,0.0
341e797460,2024-01-30,4f0ed7e6a7,2024-02-05,2024-01-25,5,26164,26164,23291,23291,0,0.0,0,0.0
341e797460,2024-01-30,4f0ed7e6a7,2024-02-05,2024-01-26,4,29107,29107,26075,26075,0,0.0,0,0.0
341e797460,2024-01-30,4f0ed7e6a7,2024-02-05,2024-01-27,3,25892,25892,22955,22955,0,0.0,0,0.0
341e797460,2024-01-30,4f0ed7e6a7,2024-02-05,2024-01-28,2,28571,28571,25429,25429,0,0.0,0,0.0
341e797460,2024-01-30,4f0ed7e6a7,2024-02-05,2024-01-29,1,27905,27903,24995,24994,-2,-0.007167174341515857,-1,-0.004000800160032006
1880815e71,2024-02-07,09b94acd11,2024-02-12,2024-01-31,7,24717,24717,21923,21923,0,0.0,0,0.0
1880815e71,2024-02-07,09b94acd11,2024-02-12,2024-02-01,6,25649,25649,22779,22779,0,0.0,0,0.0
1880815e71,2024-02-07,09b94acd11,2024-02-12,2024-02-02,5,29670,29670,26574,26574,0,0.0,0,0.0
1880815e71,2024-02-07,09b94acd11,2024-02-12,2024-02-03,4,26573,26573,23567,23567,0,0.0,0,0.0
1880815e71,2024-02-07,09b94acd11,2024-02-12,2024-02-04,3,29040,29040,25872,25872,0,0.0,0,0.0
1880815e71,2024-02-07,09b94acd11,2024-02-12,2024-02-05,2,28746,28746,25795,25795,0,0.0,0,0.0
1880815e71,2024-02-07,09b94acd11,2024-02-12,2024-02-06,1,24249,24248,21505,21505,-1,-0.004123881397171018,0,0.0
e4bb596ca4,2024-02-15,a2bdec1bc0,2024-02-20,2024-02-08,7,27772,27772,24854,24854,0,0.0,0,0.0
e4bb596ca4,2024-02-15,a2bdec1bc0,2024-02-20,2024-02-09,6,31494,31494,28432,28432,0,0.0,0,0.0
e4bb596ca4,2024-02-15,a2bdec1bc0,2024-02-20,2024-02-10,5,29021,29021,25952,25952,0,0.0,0,0.0
e4bb596ca4,2024-02-15,a2bdec1bc0,2024-02-20,2024-02-11,4,30260,30260,27039,27039,0,0.0,0,0.0
e4bb596ca4,2024-02-15,a2bdec1bc0,2024-02-20,2024-02-12,3,29378,29378,26438,26438,0,0.0,0,0.0
e4bb596ca4,2024-02-15,a2bdec1bc0,2024-02-20,2024-02-13,2,25177,25177,22396,22396,0,0.0,0,0.0
e4bb596ca4,2024-02-15,a2bdec1bc0,2024-02-20,2024-02-14,1,26623,26621,23794,23794,-2,-0.007512301393531908,0,0.0
0bcbcecf8d,2024-02-22,f74c747deb,2024-02-27,2024-02-15,7,29144,29144,26171,26171,0,0.0,0,0.0
0bcbcecf8d,2024-02-22,f74c747deb,2024-02-27,2024-02-16,6,32264,32264,29135,29135,0,0.0,0,0.0
0bcbcecf8d,2024-02-22,f74c747deb,2024-02-27,2024-02-17,5,29970,29970,26826,26826,0,0.0,0,0.0
0bcbcecf8d,2024-02-22,f74c747deb,2024-02-27,2024-02-18,4,32084,32084,28785,28785,0,0.0,0,0.0
0bcbcecf8d,2024-02-22,f74c747deb,2024-02-27,2024-02-19,3,30486,30486,27432,27432,0,0.0,0,0.0
0bcbcecf8d,2024-02-22,f74c747deb,2024-02-27,2024-02-20,2,24968,24968,22122,22122,0,0.0,0,0.0
0bcbcecf8d,2024-02-22,f74c747deb,2024-02-27,2024-02-21,1,27072,27069,24185,24185,-3,-0.011081560283687944,0,0.0
a0035f5e2a,2024-02-29,c6cba45068,2024-03-05,2024-02-22,7,28929,28929,25910,25910,0,0.0,0,0.0
a0035f5e2a,2024-02-29,c6cba45068,2024-03-05,2024-02-23,6,32009,32009,28840,28840,0,0.0,0,0.0
a0035f5e2a,2024-02-29,c6cba45068,2024-03-05,2024-02-24,5,29406,29406,26302,26302,0,0.0,0,0.0
a0035f5e2a,2024-02-29,c6cba45068,2024-03-05,2024-02-25,4,31622,31622,28312,28312,0,0.0,0,0.0
a0035f5e2a,2024-02-29,c6cba45068,2024-03-05,2024-02-26,3,31166,31166,28083,28083,0,0.0,0,0.0
a0035f5e2a,2024-02-29,c6cba45068,2024-03-05,2024-02-27,2,26426,26426,23582,23582,0,0.0,0,0.0
a0035f5e2a,2024-02-29,c6cba45068,2024-03-05,2024-02-28,1,27653,27654,24789,24789,1,0.0036162441688062778,0,0.0
c6f542ebf9,2024-03-07,f9896920b5,2024-03-12,2024-02-29,7,29644,29644,26573,26573,0,0.0,0,0.0
c6f542ebf9,2024-03-07,f9896920b5,2024-03-12,2024-03-01,6,32519,32519,29289,29289,0,0.0,0,0.0
c6f542ebf9,2024-03-07,f9896920b5,2024-03-12,2024-03-02,5,29640,29640,26459,26459,0,0.0,0,0.0
c6f542ebf9,2024-03-07,f9896920b5,2024-03-12,2024-03-03,4,31617,31617,28295,28295,0,0.0,0,0.0
c6f542ebf9,2024-03-07,f9896920b5,2024-03-12,2024-03-04,3,31692,31692,28566,28566,0,0.0,0,0.0
c6f542ebf9,2024-03-07,f9896920b5,2024-03-12,2024-03-05,2,27133,27133,24187,24187,0,0.0,0,0.0
c6f542ebf9,2024-03-07,f9896920b5,2024-03-12,2024-03-06,1,28066,28065,25124,25125,-1,-0.003563030000712606,1,0.003980257920713263
88410ac92b,2024-03-15,3cae94ce84,2024-03-20,2024-03-08,7,31489,31489,28269,28269,0,0.0,0,0.0
88410ac92b,2024-03-15,3cae94ce84,2024-03-20,2024-03-09,6,29361,29361,26202,26202,0,0.0,0,0.0
88410ac92b,2024-03-15,3cae94ce84,2024-03-20,2024-03-10,5,31877,31877,28557,28557,0,0.0,0,0.0
88410ac92b,2024-03-15,3cae94ce84,2024-03-20,2024-03-11,4,31897,31897,28846,28846,0,0.0,0,0.0
88410ac92b,2024-03-15,3cae94ce84,2024-03-20,2024-03-12,3,26512,26512,23694,23694,0,0.0,0,0.0
88410ac92b,2024-03-15,3cae94ce84,2024-03-20,2024-03-13,2,27605,27605,24780,24780,0,0.0,0,0.0
88410ac92b,2024-03-15,3cae94ce84,2024-03-20,2024-03-14,1,30018,30018,27118,27119,0,0.0,1,0.00368758758020503
7a9fdd4335,2024-03-22,4031f03bf5,2024-03-28,2024-03-15,7,33616,33616,30416,30416,0,0.0,0,0.0
7a9fdd4335,2024-03-22,4031f03bf5,2024-03-28,2024-03-16,6,29704,29704,26582,26582,0,0.0,0,0.0
7a9fdd4335,2024-03-22,4031f03bf5,2024-03-28,2024-03-17,5,32333,32333,29016,29016,0,0.0,0,0.0
7a9fdd4335,2024-03-22,4031f03bf5,2024-03-28,2024-03-18,4,31975,31975,28870,28870,0,0.0,0,0.0
7a9fdd4335,2024-03-22,4031f03bf5,2024-03-28,2024-03-19,3,27825,27825,24953,24953,0,0.0,0,0.0
7a9fdd4335,2024-03-22,4031f03bf5,2024-03-28,2024-03-20,2,29109,29109,26186,26186,0,0.0,0,0.0
7a9fdd4335,2024-03-22,4031f03bf5,2024-03-28,2024-03-21,1,30872,30870,27814,27812,-2,-0.0064783622700181395,-2,-0.0071906234270511255
0ef5de8f9c,2024-03-30,1c7f04c0e1,2024-04-05,2024-03-23,7,30647,30647,27389,27389,0,0.0,0,0.0
0ef5de8f9c,2024-03-30,1c7f04c0e1,2024-04-05,2024-03-24,6,32004,32004,28589,28589,0,0.0,0,0.0
0ef5de8f9c,2024-03-30,1c7f04c0e1,2024-04-05,2024-03-25,5,32389,32389,29157,29157,0,0.0,0,0.0
0ef5de8f9c,2024-03-30,1c7f04c0e1,2024-04-05,2024-03-26,4,29550,29550,26463,26463,0,0.0,0,0.0
0ef5de8f9c,2024-03-30,1c7f04c0e1,2024-04-05,2024-03-27,3,30851,30851,27684,27684,0,0.0,0,0.0
0ef5de8f9c,2024-03-30,1c7f04c0e1,2024-04-05,2024-03-28,2,32597,32597,29298,29298,0,0.0,0,0.0
0ef5de8f9c,2024-03-30,1c7f04c0e1,2024-04-05,2024-03-29,1,33392,33390,29964,29963,-2,-0.005989458552946814,-1,-0.0033373381391002535
6dff592187,2024-04-07,701335750f,2024-04-12,2024-03-31,7,34207,34207,30501,30501,0,0.0,0,0.0
6dff592187,2024-04-07,701335750f,2024-04-12,2024-04-01,6,35109,35109,31507,31507,0,0.0,0,0.0
6dff592187,2024-04-07,701335750f,2024-04-12,2024-04-02,5,34341,34341,30993,30993,0,0.0,0,0.0
6dff592187,2024-04-07,701335750f,2024-04-12,2024-04-03,4,34594,34594,31156,31156,0,0.0,0,0.0
6dff592187,2024-04-07,701335750f,2024-04-12,2024-04-04,3,35716,35716,32181,32181,0,0.0,0,0.0
6dff592187,2024-04-07,701335750f,2024-04-12,2024-04-05,2,36754,36754,33023,33023,0,0.0,0,0.0
6dff592187,2024-04-07,701335750f,2024-04-12,2024-04-06,1,34646,34642,30953,30950,-4,-0.011545344339894938,-3,-0.009692113850030692
42592d1bce,2024-04-30,966602f4ec,2024-05-10,2024-04-09,21,34778,34778,31222,31222,0,0.0,0,0.0
42592d1bce,2024-04-30,966602f4ec,2024-05-10,2024-04-10,20,35710,35710,32132,32132,0,0.0,0,0.0
42592d1bce,2024-04-30,966602f4ec,2024-05-10,2024-04-11,19,37084,37084,33382,33382,0,0.0,0,0.0
42592d1bce,2024-04-30,966602f4ec,2024-05-10,2024-04-12,18,37590,37590,33829,33829,0,0.0,0,0.0
42592d1bce,2024-04-30,966602f4ec,2024-05-10,2024-04-13,17,34784,34784,31059,31059,0,0.0,0,0.0
42592d1bce,2024-04-30,966602f4ec,2024-05-10,2024-04-14,16,36718,36718,32845,32845,0,0.0,0,0.0
42592d1bce,2024-04-30,966602f4ec,2024-05-10,2024-04-15,15,36237,36237,32462,32462,0,0.0,0,0.0
966602f4ec,2024-05-10,22d3eddc31,2024-05-16,2024-05-03,7,39510,39510,35270,35270,0,0.0,0,0.0
966602f4ec,2024-05-10,22d3eddc31,2024-05-16,2024-05-04,6,37552,37552,33313,33313,0,0.0,0,0.0
966602f4ec,2024-05-10,22d3eddc31,2024-05-16,2024-05-05,5,39369,39369,35008,35008,0,0.0,0,0.0
966602f4ec,2024-05-10,22d3eddc31,2024-05-16,2024-05-06,4,38940,38940,34882,34882,0,0.0,0,0.0
966602f4ec,2024-05-10,22d3eddc31,2024-05-16,2024-05-07,3,38090,38090,34182,34182,0,0.0,0,0.0
966602f4ec,2024-05-10,22d3eddc31,2024-05-16,2024-05-08,2,39396,39396,35293,35293,0,0.0,0,0.0
966602f4ec,2024-05-10,22d3eddc31,2024-05-16,2024-05-09,1,39417,39418,35212,35212,1,0.0025369764314889516,0,0.0
83fdf2c96a,2024-05-18,9cfb310c8e,2024-05-24,2024-05-11,7,38040,38040,33790,33790,0,0.0,0,0.0
83fdf2c96a,2024-05-18,9cfb310c8e,2024-05-24,2024-05-12,6,40985,40985,36537,36537,0,0.0,0,0.0
83fdf2c96a,2024-05-18,9cfb310c8e,2024-05-24,2024-05-13,5,39989,39989,35860,35860,0,0.0,0,0.0
83fdf2c96a,2024-05-18,9cfb310c8e,2024-05-24,2024-05-14,4,38525,38525,34581,34581,0,0.0,0,0.0
83fdf2c96a,2024-05-18,9cfb310c8e,2024-05-24,2024-05-15,3,39280,39280,35149,35149,0,0.0,0,0.0
83fdf2c96a,2024-05-18,9cfb310c8e,2024-05-24,2024-05-16,2,40537,40537,36303,36303,0,0.0,0,0.0
83fdf2c96a,2024-05-18,9cfb310c8e,2024-05-24,2024-05-17,1,41475,41471,37135,37133,-4,-0.009644364074743821,-2,-0.005385754678874377
bc21f5fce0,2024-06-05,bfb21b357a,2024-06-11,2024-05-29,7,41101,41101,36717,36717,0,0.0,0,0.0
bc21f5fce0,2024-06-05,bfb21b357a,2024-06-11,2024-05-30,6,41745,41745,37213,37213,0,0.0,0,0.0
bc21f5fce0,2024-06-05,bfb21b357a,2024-06-11,2024-05-31,5,42798,42798,38158,38158,0,0.0,0,0.0
bc21f5fce0,2024-06-05,bfb21b357a,2024-06-11,2024-06-01,4,41425,41425,36753,36753,0,0.0,0,0.0
bc21f5fce0,2024-06-05,bfb21b357a,2024-06-11,2024-06-02,3,43696,43696,38806,38806,0,0.0,0,0.0
bc21f5fce0,2024-06-05,bfb21b357a,2024-06-11,2024-06-03,2,42275,42275,37607,37607,0,0.0,0,0.0
bc21f5fce0,2024-06-05,bfb21b357a,2024-06-11,2024-06-04,1,41057,41057,36684,36685,0,0.0,1,0.0027259840802529712
4a432412f4,2024-06-13,99085a17d0,2024-06-19,2024-06-06,7,42726,42726,38074,38074,0,0.0,0,0.0
4a432412f4,2024-06-13,99085a17d0,2024-06-19,2024-06-07,6,43659,43659,38873,38873,0,0.0,0,0.0
4a432412f4,2024-06-13,99085a17d0,2024-06-19,2024-06-08,5,41078,41078,36331,36331,0,0.0,0,0.0
4a432412f4,2024-06-13,99085a17d0,2024-06-19,2024-06-09,4,42864,42864,37887,37887,0,0.0,0,0.0
4a432412f4,2024-06-13,99085a17d0,2024-06-19,2024-06-10,3,43218,43218,38323,38323,0,0.0,0,0.0
4a432412f4,2024-06-13,99085a17d0,2024-06-19,2024-06-11,2,41363,41363,36810,36810,0,0.0,0,0.0
4a432412f4,2024-06-13,99085a17d0,2024-06-19,2024-06-12,1,42679,42675,38002,38000,-4,-0.009372290822184213,-2,-0.00526288090100521
3dd4dc7de3,2024-07-03,46f657ec74,2024-07-09,2024-06-26,7,43314,43314,38262,38262,0,0.0,0,0.0
3dd4dc7de3,2024-07-03,46f657ec74,2024-07-09,2024-06-27,6,44478,44478,39263,39263,0,0.0,0,0.0
3dd4dc7de3,2024-07-03,46f657ec74,2024-07-09,2024-06-28,5,45221,45221,39965,39965,0,0.0,0,0.0
3dd4dc7de3,2024-07-03,46f657ec74,2024-07-09,2024-06-29,4,42680,42680,37543,37543,0,0.0,0,0.0
3dd4dc7de3,2024-07-03,46f657ec74,2024-07-09,2024-06-30,3,44782,44782,39399,39399,0,0.0,0,0.0
3dd4dc7de3,2024-07-03,46f657ec74,2024-07-09,2024-07-01,2,44774,44774,39457,39457,0,0.0,0,0.0
3dd4dc7de3,2024-07-03,46f657ec74,2024-07-09,2024-07-02,1,43691,43690,38556,38555,-1,-0.002288800897209952,-1,-0.002593630044610437
524812aeb4,2024-07-10,28d7bb9b5c,2024-07-16,2024-07-03,7,44506,44506,39162,39162,0,0.0,0,0.0
524812aeb4,2024-07-10,28d7bb9b5c,2024-07-16,2024-07-04,6,45011,45011,39656,39656,0,0.0,0,0.0
524812aeb4,2024-07-10,28d7bb9b5c,2024-07-16,2024-07-05,5,45710,45710,40378,40378,0,0.0,0,0.0
524812aeb4,2024-07-10,28d7bb9b5c,2024-07-16,2024-07-06,4,43644,43644,38397,38397,0,0.0,0,0.0
524812aeb4,2024-07-10,28d7bb9b5c,2024-07-16,2024-07-07,3,45297,45297,39828,39828,0,0.0,0,0.0
524812aeb4,2024-07-10,28d7bb9b5c,2024-07-16,2024-07-08,2,44648,44648,39393,39393,0,0.0,0,0.0
524812aeb4,2024-07-10,28d7bb9b5c,2024-07-16,2024-07-09,1,43692,43690,38601,38600,-2,-0.004577497024626934,-1,-0.0025906064609725137
79f67dba76,2024-07-18,e18e5e854b,2024-07-24,2024-07-11,7,45342,45342,40013,40013,0,0.0,0,0.0
79f67dba76,2024-07-18,e18e5e854b,2024-07-24,2024-07-12,6,44899,44899,39658,39658,0,0.0,0,0.0
79f67dba76,2024-07-18,e18e5e854b,2024-07-24,2024-07-13,5,44326,44326,39067,39067,0,0.0,0,0.0
79f67dba76,2024-07-18,e18e5e854b,2024-07-24,2024-07-14,4,45585,45585,40101,40101,0,0.0,0,0.0
79f67dba76,2024-07-18,e18e5e854b,2024-07-24,2024-07-15,3,45974,45974,40628,40628,0,0.0,0,0.0
79f67dba76,2024-07-18,e18e5e854b,2024-07-24,2024-07-16,2,43999,43999,38842,38842,0,0.0,0,0.0
79f67dba76,2024-07-18,e18e5e854b,2024-07-24,2024-07-17,1,44876,44878,39625,39627,2,0.004456725198324271,2,0.005047318611987382
0ce5e0dd80,2024-07-26,633cceb37e,2024-08-01,2024-07-19,7,43091,43091,38003,38003,0,0.0,0,0.0
0ce5e0dd80,2024-07-26,633cceb37e,2024-08-01,2024-07-20,6,43832,43832,38637,38637,0,0.0,0,0.0
0ce5e0dd80,2024-07-26,633cceb37e,2024-08-01,2024-07-21,5,44692,44692,39219,39219,0,0.0,0,0.0
0ce5e0dd80,2024-07-26,633cceb37e,2024-08-01,2024-07-22,4,45257,45257,39948,39948,0,0.0,0,0.0
