grid_row,quarter,gbv_share,differential_pp,L,source_date,share_path,adr_ratio,delta_scenario,lead_time,lead_uplift,rebook_offset,basis
0,2026Q3,0.22,0.0,0.0,2026-09-11,share_central,adr_equal,delta_0pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
285,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
285,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
286,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
286,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
287,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
287,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
288,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
288,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
289,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
289,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
290,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
290,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
291,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
291,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
292,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
292,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
293,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
293,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
294,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
294,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
295,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
295,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
296,2026Q3,0.21999952199995224,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
296,2026Q4,0.23003172028906008,0.0,0.0,2026-09-11,share_central,adr_plus25,delta_0pp,lead_3.0,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
297,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
297,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
298,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
298,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
299,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
299,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
300,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
300,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
301,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
301,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
302,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
302,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
303,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
303,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
304,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
304,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
305,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
305,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_1.8,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
306,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
306,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
307,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
307,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
308,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
308,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
309,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
309,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
310,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
310,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
311,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
311,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
312,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
312,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
313,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
313,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
314,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
314,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
315,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
315,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
316,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
316,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
317,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
317,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
318,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
318,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
319,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
319,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
320,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
320,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
321,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
321,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
322,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
322,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
323,2026Q3,0.21999952199995224,1.0,0.0021999952199995222,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
323,2026Q4,0.23003172028906008,1.0,0.0023003172028906007,2026-09-11,share_central,adr_plus25,delta_1pp,lead_3.0,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
324,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
324,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
325,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
325,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
326,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
326,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
327,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
327,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
328,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
328,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
329,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
329,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
330,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
330,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
331,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
331,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
332,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
332,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_1.8,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
333,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
333,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
334,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
334,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
335,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
335,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
336,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
336,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
337,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
337,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
338,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
338,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
339,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
339,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
340,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
340,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
341,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
341,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_2.2,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
342,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
342,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
343,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
343,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
344,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
344,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
345,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
345,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_7,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
346,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
346,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_7,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
347,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
347,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_7,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
348,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
348,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_15,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
349,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
349,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_15,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
350,2026Q3,0.21999952199995224,2.0,0.0043999904399990445,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
350,2026Q4,0.23003172028906008,2.0,0.004600634405781201,2026-09-11,share_central,adr_plus25,delta_2pp,lead_3.0,uplift_15,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
351,2026Q3,0.21999952199995224,4.0,0.008799980879998089,2026-09-11,share_central,adr_plus25,delta_4pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
351,2026Q4,0.23003172028906008,4.0,0.009201268811562403,2026-09-11,share_central,adr_plus25,delta_4pp,lead_1.8,uplift_0,0.0,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
352,2026Q3,0.21999952199995224,4.0,0.008799980879998089,2026-09-11,share_central,adr_plus25,delta_4pp,lead_1.8,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
352,2026Q4,0.23003172028906008,4.0,0.009201268811562403,2026-09-11,share_central,adr_plus25,delta_4pp,lead_1.8,uplift_0,0.25,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
353,2026Q3,0.21999952199995224,4.0,0.008799980879998089,2026-09-11,share_central,adr_plus25,delta_4pp,lead_1.8,uplift_0,0.5,gross flow-share stress; not conditional backlog survival; no rebooking adjustment
