year,month,day,statefips,freq,spend_all,spend_aap,spend_acf,spend_aer,spend_apg,spend_durables,spend_nondurables,spend_grf,spend_gen,spend_hic,spend_hcs,spend_inperson,spend_inpersonmisc,spend_remoteservices,spend_sgh,spend_tws,spend_retail_w_grocery,spend_retail_no_grocery,spend_all_incmiddle,spend_all_q1,spend_all_q2,spend_all_q3,spend_all_q4,provisional
2020,9,28,55,d,-.0727,-.143,-.266,-.514,-.0035,.0241,-.0169,.111,.096,.00736,-.0762,-.296,-.215,.0289,.191,-.65,.067,.0316,-.0698,-.0876,-.0598,-.0798,-.0848,0
2020,9,28,56,d,-.0571,-.197,-.196,-.26,.0242,.0978,-.0271,-.0427,.229,.195,-.0222,-.193,-.153,-.13,.0395,-.536,.0303,.105,-.0684,.0554,-.04,-.0979,-.0664,0
2020,9,29,1,d,-.0238,-.266,-.161,-.45,-.0459,.186,-.0581,.127,.212,.627,-.0377,-.189,-.12,.0466,.146,-.427,.115,.109,-.0848,.0444,-.153,.0368,-.00865,0
2020,9,29,2,d,-.0927,.0733,-.18,-.365,.116,-.0299,.0517,.0536,.13,.00807,-.201,-.288,-.218,-.0823,-.00922,-.522,.0515,.0656,-.105,.,-.017,-.136,-.0971,0
2020,9,29,4,d,-.0605,-.0493,-.252,-.397,-.00339,.0621,-.00865,.0867,.0203,.0405,-.129,-.259,-.114,-.00873,.301,-.536,.0834,.0811,-.0573,-.0487,-.0556,-.0592,-.0733,0
2020,9,29,5,d,-.0504,-.0942,-.23,-.588,.174,.369,-.0387,.0528,.337,.729,-.21,-.28,-.239,-.0269,1.5,-.764,.215,.406,-.0209,-.0485,-.0679,.0292,.,0
2020,9,29,6,d,-.133,-.164,-.346,-.593,-.102,.0621,-.0871,.0479,-.059,.14,-.117,-.372,-.259,-.00439,.278,-.593,.0242,.0139,-.116,-.0821,-.116,-.116,-.148,0
2020,9,29,8,d,-.0702,-.0764,-.261,-.326,-.0109,.0692,-.0301,.0796,.0358,.163,-.0805,-.282,-.181,.0519,.306,-.602,.0797,.0791,-.0813,-.0549,-.0771,-.0838,-.0656,0
2020,9,29,9,d,-.0262,-.00175,-.24,-.363,.0837,.115,.0498,.24,.152,.388,-.263,-.296,-.182,.15,.0921,-.624,.183,.146,.0536,.073,.0475,.0543,-.0712,0
2020,9,29,10,d,-.0276,.0476,-.312,-.505,.0608,.174,-.00108,.0274,.069,.242,-.0239,-.297,-.198,.134,.743,-.521,.143,.218,-.0139,-.0855,-.0108,-.0164,-.0584,0
2020,9,29,11,d,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2020,9,29,12,d,-.0422,-.0225,-.206,-.291,-.00301,.0913,.00229,.0715,.00634,.197,-.0908,-.24,-.13,.0435,.319,-.54,.0888,.102,-.0433,-.0158,-.0447,-.0414,-.0766,0
2020,9,29,13,d,-.00345,.125,-.16,-.323,.135,.178,.0448,.132,.143,.471,-.0779,-.189,-.0749,.0233,.343,-.528,.197,.242,-.0112,.0408,-.0103,-.0117,-.0234,0
2020,9,29,15,d,.044,.112,-.231,-.509,.13,.281,.136,.317,.136,.583,.132,-.255,-.179,.15,.408,-.589,.272,.242,-.0145,.,-.00195,-.0144,.0642,0
2020,9,29,16,d,.0246,-.0179,-.186,-.4,.118,.192,.0518,.0594,.196,.143,.0115,-.196,.0112,.081,.288,-.567,.144,.205,.0225,.0195,.0154,.0342,.0214,0
2020,9,29,17,d,-.0506,-.132,-.22,-.358,-.0366,.129,-.0249,.0865,.0306,.224,-.0648,-.257,-.192,.0178,.31,-.594,.0971,.102,-.047,.0162,-.051,-.0442,-.0826,0
2020,9,29,18,d,-.0664,.0829,-.166,-.373,.0933,.0804,-.00788,-.00461,.101,.199,-.172,-.203,-.149,-.0899,.255,-.428,.0929,.164,-.0736,-.0444,-.0288,-.137,-.0977,0
2020,9,29,19,d,-.134,-.0923,-.35,-.415,-.0779,.0295,-.191,-.117,-.0656,.124,-.274,-.372,-.293,-.0506,.0637,-.632,-.0312,.0394,-.156,-.0231,-.188,-.13,-.131,0
2020,9,29,20,d,-.0526,-.161,-.169,-.442,.0299,.16,-.0663,.0531,.141,.147,-.145,-.21,.0867,-.0376,.596,-.682,.115,.183,-.0402,-.0857,-.0995,.0443,-.0896,0
2020,9,29,21,d,.0391,.239,-.0536,-.265,.119,.203,.0358,.118,.0584,.362,-.0749,-.0997,.025,.108,.442,-.558,.177,.244,.0212,.0573,.0238,.0189,.0678,0
2020,9,29,22,d,.0419,.0848,-.111,-.284,.112,.225,.0723,.144,.128,.567,-.117,-.149,-.0482,.0765,.16,-.51,.188,.23,.0495,.0578,.0539,.0448,-.042,0
2020,9,29,23,d,.0332,.19,-.0761,-.306,.219,.0723,.04,.0502,.227,.309,.0843,-.0925,-.138,.0764,.192,-.564,.101,.211,.0258,.0282,.024,.0169,.,0
2020,9,29,24,d,-.0473,-.00756,-.237,-.44,.0337,.157,-.00496,.0767,.0607,.485,-.124,-.282,-.146,.0612,.438,-.594,.133,.17,-.0442,.0889,.000398,-.064,-.0705,0
2020,9,29,25,d,.00485,.0512,-.185,-.293,.0574,.316,.0687,.189,.065,.517,-.0462,-.24,-.151,.102,.366,-.614,.222,.257,.108,-.0262,.236,.0612,-.0347,0
2020,9,29,26,d,.0399,.0804,-.0295,-.0531,.125,.198,.0569,.16,.158,.24,-.121,-.0853,-.0249,.0611,.589,-.492,.196,.225,.0384,.0922,.0399,.0368,-.0381,0
2020,9,29,27,d,-.0815,-.151,-.273,-.385,-.0402,.0757,-.0262,.0943,.042,.0114,-.163,-.322,-.262,.021,.315,-.653,.0765,.0642,-.0743,-.0339,-.0509,-.0861,-.0897,0
2020,9,29,28,d,.0112,.171,-.14,-.174,.165,.141,.0317,.0831,.163,.219,-.0529,-.141,.0514,.0798,-.187,-.544,.123,.144,-.021,.039,-.00929,-.0373,-.145,0
2020,9,29,29,d,.0542,-.041,-.169,-.487,.165,.368,.0534,.166,.288,.482,.021,-.212,-.0559,.113,1.59,-.608,.28,.376,.0274,.131,.0478,.00914,.00111,0
2020,9,29,30,d,-.198,-.156,-.295,-.519,-.0963,-.182,-.126,-.135,-.0633,-.433,-.21,-.35,-.2,-.143,-.0817,-.669,-.162,-.18,-.181,-.239,-.102,-.259,-.164,0
2020,9,29,31,d,-.0856,.0337,-.168,-.258,.0719,-.0179,-.0747,-.0227,.0957,.11,-.189,-.209,-.111,-.0329,.108,-.584,.035,.0948,-.0918,-.0889,-.0608,-.145,-.0683,0
2020,9,29,32,d,-.0721,-.128,-.229,-.523,-.0523,.0635,.0443,.191,-.00513,.097,-.13,-.294,-.21,-.0586,.836,-.533,.0929,.0516,-.0624,-.0623,-.0762,-.0534,-.091,0
2020,9,29,33,d,.0321,.0881,-.113,-.265,.0809,.23,.0551,.103,.0762,.48,.0509,-.171,-.231,.0605,.672,-.551,.186,.287,.0395,-.0561,.0418,.0389,.0189,0
2020,9,29,34,d,-.0256,.0385,-.204,-.228,.0575,.128,.00227,.0661,.0714,.369,-.0797,-.219,-.133,.0389,.442,-.457,.119,.17,-.0104,.0169,-.0309,-.00232,-.0424,0
2020,9,29,35,d,-.0577,-.00806,-.361,-.493,.0352,.138,.0671,.196,.0578,.222,-.121,-.335,-.121,-.0698,.322,-.62,.169,.152,-.0582,-.0514,-.043,-.0779,-.0972,0
2020,9,29,36,d,-.0139,-.00312,-.206,-.423,.053,.135,.0372,.13,.103,.203,-.0791,-.259,-.123,.0861,.398,-.568,.132,.133,-.00295,.0425,.0147,-.0164,-.0388,0
2020,9,29,37,d,-.048,-.0432,-.26,-.409,.00436,.138,-.000894,.0983,.0422,.28,-.119,-.285,-.216,.0673,.167,-.606,.124,.142,-.0396,-.0423,-.0271,-.0531,-.0792,0
2020,9,29,38,d,-.0467,-.101,-.147,-.129,.0042,.0603,-.0361,.0419,.0955,.131,-.141,-.141,.0237,-.0509,.203,-.474,.0556,.0712,-.0404,.0233,-.0389,-.0414,-.0808,0
2020,9,29,39,d,-.0126,.105,-.147,-.307,.124,.112,.00907,.11,.135,.121,-.0655,-.168,-.0286,.0527,.365,-.531,.135,.151,-.00574,.00888,.0118,-.0306,-.0893,0
2020,9,29,40,d,.00683,.118,-.0596,-.231,.16,.194,-.0142,.0648,.179,.373,-.15,-.126,-.138,.064,.545,-.406,.154,.258,.00957,.022,.00376,.0156,-.0522,0
2020,9,29,41,d,-.0915,-.158,-.322,-.455,-.0304,.0358,-.0374,.0613,.0618,.16,-.137,-.342,-.205,.00749,.276,-.637,.0637,.0667,-.1,-.0736,-.078,-.111,-.0769,0
2020,9,29,42,d,.0295,.145,-.146,-.262,.0868,.218,.0549,.108,.0511,.372,-.069,-.182,-.0786,.124,.384,-.473,.173,.225,.0313,.179,.0645,.00627,-.0365,0
2020,9,29,44,d,-.0393,-.402,-.282,-.606,-.155,.146,-.0401,.122,.0124,.459,-.201,-.354,-.382,.351,.279,-.668,.0742,.0287,-.00284,.,.0397,-.00243,-.0739,0
2020,9,29,45,d,.0288,.0873,-.132,-.366,.119,.147,.0443,.172,.14,.273,-.0804,-.168,-.0937,.0864,.392,-.509,.187,.197,.0254,.0408,.0229,.0278,.00282,0
2020,9,29,46,d,-.184,-.137,-.374,-.402,-.035,-.0885,-.137,-.0642,.0395,-.0696,-.115,-.363,-.285,-.131,.111,-.694,-.0308,-.00623,-.177,-.277,-.229,-.112,-.116,0
2020,9,29,47,d,.0154,.189,-.0812,-.241,.161,.15,.025,.0835,.145,.241,-.121,-.125,-.024,.0676,.39,-.56,.157,.245,-.0148,.0741,-.0272,.00928,-.1,0
2020,9,29,48,d,-.0211,.027,-.149,-.418,.0583,.136,.0148,.0857,.0796,.299,-.0974,-.207,-.112,.0292,.375,-.5,.134,.17,-.0171,.00134,-.0151,-.0188,-.0392,0
2020,9,29,49,d,-.0173,-.0934,-.204,-.29,.0322,.13,.0894,.274,.109,.349,-.0137,-.237,-.244,-.00993,.371,-.504,.19,.152,-.00407,-.00345,-.0056,-.00313,-.0388,0
2020,9,29,50,d,.0696,.0977,-.0549,.0599,.0966,.367,.105,.139,.106,.503,-.26,-.131,.0178,-.00868,.738,-.719,.198,.268,.0845,-.0677,.103,.0748,.00401,0
2020,9,29,51,d,-.057,-.0199,-.265,-.534,.0212,.0877,.00156,.0674,.0483,.295,-.146,-.299,-.144,.0425,.226,-.623,.0907,.106,-.0602,.0138,-.0441,-.0706,-.0802,0
2020,9,29,53,d,-.0736,-.215,-.309,-.469,-.0636,.111,-.0323,.0134,.0329,.383,-.153,-.335,-.161,.029,.387,-.605,.0535,.0755,-.0385,-.223,-.0578,-.0302,-.0998,0
2020,9,29,54,d,.0306,.131,-.0903,.194,.161,.266,.00995,.105,.173,.513,-.17,-.0978,-.0442,.0292,.847,-.395,.201,.319,.0329,.043,.034,.0315,-.0974,0
2020,9,29,55,d,-.0805,-.164,-.283,-.505,-.0112,.024,-.0303,.0972,.0991,.0233,-.0774,-.307,-.231,.0311,.138,-.649,.0586,.0276,-.0763,-.0881,-.0648,-.0876,-.097,0
2020,9,29,56,d,-.0791,-.237,-.207,-.259,-.0233,.0567,-.0465,-.0543,.176,.166,-.0945,-.225,-.228,-.12,.00781,-.563,.0037,.0625,-.0899,.00747,-.0551,-.125,-.0866,0
2020,9,30,1,d,-.0336,-.24,-.16,-.425,-.0157,.178,-.0502,.117,.242,.591,-.0608,-.199,-.145,.00846,.154,-.455,.124,.129,-.0973,.0367,-.155,.00307,-.0231,0
2020,9,30,2,d,-.081,.028,-.156,-.354,.0899,.0274,.0237,.0328,.116,.148,-.229,-.278,-.284,-.0458,.2,-.478,.0639,.108,-.0752,.,-.0107,-.0962,-.0909,0
2020,9,30,4,d,-.0628,-.0553,-.248,-.396,-.000513,.0612,-.0201,.0799,.028,.0727,-.13,-.256,-.0992,-.00491,.271,-.542,.0855,.0883,-.0605,-.0611,-.0578,-.0634,-.0699,0
2020,9,30,5,d,-.0462,-.0531,-.261,-.194,.111,.48,-.0381,.0395,.203,.908,-.284,-.274,.144,-.0786,2.46,-.793,.216,.431,-.0282,-.057,-.0749,.0225,.,0
2020,9,30,6,d,-.134,-.168,-.346,-.582,-.099,.0619,-.0864,.047,-.0518,.145,-.114,-.369,-.245,-.0193,.316,-.6,.028,.0196,-.116,-.0923,-.111,-.118,-.147,0
2020,9,30,8,d,-.0704,-.0695,-.259,-.303,-.00912,.0573,-.0276,.0839,.0339,.163,-.0863,-.275,-.172,.0385,.29,-.585,.079,.075,-.0821,-.0629,-.0801,-.0834,-.0649,0
2020,9,30,9,d,-.0417,-.0357,-.261,-.393,.0657,.107,.0317,.208,.146,.445,-.165,-.298,-.216,.116,.036,-.619,.163,.133,.0417,-.0099,.0554,.0398,-.0835,0
2020,9,30,10,d,-.0253,.0629,-.322,-.477,.0824,.132,.00385,.0378,.0944,.186,-.103,-.296,-.133,.168,.864,-.523,.133,.194,-.00262,-.0965,-.0305,.0108,-.069,0
2020,9,30,11,d,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2020,9,30,12,d,-.0426,-.0202,-.21,-.282,-.000526,.0929,.00089,.0722,.00929,.201,-.0686,-.242,-.162,.0417,.344,-.539,.088,.1,-.046,-.0165,-.0479,-.0433,-.0697,0
2020,9,30,13,d,-.00869,.13,-.16,-.318,.135,.162,.0445,.128,.139,.464,-.0821,-.19,-.0818,.012,.325,-.528,.191,.234,-.0158,.0279,-.0151,-.016,-.0254,0
2020,9,30,15,d,.0229,.175,-.227,-.525,.161,.251,.11,.241,.156,.479,.0969,-.259,-.178,.115,.541,-.586,.252,.262,-.0454,.,-.0113,-.047,.0472,0
2020,9,30,16,d,.017,-.0424,-.189,-.344,.102,.18,.0356,.0532,.187,.153,-.0113,-.193,-.0159,.0734,.411,-.54,.146,.214,.0138,.00575,.00946,.0205,.0478,0
2020,9,30,17,d,-.0539,-.138,-.225,-.38,-.0352,.135,-.0258,.0817,.0384,.252,-.0833,-.266,-.22,.0135,.318,-.588,.0967,.105,-.0535,.0311,-.0593,-.0494,-.0847,0
2020,9,30,18,d,-.0722,.058,-.168,-.365,.0851,.0751,-.0135,-.0146,.104,.264,-.17,-.209,-.183,-.0929,.216,-.438,.0862,.162,-.0793,-.0583,-.031,-.146,-.102,0
2020,9,30,19,d,-.143,-.107,-.348,-.418,-.0888,.0411,-.205,-.125,-.0731,.122,-.274,-.388,-.308,-.0567,.0447,-.725,-.0401,.0295,-.158,-.041,-.19,-.133,-.148,0
2020,9,30,20,d,-.0563,-.173,-.168,-.427,.0421,.152,-.0633,.0291,.168,.167,-.22,-.223,.0843,-.0434,.601,-.705,.104,.189,-.0338,-.0856,-.0888,.0444,-.149,0
2020,9,30,21,d,.0307,.243,-.06,-.255,.124,.203,.0287,.107,.0627,.359,-.101,-.105,.0168,.0943,.423,-.519,.173,.25,.0219,.0452,.0314,.0137,.0337,0
2020,9,30,22,d,.0405,.0638,-.112,-.267,.109,.252,.0675,.12,.136,.687,-.135,-.147,-.0136,.0651,.212,-.527,.19,.259,.0454,.0613,.044,.047,-.052,0
2020,9,30,23,d,.0208,.112,-.0504,-.362,.219,.0497,.0285,.0473,.254,.276,.0264,-.0834,-.129,.0386,.231,-.522,.0963,.201,-.00995,.0245,-.0113,-.0231,.,0
2020,9,30,24,d,-.052,-.0108,-.235,-.433,.0401,.141,-.00384,.0664,.0727,.471,-.113,-.284,-.169,.0448,.406,-.594,.128,.169,-.049,.0932,-.0000208,-.0705,-.0767,0
2020,9,30,25,d,-.0101,-.0105,-.196,-.366,.0195,.273,.0575,.188,.0484,.464,-.0384,-.253,-.168,.0879,.272,-.61,.199,.211,.0884,-.0283,.233,.0358,-.0475,0
2020,9,30,26,d,.0363,.0671,-.0329,-.0873,.13,.194,.055,.158,.178,.254,-.119,-.0902,-.0288,.0628,.553,-.501,.195,.226,.0313,.098,.0328,.0296,-.0449,0
2020,9,30,27,d,-.0853,-.155,-.277,-.414,-.037,.0943,-.0254,.091,.0523,.0918,-.156,-.329,-.276,.00291,.297,-.648,.0841,.0787,-.0745,-.0277,-.0495,-.0871,-.0972,0
2020,9,30,28,d,-.000227,.165,-.141,-.166,.144,.112,.0419,.0637,.134,.211,-.0669,-.14,.0863,.0258,-.162,-.56,.113,.141,-.0459,.0325,-.0342,-.0623,-.0946,0
2020,9,30,29,d,.0335,-.0551,-.182,-.492,.138,.338,.0329,.15,.251,.473,-.0132,-.231,-.127,.108,1.63,-.597,.258,.348,.0139,.0974,.0337,-.00406,-.0149,0
2020,9,30,30,d,-.188,-.161,-.273,-.503,-.0983,-.133,-.122,-.139,-.0627,-.33,-.254,-.346,-.183,-.138,-.0766,-.679,-.14,-.142,-.168,-.245,-.109,-.23,.00585,0
2020,9,30,31,d,-.0984,.0345,-.164,-.269,.0779,-.0379,-.0871,-.0258,.106,.0462,-.175,-.21,-.116,-.0563,.128,-.612,.0229,.0735,-.105,-.139,-.0693,-.166,-.0667,0
2020,9,30,32,d,-.0791,-.122,-.232,-.552,-.0569,.0789,.0414,.204,-.0169,.162,-.167,-.302,-.198,-.0791,.819,-.539,.1,.0566,-.0686,-.0698,-.101,-.0472,-.0952,0
2020,9,30,33,d,.0344,.0824,-.103,-.297,.0813,.266,.0457,.1,.0824,.541,.0856,-.167,-.208,.0571,.65,-.581,.199,.32,.0443,.0198,.0169,.0566,.0178,0
2020,9,30,34,d,-.0245,.0217,-.205,-.224,.0536,.127,.0048,.0678,.0772,.374,-.0706,-.22,-.129,.0535,.347,-.465,.117,.163,-.0145,.0265,-.025,-.0104,-.0387,0
2020,9,30,35,d,-.0652,-.0219,-.357,-.494,.0335,.122,.0506,.178,.0624,.239,-.12,-.329,-.111,-.0812,.289,-.608,.158,.143,-.0677,-.0565,-.0541,-.0856,-.0962,0
2020,9,30,36,d,-.0246,-.0418,-.216,-.411,.0279,.116,.0244,.111,.0912,.155,-.089,-.263,-.12,.0737,.372,-.564,.113,.114,-.0151,.0287,.00131,-.0276,-.046,0
2020,9,30,37,d,-.0498,-.0505,-.257,-.41,.00319,.132,-.00415,.0942,.0462,.278,-.15,-.282,-.206,.057,.186,-.576,.119,.136,-.0407,-.0437,-.0157,-.0668,-.0802,0
2020,9,30,38,d,-.0443,-.131,-.138,-.117,-.00661,.0412,-.0408,.0346,.104,.181,-.113,-.127,.0411,-.0353,.153,-.444,.0471,.0613,-.0334,.0163,-.0366,-.0319,-.0834,0
2020,9,30,39,d,-.0188,.0803,-.146,-.334,.12,.106,.00612,.0988,.144,.123,-.0643,-.174,-.0465,.0482,.361,-.54,.129,.15,-.014,.00472,.00879,-.0463,-.0911,0
2020,9,30,40,d,.0111,.106,-.0677,-.248,.163,.244,-.0166,.0475,.189,.485,-.125,-.12,-.115,.0516,.594,-.363,.158,.29,.0129,.0219,.0151,.00991,-.031,0
2020,9,30,41,d,-.0881,-.151,-.321,-.454,-.011,.0233,-.0276,.0686,.0904,.155,-.152,-.339,-.201,.0314,.224,-.626,.0647,.064,-.0901,-.0855,-.0716,-.0995,-.0796,0
2020,9,30,42,d,.0211,.13,-.155,-.247,.0769,.206,.0385,.0866,.0447,.363,-.0632,-.187,-.105,.117,.392,-.472,.157,.215,.0175,.163,.0455,-.00391,-.038,0
2020,9,30,44,d,-.0618,-.411,-.267,-.649,-.221,.0791,-.0742,.074,-.0856,.493,-.172,-.306,-.299,.146,.0443,-.575,.0146,-.0369,.0268,.,.0411,.0284,-.121,0
2020,9,30,45,d,.0215,.0773,-.135,-.355,.124,.147,.0439,.166,.156,.251,-.0884,-.17,-.103,.0725,.386,-.489,.185,.198,.02,.0257,.0167,.0234,-.00145,0
2020,9,30,46,d,-.186,-.14,-.37,-.411,-.0235,-.0832,-.144,-.0781,.0637,-.0849,-.101,-.364,-.288,-.139,.15,-.706,-.0301,.00539,-.177,-.277,-.229,-.112,-.138,0
2020,9,30,47,d,.0191,.197,-.077,-.262,.174,.151,.0294,.0851,.161,.238,-.132,-.125,-.0336,.0767,.41,-.541,.158,.245,-.0144,.0832,-.026,.00839,-.106,0
2020,9,30,48,d,-.0175,.0275,-.143,-.424,.0636,.137,.0161,.0848,.0883,.306,-.109,-.203,-.09,.0348,.382,-.498,.137,.177,-.0115,.00385,-.0132,-.0107,-.0385,0
2020,9,30,49,d,-.0152,-.117,-.206,-.3,.0419,.14,.0943,.278,.143,.348,-.0536,-.24,-.227,-.00527,.375,-.506,.201,.165,-.00496,-.0299,-.00618,-.00416,-.0305,0
2020,9,30,50,d,.0765,.0765,-.0683,-.0516,.144,.333,.133,.16,.186,.56,-.274,-.167,-.0118,.0226,.715,-.744,.219,.289,.091,-.0511,.109,.0828,-.0131,0
2020,9,30,51,d,-.0586,-.0172,-.266,-.52,.0176,.0698,-.00426,.0629,.041,.27,-.135,-.295,-.143,.0381,.2,-.611,.0807,.0921,-.0626,.0186,-.0462,-.0732,-.0826,0
2020,9,30,53,d,-.0731,-.194,-.306,-.468,-.0452,.0963,-.0219,.0137,.0479,.384,-.154,-.335,-.149,.0295,.346,-.617,.0542,.0765,-.0345,-.216,-.0489,-.0283,-.105,0
2020,9,30,54,d,.0345,.111,-.0938,.189,.177,.267,.0145,.107,.204,.531,-.146,-.093,-.0463,.0276,.626,-.34,.202,.317,.0442,.0376,.0404,.0459,-.0881,0
2020,9,30,55,d,-.0873,-.151,-.281,-.521,.00409,.0191,-.0346,.0883,.117,.0723,-.102,-.31,-.243,.00722,.124,-.643,.0592,.0356,-.0787,-.0815,-.0706,-.0867,-.118,0
2020,9,30,56,d,-.0953,-.199,-.206,-.0743,-.000907,.0105,-.0712,-.0544,.176,.0816,-.101,-.225,-.247,-.105,-.0151,-.599,-.00493,.0447,-.102,-.0227,-.0657,-.138,-.0974,0
2020,10,1,1,d,-.0252,-.213,-.137,-.359,-.0117,.199,-.0448,.12,.214,.663,-.0658,-.178,-.124,.00841,.167,-.405,.135,.145,-.0852,.0494,-.141,.0115,-.0232,0
2020,10,1,2,d,-.0844,-.0356,-.162,-.358,.0775,.0477,.0439,.0474,.133,.133,-.31,-.293,-.232,-.0425,.341,-.5,.0683,.104,-.0877,.,-.054,-.0969,-.0842,0
2020,10,1,4,d,-.0599,-.0382,-.245,-.388,.013,.0699,-.0215,.0863,.0395,.0513,-.124,-.245,-.0617,.00132,.294,-.522,.0958,.101,-.0553,-.0583,-.0535,-.0574,-.0705,0
2020,10,1,5,d,-.0506,.0702,-.302,.0618,.153,.465,-.0399,.0198,.198,1.09,-.0763,-.275,.11,-.0981,1.62,-.755,.206,.435,-.0195,-.0716,-.0721,.0392,.,0
2020,10,1,6,d,-.132,-.171,-.342,-.569,-.0989,.0571,-.084,.0488,-.0491,.125,-.123,-.359,-.203,-.0186,.319,-.578,.0259,.0158,-.116,-.103,-.116,-.116,-.143,0
2020,10,1,8,d,-.0635,-.0801,-.257,-.249,-.0162,.0648,-.0265,.0836,.0299,.182,-.09,-.255,-.108,.0554,.33,-.564,.0777,.0731,-.0719,-.0613,-.0734,-.0714,-.06,0
2020,10,1,9,d,-.0477,-.0816,-.257,-.398,.0345,.104,.0052,.197,.127,.527,-.135,-.295,-.2,.112,.0585,-.62,.142,.105,.0376,-.0387,.0504,.0361,-.0884,0
2020,10,1,10,d,-.0352,.00782,-.324,-.472,.0778,.119,-.0085,.0357,.123,.222,-.158,-.301,-.177,.168,.726,-.475,.136,.202,-.0101,-.034,-.0423,.00566,-.0945,0
2020,10,1,11,d,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
2020,10,1,12,d,-.04,-.00347,-.204,-.265,.0133,.0887,.00552,.0768,.0213,.187,-.0828,-.228,-.115,.0321,.342,-.512,.091,.102,-.0434,-.0139,-.0471,-.0385,-.0648,0
2020,10,1,13,d,-.00806,.132,-.155,-.263,.13,.158,.0434,.128,.129,.474,-.0986,-.176,-.0323,.00581,.348,-.516,.191,.235,-.0198,.0323,-.0288,-.0135,-.0193,0
2020,10,1,15,d,.0207,.194,-.202,-.536,.164,.262,.118,.244,.153,.49,.0303,-.255,-.0998,.0684,.72,-.581,.264,.281,-.0393,.,-.0392,-.0393,.0406,0
2020,10,1,16,d,.00919,-.0475,-.186,-.32,.0906,.164,.0397,.0636,.171,.118,-.0561,-.19,-.0178,.052,.438,-.494,.14,.195,.00367,-.000978,.00115,.0072,.0618,0
2020,10,1,17,d,-.0513,-.121,-.222,-.369,-.0321,.141,-.0249,.0855,.0314,.297,-.0834,-.256,-.18,.0106,.347,-.562,.106,.119,-.0505,.0296,-.0582,-.0449,-.0833,0
2020,10,1,18,d,-.0727,.0575,-.158,-.357,.0909,.0833,-.0135,-.00705,.114,.298,-.183,-.206,-.188,-.1,.248,-.407,.0936,.169,-.0801,-.053,-.0382,-.139,-.0998,0
2020,10,1,19,d,-.131,-.0839,-.338,-.422,-.0649,.0464,-.19,-.103,-.0488,.122,-.285,-.379,-.3,-.0331,.0742,-.69,-.0203,.0464,-.146,-.026,-.185,-.115,-.143,0
2020,10,1,20,d,-.041,-.108,-.164,-.369,.0625,.162,-.041,.0384,.162,.247,-.187,-.217,.0696,-.0284,.581,-.709,.113,.199,-.0221,-.103,-.062,.0347,-.0577,0
2020,10,1,21,d,.0354,.23,-.06,-.195,.131,.185,.0349,.112,.0795,.368,-.0491,-.0912,.0388,.0923,.439,-.5,.173,.244,.0301,.0395,.035,.0259,.0368,0
2020,10,1,22,d,.0346,.061,-.0996,-.235,.0903,.249,.0476,.0971,.109,.64,-.104,-.119,.0882,.0365,.193,-.488,.174,.251,.0448,.0475,.0492,.04,-.0776,0
2020,10,1,23,d,.0277,.0878,-.0454,-.35,.203,.0667,.0258,.0433,.24,.31,.00993,-.0836,-.089,.0766,.0992,-.547,.0891,.185,.00441,.0266,.00355,-.0111,.,0
2020,10,1,24,d,-.0455,-.00468,-.228,-.408,.0415,.13,.00536,.0762,.0708,.428,-.124,-.275,-.125,.0479,.389,-.594,.122,.151,-.0465,.117,.0198,-.0745,-.07,0
2020,10,1,25,d,-.0185,-.0387,-.199,-.387,.0113,.226,.0552,.184,.0586,.449,-.0233,-.248,-.0611,.0884,.176,-.619,.181,.178,.093,-.0253,.265,.0311,-.058,0
2020,10,1,26,d,.0437,.0908,-.023,-.122,.152,.202,.0696,.174,.198,.244,-.105,-.0813,.0173,.062,.588,-.502,.21,.24,.0406,.104,.0419,.0391,-.042,0
2020,10,1,27,d,-.0858,-.144,-.275,-.417,-.0335,.0825,-.0164,.102,.049,.0402,-.146,-.32,-.224,-.00696,.306,-.636,.0818,.0677,-.0673,-.0318,-.045,-.0785,-.105,0
2020,10,1,28,d,-.0107,.164,-.139,-.149,.114,.0903,.0349,.055,.0862,.203,-.148,-.154,.0558,.00688,-.0791,-.55,.101,.127,-.0523,.0163,-.0383,-.0715,-.0702,0
2020,10,1,29,d,.0162,-.00664,-.178,-.497,.139,.317,.0299,.146,.223,.407,-.0688,-.232,-.0649,.0731,1.75,-.583,.255,.346,.00371,.0689,.0382,-.0264,-.0416,0
2020,10,1,30,d,-.196,-.148,-.266,-.463,-.0872,-.203,-.121,-.149,-.0531,-.446,-.315,-.337,-.192,-.121,-.146,-.605,-.174,-.191,-.184,-.227,-.12,-.249,.0295,0
2020,10,1,31,d,-.0925,.0492,-.158,-.236,.0917,-.0367,-.0806,-.0211,.119,.0534,-.183,-.19,-.0652,-.0577,.0791,-.53,.027,.0776,-.0948,-.145,-.0624,-.15,-.0685,0
2020,10,1,32,d,-.0756,-.111,-.218,-.512,-.0555,.0897,.0454,.212,-.0221,.155,-.149,-.283,-.145,-.0789,.935,-.533,.105,.0597,-.0673,-.0711,-.0954,-.0488,-.0821,0
