source,window,feature,quarter,vintage_date,n_train,n_params,pred_growth,actual_growth,legacy_naive_growth,pred_nights_m,actual_nights_m,harness_naive_nights_m,harness_ar1_nights_m,harness_trailing4_nights_m,historical_pit_admissible,admission_reason
new_download_calendar_aligned,W2,ntto_total_qtd1m,2024Q2,2024-05-08,5,2,9.977440147730293,8.688,9.496,126.58403361003757,125.1,126.0302229562345,130.37936770370075,128.35039725366184,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_qtd1m,2024Q3,2024-08-06,6,2,9.776343379538993,8.481,8.688,124.26682070563814,122.8,123.03492615117291,126.68005187930835,125.57930970236572,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_qtd1m,2024Q4,2024-11-07,7,2,9.213598425405193,12.348,8.481,107.90303524430033,111.0,107.17879858657243,109.89373536498411,108.35472257052031,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_qtd1m,2025Q1,2025-02-13,8,2,9.871730072229324,7.919,12.348,145.68991407577607,143.1,148.97368421052633,151.33452936913616,145.53285089709826,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_qtd1m,2025Q2,2025-05-01,9,2,9.253220081384454,7.434,7.919,136.67577832181195,134.4,135.00610859728505,137.985013038108,136.8079191143271,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_qtd1m,2025Q3,2025-08-06,10,2,7.814639381927623,8.795,7.434,132.3963771610071,133.6,131.92901678657077,134.61302590867743,133.9076739289195,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_qtd1m,2025Q4,2025-11-06,11,2,8.307660732611641,9.82,8.795,120.22150341319893,121.9,120.76221498371336,122.70011284022125,121.12752100945976,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_qtd1m,2026Q1,2026-02-12,12,2,8.785951027495443,9.154,9.82,155.67269592034597,156.2,157.15216216216217,159.18152081317808,155.2517704104775,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_total_qtd1m,2026Q2,2026-05-07,13,2,8.625048297546646,10.342,9.154,145.9920649119027,148.3,146.7035639412998,148.62363847098032,146.22824103133797,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,2024Q1,2024-02-13,4,2,12.318658653162592,9.496,12.018,136.0178956289799,132.6,135.65396825396826,140.71563403583323,137.800059014171,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,2024Q2,2024-05-08,5,2,10.117753216220855,8.688,9.496,126.7455339518702,125.1,126.0302229562345,130.37936770370075,128.35039725366184,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,2024Q3,2024-08-06,6,2,9.701678201548903,8.481,8.688,124.18229972415337,122.8,123.03492615117291,126.68005187930835,125.57930970236572,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,2024Q4,2024-11-07,7,2,9.038882754186115,12.348,8.481,107.73041616113588,111.0,107.17879858657243,109.89373536498411,108.35472257052031,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,2025Q1,2025-02-13,8,2,9.670721042275039,7.919,12.348,145.4233761020567,143.1,148.97368421052633,151.33452936913616,145.53285089709826,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,2025Q2,2025-05-01,9,2,9.656727608508962,7.434,7.919,137.1805662382447,134.4,135.00610859728505,137.985013038108,136.8079191143271,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,2025Q3,2025-08-06,10,2,8.106383226101517,8.795,7.434,132.75463860165266,133.6,131.92901678657077,134.61302590867743,133.9076739289195,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,2025Q4,2025-11-06,11,2,8.222162491776114,9.82,8.795,120.1266003658715,121.9,120.76221498371336,122.70011284022125,121.12752100945976,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,2026Q1,2026-02-12,12,2,8.342785795564359,9.154,9.82,155.03852647345258,156.2,157.15216216216217,159.18152081317808,155.2517704104775,False,current-quarter feature and historical release vintages unavailable at guide date
new_download_calendar_aligned,W2,ntto_overseas_qtd1m,2026Q2,2026-05-07,13,2,7.4277424659741556,10.342,9.154,144.38288587426928,148.3,146.7035639412998,148.62363847098032,146.22824103133797,False,current-quarter feature and historical release vintages unavailable at guide date
