series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
ine_frontur,2018-01,ES,Belgium. Tourist. Base data. National Total.,residence,international_tourists,persons,131383.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-10,ES,Russia. Tourist. Base data. National Total.,residence,international_tourists,persons,90668.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-10,ES,Switzerland. Tourist. Base data. National Total.,residence,international_tourists,persons,200112.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-10,ES,Total. Tourist. Base data. National Total.,residence,international_tourists,persons,7649860.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-10,ES,United Kingdom. Tourist. Base data. National Total.,residence,international_tourists,persons,1732143.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-10,ES,United States of America. Tourist. Base data. National Total.,residence,international_tourists,persons,303563.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Belgium. Tourist. Base data. National Total.,residence,international_tourists,persons,138519.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,France. Tourist. Base data. National Total.,residence,international_tourists,persons,477488.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Germany. Tourist. Base data. National Total.,residence,international_tourists,persons,575223.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Ireland. Tourist. Base data. National Total.,residence,international_tourists,persons,85430.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Italy. Tourist. Base data. National Total.,residence,international_tourists,persons,287656.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Netherlands. Tourist. Base data. National Total.,residence,international_tourists,persons,166221.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Nordic Countries. Tourist. Base data. National Total.,residence,international_tourists,persons,409266.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Other countries. Tourist. Base data. National Total.,residence,international_tourists,persons,363175.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Portugal. Tourist. Base data. National Total.,residence,international_tourists,persons,161192.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Rest of  America. Tourist. Base data. National Total.,residence,international_tourists,persons,224808.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Resto de Europa. Tourist. Base data. National Total.,residence,international_tourists,persons,366391.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Russia. Tourist. Base data. National Total.,residence,international_tourists,persons,53863.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Switzerland. Tourist. Base data. National Total.,residence,international_tourists,persons,106684.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,Total. Tourist. Base data. National Total.,residence,international_tourists,persons,4536873.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,United Kingdom. Tourist. Base data. National Total.,residence,international_tourists,persons,934572.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-11,ES,United States of America. Tourist. Base data. National Total.,residence,international_tourists,persons,186385.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Belgium. Tourist. Base data. National Total.,residence,international_tourists,persons,115299.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,France. Tourist. Base data. National Total.,residence,international_tourists,persons,553866.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Germany. Tourist. Base data. National Total.,residence,international_tourists,persons,537026.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Ireland. Tourist. Base data. National Total.,residence,international_tourists,persons,93838.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Italy. Tourist. Base data. National Total.,residence,international_tourists,persons,297914.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Netherlands. Tourist. Base data. National Total.,residence,international_tourists,persons,153905.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Nordic Countries. Tourist. Base data. National Total.,residence,international_tourists,persons,374348.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Other countries. Tourist. Base data. National Total.,residence,international_tourists,persons,354885.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Portugal. Tourist. Base data. National Total.,residence,international_tourists,persons,149171.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Rest of  America. Tourist. Base data. National Total.,residence,international_tourists,persons,203512.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Resto de Europa. Tourist. Base data. National Total.,residence,international_tourists,persons,342320.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Russia. Tourist. Base data. National Total.,residence,international_tourists,persons,60591.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Switzerland. Tourist. Base data. National Total.,residence,international_tourists,persons,96415.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,Total. Tourist. Base data. National Total.,residence,international_tourists,persons,4354798.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,United Kingdom. Tourist. Base data. National Total.,residence,international_tourists,persons,856447.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2018-12,ES,United States of America. Tourist. Base data. National Total.,residence,international_tourists,persons,165259.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Belgium. Tourist. Base data. National Total.,residence,international_tourists,persons,120461.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,France. Tourist. Base data. National Total.,residence,international_tourists,persons,446062.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Germany. Tourist. Base data. National Total.,residence,international_tourists,persons,517785.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Ireland. Tourist. Base data. National Total.,residence,international_tourists,persons,89650.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Italy. Tourist. Base data. National Total.,residence,international_tourists,persons,245224.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Netherlands. Tourist. Base data. National Total.,residence,international_tourists,persons,152557.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Nordic Countries. Tourist. Base data. National Total.,residence,international_tourists,persons,378280.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Other countries. Tourist. Base data. National Total.,residence,international_tourists,persons,379212.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Portugal. Tourist. Base data. National Total.,residence,international_tourists,persons,141690.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Rest of  America. Tourist. Base data. National Total.,residence,international_tourists,persons,254827.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Resto de Europa. Tourist. Base data. National Total.,residence,international_tourists,persons,369273.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Russia. Tourist. Base data. National Total.,residence,international_tourists,persons,66650.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Switzerland. Tourist. Base data. National Total.,residence,international_tourists,persons,78000.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,Total. Tourist. Base data. National Total.,residence,international_tourists,persons,4195641.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,United Kingdom. Tourist. Base data. National Total.,residence,international_tourists,persons,807362.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-01,ES,United States of America. Tourist. Base data. National Total.,residence,international_tourists,persons,148607.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Belgium. Tourist. Base data. National Total.,residence,international_tourists,persons,122700.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,France. Tourist. Base data. National Total.,residence,international_tourists,persons,566827.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Germany. Tourist. Base data. National Total.,residence,international_tourists,persons,548064.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Ireland. Tourist. Base data. National Total.,residence,international_tourists,persons,90556.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Italy. Tourist. Base data. National Total.,residence,international_tourists,persons,263903.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Netherlands. Tourist. Base data. National Total.,residence,international_tourists,persons,168722.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Nordic Countries. Tourist. Base data. National Total.,residence,international_tourists,persons,392980.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Other countries. Tourist. Base data. National Total.,residence,international_tourists,persons,321603.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Portugal. Tourist. Base data. National Total.,residence,international_tourists,persons,145289.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Rest of  America. Tourist. Base data. National Total.,residence,international_tourists,persons,206506.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Resto de Europa. Tourist. Base data. National Total.,residence,international_tourists,persons,394226.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Russia. Tourist. Base data. National Total.,residence,international_tourists,persons,49956.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Switzerland. Tourist. Base data. National Total.,residence,international_tourists,persons,88945.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,Total. Tourist. Base data. National Total.,residence,international_tourists,persons,4380504.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,United Kingdom. Tourist. Base data. National Total.,residence,international_tourists,persons,885676.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-02,ES,United States of America. Tourist. Base data. National Total.,residence,international_tourists,persons,134549.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Belgium. Tourist. Base data. National Total.,residence,international_tourists,persons,178684.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,France. Tourist. Base data. National Total.,residence,international_tourists,persons,676480.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Germany. Tourist. Base data. National Total.,residence,international_tourists,persons,809144.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Ireland. Tourist. Base data. National Total.,residence,international_tourists,persons,124441.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Italy. Tourist. Base data. National Total.,residence,international_tourists,persons,320311.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Netherlands. Tourist. Base data. National Total.,residence,international_tourists,persons,221834.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Nordic Countries. Tourist. Base data. National Total.,residence,international_tourists,persons,493878.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Other countries. Tourist. Base data. National Total.,residence,international_tourists,persons,402645.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Portugal. Tourist. Base data. National Total.,residence,international_tourists,persons,184721.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Rest of  America. Tourist. Base data. National Total.,residence,international_tourists,persons,264724.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Resto de Europa. Tourist. Base data. National Total.,residence,international_tourists,persons,432480.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Russia. Tourist. Base data. National Total.,residence,international_tourists,persons,70851.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Switzerland. Tourist. Base data. National Total.,residence,international_tourists,persons,114059.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,Total. Tourist. Base data. National Total.,residence,international_tourists,persons,5649577.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,United Kingdom. Tourist. Base data. National Total.,residence,international_tourists,persons,1109683.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
ine_frontur,2019-03,ES,United States of America. Tourist. Base data. National Total.,residence,international_tourists,persons,245642.0,,unknown_exact_release_date,https://www.ine.es/dyngs/Prensa/en/FRONTUR0726.htm,2026-09-13,False,current_download; historical_release_values_not_verified,https://servicios.ine.es/wstempus/js/EN/DATOS_TABLA/75719?nult=200
