series,period,destination,origin,origin_basis,metric,unit,value,published_on,publication_basis,release_source_url,knowable_from,pit_usable,vintage_basis,source_url
eurostat_platform_FR,2018-01,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1754911.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-01,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2810532.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-01,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1890199.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-01,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4700731.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-02,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4770231.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-02,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2092865.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-02,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6863096.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-03,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2073199.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-03,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,970928.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-03,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3044127.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-04,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,461569.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-04,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,168715.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-04,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,630284.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-05,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1288798.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-05,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,167502.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-05,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1456300.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-06,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3295016.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-06,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,595724.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-06,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3890740.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-07,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,11667326.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-07,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4112844.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-07,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,15780170.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-08,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,17887201.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-08,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3738318.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-08,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,21625519.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-09,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4721964.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-09,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1292103.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-09,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6014067.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-10,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4459774.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-10,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,631544.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-10,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5091318.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-11,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1138476.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-11,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,285115.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-11,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1423591.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-12,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3659216.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-12,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,426459.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2020-12,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4085675.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-01,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2868337.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-01,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,388331.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-01,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3256668.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-02,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4972057.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-02,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,349675.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-02,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5321732.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-03,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3735723.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-03,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,346954.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-03,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4082677.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-04,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2411184.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-04,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,314108.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-04,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2725292.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-05,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6155634.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-05,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,516528.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-05,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6672162.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-06,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5614539.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-06,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1059340.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-06,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,6673879.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-07,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,14724781.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-07,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4633737.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-07,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,19358518.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-08,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,18773331.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-08,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,4058781.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-08,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,22832112.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-09,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5344146.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-09,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2570269.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-09,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7914415.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-10,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5230880.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-10,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,2129400.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-10,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7360280.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-11,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,3947115.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-11,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1216852.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-11,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5163967.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-12,FR,DOM,residence_domestic_foreign_total,platform_guest_nights,guest_nights,5638566.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-12,FR,FOR,residence_domestic_foreign_total,platform_guest_nights,guest_nights,1810806.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
eurostat_platform_FR,2021-12,FR,TOTAL,residence_domestic_foreign_total,platform_guest_nights,guest_nights,7449372.0,,unknown_exact_release_date,https://ec.europa.eu/eurostat/web/tourism/,2026-09-13,False,current_download; historical_release_values_not_verified,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_ce_omr?lang=en&geo=FR&indic_to=NGT_SP&unit=NR
