market,region,snapshot0,snapshot1,regime,interval_days,matched_listings,matched_future_nights,baseline_future_rows,matched_row_retention_pct
new-york-city,na,2025-10-01,2025-12-04,screened,64,20971,6306558,10866776,58.04
new-york-city,na,2025-12-04,2026-03-16,all,102,33812,8889639,9532943,93.25
new-york-city,na,2025-12-04,2026-03-16,screened,102,18031,4736516,9532943,49.69
new-york-city,na,2026-03-16,2026-06-14,all,90,27970,7609221,9877346,77.04
new-york-city,na,2026-03-16,2026-06-14,screened,90,18485,5061551,9877346,51.24
new-york-city,na,2026-06-14,2026-08-10,all,57,28825,8927561,9464605,94.33
new-york-city,na,2026-06-14,2026-08-10,screened,57,20667,6360274,9464605,67.2
northern-rivers,apac,2025-03-11,2025-04-17,all,37,6031,1982860,2043345,97.04
northern-rivers,apac,2025-03-11,2025-04-17,screened,37,5080,1670152,2043345,81.74
northern-rivers,apac,2025-04-17,2025-05-14,all,27,6044,2036839,2110642,96.5
northern-rivers,apac,2025-04-17,2025-05-14,screened,27,5183,1746682,2110642,82.76
northern-rivers,apac,2025-05-14,2025-07-20,all,67,5834,1737292,1842432,94.29
northern-rivers,apac,2025-05-14,2025-07-20,screened,67,4915,1463789,1842432,79.45
northern-rivers,apac,2025-07-20,2025-08-19,all,30,5958,1992713,2049930,97.21
northern-rivers,apac,2025-07-20,2025-08-19,screened,30,5200,1738963,2049930,84.83
northern-rivers,apac,2025-08-19,2025-09-22,all,34,5928,1953750,2027190,96.38
northern-rivers,apac,2025-08-19,2025-09-22,screened,34,5134,1692333,2027190,83.48
northern-rivers,apac,2025-09-22,2025-12-25,all,94,5645,1527823,1662162,91.92
northern-rivers,apac,2025-09-22,2025-12-25,screened,94,4491,1215174,1662162,73.11
northern-rivers,apac,2025-12-25,2026-03-27,all,92,4489,1224300,1747471,70.06
northern-rivers,apac,2025-12-25,2026-03-27,screened,92,3806,1038053,1747471,59.4
northern-rivers,apac,2026-03-27,2026-06-24,all,89,4667,1284036,1357805,94.57
northern-rivers,apac,2026-03-27,2026-06-24,screened,89,4109,1131444,1357805,83.33
northern-rivers,apac,2026-06-24,2026-08-27,all,64,6067,1828711,1921704,95.16
northern-rivers,apac,2026-06-24,2026-08-27,screened,64,5145,1548245,1921704,80.57
paris,emea,2024-03-16,2024-05-11,all,56,78634,24337796,26174048,92.98
paris,emea,2024-03-16,2024-05-11,screened,56,52964,16395331,26174048,62.64
paris,emea,2024-03-16,2024-06-10,all,86,76586,21346117,23642138,90.29
paris,emea,2024-03-16,2024-06-10,screened,86,49071,13682475,23642138,57.87
paris,emea,2024-05-11,2024-06-10,all,30,89274,29835650,31097158,95.94
paris,emea,2024-05-11,2024-06-10,screened,30,64102,21426681,31097158,68.9
paris,emea,2024-06-10,2024-07-14,all,34,91915,30356688,31868303,95.26
paris,emea,2024-06-10,2024-07-14,screened,34,65160,21539138,31868303,67.59
paris,emea,2024-06-10,2024-08-09,all,60,89154,27119025,29375293,92.32
paris,emea,2024-06-10,2024-08-09,screened,60,54681,16638287,29375293,56.64
paris,emea,2024-07-14,2024-08-09,all,26,95177,32254001,33698540,95.71
paris,emea,2024-07-14,2024-08-09,screened,26,60723,20567077,33698540,61.03
paris,emea,2024-08-09,2024-09-06,all,28,93845,31537451,33478307,94.2
paris,emea,2024-08-09,2024-09-06,screened,28,55187,18462198,33478307,55.15
paris,emea,2024-09-06,2024-10-07,all,31,91157,30625918,32157894,95.24
paris,emea,2024-09-06,2024-10-07,screened,31,53619,18099725,32157894,56.28
paris,emea,2024-10-07,2024-11-09,all,33,89262,29493754,31030338,95.05
paris,emea,2024-10-07,2024-11-09,screened,33,52343,17308799,31030338,55.78
paris,emea,2024-11-09,2024-12-06,all,27,88920,30128832,31208575,96.54
paris,emea,2024-11-09,2024-12-06,screened,27,52314,17724755,31208575,56.79
paris,emea,2024-12-06,2025-01-09,all,34,87246,28896586,30255032,95.51
paris,emea,2024-12-06,2025-01-09,screened,34,50386,16686819,30255032,55.15
paris,emea,2025-01-09,2025-02-12,all,34,84436,27928899,29726222,93.95
paris,emea,2025-01-09,2025-02-12,screened,34,49370,16327742,29726222,54.93
paris,emea,2025-02-12,2025-03-03,all,19,84671,29063311,30203324,96.23
paris,emea,2025-02-12,2025-03-03,screened,19,50751,17381767,30203324,57.55
paris,emea,2025-03-03,2025-04-07,all,35,83158,27576998,28759559,95.89
paris,emea,2025-03-03,2025-04-07,screened,35,49107,16341531,28759559,56.82
paris,emea,2025-04-07,2025-05-03,all,26,83197,28201172,29290270,96.28
paris,emea,2025-04-07,2025-05-03,screened,26,49637,16744676,29290270,57.17
paris,emea,2025-04-07,2025-07-07,all,91,78615,21541368,23715415,90.83
paris,emea,2025-04-07,2025-07-07,screened,91,41642,11406943,23715415,48.1
paris,emea,2025-05-03,2025-07-07,all,65,79885,23969179,25808828,92.87
paris,emea,2025-05-03,2025-07-07,screened,65,45977,13867583,25808828,53.73
paris,emea,2025-07-07,2025-08-08,all,32,82507,27458255,28587351,96.05
paris,emea,2025-07-07,2025-08-08,screened,32,47716,15888007,28587351,55.58
paris,emea,2025-08-08,2025-09-12,all,35,81853,27160826,28394938,95.65
paris,emea,2025-08-08,2025-09-12,screened,35,45755,15135826,28394938,53.3
paris,emea,2025-09-12,2025-12-13,all,92,75516,19860983,22396020,88.68
paris,emea,2025-09-12,2025-12-13,screened,92,37191,9962537,22396020,44.48
paris,emea,2025-12-13,2026-03-21,all,98,34504,9315554,22746006,40.95
paris,emea,2025-12-13,2026-03-21,screened,98,28029,7556716,22746006,33.22
paris,emea,2026-03-21,2026-06-16,all,87,34453,9576267,10763706,88.97
paris,emea,2026-03-21,2026-06-16,screened,87,29430,8187751,10763706,76.07
paris,emea,2026-06-16,2026-08-15,all,60,73726,22458917,24095299,93.21
paris,emea,2026-06-16,2026-08-15,screened,60,41932,12859171,24095299,53.37
rio-de-janeiro,latam,2025-06-24,2025-07-26,all,32,41186,13790357,14272739,96.62
rio-de-janeiro,latam,2025-06-24,2025-07-26,screened,32,36225,12126371,14272739,84.96
rio-de-janeiro,latam,2025-06-24,2025-08-28,all,65,39873,12052374,12867863,93.66
rio-de-janeiro,latam,2025-06-24,2025-08-28,screened,65,33352,10079415,12867863,78.33
rio-de-janeiro,latam,2025-07-26,2025-08-28,all,33,41250,13713129,14241980,96.29
rio-de-janeiro,latam,2025-07-26,2025-08-28,screened,33,35624,11843787,14241980,83.16
rio-de-janeiro,latam,2025-08-28,2025-09-26,all,29,41429,13914105,14408594,96.57
rio-de-janeiro,latam,2025-08-28,2025-09-26,screened,29,35861,12043595,14408594,83.59
rio-de-janeiro,latam,2025-09-26,2025-12-28,all,93,38951,10579011,11710413,90.34
rio-de-janeiro,latam,2025-09-26,2025-12-28,screened,93,28061,7620638,11710413,65.08
rio-de-janeiro,latam,2025-12-28,2026-03-30,all,92,34667,9422262,12874607,73.18
rio-de-janeiro,latam,2025-12-28,2026-03-30,screened,92,25854,7027869,12874607,54.59
rio-de-janeiro,latam,2026-03-30,2026-06-24,all,86,37301,10440700,11436508,91.29
rio-de-janeiro,latam,2026-03-30,2026-06-24,screened,86,28679,8030068,11436508,70.21
rio-de-janeiro,latam,2026-06-24,2026-08-30,all,67,43757,12970058,14566129,89.04
rio-de-janeiro,latam,2026-06-24,2026-08-30,screened,67,36609,10839857,14566129,74.42
rome,emea,2024-03-22,2024-05-17,all,56,29008,8944586,9348498,95.68
rome,emea,2024-03-22,2024-05-17,screened,56,24895,7674818,9348498,82.1
rome,emea,2024-03-22,2024-06-15,all,85,28482,7956415,8469276,93.94
rome,emea,2024-03-22,2024-06-15,screened,85,23498,6562754,8469276,77.49
rome,emea,2024-05-17,2024-06-15,all,29,30830,10340446,10601071,97.54
rome,emea,2024-05-17,2024-06-15,screened,29,27010,9057854,10601071,85.44
rome,emea,2024-06-15,2024-07-17,all,32,31548,10471259,10714656,97.73
rome,emea,2024-06-15,2024-07-17,screened,32,27756,9212487,10714656,85.98
rome,emea,2024-06-15,2024-08-11,all,57,31248,9575308,9908581,96.64
rome,emea,2024-06-15,2024-08-11,screened,57,27089,8301840,9908581,83.78
rome,emea,2024-07-17,2024-08-11,all,25,32814,11138124,11332251,98.29
rome,emea,2024-07-17,2024-08-11,screened,25,28881,9804127,11332251,86.52
rome,emea,2024-08-11,2024-09-11,all,31,33022,11057922,11374888,97.21
rome,emea,2024-08-11,2024-09-11,screened,31,28711,9612263,11374888,84.5
rome,emea,2024-09-11,2024-10-11,all,30,32964,11022556,11389330,96.78
rome,emea,2024-09-11,2024-10-11,screened,30,28721,9604609,11389330,84.33
rome,emea,2024-10-11,2024-11-13,all,33,33182,11001157,11337600,97.03
rome,emea,2024-10-11,2024-11-13,screened,33,29118,9652775,11337600,85.14
rome,emea,2024-11-13,2024-12-12,all,29,33685,11300802,11641695,97.07
rome,emea,2024-11-13,2024-12-12,screened,29,29460,9882316,11641695,84.89
rome,emea,2024-12-12,2025-01-13,all,32,31860,10584148,11721192,90.3
rome,emea,2024-12-12,2025-01-13,screened,32,28829,9577825,11721192,81.71
rome,emea,2024-12-12,2025-04-10,all,119,30728,7543833,8654703,87.16
rome,emea,2024-12-12,2025-04-10,screened,119,24844,6098851,8654703,70.47
rome,emea,2025-01-13,2025-02-15,all,33,32569,10823082,11077610,97.7
rome,emea,2025-01-13,2025-02-15,screened,33,29491,9799067,11077610,88.46
rome,emea,2025-02-15,2025-03-05,all,18,33647,11548872,11836310,97.57
rome,emea,2025-02-15,2025-03-05,screened,18,30679,10531750,11836310,88.98
rome,emea,2025-03-05,2025-04-10,all,36,33865,11263267,11488227,98.04
rome,emea,2025-03-05,2025-04-10,screened,36,30702,10209839,11488227,88.87
rome,emea,2025-04-10,2025-05-09,all,29,34954,11723190,11967098,97.96
rome,emea,2025-04-10,2025-05-09,screened,29,31816,10671456,11967098,89.17
rome,emea,2025-05-09,2025-06-12,all,34,35047,11111820,11989802,92.68
rome,emea,2025-05-09,2025-06-12,screened,34,31755,10068250,11989802,83.97
rome,emea,2025-06-12,2025-07-09,all,27,35975,12679887,12797494,99.08
rome,emea,2025-06-12,2025-07-09,screened,27,33045,11646371,12797494,91.01
rome,emea,2025-06-12,2025-08-15,all,64,35391,11164712,11454061,97.47
rome,emea,2025-06-12,2025-08-15,screened,64,31855,10048386,11454061,87.73
rome,emea,2025-07-09,2025-08-15,all,37,36324,11891827,12127210,98.06
rome,emea,2025-07-09,2025-08-15,screened,37,32757,10723005,12127210,88.42
rome,emea,2025-08-15,2025-09-14,all,30,36907,12348667,12565097,98.28
rome,emea,2025-08-15,2025-09-14,screened,30,33056,11059469,12565097,88.02
rome,emea,2025-09-14,2025-12-16,all,93,35245,9168928,10236756,89.57
rome,emea,2025-09-14,2025-12-16,screened,93,28652,7460880,10236756,72.88
rome,emea,2025-12-16,2026-03-24,all,98,28094,7791390,10352415,75.26
rome,emea,2025-12-16,2026-03-24,screened,98,25806,7158145,10352415,69.14
rome,emea,2026-03-24,2026-06-20,all,88,28807,7965587,8359767,95.28
rome,emea,2026-03-24,2026-06-20,screened,88,27020,7478187,8359767,89.45
rome,emea,2026-06-20,2026-08-25,all,66,36087,10808523,11218589,96.34
rome,emea,2026-06-20,2026-08-25,screened,66,31879,9527981,11218589,84.93
san-diego,na,2025-02-18,2025-03-16,all,26,12494,4230715,4375197,96.7
san-diego,na,2025-02-18,2025-03-16,screened,26,11159,3779129,4375197,86.38
san-diego,na,2025-03-16,2025-04-21,all,36,12457,4096687,4272267,95.89
san-diego,na,2025-03-16,2025-04-21,screened,36,11048,3633400,4272267,85.05
san-diego,na,2025-04-21,2025-05-21,all,30,12549,4200980,4372359,96.08
san-diego,na,2025-04-21,2025-05-21,screened,30,11181,3743153,4372359,85.61
san-diego,na,2025-05-21,2025-07-25,all,65,12119,3622915,3916814,92.5
san-diego,na,2025-05-21,2025-07-25,screened,65,10411,3112565,3916814,79.47
san-diego,na,2025-07-25,2025-08-26,all,32,12654,4201128,4375428,96.02
san-diego,na,2025-07-25,2025-08-26,screened,32,11233,3729356,4375428,85.23
san-diego,na,2025-08-26,2025-09-25,all,30,12636,4220424,4389428,96.15
san-diego,na,2025-08-26,2025-09-25,screened,30,11216,3746144,4389428,85.34
san-diego,na,2025-09-25,2025-12-11,all,77,12110,3475570,3777494,92.01
san-diego,na,2025-09-25,2025-12-11,screened,77,9822,2818914,3777494,74.62
san-diego,na,2025-12-11,2026-03-29,all,108,10756,2762243,3380705,81.71
san-diego,na,2025-12-11,2026-03-29,screened,108,8871,2278148,3380705,67.39
san-diego,na,2026-03-29,2026-06-27,all,90,10908,2977932,3223610,92.38
san-diego,na,2026-03-29,2026-06-27,screened,90,9382,2562353,3223610,79.49
san-diego,na,2026-06-27,2026-08-29,all,63,12496,3787665,4023313,94.14
san-diego,na,2026-06-27,2026-08-29,screened,63,10900,3301605,4023313,82.06
santiago,latam,2025-07-27,2025-08-29,all,33,14616,4849581,5197016,93.31
santiago,latam,2025-07-27,2025-08-29,screened,33,14342,4758663,5197016,91.57
santiago,latam,2025-08-29,2025-09-27,all,29,15477,5200272,5357520,97.06
santiago,latam,2025-08-29,2025-09-27,screened,29,15120,5080320,5357520,94.83
santiago,latam,2025-09-27,2025-12-29,all,93,14569,3948523,4545791,86.86
santiago,latam,2025-09-27,2025-12-29,screened,93,13327,3611885,4545791,79.46
santiago,latam,2025-12-29,2026-03-30,all,91,13366,3642231,4695676,77.57
santiago,latam,2025-12-29,2026-03-30,screened,91,12231,3332890,4695676,70.98
santiago,latam,2026-03-30,2026-06-29,all,91,14141,3878500,4391768,88.31
santiago,latam,2026-03-30,2026-06-29,screened,91,12972,3558018,4391768,81.02
santiago,latam,2026-06-29,2026-08-30,all,62,17200,5200930,5636203,92.28
santiago,latam,2026-06-29,2026-08-30,screened,62,16255,4915104,5636203,87.21
sao-paulo,latam,2026-06-14,2026-08-18,all,65,38128,11390793,12723666,89.52
sao-paulo,latam,2026-06-14,2026-08-18,screened,65,36075,10781440,12723666,84.74
singapore,apac,2025-03-21,2025-04-26,all,36,3423,1120460,1158108,96.75
singapore,apac,2025-03-21,2025-04-26,screened,36,3001,982164,1158108,84.81
singapore,apac,2025-03-21,2025-06-25,all,96,3197,854036,945948,90.28
singapore,apac,2025-03-21,2025-06-25,screened,96,2487,664322,945948,70.23
singapore,apac,2025-04-26,2025-05-28,all,32,3114,1033423,1221248,84.62
singapore,apac,2025-04-26,2025-05-28,screened,32,2759,915391,1221248,74.96
singapore,apac,2025-05-28,2025-06-25,all,28,3165,1061078,1104232,96.09
singapore,apac,2025-05-28,2025-06-25,screened,28,2775,930062,1104232,84.23
singapore,apac,2025-06-25,2025-07-27,all,32,3547,1182014,1219349,96.94
singapore,apac,2025-06-25,2025-07-27,screened,32,3053,1017285,1219349,83.43
singapore,apac,2025-06-25,2025-08-30,all,66,3478,1040768,1094943,95.05
singapore,apac,2025-06-25,2025-08-30,screened,66,2940,879670,1094943,80.34
singapore,apac,2025-07-27,2025-08-30,all,34,3532,1166746,1191517,97.92
singapore,apac,2025-07-27,2025-08-30,screened,34,3040,1003933,1191517,84.26
singapore,apac,2025-08-30,2025-09-28,all,29,3588,1201980,1211695,99.2
singapore,apac,2025-08-30,2025-09-28,screened,29,3104,1039840,1211695,85.82
singapore,apac,2025-09-28,2025-12-29,all,92,3454,938990,1004496,93.48
singapore,apac,2025-09-28,2025-12-29,screened,92,2767,752210,1004496,74.88
singapore,apac,2025-12-29,2026-03-30,all,91,1037,283742,997584,28.44
singapore,apac,2025-12-29,2026-03-30,screened,91,962,263254,997584,26.39
singapore,apac,2026-03-30,2026-06-29,all,91,1133,310598,327143,94.94
singapore,apac,2026-03-30,2026-06-29,screened,91,1078,295543,327143,90.34
singapore,apac,2026-06-29,2026-08-31,all,63,3063,926200,983177,94.2
singapore,apac,2026-06-29,2026-08-31,screened,63,2802,847110,983177,86.16
sunshine-coast,apac,2025-03-28,2025-04-30,all,33,6937,2297959,2373163,96.83
sunshine-coast,apac,2025-03-28,2025-04-30,screened,33,5968,1976950,2373163,83.3
sunshine-coast,apac,2025-04-30,2025-06-28,all,59,6879,2099380,2195959,95.6
sunshine-coast,apac,2025-04-30,2025-06-28,screened,59,5799,1769969,2195959,80.6
sunshine-coast,apac,2025-06-28,2025-07-30,all,32,7037,2345039,2420037,96.9
sunshine-coast,apac,2025-06-28,2025-07-30,screened,32,6069,2022127,2420037,83.56
sunshine-coast,apac,2025-06-28,2025-08-31,all,64,6833,2058408,2187653,94.09
sunshine-coast,apac,2025-06-28,2025-08-31,screened,64,5793,1744796,2187653,79.76
sunshine-coast,apac,2025-07-30,2025-08-31,all,32,6983,2320369,2397146,96.8
sunshine-coast,apac,2025-07-30,2025-08-31,screened,32,6027,2002388,2397146,83.53
sunshine-coast,apac,2025-08-31,2025-11-30,all,91,6776,1849848,1964508,94.16
sunshine-coast,apac,2025-08-31,2025-11-30,screened,91,5433,1483209,1964508,75.5
sunshine-coast,apac,2025-11-30,2026-02-28,all,90,5935,1626227,2037025,79.83
sunshine-coast,apac,2025-11-30,2026-02-28,screened,90,4995,1368666,2037025,67.19
sunshine-coast,apac,2026-02-28,2026-06-30,all,122,5895,1429874,1564902,91.37
sunshine-coast,apac,2026-02-28,2026-06-30,screened,122,4958,1202927,1564902,76.87
sunshine-coast,apac,2026-06-30,2026-08-31,all,62,6901,2089707,2210620,94.53
sunshine-coast,apac,2026-06-30,2026-08-31,screened,62,5763,1745042,2210620,78.94
sydney,apac,2025-08-05,2025-09-12,all,38,17730,5797710,6084816,95.28
sydney,apac,2025-08-05,2025-09-12,screened,38,14672,4797744,6084816,78.85
sydney,apac,2025-09-12,2025-12-12,all,91,15879,4334967,4840290,89.56
sydney,apac,2025-09-12,2025-12-12,screened,91,11443,3123939,4840290,64.54
sydney,apac,2025-12-12,2026-03-21,all,99,11468,3040680,5419926,56.1
sydney,apac,2025-12-12,2026-03-21,screened,99,8420,2232421,5419926,41.19
sydney,apac,2026-03-21,2026-06-16,all,87,12355,3414403,3756951,90.88
sydney,apac,2026-03-21,2026-06-16,screened,87,9689,2682085,3756951,71.39
sydney,apac,2026-06-16,2026-08-15,all,60,19073,5816405,6332313,91.85
sydney,apac,2026-06-16,2026-08-15,screened,60,15403,4699188,6332313,74.21
taipei,apac,2025-03-28,2025-04-30,all,33,5605,1859649,1983260,93.77
taipei,apac,2025-03-28,2025-04-30,screened,33,5129,1701630,1983260,85.8
taipei,apac,2025-04-30,2025-06-29,all,60,5548,1689829,1844369,91.62
taipei,apac,2025-04-30,2025-06-29,screened,60,4980,1516734,1844369,82.24
taipei,apac,2025-06-29,2025-07-31,all,32,5929,1973363,2062236,95.69
taipei,apac,2025-06-29,2025-07-31,screened,32,5394,1795465,2062236,87.06
taipei,apac,2025-06-29,2025-08-31,all,63,5721,1726776,1870160,92.33
taipei,apac,2025-06-29,2025-08-31,screened,63,5085,1534991,1870160,82.08
taipei,apac,2025-07-31,2025-08-31,all,31,5972,1988676,2079918,95.61
taipei,apac,2025-07-31,2025-08-31,screened,31,5411,1801863,2079918,86.63
taipei,apac,2025-08-31,2025-09-30,all,30,5971,1994968,2089863,95.46
taipei,apac,2025-08-31,2025-09-30,screened,30,5427,1812965,2089863,86.75
taipei,apac,2025-09-30,2025-11-30,all,61,5839,1769217,1891023,93.56
taipei,apac,2025-09-30,2025-11-30,screened,61,5225,1583175,1891023,83.72
taipei,apac,2025-11-30,2026-02-28,all,90,4889,1342624,1718011,78.15
taipei,apac,2025-11-30,2026-02-28,screened,90,4115,1130036,1718011,65.78
taipei,apac,2026-02-28,2026-06-30,all,122,4833,1171841,1321648,88.67
taipei,apac,2026-02-28,2026-06-30,screened,122,4007,971628,1321648,73.52
taipei,apac,2026-06-30,2026-08-31,all,62,6002,1816554,1943231,93.48
taipei,apac,2026-06-30,2026-08-31,screened,62,5466,1654278,1943231,85.13
tasmania,apac,2025-03-02,2025-04-05,all,34,6325,2090679,2141258,97.64
tasmania,apac,2025-03-02,2025-04-05,screened,34,5365,1773669,2141258,82.83
tasmania,apac,2025-04-05,2025-05-03,all,28,6358,2136288,2174592,98.24
tasmania,apac,2025-04-05,2025-05-03,screened,28,5394,1812384,2174592,83.34
tasmania,apac,2025-05-03,2025-07-05,all,63,6268,1886668,1952286,96.64
tasmania,apac,2025-05-03,2025-07-05,screened,63,5209,1567909,1952286,80.31
tasmania,apac,2025-07-05,2025-08-04,all,30,6398,2142326,2177830,98.37
tasmania,apac,2025-07-05,2025-08-04,screened,30,5536,1853569,2177830,85.11
tasmania,apac,2025-08-04,2025-09-11,all,38,6371,2079115,2122848,97.94
tasmania,apac,2025-08-04,2025-09-11,screened,38,5460,1781414,2122848,83.92
tasmania,apac,2025-09-11,2025-12-12,all,92,6213,1689936,1768272,95.57
tasmania,apac,2025-09-11,2025-12-12,screened,92,4957,1348304,1768272,76.25
tasmania,apac,2025-12-12,2026-03-19,all,97,5647,1507749,1775016,84.94
tasmania,apac,2025-12-12,2026-03-19,screened,97,4875,1301625,1775016,73.33
tasmania,apac,2026-03-19,2026-06-15,all,88,5669,1564848,1664954,93.99
tasmania,apac,2026-03-19,2026-06-15,screened,88,4973,1372867,1664954,82.46
tasmania,apac,2026-06-15,2026-08-13,all,59,6418,1967740,2029010,96.98
tasmania,apac,2026-06-15,2026-08-13,screened,59,5451,1667656,2029010,82.19
tokyo,apac,2025-03-23,2025-04-27,all,35,22115,7286058,7507329,97.05
tokyo,apac,2025-03-23,2025-04-27,screened,35,19917,6561924,7507329,87.41
tokyo,apac,2025-03-23,2025-06-27,all,96,21485,5735721,6119152,93.73
tokyo,apac,2025-03-23,2025-06-27,screened,96,17270,4611570,6119152,75.36
tokyo,apac,2025-04-27,2025-06-27,all,61,22657,6848721,7153635,95.74
tokyo,apac,2025-04-27,2025-06-27,screened,61,20225,6114197,7153635,85.47
tokyo,apac,2025-06-27,2025-07-29,all,32,24796,8299884,8467727,98.02
tokyo,apac,2025-06-27,2025-07-29,screened,32,22980,7690960,8467727,90.83
tokyo,apac,2025-06-27,2025-08-30,all,64,24379,7375042,7658223,96.3
tokyo,apac,2025-06-27,2025-08-30,screened,64,21892,6621532,7658223,86.46
tokyo,apac,2025-07-29,2025-08-30,all,32,25668,8529575,8728476,97.72
tokyo,apac,2025-07-29,2025-08-30,screened,32,23636,7853825,8728476,89.98
tokyo,apac,2025-08-30,2025-09-29,all,30,26566,8902809,9140721,97.4
tokyo,apac,2025-08-30,2025-09-29,screened,30,24298,8142854,9140721,89.08
tokyo,apac,2025-09-29,2025-12-29,all,91,26152,7143252,7641089,93.48
tokyo,apac,2025-09-29,2025-12-29,screened,91,22345,6103772,7641089,79.88
tokyo,apac,2025-12-29,2026-03-30,all,91,21769,5927083,8174862,72.5
tokyo,apac,2025-12-29,2026-03-30,screened,91,19337,5264666,8174862,64.4
tokyo,apac,2026-03-30,2026-06-30,all,92,23815,6544446,6815962,96.02
tokyo,apac,2026-03-30,2026-06-30,screened,92,21306,5855393,6815962,85.91
tokyo,apac,2026-06-30,2026-08-31,all,62,33316,10084208,10429754,96.69
tokyo,apac,2026-06-30,2026-08-31,screened,62,30470,9221951,10429754,88.42
western-australia,apac,2025-03-18,2025-04-23,all,36,11954,3925754,4017042,97.73
western-australia,apac,2025-03-18,2025-04-23,screened,36,10487,3443499,4017042,85.72
western-australia,apac,2025-03-18,2025-06-23,all,97,11381,3041856,3270890,93.0
western-australia,apac,2025-03-18,2025-06-23,screened,97,9037,2414944,3270890,73.83
western-australia,apac,2025-04-23,2025-05-26,all,33,12057,3996175,4125419,96.87
western-australia,apac,2025-04-23,2025-05-26,screened,33,10625,3521870,4125419,85.37
western-australia,apac,2025-05-26,2025-06-23,all,28,12178,4090339,4204345,97.29
western-australia,apac,2025-05-26,2025-06-23,screened,28,10741,3607771,4204345,85.81
western-australia,apac,2025-06-23,2025-07-26,all,33,12225,4057597,4178405,97.11
western-australia,apac,2025-06-23,2025-07-26,screened,33,10843,3598648,4178405,86.12
western-australia,apac,2025-06-23,2025-08-28,all,66,11948,3571334,3762968,94.91
western-australia,apac,2025-06-23,2025-08-28,screened,66,10403,3109285,3762968,82.63
western-australia,apac,2025-07-26,2025-08-28,all,33,12350,4100090,4211973,97.34
western-australia,apac,2025-07-26,2025-08-28,screened,33,10914,3623342,4211973,86.02
western-australia,apac,2025-08-28,2025-09-26,all,29,12453,4171755,4273260,97.62
western-australia,apac,2025-08-28,2025-09-26,screened,29,10995,3683325,4273260,86.19
western-australia,apac,2025-09-26,2025-12-28,all,93,10984,2976114,3470697,85.75
western-australia,apac,2025-09-26,2025-12-28,screened,93,9481,2568856,3470697,74.02
western-australia,apac,2025-12-28,2026-03-29,all,91,9362,2563653,3361585,76.26
western-australia,apac,2025-12-28,2026-03-29,screened,91,8239,2256083,3361585,67.11
western-australia,apac,2026-03-29,2026-06-28,all,91,9585,2627296,2868541,91.59
western-australia,apac,2026-03-29,2026-06-28,screened,91,8708,2386931,2868541,83.21
western-australia,apac,2026-06-28,2026-08-30,all,63,11210,3383478,3539091,95.6
western-australia,apac,2026-06-28,2026-08-30,screened,63,10520,3175556,3539091,89.73
