series,cohort,portfolio,start_month,end_month,markets,baseline_ids,missing_ids,observed_rate,fixed_market_weighted_rate,fixed_market_weighted_30d_rate,review_weighted_rate,min_interval_days,max_interval_days,market_set
balanced_pre_quarters,all_listings,five_plus,2025-09,2025-12,5,56817,6583,0.11586320995476707,0.11639420203813532,0.03490548100866543,0.07689629700317743,99,112,chicago | los-angeles | paris | rome | san-diego
balanced_pre_quarters,reviewed_str_homes,all,2025-03,2025-06,5,81521,7573,0.09289630892653426,0.09289630892653426,0.028624818950844903,0.07537082111131914,95,109,chicago | los-angeles | paris | rome | san-diego
balanced_pre_quarters,reviewed_str_homes,all,2025-06,2025-09,5,83543,6826,0.08170642663059742,0.08282847174292916,0.030719768769119526,0.060589813476270155,75,98,chicago | los-angeles | paris | rome | san-diego
balanced_pre_quarters,reviewed_str_homes,all,2025-09,2025-12,5,81277,6864,0.08445193597204621,0.08553752431518474,0.0245600118274855,0.06372022313853219,99,112,chicago | los-angeles | paris | rome | san-diego
balanced_pre_quarters,reviewed_str_homes,one,2025-03,2025-06,5,43255,3250,0.07513582244827188,0.07513582244827188,0.0231709771793115,0.05860686397556618,95,109,chicago | los-angeles | paris | rome | san-diego
balanced_pre_quarters,reviewed_str_homes,one,2025-06,2025-09,5,43946,3040,0.0691758066718245,0.07012257074949772,0.025721148662107732,0.05633721504371672,75,98,chicago | los-angeles | paris | rome | san-diego
balanced_pre_quarters,reviewed_str_homes,one,2025-09,2025-12,5,41712,3139,0.07525412351361718,0.07621774277410179,0.02145475066351708,0.05896069185274888,99,112,chicago | los-angeles | paris | rome | san-diego
balanced_pre_quarters,reviewed_str_homes,five_plus,2025-03,2025-06,5,23479,2904,0.12368499510200605,0.12368499510200605,0.0387713930619812,0.10233314168494424,95,109,chicago | los-angeles | paris | rome | san-diego
balanced_pre_quarters,reviewed_str_homes,five_plus,2025-06,2025-09,5,24507,2604,0.1062553556126821,0.10727932986922187,0.040191413846870576,0.07330928429312557,75,98,chicago | los-angeles | paris | rome | san-diego
balanced_pre_quarters,reviewed_str_homes,five_plus,2025-09,2025-12,5,24613,2516,0.1022224027952708,0.10322351029423135,0.030323733288783867,0.07711042558661099,99,112,chicago | los-angeles | paris | rome | san-diego
same_season,all_listings,all,2024-09,2024-12,2,129522,12690,0.09797563348311483,0.09797563348311483,0.0336252449215699,0.07604962750495697,88,101,paris | rome
same_season,all_listings,all,2025-09,2025-12,2,119505,8760,0.07330237228567843,0.07400526212866138,0.02038797490649823,0.060691610991172824,112,112,paris | rome
same_season,all_listings,one,2024-09,2024-12,2,78856,7009,0.0888835345439789,0.0888835345439789,0.03063650344396924,0.07254753466016378,88,101,paris | rome
same_season,all_listings,one,2025-09,2025-12,2,69619,4454,0.06397678794581939,0.06374009555134082,0.017487388378093112,0.06295350005647452,112,112,paris | rome
same_season,all_listings,five_plus,2024-09,2024-12,2,30155,3580,0.11871994694080584,0.11871994694080584,0.04101339236605635,0.09117341854085544,88,101,paris | rome
same_season,all_listings,five_plus,2025-09,2025-12,2,29479,2883,0.09779843278265885,0.1005626341442409,0.028078089002650897,0.06507343329488659,112,112,paris | rome
same_season,reviewed_str_homes,all,2024-09,2024-12,2,62517,6307,0.10088455939984324,0.10088455939984324,0.03479624324531095,0.07634633240482823,88,101,paris | rome
same_season,reviewed_str_homes,all,2025-09,2025-12,2,56985,4691,0.08231990874791612,0.08505631780967055,0.02356435738823466,0.06320549712572188,112,112,paris | rome
same_season,reviewed_str_homes,one,2024-09,2024-12,2,38111,3422,0.08979034924300071,0.08979034924300071,0.03102377691207643,0.0719968844671669,88,101,paris | rome
same_season,reviewed_str_homes,one,2025-09,2025-12,2,33079,2561,0.07742072009431966,0.07934891319175959,0.021912773126222848,0.063031287380793,112,112,paris | rome
same_season,reviewed_str_homes,five_plus,2024-09,2024-12,2,15310,2021,0.13200522534291312,0.13200522534291312,0.04602619015105958,0.0921188511170628,88,101,paris | rome
same_season,reviewed_str_homes,five_plus,2025-09,2025-12,2,15041,1420,0.09440861644837445,0.097529120337801,0.0272342765514129,0.06916701093854095,112,112,paris | rome
event_summer_check,all_listings,all,2025-09,2025-10,11,136142,5585,0.041023343273934566,0.041023343273934566,0.04336822366101194,0.026225046476351644,20,40,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,all_listings,all,2026-06,2026-07,11,136716,4356,0.031861669446151146,0.032080795346019146,0.05196334383526957,0.021174611751029464,8,29,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,all_listings,one,2025-09,2025-10,11,65331,2491,0.03812891276729271,0.03812891276729271,0.040258832607307206,0.027050724436933817,20,40,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,all_listings,one,2026-06,2026-07,11,63655,1867,0.029329981933862225,0.028488879804492207,0.04558023789624531,0.023767549828767356,8,29,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,all_listings,five_plus,2025-09,2025-10,11,40349,1714,0.04247936751840194,0.04247936751840194,0.04479410249816229,0.024608673180576406,20,40,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,all_listings,five_plus,2026-06,2026-07,11,41454,1462,0.03526800791238481,0.03594429661695925,0.05749275761917554,0.01773227335682998,8,29,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,reviewed_str_homes,all,2025-09,2025-10,11,57940,1876,0.03237832240248533,0.03237832240248533,0.035839928373898974,0.02468765367272606,20,40,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,reviewed_str_homes,all,2026-06,2026-07,11,63234,1540,0.02435398677926432,0.024079521331173546,0.03973675761266091,0.02050455838252606,8,29,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,reviewed_str_homes,one,2025-09,2025-10,11,29232,996,0.03407224958949097,0.03407224958949097,0.037697949077941516,0.025670235037845077,20,40,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,reviewed_str_homes,one,2026-06,2026-07,11,31705,848,0.026746569941649583,0.026259176993459924,0.043391619306641316,0.024862225053324454,8,29,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,reviewed_str_homes,five_plus,2025-09,2025-10,11,17069,473,0.027711055129181556,0.027711055129181556,0.031733237309613714,0.021547361358044817,20,40,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
event_summer_check,reviewed_str_homes,five_plus,2026-06,2026-07,11,18754,389,0.020742241655113576,0.02052028152471242,0.03252633414107973,0.014084791794429431,8,29,albany | bozeman | brisbane | dallas | mid-north-coast | new-york-city | new-zealand | quebec-city | toronto | vancouver | vaud
