prediction_id,guidance_cutoff_at_utc,guided_fiscal_period,hypothesis_id,feature_id,source_ids,latest_eligible_reference_period,diagnostic_reference_period,feature_value,feature_transform,strict_eligibility,pit_treatment,exclusion_reason,feature_direction,guidance_midpoint,prior_year_comparable_midpoint,guidance_yoy_pct,guidance_yoy_acceleration_pp,strict_evaluation_status
ABNB-2023Q1-GUIDE,2023-05-09T20:01:26Z,2023Q2,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2022-12,32.07390522,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,2400,2080,15.38461538,-8.14479638,not_testable
ABNB-2023Q2-GUIDE,2023-08-03T20:01:02Z,2023Q3,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2023-07,16.86563122,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,3350,2830,18.3745583,2.98994292,not_testable
ABNB-2023Q2-GUIDE,2023-08-03T20:01:02Z,2023Q3,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,3350,2830,18.3745583,2.98994292,not_testable
ABNB-2023Q2-GUIDE,2023-08-03T20:01:02Z,2023Q3,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,3350,2830,18.3745583,2.98994292,not_testable
ABNB-2023Q2-GUIDE,2023-08-03T20:01:02Z,2023Q3,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,3350,2830,18.3745583,2.98994292,not_testable
ABNB-2023Q2-GUIDE,2023-08-03T20:01:02Z,2023Q3,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2023-07,16.86563122,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,3350,2830,18.3745583,2.98994292,not_testable
ABNB-2023Q2-GUIDE,2023-08-03T20:01:02Z,2023Q3,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2023-03,33.88308841,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,3350,2830,18.3745583,2.98994292,not_testable
ABNB-2023Q2-GUIDE,2023-08-03T20:01:02Z,2023Q3,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2023-03,25.37435982,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,3350,2830,18.3745583,2.98994292,not_testable
ABNB-2023Q3-GUIDE,2023-11-01T20:01:04Z,2023Q4,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2023-10,12.95896469,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,2150,1840,16.84782609,-1.52673222,not_testable
ABNB-2023Q3-GUIDE,2023-11-01T20:01:04Z,2023Q4,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,2150,1840,16.84782609,-1.52673222,not_testable
ABNB-2023Q3-GUIDE,2023-11-01T20:01:04Z,2023Q4,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,2150,1840,16.84782609,-1.52673222,not_testable
ABNB-2023Q3-GUIDE,2023-11-01T20:01:04Z,2023Q4,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,2150,1840,16.84782609,-1.52673222,not_testable
ABNB-2023Q3-GUIDE,2023-11-01T20:01:04Z,2023Q4,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2023-10,12.95896469,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,2150,1840,16.84782609,-1.52673222,not_testable
ABNB-2023Q3-GUIDE,2023-11-01T20:01:04Z,2023Q4,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2023-06,25.01649868,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,2150,1840,16.84782609,-1.52673222,not_testable
ABNB-2023Q3-GUIDE,2023-11-01T20:01:04Z,2023Q4,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2023-06,18.98773169,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,2150,1840,16.84782609,-1.52673222,not_testable
ABNB-2023Q4-GUIDE,2024-02-13T21:09:06Z,2024Q1,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2024-01,10.42265412,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,2050,1785,14.84593838,-2.00188771,not_testable
ABNB-2023Q4-GUIDE,2024-02-13T21:09:06Z,2024Q1,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,2050,1785,14.84593838,-2.00188771,not_testable
ABNB-2023Q4-GUIDE,2024-02-13T21:09:06Z,2024Q1,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,2050,1785,14.84593838,-2.00188771,not_testable
ABNB-2023Q4-GUIDE,2024-02-13T21:09:06Z,2024Q1,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,2050,1785,14.84593838,-2.00188771,not_testable
ABNB-2023Q4-GUIDE,2024-02-13T21:09:06Z,2024Q1,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2024-01,10.42265412,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,2050,1785,14.84593838,-2.00188771,not_testable
ABNB-2023Q4-GUIDE,2024-02-13T21:09:06Z,2024Q1,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2023-09,13.78885985,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,2050,1785,14.84593838,-2.00188771,not_testable
ABNB-2023Q4-GUIDE,2024-02-13T21:09:06Z,2024Q1,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2023-09,12.10575699,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,2050,1785,14.84593838,-2.00188771,not_testable
ABNB-2024Q1-GUIDE,2024-05-08T20:01:08Z,2024Q2,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2024-04,6.39416924,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,2710,2400,12.91666667,-1.92927171,not_testable
ABNB-2024Q1-GUIDE,2024-05-08T20:01:08Z,2024Q2,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,2710,2400,12.91666667,-1.92927171,not_testable
ABNB-2024Q1-GUIDE,2024-05-08T20:01:08Z,2024Q2,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,2710,2400,12.91666667,-1.92927171,not_testable
ABNB-2024Q1-GUIDE,2024-05-08T20:01:08Z,2024Q2,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,2710,2400,12.91666667,-1.92927171,not_testable
ABNB-2024Q1-GUIDE,2024-05-08T20:01:08Z,2024Q2,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2024-04,6.39416924,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,2710,2400,12.91666667,-1.92927171,not_testable
ABNB-2024Q1-GUIDE,2024-05-08T20:01:08Z,2024Q2,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2023-12,22.65422891,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,2710,2400,12.91666667,-1.92927171,not_testable
ABNB-2024Q1-GUIDE,2024-05-08T20:01:08Z,2024Q2,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2023-12,14.52419908,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,2710,2400,12.91666667,-1.92927171,not_testable
ABNB-2024Q2-GUIDE,2024-08-06T20:00:57Z,2024Q3,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2024-07,0.99862473,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,3700,3350,10.44776119,-2.46890547,not_testable
ABNB-2024Q2-GUIDE,2024-08-06T20:00:57Z,2024Q3,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,3700,3350,10.44776119,-2.46890547,not_testable
ABNB-2024Q2-GUIDE,2024-08-06T20:00:57Z,2024Q3,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,3700,3350,10.44776119,-2.46890547,not_testable
ABNB-2024Q2-GUIDE,2024-08-06T20:00:57Z,2024Q3,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,3700,3350,10.44776119,-2.46890547,not_testable
ABNB-2024Q2-GUIDE,2024-08-06T20:00:57Z,2024Q3,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2024-07,0.99862473,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,3700,3350,10.44776119,-2.46890547,not_testable
ABNB-2024Q2-GUIDE,2024-08-06T20:00:57Z,2024Q3,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2024-03,28.32971006,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,3700,3350,10.44776119,-2.46890547,not_testable
ABNB-2024Q2-GUIDE,2024-08-06T20:00:57Z,2024Q3,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2024-03,14.66416739,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,3700,3350,10.44776119,-2.46890547,not_testable
ABNB-2024Q3-GUIDE,2024-11-07T21:00:59Z,2024Q4,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2024-10,3.13806871,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,2415,2150,12.3255814,1.8778202,not_testable
ABNB-2024Q3-GUIDE,2024-11-07T21:00:59Z,2024Q4,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,2415,2150,12.3255814,1.8778202,not_testable
ABNB-2024Q3-GUIDE,2024-11-07T21:00:59Z,2024Q4,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,2415,2150,12.3255814,1.8778202,not_testable
ABNB-2024Q3-GUIDE,2024-11-07T21:00:59Z,2024Q4,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,2415,2150,12.3255814,1.8778202,not_testable
ABNB-2024Q3-GUIDE,2024-11-07T21:00:59Z,2024Q4,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2024-10,3.13806871,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,2415,2150,12.3255814,1.8778202,not_testable
ABNB-2024Q3-GUIDE,2024-11-07T21:00:59Z,2024Q4,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2024-06,16.15411984,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,2415,2150,12.3255814,1.8778202,not_testable
ABNB-2024Q3-GUIDE,2024-11-07T21:00:59Z,2024Q4,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2024-06,9.64609427,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,2415,2150,12.3255814,1.8778202,not_testable
ABNB-2024Q4-GUIDE,2025-02-13T21:02:39Z,2025Q1,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2025-01,8.1175404,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,2250,2050,9.75609756,-2.56948383,not_testable
ABNB-2024Q4-GUIDE,2025-02-13T21:02:39Z,2025Q1,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,2250,2050,9.75609756,-2.56948383,not_testable
ABNB-2024Q4-GUIDE,2025-02-13T21:02:39Z,2025Q1,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,2250,2050,9.75609756,-2.56948383,not_testable
ABNB-2024Q4-GUIDE,2025-02-13T21:02:39Z,2025Q1,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,2250,2050,9.75609756,-2.56948383,not_testable
ABNB-2024Q4-GUIDE,2025-02-13T21:02:39Z,2025Q1,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2025-01,8.1175404,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,2250,2050,9.75609756,-2.56948383,not_testable
ABNB-2024Q4-GUIDE,2025-02-13T21:02:39Z,2025Q1,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2024-09,17.95474279,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,2250,2050,9.75609756,-2.56948383,not_testable
ABNB-2024Q4-GUIDE,2025-02-13T21:02:39Z,2025Q1,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2024-09,13.03614159,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,2250,2050,9.75609756,-2.56948383,not_testable
ABNB-2025Q1-GUIDE,2025-05-01T20:01:26Z,2025Q2,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2025-04,5.05086932,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,3020,2710,11.43911439,1.68301683,not_testable
ABNB-2025Q1-GUIDE,2025-05-01T20:01:26Z,2025Q2,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,3020,2710,11.43911439,1.68301683,not_testable
ABNB-2025Q1-GUIDE,2025-05-01T20:01:26Z,2025Q2,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,3020,2710,11.43911439,1.68301683,not_testable
ABNB-2025Q1-GUIDE,2025-05-01T20:01:26Z,2025Q2,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,3020,2710,11.43911439,1.68301683,not_testable
ABNB-2025Q1-GUIDE,2025-05-01T20:01:26Z,2025Q2,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2025-04,5.05086932,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,3020,2710,11.43911439,1.68301683,not_testable
ABNB-2025Q1-GUIDE,2025-05-01T20:01:26Z,2025Q2,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2024-12,17.38216629,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,3020,2710,11.43911439,1.68301683,not_testable
ABNB-2025Q1-GUIDE,2025-05-01T20:01:26Z,2025Q2,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2024-12,11.2165178,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,3020,2710,11.43911439,1.68301683,not_testable
ABNB-2025Q2-GUIDE,2025-08-06T20:01:48Z,2025Q3,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2025-07,7.78537118,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,4060,3700,9.72972973,-1.70938466,not_testable
ABNB-2025Q2-GUIDE,2025-08-06T20:01:48Z,2025Q3,H-008,FHWA_TRAILING_3M_VMT_YOY,FHWA_TVT_VMT,,,,Trailing three complete months national VMT YoY,false,not_collected_permission_blocked,FHWA dated workbook directory is explicitly robots-disallowed; no payload or feature.,,4060,3700,9.72972973,-1.70938466,not_testable
ABNB-2025Q2-GUIDE,2025-08-06T20:01:48Z,2025Q3,H-009,CENSUS_QSS_ACCOMMODATION_YOY,CENSUS_QSS_ACCOMMODATION,,,,Latest contemporaneous NAICS 721 quarterly revenue YoY,false,not_collected_permission_blocked,Exact API path and release vintages were not lawfully established; no payload or feature.,,4060,3700,9.72972973,-1.70938466,not_testable
ABNB-2025Q2-GUIDE,2025-08-06T20:01:48Z,2025Q3,H-010,MUNICIPAL_AIRPORT_BREADTH,SFO_AIR_PASSENGERS|PANYNJ_AIRPORT_PARKING|LAX_TERMINAL_PASSENGERS,,,,Equal-weight mean of provider-level fixed YoY changes; requires at least two providers,false,not_testable_one_provider,Only SFO cache was usable; PANYNJ and LAX exact data paths did not pass the gate.,,4060,3700,9.72972973,-1.70938466,not_testable
ABNB-2025Q2-GUIDE,2025-08-06T20:01:48Z,2025Q3,H-011,US_ACTIVITY_AVAILABLE_PROVIDER,SFO_AIR_PASSENGERS,,2025-07,7.78537118,Trailing three complete months YoY; SFO is the sole available official provider and is not a breadth composite,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only. Fewer than two providers means H-011 minimum evidence fails.,positive,4060,3700,9.72972973,-1.70938466,not_testable
ABNB-2025Q2-GUIDE,2025-08-06T20:01:48Z,2025Q3,H-012,EU27_PLATFORM_NIGHTS_CONTROL,EUROSTAT_PLATFORM_NIGHTS,,2025-03,6.29420995,Trailing three complete months EU27 collaborative-platform nights YoY with fixed 120-day conservative diagnostic lag,false,current_snapshot_diagnostic,Eurostat API history is a current snapshot with no versioning; 120-day lag is not vintage evidence.,positive,4060,3700,9.72972973,-1.70938466,not_testable
ABNB-2025Q2-GUIDE,2025-08-06T20:01:48Z,2025Q3,H-012,US_EU_EQUAL_50_50_COMPOSITE,SFO_AIR_PASSENGERS|EUROSTAT_PLATFORM_NIGHTS,,2025-03,7.03979057,Exactly 50% available U.S. activity growth plus 50% EU27 platform-night growth; never row-weighted,false,current_snapshot_diagnostic,Both inputs are non-PIT current-snapshot diagnostics; composite cannot be strict.,positive,4060,3700,9.72972973,-1.70938466,not_testable
ABNB-2025Q3-GUIDE,2025-11-06T21:00:50Z,2025Q4,H-007,SFO_TRAILING_3M_PASSENGER_YOY,SFO_AIR_PASSENGERS,,2025-10,0.70308567,Trailing three complete reference months total enplaned+deplaned passengers YoY; reference-month-end-only diagnostic alignment,false,current_snapshot_diagnostic,Current snapshot lacks original historical publication/vintage timestamps; reference-period alignment is diagnostic only.,positive,2690,2415,11.38716356,1.65743383,not_testable
