adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,cik,name,form,fy,fp
0001075531-21-000019,EarningsPerShareDiluted,us-gaap/2020,20191231,4,USD,,,111.8200,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20201231,4,USD,BusinessAcquisition=Bodybuilding.com;ConsolidationItems=CorporateAndEliminations;,,59000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001075531-21-000019,StockholdersEquity,us-gaap/2020,20171231,0,USD,EquityComponents=RetainedEarnings;,,13939000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20181231,4,USD,ProductOrService=Air;,,881000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000815097-21-000027,PaymentsToAcquireInterestInSubsidiariesAndAffiliates,us-gaap/2020,20191130,4,USD,,,0.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001628280-21-002433,ProceedsFromPaymentsForOtherFinancingActivities,us-gaap/2020,20201231,4,USD,,,-8000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001075531-21-000019,TreasuryStockShares,us-gaap/2020,20191231,0,shares,,,21762070.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,ShareBasedCompensation,us-gaap/2020,20191231,4,USD,,,241000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001628280-21-002433,RevenuesGrossofCapitalizedContractCostAmortization,0001628280-21-002433,20181231,4,USD,ProductOrService=FeeService;,,3638000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001075531-21-000019,PropertyPlantAndEquipmentNet,us-gaap/2020,20191231,0,USD,,,738000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001585689-21-000016,LongTermDebtAndCapitalLeaseObligations,us-gaap/2020,20201231,0,USD,,,10431000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000815097-21-000027,StockholdersEquity,us-gaap/2020,20181130,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-1949000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001558370-21-001998,SellingGeneralAndAdministrativeExpense,us-gaap/2019,20201231,4,USD,,,745345000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001585689-21-000016,OperatingIncomeLoss,us-gaap/2020,20190630,1,USD,,,478000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20201231,4,USD,ProductOrService=OtherServices;,,638000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001628280-21-002433,IncomeLossFromEquityMethodInvestments,us-gaap/2020,20191231,4,USD,RelatedPartyTransactionsByRelatedParty=EquityMethodInvestee;,,13000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001075531-21-000019,OtherNonoperatingIncomeExpense,us-gaap/2020,20191231,4,USD,,,879000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,AssetsCurrent,us-gaap/2019,20191231,0,USD,,,730145000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001628280-21-002433,RevenuesGrossofCapitalizedContractCostAmortization,0001628280-21-002433,20191231,4,USD,ProductOrService=Franchise;,,2006000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001324424-21-000015,NetCashProvidedByUsedInFinancingActivities,us-gaap/2020,20191231,4,USD,,,175000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,OperatingIncomeLoss,us-gaap/2020,20191231,4,USD,,,1657000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001075531-21-000019,CommonStockValue,us-gaap/2020,20201231,0,USD,,,0.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,LiabilitiesAndStockholdersEquity,us-gaap/2019,20191231,0,USD,,,16684599000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000815097-21-000027,CostsAndExpensesPayrollAndOther,0000815097-21-000027,20201130,4,USD,ProductOrService=Cruise;,,1780000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001324424-21-000015,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2020,20191231,4,USD,,,-80000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,MinorityInterest,us-gaap/2020,20171231,0,USD,EquityComponents=NoncontrollingInterest;,,-3000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000884887-21-000006,CommonStockParOrStatedValuePerShare,us-gaap/2020,20201031,0,USD,,,0.0100,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001075531-21-000019,OtherNonoperatingIncomeExpense,us-gaap/2020,20201231,4,USD,,,1554000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,Depreciation,us-gaap/2020,20201231,4,USD,BusinessSegments=BusinessToBusiness;ConsolidationItems=OperatingSegments;,,128000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap/2020,20191231,4,USD,,,9000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001585689-21-000016,ProfitLoss,us-gaap/2020,20191231,1,USD,,,176000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,ProceedsFromIssuanceOfLongTermDebt,us-gaap/2019,20201231,4,USD,,,6075090000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001558370-21-001998,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20191231,4,USD,ProductOrService=Passenger;,,4517393000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001585689-21-000016,NetIncomeLoss,us-gaap/2020,20201231,1,USD,,,-224000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000815097-21-000027,NetCashProvidedByUsedInInvestingActivities,us-gaap/2020,20181130,4,USD,,,-3514000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0000884887-21-000006,AssetImpairmentChargesAndCreditLossesExcludingEquityMethodInvestmentImpairments,0000884887-21-000006,20191231,4,USD,,,0.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001075531-21-000019,AccountsPayableCurrent,us-gaap/2020,20191231,0,USD,,,1239000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001628280-21-002433,OtherOperatingActivitiesCashFlowStatement,us-gaap/2020,20181231,4,USD,,,107000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0000884887-21-000006,PaymentsOfDebtIssuanceCosts,us-gaap/2020,20181231,4,USD,,,81959000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001558370-21-001998,StockholdersEquity,us-gaap/2019,20181231,0,USD,EquityComponents=TreasuryStock;,,-904066000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001558370-21-001998,LongTermDebtAndCapitalLeaseObligations,us-gaap/2019,20191231,0,USD,,,6055335000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001075531-21-000019,AccountsAndOtherReceivablesNetCurrent,us-gaap/2020,20191231,0,USD,,,1680000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001628280-21-002433,ProceedsFromRepaymentsOfCommercialPaperAndLongTermLinesOfCredit,0001628280-21-002433,20181231,4,USD,,,-129000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001075531-21-000019,TreasuryStockSharesAcquired,us-gaap/2020,20201231,4,shares,,,685000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,ForeignCurrencyTransactionGainLossUnrealized,us-gaap/2019,20181231,4,USD,,,5537000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001628280-21-002433,CommonStockDividendsPerShareDeclared,us-gaap/2020,20201231,4,USD,,,0.4800,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0000815097-21-000027,StockholdersEquity,us-gaap/2020,20191130,0,USD,EquityComponents=TreasuryStock;,,-8394000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001075531-21-000019,Revenues,us-gaap/2020,20181231,4,USD,ProductOrService=Advertisingandotherrevenues;,,1060000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001075531-21-000019,GeneralAndAdministrativeExpense,us-gaap/2020,20201231,4,USD,,,581000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0000884887-21-000006,RecognitionOfDeferredGainOnDispositionOfPropertyPlantAndEquipment,0000884887-21-000006,20201231,4,USD,,,0.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0000815097-21-000027,CostsAndExpenses,us-gaap/2020,20191130,4,USD,ProductOrService=Cruise;,,12909000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001628280-21-002433,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2020,20201231,4,USD,BusinessSegments=AsiaPacificSegment;ConsolidationItems=OperatingSegments;,,2000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001585689-21-000016,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2020,20181231,4,USD,AdjustmentsForNewAccountingPronouncements=AccountingStandardsUpdate201802;CumulativeEffectPeriodOfAdoption=CumulativeEffectPeriodOfAdoptionAdjustment;EquityComponents=AccumulatedDefinedBenefitPlansAdjustment;,,-22000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,ShareBasedCompensation,us-gaap/2020,20181231,4,USD,BusinessSegments=Trivago;ConsolidationItems=OperatingSegments;,,0.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001324424-21-000015,CashAndCashEquivalentsAtCarryingValue,us-gaap/2020,20191231,0,USD,,,3315000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001558370-21-001998,StockholdersEquity,us-gaap/2019,20171231,0,USD,,,5749766000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000815097-21-000027,IncreaseDecreaseInOtherOperatingAssets,us-gaap/2020,20181130,4,USD,,,-74000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001628280-21-002433,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2020,20191231,4,USD,,,47000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0000884887-21-000006,NetIncomeLoss,us-gaap/2020,20181231,4,USD,EquityComponents=RetainedEarnings;,,1811042000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001585689-21-000016,CommonStockSharesOutstanding,us-gaap/2020,20181231,0,shares,EquityComponents=CommonStock;,,295000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001628280-21-002433,OperatingLeaseLiabilityNoncurrent,us-gaap/2020,20201231,0,USD,,,823000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0000884887-21-000006,RetainedEarningsAccumulatedDeficit,us-gaap/2020,20201231,0,USD,,,5562775000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001324424-21-000015,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20200331,1,USD,,,2209000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2020,20191231,4,USD,,,41000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,CommonStockSharesOutstanding,us-gaap/2020,20190630,0,shares,ClassOfStock=CommonClassB;,,12799999.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001558370-21-001998,IntangibleAssetsNetExcludingGoodwill,us-gaap/2019,20201231,0,USD,IndefiniteLivedIntangibleAssetsByMajorClass=TradeNames;ReportingUnit=NorwegianCruiseLine;,,207500000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001558370-21-001998,RevenueFromContractWithCustomerIncludingAssessedTax,us-gaap/2019,20181231,4,USD,ProductOrService=OnboardAndOther;,,1795311000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000884887-21-000006,StockIssued1,us-gaap/2020,20201231,4,USD,,,121352000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0000815097-21-000027,AccruedLiabilitiesCurrent,us-gaap/2020,20191130,0,USD,RetirementPlanSponsorLocation=PensionPlansExcludingUnitedKingdom;RetirementPlanType=PensionPlansDefinedBenefit;,,25000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001628280-21-002433,CapitalizedContractCostAmortization,us-gaap/2020,20201231,4,USD,ProductOrService=FeeService;,,132000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001324424-21-000015,CommonStockSharesIssued,us-gaap/2020,20191231,0,shares,EquityComponents=CommonStock;,,256692000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,IncreaseDecreaseInContractWithCustomerLiability,us-gaap/2020,20181231,4,USD,ProductOrService=GuestLoyaltyProgram;,,207000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001585689-21-000016,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap/2020,20201231,4,USD,,,20000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,PaymentsOfDebtExtinguishmentCosts,us-gaap/2019,20181231,4,USD,,,5154000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000884887-21-000006,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20201231,4,USD,Geographical=Europe;ProductOrService=CruiseItinerary;,,18604000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001324424-21-000015,NetIncomeLossAttributableToRedeemableNoncontrollingInterest,us-gaap/2020,20181231,4,USD,,,1000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2020,20181231,0,USD,EquityComponents=AccumulatedTranslationAdjustment;,,-545000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000815097-21-000027,OtherNoncashIncomeExpense,us-gaap/2020,20191130,4,USD,,,-43000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0000815097-21-000027,StockholdersEquity,us-gaap/2020,20201130,0,USD,,,20555000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001628280-21-002433,NotesAndLoansReceivableNetNoncurrent,us-gaap/2020,20191231,0,USD,FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,112000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001585689-21-000016,OtherFiniteLivedIntangibleAssetsNet,0001585689-21-000016,20201231,0,USD,FiniteLivedIntangibleAssetsByMajorClass=SoftwareAndSoftwareDevelopmentCosts;,,144000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001585689-21-000016,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,us-gaap/2020,20201231,4,USD,,,38000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,ImpairmentOfIntangibleAssetsExcludingGoodwill,us-gaap/2020,20181231,4,USD,BusinessSegments=BusinessToBusiness;ConsolidationItems=OperatingSegments;,,0.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000815097-21-000027,CostsAndExpenses,us-gaap/2020,20191130,4,USD,BusinessSegments=NorthAmericaandAustralia;ProductOrService=Cruise;,,8370000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001324424-21-000015,AdjustmentsToAdditionalPaidInCapitalOther,us-gaap/2020,20181231,4,USD,EquityComponents=AdditionalPaidInCapital;,,-1000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001558370-21-001998,DirectOperatingCosts,us-gaap/2019,20181231,4,USD,,,3377076000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000884887-21-000006,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap/2020,20201231,4,USD,,,22332000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001324424-21-000015,CommonStockValue,us-gaap/2020,20201231,0,USD,ClassOfStock=CommonClassB;,,0.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001324424-21-000015,AllocatedShareBasedCompensationExpense,us-gaap/2020,20201231,4,USD,IncomeStatementLocation=TechnologyAndContentExpense;,,69000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000815097-21-000027,Assets,us-gaap/2020,20201130,0,USD,BusinessSegments=NorthAmericaandAustralia;,,25257000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0000884887-21-000006,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap/2020,20201231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,19984000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0000884887-21-000006,StockholdersEquity,us-gaap/2020,20191231,0,USD,,,12163846000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001324424-21-000015,RestructuringCharges,us-gaap/2020,20191231,4,USD,,,24000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000884887-21-000006,InterestPaidNet,us-gaap/2020,20201231,4,USD,,,418164000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001324424-21-000015,AccountsPayableMerchant,0001324424-21-000015,20201231,0,USD,DisposalGroupClassification=DisposalGroupHeldforsaleNotDiscontinuedOperations;,,8000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001324424-21-000015,ImpairmentOfIntangibleAssetsExcludingGoodwill,us-gaap/2020,20201231,4,USD,BusinessSegments=RetailSegment;ConsolidationItems=OperatingSegments;,,0.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,StockholdersEquity,us-gaap/2020,20201231,0,USD,EquityComponents=TreasuryStock;,,-4453000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,EarningsPerShareDiluted,us-gaap/2020,20201231,4,USD,,,-19.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000884887-21-000006,GainLossOnSaleOfPropertyPlantEquipment,us-gaap/2020,20191231,4,USD,,,0.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001628280-21-002433,StockholdersEquity,us-gaap/2020,20181231,0,USD,,,2225000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001075531-21-000019,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2020,20191231,4,USD,,,3687000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001558370-21-001998,NetCashProvidedByUsedInOperatingActivities,us-gaap/2019,20201231,4,USD,,,-2556243000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001324424-21-000015,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20201231,4,USD,ContractWithCustomerSalesChannel=SalesChannelThroughIntermediary;MajorCustomers=MerchantCustomers;,,3261000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001585689-21-000016,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20201231,4,USD,BusinessSegments=Incentivemanagementfeesinsegmentrevenues;,,38000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000815097-21-000027,OperatingLeaseRightOfUseAsset,us-gaap/2020,20201130,0,USD,,,1370000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0000884887-21-000006,NetIncomeLoss,us-gaap/2020,20190331,1,USD,,,249681000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001075531-21-000019,DepreciationDepletionAndAmortization,us-gaap/2020,20191231,4,USD,,,469000000.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0000884887-21-000006,GainsLossesOnExtinguishmentOfDebt,us-gaap/2020,20201231,4,USD,LongtermDebtType=LoansPayable;,,-6300000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001075531-21-000019,StockholdersEquity,us-gaap/2020,20181231,0,USD,EquityComponents=CommonStock;,,0.0000,,1075531,BOOKING HOLDINGS INC.,10-K,2020,FY
0001324424-21-000015,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20201231,4,USD,ProductOrService=AdvertisingandMediaCustomers;,,405000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001324424-21-000015,GoodwillImpairmentLoss,us-gaap/2020,20201231,4,USD,BusinessSegments=Trivago;FairValueByMeasurementFrequency=FairValueMeasurementsNonrecurring;,,240000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001628280-21-002433,IntangibleAssetsNetExcludingGoodwill,us-gaap/2020,20201231,0,USD,FairValueByAssetClass=TrademarksAndTradeNames;,,6059000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001628280-21-002433,CapitalizedContractCostAmortization,us-gaap/2020,20201231,4,USD,BusinessSegments=USAndCanadaSegment;ConsolidationItems=OperatingSegments;ProductOrService=FeeService;,,108000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001558370-21-001998,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,us-gaap/2019,20181231,4,USD,,,115983000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000884887-21-000006,BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,us-gaap/2020,20191231,4,USD,,,18400000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0000884887-21-000006,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2020,20201231,4,USD,,,3440736000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0000884887-21-000006,ProfitLoss,us-gaap/2020,20181231,4,USD,EquityMethodInvestmentNonconsolidatedInvestee=EquityMethodInvestmentNonconsolidatedInvesteeOrGroupOfInvestees;,,476192000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001628280-21-002433,Revenues,us-gaap/2020,20191231,1,USD,,,5371000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001585689-21-000016,AdditionalPaidInCapital,us-gaap/2020,20201231,0,USD,,,10552000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000884887-21-000006,PrepaidExpenseAndOtherAssetsCurrent,us-gaap/2020,20191231,0,USD,,,429211000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001324424-21-000015,InvestmentIncomeInterest,us-gaap/2020,20201231,4,USD,,,18000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000815097-21-000027,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2020,20201130,4,USD,BusinessSegments=EuropeandAsia;,,1790000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0000815097-21-000027,PaymentsOfDividends,us-gaap/2020,20201130,4,USD,,,689000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001324424-21-000015,MinorityInterestPeriodIncreaseDecrease,us-gaap/2020,20201231,4,USD,EquityComponents=NoncontrollingInterest;,,13000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001558370-21-001998,Liabilities,us-gaap/2019,20191231,0,USD,,,10169020000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0000815097-21-000027,CostsAndExpenses,us-gaap/2020,20181130,4,USD,BusinessSegments=Cruise;ProductOrService=Cruise;,,53000000.0000,,815097,CARNIVAL CORP,10-K,2020,FY
0001324424-21-000015,TreasuryStockValueAcquiredCostMethod,us-gaap/2020,20201231,4,USD,,,370000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001324424-21-000015,GoodwillImpairmentLoss,us-gaap/2020,20201231,4,USD,BusinessSegments=BusinessToBusiness;ConsolidationItems=OperatingSegments;,,0.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0000884887-21-000006,PaymentsForRepurchaseOfCommonStock,us-gaap/2020,20191231,4,USD,,,99582000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001558370-21-001998,OperatingIncomeLoss,us-gaap/2019,20201231,4,USD,,,-3484135000.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001324424-21-000015,GainLossOnInvestments,us-gaap/2020,20191231,4,USD,,,8000000.0000,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
0001628280-21-002433,StockholdersEquity,us-gaap/2020,20171231,0,USD,EquityComponents=AccumulatedTranslationAdjustment;,,-23000000.0000,,1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2020,FY
0001585689-21-000016,NetIncomeLoss,us-gaap/2020,20200930,1,USD,,,-79000000.0000,,1585689,HILTON WORLDWIDE HOLDINGS INC.,10-K,2020,FY
0000884887-21-000006,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,us-gaap/2020,20191231,4,USD,,,-151313000.0000,,884887,ROYAL CARIBBEAN CRUISES LTD,10-K,2020,FY
0001558370-21-001998,WeightedAverageNumberOfSharesOutstandingBasic,us-gaap/2019,20201231,4,shares,,,254728932.0000,,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,10-K,2020,FY
0001324424-21-000015,EarningsPerShareBasic,us-gaap/2020,20200930,1,USD,,,-1.5600,,1324424,"EXPEDIA GROUP, INC.",10-K,2020,FY
