market,country,start,complete,rows,team_partial_scope,count_below_half_max,negative_evidence_excluded,city_scrape,previous_scrape,team_historical_count_verified,team_current_hash_verified,source_url,sha256
mallorca,Spain,2026-03-26,2026-04-07,12478,,False,False,12478,0,False,False,https://data.insideairbnb.com/spain/islas-baleares/mallorca/2026-03-26/data/listings.csv.gz,c7483e2636a67eb4c3a9aa02ff44b9ef1c82161937c30e05a02acba4e84d68b5
mallorca,Spain,2026-06-23,2026-07-02,14817,,False,False,14034,783,False,True,https://data.insideairbnb.com/spain/islas-baleares/mallorca/2026-06-23/data/listings.csv.gz,3b4d231a3d3eed646b7a4096c499b992781b81a96e1f3aab2114eff33f2dd1c7
malta,Malta,2025-09-26,2025-09-27,12570,,False,False,0,0,False,False,https://data.insideairbnb.com/malta/2025-09-26/data/listings.csv.gz,74212a45750a1dcf2ab7248cc2e59cbf5b2ef4788bdd9ec76608fb66824c7e89
malta,Malta,2025-12-28,2026-01-05,11834,,False,False,0,0,False,False,https://data.insideairbnb.com/malta/2025-12-28/data/listings.csv.gz,483f47e31916990be955ff0ff791157eb58174ab8ed9de61d98ef2deb2a4778e
malta,Malta,2026-03-30,2026-04-02,11646,,False,False,0,0,False,False,https://data.insideairbnb.com/malta/2026-03-30/data/listings.csv.gz,97bb700acdde7e68b4fe35e9e896b136ad94d0c812416f9f55bcdb7e25908670
malta,Malta,2026-06-28,2026-06-30,13155,,False,False,0,283,False,False,https://data.insideairbnb.com/malta/2026-06-28/data/listings.csv.gz,03f980b13a8d673f321245ba078c514eb654e38798678073852bdd20138cb69e
melbourne,Australia,2025-09-12,2025-09-12,24491,,False,False,0,24491,False,False,https://data.insideairbnb.com/australia/vic/melbourne/2025-09-12/data/listings.csv.gz,e3fe31f94c2b991a5d6d9275f4e2e0faa7b61897371c282b3cc0e4dbbb2e0efb
melbourne,Australia,2025-12-12,2025-12-13,26203,,False,False,18796,7407,False,False,https://data.insideairbnb.com/australia/vic/melbourne/2025-12-12/data/listings.csv.gz,f8fb01445e9cd816019953dce0c2a45a3e19a1d4e8daadca1dc70bde06047a46
melbourne,Australia,2026-03-21,2026-03-21,16674,,False,False,16674,0,False,False,https://data.insideairbnb.com/australia/vic/melbourne/2026-03-21/data/listings.csv.gz,76926c5e20f7c7a0ff890d7c957362d8692fb2e5132d0cbb5ca7e2f1a8ecdf15
melbourne,Australia,2026-06-16,2026-07-01,25728,,False,False,18885,6843,False,False,https://data.insideairbnb.com/australia/vic/melbourne/2026-06-16/data/listings.csv.gz,d164767f59dbf3b92115e2bb21f09746c8dc0745d5c8f3c883231f5c34f114e4
menorca,Spain,2025-09-30,2025-09-30,3679,,False,False,3232,447,False,False,https://data.insideairbnb.com/spain/islas-baleares/menorca/2025-09-30/data/listings.csv.gz,d6e1de2cc040b9b30beb39672f99f795ee782bf825364bbdf4fd083e205c1b77
menorca,Spain,2025-12-31,2026-01-05,2748,,False,False,2748,0,False,False,https://data.insideairbnb.com/spain/islas-baleares/menorca/2025-12-31/data/listings.csv.gz,10ea1a424b6189b1defb223584c3685ac56d3f12bf83ae1077753c4a5d9d7be3
menorca,Spain,2026-03-31,2026-04-02,3048,,False,False,3048,0,False,False,https://data.insideairbnb.com/spain/islas-baleares/menorca/2026-03-31/data/listings.csv.gz,cbb231c784c222d6694b6ee1a9d7efad62281ce5ceca19c9c9822987d735a0bb
menorca,Spain,2026-06-30,2026-07-03,3620,,False,False,3459,161,False,True,https://data.insideairbnb.com/spain/islas-baleares/menorca/2026-06-30/data/listings.csv.gz,1c6f4ea4e3d4e2775e157d1c2e64e4b27bae2def83d1a699a642b26d1fc45dd3
mexico-city,Mexico,2025-09-27,2025-09-28,27051,False,False,False,23567,3484,True,False,https://data.insideairbnb.com/mexico/df/mexico-city/2025-09-27/data/listings.csv.gz,af74baa1264a4bb54ad674fc0becc45180afbc4a0ab6e56028ff62941565f78f
mexico-city,Mexico,2025-12-29,2026-01-05,23242,True,False,True,23242,0,True,False,https://data.insideairbnb.com/mexico/df/mexico-city/2025-12-29/data/listings.csv.gz,b85b50db405e17f82fdf78a2a15a794c9558962f14fc5602254983f47f9e8935
mexico-city,Mexico,2026-03-30,2026-04-03,22770,True,False,True,22770,0,True,False,https://data.insideairbnb.com/mexico/df/mexico-city/2026-03-30/data/listings.csv.gz,7fbee068b020fb2597952fd1a0a06a884ec06b8846979b15a1deacffcd46d1be
mexico-city,Mexico,2026-06-15,2026-07-06,31430,False,False,False,29519,1911,True,True,https://data.insideairbnb.com/mexico/df/mexico-city/2026-06-15/data/listings.csv.gz,bbe24eee4a96cb41a157e8b3eed9420225ec9fb94137233d9c2f4ce6d64eebfe
mid-north-coast,Australia,2025-09-14,2025-09-14,5113,,False,False,4617,496,False,False,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2025-09-14/data/listings.csv.gz,a20c6bda171a10a4e5729059e97f872a31683f5de695f9fae55510227aaa9b5d
mid-north-coast,Australia,2025-12-13,2025-12-13,5313,,False,False,4864,449,False,False,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2025-12-13/data/listings.csv.gz,9d0b92fff4e01ae8694ea7d315aa008ecb75a3a25d556718260a12556efbc91c
mid-north-coast,Australia,2026-03-21,2026-03-21,4502,,False,False,4502,0,False,False,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-03-21/data/listings.csv.gz,84a5c58af0367d86d4048f175a66838aebf01438b9ef273634e50d0f2a802abf
mid-north-coast,Australia,2026-06-19,2026-06-29,5328,,False,False,4693,635,False,False,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-06-19/data/listings.csv.gz,cb6d5f878bace75a23514bf38fdaa22716cebadd5f64b4cc41e4524c51cf612e
milan,Italy,2025-09-22,2025-09-24,22933,,False,False,20568,2365,False,False,https://data.insideairbnb.com/italy/lombardy/milan/2025-09-22/data/listings.csv.gz,f21bbddc473946b759d8ae5db2bb3c795bd722272cc7f85932f4e3787c047af5
milan,Italy,2025-12-26,2026-01-05,24107,,False,False,21934,2173,False,False,https://data.insideairbnb.com/italy/lombardy/milan/2025-12-26/data/listings.csv.gz,be487bd4c5b3d9d5f232a19b3e1f11e102dd1f819f3294371f2d7b915cb13cef
milan,Italy,2026-03-27,2026-03-27,18835,,False,False,18835,0,False,False,https://data.insideairbnb.com/italy/lombardy/milan/2026-03-27/data/listings.csv.gz,44ee4fc06ac46bdcbf147a6fbfa3619354d0d4aa70b5301e5815fa9fe5fa338a
milan,Italy,2026-06-25,2026-07-03,25750,,False,False,22803,2947,False,True,https://data.insideairbnb.com/italy/lombardy/milan/2026-06-25/data/listings.csv.gz,85eedfb44856307715435dde86cb1f926685f1fb8f981db077e04b32e0448376
montreal,Canada,2025-09-18,2025-09-18,9550,,False,False,8483,1067,False,False,https://data.insideairbnb.com/canada/qc/montreal/2025-09-18/data/listings.csv.gz,e0b38e0df9bdc402bc475525cd7ad7fb75bad85a72d7541dc4461f04c5c49af4
montreal,Canada,2025-12-22,2026-01-05,10041,,False,False,8882,1159,False,False,https://data.insideairbnb.com/canada/qc/montreal/2025-12-22/data/listings.csv.gz,42a3428d849e27bcc0f17c5360c01d626adbf272ccc9fcb70e968a5ae5732078
montreal,Canada,2026-03-16,2026-03-17,10206,,False,False,8702,1504,False,False,https://data.insideairbnb.com/canada/qc/montreal/2026-03-16/data/listings.csv.gz,5744e407568483e41e035be46f376d3549333a351cb4e8643286b1276e66fd7c
montreal,Canada,2026-06-15,2026-06-23,10656,,False,False,8879,1777,False,False,https://data.insideairbnb.com/canada/qc/montreal/2026-06-15/data/listings.csv.gz,413f42dc60a8d778093bef340f161801d4d936c392e9aff9917946fc8260ad49
mornington-peninsula,Australia,2025-09-18,2025-09-18,4529,,False,False,4040,489,False,False,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2025-09-18/data/listings.csv.gz,20db484cad38027856300ed7cec59824d8044667b3a7c81c6e9b954b99f12929
mornington-peninsula,Australia,2025-12-22,2026-01-05,4629,,False,False,4065,564,False,False,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2025-12-22/data/listings.csv.gz,1081df2bb3594e849c01da40367e608fbbb10f67ad2021b43976dad54d8d3a31
mornington-peninsula,Australia,2026-03-25,2026-03-25,3809,,False,False,3809,0,False,False,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2026-03-25/data/listings.csv.gz,e03cf0617631f8a51a7832eded3d0730d52156e11950367c403f21b353dac5ca
mornington-peninsula,Australia,2026-06-22,2026-07-02,4458,,False,False,3990,468,False,False,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2026-06-22/data/listings.csv.gz,646bb8c39dcb1d9b33998a3d6ff75bc1a62f03ca32d36c30610529ac09f2fa4c
munich,Germany,2025-09-27,2025-09-27,8274,,False,False,5620,2654,False,False,https://data.insideairbnb.com/germany/bv/munich/2025-09-27/data/listings.csv.gz,1db51ebee946cb02118e94039cf204898126a56c050dab6bbd3309e24bb24460
munich,Germany,2025-12-29,2026-01-05,4757,,False,False,4757,0,False,False,https://data.insideairbnb.com/germany/bv/munich/2025-12-29/data/listings.csv.gz,af20e7505288516e3fc2aa70e722c2e28803ffdc76ccd1c792c58e99aa4480e1
munich,Germany,2026-03-30,2026-04-02,3569,,True,True,3569,0,False,False,https://data.insideairbnb.com/germany/bv/munich/2026-03-30/data/listings.csv.gz,6d376170bb1e02f149a05c2c6c1dba9f417016f24ca076a2b5c4faa083024872
munich,Germany,2026-06-29,2026-07-02,6865,,False,False,4257,2608,False,False,https://data.insideairbnb.com/germany/bv/munich/2026-06-29/data/listings.csv.gz,d93f1a896ab285d1b4534329e49084f5bb62d22b02aa9a4df9ef4b583d942488
naples,Italy,2025-09-22,2025-09-24,10972,,False,False,9831,1141,False,False,https://data.insideairbnb.com/italy/campania/naples/2025-09-22/data/listings.csv.gz,a05f961832e1188a6ab5d807a0ad89f60cde4ede171b68dfa21b226acafa1114
naples,Italy,2025-12-26,2026-01-05,11273,,False,False,9994,1279,False,False,https://data.insideairbnb.com/italy/campania/naples/2025-12-26/data/listings.csv.gz,66be8918509ce17ba0c9a685f0d2b677f9bf39c77a8ca43206e774d2e480c9c7
naples,Italy,2026-03-27,2026-03-27,8610,,False,False,8610,0,False,False,https://data.insideairbnb.com/italy/campania/naples/2026-03-27/data/listings.csv.gz,5972749b79335864aa25bee493b673418cc3ce52810f5f5249b351458bcb8276
naples,Italy,2026-06-25,2026-07-03,11575,,False,False,10405,1170,False,False,https://data.insideairbnb.com/italy/campania/naples/2026-06-25/data/listings.csv.gz,24d16a5bbae6fd92d3a22f0a844092b0f9a0bdea9586ca6913c6b293347b32da
nashville,United States,2025-09-23,2025-09-24,9443,False,False,False,6643,2800,True,False,https://data.insideairbnb.com/united-states/tn/nashville/2025-09-23/data/listings.csv.gz,ee4b83816a465be3df5b645ca510c38aba3ad9bab17e275c3377488a54c07e32
nashville,United States,2025-12-27,2026-01-05,6594,True,False,True,6594,0,True,False,https://data.insideairbnb.com/united-states/tn/nashville/2025-12-27/data/listings.csv.gz,c87fb838e3055c70d52f9efbcd150950045862e1ba4fe402225c375912e7a3ba
nashville,United States,2026-03-28,2026-03-28,6030,True,False,True,6030,0,True,False,https://data.insideairbnb.com/united-states/tn/nashville/2026-03-28/data/listings.csv.gz,4189ce486735d65c5b7db2d96532438baf923bb8324e39774972d0c72cc5424a
nashville,United States,2026-06-26,2026-07-03,10242,False,False,False,9497,745,True,True,https://data.insideairbnb.com/united-states/tn/nashville/2026-06-26/data/listings.csv.gz,3371fda770bae5e262218535c2db2393bf2b757e488cc6b0b4de07d797a169e4
new-brunswick,Canada,2025-09-29,2025-09-29,4207,,False,False,3615,592,False,False,https://data.insideairbnb.com/canada/nb/new-brunswick/2025-09-29/data/listings.csv.gz,0e8b87e3f8798741429afa87b46423be63ff7d366781c9b7531087a390c70930
new-brunswick,Canada,2025-12-29,2026-01-05,3566,,False,False,3566,0,False,False,https://data.insideairbnb.com/canada/nb/new-brunswick/2025-12-29/data/listings.csv.gz,c60504b6e83daaa442801f4f972350d169433bef8a854a6d3536c6427a5d0673
new-brunswick,Canada,2026-03-30,2026-04-02,3678,,False,False,3678,0,False,False,https://data.insideairbnb.com/canada/nb/new-brunswick/2026-03-30/data/listings.csv.gz,ed32a0f068e27738d63ba0279898473cc071d7cdedba79339b690ae5d08968f0
new-brunswick,Canada,2026-06-30,2026-07-03,4620,,False,False,4112,508,False,False,https://data.insideairbnb.com/canada/nb/new-brunswick/2026-06-30/data/listings.csv.gz,91b9bdf5ded68d7e8c6ac8b7794e2caf582c962e3a9fa32c6f9a529415b53880
new-orleans,United States,2025-09-11,2025-09-11,7444,False,False,False,6254,1190,True,False,https://data.insideairbnb.com/united-states/la/new-orleans/2025-09-11/data/listings.csv.gz,c3fb728312a94f5de58127cc1490d1018a805d547e7d6239a74b363f1e25cf4f
new-orleans,United States,2025-12-12,2025-12-12,7278,False,False,False,6181,1097,True,False,https://data.insideairbnb.com/united-states/la/new-orleans/2025-12-12/data/listings.csv.gz,8f0e61479b87db7544c83fb89fb49b5a63e3700b0c7967f4c0b658f369e8e069
new-orleans,United States,2026-03-19,2026-03-19,6218,False,False,False,3583,2635,True,False,https://data.insideairbnb.com/united-states/la/new-orleans/2026-03-19/data/listings.csv.gz,d2f5201b7396f2284e1ade18d427e24e8e71025d1f8b9a67ab821fd8795764ef
new-orleans,United States,2026-06-16,2026-06-25,7189,False,False,False,6333,856,True,True,https://data.insideairbnb.com/united-states/la/new-orleans/2026-06-16/data/listings.csv.gz,b608bedbebd1ba444c4296570de19e7e7cf50fbc90130d57e279177af5422b56
new-york-city,United States,2025-09-01,2025-09-03,36178,,False,False,21356,14822,False,False,https://data.insideairbnb.com/united-states/ny/new-york-city/2025-09-01/data/listings.csv.gz,6e776ec9ab81e15e4acbb3bf52d4191b31bc43bab8dd4e2f426f072597d75db6
new-york-city,United States,2025-12-04,2025-12-11,36261,False,False,False,21463,14798,True,False,https://data.insideairbnb.com/united-states/ny/new-york-city/2025-12-04/data/listings.csv.gz,bc9d89511d5b67ea5ba3caf5c4580af7857712679dbe72130e635c738610f835
new-york-city,United States,2026-03-16,2026-03-17,35979,False,False,False,20935,15044,True,False,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-03-16/data/listings.csv.gz,13b4f036bff80bcf6df26d732b3f96059827022110e09bdb6696ac3c6581baad
new-york-city,United States,2026-06-14,2026-06-23,30259,False,False,False,21461,8798,True,False,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-06-14/data/listings.csv.gz,10eb56b21ec71a838b30ef47b836f3d375269baeed5ff9e5c35ff3c6a98d3ca7
new-zealand,New Zealand,2025-09-06,2025-09-23,47097,,False,False,0,2189,False,False,https://data.insideairbnb.com/new-zealand/2025-09-06/data/listings.csv.gz,d3570f86864ac12dea0db77b17e0d0074e4926b25952b32265dfbf2c08e15465
new-zealand,New Zealand,2025-12-11,2025-12-28,49899,,False,False,0,3004,False,False,https://data.insideairbnb.com/new-zealand/2025-12-11/data/listings.csv.gz,ff69b66e4fd19719c513bf17b6b1772220c37e171071e1c162d1e8cf28f00b46
new-zealand,New Zealand,2026-03-17,2026-03-23,49076,,False,False,0,2935,False,False,https://data.insideairbnb.com/new-zealand/2026-03-17/data/listings.csv.gz,7980609efb50cfbf8fb236c43b08c8f8a26c360a3deb197ba40e4fad2b855eab
new-zealand,New Zealand,2026-06-19,2026-06-23,50926,,False,False,0,4799,False,False,https://data.insideairbnb.com/new-zealand/2026-06-19/data/listings.csv.gz,4c5e67e3992ae0eaa161c4a3a6a212f177b765cec4136d6120efb7bdfda2b382
newark,United States,2025-09-30,2025-09-30,1872,,False,False,1720,152,False,False,https://data.insideairbnb.com/united-states/nj/newark/2025-09-30/data/listings.csv.gz,e5634a55b9bfdf6d93fec1996a3900081c03902462ec521bbd24b7692350b762
newark,United States,2025-12-31,2025-12-31,1712,,False,False,1712,0,False,False,https://data.insideairbnb.com/united-states/nj/newark/2025-12-31/data/listings.csv.gz,b5b8f9e487a5eac2adfafa874bc87d32d9933a0458e4a40566957fbf8645cf63
newark,United States,2026-03-31,2026-04-02,1447,,False,False,1447,0,False,False,https://data.insideairbnb.com/united-states/nj/newark/2026-03-31/data/listings.csv.gz,e9b172b475d3ce34615c100e001df2ddfea4af1b40a9dfc97e38b0d2f29ae82f
newark,United States,2026-06-30,2026-07-03,2019,,False,False,1932,87,False,True,https://data.insideairbnb.com/united-states/nj/newark/2026-06-30/data/listings.csv.gz,4e6a5cd7fd5154e703089fd70bc6348613edeead06e49756a5ed231b71ff1429
northern-rivers,Australia,2025-09-22,2025-09-24,6129,,False,False,5407,722,False,False,https://data.insideairbnb.com/australia/nsw/northern-rivers/2025-09-22/data/listings.csv.gz,319a8844469c2f62e6115159b23b754cd8f98566d4bf1351ac1b9dd443965b9e
northern-rivers,Australia,2025-12-25,2026-01-05,6405,,False,False,5779,626,False,False,https://data.insideairbnb.com/australia/nsw/northern-rivers/2025-12-25/data/listings.csv.gz,3f62d948d33845ec712bd857f0b930d70f7fbbf5cf27056c74268a9b63c420d1
northern-rivers,Australia,2026-03-27,2026-03-28,4930,,False,False,4930,0,False,False,https://data.insideairbnb.com/australia/nsw/northern-rivers/2026-03-27/data/listings.csv.gz,2a8b812763137246e7c5f04ff85996f039ff0e8cd595fb6d70730f443899db13
northern-rivers,Australia,2026-06-24,2026-07-03,6367,,False,False,5266,1101,False,False,https://data.insideairbnb.com/australia/nsw/northern-rivers/2026-06-24/data/listings.csv.gz,f562c75f6ee708cc316c8cfd2835af3524ffd4fabefa7a75958446988e55d021
oakland,United States,2025-09-25,2025-09-25,2250,,False,False,1937,313,False,False,https://data.insideairbnb.com/united-states/ca/oakland/2025-09-25/data/listings.csv.gz,fd379cc8381bae92f11916dea30e3f46bb11eabee424feec87136e9e196a17c2
oakland,United States,2025-12-28,2026-01-05,2267,,False,False,1897,370,False,False,https://data.insideairbnb.com/united-states/ca/oakland/2025-12-28/data/listings.csv.gz,82c94d2e98a4d8be8e1f85c5455331e31ddfbefda0421645a221d87e90b32a3c
oakland,United States,2026-03-29,2026-03-29,1325,,False,False,1325,0,False,False,https://data.insideairbnb.com/united-states/ca/oakland/2026-03-29/data/listings.csv.gz,793b9b853f6cce402fdf98192f5c2accee313854ba6c32f2ac32132e7073d890
oakland,United States,2026-06-27,2026-07-02,2151,,False,False,1805,346,False,True,https://data.insideairbnb.com/united-states/ca/oakland/2026-06-27/data/listings.csv.gz,7c04a86c6d661c41322138bd699d36fbcf6ed3b563f9050b99be9251f049329a
oslo,Norway,2025-09-29,2025-09-29,12160,,False,False,8703,3457,False,False,https://data.insideairbnb.com/norway/oslo/oslo/2025-09-29/data/listings.csv.gz,344ce1ed71ef478d6e997821fc2d92a5f211d3d564f3bb2af828e3ebd96fbe4b
oslo,Norway,2025-12-30,2025-12-31,8443,,False,False,8443,0,False,False,https://data.insideairbnb.com/norway/oslo/oslo/2025-12-30/data/listings.csv.gz,c0b69f8fd9e05af450cf73edbf39fdcb8dbaa979d890179da527d9f1722ad245
oslo,Norway,2026-03-31,2026-04-02,7901,,False,False,7901,0,False,False,https://data.insideairbnb.com/norway/oslo/oslo/2026-03-31/data/listings.csv.gz,c0dc7a2556c04760c635b06a5d15faa5e3c5957e89b171738f09632270555f35
oslo,Norway,2026-06-30,2026-07-03,13391,,False,False,9668,3723,False,True,https://data.insideairbnb.com/norway/oslo/oslo/2026-06-30/data/listings.csv.gz,2a3c604bb3113e04e65ff4573cfe7ee23b0015a0d04bc824b761c2a1b85add2c
ottawa,Canada,2025-09-22,2025-09-23,2730,,False,False,2439,291,False,False,https://data.insideairbnb.com/canada/on/ottawa/2025-09-22/data/listings.csv.gz,625dcf2320e6686590b064928385075f1c7b86812c1cdf81b4b5cfc9ae8b8a7b
ottawa,Canada,2025-12-25,2026-01-05,2721,,False,False,2363,358,False,False,https://data.insideairbnb.com/canada/on/ottawa/2025-12-25/data/listings.csv.gz,a697c2d9525da1246025da27ef764f5dd0a7336c967f50f2f15a5a1732baae51
ottawa,Canada,2026-03-27,2026-03-30,914,,True,True,914,0,False,False,https://data.insideairbnb.com/canada/on/ottawa/2026-03-27/data/listings.csv.gz,5322739dfc78600d6dddc5e5dd0826b29da90ad8226c9eda88af0bc87d6c22e2
ottawa,Canada,2026-06-24,2026-07-02,2727,,False,False,2402,325,False,False,https://data.insideairbnb.com/canada/on/ottawa/2026-06-24/data/listings.csv.gz,2ebfc7649c3d4110c6b9e5b394788b0271a4f87afd49a066654847c072fd3b6d
pacific-grove,United States,2025-09-30,2025-09-30,293,,False,False,264,29,False,False,https://data.insideairbnb.com/united-states/ca/pacific-grove/2025-09-30/data/listings.csv.gz,95b3e772c005aed0b6cddf13b0287adb9f13b82c3778e807e81c4e051bd0d5ce
pacific-grove,United States,2025-12-31,2026-01-05,254,,False,False,254,0,False,False,https://data.insideairbnb.com/united-states/ca/pacific-grove/2025-12-31/data/listings.csv.gz,f8f4e8aae16a74ef3b5c133ddc209aeffdfd79e1525a8900412dfaad84c95c35
pacific-grove,United States,2026-03-31,2026-03-31,130,,True,True,130,0,False,False,https://data.insideairbnb.com/united-states/ca/pacific-grove/2026-03-31/data/listings.csv.gz,6caf1c79a7ad155caebfd001430f26e076419ba30552512dfb7363d40e2c6f3a
pacific-grove,United States,2026-06-14,2026-07-06,269,,False,False,242,27,False,True,https://data.insideairbnb.com/united-states/ca/pacific-grove/2026-06-14/data/listings.csv.gz,6411a3a986ed0e7e4e057f6ffccfe3a899455fc68cb8178cb23fc97cfb7d7076
paris,France,2025-09-12,2025-09-15,81853,False,False,False,0,81853,True,False,https://data.insideairbnb.com/france/ile-de-france/paris/2025-09-12/data/listings.csv.gz,b98d554eb4d06bf2d598c14b74bd2d5cd92efb5e721eadd85a5640ac1a78d533
paris,France,2025-12-13,2026-01-05,82045,False,False,False,51108,30937,True,False,https://data.insideairbnb.com/france/ile-de-france/paris/2025-12-13/data/listings.csv.gz,68dc18495ecb3418a237b01d33eb040adcff567d81615c998e005df1288de887
paris,France,2026-03-21,2026-04-02,38075,True,True,True,38075,0,True,False,https://data.insideairbnb.com/france/ile-de-france/paris/2026-03-21/data/listings.csv.gz,330b06ac7ee9f7d490ec31d972b349bc504470139fe4d958af4369ff72e3a9a9
paris,France,2026-06-16,2026-06-29,77679,False,False,False,48140,29539,True,False,https://data.insideairbnb.com/france/ile-de-france/paris/2026-06-16/data/listings.csv.gz,4482b7f73788a3623c3b9da34f6046a0b6b0ef5cc1be93bc9e38afe29cd75a90
pays-basque,France,2025-09-21,2025-09-22,11845,,False,False,9495,2350,False,False,https://data.insideairbnb.com/france/pyr%C3%A9n%C3%A9es-atlantiques/pays-basque/2025-09-21/data/listings.csv.gz,0c42fa632bcb7c380d4037909c54a64c270baacc4ae27005c594276eff269849
pays-basque,France,2025-12-25,2026-01-05,11311,,False,False,8937,2374,False,False,https://data.insideairbnb.com/france/pyr%C3%A9n%C3%A9es-atlantiques/pays-basque/2025-12-25/data/listings.csv.gz,965cd60930a6b5bcb514ac6af80d115b49851aa57d7dbb14133ccce0855db815
pays-basque,France,2026-03-26,2026-04-07,11519,,False,False,9040,2479,False,False,https://data.insideairbnb.com/france/pyr%C3%A9n%C3%A9es-atlantiques/pays-basque/2026-03-26/data/listings.csv.gz,fe180c41d65fb09515d2a93c1bbff93c997623313be1c62989d16354a33cd583
pays-basque,France,2026-06-23,2026-07-03,12081,,False,False,10088,1993,False,False,https://data.insideairbnb.com/france/pyr%C3%A9n%C3%A9es-atlantiques/pays-basque/2026-06-23/data/listings.csv.gz,75d0ca618d393cf01e2b0921defbce4e4aa749f7f23de708cac16b8acf1ba6c9
portland,United States,2025-09-06,2025-09-07,4425,,False,False,3826,599,False,False,https://data.insideairbnb.com/united-states/or/portland/2025-09-06/data/listings.csv.gz,68fffcabfcfb38977acc0e5501bdb4ec7b8aefb2ac8e844ca0f5863beb00d84a
portland,United States,2025-12-04,2025-12-10,4455,,False,False,3897,558,False,False,https://data.insideairbnb.com/united-states/or/portland/2025-12-04/data/listings.csv.gz,58dff23c4d7404eb9f6d529054f657d98f809434b07dfe963aa0f1419780f027
portland,United States,2026-03-16,2026-03-16,4393,,False,False,3676,717,False,False,https://data.insideairbnb.com/united-states/or/portland/2026-03-16/data/listings.csv.gz,47e2824c71e1490ec792f313f4695f1a709635dd8e511762bc9afd44443bf160
portland,United States,2026-06-15,2026-06-22,4199,,False,False,3572,627,False,True,https://data.insideairbnb.com/united-states/or/portland/2026-06-15/data/listings.csv.gz,af13bc2f6b14f83c64d69b1ddf78933a68827a34749d527f80ba208a8dddc6c2
porto,Portugal,2025-09-21,2025-09-22,14806,,False,False,13210,1596,False,False,https://data.insideairbnb.com/portugal/norte/porto/2025-09-21/data/listings.csv.gz,4fae01c9eb766566e567af2c35cb84e0daf02a7c2ff5e4fa67e2edfdc4378a80
porto,Portugal,2025-12-25,2026-01-05,14999,,False,False,13182,1817,False,False,https://data.insideairbnb.com/portugal/norte/porto/2025-12-25/data/listings.csv.gz,19e3963d466b2648cd148bab8560be010ed2cea3d393ba7b4e34784dd36180a8
porto,Portugal,2026-03-26,2026-03-31,15246,,False,False,12975,2271,False,False,https://data.insideairbnb.com/portugal/norte/porto/2026-03-26/data/listings.csv.gz,e9844b06e244163aa45016789c36f36e59662e86a2d88265ae0c4db965d8f466
porto,Portugal,2026-06-23,2026-07-02,15278,,False,False,14335,943,False,True,https://data.insideairbnb.com/portugal/norte/porto/2026-06-23/data/listings.csv.gz,5fd763ac5529afebe3a530bcc9108f317c4d36d7d5d56579e8b7c157faab8fa2
prague,Czech Republic,2025-09-23,2025-09-24,10834,,False,False,9574,1260,False,False,https://data.insideairbnb.com/czech-republic/prague/prague/2025-09-23/data/listings.csv.gz,63417f857c8a51a40ecb4f68302611e8ab6d76deb0103001f51c4e8081c92297
prague,Czech Republic,2025-12-27,2026-01-05,11347,,False,False,9919,1428,False,False,https://data.insideairbnb.com/czech-republic/prague/prague/2025-12-27/data/listings.csv.gz,024ead4936cd8199a6874ce7c39158608eee79362c6364c212c27ad680e2a1bd
prague,Czech Republic,2026-03-29,2026-03-29,9078,,False,False,9078,0,False,False,https://data.insideairbnb.com/czech-republic/prague/prague/2026-03-29/data/listings.csv.gz,f3f4c4018d824c3800b4914f17b5bc4c6f700e25fd284234e5be40b439592f07
prague,Czech Republic,2026-06-27,2026-07-03,11615,,False,False,10502,1113,False,False,https://data.insideairbnb.com/czech-republic/prague/prague/2026-06-27/data/listings.csv.gz,af3a792f857a0e9fd86c1ef7b713951a03a2b4db826c2fb3d65f7c6c726778b5
puglia,Italy,2025-09-29,2025-10-01,48553,,False,False,42940,5613,False,False,https://data.insideairbnb.com/italy/puglia/puglia/2025-09-29/data/listings.csv.gz,3474c01c5cf929a594a13a409e522ac02d8849ea6d9b596cf8a8b52326ddf552
puglia,Italy,2025-12-31,2026-01-05,40664,,False,False,40664,0,False,False,https://data.insideairbnb.com/italy/puglia/puglia/2025-12-31/data/listings.csv.gz,06f60f18a0f527135cf056bc6a61dbc7ad06289dd000e19bc82030313e7888e6
puglia,Italy,2026-03-31,2026-04-03,37151,,False,False,37151,0,False,False,https://data.insideairbnb.com/italy/puglia/puglia/2026-03-31/data/listings.csv.gz,454a76c765ff2c1b8f125b7ddfd0313259942cec4db43328d63c1c63c4978845
puglia,Italy,2026-06-30,2026-07-04,48683,,False,False,44698,3985,False,True,https://data.insideairbnb.com/italy/puglia/puglia/2026-06-30/data/listings.csv.gz,0010f21af65388054d77a168d815e5d0601dcedaa460440ef6730de53f944668
