series,region,month,value,unit,knowable_from,source_url,vintage_basis
ntto,na,2021-01,1045178.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
eurostat_ES,emea,2021-07,15942863.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2021-08,21064398.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2021-09,18454349.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2021-10,18964123.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2021-11,12336635.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2021-12,10119039.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-01,9379822.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-02,11227083.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-03,14596049.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-04,19584786.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-05,25458937.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-06,29642070.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-07,36914518.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-08,39152886.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-09,31205075.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-10,26080829.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-11,14703802.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2022-12,13495049.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-01,14091000.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-02,14655043.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-03,17182049.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-04,22717329.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-05,29001369.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-06,31034022.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-07,38075572.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-08,40386486.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-09,33920963.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-10,29323308.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-11,16569296.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2023-12,14970765.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-01,15418285.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-02,16566073.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-03,20357714.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-04,23846654.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-05,32208392.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-06,33170539.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-07,39778434.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-08,42118813.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-09,35281812.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-10,31165410.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-11,17040340.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2024-12,15243500.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-01,16013832.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-02,16773445.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-03,19682204.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-04,24742721.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-05,31693677.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-06,34837287.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-07,41096711.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-08,42701346.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-09,35841423.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-10,31777187.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-11,17650520.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2025-12,16117832.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2026-01,16525856.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2026-02,17116434.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2026-03,20444105.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2026-04,24936076.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2026-05,32857954.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2026-06,33929419.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-01,728415.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-02,757020.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-03,857139.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-04,890229.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-05,1088893.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-06,3300239.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-07,13172254.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-08,15120122.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-09,8549164.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-10,4832627.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-11,3339565.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2021-12,3887443.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-01,3369225.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-02,3751613.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-03,5194200.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-04,8747864.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-05,9255542.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-06,13977623.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-07,23832810.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-08,24331349.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-09,13097733.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-10,7372217.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-11,4594744.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2022-12,6344069.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2023-01,6001509.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2023-02,5350479.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2023-03,6507294.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2023-04,9858693.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2023-05,11427894.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2023-06,15175254.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2023-07,24284692.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_FR,emea,2023-08,25042080.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=FR&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
