name,period,value
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2022-08,75557.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2022-09,65984.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2022-10,48825.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2022-11,30629.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2022-12,32860.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-01,48082.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-02,57775.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-03,50985.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-04,66199.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-05,89700.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-06,94617.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-07,96048.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-08,92695.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-09,84024.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-10,77973.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-11,62747.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2023-12,57537.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-01,89919.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-02,87766.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-03,70776.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-04,78142.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-05,99802.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-06,106868.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-07,107875.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-08,106560.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-09,98786.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-10,87450.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-11,65494.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2024-12,59731.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-01,67372.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-02,108159.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-03,105223.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-04,77645.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-05,109457.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-06,101410.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-07,115635.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-08,122743.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-09,112961.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-10,93931.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-11,74608.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2025-12,78730.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2026-01,100892.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2026-02,109567.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2026-03,98207.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2026-04,97278.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2026-05,113684.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2026-06,141218.0
National. Holiday apartments. Overnight stays. Poland. Base Datum.,2026-07,164194.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2009-12,1025.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-01,631.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-02,775.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-03,1046.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-04,1288.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-05,1470.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-06,2776.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-07,5054.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-08,2226.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-09,2849.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-10,4900.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-11,997.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2010-12,812.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-01,671.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-02,986.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-03,1264.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-04,2309.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-05,1221.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-06,2762.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-07,2505.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-08,3464.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-09,4115.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-10,1910.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-11,1697.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2011-12,874.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-01,945.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-02,1316.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-03,1590.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-04,1067.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-05,1234.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-06,3216.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-07,2574.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-08,2504.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-09,3523.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-10,1804.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-11,923.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2012-12,777.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-01,672.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-02,847.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-03,798.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-04,974.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-05,1177.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-06,2960.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-07,2320.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-08,2874.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-09,4963.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-10,1407.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-11,1113.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2013-12,1051.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-01,607.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-02,1171.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-03,878.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-04,1152.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-05,1511.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-06,2271.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-07,4306.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-08,2306.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-09,2480.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-10,1891.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-11,977.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2014-12,1013.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-01,689.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-02,667.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-03,1008.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-04,1900.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-05,2104.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-06,2165.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-07,2809.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-08,2076.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-09,3527.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-10,2285.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-11,1138.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2015-12,1178.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-01,1018.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-02,1002.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-03,1275.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-04,1617.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-05,1643.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-06,2948.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-07,3568.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-08,2391.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-09,3515.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-10,2036.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-11,1538.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2016-12,1976.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-01,1172.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-02,1224.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-03,1418.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-04,1702.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-05,2596.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-06,3960.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-07,4058.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-08,2915.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-09,3991.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-10,2667.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-11,1673.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2017-12,1232.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-01,1068.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-02,1530.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-03,1708.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-04,2071.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-05,2104.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-06,4872.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-07,4727.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-08,3042.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-09,4997.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-10,4795.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-11,1884.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2018-12,1906.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-01,1272.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-02,1803.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-03,1918.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-04,2099.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-05,3795.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-06,4150.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-07,3948.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-08,3218.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-09,4855.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-10,4568.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-11,1867.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2019-12,1967.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-01,1062.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-02,1491.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-03,836.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-04,0.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-05,
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-06,
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-07,901.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-08,1200.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-09,609.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-10,717.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-11,824.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2020-12,731.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-01,660.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-02,1123.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-03,1327.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-04,1191.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-05,1711.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-06,2575.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-07,3827.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-08,3766.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-09,4434.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-10,7313.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-11,4296.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2021-12,2551.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-01,2629.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-02,3635.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-03,5602.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-04,8505.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-05,7515.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-06,4737.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-07,8565.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-08,5818.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-09,8187.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-10,9287.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-11,4874.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2022-12,2019.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-01,3982.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-02,2488.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-03,3774.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-04,3686.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-05,4479.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-06,6155.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-07,7910.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-08,7129.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-09,6888.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-10,4931.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-11,3876.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2023-12,2734.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-01,3181.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-02,4071.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-03,4479.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-04,5798.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-05,5400.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-06,7251.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-07,8725.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-08,6160.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-09,7366.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-10,6514.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-11,3375.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2024-12,3489.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-01,2880.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-02,4015.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-03,4706.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-04,5638.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-05,5324.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-06,6471.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-07,5990.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-08,5548.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-09,6938.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-10,6514.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-11,4239.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2025-12,3123.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2026-01,3762.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2026-02,7203.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2026-03,7033.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2026-04,4973.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2026-05,6497.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2026-06,5901.0
National. Holiday apartments. Travellers. Czech Republic. Base Datum.,2026-07,7574.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2009-12,1747.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-01,1411.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-02,1637.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-03,1672.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-04,2382.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-05,2840.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-06,3450.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-07,4123.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-08,3548.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-09,5529.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-10,2735.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-11,1756.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2010-12,1331.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-01,1810.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-02,2117.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-03,2012.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-04,3143.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-05,3888.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-06,4822.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-07,4867.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-08,4749.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-09,7204.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-10,3674.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-11,2389.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2011-12,2282.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-01,2763.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-02,2362.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-03,2216.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-04,3561.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-05,4631.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-06,5232.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-07,5766.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-08,5221.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-09,7585.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-10,3766.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-11,2005.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2012-12,2149.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-01,2510.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-02,1944.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-03,2072.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-04,2821.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-05,6041.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-06,5385.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-07,6330.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-08,6315.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-09,6990.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-10,3613.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-11,2474.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2013-12,1745.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-01,1972.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-02,2442.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-03,2862.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-04,4265.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-05,5565.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-06,6246.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-07,6800.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-08,6716.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-09,6570.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-10,5704.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-11,3172.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2014-12,2807.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-01,3695.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-02,3657.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-03,3157.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-04,4693.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-05,6177.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-06,6445.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-07,7749.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-08,6167.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-09,7866.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-10,6246.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-11,4310.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2015-12,3523.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-01,4600.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-02,5143.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-03,4856.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-04,7027.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-05,8370.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-06,10512.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-07,10990.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-08,10855.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-09,10960.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-10,8354.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-11,6658.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2016-12,4968.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-01,5964.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-02,6927.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-03,8686.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-04,9309.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-05,12154.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-06,13370.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-07,13451.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-08,12395.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-09,13279.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-10,8578.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-11,6698.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2017-12,5717.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-01,6589.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-02,6568.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-03,6314.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-04,9201.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-05,11163.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-06,12086.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-07,13411.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-08,13414.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-09,14304.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-10,10433.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-11,5572.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2018-12,5161.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-01,6911.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-02,6053.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-03,5883.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-04,7856.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-05,10988.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-06,11871.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-07,11791.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-08,12923.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-09,11801.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-10,8798.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-11,5738.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2019-12,4936.0
National. Holiday apartments. Travellers. Poland. Base Datum.,2020-01,6247.0
