series,vector,period,value,days
liia_air_nonresident_visitors_total,1324882199,2024-03,575528.0,31
liia_air_nonresident_visitors_total,1324882199,2024-04,640016.0,30
liia_air_nonresident_visitors_total,1324882199,2024-05,906135.0,31
liia_air_nonresident_visitors_total,1324882199,2024-06,1257182.0,30
liia_air_nonresident_visitors_total,1324882199,2024-07,1400615.0,31
liia_air_nonresident_visitors_total,1324882199,2024-08,1194221.0,31
liia_air_nonresident_visitors_total,1324882199,2024-09,976852.0,30
liia_air_nonresident_visitors_total,1324882199,2024-10,753473.0,31
liia_air_nonresident_visitors_total,1324882199,2024-11,521844.0,30
liia_air_nonresident_visitors_total,1324882199,2024-12,761336.0,31
liia_air_nonresident_visitors_total,1324882199,2025-01,450105.0,31
liia_air_nonresident_visitors_total,1324882199,2025-02,468061.0,28
liia_air_nonresident_visitors_total,1324882199,2025-03,532878.0,31
liia_air_nonresident_visitors_total,1324882199,2025-04,632626.0,30
liia_air_nonresident_visitors_total,1324882199,2025-05,894234.0,31
liia_air_nonresident_visitors_total,1324882199,2025-06,1252559.0,30
liia_air_nonresident_visitors_total,1324882199,2025-07,1444469.0,31
liia_air_nonresident_visitors_total,1324882199,2025-08,1199403.0,31
liia_air_nonresident_visitors_total,1324882199,2025-09,995746.0,30
liia_air_nonresident_visitors_total,1324882199,2025-10,784826.0,31
liia_air_nonresident_visitors_total,1324882199,2025-11,499406.0,30
liia_air_nonresident_visitors_total,1324882199,2025-12,752744.0,31
liia_air_nonresident_visitors_total,1324882199,2026-01,457438.0,31
liia_air_nonresident_visitors_total,1324882199,2026-02,509355.0,28
liia_air_nonresident_visitors_total,1324882199,2026-03,570243.0,31
liia_air_nonresident_visitors_total,1324882199,2026-04,658721.0,30
liia_air_nonresident_visitors_total,1324882199,2026-05,929295.0,31
liia_air_nonresident_visitors_total,1324882199,2026-06,1284734.0,30
liia_air_nonresident_visitors_total,1324882199,2026-07,1528624.0,31
liia_air_nonresident_visitors_total,1324882199,2026-08,1299707.0,31
liia_air_other_country_residents_overnight,1324884003,2018-01,179789.0,31
liia_air_other_country_residents_overnight,1324884003,2018-02,195124.0,28
liia_air_other_country_residents_overnight,1324884003,2018-03,211415.0,31
liia_air_other_country_residents_overnight,1324884003,2018-04,219088.0,30
liia_air_other_country_residents_overnight,1324884003,2018-05,323404.0,31
liia_air_other_country_residents_overnight,1324884003,2018-06,456780.0,30
liia_air_other_country_residents_overnight,1324884003,2018-07,566253.0,31
liia_air_other_country_residents_overnight,1324884003,2018-08,522683.0,31
liia_air_other_country_residents_overnight,1324884003,2018-09,435587.0,30
liia_air_other_country_residents_overnight,1324884003,2018-10,295931.0,31
liia_air_other_country_residents_overnight,1324884003,2018-11,175220.0,30
liia_air_other_country_residents_overnight,1324884003,2018-12,280184.0,31
liia_air_other_country_residents_overnight,1324884003,2019-01,214956.0,31
liia_air_other_country_residents_overnight,1324884003,2019-02,205184.0,28
liia_air_other_country_residents_overnight,1324884003,2019-03,196951.0,31
liia_air_other_country_residents_overnight,1324884003,2019-04,256986.0,30
liia_air_other_country_residents_overnight,1324884003,2019-05,354878.0,31
liia_air_other_country_residents_overnight,1324884003,2019-06,502565.0,30
liia_air_other_country_residents_overnight,1324884003,2019-07,588272.0,31
liia_air_other_country_residents_overnight,1324884003,2019-08,562190.0,31
liia_air_other_country_residents_overnight,1324884003,2019-09,468882.0,30
liia_air_other_country_residents_overnight,1324884003,2019-10,314236.0,31
liia_air_other_country_residents_overnight,1324884003,2019-11,188068.0,30
liia_air_other_country_residents_overnight,1324884003,2019-12,308717.0,31
liia_air_other_country_residents_overnight,1324884003,2020-01,239181.0,31
liia_air_other_country_residents_overnight,1324884003,2020-02,205522.0,29
liia_air_other_country_residents_overnight,1324884003,2020-03,90506.0,31
liia_air_other_country_residents_overnight,1324884003,2020-04,6250.0,30
liia_air_other_country_residents_overnight,1324884003,2020-05,5950.0,31
liia_air_other_country_residents_overnight,1324884003,2020-06,10773.0,30
liia_air_other_country_residents_overnight,1324884003,2020-07,16121.0,31
liia_air_other_country_residents_overnight,1324884003,2020-08,20202.0,31
liia_air_other_country_residents_overnight,1324884003,2020-09,15036.0,30
liia_air_other_country_residents_overnight,1324884003,2020-10,11995.0,31
liia_air_other_country_residents_overnight,1324884003,2020-11,13090.0,30
liia_air_other_country_residents_overnight,1324884003,2020-12,20551.0,31
liia_air_other_country_residents_overnight,1324884003,2021-01,16218.0,31
liia_air_other_country_residents_overnight,1324884003,2021-02,10463.0,28
liia_air_other_country_residents_overnight,1324884003,2021-03,10613.0,31
liia_air_other_country_residents_overnight,1324884003,2021-04,14411.0,30
liia_air_other_country_residents_overnight,1324884003,2021-05,13355.0,31
liia_air_other_country_residents_overnight,1324884003,2021-06,21165.0,30
liia_air_other_country_residents_overnight,1324884003,2021-07,54522.0,31
liia_air_other_country_residents_overnight,1324884003,2021-08,78878.0,31
liia_air_other_country_residents_overnight,1324884003,2021-09,138150.0,30
liia_air_other_country_residents_overnight,1324884003,2021-10,149199.0,31
liia_air_other_country_residents_overnight,1324884003,2021-11,110175.0,30
liia_air_other_country_residents_overnight,1324884003,2021-12,196506.0,31
liia_air_other_country_residents_overnight,1324884003,2022-01,70131.0,31
liia_air_other_country_residents_overnight,1324884003,2022-02,95687.0,28
liia_air_other_country_residents_overnight,1324884003,2022-03,133596.0,31
liia_air_other_country_residents_overnight,1324884003,2022-04,207723.0,30
liia_air_other_country_residents_overnight,1324884003,2022-05,262033.0,31
liia_air_other_country_residents_overnight,1324884003,2022-06,389094.0,30
liia_air_other_country_residents_overnight,1324884003,2022-07,499152.0,31
liia_air_other_country_residents_overnight,1324884003,2022-08,411526.0,31
liia_air_other_country_residents_overnight,1324884003,2022-09,359402.0,30
liia_air_other_country_residents_overnight,1324884003,2022-10,279675.0,31
liia_air_other_country_residents_overnight,1324884003,2022-11,189165.0,30
liia_air_other_country_residents_overnight,1324884003,2022-12,319357.0,31
liia_air_other_country_residents_overnight,1324884003,2023-01,200006.0,31
liia_air_other_country_residents_overnight,1324884003,2023-02,221574.0,28
liia_air_other_country_residents_overnight,1324884003,2023-03,245785.0,31
liia_air_other_country_residents_overnight,1324884003,2023-04,303870.0,30
liia_air_other_country_residents_overnight,1324884003,2023-05,401394.0,31
liia_air_other_country_residents_overnight,1324884003,2023-06,556981.0,30
liia_air_other_country_residents_overnight,1324884003,2023-07,658679.0,31
liia_air_other_country_residents_overnight,1324884003,2023-08,540774.0,31
liia_air_other_country_residents_overnight,1324884003,2023-09,506914.0,30
liia_air_other_country_residents_overnight,1324884003,2023-10,390003.0,31
liia_air_other_country_residents_overnight,1324884003,2023-11,242241.0,30
liia_air_other_country_residents_overnight,1324884003,2023-12,402187.0,31
liia_air_other_country_residents_overnight,1324884003,2024-01,231462.0,31
liia_air_other_country_residents_overnight,1324884003,2024-02,286205.0,29
liia_air_other_country_residents_overnight,1324884003,2024-03,289585.0,31
liia_air_other_country_residents_overnight,1324884003,2024-04,331173.0,30
liia_air_other_country_residents_overnight,1324884003,2024-05,462829.0,31
liia_air_other_country_residents_overnight,1324884003,2024-06,583931.0,30
liia_air_other_country_residents_overnight,1324884003,2024-07,687755.0,31
liia_air_other_country_residents_overnight,1324884003,2024-08,579613.0,31
liia_air_other_country_residents_overnight,1324884003,2024-09,493510.0,30
liia_air_other_country_residents_overnight,1324884003,2024-10,366685.0,31
liia_air_other_country_residents_overnight,1324884003,2024-11,223033.0,30
liia_air_other_country_residents_overnight,1324884003,2024-12,379939.0,31
liia_air_other_country_residents_overnight,1324884003,2025-01,229180.0,31
liia_air_other_country_residents_overnight,1324884003,2025-02,237566.0,28
liia_air_other_country_residents_overnight,1324884003,2025-03,243401.0,31
liia_air_other_country_residents_overnight,1324884003,2025-04,340309.0,30
liia_air_other_country_residents_overnight,1324884003,2025-05,451639.0,31
liia_air_other_country_residents_overnight,1324884003,2025-06,583667.0,30
liia_air_other_country_residents_overnight,1324884003,2025-07,726484.0,31
liia_air_other_country_residents_overnight,1324884003,2025-08,607003.0,31
liia_air_other_country_residents_overnight,1324884003,2025-09,514250.0,30
liia_air_other_country_residents_overnight,1324884003,2025-10,392905.0,31
liia_air_other_country_residents_overnight,1324884003,2025-11,237323.0,30
liia_air_other_country_residents_overnight,1324884003,2025-12,404646.0,31
liia_air_other_country_residents_overnight,1324884003,2026-01,230904.0,31
liia_air_other_country_residents_overnight,1324884003,2026-02,267392.0,28
liia_air_other_country_residents_overnight,1324884003,2026-03,270900.0,31
liia_air_other_country_residents_overnight,1324884003,2026-04,334713.0,30
liia_air_other_country_residents_overnight,1324884003,2026-05,469637.0,31
liia_air_other_country_residents_overnight,1324884003,2026-06,616502.0,30
liia_air_other_country_residents_overnight,1324884003,2026-07,775702.0,31
liia_air_other_country_residents_overnight,1324884003,2026-08,666639.0,31
liia_air_other_country_residents_total,1324882221,2018-01,179789.0,31
liia_air_other_country_residents_total,1324882221,2018-02,195124.0,28
liia_air_other_country_residents_total,1324882221,2018-03,211415.0,31
liia_air_other_country_residents_total,1324882221,2018-04,219088.0,30
liia_air_other_country_residents_total,1324882221,2018-05,323404.0,31
liia_air_other_country_residents_total,1324882221,2018-06,456780.0,30
liia_air_other_country_residents_total,1324882221,2018-07,566253.0,31
liia_air_other_country_residents_total,1324882221,2018-08,522683.0,31
liia_air_other_country_residents_total,1324882221,2018-09,435587.0,30
liia_air_other_country_residents_total,1324882221,2018-10,295931.0,31
liia_air_other_country_residents_total,1324882221,2018-11,175220.0,30
liia_air_other_country_residents_total,1324882221,2018-12,280184.0,31
liia_air_other_country_residents_total,1324882221,2019-01,214956.0,31
liia_air_other_country_residents_total,1324882221,2019-02,205184.0,28
liia_air_other_country_residents_total,1324882221,2019-03,196951.0,31
liia_air_other_country_residents_total,1324882221,2019-04,256986.0,30
liia_air_other_country_residents_total,1324882221,2019-05,354878.0,31
liia_air_other_country_residents_total,1324882221,2019-06,502565.0,30
liia_air_other_country_residents_total,1324882221,2019-07,588272.0,31
liia_air_other_country_residents_total,1324882221,2019-08,562190.0,31
liia_air_other_country_residents_total,1324882221,2019-09,468882.0,30
liia_air_other_country_residents_total,1324882221,2019-10,314236.0,31
liia_air_other_country_residents_total,1324882221,2019-11,188068.0,30
liia_air_other_country_residents_total,1324882221,2019-12,308717.0,31
liia_air_other_country_residents_total,1324882221,2020-01,239181.0,31
liia_air_other_country_residents_total,1324882221,2020-02,205522.0,29
liia_air_other_country_residents_total,1324882221,2020-03,90506.0,31
liia_air_other_country_residents_total,1324882221,2020-04,6250.0,30
liia_air_other_country_residents_total,1324882221,2020-05,5950.0,31
liia_air_other_country_residents_total,1324882221,2020-06,10773.0,30
liia_air_other_country_residents_total,1324882221,2020-07,16121.0,31
liia_air_other_country_residents_total,1324882221,2020-08,20202.0,31
liia_air_other_country_residents_total,1324882221,2020-09,15036.0,30
liia_air_other_country_residents_total,1324882221,2020-10,11995.0,31
liia_air_other_country_residents_total,1324882221,2020-11,13090.0,30
liia_air_other_country_residents_total,1324882221,2020-12,20551.0,31
liia_air_other_country_residents_total,1324882221,2021-01,16218.0,31
liia_air_other_country_residents_total,1324882221,2021-02,10463.0,28
liia_air_other_country_residents_total,1324882221,2021-03,10613.0,31
liia_air_other_country_residents_total,1324882221,2021-04,14411.0,30
liia_air_other_country_residents_total,1324882221,2021-05,13355.0,31
liia_air_other_country_residents_total,1324882221,2021-06,21165.0,30
liia_air_other_country_residents_total,1324882221,2021-07,54522.0,31
liia_air_other_country_residents_total,1324882221,2021-08,78878.0,31
liia_air_other_country_residents_total,1324882221,2021-09,138150.0,30
liia_air_other_country_residents_total,1324882221,2021-10,149199.0,31
liia_air_other_country_residents_total,1324882221,2021-11,110175.0,30
liia_air_other_country_residents_total,1324882221,2021-12,196506.0,31
liia_air_other_country_residents_total,1324882221,2022-01,70530.0,31
liia_air_other_country_residents_total,1324882221,2022-02,96098.0,28
liia_air_other_country_residents_total,1324882221,2022-03,134199.0,31
liia_air_other_country_residents_total,1324882221,2022-04,208735.0,30
liia_air_other_country_residents_total,1324882221,2022-05,263504.0,31
liia_air_other_country_residents_total,1324882221,2022-06,391734.0,30
liia_air_other_country_residents_total,1324882221,2022-07,502284.0,31
liia_air_other_country_residents_total,1324882221,2022-08,414512.0,31
liia_air_other_country_residents_total,1324882221,2022-09,362112.0,30
liia_air_other_country_residents_total,1324882221,2022-10,282464.0,31
liia_air_other_country_residents_total,1324882221,2022-11,191642.0,30
liia_air_other_country_residents_total,1324882221,2022-12,322734.0,31
liia_air_other_country_residents_total,1324882221,2023-01,202587.0,31
liia_air_other_country_residents_total,1324882221,2023-02,223990.0,28
liia_air_other_country_residents_total,1324882221,2023-03,247903.0,31
liia_air_other_country_residents_total,1324882221,2023-04,306401.0,30
liia_air_other_country_residents_total,1324882221,2023-05,403961.0,31
liia_air_other_country_residents_total,1324882221,2023-06,560729.0,30
liia_air_other_country_residents_total,1324882221,2023-07,661954.0,31
liia_air_other_country_residents_total,1324882221,2023-08,543676.0,31
liia_air_other_country_residents_total,1324882221,2023-09,509369.0,30
liia_air_other_country_residents_total,1324882221,2023-10,392913.0,31
liia_air_other_country_residents_total,1324882221,2023-11,244618.0,30
liia_air_other_country_residents_total,1324882221,2023-12,404646.0,31
liia_air_other_country_residents_total,1324882221,2024-01,233904.0,31
liia_air_other_country_residents_total,1324882221,2024-02,288425.0,29
liia_air_other_country_residents_total,1324882221,2024-03,291910.0,31
liia_air_other_country_residents_total,1324882221,2024-04,333881.0,30
liia_air_other_country_residents_total,1324882221,2024-05,465274.0,31
liia_air_other_country_residents_total,1324882221,2024-06,586964.0,30
liia_air_other_country_residents_total,1324882221,2024-07,690739.0,31
liia_air_other_country_residents_total,1324882221,2024-08,582716.0,31
liia_air_other_country_residents_total,1324882221,2024-09,495999.0,30
liia_air_other_country_residents_total,1324882221,2024-10,369431.0,31
liia_air_other_country_residents_total,1324882221,2024-11,225613.0,30
liia_air_other_country_residents_total,1324882221,2024-12,382810.0,31
liia_air_other_country_residents_total,1324882221,2025-01,232374.0,31
liia_air_other_country_residents_total,1324882221,2025-02,240046.0,28
liia_air_other_country_residents_total,1324882221,2025-03,245887.0,31
liia_air_other_country_residents_total,1324882221,2025-04,343371.0,30
liia_air_other_country_residents_total,1324882221,2025-05,454481.0,31
liia_air_other_country_residents_total,1324882221,2025-06,586864.0,30
liia_air_other_country_residents_total,1324882221,2025-07,729764.0,31
liia_air_other_country_residents_total,1324882221,2025-08,609713.0,31
liia_air_other_country_residents_total,1324882221,2025-09,516832.0,30
liia_air_other_country_residents_total,1324882221,2025-10,395745.0,31
liia_air_other_country_residents_total,1324882221,2025-11,240500.0,30
liia_air_other_country_residents_total,1324882221,2025-12,408028.0,31
liia_air_other_country_residents_total,1324882221,2026-01,234169.0,31
liia_air_other_country_residents_total,1324882221,2026-02,270178.0,28
liia_air_other_country_residents_total,1324882221,2026-03,274218.0,31
liia_air_other_country_residents_total,1324882221,2026-04,338207.0,30
liia_air_other_country_residents_total,1324882221,2026-05,472706.0,31
liia_air_other_country_residents_total,1324882221,2026-06,620846.0,30
liia_air_other_country_residents_total,1324882221,2026-07,779615.0,31
liia_air_other_country_residents_total,1324882221,2026-08,670060.0,31
liia_air_us_residents_overnight,1324883992,2018-01,129062.0,31
liia_air_us_residents_overnight,1324883992,2018-02,138553.0,28
liia_air_us_residents_overnight,1324883992,2018-03,171607.0,31
liia_air_us_residents_overnight,1324883992,2018-04,160940.0,30
liia_air_us_residents_overnight,1324883992,2018-05,216447.0,31
liia_air_us_residents_overnight,1324883992,2018-06,325489.0,30
liia_air_us_residents_overnight,1324883992,2018-07,354169.0,31
liia_air_us_residents_overnight,1324883992,2018-08,326426.0,31
liia_air_us_residents_overnight,1324883992,2018-09,263080.0,30
liia_air_us_residents_overnight,1324883992,2018-10,235136.0,31
liia_air_us_residents_overnight,1324883992,2018-11,184581.0,30
liia_air_us_residents_overnight,1324883992,2018-12,204249.0,31
liia_air_us_residents_overnight,1324883992,2019-01,149331.0,31
liia_air_us_residents_overnight,1324883992,2019-02,163919.0,28
liia_air_us_residents_overnight,1324883992,2019-03,198280.0,31
liia_air_us_residents_overnight,1324883992,2019-04,222941.0,30
liia_air_us_residents_overnight,1324883992,2019-05,284210.0,31
liia_air_us_residents_overnight,1324883992,2019-06,447584.0,30
liia_air_us_residents_overnight,1324883992,2019-07,475508.0,31
liia_air_us_residents_overnight,1324883992,2019-08,439905.0,31
liia_air_us_residents_overnight,1324883992,2019-09,358915.0,30
liia_air_us_residents_overnight,1324883992,2019-10,284598.0,31
liia_air_us_residents_overnight,1324883992,2019-11,211586.0,30
liia_air_us_residents_overnight,1324883992,2019-12,259985.0,31
liia_air_us_residents_overnight,1324883992,2020-01,179163.0,31
liia_air_us_residents_overnight,1324883992,2020-02,190379.0,29
liia_air_us_residents_overnight,1324883992,2020-03,87297.0,31
liia_air_us_residents_overnight,1324883992,2020-04,1240.0,30
liia_air_us_residents_overnight,1324883992,2020-05,2076.0,31
liia_air_us_residents_overnight,1324883992,2020-06,4779.0,30
liia_air_us_residents_overnight,1324883992,2020-07,5947.0,31
liia_air_us_residents_overnight,1324883992,2020-08,7167.0,31
liia_air_us_residents_overnight,1324883992,2020-09,6426.0,30
liia_air_us_residents_overnight,1324883992,2020-10,6192.0,31
liia_air_us_residents_overnight,1324883992,2020-11,7356.0,30
liia_air_us_residents_overnight,1324883992,2020-12,11849.0,31
liia_air_us_residents_overnight,1324883992,2021-01,6242.0,31
liia_air_us_residents_overnight,1324883992,2021-02,3334.0,28
liia_air_us_residents_overnight,1324883992,2021-03,2742.0,31
liia_air_us_residents_overnight,1324883992,2021-04,2977.0,30
liia_air_us_residents_overnight,1324883992,2021-05,3212.0,31
liia_air_us_residents_overnight,1324883992,2021-06,4873.0,30
liia_air_us_residents_overnight,1324883992,2021-07,31444.0,31
liia_air_us_residents_overnight,1324883992,2021-08,79013.0,31
liia_air_us_residents_overnight,1324883992,2021-09,104781.0,30
liia_air_us_residents_overnight,1324883992,2021-10,113702.0,31
liia_air_us_residents_overnight,1324883992,2021-11,108796.0,30
liia_air_us_residents_overnight,1324883992,2021-12,155671.0,31
liia_air_us_residents_overnight,1324883992,2022-01,47231.0,31
liia_air_us_residents_overnight,1324883992,2022-02,72735.0,28
liia_air_us_residents_overnight,1324883992,2022-03,127481.0,31
liia_air_us_residents_overnight,1324883992,2022-04,155181.0,30
liia_air_us_residents_overnight,1324883992,2022-05,240672.0,31
liia_air_us_residents_overnight,1324883992,2022-06,442548.0,30
liia_air_us_residents_overnight,1324883992,2022-07,501354.0,31
liia_air_us_residents_overnight,1324883992,2022-08,415375.0,31
liia_air_us_residents_overnight,1324883992,2022-09,361832.0,30
liia_air_us_residents_overnight,1324883992,2022-10,283389.0,31
liia_air_us_residents_overnight,1324883992,2022-11,226336.0,30
liia_air_us_residents_overnight,1324883992,2022-12,284047.0,31
liia_air_us_residents_overnight,1324883992,2023-01,173133.0,31
liia_air_us_residents_overnight,1324883992,2023-02,195165.0,28
liia_air_us_residents_overnight,1324883992,2023-03,247123.0,31
liia_air_us_residents_overnight,1324883992,2023-04,259071.0,30
liia_air_us_residents_overnight,1324883992,2023-05,361542.0,31
liia_air_us_residents_overnight,1324883992,2023-06,589661.0,30
liia_air_us_residents_overnight,1324883992,2023-07,623284.0,31
liia_air_us_residents_overnight,1324883992,2023-08,515554.0,31
liia_air_us_residents_overnight,1324883992,2023-09,426968.0,30
liia_air_us_residents_overnight,1324883992,2023-10,346011.0,31
liia_air_us_residents_overnight,1324883992,2023-11,255276.0,30
liia_air_us_residents_overnight,1324883992,2023-12,323521.0,31
liia_air_us_residents_overnight,1324883992,2024-01,193800.0,31
liia_air_us_residents_overnight,1324883992,2024-02,227486.0,29
liia_air_us_residents_overnight,1324883992,2024-03,279418.0,31
liia_air_us_residents_overnight,1324883992,2024-04,299587.0,30
liia_air_us_residents_overnight,1324883992,2024-05,430829.0,31
liia_air_us_residents_overnight,1324883992,2024-06,650947.0,30
liia_air_us_residents_overnight,1324883992,2024-07,697875.0,31
liia_air_us_residents_overnight,1324883992,2024-08,603303.0,31
liia_air_us_residents_overnight,1324883992,2024-09,473326.0,30
liia_air_us_residents_overnight,1324883992,2024-10,377529.0,31
liia_air_us_residents_overnight,1324883992,2024-11,291791.0,30
liia_air_us_residents_overnight,1324883992,2024-12,373295.0,31
liia_air_us_residents_overnight,1324883992,2025-01,212849.0,31
liia_air_us_residents_overnight,1324883992,2025-02,224341.0,28
liia_air_us_residents_overnight,1324883992,2025-03,282139.0,31
liia_air_us_residents_overnight,1324883992,2025-04,282286.0,30
liia_air_us_residents_overnight,1324883992,2025-05,429223.0,31
liia_air_us_residents_overnight,1324883992,2025-06,649642.0,30
liia_air_us_residents_overnight,1324883992,2025-07,704833.0,31
liia_air_us_residents_overnight,1324883992,2025-08,584053.0,31
liia_air_us_residents_overnight,1324883992,2025-09,473165.0,30
liia_air_us_residents_overnight,1324883992,2025-10,384031.0,31
liia_air_us_residents_overnight,1324883992,2025-11,253342.0,30
liia_air_us_residents_overnight,1324883992,2025-12,339762.0,31
liia_air_us_residents_overnight,1324883992,2026-01,218516.0,31
liia_air_us_residents_overnight,1324883992,2026-02,235207.0,28
liia_air_us_residents_overnight,1324883992,2026-03,291354.0,31
liia_air_us_residents_overnight,1324883992,2026-04,312948.0,30
liia_air_us_residents_overnight,1324883992,2026-05,446934.0,31
liia_air_us_residents_overnight,1324883992,2026-06,647992.0,30
liia_air_us_residents_overnight,1324883992,2026-07,739560.0,31
liia_air_us_residents_overnight,1324883992,2026-08,622125.0,31
liia_air_us_residents_total,1324882210,2018-01,136667.0,31
liia_air_us_residents_total,1324882210,2018-02,146201.0,28
liia_air_us_residents_total,1324882210,2018-03,183610.0,31
liia_air_us_residents_total,1324882210,2018-04,182992.0,30
liia_air_us_residents_total,1324882210,2018-05,250970.0,31
liia_air_us_residents_total,1324882210,2018-06,384281.0,30
liia_air_us_residents_total,1324882210,2018-07,399555.0,31
liia_air_us_residents_total,1324882210,2018-08,366875.0,31
liia_air_us_residents_total,1324882210,2018-09,293158.0,30
liia_air_us_residents_total,1324882210,2018-10,253339.0,31
liia_air_us_residents_total,1324882210,2018-11,199184.0,30
liia_air_us_residents_total,1324882210,2018-12,220340.0,31
liia_air_us_residents_total,1324882210,2019-01,157417.0,31
liia_air_us_residents_total,1324882210,2019-02,171321.0,28
liia_air_us_residents_total,1324882210,2019-03,210206.0,31
liia_air_us_residents_total,1324882210,2019-04,237395.0,30
liia_air_us_residents_total,1324882210,2019-05,294443.0,31
liia_air_us_residents_total,1324882210,2019-06,468031.0,30
liia_air_us_residents_total,1324882210,2019-07,495003.0,31
liia_air_us_residents_total,1324882210,2019-08,452567.0,31
liia_air_us_residents_total,1324882210,2019-09,369820.0,30
liia_air_us_residents_total,1324882210,2019-10,293770.0,31
liia_air_us_residents_total,1324882210,2019-11,220542.0,30
liia_air_us_residents_total,1324882210,2019-12,269058.0,31
liia_air_us_residents_total,1324882210,2020-01,186222.0,31
liia_air_us_residents_total,1324882210,2020-02,196464.0,29
liia_air_us_residents_total,1324882210,2020-03,91145.0,31
liia_air_us_residents_total,1324882210,2020-04,1343.0,30
liia_air_us_residents_total,1324882210,2020-05,2166.0,31
liia_air_us_residents_total,1324882210,2020-06,4958.0,30
liia_air_us_residents_total,1324882210,2020-07,6196.0,31
liia_air_us_residents_total,1324882210,2020-08,7443.0,31
liia_air_us_residents_total,1324882210,2020-09,6645.0,30
liia_air_us_residents_total,1324882210,2020-10,6413.0,31
liia_air_us_residents_total,1324882210,2020-11,7545.0,30
liia_air_us_residents_total,1324882210,2020-12,12019.0,31
liia_air_us_residents_total,1324882210,2021-01,6356.0,31
liia_air_us_residents_total,1324882210,2021-02,3380.0,28
liia_air_us_residents_total,1324882210,2021-03,2779.0,31
liia_air_us_residents_total,1324882210,2021-04,3003.0,30
liia_air_us_residents_total,1324882210,2021-05,3323.0,31
liia_air_us_residents_total,1324882210,2021-06,5060.0,30
liia_air_us_residents_total,1324882210,2021-07,31792.0,31
liia_air_us_residents_total,1324882210,2021-08,79464.0,31
liia_air_us_residents_total,1324882210,2021-09,105315.0,30
liia_air_us_residents_total,1324882210,2021-10,114233.0,31
liia_air_us_residents_total,1324882210,2021-11,109410.0,30
liia_air_us_residents_total,1324882210,2021-12,156379.0,31
liia_air_us_residents_total,1324882210,2022-01,47777.0,31
liia_air_us_residents_total,1324882210,2022-02,73240.0,28
liia_air_us_residents_total,1324882210,2022-03,128220.0,31
liia_air_us_residents_total,1324882210,2022-04,157021.0,30
liia_air_us_residents_total,1324882210,2022-05,244138.0,31
liia_air_us_residents_total,1324882210,2022-06,454998.0,30
liia_air_us_residents_total,1324882210,2022-07,511427.0,31
liia_air_us_residents_total,1324882210,2022-08,421311.0,31
liia_air_us_residents_total,1324882210,2022-09,366982.0,30
liia_air_us_residents_total,1324882210,2022-10,287620.0,31
liia_air_us_residents_total,1324882210,2022-11,230193.0,30
liia_air_us_residents_total,1324882210,2022-12,288284.0,31
liia_air_us_residents_total,1324882210,2023-01,176405.0,31
liia_air_us_residents_total,1324882210,2023-02,198361.0,28
liia_air_us_residents_total,1324882210,2023-03,250595.0,31
liia_air_us_residents_total,1324882210,2023-04,264288.0,30
liia_air_us_residents_total,1324882210,2023-05,369995.0,31
liia_air_us_residents_total,1324882210,2023-06,609666.0,30
liia_air_us_residents_total,1324882210,2023-07,635773.0,31
liia_air_us_residents_total,1324882210,2023-08,523313.0,31
liia_air_us_residents_total,1324882210,2023-09,433224.0,30
liia_air_us_residents_total,1324882210,2023-10,351482.0,31
liia_air_us_residents_total,1324882210,2023-11,259528.0,30
liia_air_us_residents_total,1324882210,2023-12,327688.0,31
liia_air_us_residents_total,1324882210,2024-01,197543.0,31
liia_air_us_residents_total,1324882210,2024-02,231045.0,29
liia_air_us_residents_total,1324882210,2024-03,283618.0,31
liia_air_us_residents_total,1324882210,2024-04,306135.0,30
liia_air_us_residents_total,1324882210,2024-05,440861.0,31
liia_air_us_residents_total,1324882210,2024-06,670218.0,30
liia_air_us_residents_total,1324882210,2024-07,709876.0,31
liia_air_us_residents_total,1324882210,2024-08,611505.0,31
liia_air_us_residents_total,1324882210,2024-09,480853.0,30
liia_air_us_residents_total,1324882210,2024-10,384042.0,31
liia_air_us_residents_total,1324882210,2024-11,296231.0,30
liia_air_us_residents_total,1324882210,2024-12,378526.0,31
liia_air_us_residents_total,1324882210,2025-01,217731.0,31
liia_air_us_residents_total,1324882210,2025-02,228015.0,28
liia_air_us_residents_total,1324882210,2025-03,286991.0,31
liia_air_us_residents_total,1324882210,2025-04,289255.0,30
liia_air_us_residents_total,1324882210,2025-05,439753.0,31
liia_air_us_residents_total,1324882210,2025-06,665695.0,30
liia_air_us_residents_total,1324882210,2025-07,714705.0,31
liia_air_us_residents_total,1324882210,2025-08,589690.0,31
liia_air_us_residents_total,1324882210,2025-09,478914.0,30
liia_air_us_residents_total,1324882210,2025-10,389081.0,31
liia_air_us_residents_total,1324882210,2025-11,258906.0,30
liia_air_us_residents_total,1324882210,2025-12,344716.0,31
liia_air_us_residents_total,1324882210,2026-01,223269.0,31
liia_air_us_residents_total,1324882210,2026-02,239177.0,28
liia_air_us_residents_total,1324882210,2026-03,296025.0,31
liia_air_us_residents_total,1324882210,2026-04,320514.0,30
liia_air_us_residents_total,1324882210,2026-05,456589.0,31
liia_air_us_residents_total,1324882210,2026-06,663888.0,30
liia_air_us_residents_total,1324882210,2026-07,749009.0,31
liia_air_us_residents_total,1324882210,2026-08,629647.0,31
liia_land_us_plated_vehicles_entering,1545958204,2017-09,703479.0,30
liia_land_us_plated_vehicles_entering,1545958204,2017-10,574417.0,31
