geo,nace_r2,period,value,updated
DE,I553,2022-06,6170225,2026-09-11T23:00:00+0200
DE,I553,2022-07,8552835,2026-09-11T23:00:00+0200
DE,I553,2022-08,9525995,2026-09-11T23:00:00+0200
DE,I553,2022-09,4082617,2026-09-11T23:00:00+0200
DE,I553,2022-10,2753542,2026-09-11T23:00:00+0200
DE,I553,2022-11,476119,2026-09-11T23:00:00+0200
DE,I553,2022-12,464222,2026-09-11T23:00:00+0200
DE,I553,2023-01,334056,2026-09-11T23:00:00+0200
DE,I553,2023-02,343144,2026-09-11T23:00:00+0200
DE,I553,2023-03,559636,2026-09-11T23:00:00+0200
DE,I553,2023-04,3047608,2026-09-11T23:00:00+0200
DE,I553,2023-05,5295248,2026-09-11T23:00:00+0200
DE,I553,2023-06,6118890,2026-09-11T23:00:00+0200
DE,I553,2023-07,8814853,2026-09-11T23:00:00+0200
DE,I553,2023-08,9038904,2026-09-11T23:00:00+0200
DE,I553,2023-09,4930713,2026-09-11T23:00:00+0200
DE,I553,2023-10,2808697,2026-09-11T23:00:00+0200
DE,I553,2023-11,439635,2026-09-11T23:00:00+0200
DE,I553,2023-12,543312,2026-09-11T23:00:00+0200
DE,I553,2024-01,321900,2026-09-11T23:00:00+0200
DE,I553,2024-02,345748,2026-09-11T23:00:00+0200
DE,I553,2024-03,1477556,2026-09-11T23:00:00+0200
DE,I553,2024-04,2170254,2026-09-11T23:00:00+0200
DE,I553,2024-05,6156327,2026-09-11T23:00:00+0200
DE,I553,2024-06,5224578,2026-09-11T23:00:00+0200
DE,I553,2024-07,8818211,2026-09-11T23:00:00+0200
DE,I553,2024-08,9764143,2026-09-11T23:00:00+0200
DE,I553,2024-09,4515439,2026-09-11T23:00:00+0200
DE,I553,2024-10,2924165,2026-09-11T23:00:00+0200
DE,I553,2024-11,532912,2026-09-11T23:00:00+0200
DE,I553,2024-12,610674,2026-09-11T23:00:00+0200
DE,I553,2025-01,382252,2026-09-11T23:00:00+0200
DE,I553,2025-02,330102,2026-09-11T23:00:00+0200
DE,I553,2025-03,847243,2026-09-11T23:00:00+0200
DE,I553,2025-04,3610340,2026-09-11T23:00:00+0200
DE,I553,2025-05,4889900,2026-09-11T23:00:00+0200
DE,I553,2025-06,7151975,2026-09-11T23:00:00+0200
DE,I553,2025-07,8527156,2026-09-11T23:00:00+0200
DE,I553,2025-08,10202697,2026-09-11T23:00:00+0200
DE,I553,2025-09,4680666,2026-09-11T23:00:00+0200
DE,I553,2025-10,2766727,2026-09-11T23:00:00+0200
DE,I553,2025-11,545520,2026-09-11T23:00:00+0200
DE,I553,2025-12,723677,2026-09-11T23:00:00+0200
DE,I553,2026-01,406108,2026-09-11T23:00:00+0200
DE,I553,2026-02,338371,2026-09-11T23:00:00+0200
DE,I553,2026-03,966921,2026-09-11T23:00:00+0200
DE,I553,2026-04,3243333,2026-09-11T23:00:00+0200
DE,I553,2026-05,6315507,2026-09-11T23:00:00+0200
DE,I553,2026-06,5925434,2026-09-11T23:00:00+0200
DK,I551,2015-01,747987,2026-09-11T23:00:00+0200
DK,I551,2015-02,754752,2026-09-11T23:00:00+0200
DK,I551,2015-03,952682,2026-09-11T23:00:00+0200
DK,I551,2015-04,1055546,2026-09-11T23:00:00+0200
DK,I551,2015-05,1337986,2026-09-11T23:00:00+0200
DK,I551,2015-06,1439168,2026-09-11T23:00:00+0200
DK,I551,2015-07,1911746,2026-09-11T23:00:00+0200
DK,I551,2015-08,1673968,2026-09-11T23:00:00+0200
DK,I551,2015-09,1380663,2026-09-11T23:00:00+0200
DK,I551,2015-10,1227730,2026-09-11T23:00:00+0200
DK,I551,2015-11,1072447,2026-09-11T23:00:00+0200
DK,I551,2015-12,896856,2026-09-11T23:00:00+0200
DK,I551,2016-01,779106,2026-09-11T23:00:00+0200
DK,I551,2016-02,861242,2026-09-11T23:00:00+0200
DK,I551,2016-03,1020317,2026-09-11T23:00:00+0200
DK,I551,2016-04,1148235,2026-09-11T23:00:00+0200
DK,I551,2016-05,1375491,2026-09-11T23:00:00+0200
DK,I551,2016-06,1498862,2026-09-11T23:00:00+0200
DK,I551,2016-07,1959668,2026-09-11T23:00:00+0200
DK,I551,2016-08,1744933,2026-09-11T23:00:00+0200
DK,I551,2016-09,1372512,2026-09-11T23:00:00+0200
DK,I551,2016-10,1249827,2026-09-11T23:00:00+0200
DK,I551,2016-11,1119003,2026-09-11T23:00:00+0200
DK,I551,2016-12,933323,2026-09-11T23:00:00+0200
DK,I551,2017-01,823925,2026-09-11T23:00:00+0200
DK,I551,2017-02,867112,2026-09-11T23:00:00+0200
DK,I551,2017-03,1063532,2026-09-11T23:00:00+0200
DK,I551,2017-04,1194616,2026-09-11T23:00:00+0200
DK,I551,2017-05,1412189,2026-09-11T23:00:00+0200
DK,I551,2017-06,1544963,2026-09-11T23:00:00+0200
DK,I551,2017-07,1938365,2026-09-11T23:00:00+0200
DK,I551,2017-08,1806245,2026-09-11T23:00:00+0200
DK,I551,2017-09,1442430,2026-09-11T23:00:00+0200
DK,I551,2017-10,1294571,2026-09-11T23:00:00+0200
DK,I551,2017-11,1138949,2026-09-11T23:00:00+0200
DK,I551,2017-12,945582,2026-09-11T23:00:00+0200
DK,I551,2018-01,855140,2026-09-11T23:00:00+0200
DK,I551,2018-02,880165,2026-09-11T23:00:00+0200
DK,I551,2018-03,1122003,2026-09-11T23:00:00+0200
DK,I551,2018-04,1171790,2026-09-11T23:00:00+0200
DK,I551,2018-05,1481347,2026-09-11T23:00:00+0200
DK,I551,2018-06,1564175,2026-09-11T23:00:00+0200
DK,I551,2018-07,1982303,2026-09-11T23:00:00+0200
DK,I551,2018-08,1847937,2026-09-11T23:00:00+0200
DK,I551,2018-09,1483274,2026-09-11T23:00:00+0200
DK,I551,2018-10,1357430,2026-09-11T23:00:00+0200
DK,I551,2018-11,1225760,2026-09-11T23:00:00+0200
DK,I551,2018-12,986990,2026-09-11T23:00:00+0200
DK,I551,2019-01,901218,2026-09-11T23:00:00+0200
DK,I551,2019-02,914988,2026-09-11T23:00:00+0200
DK,I551,2019-03,1148014,2026-09-11T23:00:00+0200
DK,I551,2019-04,1296631,2026-09-11T23:00:00+0200
DK,I551,2019-05,1545861,2026-09-11T23:00:00+0200
DK,I551,2019-06,1669990,2026-09-11T23:00:00+0200
DK,I551,2019-07,2181517,2026-09-11T23:00:00+0200
DK,I551,2019-08,1972940,2026-09-11T23:00:00+0200
DK,I551,2019-09,1544080,2026-09-11T23:00:00+0200
DK,I551,2019-10,1451054,2026-09-11T23:00:00+0200
DK,I551,2019-11,1275617,2026-09-11T23:00:00+0200
DK,I551,2019-12,1029109,2026-09-11T23:00:00+0200
DK,I551,2020-01,930563,2026-09-11T23:00:00+0200
DK,I551,2020-02,979003,2026-09-11T23:00:00+0200
DK,I551,2020-03,431141,2026-09-11T23:00:00+0200
DK,I551,2020-04,107348,2026-09-11T23:00:00+0200
DK,I551,2020-05,226550,2026-09-11T23:00:00+0200
DK,I551,2020-06,284455,2026-09-11T23:00:00+0200
DK,I551,2020-07,1609883,2026-09-11T23:00:00+0200
DK,I551,2020-08,1207821,2026-09-11T23:00:00+0200
DK,I551,2020-09,933667,2026-09-11T23:00:00+0200
DK,I551,2020-10,859270,2026-09-11T23:00:00+0200
DK,I551,2020-11,556424,2026-09-11T23:00:00+0200
DK,I551,2020-12,350297,2026-09-11T23:00:00+0200
DK,I551,2021-01,200875,2026-09-11T23:00:00+0200
DK,I551,2021-02,232993,2026-09-11T23:00:00+0200
DK,I551,2021-03,318847,2026-09-11T23:00:00+0200
DK,I551,2021-04,372803,2026-09-11T23:00:00+0200
DK,I551,2021-05,730480,2026-09-11T23:00:00+0200
DK,I551,2021-06,956680,2026-09-11T23:00:00+0200
DK,I551,2021-07,1780877,2026-09-11T23:00:00+0200
DK,I551,2021-08,1764014,2026-09-11T23:00:00+0200
DK,I551,2021-09,1519954,2026-09-11T23:00:00+0200
DK,I551,2021-10,1602958,2026-09-11T23:00:00+0200
DK,I551,2021-11,1375048,2026-09-11T23:00:00+0200
DK,I551,2021-12,825360,2026-09-11T23:00:00+0200
DK,I551,2022-01,538842,2026-09-11T23:00:00+0200
DK,I551,2022-02,871554,2026-09-11T23:00:00+0200
DK,I551,2022-03,1213233,2026-09-11T23:00:00+0200
DK,I551,2022-04,1538786,2026-09-11T23:00:00+0200
DK,I551,2022-05,1715563,2026-09-11T23:00:00+0200
DK,I551,2022-06,1906275,2026-09-11T23:00:00+0200
DK,I551,2022-07,2477878,2026-09-11T23:00:00+0200
DK,I551,2022-08,2311186,2026-09-11T23:00:00+0200
DK,I551,2022-09,1783486,2026-09-11T23:00:00+0200
DK,I551,2022-10,1602646,2026-09-11T23:00:00+0200
DK,I551,2022-11,1415093,2026-09-11T23:00:00+0200
DK,I551,2022-12,1188819,2026-09-11T23:00:00+0200
DK,I551,2023-01,951946,2026-09-11T23:00:00+0200
DK,I551,2023-02,1043095,2026-09-11T23:00:00+0200
DK,I551,2023-03,1298493,2026-09-11T23:00:00+0200
DK,I551,2023-04,1553160,2026-09-11T23:00:00+0200
DK,I551,2023-05,1725887,2026-09-11T23:00:00+0200
DK,I551,2023-06,1866229,2026-09-11T23:00:00+0200
DK,I551,2023-07,2310150,2026-09-11T23:00:00+0200
DK,I551,2023-08,2292686,2026-09-11T23:00:00+0200
DK,I551,2023-09,1822294,2026-09-11T23:00:00+0200
DK,I551,2023-10,1620755,2026-09-11T23:00:00+0200
DK,I551,2023-11,1415433,2026-09-11T23:00:00+0200
DK,I551,2023-12,1210047,2026-09-11T23:00:00+0200
DK,I551,2024-01,980443,2026-09-11T23:00:00+0200
DK,I551,2024-02,1068813,2026-09-11T23:00:00+0200
DK,I551,2024-03,1409846,2026-09-11T23:00:00+0200
DK,I551,2024-04,1509429,2026-09-11T23:00:00+0200
DK,I551,2024-05,1876310,2026-09-11T23:00:00+0200
DK,I551,2024-06,1941519,2026-09-11T23:00:00+0200
DK,I551,2024-07,2380847,2026-09-11T23:00:00+0200
DK,I551,2024-08,2372541,2026-09-11T23:00:00+0200
DK,I551,2024-09,1847549,2026-09-11T23:00:00+0200
DK,I551,2024-10,1731979,2026-09-11T23:00:00+0200
DK,I551,2024-11,1506623,2026-09-11T23:00:00+0200
DK,I551,2024-12,1293501,2026-09-11T23:00:00+0200
DK,I551,2025-01,1044157,2026-09-11T23:00:00+0200
DK,I551,2025-02,1114928,2026-09-11T23:00:00+0200
DK,I551,2025-03,1374062,2026-09-11T23:00:00+0200
DK,I551,2025-04,1615714,2026-09-11T23:00:00+0200
DK,I551,2025-05,1948251,2026-09-11T23:00:00+0200
DK,I551,2025-06,1993131,2026-09-11T23:00:00+0200
DK,I551,2025-07,2512110,2026-09-11T23:00:00+0200
DK,I551,2025-08,2496373,2026-09-11T23:00:00+0200
DK,I551,2025-09,1949011,2026-09-11T23:00:00+0200
DK,I551,2025-10,1858258,2026-09-11T23:00:00+0200
DK,I551,2025-11,1581172,2026-09-11T23:00:00+0200
DK,I551,2025-12,1425821,2026-09-11T23:00:00+0200
DK,I551,2026-01,1146378,2026-09-11T23:00:00+0200
DK,I551,2026-02,1186534,2026-09-11T23:00:00+0200
DK,I551,2026-03,1501321,2026-09-11T23:00:00+0200
DK,I551,2026-04,1680464,2026-09-11T23:00:00+0200
DK,I551,2026-05,2023831,2026-09-11T23:00:00+0200
DK,I551,2026-06,2087196,2026-09-11T23:00:00+0200
DK,I551-I553,2015-01,1025864,2026-09-11T23:00:00+0200
DK,I551-I553,2015-02,1136837,2026-09-11T23:00:00+0200
DK,I551-I553,2015-03,1423399,2026-09-11T23:00:00+0200
DK,I551-I553,2015-04,2280876,2026-09-11T23:00:00+0200
DK,I551-I553,2015-05,3127738,2026-09-11T23:00:00+0200
DK,I551-I553,2015-06,3358692,2026-09-11T23:00:00+0200
DK,I551-I553,2015-07,6632831,2026-09-11T23:00:00+0200
DK,I551-I553,2015-08,4568255,2026-09-11T23:00:00+0200
DK,I551-I553,2015-09,2477165,2026-09-11T23:00:00+0200
DK,I551-I553,2015-10,2064254,2026-09-11T23:00:00+0200
DK,I551-I553,2015-11,1475118,2026-09-11T23:00:00+0200
DK,I551-I553,2015-12,1249873,2026-09-11T23:00:00+0200
DK,I551-I553,2016-01,1091901,2026-09-11T23:00:00+0200
DK,I551-I553,2016-02,1306345,2026-09-11T23:00:00+0200
DK,I551-I553,2016-03,1704422,2026-09-11T23:00:00+0200
DK,I551-I553,2016-04,2235399,2026-09-11T23:00:00+0200
DK,I551-I553,2016-05,3112694,2026-09-11T23:00:00+0200
DK,I551-I553,2016-06,3471128,2026-09-11T23:00:00+0200
DK,I551-I553,2016-07,6650011,2026-09-11T23:00:00+0200
DK,I551-I553,2016-08,4675163,2026-09-11T23:00:00+0200
DK,I551-I553,2016-09,2600882,2026-09-11T23:00:00+0200
DK,I551-I553,2016-10,2113145,2026-09-11T23:00:00+0200
DK,I551-I553,2016-11,1538898,2026-09-11T23:00:00+0200
DK,I551-I553,2016-12,1279896,2026-09-11T23:00:00+0200
DK,I551-I553,2017-01,1135313,2026-09-11T23:00:00+0200
DK,I551-I553,2017-02,1320798,2026-09-11T23:00:00+0200
DK,I551-I553,2017-03,1549737,2026-09-11T23:00:00+0200
DK,I551-I553,2017-04,2566918,2026-09-11T23:00:00+0200
DK,I551-I553,2017-05,3123815,2026-09-11T23:00:00+0200
DK,I551-I553,2017-06,3627821,2026-09-11T23:00:00+0200
DK,I551-I553,2017-07,6509014,2026-09-11T23:00:00+0200
DK,I551-I553,2017-08,4720056,2026-09-11T23:00:00+0200
DK,I551-I553,2017-09,2701052,2026-09-11T23:00:00+0200
DK,I551-I553,2017-10,2200102,2026-09-11T23:00:00+0200
DK,I551-I553,2017-11,1584571,2026-09-11T23:00:00+0200
DK,I551-I553,2017-12,1314846,2026-09-11T23:00:00+0200
DK,I551-I553,2018-01,1217164,2026-09-11T23:00:00+0200
DK,I551-I553,2018-02,1345985,2026-09-11T23:00:00+0200
DK,I551-I553,2018-03,1760406,2026-09-11T23:00:00+0200
DK,I551-I553,2018-04,2335596,2026-09-11T23:00:00+0200
DK,I551-I553,2018-05,3343612,2026-09-11T23:00:00+0200
DK,I551-I553,2018-06,3569577,2026-09-11T23:00:00+0200
DK,I551-I553,2018-07,6899024,2026-09-11T23:00:00+0200
DK,I551-I553,2018-08,4764699,2026-09-11T23:00:00+0200
DK,I551-I553,2018-09,2728321,2026-09-11T23:00:00+0200
DK,I551-I553,2018-10,2280935,2026-09-11T23:00:00+0200
DK,I551-I553,2018-11,1680958,2026-09-11T23:00:00+0200
DK,I551-I553,2018-12,1364739,2026-09-11T23:00:00+0200
DK,I551-I553,2019-01,1261622,2026-09-11T23:00:00+0200
DK,I551-I553,2019-02,1377840,2026-09-11T23:00:00+0200
DK,I551-I553,2019-03,1627784,2026-09-11T23:00:00+0200
DK,I551-I553,2019-04,2720498,2026-09-11T23:00:00+0200
DK,I551-I553,2019-05,3182314,2026-09-11T23:00:00+0200
DK,I551-I553,2019-06,3823682,2026-09-11T23:00:00+0200
DK,I551-I553,2019-07,7123570,2026-09-11T23:00:00+0200
DK,I551-I553,2019-08,4805596,2026-09-11T23:00:00+0200
DK,I551-I553,2019-09,2747038,2026-09-11T23:00:00+0200
DK,I551-I553,2019-10,2373474,2026-09-11T23:00:00+0200
DK,I551-I553,2019-11,1728450,2026-09-11T23:00:00+0200
DK,I551-I553,2019-12,1407738,2026-09-11T23:00:00+0200
DK,I551-I553,2020-01,1270815,2026-09-11T23:00:00+0200
DK,I551-I553,2020-02,1452867,2026-09-11T23:00:00+0200
DK,I551-I553,2020-03,674427,2026-09-11T23:00:00+0200
DK,I551-I553,2020-04,664879,2026-09-11T23:00:00+0200
DK,I551-I553,2020-05,1272529,2026-09-11T23:00:00+0200
DK,I551-I553,2020-06,1539317,2026-09-11T23:00:00+0200
DK,I551-I553,2020-07,6864798,2026-09-11T23:00:00+0200
DK,I551-I553,2020-08,4163171,2026-09-11T23:00:00+0200
DK,I551-I553,2020-09,2204420,2026-09-11T23:00:00+0200
DK,I551-I553,2020-10,1696947,2026-09-11T23:00:00+0200
DK,I551-I553,2020-11,851739,2026-09-11T23:00:00+0200
DK,I551-I553,2020-12,562050,2026-09-11T23:00:00+0200
DK,I551-I553,2021-01,351425,2026-09-11T23:00:00+0200
DK,I551-I553,2021-02,465066,2026-09-11T23:00:00+0200
DK,I551-I553,2021-03,648368,2026-09-11T23:00:00+0200
DK,I551-I553,2021-04,1304767,2026-09-11T23:00:00+0200
DK,I551-I553,2021-05,2143532,2026-09-11T23:00:00+0200
DK,I551-I553,2021-06,2809373,2026-09-11T23:00:00+0200
DK,I551-I553,2021-07,6971788,2026-09-11T23:00:00+0200
DK,I551-I553,2021-08,4967406,2026-09-11T23:00:00+0200
DK,I551-I553,2021-09,3057658,2026-09-11T23:00:00+0200
DK,I551-I553,2021-10,2719436,2026-09-11T23:00:00+0200
DK,I551-I553,2021-11,1932881,2026-09-11T23:00:00+0200
DK,I551-I553,2021-12,1168284,2026-09-11T23:00:00+0200
DK,I551-I553,2022-01,785027,2026-09-11T23:00:00+0200
DK,I551-I553,2022-02,1388095,2026-09-11T23:00:00+0200
DK,I551-I553,2022-03,1801443,2026-09-11T23:00:00+0200
DK,I551-I553,2022-04,3163446,2026-09-11T23:00:00+0200
DK,I551-I553,2022-05,3645045,2026-09-11T23:00:00+0200
DK,I551-I553,2022-06,4360977,2026-09-11T23:00:00+0200
DK,I551-I553,2022-07,7788959,2026-09-11T23:00:00+0200
DK,I551-I553,2022-08,5882766,2026-09-11T23:00:00+0200
DK,I551-I553,2022-09,3320901,2026-09-11T23:00:00+0200
DK,I551-I553,2022-10,2731730,2026-09-11T23:00:00+0200
DK,I551-I553,2022-11,1970809,2026-09-11T23:00:00+0200
DK,I551-I553,2022-12,1699403,2026-09-11T23:00:00+0200
DK,I551-I553,2023-01,1379764,2026-09-11T23:00:00+0200
DK,I551-I553,2023-02,1611700,2026-09-11T23:00:00+0200
DK,I551-I553,2023-03,1939922,2026-09-11T23:00:00+0200
DK,I551-I553,2023-04,3169923,2026-09-11T23:00:00+0200
DK,I551-I553,2023-05,3831729,2026-09-11T23:00:00+0200
DK,I551-I553,2023-06,4274651,2026-09-11T23:00:00+0200
DK,I551-I553,2023-07,7235347,2026-09-11T23:00:00+0200
DK,I551-I553,2023-08,5727081,2026-09-11T23:00:00+0200
DK,I551-I553,2023-09,3377394,2026-09-11T23:00:00+0200
DK,I551-I553,2023-10,2742254,2026-09-11T23:00:00+0200
DK,I551-I553,2023-11,1983280,2026-09-11T23:00:00+0200
DK,I551-I553,2023-12,1718376,2026-09-11T23:00:00+0200
DK,I551-I553,2024-01,1415554,2026-09-11T23:00:00+0200
DK,I551-I553,2024-02,1652488,2026-09-11T23:00:00+0200
DK,I551-I553,2024-03,2272788,2026-09-11T23:00:00+0200
DK,I551-I553,2024-04,2813991,2026-09-11T23:00:00+0200
DK,I551-I553,2024-05,3953644,2026-09-11T23:00:00+0200
DK,I551-I553,2024-06,4216274,2026-09-11T23:00:00+0200
DK,I551-I553,2024-07,7160548,2026-09-11T23:00:00+0200
DK,I551-I553,2024-08,5930950,2026-09-11T23:00:00+0200
DK,I551-I553,2024-09,3502692,2026-09-11T23:00:00+0200
DK,I551-I553,2024-10,2945943,2026-09-11T23:00:00+0200
DK,I551-I553,2024-11,2131869,2026-09-11T23:00:00+0200
DK,I551-I553,2024-12,1875530,2026-09-11T23:00:00+0200
DK,I551-I553,2025-01,1497948,2026-09-11T23:00:00+0200
DK,I551-I553,2025-02,1702279,2026-09-11T23:00:00+0200
DK,I551-I553,2025-03,1992677,2026-09-11T23:00:00+0200
DK,I551-I553,2025-04,3195999,2026-09-11T23:00:00+0200
DK,I551-I553,2025-05,3825219,2026-09-11T23:00:00+0200
DK,I551-I553,2025-06,4379755,2026-09-11T23:00:00+0200
DK,I551-I553,2025-07,7290626,2026-09-11T23:00:00+0200
DK,I551-I553,2025-08,6069015,2026-09-11T23:00:00+0200
DK,I551-I553,2025-09,3523680,2026-09-11T23:00:00+0200
DK,I551-I553,2025-10,3076311,2026-09-11T23:00:00+0200
DK,I551-I553,2025-11,2171333,2026-09-11T23:00:00+0200
DK,I551-I553,2025-12,2035665,2026-09-11T23:00:00+0200
DK,I551-I553,2026-01,1617434,2026-09-11T23:00:00+0200
DK,I551-I553,2026-02,1786927,2026-09-11T23:00:00+0200
DK,I551-I553,2026-03,2272502,2026-09-11T23:00:00+0200
DK,I551-I553,2026-04,3151312,2026-09-11T23:00:00+0200
DK,I551-I553,2026-05,4076922,2026-09-11T23:00:00+0200
DK,I551-I553,2026-06,4310659,2026-09-11T23:00:00+0200
DK,I552,2015-01,198686,2026-09-11T23:00:00+0200
DK,I552,2015-02,302062,2026-09-11T23:00:00+0200
DK,I552,2015-03,291649,2026-09-11T23:00:00+0200
DK,I552,2015-04,384120,2026-09-11T23:00:00+0200
DK,I552,2015-05,482969,2026-09-11T23:00:00+0200
DK,I552,2015-06,517252,2026-09-11T23:00:00+0200
DK,I552,2015-07,983066,2026-09-11T23:00:00+0200
DK,I552,2015-08,734439,2026-09-11T23:00:00+0200
DK,I552,2015-09,353726,2026-09-11T23:00:00+0200
DK,I552,2015-10,515517,2026-09-11T23:00:00+0200
DK,I552,2015-11,280123,2026-09-11T23:00:00+0200
DK,I552,2015-12,236529,2026-09-11T23:00:00+0200
DK,I552,2016-01,208936,2026-09-11T23:00:00+0200
DK,I552,2016-02,346233,2026-09-11T23:00:00+0200
DK,I552,2016-03,392043,2026-09-11T23:00:00+0200
DK,I552,2016-04,357732,2026-09-11T23:00:00+0200
DK,I552,2016-05,475277,2026-09-11T23:00:00+0200
DK,I552,2016-06,552815,2026-09-11T23:00:00+0200
DK,I552,2016-07,1020674,2026-09-11T23:00:00+0200
DK,I552,2016-08,812252,2026-09-11T23:00:00+0200
DK,I552,2016-09,450223,2026-09-11T23:00:00+0200
DK,I552,2016-10,544783,2026-09-11T23:00:00+0200
DK,I552,2016-11,307846,2026-09-11T23:00:00+0200
DK,I552,2016-12,237980,2026-09-11T23:00:00+0200
DK,I552,2017-01,219824,2026-09-11T23:00:00+0200
DK,I552,2017-02,359475,2026-09-11T23:00:00+0200
DK,I552,2017-03,304970,2026-09-11T23:00:00+0200
DK,I552,2017-04,511673,2026-09-11T23:00:00+0200
DK,I552,2017-05,480799,2026-09-11T23:00:00+0200
DK,I552,2017-06,564999,2026-09-11T23:00:00+0200
DK,I552,2017-07,1013666,2026-09-11T23:00:00+0200
DK,I552,2017-08,806239,2026-09-11T23:00:00+0200
DK,I552,2017-09,488777,2026-09-11T23:00:00+0200
DK,I552,2017-10,560675,2026-09-11T23:00:00+0200
DK,I552,2017-11,329314,2026-09-11T23:00:00+0200
DK,I552,2017-12,259113,2026-09-11T23:00:00+0200
DK,I552,2018-01,272721,2026-09-11T23:00:00+0200
DK,I552,2018-02,380367,2026-09-11T23:00:00+0200
DK,I552,2018-03,429587,2026-09-11T23:00:00+0200
DK,I552,2018-04,410029,2026-09-11T23:00:00+0200
DK,I552,2018-05,547409,2026-09-11T23:00:00+0200
DK,I552,2018-06,552692,2026-09-11T23:00:00+0200
DK,I552,2018-07,1029673,2026-09-11T23:00:00+0200
DK,I552,2018-08,786737,2026-09-11T23:00:00+0200
DK,I552,2018-09,504340,2026-09-11T23:00:00+0200
DK,I552,2018-10,583537,2026-09-11T23:00:00+0200
DK,I552,2018-11,356989,2026-09-11T23:00:00+0200
DK,I552,2018-12,281945,2026-09-11T23:00:00+0200
DK,I552,2019-01,285068,2026-09-11T23:00:00+0200
DK,I552,2019-02,387176,2026-09-11T23:00:00+0200
DK,I552,2019-03,342118,2026-09-11T23:00:00+0200
DK,I552,2019-04,543397,2026-09-11T23:00:00+0200
DK,I552,2019-05,531918,2026-09-11T23:00:00+0200
DK,I552,2019-06,591330,2026-09-11T23:00:00+0200
DK,I552,2019-07,1073560,2026-09-11T23:00:00+0200
DK,I552,2019-08,774080,2026-09-11T23:00:00+0200
DK,I552,2019-09,471377,2026-09-11T23:00:00+0200
DK,I552,2019-10,583943,2026-09-11T23:00:00+0200
DK,I552,2019-11,353417,2026-09-11T23:00:00+0200
DK,I552,2019-12,281256,2026-09-11T23:00:00+0200
DK,I552,2020-01,265136,2026-09-11T23:00:00+0200
DK,I552,2020-02,397179,2026-09-11T23:00:00+0200
DK,I552,2020-03,153785,2026-09-11T23:00:00+0200
DK,I552,2020-04,80624,2026-09-11T23:00:00+0200
DK,I552,2020-05,107380,2026-09-11T23:00:00+0200
DK,I552,2020-06,133949,2026-09-11T23:00:00+0200
DK,I552,2020-07,1019004,2026-09-11T23:00:00+0200
DK,I552,2020-08,617366,2026-09-11T23:00:00+0200
DK,I552,2020-09,398910,2026-09-11T23:00:00+0200
DK,I552,2020-10,452637,2026-09-11T23:00:00+0200
DK,I552,2020-11,189952,2026-09-11T23:00:00+0200
DK,I552,2020-12,122047,2026-09-11T23:00:00+0200
DK,I552,2021-01,81517,2026-09-11T23:00:00+0200
DK,I552,2021-02,149670,2026-09-11T23:00:00+0200
DK,I552,2021-03,138146,2026-09-11T23:00:00+0200
DK,I552,2021-04,159688,2026-09-11T23:00:00+0200
DK,I552,2021-05,287498,2026-09-11T23:00:00+0200
DK,I552,2021-06,442040,2026-09-11T23:00:00+0200
DK,I552,2021-07,996630,2026-09-11T23:00:00+0200
DK,I552,2021-08,804870,2026-09-11T23:00:00+0200
DK,I552,2021-09,565949,2026-09-11T23:00:00+0200
DK,I552,2021-10,673915,2026-09-11T23:00:00+0200
DK,I552,2021-11,431484,2026-09-11T23:00:00+0200
DK,I552,2021-12,236539,2026-09-11T23:00:00+0200
DK,I552,2022-01,156924,2026-09-11T23:00:00+0200
DK,I552,2022-02,423147,2026-09-11T23:00:00+0200
DK,I552,2022-03,427415,2026-09-11T23:00:00+0200
DK,I552,2022-04,633246,2026-09-11T23:00:00+0200
DK,I552,2022-05,624645,2026-09-11T23:00:00+0200
DK,I552,2022-06,734817,2026-09-11T23:00:00+0200
DK,I552,2022-07,1166053,2026-09-11T23:00:00+0200
DK,I552,2022-08,959714,2026-09-11T23:00:00+0200
DK,I552,2022-09,607348,2026-09-11T23:00:00+0200
DK,I552,2022-10,710820,2026-09-11T23:00:00+0200
DK,I552,2022-11,426842,2026-09-11T23:00:00+0200
DK,I552,2022-12,390586,2026-09-11T23:00:00+0200
DK,I552,2023-01,330868,2026-09-11T23:00:00+0200
DK,I552,2023-02,470824,2026-09-11T23:00:00+0200
DK,I552,2023-03,464475,2026-09-11T23:00:00+0200
DK,I552,2023-04,682427,2026-09-11T23:00:00+0200
DK,I552,2023-05,658679,2026-09-11T23:00:00+0200
DK,I552,2023-06,708419,2026-09-11T23:00:00+0200
DK,I552,2023-07,1181096,2026-09-11T23:00:00+0200
DK,I552,2023-08,980446,2026-09-11T23:00:00+0200
DK,I552,2023-09,623786,2026-09-11T23:00:00+0200
DK,I552,2023-10,723514,2026-09-11T23:00:00+0200
DK,I552,2023-11,442119,2026-09-11T23:00:00+0200
DK,I552,2023-12,390303,2026-09-11T23:00:00+0200
DK,I552,2024-01,347855,2026-09-11T23:00:00+0200
DK,I552,2024-02,492996,2026-09-11T23:00:00+0200
DK,I552,2024-03,566465,2026-09-11T23:00:00+0200
DK,I552,2024-04,582118,2026-09-11T23:00:00+0200
DK,I552,2024-05,681704,2026-09-11T23:00:00+0200
DK,I552,2024-06,665967,2026-09-11T23:00:00+0200
DK,I552,2024-07,1143023,2026-09-11T23:00:00+0200
DK,I552,2024-08,970850,2026-09-11T23:00:00+0200
DK,I552,2024-09,618117,2026-09-11T23:00:00+0200
DK,I552,2024-10,752659,2026-09-11T23:00:00+0200
