country,period,arrivals
INDIA,2021-06,7870.0
INDIA,2021-07,17486.0
INDIA,2021-08,67573.0
INDIA,2021-09,23000.0
INDIA,2021-10,17701.0
INDIA,2021-11,70808.0
INDIA,2021-12,89310.0
INDIA,2022-10,91116.0
INDIA,2022-11,76682.0
INDIA,2022-12,103564.0
INDIA,2023-01,122734.0
INDIA,2023-02,80806.0
INDIA,2023-03,105203.0
INDIA,2023-04,135163.0
INDIA,2023-05,199364.0
INDIA,2023-06,172383.0
INDIA,2023-07,156976.0
INDIA,2023-08,220570.0
INDIA,2023-09,162815.0
INDIA,2023-10,135179.0
INDIA,2023-11,117328.0
INDIA,2023-12,153848.0
INDIA,2024-01,169087.0
INDIA,2024-02,117122.0
INDIA,2024-03,157834.0
INDIA,2024-04,175211.0
INDIA,2024-05,263150.0
INDIA,2024-06,233149.0
INDIA,2024-07,198205.0
INDIA,2024-08,240262.0
INDIA,2024-09,181163.0
INDIA,2024-10,154500.0
INDIA,2024-11,137589.0
INDIA,2024-12,163073.0
INDIA,2025-01,173934.0
INDIA,2025-02,115006.0
INDIA,2025-03,152105.0
INDIA,2025-04,176535.0
INDIA,2025-05,263108.0
INDIA,2025-06,214345.0
INDIA,2025-07,187219.0
INDIA,2025-08,204692.0
INDIA,2025-09,160718.0
INDIA,2025-10,143640.0
INDIA,2025-11,124954.0
INDIA,2025-12,144470.0
INDIA,2026-01,146394.0
INDIA,2026-02,106453.0
INDIA,2026-03,117184.0
INDIA,2026-04,156279.0
INDIA,2026-05,242630.0
INDIA,2026-06,202831.0
INDIA,2026-07,182146.0
JAPAN,2015-01,264598.0
JAPAN,2015-02,292450.0
JAPAN,2015-03,350837.0
JAPAN,2015-04,261038.0
JAPAN,2015-05,293158.0
JAPAN,2015-06,295268.0
JAPAN,2015-07,332040.0
JAPAN,2015-08,394284.0
JAPAN,2015-09,378325.0
JAPAN,2015-10,327359.0
JAPAN,2015-11,304836.0
JAPAN,2015-12,298804.0
JAPAN,2016-01,271888.0
JAPAN,2016-02,301323.0
JAPAN,2016-03,338739.0
JAPAN,2016-04,249167.0
JAPAN,2016-05,260624.0
JAPAN,2016-06,276924.0
JAPAN,2016-07,297205.0
JAPAN,2016-08,377614.0
JAPAN,2016-09,344378.0
JAPAN,2016-10,306848.0
JAPAN,2016-11,295396.0
JAPAN,2016-12,283680.0
JAPAN,2017-01,272007.0
JAPAN,2017-02,293445.0
JAPAN,2017-03,347318.0
JAPAN,2017-04,250608.0
JAPAN,2017-05,268323.0
JAPAN,2017-06,283362.0
JAPAN,2017-07,308341.0
JAPAN,2017-08,392925.0
JAPAN,2017-09,318531.0
JAPAN,2017-10,291885.0
JAPAN,2017-11,288186.0
JAPAN,2017-12,280676.0
JAPAN,2018-01,256809.0
JAPAN,2018-02,286421.0
JAPAN,2018-03,335308.0
JAPAN,2018-04,248830.0
JAPAN,2018-05,249982.0
JAPAN,2018-06,267420.0
JAPAN,2018-07,293066.0
JAPAN,2018-08,380422.0
JAPAN,2018-09,305829.0
JAPAN,2018-10,285151.0
JAPAN,2018-11,289432.0
JAPAN,2018-12,294643.0
JAPAN,2019-01,274093.0
JAPAN,2019-02,295492.0
JAPAN,2019-03,341711.0
JAPAN,2019-04,294156.0
JAPAN,2019-05,260788.0
JAPAN,2019-06,283111.0
JAPAN,2019-07,315218.0
JAPAN,2019-08,401562.0
JAPAN,2019-09,348022.0
JAPAN,2019-10,310861.0
JAPAN,2019-11,302043.0
JAPAN,2019-12,325923.0
JAPAN,2020-01,278569.0
JAPAN,2020-02,296256.0
JAPAN,2020-03,91448.0
JAPAN,2020-04,451.0
JAPAN,2020-05,660.0
JAPAN,2020-06,1635.0
JAPAN,2020-07,2818.0
JAPAN,2020-08,5668.0
JAPAN,2020-09,3574.0
JAPAN,2020-10,4188.0
JAPAN,2020-11,4400.0
JAPAN,2020-12,7060.0
JAPAN,2021-01,10000.0
JAPAN,2021-02,3639.0
JAPAN,2021-03,5567.0
JAPAN,2021-04,7159.0
JAPAN,2021-05,6529.0
JAPAN,2021-06,8424.0
JAPAN,2021-07,13733.0
JAPAN,2021-08,16932.0
JAPAN,2021-09,10642.0
JAPAN,2021-10,11526.0
JAPAN,2021-11,13910.0
JAPAN,2021-12,13458.0
JAPAN,2022-10,68365.0
JAPAN,2022-11,72265.0
JAPAN,2022-12,83561.0
JAPAN,2023-01,73710.0
JAPAN,2023-02,82225.0
JAPAN,2023-03,112269.0
JAPAN,2023-04,88003.0
JAPAN,2023-05,97791.0
JAPAN,2023-06,106632.0
JAPAN,2023-07,138042.0
JAPAN,2023-08,197589.0
JAPAN,2023-09,173117.0
JAPAN,2023-10,141477.0
JAPAN,2023-11,152843.0
JAPAN,2023-12,154824.0
JAPAN,2024-01,127274.0
JAPAN,2024-02,147437.0
JAPAN,2024-03,159079.0
JAPAN,2024-04,122897.0
JAPAN,2024-05,133403.0
JAPAN,2024-06,133532.0
JAPAN,2024-07,157893.0
JAPAN,2024-08,221105.0
JAPAN,2024-09,180130.0
JAPAN,2024-10,153635.0
JAPAN,2024-11,141389.0
JAPAN,2024-12,166105.0
JAPAN,2025-01,134109.0
JAPAN,2025-02,152344.0
JAPAN,2025-03,164846.0
JAPAN,2025-04,124363.0
JAPAN,2025-05,138389.0
JAPAN,2025-06,141791.0
JAPAN,2025-07,172329.0
JAPAN,2025-08,244402.0
JAPAN,2025-09,194092.0
JAPAN,2025-10,162363.0
JAPAN,2025-11,157643.0
JAPAN,2025-12,180627.0
JAPAN,2026-01,143699.0
JAPAN,2026-02,160409.0
JAPAN,2026-03,175226.0
JAPAN,2026-04,131224.0
JAPAN,2026-05,142127.0
JAPAN,2026-06,149200.0
JAPAN,2026-07,166902.0
MEXICO,2015-01,1467583.0
MEXICO,2015-02,1186703.0
MEXICO,2015-03,1258750.0
MEXICO,2015-04,1528399.0
MEXICO,2015-05,1549032.0
MEXICO,2015-06,1404126.0
MEXICO,2015-07,1588600.0
MEXICO,2015-08,1696144.0
MEXICO,2015-09,1361682.0
MEXICO,2015-10,1624713.0
MEXICO,2015-11,1792402.0
MEXICO,2015-12,1916090.0
MEXICO,2016-01,1578074.0
MEXICO,2016-02,1285065.0
MEXICO,2016-03,1422900.0
MEXICO,2016-04,1516551.0
MEXICO,2016-05,1573569.0
MEXICO,2016-06,1463526.0
MEXICO,2016-07,1609311.0
MEXICO,2016-08,1663569.0
MEXICO,2016-09,1464908.0
MEXICO,2016-10,1732714.0
MEXICO,2016-11,1734675.0
MEXICO,2016-12,1945723.0
MEXICO,2017-01,1478497.0
MEXICO,2017-02,1171639.0
MEXICO,2017-03,1182757.0
MEXICO,2017-04,1530287.0
MEXICO,2017-05,1390217.0
MEXICO,2017-06,1222317.0
MEXICO,2017-07,1587226.0
MEXICO,2017-08,1618652.0
MEXICO,2017-09,1359192.0
MEXICO,2017-10,1558684.0
MEXICO,2017-11,1772545.0
MEXICO,2017-12,1915995.0
MEXICO,2018-01,1568373.0
MEXICO,2018-02,1275378.0
MEXICO,2018-03,1471764.0
MEXICO,2018-04,1690820.0
MEXICO,2018-05,1516505.0
MEXICO,2018-06,1358956.0
MEXICO,2018-07,1612237.0
MEXICO,2018-08,1590428.0
MEXICO,2018-09,1315798.0
MEXICO,2018-10,1631132.0
MEXICO,2018-11,1643232.0
MEXICO,2018-12,1712782.0
MEXICO,2019-01,1493526.0
MEXICO,2019-02,1158028.0
MEXICO,2019-03,1358941.0
MEXICO,2019-04,1628571.0
MEXICO,2019-05,1485836.0
MEXICO,2019-06,1329916.0
MEXICO,2019-07,1622500.0
MEXICO,2019-08,1617176.0
MEXICO,2019-09,1506785.0
MEXICO,2019-10,1586064.0
MEXICO,2019-11,1689030.0
MEXICO,2019-12,1851808.0
MEXICO,2020-01,1380031.0
MEXICO,2020-02,1071566.0
MEXICO,2020-03,892560.0
MEXICO,2020-04,191412.0
MEXICO,2020-05,218138.0
MEXICO,2020-06,239519.0
MEXICO,2020-07,376825.0
MEXICO,2020-08,501340.0
MEXICO,2020-09,395483.0
MEXICO,2020-10,427048.0
MEXICO,2020-11,508150.0
MEXICO,2020-12,606584.0
MEXICO,2021-01,583415.0
MEXICO,2021-02,410414.0
MEXICO,2021-03,631482.0
MEXICO,2021-04,829966.0
MEXICO,2021-05,980545.0
MEXICO,2021-06,885283.0
MEXICO,2021-07,993741.0
MEXICO,2021-08,1030287.0
MEXICO,2021-09,942695.0
MEXICO,2021-10,1034776.0
MEXICO,2021-11,1122568.0
MEXICO,2021-12,1131199.0
MEXICO,2022-10,1085447.0
MEXICO,2022-11,1132838.0
MEXICO,2022-12,1151371.0
MEXICO,2023-01,1192449.0
MEXICO,2023-02,856756.0
MEXICO,2023-03,977849.0
MEXICO,2023-04,1080366.0
MEXICO,2023-05,1056444.0
MEXICO,2023-06,1072455.0
MEXICO,2023-07,1325360.0
MEXICO,2023-08,1425305.0
MEXICO,2023-09,1277837.0
MEXICO,2023-10,1312887.0
MEXICO,2023-11,1360016.0
MEXICO,2023-12,1429340.0
MEXICO,2024-01,1423255.0
MEXICO,2024-02,1056767.0
MEXICO,2024-03,1140922.0
MEXICO,2024-04,1270408.0
MEXICO,2024-05,1282995.0
MEXICO,2024-06,1290305.0
MEXICO,2024-07,1476322.0
MEXICO,2024-08,1696575.0
MEXICO,2024-09,1468606.0
MEXICO,2024-10,1456721.0
MEXICO,2024-11,1633361.0
MEXICO,2024-12,1700258.0
MEXICO,2025-01,1654004.0
MEXICO,2025-02,1175980.0
MEXICO,2025-03,1296874.0
MEXICO,2025-04,1473868.0
MEXICO,2025-05,1372635.0
MEXICO,2025-06,1355982.0
MEXICO,2025-07,1570728.0
MEXICO,2025-08,1783057.0
MEXICO,2025-09,1473121.0
MEXICO,2025-10,1535912.0
MEXICO,2025-11,1647995.0
MEXICO,2025-12,1639874.0
MEXICO,2026-01,1808555.0
MEXICO,2026-02,1342316.0
MEXICO,2026-03,1527879.0
MEXICO,2026-04,1665114.0
MEXICO,2026-05,1661218.0
MEXICO,2026-06,1540494.0
OVERSEAS,2015-01,2493814.0
OVERSEAS,2015-02,2287648.0
OVERSEAS,2015-03,2841083.0
OVERSEAS,2015-04,3063704.0
OVERSEAS,2015-05,3481788.0
OVERSEAS,2015-06,3324186.0
OVERSEAS,2015-07,4107731.0
OVERSEAS,2015-08,3992804.0
OVERSEAS,2015-09,3577291.0
OVERSEAS,2015-10,3520628.0
OVERSEAS,2015-11,2842308.0
OVERSEAS,2015-12,3167165.0
OVERSEAS,2016-01,2680371.0
OVERSEAS,2016-02,2420004.0
OVERSEAS,2016-03,2923031.0
OVERSEAS,2016-04,2916710.0
OVERSEAS,2016-05,3235378.0
OVERSEAS,2016-06,3315489.0
OVERSEAS,2016-07,3966911.0
OVERSEAS,2016-08,3891504.0
OVERSEAS,2016-09,3512358.0
OVERSEAS,2016-10,3433693.0
OVERSEAS,2016-11,2704372.0
OVERSEAS,2016-12,3129583.0
OVERSEAS,2017-01,2809419.0
OVERSEAS,2017-02,2386406.0
OVERSEAS,2017-03,2764000.0
OVERSEAS,2017-04,3315526.0
OVERSEAS,2017-05,3267355.0
OVERSEAS,2017-06,3400431.0
OVERSEAS,2017-07,3952772.0
OVERSEAS,2017-08,4027400.0
OVERSEAS,2017-09,3392091.0
OVERSEAS,2017-10,3426969.0
OVERSEAS,2017-11,2802071.0
OVERSEAS,2017-12,3361084.0
OVERSEAS,2018-01,2790635.0
OVERSEAS,2018-02,2541786.0
OVERSEAS,2018-03,3128296.0
OVERSEAS,2018-04,3240408.0
OVERSEAS,2018-05,3455401.0
OVERSEAS,2018-06,3485352.0
OVERSEAS,2018-07,4001846.0
OVERSEAS,2018-08,4030653.0
OVERSEAS,2018-09,3503491.0
OVERSEAS,2018-10,3473302.0
OVERSEAS,2018-11,2861624.0
OVERSEAS,2018-12,3370567.0
OVERSEAS,2019-01,2894024.0
OVERSEAS,2019-02,2601702.0
OVERSEAS,2019-03,2885701.0
OVERSEAS,2019-04,3557912.0
OVERSEAS,2019-05,3518224.0
OVERSEAS,2019-06,3484444.0
OVERSEAS,2019-07,4000886.0
OVERSEAS,2019-08,4062448.0
OVERSEAS,2019-09,3484495.0
OVERSEAS,2019-10,3512526.0
OVERSEAS,2019-11,2903408.0
OVERSEAS,2019-12,3487576.0
OVERSEAS,2020-01,2854917.0
OVERSEAS,2020-02,2430615.0
OVERSEAS,2020-03,869768.0
OVERSEAS,2020-04,15147.0
OVERSEAS,2020-05,21119.0
OVERSEAS,2020-06,39455.0
OVERSEAS,2020-07,94385.0
OVERSEAS,2020-08,154546.0
OVERSEAS,2020-09,161175.0
OVERSEAS,2020-10,238555.0
OVERSEAS,2020-11,299785.0
OVERSEAS,2020-12,415003.0
OVERSEAS,2021-01,369717.0
OVERSEAS,2021-02,238525.0
OVERSEAS,2021-03,379823.0
OVERSEAS,2021-04,455607.0
OVERSEAS,2021-05,674914.0
OVERSEAS,2021-06,786200.0
OVERSEAS,2021-07,864239.0
OVERSEAS,2021-08,963344.0
OVERSEAS,2021-09,714997.0
OVERSEAS,2021-10,774650.0
OVERSEAS,2021-11,1253043.0
OVERSEAS,2021-12,1699648.0
OVERSEAS,2022-10,2456788.0
OVERSEAS,2022-11,1941001.0
OVERSEAS,2022-12,2481680.0
OVERSEAS,2023-01,1930467.0
OVERSEAS,2023-02,1791183.0
OVERSEAS,2023-03,2157606.0
OVERSEAS,2023-04,2583769.0
OVERSEAS,2023-05,2588488.0
OVERSEAS,2023-06,2551730.0
OVERSEAS,2023-07,3137570.0
OVERSEAS,2023-08,3340574.0
OVERSEAS,2023-09,2929318.0
OVERSEAS,2023-10,2982006.0
OVERSEAS,2023-11,2404745.0
OVERSEAS,2023-12,3071025.0
OVERSEAS,2024-01,2394242.0
OVERSEAS,2024-02,2253174.0
OVERSEAS,2024-03,2706146.0
OVERSEAS,2024-04,2820940.0
OVERSEAS,2024-05,3042475.0
OVERSEAS,2024-06,2901542.0
OVERSEAS,2024-07,3424737.0
OVERSEAS,2024-08,3595498.0
OVERSEAS,2024-09,3061483.0
OVERSEAS,2024-10,3153605.0
OVERSEAS,2024-11,2555748.0
OVERSEAS,2024-12,3249659.0
OVERSEAS,2025-01,2522578.0
OVERSEAS,2025-02,2198100.0
OVERSEAS,2025-03,2391265.0
OVERSEAS,2025-04,3047094.0
OVERSEAS,2025-05,2958732.0
OVERSEAS,2025-06,2802955.0
OVERSEAS,2025-07,3318992.0
OVERSEAS,2025-08,3492907.0
OVERSEAS,2025-09,2826200.0
OVERSEAS,2025-10,3055342.0
OVERSEAS,2025-11,2466985.0
OVERSEAS,2025-12,3208088.0
OVERSEAS,2026-01,2416502.0
OVERSEAS,2026-02,2215408.0
OVERSEAS,2026-03,2476428.0
OVERSEAS,2026-04,2616826.0
OVERSEAS,2026-05,2765264.0
OVERSEAS,2026-06,2751222.0
OVERSEAS,2026-07,3085919.0
TOTAL ALL COUNTRIES,2015-01,5528348.0
TOTAL ALL COUNTRIES,2015-02,4893897.0
TOTAL ALL COUNTRIES,2015-03,6176981.0
TOTAL ALL COUNTRIES,2015-04,6513761.0
TOTAL ALL COUNTRIES,2015-05,6865244.0
TOTAL ALL COUNTRIES,2015-06,6213956.0
TOTAL ALL COUNTRIES,2015-07,7861626.0
TOTAL ALL COUNTRIES,2015-08,8166951.0
TOTAL ALL COUNTRIES,2015-09,6534393.0
TOTAL ALL COUNTRIES,2015-10,6610185.0
TOTAL ALL COUNTRIES,2015-11,6061547.0
TOTAL ALL COUNTRIES,2015-12,6346637.0
TOTAL ALL COUNTRIES,2016-01,5614591.0
TOTAL ALL COUNTRIES,2016-02,4935260.0
TOTAL ALL COUNTRIES,2016-03,6143910.0
TOTAL ALL COUNTRIES,2016-04,6042233.0
TOTAL ALL COUNTRIES,2016-05,6500006.0
TOTAL ALL COUNTRIES,2016-06,6154158.0
TOTAL ALL COUNTRIES,2016-07,7594735.0
TOTAL ALL COUNTRIES,2016-08,7895284.0
TOTAL ALL COUNTRIES,2016-09,6614195.0
TOTAL ALL COUNTRIES,2016-10,6723729.0
TOTAL ALL COUNTRIES,2016-11,5844020.0
TOTAL ALL COUNTRIES,2016-12,6345367.0
TOTAL ALL COUNTRIES,2017-01,5761573.0
TOTAL ALL COUNTRIES,2017-02,4847524.0
TOTAL ALL COUNTRIES,2017-03,5789340.0
TOTAL ALL COUNTRIES,2017-04,6694435.0
TOTAL ALL COUNTRIES,2017-05,6261694.0
TOTAL ALL COUNTRIES,2017-06,6085765.0
TOTAL ALL COUNTRIES,2017-07,7662834.0
TOTAL ALL COUNTRIES,2017-08,8101069.0
TOTAL ALL COUNTRIES,2017-09,6484238.0
TOTAL ALL COUNTRIES,2017-10,6670085.0
TOTAL ALL COUNTRIES,2017-11,6127815.0
TOTAL ALL COUNTRIES,2017-12,6700374.0
TOTAL ALL COUNTRIES,2018-01,5929209.0
TOTAL ALL COUNTRIES,2018-02,5255134.0
TOTAL ALL COUNTRIES,2018-03,6663070.0
TOTAL ALL COUNTRIES,2018-04,6929931.0
TOTAL ALL COUNTRIES,2018-05,6768050.0
TOTAL ALL COUNTRIES,2018-06,6372295.0
TOTAL ALL COUNTRIES,2018-07,7780063.0
TOTAL ALL COUNTRIES,2018-08,8079538.0
TOTAL ALL COUNTRIES,2018-09,6559060.0
TOTAL ALL COUNTRIES,2018-10,6759361.0
TOTAL ALL COUNTRIES,2018-11,6067153.0
TOTAL ALL COUNTRIES,2018-12,6583054.0
TOTAL ALL COUNTRIES,2019-01,5836439.0
TOTAL ALL COUNTRIES,2019-02,5091485.0
TOTAL ALL COUNTRIES,2019-03,6258503.0
TOTAL ALL COUNTRIES,2019-04,7044707.0
TOTAL ALL COUNTRIES,2019-05,6703974.0
TOTAL ALL COUNTRIES,2019-06,6326970.0
TOTAL ALL COUNTRIES,2019-07,7702922.0
TOTAL ALL COUNTRIES,2019-08,8114715.0
TOTAL ALL COUNTRIES,2019-09,6703451.0
TOTAL ALL COUNTRIES,2019-10,6687063.0
TOTAL ALL COUNTRIES,2019-11,6095118.0
TOTAL ALL COUNTRIES,2019-12,6876248.0
TOTAL ALL COUNTRIES,2020-01,5737655.0
TOTAL ALL COUNTRIES,2020-02,4952787.0
TOTAL ALL COUNTRIES,2020-03,3110473.0
TOTAL ALL COUNTRIES,2020-04,248486.0
TOTAL ALL COUNTRIES,2020-05,268939.0
TOTAL ALL COUNTRIES,2020-06,318998.0
TOTAL ALL COUNTRIES,2020-07,524379.0
TOTAL ALL COUNTRIES,2020-08,720669.0
TOTAL ALL COUNTRIES,2020-09,611593.0
TOTAL ALL COUNTRIES,2020-10,729769.0
TOTAL ALL COUNTRIES,2020-11,881761.0
TOTAL ALL COUNTRIES,2020-12,1106505.0
TOTAL ALL COUNTRIES,2021-01,1045178.0
TOTAL ALL COUNTRIES,2021-02,701043.0
TOTAL ALL COUNTRIES,2021-03,1062013.0
TOTAL ALL COUNTRIES,2021-04,1367834.0
TOTAL ALL COUNTRIES,2021-05,1750554.0
TOTAL ALL COUNTRIES,2021-06,1756616.0
TOTAL ALL COUNTRIES,2021-07,2021624.0
TOTAL ALL COUNTRIES,2021-08,2258290.0
TOTAL ALL COUNTRIES,2021-09,1894455.0
TOTAL ALL COUNTRIES,2021-10,2118328.0
TOTAL ALL COUNTRIES,2021-11,2872992.0
TOTAL ALL COUNTRIES,2021-12,3431173.0
TOTAL ALL COUNTRIES,2022-10,5088299.0
TOTAL ALL COUNTRIES,2022-11,4546326.0
TOTAL ALL COUNTRIES,2022-12,5003963.0
TOTAL ALL COUNTRIES,2023-01,4793098.0
TOTAL ALL COUNTRIES,2023-02,4124309.0
TOTAL ALL COUNTRIES,2023-03,5228496.0
TOTAL ALL COUNTRIES,2023-04,5588517.0
TOTAL ALL COUNTRIES,2023-05,5374474.0
TOTAL ALL COUNTRIES,2023-06,4969591.0
TOTAL ALL COUNTRIES,2023-07,6444443.0
TOTAL ALL COUNTRIES,2023-08,6966956.0
TOTAL ALL COUNTRIES,2023-09,5755858.0
TOTAL ALL COUNTRIES,2023-10,5946899.0
TOTAL ALL COUNTRIES,2023-11,5259600.0
TOTAL ALL COUNTRIES,2023-12,5897618.0
TOTAL ALL COUNTRIES,2024-01,5352037.0
TOTAL ALL COUNTRIES,2024-02,4721687.0
TOTAL ALL COUNTRIES,2024-03,5877910.0
TOTAL ALL COUNTRIES,2024-04,5872467.0
TOTAL ALL COUNTRIES,2024-05,6051477.0
TOTAL ALL COUNTRIES,2024-06,5622265.0
TOTAL ALL COUNTRIES,2024-07,6879281.0
TOTAL ALL COUNTRIES,2024-08,7503774.0
TOTAL ALL COUNTRIES,2024-09,6142987.0
TOTAL ALL COUNTRIES,2024-10,6191664.0
TOTAL ALL COUNTRIES,2024-11,5633688.0
TOTAL ALL COUNTRIES,2024-12,6447628.0
TOTAL ALL COUNTRIES,2025-01,5606123.0
TOTAL ALL COUNTRIES,2025-02,4645699.0
TOTAL ALL COUNTRIES,2025-03,5426751.0
TOTAL ALL COUNTRIES,2025-04,5973368.0
TOTAL ALL COUNTRIES,2025-05,5630766.0
TOTAL ALL COUNTRIES,2025-06,5275537.0
TOTAL ALL COUNTRIES,2025-07,6252054.0
TOTAL ALL COUNTRIES,2025-08,6852771.0
TOTAL ALL COUNTRIES,2025-09,5444848.0
TOTAL ALL COUNTRIES,2025-10,5813366.0
TOTAL ALL COUNTRIES,2025-11,5317965.0
TOTAL ALL COUNTRIES,2025-12,6048545.0
TOTAL ALL COUNTRIES,2026-01,5412343.0
TOTAL ALL COUNTRIES,2026-02,4660883.0
TOTAL ALL COUNTRIES,2026-03,5537310.0
TOTAL ALL COUNTRIES,2026-04,5645630.0
TOTAL ALL COUNTRIES,2026-05,5761256.0
TOTAL ALL COUNTRIES,2026-06,5415892.0
UNITED KINGDOM,2015-01,206833.0
UNITED KINGDOM,2015-02,249942.0
UNITED KINGDOM,2015-03,378833.0
UNITED KINGDOM,2015-04,413856.0
UNITED KINGDOM,2015-05,456290.0
UNITED KINGDOM,2015-06,403778.0
UNITED KINGDOM,2015-07,501603.0
UNITED KINGDOM,2015-08,542259.0
UNITED KINGDOM,2015-09,493927.0
UNITED KINGDOM,2015-10,545370.0
UNITED KINGDOM,2015-11,384431.0
UNITED KINGDOM,2015-12,338257.0
UNITED KINGDOM,2016-01,231173.0
UNITED KINGDOM,2016-02,281040.0
UNITED KINGDOM,2016-03,408643.0
UNITED KINGDOM,2016-04,368421.0
UNITED KINGDOM,2016-05,413235.0
UNITED KINGDOM,2016-06,366890.0
UNITED KINGDOM,2016-07,452787.0
UNITED KINGDOM,2016-08,506056.0
UNITED KINGDOM,2016-09,444589.0
UNITED KINGDOM,2016-10,473222.0
UNITED KINGDOM,2016-11,322315.0
UNITED KINGDOM,2016-12,318721.0
UNITED KINGDOM,2017-01,228304.0
UNITED KINGDOM,2017-02,262524.0
UNITED KINGDOM,2017-03,328846.0
UNITED KINGDOM,2017-04,424831.0
UNITED KINGDOM,2017-05,396757.0
UNITED KINGDOM,2017-06,346934.0
UNITED KINGDOM,2017-07,425962.0
UNITED KINGDOM,2017-08,491959.0
UNITED KINGDOM,2017-09,422367.0
UNITED KINGDOM,2017-10,474808.0
UNITED KINGDOM,2017-11,331612.0
UNITED KINGDOM,2017-12,347803.0
UNITED KINGDOM,2018-01,234289.0
UNITED KINGDOM,2018-02,277551.0
UNITED KINGDOM,2018-03,382460.0
UNITED KINGDOM,2018-04,383237.0
UNITED KINGDOM,2018-05,414354.0
UNITED KINGDOM,2018-06,370369.0
UNITED KINGDOM,2018-07,449450.0
UNITED KINGDOM,2018-08,476112.0
UNITED KINGDOM,2018-09,448180.0
UNITED KINGDOM,2018-10,502065.0
UNITED KINGDOM,2018-11,355146.0
UNITED KINGDOM,2018-12,365965.0
UNITED KINGDOM,2019-01,255152.0
UNITED KINGDOM,2019-02,312569.0
UNITED KINGDOM,2019-03,338792.0
UNITED KINGDOM,2019-04,480061.0
UNITED KINGDOM,2019-05,443280.0
UNITED KINGDOM,2019-06,380661.0
UNITED KINGDOM,2019-07,455044.0
UNITED KINGDOM,2019-08,465983.0
UNITED KINGDOM,2019-09,439892.0
UNITED KINGDOM,2019-10,489621.0
UNITED KINGDOM,2019-11,353227.0
UNITED KINGDOM,2019-12,365715.0
UNITED KINGDOM,2020-01,254498.0
UNITED KINGDOM,2020-02,325736.0
UNITED KINGDOM,2020-03,114927.0
UNITED KINGDOM,2020-04,2753.0
UNITED KINGDOM,2020-05,1118.0
UNITED KINGDOM,2020-06,1905.0
UNITED KINGDOM,2020-07,3368.0
UNITED KINGDOM,2020-08,5889.0
UNITED KINGDOM,2020-09,3980.0
UNITED KINGDOM,2020-10,4712.0
UNITED KINGDOM,2020-11,5109.0
UNITED KINGDOM,2020-12,6037.0
UNITED KINGDOM,2021-01,8881.0
UNITED KINGDOM,2021-02,4332.0
UNITED KINGDOM,2021-03,5912.0
UNITED KINGDOM,2021-04,6776.0
UNITED KINGDOM,2021-05,7551.0
UNITED KINGDOM,2021-06,9639.0
UNITED KINGDOM,2021-07,16734.0
UNITED KINGDOM,2021-08,20672.0
UNITED KINGDOM,2021-09,13993.0
UNITED KINGDOM,2021-10,16760.0
UNITED KINGDOM,2021-11,151116.0
UNITED KINGDOM,2021-12,198383.0
UNITED KINGDOM,2022-10,403609.0
UNITED KINGDOM,2022-11,281585.0
UNITED KINGDOM,2022-12,315610.0
UNITED KINGDOM,2023-01,203897.0
UNITED KINGDOM,2023-02,251750.0
UNITED KINGDOM,2023-03,300896.0
UNITED KINGDOM,2023-04,351279.0
UNITED KINGDOM,2023-05,340202.0
UNITED KINGDOM,2023-06,276208.0
UNITED KINGDOM,2023-07,376916.0
UNITED KINGDOM,2023-08,395944.0
UNITED KINGDOM,2023-09,357125.0
UNITED KINGDOM,2023-10,412676.0
UNITED KINGDOM,2023-11,297862.0
UNITED KINGDOM,2023-12,332779.0
UNITED KINGDOM,2024-01,226799.0
UNITED KINGDOM,2024-02,262478.0
UNITED KINGDOM,2024-03,330937.0
UNITED KINGDOM,2024-04,350860.0
UNITED KINGDOM,2024-05,355648.0
UNITED KINGDOM,2024-06,286654.0
UNITED KINGDOM,2024-07,381714.0
UNITED KINGDOM,2024-08,394975.0
UNITED KINGDOM,2024-09,386227.0
UNITED KINGDOM,2024-10,428256.0
UNITED KINGDOM,2024-11,299676.0
UNITED KINGDOM,2024-12,332895.0
UNITED KINGDOM,2025-01,235115.0
UNITED KINGDOM,2025-02,280586.0
UNITED KINGDOM,2025-03,283561.0
UNITED KINGDOM,2025-04,403974.0
UNITED KINGDOM,2025-05,364071.0
UNITED KINGDOM,2025-06,283628.0
UNITED KINGDOM,2025-07,380233.0
UNITED KINGDOM,2025-08,413430.0
UNITED KINGDOM,2025-09,373675.0
UNITED KINGDOM,2025-10,426538.0
UNITED KINGDOM,2025-11,294151.0
UNITED KINGDOM,2025-12,319162.0
UNITED KINGDOM,2026-01,232424.0
UNITED KINGDOM,2026-02,273512.0
UNITED KINGDOM,2026-03,330242.0
UNITED KINGDOM,2026-04,356712.0
UNITED KINGDOM,2026-05,340648.0
UNITED KINGDOM,2026-06,331535.0
UNITED KINGDOM,2026-07,386960.0
