market,period,arrivals
hong_kong,2006-02,-25.773441218467397
hong_kong,2006-03,-2.9653552554315894
hong_kong,2006-04,104.47479981158736
hong_kong,2006-05,42.367959344182964
hong_kong,2006-06,10.54646710755307
hong_kong,2006-07,10.245951913640823
hong_kong,2006-08,7.79127434773234
hong_kong,2006-09,11.151061419494653
hong_kong,2006-10,23.661689730517125
hong_kong,2006-11,8.11906214590779
hong_kong,2006-12,9.350987114316126
hong_kong,2007-01,-36.53178874894129
hong_kong,2007-02,46.952370774108516
hong_kong,2007-03,16.739788199697443
hong_kong,2007-04,9.53409352683714
hong_kong,2007-05,16.857895631480545
hong_kong,2007-06,35.36681360201513
hong_kong,2007-07,46.56875017385741
hong_kong,2007-08,35.89717943588718
hong_kong,2007-09,26.866663712500554
hong_kong,2007-10,17.84951777957741
hong_kong,2007-11,37.46221129428838
hong_kong,2007-12,31.254054054054052
hong_kong,2008-01,49.595350839431774
hong_kong,2008-02,35.1215728103561
hong_kong,2008-03,58.864122335255615
hong_kong,2008-04,-4.308735771182199
hong_kong,2008-05,42.20153460125823
hong_kong,2008-06,51.2240507065186
hong_kong,2008-07,25.33308028088821
hong_kong,2008-08,32.5948823630431
hong_kong,2008-09,37.097450227034585
hong_kong,2008-10,42.264563485866006
hong_kong,2008-11,4.937981995718843
hong_kong,2008-12,-12.52779836916234
hong_kong,2009-01,33.96736784552962
hong_kong,2009-02,-60.32221604262725
hong_kong,2009-03,-37.76078311410217
hong_kong,2009-04,23.538461538461533
hong_kong,2009-05,-28.986804418985272
hong_kong,2009-06,-49.62893178497269
hong_kong,2009-07,-25.874496502013983
hong_kong,2009-08,-12.790719188854155
hong_kong,2009-09,-16.79957198542712
hong_kong,2009-10,-12.56531857901902
hong_kong,2009-11,-10.232766088244333
hong_kong,2009-12,19.47269303201506
hong_kong,2010-01,-34.43883578562989
hong_kong,2010-02,136.1864713329716
hong_kong,2010-03,19.15855696451392
hong_kong,2010-04,3.624799857676564
hong_kong,2010-05,47.15690158089956
hong_kong,2010-06,81.26646055192944
hong_kong,2010-07,40.64268349982635
hong_kong,2010-08,9.318114312385958
hong_kong,2010-09,3.398964999846882
hong_kong,2010-10,-23.60444968987771
hong_kong,2010-11,-14.608560311284052
hong_kong,2010-12,-16.01907313997478
hong_kong,2011-01,12.738352663652435
hong_kong,2011-02,-5.597779266775149
hong_kong,2011-03,-61.186272892262004
hong_kong,2011-04,-87.60891025365896
hong_kong,2011-05,-71.6523101018011
hong_kong,2011-06,-39.94104021899347
hong_kong,2011-07,-41.13819248758098
hong_kong,2011-08,-25.404650079571482
hong_kong,2011-09,-15.57733882192673
hong_kong,2011-10,16.58284850277751
hong_kong,2011-11,22.9
hong_kong,2011-12,4.4
hong_kong,2012-01,40.816623074687584
hong_kong,2012-02,-41.7107744722273
hong_kong,2012-03,159.91782374610375
hong_kong,2012-04,665.7776238309664
hong_kong,2012-05,180.4816988950276
hong_kong,2012-06,54.996143327957384
hong_kong,2012-07,27.040765965847385
hong_kong,2012-08,15.36320116557394
hong_kong,2012-09,27.53008033114675
hong_kong,2012-10,-4.62388632006315
hong_kong,2012-11,7.427842543976752
hong_kong,2012-12,0.31234551256122245
hong_kong,2013-01,-35.53400061913116
hong_kong,2013-02,96.70528476498626
hong_kong,2013-03,61.91060234396292
hong_kong,2013-04,24.4798263072191
hong_kong,2013-05,82.14890277307563
hong_kong,2013-06,68.99882374230907
hong_kong,2013-07,65.75696359892777
hong_kong,2013-08,61.85246160438419
hong_kong,2013-09,52.328428001650394
hong_kong,2013-10,84.56012770485987
hong_kong,2013-11,73.07469280684799
hong_kong,2013-12,61.67648574180686
hong_kong,2014-01,103.29417037487593
hong_kong,2014-02,14.627071578910119
hong_kong,2014-03,8.546418651628642
hong_kong,2014-04,44.180595930232556
hong_kong,2014-05,19.637727687472534
hong_kong,2014-06,4.574962187629666
hong_kong,2014-07,6.901037089119356
hong_kong,2014-08,4.450513467192451
hong_kong,2014-09,26.17057007168782
hong_kong,2014-10,23.88800794451653
hong_kong,2014-11,36.01206145599005
hong_kong,2014-12,47.19428048881869
hong_kong,2015-01,38.1698502432956
hong_kong,2015-02,68.8
hong_kong,2015-03,81.7918178716541
hong_kong,2015-04,50.7
hong_kong,2015-05,70.36608101237218
hong_kong,2015-06,75.36894111021516
hong_kong,2015-07,73.96737700605104
hong_kong,2015-08,88.71946745641065
hong_kong,2015-09,64.93302038012365
hong_kong,2015-10,66.88430061928713
hong_kong,2015-11,53.429285286976096
hong_kong,2015-12,48.18423133401106
hong_kong,2016-01,42.47680700234778
hong_kong,2016-02,38.81006362904995
hong_kong,2016-03,37.305818823950915
hong_kong,2016-04,6.390361365194551
hong_kong,2016-05,16.09934839918425
hong_kong,2016-06,19.04111988555914
hong_kong,2016-07,16.330208175815315
hong_kong,2016-08,12.634838052959736
hong_kong,2016-09,13.61916662327971
hong_kong,2016-10,19.28339014564611
hong_kong,2016-11,16.493852082950994
hong_kong,2016-12,20.548197554390995
hong_kong,2017-01,48.3745560426199
hong_kong,2017-02,-7.385600252904439
hong_kong,2017-03,2.1838537718851256
hong_kong,2017-04,64.5597076505953
hong_kong,2017-05,29.672393356468575
hong_kong,2017-06,23.724885501799477
hong_kong,2017-07,27.09256350538915
hong_kong,2017-08,23.485000627588803
hong_kong,2017-09,26.406592483408048
hong_kong,2017-10,11.126770625637292
hong_kong,2017-11,13.50872356346737
hong_kong,2017-12,9.205735273194819
hong_kong,2018-01,-13.459775939963126
hong_kong,2018-02,26.923241029141963
hong_kong,2018-03,18.959195957900874
hong_kong,2018-04,-14.071081310830301
hong_kong,2018-05,4.903056701229613
hong_kong,2018-06,1.8582847288638682
hong_kong,2018-07,-3.3649973790863874
hong_kong,2018-08,0.6942432697536693
hong_kong,2018-09,-23.76792155298979
hong_kong,2018-10,-0.9526425603291533
hong_kong,2018-11,-3.320495472051632
hong_kong,2018-12,1.0668635370072899
hong_kong,2019-01,-3.8798903563418863
hong_kong,2019-02,0.47175625553277367
hong_kong,2019-03,-12.379696500401227
hong_kong,2019-04,8.26765964541767
hong_kong,2019-05,-0.7863310674260493
hong_kong,2019-06,1.6935134688079216
hong_kong,2019-07,-4.385790831514186
hong_kong,2019-08,-3.9706854694211273
hong_kong,2019-09,23.58092792492907
hong_kong,2019-10,6.543225174511576
hong_kong,2019-11,19.45042587807447
hong_kong,2019-12,19.18702913288837
hong_kong,2020-01,219358.0
hong_kong,2020-02,115613.0
hong_kong,2020-03,9917.0
hong_kong,2020-04,14.0
hong_kong,2020-05,1.0
hong_kong,2020-06,7.0
hong_kong,2020-07,19.0
hong_kong,2020-08,41.0
hong_kong,2020-09,89.0
hong_kong,2020-10,221.0
hong_kong,2020-11,453.0
hong_kong,2020-12,287.0
hong_kong,2021-01,161.0
hong_kong,2021-02,39.0
hong_kong,2021-03,58.0
hong_kong,2021-04,59.0
hong_kong,2021-05,65.0
hong_kong,2021-06,53.0
hong_kong,2021-07,253.0
hong_kong,2021-08,123.0
hong_kong,2021-09,120.0
hong_kong,2021-10,144.0
hong_kong,2021-11,104.0
hong_kong,2021-12,73.0
hong_kong,2022-01,71.0
hong_kong,2022-02,70.0
hong_kong,2022-03,488.0
hong_kong,2022-04,1320.0
hong_kong,2022-05,744.0
hong_kong,2022-06,833.0
hong_kong,2022-07,1091.0
hong_kong,2022-08,1299.0
hong_kong,2022-09,2824.0
hong_kong,2022-10,36242.0
hong_kong,2022-11,82989.0
hong_kong,2022-12,141314.0
hong_kong,2023-01,151939.0
hong_kong,2023-02,119405.0
hong_kong,2023-03,144881.0
hong_kong,2023-04,152819.0
hong_kong,2023-05,154393.0
hong_kong,2023-06,186324.0
hong_kong,2023-07,216413.0
hong_kong,2023-08,206267.0
hong_kong,2023-09,151137.0
hong_kong,2023-10,179316.0
hong_kong,2023-11,200428.0
hong_kong,2023-12,251080.0
hong_kong,2024-01,186300.0
hong_kong,2024-02,205884.0
hong_kong,2024-03,231373.0
hong_kong,2024-04,184460.0
hong_kong,2024-05,217486.0
hong_kong,2024-06,250604.0
hong_kong,2024-07,279069.0
hong_kong,2024-08,246557.0
hong_kong,2024-09,170216.0
hong_kong,2024-10,198827.0
hong_kong,2024-11,227062.0
hong_kong,2024-12,285553.0
hong_kong,2025-01,243687.0
hong_kong,2025-02,195543.0
hong_kong,2025-03,208369.0
hong_kong,2025-04,263649.0
hong_kong,2025-05,193044.0
hong_kong,2025-06,166764.0
hong_kong,2025-07,176019.0
hong_kong,2025-08,226069.0
hong_kong,2025-09,149472.0
hong_kong,2025-10,196017.0
hong_kong,2025-11,207633.0
hong_kong,2025-12,291133.0
hong_kong,2026-01,200048.0
hong_kong,2026-02,233940.0
hong_kong,2026-03,216271.0
hong_kong,2026-04,225991.0
hong_kong,2026-05,207937.0
hong_kong,2026-06,214300.0
hong_kong,2026-07,272500.0
korea,2003-01,25.085379322062693
korea,2003-02,13.548931722710194
korea,2003-03,13.297534679945471
korea,2003-04,-14.282774636708368
korea,2003-05,-6.14379351471473
korea,2003-06,22.497228164092675
korea,2003-07,24.798223281512378
korea,2003-08,25.750265761713948
korea,2003-09,20.916336882002113
korea,2003-10,19.762106252938423
korea,2003-11,12.277755140577
korea,2003-12,10.6365107018417
korea,2004-01,11.91743979135822
korea,2004-02,26.312528764116536
korea,2004-03,3.3479990080002864
korea,2004-04,37.66704390868455
korea,2004-05,25.61799461291163
korea,2004-06,6.299198200751505
korea,2004-07,-0.3118934973616092
korea,2004-08,-7.778428057398017
korea,2004-09,4.25471106685842
korea,2004-10,-3.5252459428266434
korea,2004-11,13.626023456516933
korea,2004-12,13.242227408636325
korea,2005-01,6.062445004096247
korea,2005-02,4.363850390280135
korea,2005-03,16.39500159977247
korea,2005-04,1.3759372898104232
korea,2005-05,-1.3038328188900152
korea,2005-06,14.542139349267643
korea,2005-07,6.002363625054414
korea,2005-08,13.571940628268564
korea,2005-09,15.197686654934856
korea,2005-10,19.34698926568845
korea,2005-11,9.404918633003305
korea,2005-12,17.545544087338698
korea,2006-01,10.193105421255908
korea,2006-02,16.981322089884927
korea,2006-03,13.826806044455296
korea,2006-04,33.23367517447005
korea,2006-05,41.11133498611488
korea,2006-06,15.414823881000487
korea,2006-07,15.961741579626803
korea,2006-08,13.996864636095992
korea,2006-09,20.098411747998384
korea,2006-10,27.924309580634173
korea,2006-11,26.242861821962094
korea,2006-12,30.041192831743132
korea,2007-01,24.798795368399198
korea,2007-02,16.14219549010268
korea,2007-03,26.59806400976717
korea,2007-04,17.153273452725685
korea,2007-05,31.211199404022835
korea,2007-06,23.82730667638218
korea,2007-07,28.646608171155037
korea,2007-08,23.167311148630247
korea,2007-09,28.657534947044127
korea,2007-10,18.729111252072215
korea,2007-11,23.232072555809992
korea,2007-12,13.112011176209393
korea,2008-01,12.994799251092147
korea,2008-02,16.065525164924765
korea,2008-03,-0.6607637729770346
korea,2008-04,6.9553626717324875
korea,2008-05,8.368858082373265
korea,2008-06,2.8009247097147068
korea,2008-07,-6.406302854850253
korea,2008-08,-8.557468024187756
korea,2008-09,-20.74808978269725
korea,2008-10,-15.234559143743525
korea,2008-11,-46.213064333052614
korea,2008-12,-48.29793243430848
korea,2009-01,-52.22234086816921
korea,2009-02,-54.47427578807541
korea,2009-03,-42.20531913758708
korea,2009-04,-44.40317547543815
korea,2009-05,-48.5262592613614
korea,2009-06,-46.72571437332939
korea,2009-07,-28.454655868743885
korea,2009-08,-23.03690450284904
korea,2009-09,-33.88414209863154
korea,2009-10,-30.51259507213831
korea,2009-11,10.937047941591914
korea,2009-12,64.83676228217996
korea,2010-01,78.83797281050587
korea,2010-02,84.96759532025925
korea,2010-03,56.24826949700045
korea,2010-04,67.30825236292392
korea,2010-05,70.89832650533941
korea,2010-06,71.80847491773554
korea,2010-07,38.681860902255636
korea,2010-08,29.266389858995637
korea,2010-09,83.91485730539489
korea,2010-10,47.74114867182436
korea,2010-11,51.29438295326415
korea,2010-12,13.751284917456346
korea,2011-01,15.649442153301194
korea,2011-02,17.117663713950577
korea,2011-03,-47.361115213089576
korea,2011-04,-66.35229082929814
korea,2011-05,-58.30239622004725
korea,2011-06,-42.030175109443405
korea,2011-07,-40.678633752943774
korea,2011-08,-40.44523294529371
korea,2011-09,-36.88052584095889
korea,2011-10,-31.765112547657992
korea,2011-11,-32.06383971122062
korea,2011-12,-30.1
korea,2012-01,-35.536278542896326
korea,2012-02,-27.031169055430837
korea,2012-03,68.63702157740599
korea,2012-04,138.78821131838848
korea,2012-05,87.0414454733735
korea,2012-06,46.53765760906211
korea,2012-07,35.449436998850445
korea,2012-08,37.22641637761001
korea,2012-09,19.035251069946753
korea,2012-10,27.13690561700905
korea,2012-11,36.97363609906796
korea,2012-12,41.27147863441104
korea,2013-01,35.52369942196532
korea,2013-02,38.67179411329684
korea,2013-03,37.696868075932684
korea,2013-04,34.07627213224529
korea,2013-05,45.51899249718406
korea,2013-06,39.00191282513097
korea,2013-07,28.619248185302126
korea,2013-08,6.8069625899565835
korea,2013-09,12.870003156262428
korea,2013-10,-5.8739220933690035
korea,2013-11,-6.894860996856565
korea,2013-12,-8.554138534633665
korea,2014-01,8.982922168765157
korea,2014-02,-1.2321344767268272
korea,2014-03,-7.18448290858484
korea,2014-04,-5.009572587634466
korea,2014-05,-14.60926225565224
korea,2014-06,-1.8334003262951342
korea,2014-07,2.76607429751796
korea,2014-08,16.6730085662048
korea,2014-09,32.33454306713111
korea,2014-10,57.68766624755958
korea,2014-11,39.86401483900036
korea,2014-12,48.159106570556645
korea,2015-01,40.14449136456676
korea,2015-02,38.918886229924595
korea,2015-03,39.607867637105755
korea,2015-04,57.0
korea,2015-05,61.52010365507036
korea,2015-06,21.15536543538161
korea,2015-07,37.113595303520356
korea,2015-08,55.500182954961275
korea,2015-09,38.56694642356757
korea,2015-10,48.58821125344082
korea,2015-11,50.52566843353736
korea,2015-12,53.433516793833945
korea,2016-01,43.7863906862184
korea,2016-02,52.6373236808717
korea,2016-03,39.4923104461582
korea,2016-04,16.099127106319685
korea,2016-05,-4.217331612706843
korea,2016-06,38.11509956104078
korea,2016-07,30.02015712669322
korea,2016-08,17.381340304012326
korea,2016-09,42.75522551343468
korea,2016-10,21.225481471893687
korea,2016-11,18.639414192221665
korea,2016-12,18.938737802413527
korea,2017-01,21.465985872683248
korea,2017-02,22.241848241298186
korea,2017-03,30.554701556179936
korea,2017-04,56.824916586552064
korea,2017-05,85.00966605757264
korea,2017-06,63.76923409094181
korea,2017-07,44.07482640131721
korea,2017-08,35.29472007530609
korea,2017-09,29.323477638906297
korea,2017-10,38.12236545027861
korea,2017-11,45.83690544788462
korea,2017-12,37.32563878505428
korea,2018-01,28.52521925441507
korea,2018-02,18.04945851624451
korea,2018-03,26.793747913889444
korea,2018-04,15.126562536623723
korea,2018-05,14.57580355417505
korea,2018-06,6.554140877553505
korea,2018-07,-5.601171381279634
korea,2018-08,-4.342539265329259
korea,2018-09,-13.854206882929155
korea,2018-10,-8.013708337091096
korea,2018-11,-5.523735793538109
korea,2018-12,0.39195469174626574
korea,2019-01,-3.039625984056049
korea,2019-02,1.056869936949223
korea,2019-03,-5.428006640869776
korea,2019-04,-11.260205192295347
korea,2019-05,-5.771954618922315
korea,2019-06,0.9411675426701009
korea,2019-07,-7.612101593379748
korea,2019-08,-48.02008953751299
korea,2019-09,-58.04916484794667
korea,2019-10,-65.46055856688656
korea,2019-11,-65.14153886432295
korea,2019-12,-63.619223963636685
korea,2020-01,316812.0
korea,2020-02,143896.0
korea,2020-03,16669.0
korea,2020-04,299.0
korea,2020-05,18.0
korea,2020-06,122.0
korea,2020-07,294.0
korea,2020-08,749.0
korea,2020-09,1426.0
korea,2020-10,2021.0
korea,2020-11,2825.0
korea,2020-12,2808.0
korea,2021-01,2535.0
korea,2021-02,910.0
korea,2021-03,1956.0
korea,2021-04,1076.0
korea,2021-05,950.0
korea,2021-06,835.0
korea,2021-07,1808.0
korea,2021-08,1647.0
korea,2021-09,2224.0
korea,2021-10,1921.0
korea,2021-11,2021.0
korea,2021-12,1064.0
korea,2022-01,1264.0
korea,2022-02,913.0
korea,2022-03,6694.0
korea,2022-04,7699.0
korea,2022-05,8805.0
korea,2022-06,11168.0
korea,2022-07,20384.0
korea,2022-08,28515.0
korea,2022-09,32764.0
korea,2022-10,122959.0
korea,2022-11,315421.0
korea,2022-12,456165.0
korea,2023-01,565251.0
korea,2023-02,568622.0
korea,2023-03,466810.0
korea,2023-04,466987.0
korea,2023-05,515717.0
korea,2023-06,545089.0
korea,2023-07,626830.0
korea,2023-08,569092.0
korea,2023-09,570369.0
korea,2023-10,631124.0
korea,2023-11,649877.0
korea,2023-12,782726.0
korea,2024-01,857039.0
korea,2024-02,818562.0
korea,2024-03,663102.0
korea,2024-04,661259.0
korea,2024-05,738872.0
korea,2024-06,703277.0
korea,2024-07,757679.0
korea,2024-08,612172.0
korea,2024-09,656753.0
korea,2024-10,732167.0
korea,2024-11,749506.0
korea,2024-12,867377.0
korea,2025-01,967100.0
korea,2025-02,847358.0
korea,2025-03,691725.0
korea,2025-04,721672.0
korea,2025-05,825883.0
korea,2025-06,729860.0
korea,2025-07,678566.0
korea,2025-08,660917.0
korea,2025-09,670563.0
korea,2025-10,867261.0
korea,2025-11,824567.0
korea,2025-12,974239.0
korea,2026-01,1176089.0
korea,2026-02,1086381.0
korea,2026-03,795612.0
korea,2026-04,878579.0
korea,2026-05,951328.0
korea,2026-06,787100.0
korea,2026-07,894700.0
taiwan,2003-01,20.737148399612025
taiwan,2003-02,-13.951569229182255
taiwan,2003-03,5.41649569142389
taiwan,2003-04,-42.06874173177246
taiwan,2003-05,-77.2067803889463
taiwan,2003-06,-61.14734882438116
taiwan,2003-07,-11.79820992676973
taiwan,2003-08,12.13648932112892
taiwan,2003-09,28.934437960150746
taiwan,2003-10,19.683642636066708
taiwan,2003-11,5.410620902997707
taiwan,2003-12,5.09051958770128
taiwan,2004-01,41.36772610422997
taiwan,2004-02,-7.541882698474538
taiwan,2004-03,29.139743090696783
taiwan,2004-04,108.1218492826059
taiwan,2004-05,448.3483483483483
taiwan,2004-06,263.3385390785831
taiwan,2004-07,45.0673542880007
taiwan,2004-08,6.203832622997865
taiwan,2004-09,1.6402945130298434
taiwan,2004-10,-3.8115973137898322
taiwan,2004-11,4.636798121803281
taiwan,2004-12,8.987769014837596
taiwan,2005-01,-21.049531957101237
taiwan,2005-02,56.235717411387185
taiwan,2005-03,8.214371835061485
taiwan,2005-04,24.507794546922554
taiwan,2005-05,22.835727938491928
taiwan,2005-06,18.706223685367362
taiwan,2005-07,17.52451731535396
taiwan,2005-08,16.118249869901135
taiwan,2005-09,22.4260735563564
taiwan,2005-10,13.80281390801666
taiwan,2005-11,25.3565895614082
taiwan,2005-12,29.676361016143602
taiwan,2006-01,43.37874445447764
taiwan,2006-02,-4.036348924781379
taiwan,2006-03,5.7647098147137115
taiwan,2006-04,7.160672419813437
taiwan,2006-05,-3.629624449262181
taiwan,2006-06,-9.234997860364075
taiwan,2006-07,-4.564093537514751
taiwan,2006-08,-3.21468585710592
taiwan,2006-09,-1.5174190990633747
taiwan,2006-10,14.718048798707656
taiwan,2006-11,2.2767467132598966
taiwan,2006-12,1.422254799962161
taiwan,2007-01,-19.81288791529755
taiwan,2007-02,36.9978812643231
taiwan,2007-03,14.672327156657232
taiwan,2007-04,-3.3523410527949125
taiwan,2007-05,2.1743468795355483
taiwan,2007-06,4.596804903258558
taiwan,2007-07,-3.744057052297947
taiwan,2007-08,5.574354407836154
taiwan,2007-09,18.803590837727953
taiwan,2007-10,6.284644499613364
taiwan,2007-11,12.631381576891428
taiwan,2007-12,8.429016051383087
taiwan,2008-01,21.293524410094136
taiwan,2008-02,-9.97680180535609
taiwan,2008-03,-11.815718157181578
taiwan,2008-04,13.05168012586897
taiwan,2008-05,19.731526940525754
taiwan,2008-06,12.933844180160193
taiwan,2008-07,10.162442960450207
taiwan,2008-08,0.5862010796221284
taiwan,2008-09,-13.336947682298728
taiwan,2008-10,-3.268594534983464
taiwan,2008-11,-13.489017341040466
taiwan,2008-12,-23.706164398288493
taiwan,2009-01,-8.947072072072075
taiwan,2009-02,-48.06906827942852
taiwan,2009-03,-21.461981602825205
taiwan,2009-04,-35.19416614003819
taiwan,2009-05,-47.87486467648411
taiwan,2009-06,-53.06904094868941
taiwan,2009-07,-25.444015692741786
taiwan,2009-08,-3.7767808477631917
taiwan,2009-09,-24.27373318736315
taiwan,2009-10,-22.415048928017228
taiwan,2009-11,-8.77164849262347
taiwan,2009-12,10.799385629940673
taiwan,2010-01,-7.396986374786138
taiwan,2010-02,77.92330542803131
taiwan,2010-03,18.746269448607933
taiwan,2010-04,20.17355480562739
taiwan,2010-05,62.408068623127576
taiwan,2010-06,86.2815648305639
taiwan,2010-07,32.13489553631604
taiwan,2010-08,-1.1442166081341298
taiwan,2010-09,32.70901369544731
taiwan,2010-10,7.83909547328463
taiwan,2010-11,4.77764106169802
taiwan,2010-12,3.6194376263814547
taiwan,2011-01,8.086901356720716
taiwan,2011-02,-11.355012521818324
taiwan,2011-03,-52.98132344399267
taiwan,2011-04,-67.3595915390226
taiwan,2011-05,-40.47543970289398
taiwan,2011-06,-23.00877963125548
taiwan,2011-07,-25.806768023540954
taiwan,2011-08,-12.616583508171857
taiwan,2011-09,-17.561350439155348
taiwan,2011-10,2.578587785537195
taiwan,2011-11,-3.5923589674764003
taiwan,2011-12,-4.4
taiwan,2012-01,29.51964166194719
taiwan,2012-02,-8.103075573058234
taiwan,2012-03,118.68868036583916
taiwan,2012-04,287.52793296089385
taiwan,2012-05,78.0393772624268
taiwan,2012-06,43.343254307641445
taiwan,2012-07,41.322051824431526
taiwan,2012-08,29.80751770473941
taiwan,2012-09,39.35886544905375
taiwan,2012-10,24.686586164589542
taiwan,2012-11,43.02666836799796
taiwan,2012-12,42.48219213245204
taiwan,2013-01,-11.478498684241913
taiwan,2013-02,74.99243077066399
taiwan,2013-03,60.15946641754567
taiwan,2013-04,42.66911738205931
taiwan,2013-05,61.75862866966412
taiwan,2013-06,80.56514613928178
taiwan,2013-07,48.74395050641124
taiwan,2013-08,51.50342340661987
taiwan,2013-09,75.12085679210938
taiwan,2013-10,57.957000384717816
taiwan,2013-11,44.3231494172702
taiwan,2013-12,34.58001171012924
taiwan,2014-01,76.85841304054964
taiwan,2014-02,27.25838973069014
taiwan,2014-03,41.48998222981862
taiwan,2014-04,30.29424246710991
taiwan,2014-05,44.08553253455278
taiwan,2014-06,12.027809352613076
taiwan,2014-07,17.11264475769596
taiwan,2014-08,17.916427281680896
taiwan,2014-09,6.7456633985032255
taiwan,2014-10,21.965705078664726
taiwan,2014-11,32.91448673496339
taiwan,2014-12,41.887767395785914
taiwan,2015-01,10.213128989503502
taiwan,2015-02,45.161712029701675
taiwan,2015-03,33.23138871578544
taiwan,2015-04,30.0
taiwan,2015-05,20.454118306223123
taiwan,2015-06,35.77597394936171
taiwan,2015-07,29.4949089919661
taiwan,2015-08,36.56746610055205
taiwan,2015-09,37.18347622476753
taiwan,2015-10,31.952242336730706
taiwan,2015-11,25.359377642482656
taiwan,2015-12,25.3908276961686
taiwan,2016-01,47.88536411177921
taiwan,2016-02,25.69824151916606
taiwan,2016-03,18.157548194895185
taiwan,2016-04,14.628215074297302
taiwan,2016-05,10.538835423063688
taiwan,2016-06,15.234776664552214
taiwan,2016-07,9.765181111636423
taiwan,2016-08,6.152028006332628
taiwan,2016-09,14.732730928335386
taiwan,2016-10,3.1594785812613964
taiwan,2016-11,1.4300216864137667
taiwan,2016-12,4.862477474596602
taiwan,2017-01,9.285182404202345
taiwan,2017-02,-1.7250717108298375
taiwan,2017-03,3.4969549330085243
taiwan,2017-04,7.5964754727786215
taiwan,2017-05,8.521472801118591
taiwan,2017-06,8.989292177759893
taiwan,2017-07,12.49414360632943
taiwan,2017-08,13.383967207014706
taiwan,2017-09,0.07884392930519368
taiwan,2017-10,18.799741576552307
taiwan,2017-11,20.761856626510024
taiwan,2017-12,14.63033120945984
taiwan,2018-01,-0.06927715136915147
taiwan,2018-02,16.884919419975454
taiwan,2018-03,13.96182226877405
taiwan,2018-04,13.715803632774314
taiwan,2018-05,8.009895182724659
taiwan,2018-06,5.371734051655541
taiwan,2018-07,3.105435687992042
taiwan,2018-08,4.421942446995186
taiwan,2018-09,-5.36348894179347
taiwan,2018-10,-9.84602012852237
taiwan,2018-11,-3.1039875763399727
taiwan,2018-12,5.09332865959764
taiwan,2019-01,10.548838589303955
taiwan,2019-02,-0.2566993798302608
taiwan,2019-03,3.8971131156767536
taiwan,2019-04,-14.163627931121049
taiwan,2019-05,-3.0837815177603756
taiwan,2019-06,0.9170597183160112
taiwan,2019-07,-0.27298017473337666
taiwan,2019-08,6.52083000676717
taiwan,2019-09,14.292919165588103
taiwan,2019-10,8.97393008510852
taiwan,2019-11,11.422685099671796
taiwan,2019-12,3.7163107894815113
taiwan,2020-01,461239.0
taiwan,2020-02,220420.0
taiwan,2020-03,7700.0
taiwan,2020-04,337.0
taiwan,2020-05,8.0
taiwan,2020-06,45.0
taiwan,2020-07,102.0
taiwan,2020-08,448.0
taiwan,2020-09,767.0
taiwan,2020-10,1258.0
taiwan,2020-11,1177.0
taiwan,2020-12,975.0
taiwan,2021-01,592.0
taiwan,2021-02,423.0
taiwan,2021-03,552.0
taiwan,2021-04,405.0
taiwan,2021-05,327.0
taiwan,2021-06,300.0
taiwan,2021-07,549.0
taiwan,2021-08,387.0
taiwan,2021-09,390.0
taiwan,2021-10,425.0
taiwan,2021-11,390.0
taiwan,2021-12,276.0
taiwan,2022-01,492.0
taiwan,2022-02,601.0
taiwan,2022-03,2461.0
taiwan,2022-04,2838.0
taiwan,2022-05,1861.0
taiwan,2022-06,2416.0
taiwan,2022-07,3945.0
taiwan,2022-08,5007.0
taiwan,2022-09,6756.0
taiwan,2022-10,35028.0
taiwan,2022-11,99533.0
taiwan,2022-12,170159.0
taiwan,2023-01,259340.0
taiwan,2023-02,248493.0
taiwan,2023-03,278902.0
taiwan,2023-04,291564.0
taiwan,2023-05,303343.0
taiwan,2023-06,388976.0
taiwan,2023-07,422356.0
taiwan,2023-08,396346.0
taiwan,2023-09,385259.0
taiwan,2023-10,424857.0
taiwan,2023-11,403498.0
taiwan,2023-12,399500.0
taiwan,2024-01,492288.0
taiwan,2024-02,502237.0
taiwan,2024-03,484454.0
taiwan,2024-04,459723.0
taiwan,2024-05,466008.0
taiwan,2024-06,574487.0
taiwan,2024-07,571698.0
taiwan,2024-08,564360.0
taiwan,2024-09,470635.0
taiwan,2024-10,478902.0
taiwan,2024-11,488362.0
taiwan,2024-12,491162.0
taiwan,2025-01,593431.0
taiwan,2025-02,507346.0
taiwan,2025-03,522886.0
taiwan,2025-04,537638.0
taiwan,2025-05,538428.0
taiwan,2025-06,585070.0
taiwan,2025-07,604177.0
taiwan,2025-08,620753.0
taiwan,2025-09,526982.0
taiwan,2025-10,595915.0
taiwan,2025-11,542389.0
taiwan,2025-12,588409.0
taiwan,2026-01,694551.0
taiwan,2026-02,693620.0
taiwan,2026-03,653346.0
taiwan,2026-04,643477.0
taiwan,2026-05,616804.0
taiwan,2026-06,670400.0
taiwan,2026-07,763800.0
total,2003-01,14.839730200617439
total,2003-02,-1.3027361959203319
total,2003-03,5.202357419004031
total,2003-04,-23.094767983630803
total,2003-05,-34.19893874405125
total,2003-06,-20.105956841969245
total,2003-07,-0.062207735076441395
total,2003-08,13.534019155436283
total,2003-09,13.99253127125337
total,2003-10,11.878858785154293
total,2003-11,9.862633084241978
total,2003-12,6.280703715181275
total,2004-01,19.405030975031437
total,2004-02,5.736079560563127
total,2004-03,7.044024055329004
total,2004-04,54.400741129884125
total,2004-05,73.56062128762625
total,2004-06,43.29131092327293
