variable,activity,period,value
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-01,107.15757
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-02,106.86657
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-03,70.08063
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-04,37.71945
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-05,39.73788
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-06,47.50843
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-07,43.34541
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-08,58.21696
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-09,65.76866
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-10,71.84129
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-11,77.69519
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2020-12,75.36625
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-01,73.979
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-02,81.20865
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-03,58.08578
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-04,62.67682
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-05,71.56815
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-06,79.70536
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-07,82.99977
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-08,85.85392
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-09,89.67825
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-10,91.13313
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-11,94.49671
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2021-12,92.81837
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-01,91.70581
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-02,94.20165
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-03,96.90999
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-04,100.10255
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-05,101.79645
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-06,100.60315
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-07,101.67245
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-08,104.41109
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-09,104.80727
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-10,101.89077
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-11,100.0679
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2022-12,100.34899
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-01,104.36886
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-02,104.5693
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-03,99.68597
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-04,104.16862
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-05,103.77751
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-06,106.06603
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-07,108.99052
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-08,103.86945
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-09,104.25612
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-10,105.47193
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-11,106.80906
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2023-12,109.87872
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-01,108.55686
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-02,108.24477
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-03,107.57942
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-04,105.94834
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-05,108.83634
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-06,110.11298
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-07,112.17437
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-08,110.05219
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-09,109.51774
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-10,111.51638
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-11,112.66316
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2024-12,114.61188
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-01,110.78667
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-02,109.85781
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-03,113.17122
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-04,111.85383
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-05,111.14889
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-06,110.72842
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-07,110.93664
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-08,112.62518
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-09,112.8165
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-10,112.48621
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-11,112.93409
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2025-12,113.16462
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2026-01,112.81377
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2026-02,114.28004
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2026-03,112.97108
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2026-04,114.6283
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2026-05,115.17748
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2026-06,113.78156
PMS - Número-índice com ajuste sazonal (2022=100),1.1 Serviços de alojamento e alimentação,2026-07,113.85926
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2011-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2012-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2013-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2014-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2015-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2016-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2017-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2018-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2019-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2020-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-01,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-02,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-03,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-04,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-05,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-06,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-07,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-08,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-09,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-10,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-11,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2021-12,
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-01,129.75184
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-02,80.13388
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-03,90.28971
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-04,95.13732
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-05,86.70936
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-06,82.77728
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-07,116.3587
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-08,94.0138
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-09,95.90086
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-10,103.29538
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-11,103.14158
PMS - Número-índice (2022=100),1.1.1 Alojamento,2022-12,122.49027
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-01,152.2652
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-02,109.54915
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-03,98.54631
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-04,95.57413
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-05,87.26739
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-06,84.7376
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-07,118.81698
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-08,95.69905
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-09,102.22349
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-10,109.30671
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-11,109.18909
PMS - Número-índice (2022=100),1.1.1 Alojamento,2023-12,131.92168
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-01,146.44279
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-02,108.63802
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-03,113.29718
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-04,95.58684
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-05,91.80209
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-06,88.45572
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-07,115.44344
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-08,97.52272
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-09,101.374
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-10,108.37486
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-11,114.76564
PMS - Número-índice (2022=100),1.1.1 Alojamento,2024-12,133.37403
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-01,143.76746
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-02,102.88926
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-03,125.89394
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-04,105.9668
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-05,98.58664
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-06,91.2366
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-07,117.22726
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-08,102.78138
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-09,103.61958
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-10,111.28631
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-11,110.7321
PMS - Número-índice (2022=100),1.1.1 Alojamento,2025-12,132.40714
PMS - Número-índice (2022=100),1.1.1 Alojamento,2026-01,143.11525
PMS - Número-índice (2022=100),1.1.1 Alojamento,2026-02,111.41859
PMS - Número-índice (2022=100),1.1.1 Alojamento,2026-03,109.436
PMS - Número-índice (2022=100),1.1.1 Alojamento,2026-04,105.43436
PMS - Número-índice (2022=100),1.1.1 Alojamento,2026-05,97.63365
PMS - Número-índice (2022=100),1.1.1 Alojamento,2026-06,88.71499
PMS - Número-índice (2022=100),1.1.1 Alojamento,2026-07,111.83712
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2011-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2012-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2013-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2014-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2015-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-09,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-10,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-11,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2016-12,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-01,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-02,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-03,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-04,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-05,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-06,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-07,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-08,
PMS - Número-índice com ajuste sazonal (2022=100),1.1.1 Alojamento,2017-09,
