series,vector,period,value
canadians_returning_from_us_total,1296956586,2018-12,3329676.0
canadians_returning_from_us_total,1296956586,2019-01,3035434.0
canadians_returning_from_us_total,1296956586,2019-02,2836843.0
canadians_returning_from_us_total,1296956586,2019-03,4004204.0
canadians_returning_from_us_total,1296956586,2019-04,3816335.0
canadians_returning_from_us_total,1296956586,2019-05,3743616.0
canadians_returning_from_us_total,1296956586,2019-06,3491187.0
canadians_returning_from_us_total,1296956586,2019-07,4310150.0
canadians_returning_from_us_total,1296956586,2019-08,4766463.0
canadians_returning_from_us_total,1296956586,2019-09,3634855.0
canadians_returning_from_us_total,1296956586,2019-10,3504393.0
canadians_returning_from_us_total,1296956586,2019-11,3286910.0
canadians_returning_from_us_total,1296956586,2019-12,3383473.0
canadians_returning_from_us_total,1296956586,2020-01,3069835.0
canadians_returning_from_us_total,1296956586,2020-02,3073031.0
canadians_returning_from_us_total,1296956586,2020-03,2237531.0
canadians_returning_from_us_total,1296956586,2020-04,151775.0
canadians_returning_from_us_total,1296956586,2020-05,169316.0
canadians_returning_from_us_total,1296956586,2020-06,210824.0
canadians_returning_from_us_total,1296956586,2020-07,233672.0
canadians_returning_from_us_total,1296956586,2020-08,254258.0
canadians_returning_from_us_total,1296956586,2020-09,250399.0
canadians_returning_from_us_total,1296956586,2020-10,268993.0
canadians_returning_from_us_total,1296956586,2020-11,252607.0
canadians_returning_from_us_total,1296956586,2020-12,271069.0
canadians_returning_from_us_total,1296956586,2021-01,264999.0
canadians_returning_from_us_total,1296956586,2021-02,216261.0
canadians_returning_from_us_total,1296956586,2021-03,256854.0
canadians_returning_from_us_total,1296956586,2021-04,283318.0
canadians_returning_from_us_total,1296956586,2021-05,311849.0
canadians_returning_from_us_total,1296956586,2021-06,310858.0
canadians_returning_from_us_total,1296956586,2021-07,393797.0
canadians_returning_from_us_total,1296956586,2021-08,506130.0
canadians_returning_from_us_total,1296956586,2021-09,474741.0
canadians_returning_from_us_total,1296956586,2021-10,556775.0
canadians_returning_from_us_total,1296956586,2021-11,785838.0
canadians_returning_from_us_total,1296956586,2021-12,1119062.0
canadians_returning_from_us_total,1296956586,2022-01,690166.0
canadians_returning_from_us_total,1296956586,2022-02,686331.0
canadians_returning_from_us_total,1296956586,2022-03,1337777.0
canadians_returning_from_us_total,1296956586,2022-04,2082892.0
canadians_returning_from_us_total,1296956586,2022-05,2208563.0
canadians_returning_from_us_total,1296956586,2022-06,1986034.0
canadians_returning_from_us_total,1296956586,2022-07,2590353.0
canadians_returning_from_us_total,1296956586,2022-08,2981103.0
canadians_returning_from_us_total,1296956586,2022-09,2454950.0
canadians_returning_from_us_total,1296956586,2022-10,2778994.0
canadians_returning_from_us_total,1296956586,2022-11,2576282.0
canadians_returning_from_us_total,1296956586,2022-12,2468779.0
canadians_returning_from_us_total,1296956586,2023-01,2744340.0
canadians_returning_from_us_total,1296956586,2023-02,2506356.0
canadians_returning_from_us_total,1296956586,2023-03,3340318.0
canadians_returning_from_us_total,1296956586,2023-04,3194372.0
canadians_returning_from_us_total,1296956586,2023-05,3146982.0
canadians_returning_from_us_total,1296956586,2023-06,2779175.0
canadians_returning_from_us_total,1296956586,2023-07,3710779.0
canadians_returning_from_us_total,1296956586,2023-08,4016428.0
canadians_returning_from_us_total,1296956586,2023-09,3078088.0
canadians_returning_from_us_total,1296956586,2023-10,3132432.0
canadians_returning_from_us_total,1296956586,2023-11,2857395.0
canadians_returning_from_us_total,1296956586,2023-12,2847693.0
canadians_returning_from_us_total,1296956586,2024-01,2734155.0
canadians_returning_from_us_total,1296956586,2024-02,2696638.0
canadians_returning_from_us_total,1296956586,2024-03,3587100.0
canadians_returning_from_us_total,1296956586,2024-04,3265468.0
canadians_returning_from_us_total,1296956586,2024-05,3380612.0
canadians_returning_from_us_total,1296956586,2024-06,3014943.0
canadians_returning_from_us_total,1296956586,2024-07,3802378.0
canadians_returning_from_us_total,1296956586,2024-08,4165080.0
canadians_returning_from_us_total,1296956586,2024-09,3263428.0
canadians_returning_from_us_total,1296956586,2024-10,3170986.0
canadians_returning_from_us_total,1296956586,2024-11,2940721.0
canadians_returning_from_us_total,1296956586,2024-12,2993344.0
canadians_returning_from_us_total,1296956586,2025-01,2690363.0
canadians_returning_from_us_total,1296956586,2025-02,2245517.0
canadians_returning_from_us_total,1296956586,2025-03,2760377.0
canadians_returning_from_us_total,1296956586,2025-04,2350651.0
canadians_returning_from_us_total,1296956586,2025-05,2320825.0
canadians_returning_from_us_total,1296956586,2025-06,2165384.0
canadians_returning_from_us_total,1296956586,2025-07,2568786.0
canadians_returning_from_us_total,1296956586,2025-08,2926444.0
canadians_returning_from_us_total,1296956586,2025-09,2255225.0
canadians_returning_from_us_total,1296956586,2025-10,2336872.0
canadians_returning_from_us_total,1296956586,2025-11,2246803.0
canadians_returning_from_us_total,1296956586,2025-12,2244432.0
canadians_returning_from_us_total,1296956586,2026-01,2098665.0
canadians_returning_from_us_total,1296956586,2026-02,1965884.0
canadians_returning_from_us_total,1296956586,2026-03,2584339.0
canadians_returning_from_us_total,1296956586,2026-04,2393095.0
canadians_returning_from_us_total,1296956586,2026-05,2550542.0
canadians_returning_from_us_total,1296956586,2026-06,2274040.0
international_travellers_total,1296956465,2014-11,6604874.0
international_travellers_total,1296956465,2014-12,7004020.0
international_travellers_total,1296956465,2015-01,6453817.0
international_travellers_total,1296956465,2015-02,5830111.0
international_travellers_total,1296956465,2015-03,7434298.0
international_travellers_total,1296956465,2015-04,7288754.0
international_travellers_total,1296956465,2015-05,8085646.0
international_travellers_total,1296956465,2015-06,8369947.0
international_travellers_total,1296956465,2015-07,10148968.0
international_travellers_total,1296956465,2015-08,10346459.0
international_travellers_total,1296956465,2015-09,7742339.0
international_travellers_total,1296956465,2015-10,6820213.0
international_travellers_total,1296956465,2015-11,6054215.0
international_travellers_total,1296956465,2015-12,6414415.0
international_travellers_total,1296956465,2016-01,6223853.0
international_travellers_total,1296956465,2016-02,5739888.0
international_travellers_total,1296956465,2016-03,7147080.0
international_travellers_total,1296956465,2016-04,6940242.0
international_travellers_total,1296956465,2016-05,7822942.0
international_travellers_total,1296956465,2016-06,8190937.0
international_travellers_total,1296956465,2016-07,10329067.0
international_travellers_total,1296956465,2016-08,10418544.0
international_travellers_total,1296956465,2016-09,8209474.0
international_travellers_total,1296956465,2016-10,7166508.0
international_travellers_total,1296956465,2016-11,6104302.0
international_travellers_total,1296956465,2016-12,6525458.0
international_travellers_total,1296956465,2017-01,6464176.0
international_travellers_total,1296956465,2017-02,5888435.0
international_travellers_total,1296956465,2017-03,7211792.0
international_travellers_total,1296956465,2017-04,7455154.0
international_travellers_total,1296956465,2017-05,7659657.0
international_travellers_total,1296956465,2017-06,8548691.0
international_travellers_total,1296956465,2017-07,10432194.0
international_travellers_total,1296956465,2017-08,10807268.0
international_travellers_total,1296956465,2017-09,8538863.0
international_travellers_total,1296956465,2017-10,7428132.0
international_travellers_total,1296956465,2017-11,6533512.0
international_travellers_total,1296956465,2017-12,6892416.0
international_travellers_total,1296956465,2018-01,6588511.0
international_travellers_total,1296956465,2018-02,6227230.0
international_travellers_total,1296956465,2018-03,8020709.0
international_travellers_total,1296956465,2018-04,7595728.0
international_travellers_total,1296956465,2018-05,8227580.0
international_travellers_total,1296956465,2018-06,8912201.0
international_travellers_total,1296956465,2018-07,10453482.0
international_travellers_total,1296956465,2018-08,10921354.0
international_travellers_total,1296956465,2018-09,8369374.0
international_travellers_total,1296956465,2018-10,7375417.0
international_travellers_total,1296956465,2018-11,6405234.0
international_travellers_total,1296956465,2018-12,6997520.0
international_travellers_total,1296956465,2019-01,6460003.0
international_travellers_total,1296956465,2019-02,6066966.0
international_travellers_total,1296956465,2019-03,7916982.0
international_travellers_total,1296956465,2019-04,7701035.0
international_travellers_total,1296956465,2019-05,8288864.0
international_travellers_total,1296956465,2019-06,8918874.0
international_travellers_total,1296956465,2019-07,10652180.0
international_travellers_total,1296956465,2019-08,11281509.0
international_travellers_total,1296956465,2019-09,8423601.0
international_travellers_total,1296956465,2019-10,7427144.0
international_travellers_total,1296956465,2019-11,6530956.0
international_travellers_total,1296956465,2019-12,7141914.0
international_travellers_total,1296956465,2020-01,6603221.0
international_travellers_total,1296956465,2020-02,6472411.0
international_travellers_total,1296956465,2020-03,4599473.0
international_travellers_total,1296956465,2020-04,614019.0
international_travellers_total,1296956465,2020-05,678617.0
international_travellers_total,1296956465,2020-06,858709.0
international_travellers_total,1296956465,2020-07,944343.0
international_travellers_total,1296956465,2020-08,1029863.0
international_travellers_total,1296956465,2020-09,1010470.0
international_travellers_total,1296956465,2020-10,1039232.0
international_travellers_total,1296956465,2020-11,961840.0
international_travellers_total,1296956465,2020-12,1046105.0
international_travellers_total,1296956465,2021-01,1047375.0
international_travellers_total,1296956465,2021-02,875292.0
international_travellers_total,1296956465,2021-03,1002245.0
international_travellers_total,1296956465,2021-04,999014.0
international_travellers_total,1296956465,2021-05,1027393.0
international_travellers_total,1296956465,2021-06,1096313.0
international_travellers_total,1296956465,2021-07,1339476.0
international_travellers_total,1296956465,2021-08,2008418.0
international_travellers_total,1296956465,2021-09,2026491.0
international_travellers_total,1296956465,2021-10,2102016.0
international_travellers_total,1296956465,2021-11,2296178.0
international_travellers_total,1296956465,2021-12,2966051.0
international_travellers_total,1296956465,2022-01,2050193.0
international_travellers_total,1296956465,2022-02,2023220.0
international_travellers_total,1296956465,2022-03,3313540.0
international_travellers_total,1296956465,2022-04,4488535.0
international_travellers_total,1296956465,2022-05,5064462.0
international_travellers_total,1296956465,2022-06,5550103.0
international_travellers_total,1296956465,2022-07,6924477.0
international_travellers_total,1296956465,2022-08,7189241.0
international_travellers_total,1296956465,2022-09,5922830.0
international_travellers_total,1296956465,2022-10,5776387.0
international_travellers_total,1296956465,2022-11,5016599.0
international_travellers_total,1296956465,2022-12,5363297.0
international_travellers_total,1296956465,2023-01,5426863.0
international_travellers_total,1296956465,2023-02,5113477.0
international_travellers_total,1296956465,2023-03,6467432.0
international_travellers_total,1296956465,2023-04,6493036.0
international_travellers_total,1296956465,2023-05,7162254.0
international_travellers_total,1296956465,2023-06,7684539.0
international_travellers_total,1296956465,2023-07,9335041.0
international_travellers_total,1296956465,2023-08,9626532.0
international_travellers_total,1296956465,2023-09,7669581.0
international_travellers_total,1296956465,2023-10,6824226.0
international_travellers_total,1296956465,2023-11,5875784.0
international_travellers_total,1296956465,2023-12,6573124.0
international_travellers_total,1296956465,2024-01,5996107.0
international_travellers_total,1296956465,2024-02,6059632.0
international_travellers_total,1296956465,2024-03,7456062.0
international_travellers_total,1296956465,2024-04,7137558.0
international_travellers_total,1296956465,2024-05,7964471.0
international_travellers_total,1296956465,2024-06,8324558.0
international_travellers_total,1296956465,2024-07,9868812.0
international_travellers_total,1296956465,2024-08,10287567.0
international_travellers_total,1296956465,2024-09,7975749.0
international_travellers_total,1296956465,2024-10,7116079.0
international_travellers_total,1296956465,2024-11,6307869.0
international_travellers_total,1296956465,2024-12,6863891.0
international_travellers_total,1296956465,2025-01,6241804.0
international_travellers_total,1296956465,2025-02,5552560.0
international_travellers_total,1296956465,2025-03,6657640.0
international_travellers_total,1296956465,2025-04,6220312.0
international_travellers_total,1296956465,2025-05,6850266.0
international_travellers_total,1296956465,2025-06,7448847.0
international_travellers_total,1296956465,2025-07,8714944.0
international_travellers_total,1296956465,2025-08,9142404.0
international_travellers_total,1296956465,2025-09,6989273.0
international_travellers_total,1296956465,2025-10,6453858.0
international_travellers_total,1296956465,2025-11,5599076.0
international_travellers_total,1296956465,2025-12,6151814.0
international_travellers_total,1296956465,2026-01,5694588.0
international_travellers_total,1296956465,2026-02,5408197.0
international_travellers_total,1296956465,2026-03,6565088.0
international_travellers_total,1296956465,2026-04,6356894.0
international_travellers_total,1296956465,2026-05,7425581.0
international_travellers_total,1296956465,2026-06,7808169.0
nonresident_visitors_overnight,1296956468,2014-11,784027.0
nonresident_visitors_overnight,1296956468,2014-12,1087404.0
nonresident_visitors_overnight,1296956468,2015-01,713096.0
nonresident_visitors_overnight,1296956468,2015-02,756550.0
nonresident_visitors_overnight,1296956468,2015-03,853629.0
nonresident_visitors_overnight,1296956468,2015-04,1030982.0
nonresident_visitors_overnight,1296956468,2015-05,1581000.0
nonresident_visitors_overnight,1296956468,2015-06,2248187.0
nonresident_visitors_overnight,1296956468,2015-07,2880812.0
nonresident_visitors_overnight,1296956468,2015-08,2625383.0
nonresident_visitors_overnight,1296956468,2015-09,1892430.0
nonresident_visitors_overnight,1296956468,2015-10,1322490.0
nonresident_visitors_overnight,1296956468,2015-11,868783.0
nonresident_visitors_overnight,1296956468,2015-12,1203943.0
nonresident_visitors_overnight,1296956468,2016-01,796700.0
nonresident_visitors_overnight,1296956468,2016-02,894072.0
nonresident_visitors_overnight,1296956468,2016-03,1058010.0
nonresident_visitors_overnight,1296956468,2016-04,1138930.0
nonresident_visitors_overnight,1296956468,2016-05,1673933.0
nonresident_visitors_overnight,1296956468,2016-06,2394960.0
nonresident_visitors_overnight,1296956468,2016-07,3255530.0
nonresident_visitors_overnight,1296956468,2016-08,2826771.0
nonresident_visitors_overnight,1296956468,2016-09,2129255.0
nonresident_visitors_overnight,1296956468,2016-10,1486253.0
nonresident_visitors_overnight,1296956468,2016-11,978419.0
nonresident_visitors_overnight,1296956468,2016-12,1338487.0
nonresident_visitors_overnight,1296956468,2017-01,875662.0
nonresident_visitors_overnight,1296956468,2017-02,912696.0
nonresident_visitors_overnight,1296956468,2017-03,1046142.0
nonresident_visitors_overnight,1296956468,2017-04,1313579.0
nonresident_visitors_overnight,1296956468,2017-05,1708844.0
nonresident_visitors_overnight,1296956468,2017-06,2589501.0
nonresident_visitors_overnight,1296956468,2017-07,3252899.0
nonresident_visitors_overnight,1296956468,2017-08,2962431.0
nonresident_visitors_overnight,1296956468,2017-09,2205223.0
nonresident_visitors_overnight,1296956468,2017-10,1580917.0
nonresident_visitors_overnight,1296956468,2017-11,1060045.0
nonresident_visitors_overnight,1296956468,2017-12,1375225.0
nonresident_visitors_overnight,1296956468,2018-01,885966.0
nonresident_visitors_overnight,1296956468,2018-02,980466.0
nonresident_visitors_overnight,1296956468,2018-03,1187855.0
nonresident_visitors_overnight,1296956468,2018-04,1144830.0
nonresident_visitors_overnight,1296956468,2018-05,1773713.0
nonresident_visitors_overnight,1296956468,2018-06,2705943.0
nonresident_visitors_overnight,1296956468,2018-07,3210249.0
nonresident_visitors_overnight,1296956468,2018-08,3089708.0
nonresident_visitors_overnight,1296956468,2018-09,2127775.0
nonresident_visitors_overnight,1296956468,2018-10,1552040.0
nonresident_visitors_overnight,1296956468,2018-11,1072650.0
nonresident_visitors_overnight,1296956468,2018-12,1402658.0
nonresident_visitors_overnight,1296956468,2019-01,920794.0
nonresident_visitors_overnight,1296956468,2019-02,965501.0
nonresident_visitors_overnight,1296956468,2019-03,1129196.0
nonresident_visitors_overnight,1296956468,2019-04,1359609.0
nonresident_visitors_overnight,1296956468,2019-05,1913104.0
nonresident_visitors_overnight,1296956468,2019-06,2746859.0
nonresident_visitors_overnight,1296956468,2019-07,3388299.0
nonresident_visitors_overnight,1296956468,2019-08,3327787.0
nonresident_visitors_overnight,1296956468,2019-09,2201490.0
nonresident_visitors_overnight,1296956468,2019-10,1641134.0
nonresident_visitors_overnight,1296956468,2019-11,1091792.0
nonresident_visitors_overnight,1296956468,2019-12,1459841.0
nonresident_visitors_overnight,1296956468,2020-01,972451.0
nonresident_visitors_overnight,1296956468,2020-02,1003244.0
nonresident_visitors_overnight,1296956468,2020-03,449466.0
nonresident_visitors_overnight,1296956468,2020-04,23621.0
nonresident_visitors_overnight,1296956468,2020-05,28044.0
nonresident_visitors_overnight,1296956468,2020-06,50595.0
nonresident_visitors_overnight,1296956468,2020-07,67787.0
nonresident_visitors_overnight,1296956468,2020-08,81633.0
nonresident_visitors_overnight,1296956468,2020-09,70593.0
nonresident_visitors_overnight,1296956468,2020-10,63030.0
nonresident_visitors_overnight,1296956468,2020-11,61973.0
nonresident_visitors_overnight,1296956468,2020-12,87448.0
nonresident_visitors_overnight,1296956468,2021-01,59976.0
nonresident_visitors_overnight,1296956468,2021-02,44659.0
nonresident_visitors_overnight,1296956468,2021-03,51229.0
nonresident_visitors_overnight,1296956468,2021-04,60485.0
nonresident_visitors_overnight,1296956468,2021-05,61705.0
nonresident_visitors_overnight,1296956468,2021-06,78402.0
nonresident_visitors_overnight,1296956468,2021-07,171041.0
nonresident_visitors_overnight,1296956468,2021-08,464056.0
nonresident_visitors_overnight,1296956468,2021-09,527350.0
nonresident_visitors_overnight,1296956468,2021-10,501139.0
nonresident_visitors_overnight,1296956468,2021-11,422246.0
nonresident_visitors_overnight,1296956468,2021-12,619956.0
nonresident_visitors_overnight,1296956468,2022-01,212153.0
nonresident_visitors_overnight,1296956468,2022-02,318519.0
nonresident_visitors_overnight,1296956468,2022-03,473235.0
nonresident_visitors_overnight,1296956468,2022-04,720181.0
nonresident_visitors_overnight,1296956468,2022-05,999571.0
nonresident_visitors_overnight,1296956468,2022-06,1586057.0
nonresident_visitors_overnight,1296956468,2022-07,2067154.0
nonresident_visitors_overnight,1296956468,2022-08,1819364.0
nonresident_visitors_overnight,1296956468,2022-09,1444261.0
nonresident_visitors_overnight,1296956468,2022-10,1186981.0
nonresident_visitors_overnight,1296956468,2022-11,839057.0
nonresident_visitors_overnight,1296956468,2022-12,1157559.0
nonresident_visitors_overnight,1296956468,2023-01,706966.0
nonresident_visitors_overnight,1296956468,2023-02,820411.0
nonresident_visitors_overnight,1296956468,2023-03,945234.0
nonresident_visitors_overnight,1296956468,2023-04,1134106.0
nonresident_visitors_overnight,1296956468,2023-05,1548095.0
nonresident_visitors_overnight,1296956468,2023-06,2268132.0
nonresident_visitors_overnight,1296956468,2023-07,2755313.0
nonresident_visitors_overnight,1296956468,2023-08,2431338.0
nonresident_visitors_overnight,1296956468,2023-09,1885696.0
nonresident_visitors_overnight,1296956468,2023-10,1455319.0
nonresident_visitors_overnight,1296956468,2023-11,995330.0
nonresident_visitors_overnight,1296956468,2023-12,1398269.0
nonresident_visitors_overnight,1296956468,2024-01,770913.0
nonresident_visitors_overnight,1296956468,2024-02,979017.0
nonresident_visitors_overnight,1296956468,2024-03,1132881.0
nonresident_visitors_overnight,1296956468,2024-04,1264738.0
nonresident_visitors_overnight,1296956468,2024-05,1735708.0
nonresident_visitors_overnight,1296956468,2024-06,2432685.0
nonresident_visitors_overnight,1296956468,2024-07,2922061.0
nonresident_visitors_overnight,1296956468,2024-08,2698868.0
nonresident_visitors_overnight,1296956468,2024-09,1837685.0
nonresident_visitors_overnight,1296956468,2024-10,1518973.0
nonresident_visitors_overnight,1296956468,2024-11,1122015.0
nonresident_visitors_overnight,1296956468,2024-12,1497382.0
nonresident_visitors_overnight,1296956468,2025-01,906707.0
nonresident_visitors_overnight,1296956468,2025-02,945510.0
nonresident_visitors_overnight,1296956468,2025-03,1058107.0
nonresident_visitors_overnight,1296956468,2025-04,1241484.0
nonresident_visitors_overnight,1296956468,2025-05,1668253.0
nonresident_visitors_overnight,1296956468,2025-06,2402980.0
nonresident_visitors_overnight,1296956468,2025-07,2929752.0
nonresident_visitors_overnight,1296956468,2025-08,2659892.0
nonresident_visitors_overnight,1296956468,2025-09,1864214.0
nonresident_visitors_overnight,1296956468,2025-10,1609378.0
nonresident_visitors_overnight,1296956468,2025-11,1035499.0
nonresident_visitors_overnight,1296956468,2025-12,1465924.0
nonresident_visitors_overnight,1296956468,2026-01,893666.0
nonresident_visitors_overnight,1296956468,2026-02,989048.0
nonresident_visitors_overnight,1296956468,2026-03,1107251.0
nonresident_visitors_overnight,1296956468,2026-04,1266950.0
nonresident_visitors_overnight,1296956468,2026-05,1815479.0
nonresident_visitors_overnight,1296956468,2026-06,2493939.0
nonresident_visitors_total,1296956466,2014-11,1370006.0
nonresident_visitors_total,1296956466,2014-12,1725804.0
nonresident_visitors_total,1296956466,2015-01,1260127.0
nonresident_visitors_total,1296956466,2015-02,1255498.0
nonresident_visitors_total,1296956466,2015-03,1448210.0
nonresident_visitors_total,1296956466,2015-04,1687028.0
nonresident_visitors_total,1296956466,2015-05,2453533.0
nonresident_visitors_total,1296956466,2015-06,3306450.0
nonresident_visitors_total,1296956466,2015-07,4083433.0
nonresident_visitors_total,1296956466,2015-08,3801481.0
nonresident_visitors_total,1296956466,2015-09,2789062.0
nonresident_visitors_total,1296956466,2015-10,2073074.0
nonresident_visitors_total,1296956466,2015-11,1510420.0
nonresident_visitors_total,1296956466,2015-12,1886627.0
nonresident_visitors_total,1296956466,2016-01,1410197.0
nonresident_visitors_total,1296956466,2016-02,1479870.0
nonresident_visitors_total,1296956466,2016-03,1722059.0
nonresident_visitors_total,1296956466,2016-04,1848966.0
nonresident_visitors_total,1296956466,2016-05,2584792.0
nonresident_visitors_total,1296956466,2016-06,3487950.0
nonresident_visitors_total,1296956466,2016-07,4562023.0
nonresident_visitors_total,1296956466,2016-08,4020786.0
nonresident_visitors_total,1296956466,2016-09,3078069.0
nonresident_visitors_total,1296956466,2016-10,2273851.0
nonresident_visitors_total,1296956466,2016-11,1647733.0
nonresident_visitors_total,1296956466,2016-12,2025995.0
nonresident_visitors_total,1296956466,2017-01,1478918.0
nonresident_visitors_total,1296956466,2017-02,1467119.0
nonresident_visitors_total,1296956466,2017-03,1670640.0
nonresident_visitors_total,1296956466,2017-04,2054513.0
nonresident_visitors_total,1296956466,2017-05,2596495.0
nonresident_visitors_total,1296956466,2017-06,3709288.0
nonresident_visitors_total,1296956466,2017-07,4569810.0
nonresident_visitors_total,1296956466,2017-08,4192405.0
nonresident_visitors_total,1296956466,2017-09,3179035.0
nonresident_visitors_total,1296956466,2017-10,2353870.0
nonresident_visitors_total,1296956466,2017-11,1734543.0
nonresident_visitors_total,1296956466,2017-12,2074307.0
nonresident_visitors_total,1296956466,2018-01,1466125.0
nonresident_visitors_total,1296956466,2018-02,1526261.0
nonresident_visitors_total,1296956466,2018-03,1861503.0
nonresident_visitors_total,1296956466,2018-04,1815466.0
nonresident_visitors_total,1296956466,2018-05,2611707.0
nonresident_visitors_total,1296956466,2018-06,3793446.0
nonresident_visitors_total,1296956466,2018-07,4515377.0
nonresident_visitors_total,1296956466,2018-08,4357766.0
nonresident_visitors_total,1296956466,2018-09,3101010.0
nonresident_visitors_total,1296956466,2018-10,2330091.0
nonresident_visitors_total,1296956466,2018-11,1750313.0
nonresident_visitors_total,1296956466,2018-12,2145219.0
nonresident_visitors_total,1296956466,2019-01,1492214.0
nonresident_visitors_total,1296956466,2019-02,1494480.0
nonresident_visitors_total,1296956466,2019-03,1803565.0
nonresident_visitors_total,1296956466,2019-04,2071471.0
nonresident_visitors_total,1296956466,2019-05,2808944.0
nonresident_visitors_total,1296956466,2019-06,3887483.0
nonresident_visitors_total,1296956466,2019-07,4713420.0
nonresident_visitors_total,1296956466,2019-08,4612427.0
nonresident_visitors_total,1296956466,2019-09,3144439.0
nonresident_visitors_total,1296956466,2019-10,2422569.0
nonresident_visitors_total,1296956466,2019-11,1786974.0
nonresident_visitors_total,1296956466,2019-12,2191785.0
nonresident_visitors_total,1296956466,2020-01,1567317.0
nonresident_visitors_total,1296956466,2020-02,1595707.0
nonresident_visitors_total,1296956466,2020-03,760252.0
nonresident_visitors_total,1296956466,2020-04,67654.0
nonresident_visitors_total,1296956466,2020-05,86362.0
nonresident_visitors_total,1296956466,2020-06,121524.0
nonresident_visitors_total,1296956466,2020-07,141772.0
nonresident_visitors_total,1296956466,2020-08,158664.0
nonresident_visitors_total,1296956466,2020-09,147777.0
nonresident_visitors_total,1296956466,2020-10,139916.0
nonresident_visitors_total,1296956466,2020-11,127159.0
nonresident_visitors_total,1296956466,2020-12,154246.0
nonresident_visitors_total,1296956466,2021-01,120921.0
nonresident_visitors_total,1296956466,2021-02,101655.0
nonresident_visitors_total,1296956466,2021-03,123583.0
nonresident_visitors_total,1296956466,2021-04,130634.0
nonresident_visitors_total,1296956466,2021-05,140287.0
nonresident_visitors_total,1296956466,2021-06,162940.0
nonresident_visitors_total,1296956466,2021-07,258469.0
nonresident_visitors_total,1296956466,2021-08,600982.0
nonresident_visitors_total,1296956466,2021-09,671662.0
nonresident_visitors_total,1296956466,2021-10,649352.0
nonresident_visitors_total,1296956466,2021-11,560271.0
nonresident_visitors_total,1296956466,2021-12,761360.0
nonresident_visitors_total,1296956466,2022-01,298217.0
nonresident_visitors_total,1296956466,2022-02,419837.0
nonresident_visitors_total,1296956466,2022-03,614160.0
nonresident_visitors_total,1296956466,2022-04,1001313.0
nonresident_visitors_total,1296956466,2022-05,1428129.0
nonresident_visitors_total,1296956466,2022-06,2188742.0
nonresident_visitors_total,1296956466,2022-07,2814980.0
nonresident_visitors_total,1296956466,2022-08,2515454.0
nonresident_visitors_total,1296956466,2022-09,2029087.0
nonresident_visitors_total,1296956466,2022-10,1755938.0
nonresident_visitors_total,1296956466,2022-11,1268343.0
nonresident_visitors_total,1296956466,2022-12,1589448.0
nonresident_visitors_total,1296956466,2023-01,1107737.0
nonresident_visitors_total,1296956466,2023-02,1200979.0
nonresident_visitors_total,1296956466,2023-03,1382309.0
nonresident_visitors_total,1296956466,2023-04,1674026.0
nonresident_visitors_total,1296956466,2023-05,2377019.0
nonresident_visitors_total,1296956466,2023-06,3354384.0
nonresident_visitors_total,1296956466,2023-07,3998113.0
nonresident_visitors_total,1296956466,2023-08,3605712.0
nonresident_visitors_total,1296956466,2023-09,2857225.0
nonresident_visitors_total,1296956466,2023-10,2138008.0
nonresident_visitors_total,1296956466,2023-11,1520059.0
nonresident_visitors_total,1296956466,2023-12,1993965.0
nonresident_visitors_total,1296956466,2024-01,1189366.0
nonresident_visitors_total,1296956466,2024-02,1459708.0
nonresident_visitors_total,1296956466,2024-03,1682944.0
nonresident_visitors_total,1296956466,2024-04,1886774.0
nonresident_visitors_total,1296956466,2024-05,2687964.0
nonresident_visitors_total,1296956466,2024-06,3643749.0
nonresident_visitors_total,1296956466,2024-07,4260020.0
nonresident_visitors_total,1296956466,2024-08,4007080.0
nonresident_visitors_total,1296956466,2024-09,2882158.0
nonresident_visitors_total,1296956466,2024-10,2252283.0
nonresident_visitors_total,1296956466,2024-11,1734045.0
nonresident_visitors_total,1296956466,2024-12,2132061.0
nonresident_visitors_total,1296956466,2025-01,1414635.0
nonresident_visitors_total,1296956466,2025-02,1391190.0
nonresident_visitors_total,1296956466,2025-03,1587932.0
nonresident_visitors_total,1296956466,2025-04,1824703.0
nonresident_visitors_total,1296956466,2025-05,2595836.0
nonresident_visitors_total,1296956466,2025-06,3571205.0
nonresident_visitors_total,1296956466,2025-07,4250749.0
nonresident_visitors_total,1296956466,2025-08,4037165.0
nonresident_visitors_total,1296956466,2025-09,2876327.0
nonresident_visitors_total,1296956466,2025-10,2363398.0
nonresident_visitors_total,1296956466,2025-11,1642110.0
nonresident_visitors_total,1296956466,2025-12,2069120.0
nonresident_visitors_total,1296956466,2026-01,1404733.0
nonresident_visitors_total,1296956466,2026-02,1478633.0
nonresident_visitors_total,1296956466,2026-03,1662215.0
nonresident_visitors_total,1296956466,2026-04,1886926.0
nonresident_visitors_total,1296956466,2026-05,2891190.0
nonresident_visitors_total,1296956466,2026-06,3767868.0
other_country_residents_entering_overnight,1296956516,2014-11,219428.0
other_country_residents_entering_overnight,1296956516,2014-12,341762.0
other_country_residents_entering_overnight,1296956516,2015-01,235725.0
other_country_residents_entering_overnight,1296956516,2015-02,247748.0
other_country_residents_entering_overnight,1296956516,2015-03,259420.0
other_country_residents_entering_overnight,1296956516,2015-04,309337.0
other_country_residents_entering_overnight,1296956516,2015-05,484994.0
other_country_residents_entering_overnight,1296956516,2015-06,629713.0
