geo,period,value
HR,2018-06,1318805
HR,2018-07,1765904
HR,2018-08,1694784
HR,2018-09,1340983
HR,2018-10,834308
HR,2018-11,282862
HR,2018-12,251490
HR,2019-01,226655
HR,2019-02,222707
HR,2019-03,306168
HR,2019-04,702852
HR,2019-05,1048276
HR,2019-06,1465003
HR,2019-07,1868350
HR,2019-08,1837031
HR,2019-09,1404508
HR,2019-10,953021
HR,2019-11,314507
HR,2019-12,274161
HR,2020-01,231550
HR,2020-02,224984
HR,2020-03,119640
HR,2020-04,4478
HR,2020-05,15118
HR,2020-06,68842
HR,2020-07,341995
HR,2020-08,557178
HR,2020-09,194363
HR,2020-10,94693
HR,2020-11,45799
HR,2020-12,44907
HR,2021-01,40612
HR,2021-02,32819
HR,2021-03,46920
HR,2021-04,65414
HR,2021-05,109394
HR,2021-06,298829
HR,2021-07,854040
HR,2021-08,1210305
HR,2021-09,881589
HR,2021-10,539331
HR,2021-11,183483
HR,2021-12,195664
HR,2022-01,152785
HR,2022-02,159813
HR,2022-03,235871
HR,2022-04,555336
HR,2022-05,830587
HR,2022-06,1243587
HR,2022-07,1724113
HR,2022-08,1728214
HR,2022-09,1334518
HR,2022-10,880240
HR,2022-11,294311
HR,2022-12,275946
HR,2023-01,243711
HR,2023-02,232209
HR,2023-03,342252
HR,2023-04,679524
HR,2023-05,1009833
HR,2023-06,1433888
HR,2023-07,1942062
HR,2023-08,1896025
HR,2023-09,1483425
HR,2023-10,924576
HR,2023-11,325619
HR,2023-12,307740
HR,2024-01,268520
HR,2024-02,265235
HR,2024-03,363460
HR,2024-04,869990
HR,2024-05,1315498
HR,2024-06,1711465
HR,2024-07,2146013
HR,2024-08,2136871
HR,2024-09,1691905
HR,2024-10,1099069
HR,2024-11,384186
HR,2024-12,358651
HR,2025-01,307137
HR,2025-02,292098
HR,2025-03,388351
HR,2025-04,933881
HR,2025-05,1394936
HR,2025-06,1833953
HR,2025-07,2255381
HR,2025-08,2261915
HR,2025-09,1791686
HR,2025-10,1198152
HR,2025-11,418619
HR,2025-12,383442
HR,2026-01,332294
HR,2026-02,313851
HR,2026-03,430301
HR,2026-04,935680
HR,2026-05,1441797
HR,2026-06,1850773
HR,2026-07,2297374
HU,2015-01,618079
HU,2015-02,593555
HU,2015-03,734142
HU,2015-04,832834
HU,2015-05,889794
HU,2015-06,962939
HU,2015-07,1075252
HU,2015-08,1078720
HU,2015-09,1011625
HU,2015-10,934344
HU,2015-11,752491
HU,2015-12,744577
HU,2016-01,710746
HU,2016-02,697059
HU,2016-03,861675
HU,2016-04,945560
HU,2016-05,1034856
HU,2016-06,1075345
HU,2016-07,1183436
HU,2016-08,1176956
HU,2016-09,1121010
HU,2016-10,1065768
HU,2016-11,884785
HU,2016-12,903170
HU,2017-01,831890
HU,2017-02,799446
HU,2017-03,960414
HU,2017-04,1109989
HU,2017-05,1157938
HU,2017-06,1220774
HU,2017-07,1359032
HU,2017-08,1362833
HU,2017-09,1273144
HU,2017-10,1215615
HU,2017-11,1037359
HU,2017-12,1021595
HU,2018-01,974653
HU,2018-02,929002
HU,2018-03,1134794
HU,2018-04,1260726
HU,2018-05,1318614
HU,2018-06,1384220
HU,2018-07,1549134
HU,2018-08,1565735
HU,2018-09,1424621
HU,2018-10,1369330
HU,2018-11,1128948
HU,2018-12,1136716
HU,2019-01,1032569
HU,2019-02,998417
HU,2019-03,1205927
HU,2019-04,1382213
HU,2019-05,1460105
HU,2019-06,1525779
HU,2019-07,1663035
HU,2019-08,1675544
HU,2019-09,1566297
HU,2019-10,1522375
HU,2019-11,1309357
HU,2019-12,1359132
HU,2020-01,1204138
HU,2020-02,1144820
HU,2020-03,508702
HU,2020-04,9483
HU,2020-05,22521
HU,2020-06,86117
HU,2020-07,312801
HU,2020-08,403791
HU,2020-09,89725
HU,2020-10,62301
HU,2020-11,49128
HU,2020-12,69160
HU,2021-01,66950
HU,2021-02,53525
HU,2021-03,61741
HU,2021-04,63078
HU,2021-05,85499
HU,2021-06,266382
HU,2021-07,545132
HU,2021-08,713423
HU,2021-09,648468
HU,2021-10,722438
HU,2021-11,728444
HU,2021-12,710289
HU,2022-01,569359
HU,2022-02,624657
HU,2022-03,800919
HU,2022-04,1013532
HU,2022-05,1113160
HU,2022-06,1229793
HU,2022-07,1327052
HU,2022-08,1332098
HU,2022-09,1208295
HU,2022-10,1179923
HU,2022-11,979761
HU,2022-12,1014963
HU,2023-01,950178
HU,2023-02,893399
HU,2023-03,1068454
HU,2023-04,1217528
HU,2023-05,1261346
HU,2023-06,1360058
HU,2023-07,1502809
HU,2023-08,1489599
HU,2023-09,1399005
HU,2023-10,1377824
HU,2023-11,1162746
HU,2023-12,1231979
HU,2024-01,1114906
HU,2024-02,1085016
HU,2024-03,1302746
HU,2024-04,1409391
HU,2024-05,1484293
HU,2024-06,1584462
HU,2024-07,1773761
HU,2024-08,1799402
HU,2024-09,1688280
HU,2024-10,1636101
HU,2024-11,1406664
HU,2024-12,1496939
HU,2025-01,1297598
HU,2025-02,1251959
HU,2025-03,1474702
HU,2025-04,1673674
HU,2025-05,1711376
HU,2025-06,1709178
HU,2025-07,1866995
HU,2025-08,1925518
HU,2025-09,1813644
HU,2025-10,1824709
HU,2025-11,1558590
HU,2025-12,1647385
HU,2026-01,1339169
HU,2026-02,1340707
HU,2026-03,1492346
HU,2026-04,1687559
HU,2026-05,1837296
IE,2015-01,1696795
IE,2015-02,1715433
IE,2015-03,2113431
IE,2015-04,2391401
IE,2015-05,2667991
IE,2015-06,2991649
IE,2015-07,3237804
IE,2015-08,3150799
IE,2015-09,2737235
IE,2015-10,2686258
IE,2015-11,2116104
IE,2015-12,2040120
IE,2016-01,1946331
IE,2016-02,1981597
IE,2016-03,2460497
IE,2016-04,2584486
IE,2016-05,2931551
IE,2016-06,3254976
IE,2016-07,3511306
IE,2016-08,3435748
IE,2016-09,3005348
IE,2016-10,2900820
IE,2016-11,2301847
IE,2016-12,2281202
IE,2017-01,2111631
IE,2017-02,2047024
IE,2017-03,2488422
IE,2017-04,2873909
IE,2017-05,3035462
IE,2017-06,3409826
IE,2017-07,3679830
IE,2017-08,3615767
IE,2017-09,3174995
IE,2017-10,2993256
IE,2017-11,2442353
IE,2017-12,2399296
IE,2018-01,2230031
IE,2018-02,2108843
IE,2018-03,2561755
IE,2018-04,3010851
IE,2018-05,3324775
IE,2018-06,3648427
IE,2018-07,3889785
IE,2018-08,3799828
IE,2018-09,3391539
IE,2018-10,3228463
IE,2018-11,2595786
IE,2018-12,2554922
IE,2019-01,2347603
IE,2019-02,2286662
IE,2019-03,2779886
IE,2019-04,3224936
IE,2019-05,3462571
IE,2019-06,3763063
IE,2019-07,4030976
IE,2019-08,4008037
IE,2019-09,3527592
IE,2019-10,3311286
IE,2019-11,2588600
IE,2019-12,2616298
IE,2020-01,2382437
IE,2020-02,2338066
IE,2020-03,1181175
IE,2020-04,24820
IE,2020-05,44541
IE,2020-06,93619
IE,2020-07,428900
IE,2020-08,589417
IE,2020-09,429072
IE,2020-10,285891
IE,2020-11,176829
IE,2020-12,293530
IE,2021-01,205836
IE,2021-02,97721
IE,2021-03,113095
IE,2021-04,123804
IE,2021-05,157422
IE,2021-06,311228
IE,2021-07,709100
IE,2021-08,1395638
IE,2021-09,1462127
IE,2021-10,1678739
IE,2021-11,1508568
IE,2021-12,1334081
IE,2022-01,1094355
IE,2022-02,1510167
IE,2022-03,2078864
IE,2022-04,2780989
IE,2022-05,3008200
IE,2022-06,3317775
IE,2022-07,3583220
IE,2022-08,3596644
IE,2022-09,3229495
IE,2022-10,3125998
IE,2022-11,2541819
IE,2022-12,2538364
IE,2023-01,2405670
IE,2023-02,2351394
IE,2023-03,2835727
IE,2023-04,3341065
IE,2023-05,3565795
IE,2023-06,3799529
IE,2023-07,4055251
IE,2023-08,4077724
IE,2023-09,3623914
IE,2023-10,3504897
IE,2023-11,2679902
IE,2023-12,2798686
IE,2024-01,2519907
IE,2024-02,2526487
IE,2024-03,3151131
IE,2024-04,3369253
IE,2024-05,3846902
IE,2024-06,3973558
IE,2024-07,4177625
IE,2024-08,4329645
IE,2024-09,3813558
IE,2024-10,3536997
IE,2024-11,2771101
IE,2024-12,2821651
IE,2025-01,2555418
IE,2025-02,2534423
IE,2025-03,3085532
IE,2025-04,3694223
IE,2025-05,4059186
IE,2025-06,4252936
IE,2025-07,4511182
IE,2025-08,4555251
IE,2025-09,3991576
IE,2025-10,3868210
IE,2025-11,3058505
IE,2025-12,3166722
IT,2015-01,7597063
IT,2015-02,7269876
IT,2015-03,8920973
IT,2015-04,10615838
IT,2015-05,11528761
IT,2015-06,12365912
IT,2015-07,13848766
IT,2015-08,14320024
IT,2015-09,12903907
IT,2015-10,11486015
IT,2015-11,8468135
IT,2015-12,8339951
IT,2016-01,7987426
IT,2016-02,8028299
IT,2016-03,9523753
IT,2016-04,10731996
IT,2016-05,12064223
IT,2016-06,12822777
IT,2016-07,14709974
IT,2016-08,14821550
IT,2016-09,13485628
IT,2016-10,11963985
IT,2016-11,9049063
IT,2016-12,9289107
IT,2017-01,8758824
IT,2017-02,8302416
IT,2017-03,10061923
IT,2017-04,12062418
IT,2017-05,12846063
IT,2017-06,13950073
IT,2017-07,15881795
IT,2017-08,15863435
IT,2017-09,14585368
IT,2017-10,12786658
IT,2017-11,9554246
IT,2017-12,9653106
IT,2018-01,9328078
IT,2018-02,8808693
IT,2018-03,10747800
IT,2018-04,12802169
IT,2018-05,13655593
IT,2018-06,14858337
IT,2018-07,16502851
IT,2018-08,16639053
IT,2018-09,15406592
IT,2018-10,13693853
IT,2018-11,10434690
IT,2018-12,10474735
IT,2019-01,9800069
IT,2019-02,9461722
IT,2019-03,11510279
IT,2019-04,13486285
IT,2019-05,14328615
IT,2019-06,15744510
IT,2019-07,17135700
IT,2019-08,17376843
IT,2019-09,15894736
IT,2019-10,14203791
IT,2019-11,10786447
IT,2019-12,10938942
IT,2020-01,10222774
IT,2020-02,9089375
IT,2020-03,1698954
IT,2020-04,83148
IT,2020-05,142217
IT,2020-06,718609
IT,2020-07,3712930
IT,2020-08,5492806
IT,2020-09,4101744
IT,2020-10,2954791
IT,2020-11,950232
IT,2020-12,1237775
IT,2021-01,1098354
IT,2021-02,948714
IT,2021-03,1089750
IT,2021-04,1385278
IT,2021-05,2083190
IT,2021-06,4581046
IT,2021-07,8198947
IT,2021-08,9818827
IT,2021-09,8713229
IT,2021-10,8319385
IT,2021-11,6937764
IT,2021-12,6534659
IT,2022-01,4526781
IT,2022-02,5490629
IT,2022-03,7706307
IT,2022-04,10888430
IT,2022-05,12328635
IT,2022-06,13896893
IT,2022-07,15284204
IT,2022-08,15580519
IT,2022-09,14609950
IT,2022-10,13130597
IT,2022-11,9321330
IT,2022-12,9661444
IT,2023-01,9337153
IT,2023-02,8958939
IT,2023-03,10890739
IT,2023-04,13603988
IT,2023-05,14699549
IT,2023-06,16000987
IT,2023-07,17601301
IT,2023-08,17821783
IT,2023-09,16565606
IT,2023-10,15349900
IT,2023-11,10828053
IT,2023-12,11202380
IT,2024-01,10373626
IT,2024-02,10397901
IT,2024-03,12515189
IT,2024-04,15432214
IT,2024-05,16826865
IT,2024-06,17881230
IT,2024-07,19512597
IT,2024-08,19822692
IT,2024-09,18375336
IT,2024-10,16914182
IT,2024-11,12003991
IT,2024-12,12314789
IT,2025-01,11221427
IT,2025-02,11182193
IT,2025-03,13556460
IT,2025-04,16719079
IT,2025-05,17867959
IT,2025-06,18689134
IT,2025-07,20035619
IT,2025-08,20701459
IT,2025-09,18974977
IT,2025-10,17911971
IT,2025-11,12991639
IT,2025-12,13426942
IT,2026-01,11832508
IT,2026-02,11960008
IT,2026-03,14303798
IT,2026-04,17241256
NL,2015-01,4069046
NL,2015-02,3977418
NL,2015-03,4654178
NL,2015-04,5320956
NL,2015-05,6067655
NL,2015-06,5962631
NL,2015-07,6571920
NL,2015-08,6592365
NL,2015-09,6119316
NL,2015-10,5930716
NL,2015-11,4700429
NL,2015-12,4604308
NL,2016-01,4489479
NL,2016-02,4512292
NL,2016-03,5252915
NL,2016-04,5840393
NL,2016-05,6411912
NL,2016-06,6207078
NL,2016-07,7078863
NL,2016-08,7119431
NL,2016-09,6576720
NL,2016-10,6449416
NL,2016-11,5165683
NL,2016-12,5213813
NL,2017-01,5026444
NL,2017-02,4790354
NL,2017-03,5720426
NL,2017-04,6528026
NL,2017-05,6993121
NL,2017-06,6907804
NL,2017-07,7536772
NL,2017-08,7611207
NL,2017-09,7047173
NL,2017-10,6978713
NL,2017-11,5660201
NL,2017-12,5440063
NL,2018-01,5413261
NL,2018-02,5239287
NL,2018-03,6154618
NL,2018-04,6733655
NL,2018-05,7265322
NL,2018-06,7237971
NL,2018-07,7695856
NL,2018-08,7789704
NL,2018-09,7297962
NL,2018-10,7265970
NL,2018-11,5805354
NL,2018-12,5745203
NL,2019-01,5497370
NL,2019-02,5354526
NL,2019-03,6273861
NL,2019-04,6928894
NL,2019-05,7401358
NL,2019-06,7474186
NL,2019-07,7731539
NL,2019-08,7860616
NL,2019-09,7488027
NL,2019-10,7355548
NL,2019-11,5886956
NL,2019-12,5939626
NL,2020-01,5595988
NL,2020-02,5282224
NL,2020-03,2774524
NL,2020-04,134002
NL,2020-05,220531
NL,2020-06,527223
NL,2020-07,1691713
NL,2020-08,2244081
NL,2020-09,1548443
NL,2020-10,1303816
NL,2020-11,965518
NL,2020-12,1306720
NL,2021-01,910000
NL,2021-02,520093
NL,2021-03,677101
NL,2021-04,818609
NL,2021-05,1171015
NL,2021-06,1871724
NL,2021-07,3516634
NL,2021-08,4480572
NL,2021-09,4014939
NL,2021-10,4397954
NL,2021-11,3494146
NL,2021-12,3209796
NL,2022-01,2832527
NL,2022-02,3041286
NL,2022-03,4243285
NL,2022-04,5142010
NL,2022-05,6094375
NL,2022-06,6120865
NL,2022-07,6213946
NL,2022-08,6380895
NL,2022-09,6110172
NL,2022-10,5856675
NL,2022-11,4571914
NL,2022-12,4681821
NL,2023-01,4481005
NL,2023-02,4349846
NL,2023-03,5278667
NL,2023-04,5914512
NL,2023-05,6516118
NL,2023-06,6541032
NL,2023-07,6992947
NL,2023-08,7062820
NL,2023-09,6732580
NL,2023-10,6730980
NL,2023-11,5316334
NL,2023-12,5418965
NL,2024-01,5127019
NL,2024-02,5233899
NL,2024-03,5893528
NL,2024-04,6275349
NL,2024-05,6931788
NL,2024-06,6886025
NL,2024-07,7253677
NL,2024-08,7377128
NL,2024-09,6967653
NL,2024-10,6929186
NL,2024-11,5658185
NL,2024-12,5732857
NL,2025-01,5362198
NL,2025-02,5272474
NL,2025-03,6000649
NL,2025-04,6672697
NL,2025-05,7064840
NL,2025-06,6981675
NL,2025-07,7516211
NL,2025-08,7642186
NL,2025-09,7048265
NL,2025-10,7128077
NL,2025-11,5833498
NL,2025-12,5894257
NL,2026-01,4970488
NL,2026-02,5183208
NL,2026-03,6098318
NL,2026-04,6868025
NL,2026-05,7310789
PL,2015-01,1718995
PL,2015-02,1701417
PL,2015-03,1957806
PL,2015-04,2213720
PL,2015-05,2565308
PL,2015-06,2967020
PL,2015-07,3254547
PL,2015-08,3186422
PL,2015-09,2927441
PL,2015-10,2427350
PL,2015-11,2004618
PL,2015-12,1982795
PL,2016-01,1955264
PL,2016-02,1949700
PL,2016-03,2204946
PL,2016-04,2439266
PL,2016-05,2797551
PL,2016-06,3171901
PL,2016-07,3502298
PL,2016-08,3482820
PL,2016-09,3284762
PL,2016-10,2761280
PL,2016-11,2359552
PL,2016-12,2357521
PL,2017-01,2309994
PL,2017-02,2222509
PL,2017-03,2560537
PL,2017-04,2817652
PL,2017-05,3221586
PL,2017-06,3687329
PL,2017-07,4120443
PL,2017-08,4090307
PL,2017-09,3848917
PL,2017-10,3309933
PL,2017-11,2754558
PL,2017-12,2740903
PL,2018-01,2713854
PL,2018-02,2607414
PL,2018-03,2986682
PL,2018-04,3338476
PL,2018-05,3801689
PL,2018-06,4385659
PL,2018-07,4845896
PL,2018-08,4835478
PL,2018-09,4487209
PL,2018-10,3737855
PL,2018-11,3040599
PL,2018-12,2986737
PL,2019-01,2871991
PL,2019-02,2827435
PL,2019-03,3209758
PL,2019-04,3600254
PL,2019-05,4170994
PL,2019-06,4645693
PL,2019-07,4989532
PL,2019-08,5046680
PL,2019-09,4734704
PL,2019-10,4071926
PL,2019-11,3396008
PL,2019-12,3377796
PL,2020-01,3240382
PL,2020-02,3107557
PL,2020-03,1207121
PL,2020-04,16126
PL,2020-05,10411
PL,2020-06,85678
PL,2020-07,1220108
PL,2020-08,1857774
PL,2020-09,1405173
PL,2020-10,833508
PL,2020-11,358535
PL,2020-12,483087
PL,2021-01,364041
PL,2021-02,260715
PL,2021-03,357849
PL,2021-04,426751
PL,2021-05,698218
PL,2021-06,1538625
PL,2021-07,2766149
PL,2021-08,3201160
PL,2021-09,2809590
PL,2021-10,2450515
PL,2021-11,2039135
PL,2021-12,1981064
PL,2022-01,1617296
PL,2022-02,1709060
PL,2022-03,2149673
PL,2022-04,2766874
PL,2022-05,3459703
PL,2022-06,4240863
PL,2022-07,4728567
PL,2022-08,4688178
PL,2022-09,4342364
PL,2022-10,3805970
PL,2022-11,2872173
PL,2022-12,2966975
PL,2023-01,2942961
PL,2023-02,2829082
PL,2023-03,3238644
PL,2023-04,3789798
PL,2023-05,4382712
PL,2023-06,5088637
PL,2023-07,5548489
PL,2023-08,5556462
PL,2023-09,5226599
PL,2023-10,4550091
PL,2023-11,3462925
PL,2023-12,3552210
PL,2024-01,3408368
PL,2024-02,3375400
PL,2024-03,3774090
PL,2024-04,4232288
PL,2024-05,5123821
PL,2024-06,5709172
PL,2024-07,6229606
PL,2024-08,6314848
PL,2024-09,5887998
PL,2024-10,5142843
PL,2024-11,3891805
PL,2024-12,3955279
PL,2025-01,3745689
PL,2025-02,3858636
PL,2025-03,4268631
PL,2025-04,4877533
PL,2025-05,5721663
PL,2025-06,6336932
PL,2025-07,6962883
PL,2025-08,7160220
PL,2025-09,6543193
PL,2025-10,5736527
PL,2025-11,4278026
PL,2025-12,4684869
PL,2026-01,4332116
PL,2026-02,4405795
PL,2026-03,4704494
PL,2026-04,5469092
PT,2015-01,2000508
PT,2015-02,1928087
PT,2015-03,2420023
PT,2015-04,3025639
PT,2015-05,3292913
PT,2015-06,3519610
PT,2015-07,3991036
PT,2015-08,4181933
PT,2015-09,3713303
PT,2015-10,3361709
PT,2015-11,2301991
PT,2015-12,2269062
PT,2016-01,2180275
PT,2016-02,2217209
PT,2016-03,2722606
PT,2016-04,3251850
PT,2016-05,3724110
PT,2016-06,3904732
PT,2016-07,4480139
PT,2016-08,4690153
PT,2016-09,4257952
PT,2016-10,3958885
PT,2016-11,2763566
PT,2016-12,2778567
PT,2017-01,2631630
PT,2017-02,2620955
PT,2017-03,3176774
PT,2017-04,4160684
PT,2017-05,4369288
PT,2017-06,4637108
PT,2017-07,5167344
PT,2017-08,5257066
PT,2017-09,4880541
PT,2017-10,4473343
PT,2017-11,3151693
PT,2017-12,3146631
PT,2018-01,2954239
PT,2018-02,2903202
PT,2018-03,3626533
PT,2018-04,4405749
PT,2018-05,4766547
PT,2018-06,4935177
PT,2018-07,5382070
PT,2018-08,5466601
PT,2018-09,5121575
PT,2018-10,4791162
PT,2018-11,3361153
PT,2018-12,3304590
PT,2019-01,3144946
PT,2019-02,3073012
PT,2019-03,3887833
PT,2019-04,4859871
PT,2019-05,5116936
PT,2019-06,5392085
PT,2019-07,5799800
PT,2019-08,5910963
PT,2019-09,5474990
PT,2019-10,5047546
PT,2019-11,3666403
PT,2019-12,3633509
PT,2020-01,3415852
PT,2020-02,3439325
PT,2020-03,1831056
PT,2020-04,31985
PT,2020-05,77081
PT,2020-06,284709
PT,2020-07,1157154
PT,2020-08,1941565
PT,2020-09,1635649
PT,2020-10,1239595
PT,2020-11,613604
PT,2020-12,881418
PT,2021-01,667965
PT,2021-02,208528
PT,2021-03,335075
PT,2021-04,590810
PT,2021-05,1075486
PT,2021-06,1692022
PT,2021-07,2401932
PT,2021-08,3384275
PT,2021-09,3196765
PT,2021-10,3571556
PT,2021-11,2824805
PT,2021-12,2398473
PT,2022-01,1907770
PT,2022-02,2345229
PT,2022-03,3256766
PT,2022-04,4461563
PT,2022-05,4839810
PT,2022-06,5143209
PT,2022-07,5609412
PT,2022-08,5680214
PT,2022-09,5333541
PT,2022-10,5161029
PT,2022-11,3720588
PT,2022-12,3706394
PT,2023-01,3541233
PT,2023-02,3640330
PT,2023-03,4406714
PT,2023-04,5308563
PT,2023-05,5588279
PT,2023-06,5759805
PT,2023-07,6343938
PT,2023-08,6488620
PT,2023-09,6084558
PT,2023-10,5806934
PT,2023-11,4061691
PT,2023-12,4074646
PT,2024-01,3629020
PT,2024-02,3936876
PT,2024-03,4793529
PT,2024-04,5465394
PT,2024-05,5955362
PT,2024-06,6101127
PT,2024-07,6535149
PT,2024-08,6708778
PT,2024-09,6314465
PT,2024-10,5981050
PT,2024-11,4317578
PT,2024-12,4258384
PT,2025-01,3849322
PT,2025-02,3934879
PT,2025-03,4907278
PT,2025-04,5916191
PT,2025-05,6317939
PT,2025-06,6472081
PT,2025-07,6872242
PT,2025-08,7055138
PT,2025-09,6548730
PT,2025-10,6267873
PT,2025-11,4553775
PT,2025-12,4470453
SE,2015-01,2201578
SE,2015-02,2205212
SE,2015-03,2598818
SE,2015-04,2767361
SE,2015-05,3060472
SE,2015-06,3289800
SE,2015-07,3282679
SE,2015-08,3211651
SE,2015-09,3232347
SE,2015-10,3118744
SE,2015-11,2626889
SE,2015-12,2415712
SE,2016-01,2327305
SE,2016-02,2426724
SE,2016-03,2824061
SE,2016-04,2857043
SE,2016-05,3248608
SE,2016-06,3379659
SE,2016-07,3482287
SE,2016-08,3355740
SE,2016-09,3361783
SE,2016-10,3227602
SE,2016-11,2799992
SE,2016-12,2661754
SE,2017-01,2548194
SE,2017-02,2516505
SE,2017-03,2960279
SE,2017-04,3124891
SE,2017-05,3553039
SE,2017-06,3681663
SE,2017-07,3790568
SE,2017-08,3637417
SE,2017-09,3557400
SE,2017-10,3423537
SE,2017-11,2929925
SE,2017-12,2732795
SE,2018-01,2645161
SE,2018-02,2603039
SE,2018-03,3142067
SE,2018-04,3235259
SE,2018-05,3540823
SE,2018-06,3731574
SE,2018-07,3837942
SE,2018-08,3671690
SE,2018-09,3523997
SE,2018-10,3399993
SE,2018-11,2898917
SE,2018-12,2714634
SE,2019-01,2571315
SE,2019-02,2514946
SE,2019-03,2941902
SE,2019-04,3068756
SE,2019-05,3409232
SE,2019-06,3684566
SE,2019-07,3714250
SE,2019-08,3583942
SE,2019-09,3468876
SE,2019-10,3293082
SE,2019-11,2716695
SE,2019-12,2647201
SE,2020-01,2472049
SE,2020-02,2418239
SE,2020-03,1183305
SE,2020-04,53595
SE,2020-05,70837
SE,2020-06,157902
SE,2020-07,432324
SE,2020-08,591423
SE,2020-09,566964
SE,2020-10,651280
SE,2020-11,346453
SE,2020-12,373306
SE,2021-01,309924
SE,2021-02,226823
SE,2021-03,286812
SE,2021-04,317477
SE,2021-05,390990
SE,2021-06,705075
SE,2021-07,1358096
SE,2021-08,1425389
SE,2021-09,1332642
SE,2021-10,1544451
SE,2021-11,1502559
SE,2021-12,1397771
SE,2022-01,1006368
SE,2022-02,1037055
SE,2022-03,1543871
SE,2022-04,2029312
SE,2022-05,2386437
SE,2022-06,2633377
SE,2022-07,2693080
SE,2022-08,2633677
SE,2022-09,2554440
SE,2022-10,2446033
SE,2022-11,2060825
SE,2022-12,2014337
SE,2023-01,1901479
SE,2023-02,1833622
SE,2023-03,2219052
SE,2023-04,2398139
SE,2023-05,2742199
SE,2023-06,2918126
SE,2023-07,3070947
SE,2023-08,2871751
SE,2023-09,2735335
SE,2023-10,2616706
SE,2023-11,2100212
SE,2023-12,2032938
SE,2024-01,1879258
SE,2024-02,1917328
SE,2024-03,2226029
SE,2024-04,2403870
SE,2024-05,2797962
SE,2024-06,2938936
SE,2024-07,3103010
SE,2024-08,2914691
SE,2024-09,2778811
SE,2024-10,2660149
SE,2024-11,2101087
SE,2024-12,2110373
SE,2025-01,1880507
SE,2025-02,1880992
SE,2025-03,2194402
SE,2025-04,2438181
SE,2025-05,2767478
SE,2025-06,3013005
SE,2025-07,3152461
SE,2025-08,3044868
SE,2025-09,2838930
SE,2025-10,2785909
SE,2025-11,2234903
SE,2025-12,2278819
SE,2026-01,2006041
