series,period,value
st_visitors_arriving,1988-08,196890.0
st_visitors_arriving,1988-09,179630.0
st_visitors_arriving,1988-10,207250.0
st_visitors_arriving,1988-11,207990.0
st_visitors_arriving,1988-12,245790.0
st_visitors_arriving,1989-01,168950.0
st_visitors_arriving,1989-02,191050.0
st_visitors_arriving,1989-03,180010.0
st_visitors_arriving,1989-04,160130.0
st_visitors_arriving,1989-05,136560.0
st_visitors_arriving,1989-06,142720.0
st_visitors_arriving,1989-07,175410.0
st_visitors_arriving,1989-08,161400.0
st_visitors_arriving,1989-09,149910.0
st_visitors_arriving,1989-10,174050.0
st_visitors_arriving,1989-11,192670.0
st_visitors_arriving,1989-12,247420.0
st_visitors_arriving,1990-01,176210.0
st_visitors_arriving,1990-02,192800.0
st_visitors_arriving,1990-03,189060.0
st_visitors_arriving,1990-04,181060.0
st_visitors_arriving,1990-05,149870.0
st_visitors_arriving,1990-06,157340.0
st_visitors_arriving,1990-07,185350.0
st_visitors_arriving,1990-08,178180.0
st_visitors_arriving,1990-09,162730.0
st_visitors_arriving,1990-10,190620.0
st_visitors_arriving,1990-11,198560.0
st_visitors_arriving,1990-12,253130.0
st_visitors_arriving,1991-01,177410.0
st_visitors_arriving,1991-02,190570.0
st_visitors_arriving,1991-03,189180.0
st_visitors_arriving,1991-04,168000.0
st_visitors_arriving,1991-05,161400.0
st_visitors_arriving,1991-06,172230.0
st_visitors_arriving,1991-07,208310.0
st_visitors_arriving,1991-08,199310.0
st_visitors_arriving,1991-09,197360.0
st_visitors_arriving,1991-10,215970.0
st_visitors_arriving,1991-11,223860.0
st_visitors_arriving,1991-12,266750.0
st_visitors_arriving,1992-01,196090.0
st_visitors_arriving,1992-02,238250.0
st_visitors_arriving,1992-03,217800.0
st_visitors_arriving,1992-04,203830.0
st_visitors_arriving,1992-05,175220.0
st_visitors_arriving,1992-06,176940.0
st_visitors_arriving,1992-07,219260.0
st_visitors_arriving,1992-08,199080.0
st_visitors_arriving,1992-09,190020.0
st_visitors_arriving,1992-10,229320.0
st_visitors_arriving,1992-11,255040.0
st_visitors_arriving,1992-12,302400.0
st_visitors_arriving,1993-01,242760.0
st_visitors_arriving,1993-02,245460.0
st_visitors_arriving,1993-03,257950.0
st_visitors_arriving,1993-04,226320.0
st_visitors_arriving,1993-05,213410.0
st_visitors_arriving,1993-06,204580.0
st_visitors_arriving,1993-07,244620.0
st_visitors_arriving,1993-08,239930.0
st_visitors_arriving,1993-09,224030.0
st_visitors_arriving,1993-10,267220.0
st_visitors_arriving,1993-11,285910.0
st_visitors_arriving,1993-12,344040.0
st_visitors_arriving,1994-01,250530.0
st_visitors_arriving,1994-02,304280.0
st_visitors_arriving,1994-03,307400.0
st_visitors_arriving,1994-04,255130.0
st_visitors_arriving,1994-05,214940.0
st_visitors_arriving,1994-06,230940.0
st_visitors_arriving,1994-07,282510.0
st_visitors_arriving,1994-08,265430.0
st_visitors_arriving,1994-09,253970.0
st_visitors_arriving,1994-10,301590.0
st_visitors_arriving,1994-11,311000.0
st_visitors_arriving,1994-12,384010.0
st_visitors_arriving,1995-01,303760.0
st_visitors_arriving,1995-02,319050.0
st_visitors_arriving,1995-03,313540.0
st_visitors_arriving,1995-04,294160.0
st_visitors_arriving,1995-05,244810.0
st_visitors_arriving,1995-06,261440.0
st_visitors_arriving,1995-07,329740.0
st_visitors_arriving,1995-08,304900.0
st_visitors_arriving,1995-09,268570.0
st_visitors_arriving,1995-10,320660.0
st_visitors_arriving,1995-11,342930.0
st_visitors_arriving,1995-12,422260.0
st_visitors_arriving,1996-01,317210.0
st_visitors_arriving,1996-02,392690.0
st_visitors_arriving,1996-03,365550.0
st_visitors_arriving,1996-04,333200.0
st_visitors_arriving,1996-05,261510.0
st_visitors_arriving,1996-06,306930.0
st_visitors_arriving,1996-07,358230.0
st_visitors_arriving,1996-08,329240.0
st_visitors_arriving,1996-09,309160.0
st_visitors_arriving,1996-10,350360.0
st_visitors_arriving,1996-11,375570.0
st_visitors_arriving,1996-12,465180.0
st_visitors_arriving,1997-01,342890.0
st_visitors_arriving,1997-02,407960.0
st_visitors_arriving,1997-03,390900.0
st_visitors_arriving,1997-04,325900.0
st_visitors_arriving,1997-05,289100.0
st_visitors_arriving,1997-06,308180.0
st_visitors_arriving,1997-07,397360.0
st_visitors_arriving,1997-08,330430.0
st_visitors_arriving,1997-09,330940.0
st_visitors_arriving,1997-10,366480.0
st_visitors_arriving,1997-11,379460.0
st_visitors_arriving,1997-12,448280.0
st_visitors_arriving,1998-01,346230.0
st_visitors_arriving,1998-02,353610.0
st_visitors_arriving,1998-03,338560.0
st_visitors_arriving,1998-04,341080.0
st_visitors_arriving,1998-05,283400.0
st_visitors_arriving,1998-06,304190.0
st_visitors_arriving,1998-07,372300.0
st_visitors_arriving,1998-08,323680.0
st_visitors_arriving,1998-09,323860.0
st_visitors_arriving,1998-10,354750.0
st_visitors_arriving,1998-11,367910.0
st_visitors_arriving,1998-12,457640.0
st_visitors_arriving,1999-01,350980.0
st_visitors_arriving,1999-02,398570.0
st_visitors_arriving,1999-03,389020.0
st_visitors_arriving,1999-04,334130.0
st_visitors_arriving,1999-05,298130.0
st_visitors_arriving,1999-06,317060.0
st_visitors_arriving,1999-07,388460.0
st_visitors_arriving,1999-08,355610.0
st_visitors_arriving,1999-09,353130.0
st_visitors_arriving,1999-10,396980.0
st_visitors_arriving,1999-11,416670.0
st_visitors_arriving,1999-12,460780.0
st_visitors_arriving,2000-01,360800.0
st_visitors_arriving,2000-02,434590.0
st_visitors_arriving,2000-03,411860.0
st_visitors_arriving,2000-04,405620.0
st_visitors_arriving,2000-05,319350.0
st_visitors_arriving,2000-06,347940.0
st_visitors_arriving,2000-07,429030.0
st_visitors_arriving,2000-08,372850.0
st_visitors_arriving,2000-09,402970.0
st_visitors_arriving,2000-10,426510.0
st_visitors_arriving,2000-11,459910.0
st_visitors_arriving,2000-12,559930.0
st_visitors_arriving,2001-01,416600.0
st_visitors_arriving,2001-02,429200.0
st_visitors_arriving,2001-03,428750.0
st_visitors_arriving,2001-04,405380.0
st_visitors_arriving,2001-05,330180.0
st_visitors_arriving,2001-06,370020.0
st_visitors_arriving,2001-07,446880.0
st_visitors_arriving,2001-08,384590.0
st_visitors_arriving,2001-09,366290.0
st_visitors_arriving,2001-10,378470.0
st_visitors_arriving,2001-11,376190.0
st_visitors_arriving,2001-12,523190.0
st_visitors_arriving,2002-01,379290.0
st_visitors_arriving,2002-02,437240.0
st_visitors_arriving,2002-03,446500.0
st_visitors_arriving,2002-04,360310.0
st_visitors_arriving,2002-05,329950.0
st_visitors_arriving,2002-06,339390.0
st_visitors_arriving,2002-07,418160.0
st_visitors_arriving,2002-08,371940.0
st_visitors_arriving,2002-09,358570.0
st_visitors_arriving,2002-10,428860.0
st_visitors_arriving,2002-11,437020.0
st_visitors_arriving,2002-12,533970.0
st_visitors_arriving,2003-01,396650.0
st_visitors_arriving,2003-02,427480.0
st_visitors_arriving,2003-03,392470.0
st_visitors_arriving,2003-04,321510.0
st_visitors_arriving,2003-05,260900.0
st_visitors_arriving,2003-06,308270.0
st_visitors_arriving,2003-07,415510.0
st_visitors_arriving,2003-08,362250.0
st_visitors_arriving,2003-09,385600.0
st_visitors_arriving,2003-10,435330.0
st_visitors_arriving,2003-11,473280.0
st_visitors_arriving,2003-12,566600.0
st_visitors_arriving,2004-01,420170.0
st_visitors_arriving,2004-02,454820.0
st_visitors_arriving,2004-03,432280.0
st_visitors_arriving,2004-04,402790.0
st_visitors_arriving,2004-05,341260.0
st_visitors_arriving,2004-06,367280.0
st_visitors_arriving,2004-07,467550.0
st_visitors_arriving,2004-08,403060.0
st_visitors_arriving,2004-09,393510.0
st_visitors_arriving,2004-10,447380.0
st_visitors_arriving,2004-11,478020.0
st_visitors_arriving,2004-12,591390.0
st_visitors_arriving,2005-01,456920.0
st_visitors_arriving,2005-02,498780.0
st_visitors_arriving,2005-03,502090.0
st_visitors_arriving,2005-04,406580.0
st_visitors_arriving,2005-05,351290.0
st_visitors_arriving,2005-06,377010.0
st_visitors_arriving,2005-07,497040.0
st_visitors_arriving,2005-08,429260.0
st_visitors_arriving,2005-09,412070.0
st_visitors_arriving,2005-10,461870.0
st_visitors_arriving,2005-11,470670.0
st_visitors_arriving,2005-12,599250.0
st_visitors_arriving,2006-01,461400.0
st_visitors_arriving,2006-02,485000.0
st_visitors_arriving,2006-03,473440.0
st_visitors_arriving,2006-04,435040.0
st_visitors_arriving,2006-05,342940.0
st_visitors_arriving,2006-06,379660.0
st_visitors_arriving,2006-07,478190.0
st_visitors_arriving,2006-08,410200.0
st_visitors_arriving,2006-09,423460.0
st_visitors_arriving,2006-10,472930.0
st_visitors_arriving,2006-11,489990.0
st_visitors_arriving,2006-12,640870.0
st_visitors_arriving,2007-01,451030.0
st_visitors_arriving,2007-02,510170.0
st_visitors_arriving,2007-03,520020.0
st_visitors_arriving,2007-04,434940.0
st_visitors_arriving,2007-05,364730.0
st_visitors_arriving,2007-06,397960.0
st_visitors_arriving,2007-07,482790.0
st_visitors_arriving,2007-08,434750.0
st_visitors_arriving,2007-09,434110.0
st_visitors_arriving,2007-10,468840.0
st_visitors_arriving,2007-11,499210.0
st_visitors_arriving,2007-12,614830.0
st_visitors_arriving,2008-01,440630.0
st_visitors_arriving,2008-02,546410.0
st_visitors_arriving,2008-03,513720.0
st_visitors_arriving,2008-04,424310.0
st_visitors_arriving,2008-05,380020.0
st_visitors_arriving,2008-06,382460.0
st_visitors_arriving,2008-07,530450.0
st_visitors_arriving,2008-08,418750.0
st_visitors_arriving,2008-09,400010.0
st_visitors_arriving,2008-10,455740.0
st_visitors_arriving,2008-11,470350.0
st_visitors_arriving,2008-12,611800.0
st_visitors_arriving,2009-01,451880.0
st_visitors_arriving,2009-02,501770.0
st_visitors_arriving,2009-03,486840.0
st_visitors_arriving,2009-04,452830.0
st_visitors_arriving,2009-05,372920.0
st_visitors_arriving,2009-06,362280.0
st_visitors_arriving,2009-07,458960.0
st_visitors_arriving,2009-08,413160.0
st_visitors_arriving,2009-09,437290.0
st_visitors_arriving,2009-10,484820.0
st_visitors_arriving,2009-11,485250.0
st_visitors_arriving,2009-12,649360.0
st_visitors_arriving,2010-01,448710.0
st_visitors_arriving,2010-02,560130.0
st_visitors_arriving,2010-03,526330.0
st_visitors_arriving,2010-04,428900.0
st_visitors_arriving,2010-05,374960.0
st_visitors_arriving,2010-06,403700.0
st_visitors_arriving,2010-07,510930.0
st_visitors_arriving,2010-08,451310.0
st_visitors_arriving,2010-09,475680.0
st_visitors_arriving,2010-10,494460.0
st_visitors_arriving,2010-11,518090.0
st_visitors_arriving,2010-12,678360.0
st_visitors_arriving,2011-01,473780.0
st_visitors_arriving,2011-02,565140.0
st_visitors_arriving,2011-03,500100.0
st_visitors_arriving,2011-04,460320.0
st_visitors_arriving,2011-05,384520.0
st_visitors_arriving,2011-06,387680.0
st_visitors_arriving,2011-07,505640.0
st_visitors_arriving,2011-08,467010.0
st_visitors_arriving,2011-09,431040.0
st_visitors_arriving,2011-10,499530.0
st_visitors_arriving,2011-11,522760.0
st_visitors_arriving,2011-12,674790.0
st_visitors_arriving,2012-01,501990.0
st_visitors_arriving,2012-02,565750.0
st_visitors_arriving,2012-03,543830.0
st_visitors_arriving,2012-04,465100.0
st_visitors_arriving,2012-05,393430.0
st_visitors_arriving,2012-06,420510.0
st_visitors_arriving,2012-07,499860.0
st_visitors_arriving,2012-08,498740.0
st_visitors_arriving,2012-09,475470.0
st_visitors_arriving,2012-10,521010.0
st_visitors_arriving,2012-11,560100.0
st_visitors_arriving,2012-12,721320.0
st_visitors_arriving,2013-01,488670.0
st_visitors_arriving,2013-02,616970.0
st_visitors_arriving,2013-03,588870.0
st_visitors_arriving,2013-04,461540.0
st_visitors_arriving,2013-05,413330.0
st_visitors_arriving,2013-06,447520.0
st_visitors_arriving,2013-07,530910.0
st_visitors_arriving,2013-08,529350.0
st_visitors_arriving,2013-09,493890.0
st_visitors_arriving,2013-10,542760.0
st_visitors_arriving,2013-11,578130.0
st_visitors_arriving,2013-12,789760.0
st_visitors_arriving,2014-01,562510.0
st_visitors_arriving,2014-02,637630.0
st_visitors_arriving,2014-03,600820.0
st_visitors_arriving,2014-04,528560.0
st_visitors_arriving,2014-05,472880.0
st_visitors_arriving,2014-06,457900.0
st_visitors_arriving,2014-07,589650.0
st_visitors_arriving,2014-08,540910.0
st_visitors_arriving,2014-09,521750.0
st_visitors_arriving,2014-10,586680.0
st_visitors_arriving,2014-11,611230.0
st_visitors_arriving,2014-12,811830.0
st_visitors_arriving,2015-01,547430.0
st_visitors_arriving,2015-02,726060.0
st_visitors_arriving,2015-03,679270.0
st_visitors_arriving,2015-04,550150.0
st_visitors_arriving,2015-05,485660.0
st_visitors_arriving,2015-06,488150.0
st_visitors_arriving,2015-07,628270.0
st_visitors_arriving,2015-08,574140.0
st_visitors_arriving,2015-09,571990.0
st_visitors_arriving,2015-10,625800.0
st_visitors_arriving,2015-11,671540.0
st_visitors_arriving,2015-12,901320.0
st_visitors_arriving,2016-01,617670.0
st_visitors_arriving,2016-02,798610.0
st_visitors_arriving,2016-03,757350.0
st_visitors_arriving,2016-04,610500.0
st_visitors_arriving,2016-05,541280.0
st_visitors_arriving,2016-06,555070.0
st_visitors_arriving,2016-07,715780.0
st_visitors_arriving,2016-08,632140.0
st_visitors_arriving,2016-09,647040.0
st_visitors_arriving,2016-10,695920.0
st_visitors_arriving,2016-11,721830.0
st_visitors_arriving,2016-12,976150.0
st_visitors_arriving,2017-01,723990.0
st_visitors_arriving,2017-02,787580.0
st_visitors_arriving,2017-03,772230.0
st_visitors_arriving,2017-04,700010.0
st_visitors_arriving,2017-05,579090.0
st_visitors_arriving,2017-06,606010.0
st_visitors_arriving,2017-07,746410.0
st_visitors_arriving,2017-08,702900.0
st_visitors_arriving,2017-09,663590.0
st_visitors_arriving,2017-10,741360.0
st_visitors_arriving,2017-11,777090.0
st_visitors_arriving,2017-12,1015040.0
st_visitors_arriving,2018-01,702580.0
st_visitors_arriving,2018-02,914530.0
st_visitors_arriving,2018-03,872350.0
st_visitors_arriving,2018-04,679780.0
st_visitors_arriving,2018-05,609450.0
st_visitors_arriving,2018-06,646650.0
st_visitors_arriving,2018-07,774360.0
st_visitors_arriving,2018-08,741710.0
st_visitors_arriving,2018-09,690190.0
st_visitors_arriving,2018-10,753960.0
st_visitors_arriving,2018-11,802160.0
st_visitors_arriving,2018-12,1057900.0
st_visitors_arriving,2019-01,731130.0
st_visitors_arriving,2019-02,927240.0
st_visitors_arriving,2019-03,836350.0
st_visitors_arriving,2019-04,700370.0
st_visitors_arriving,2019-05,668280.0
st_visitors_arriving,2019-06,660340.0
st_visitors_arriving,2019-07,790380.0
st_visitors_arriving,2019-08,789200.0
st_visitors_arriving,2019-09,694960.0
st_visitors_arriving,2019-10,774020.0
st_visitors_arriving,2019-11,815910.0
st_visitors_arriving,2019-12,1077720.0
st_visitors_arriving,2020-01,766590.0
st_visitors_arriving,2020-02,685410.0
st_visitors_arriving,2020-03,331890.0
st_visitors_arriving,2020-04,2250.0
st_visitors_arriving,2020-05,3440.0
st_visitors_arriving,2020-06,5400.0
st_visitors_arriving,2020-07,3530.0
st_visitors_arriving,2020-08,3030.0
st_visitors_arriving,2020-09,3720.0
st_visitors_arriving,2020-10,6070.0
st_visitors_arriving,2020-11,7570.0
st_visitors_arriving,2020-12,8820.0
st_visitors_arriving,2021-01,7990.0
st_visitors_arriving,2021-02,6260.0
st_visitors_arriving,2021-03,8320.0
st_visitors_arriving,2021-04,22610.0
st_visitors_arriving,2021-05,36190.0
st_visitors_arriving,2021-06,36770.0
st_visitors_arriving,2021-07,18720.0
st_visitors_arriving,2021-08,6390.0
st_visitors_arriving,2021-09,4430.0
st_visitors_arriving,2021-10,4410.0
st_visitors_arriving,2021-11,20860.0
st_visitors_arriving,2021-12,73290.0
st_visitors_arriving,2022-01,60760.0
st_visitors_arriving,2022-02,90460.0
st_visitors_arriving,2022-03,170250.0
st_visitors_arriving,2022-04,235460.0
st_visitors_arriving,2022-05,231480.0
st_visitors_arriving,2022-06,275300.0
st_visitors_arriving,2022-07,325680.0
st_visitors_arriving,2022-08,348440.0
st_visitors_arriving,2022-09,371850.0
st_visitors_arriving,2022-10,430470.0
st_visitors_arriving,2022-11,505240.0
st_visitors_arriving,2022-12,648970.0
st_visitors_arriving,2023-01,412410.0
st_visitors_arriving,2023-02,600710.0
st_visitors_arriving,2023-03,613340.0
st_visitors_arriving,2023-04,544920.0
st_visitors_arriving,2023-05,512330.0
st_visitors_arriving,2023-06,542080.0
st_visitors_arriving,2023-07,625120.0
st_visitors_arriving,2023-08,603360.0
st_visitors_arriving,2023-09,584620.0
st_visitors_arriving,2023-10,607930.0
st_visitors_arriving,2023-11,663760.0
st_visitors_arriving,2023-12,876860.0
st_visitors_arriving,2024-01,603770.0
st_visitors_arriving,2024-02,857950.0
st_visitors_arriving,2024-03,761050.0
st_visitors_arriving,2024-04,593090.0
st_visitors_arriving,2024-05,600780.0
st_visitors_arriving,2024-06,587760.0
st_visitors_arriving,2024-07,658970.0
st_visitors_arriving,2024-08,658810.0
st_visitors_arriving,2024-09,630700.0
st_visitors_arriving,2024-10,677410.0
st_visitors_arriving,2024-11,695360.0
st_visitors_arriving,2024-12,945280.0
st_visitors_arriving,2025-01,710040.0
st_visitors_arriving,2025-02,787770.0
st_visitors_arriving,2025-03,761230.0
st_visitors_arriving,2025-04,641150.0
st_visitors_arriving,2025-05,611180.0
st_visitors_arriving,2025-06,624510.0
st_visitors_arriving,2025-07,743210.0
st_visitors_arriving,2025-08,753320.0
st_visitors_arriving,2025-09,696500.0
st_visitors_arriving,2025-10,740650.0
st_visitors_arriving,2025-11,831170.0
st_visitors_arriving,2025-12,1036660.0
st_visitors_arriving,2026-01,716680.0
st_visitors_arriving,2026-02,943220.0
st_visitors_arriving,2026-03,818990.0
st_visitors_arriving,2026-04,644770.0
st_visitors_arriving,2026-05,609040.0
st_visitors_arriving,2026-06,566910.0
st_visitors_arriving,2026-07,710980.0
total_arrivals,1976-01,202990.0
total_arrivals,1976-02,137040.0
total_arrivals,1976-03,118980.0
total_arrivals,1976-04,102120.0
total_arrivals,1976-05,128970.0
total_arrivals,1976-06,100200.0
total_arrivals,1976-07,116730.0
total_arrivals,1976-08,144180.0
total_arrivals,1976-09,160610.0
total_arrivals,1976-10,157690.0
total_arrivals,1976-11,132050.0
total_arrivals,1976-12,139950.0
total_arrivals,1977-01,219630.0
total_arrivals,1977-02,133490.0
total_arrivals,1977-03,120820.0
total_arrivals,1977-04,110320.0
total_arrivals,1977-05,115870.0
total_arrivals,1977-06,108990.0
total_arrivals,1977-07,131380.0
total_arrivals,1977-08,140200.0
total_arrivals,1977-09,166860.0
total_arrivals,1977-10,150540.0
total_arrivals,1977-11,152570.0
total_arrivals,1977-12,147100.0
total_arrivals,1978-01,208540.0
total_arrivals,1978-02,134730.0
total_arrivals,1978-03,128600.0
total_arrivals,1978-04,115760.0
total_arrivals,1978-05,135990.0
total_arrivals,1978-06,116160.0
total_arrivals,1978-07,141710.0
total_arrivals,1978-08,152780.0
total_arrivals,1978-09,184050.0
total_arrivals,1978-10,164770.0
total_arrivals,1978-11,163060.0
total_arrivals,1978-12,168650.0
total_arrivals,1979-01,228010.0
total_arrivals,1979-02,151130.0
total_arrivals,1979-03,150950.0
total_arrivals,1979-04,140470.0
total_arrivals,1979-05,163610.0
total_arrivals,1979-06,154220.0
total_arrivals,1979-07,172080.0
total_arrivals,1979-08,177370.0
total_arrivals,1979-09,201120.0
total_arrivals,1979-10,185200.0
total_arrivals,1979-11,187150.0
total_arrivals,1979-12,193490.0
total_arrivals,1980-01,232240.0
total_arrivals,1980-02,185560.0
total_arrivals,1980-03,192860.0
total_arrivals,1980-04,157710.0
total_arrivals,1980-05,173470.0
total_arrivals,1980-06,177880.0
total_arrivals,1980-07,185450.0
total_arrivals,1980-08,184760.0
total_arrivals,1980-09,193290.0
total_arrivals,1980-10,198500.0
total_arrivals,1980-11,201150.0
total_arrivals,1980-12,200730.0
total_arrivals,1981-01,233160.0
total_arrivals,1981-02,180110.0
total_arrivals,1981-03,194800.0
total_arrivals,1981-04,169790.0
total_arrivals,1981-05,177800.0
total_arrivals,1981-06,186400.0
total_arrivals,1981-07,190900.0
total_arrivals,1981-08,188480.0
total_arrivals,1981-09,192640.0
total_arrivals,1981-10,209340.0
total_arrivals,1981-11,204570.0
total_arrivals,1981-12,202800.0
total_arrivals,1982-01,252320.0
total_arrivals,1982-02,185060.0
total_arrivals,1982-03,190960.0
total_arrivals,1982-04,190450.0
total_arrivals,1982-05,178630.0
total_arrivals,1982-06,176190.0
total_arrivals,1982-07,211870.0
total_arrivals,1982-08,200800.0
total_arrivals,1982-09,210590.0
total_arrivals,1982-10,213350.0
total_arrivals,1982-11,200420.0
total_arrivals,1982-12,198870.0
total_arrivals,1983-01,251190.0
total_arrivals,1983-02,178340.0
total_arrivals,1983-03,173620.0
total_arrivals,1983-04,170350.0
total_arrivals,1983-05,167410.0
total_arrivals,1983-06,167110.0
total_arrivals,1983-07,198990.0
total_arrivals,1983-08,192030.0
total_arrivals,1983-09,200000.0
total_arrivals,1983-10,217940.0
total_arrivals,1983-11,194530.0
total_arrivals,1983-12,205590.0
total_arrivals,1984-01,254240.0
total_arrivals,1984-02,187860.0
total_arrivals,1984-03,177690.0
total_arrivals,1984-04,187640.0
total_arrivals,1984-05,195520.0
total_arrivals,1984-06,186630.0
total_arrivals,1984-07,213010.0
total_arrivals,1984-08,206270.0
total_arrivals,1984-09,239410.0
total_arrivals,1984-10,239110.0
total_arrivals,1984-11,224260.0
total_arrivals,1984-12,231660.0
total_arrivals,1985-01,281040.0
total_arrivals,1985-02,221240.0
total_arrivals,1985-03,220080.0
total_arrivals,1985-04,195590.0
total_arrivals,1985-05,209530.0
total_arrivals,1985-06,205040.0
total_arrivals,1985-07,221880.0
total_arrivals,1985-08,229630.0
total_arrivals,1985-09,258870.0
total_arrivals,1985-10,266990.0
total_arrivals,1985-11,249320.0
total_arrivals,1985-12,250650.0
total_arrivals,1986-01,303750.0
total_arrivals,1986-02,237500.0
total_arrivals,1986-03,242350.0
total_arrivals,1986-04,224870.0
total_arrivals,1986-05,224870.0
total_arrivals,1986-06,224660.0
total_arrivals,1986-07,254460.0
total_arrivals,1986-08,269260.0
total_arrivals,1986-09,277740.0
total_arrivals,1986-10,294420.0
total_arrivals,1986-11,291160.0
total_arrivals,1986-12,294240.0
total_arrivals,1987-01,346710.0
total_arrivals,1987-02,277550.0
total_arrivals,1987-03,264880.0
total_arrivals,1987-04,259680.0
total_arrivals,1987-05,247290.0
total_arrivals,1987-06,240400.0
total_arrivals,1987-07,316200.0
total_arrivals,1987-08,307690.0
total_arrivals,1987-09,303130.0
total_arrivals,1987-10,368610.0
total_arrivals,1987-11,326610.0
total_arrivals,1987-12,334110.0
total_arrivals,1988-01,384800.0
total_arrivals,1988-02,314770.0
total_arrivals,1988-03,313380.0
total_arrivals,1988-04,300790.0
total_arrivals,1988-05,278610.0
total_arrivals,1988-06,301210.0
total_arrivals,1988-07,386910.0
total_arrivals,1988-08,354430.0
total_arrivals,1988-09,360810.0
total_arrivals,1988-10,416180.0
total_arrivals,1988-11,357820.0
total_arrivals,1988-12,371370.0
total_arrivals,1989-01,417160.0
total_arrivals,1989-02,342770.0
total_arrivals,1989-03,331370.0
total_arrivals,1989-04,319520.0
total_arrivals,1989-05,273980.0
total_arrivals,1989-06,301200.0
total_arrivals,1989-07,393340.0
total_arrivals,1989-08,339770.0
total_arrivals,1989-09,355370.0
total_arrivals,1989-10,409620.0
total_arrivals,1989-11,363310.0
total_arrivals,1989-12,383620.0
total_arrivals,1990-01,452820.0
total_arrivals,1990-02,371630.0
total_arrivals,1990-03,343680.0
total_arrivals,1990-04,357690.0
total_arrivals,1990-05,309910.0
total_arrivals,1990-06,324620.0
total_arrivals,1990-07,417790.0
total_arrivals,1990-08,379690.0
total_arrivals,1990-09,386910.0
total_arrivals,1990-10,439720.0
total_arrivals,1990-11,374430.0
total_arrivals,1990-12,399410.0
total_arrivals,1991-01,462080.0
total_arrivals,1991-02,350090.0
total_arrivals,1991-03,349970.0
total_arrivals,1991-04,306940.0
total_arrivals,1991-05,308760.0
total_arrivals,1991-06,342200.0
total_arrivals,1991-07,427590.0
total_arrivals,1991-08,387990.0
total_arrivals,1991-09,400080.0
total_arrivals,1991-10,459600.0
total_arrivals,1991-11,406660.0
total_arrivals,1991-12,415330.0
total_arrivals,1992-01,477800.0
total_arrivals,1992-02,412270.0
total_arrivals,1992-03,375660.0
total_arrivals,1992-04,379300.0
total_arrivals,1992-05,341990.0
total_arrivals,1992-06,342030.0
total_arrivals,1992-07,462380.0
total_arrivals,1992-08,403510.0
total_arrivals,1992-09,408210.0
total_arrivals,1992-10,491610.0
total_arrivals,1992-11,440730.0
total_arrivals,1992-12,454560.0
total_arrivals,1993-01,538170.0
total_arrivals,1993-02,430970.0
total_arrivals,1993-03,415040.0
total_arrivals,1993-04,405630.0
total_arrivals,1993-05,379360.0
total_arrivals,1993-06,377660.0
total_arrivals,1993-07,491930.0
total_arrivals,1993-08,437710.0
total_arrivals,1993-09,439160.0
total_arrivals,1993-10,534730.0
total_arrivals,1993-11,464410.0
total_arrivals,1993-12,494540.0
total_arrivals,1994-01,548980.0
total_arrivals,1994-02,488610.0
total_arrivals,1994-03,480920.0
total_arrivals,1994-04,440430.0
total_arrivals,1994-05,385850.0
total_arrivals,1994-06,414640.0
total_arrivals,1994-07,545960.0
total_arrivals,1994-08,472530.0
total_arrivals,1994-09,485960.0
total_arrivals,1994-10,573290.0
total_arrivals,1994-11,501920.0
total_arrivals,1994-12,547100.0
total_arrivals,1995-01,615700.0
total_arrivals,1995-02,523840.0
total_arrivals,1995-03,498110.0
total_arrivals,1995-04,499280.0
total_arrivals,1995-05,434660.0
total_arrivals,1995-06,462410.0
total_arrivals,1995-07,603750.0
total_arrivals,1995-08,525500.0
total_arrivals,1995-09,520050.0
total_arrivals,1995-10,613300.0
total_arrivals,1995-11,550600.0
total_arrivals,1995-12,603410.0
total_arrivals,1996-01,660750.0
total_arrivals,1996-02,609000.0
total_arrivals,1996-03,571570.0
total_arrivals,1996-04,559260.0
total_arrivals,1996-05,455620.0
total_arrivals,1996-06,525410.0
total_arrivals,1996-07,646890.0
total_arrivals,1996-08,574070.0
total_arrivals,1996-09,578680.0
total_arrivals,1996-10,672550.0
total_arrivals,1996-11,609270.0
total_arrivals,1996-12,658620.0
total_arrivals,1997-01,703800.0
total_arrivals,1997-02,635280.0
total_arrivals,1997-03,619190.0
total_arrivals,1997-04,552390.0
total_arrivals,1997-05,501710.0
total_arrivals,1997-06,547250.0
total_arrivals,1997-07,710680.0
total_arrivals,1997-08,593040.0
total_arrivals,1997-09,619970.0
total_arrivals,1997-10,710200.0
total_arrivals,1997-11,633830.0
total_arrivals,1997-12,647930.0
total_arrivals,1998-01,712230.0
total_arrivals,1998-02,611750.0
total_arrivals,1998-03,574840.0
total_arrivals,1998-04,597840.0
total_arrivals,1998-05,532880.0
total_arrivals,1998-06,560350.0
total_arrivals,1998-07,696680.0
total_arrivals,1998-08,614090.0
total_arrivals,1998-09,628740.0
total_arrivals,1998-10,731040.0
total_arrivals,1998-11,638220.0
total_arrivals,1998-12,680870.0
total_arrivals,1999-01,754350.0
total_arrivals,1999-02,653350.0
total_arrivals,1999-03,635700.0
total_arrivals,1999-04,601850.0
total_arrivals,1999-05,550000.0
total_arrivals,1999-06,566700.0
total_arrivals,1999-07,734920.0
total_arrivals,1999-08,645450.0
total_arrivals,1999-09,674170.0
total_arrivals,1999-10,776210.0
