quarter,metric,value,units,published_at,timestamp_precision,publication_display,source_reference,source_sha256,retrieved_at,source_row,column_selection,evidence_status
2016Q4,occupancy_pct,104.5,percent,2017-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2017 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/158/norwegian-cruise-line-holdings-reports-financial-results,c7434412c382707874a798d8d65b96c0de8b1c6e43d5d0bbcf7635c5416f1b8f,2026-09-13T23:05:35.728013+00:00,Occupancy Percentage | 104.5 | % | 107.6 | % | 107.4 | % | 109.0 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q4,net_yield_usd_per_capacity_day,205.09,USD per capacity day,2017-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2017 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/158/norwegian-cruise-line-holdings-reports-financial-results,c7434412c382707874a798d8d65b96c0de8b1c6e43d5d0bbcf7635c5416f1b8f,2026-09-13T23:05:35.728013+00:00,Net Yield | $ | 205.09 | $ | 206.24 | $ | 209.49 | $ | 229.72 | $ | 231.18 | $ | 224.95,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q1,passenger_ticket_revenue_usd_m,786.694,USD million,2017-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/153/norwegian-cruise-line-holdings-reports-financial-results,27f50fa2aa9904527e5340759c118dffdc062e75d6a92aca3da01786ecfac48d,2026-09-13T23:04:42.639499+00:00,"Passenger ticket | $ | 786,694 | $ | 740,112",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q1,onboard_other_revenue_usd_m,364.087,USD million,2017-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/153/norwegian-cruise-line-holdings-reports-financial-results,27f50fa2aa9904527e5340759c118dffdc062e75d6a92aca3da01786ecfac48d,2026-09-13T23:04:42.639499+00:00,"Onboard and other | 364,087 | 337,520",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q1,total_revenue_usd_m,1150.781,USD million,2017-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/153/norwegian-cruise-line-holdings-reports-financial-results,27f50fa2aa9904527e5340759c118dffdc062e75d6a92aca3da01786ecfac48d,2026-09-13T23:04:42.639499+00:00,"Total revenue | 1,150,781 | 1,077,632",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q1,advance_ticket_sales_current_usd_m,1372.483,USD million,2017-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/153/norwegian-cruise-line-holdings-reports-financial-results,27f50fa2aa9904527e5340759c118dffdc062e75d6a92aca3da01786ecfac48d,2026-09-13T23:04:42.639499+00:00,"Advance ticket sales | 1,372,483 | 1,172,870",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q1,capacity_days,4030616.0,days,2017-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/153/norwegian-cruise-line-holdings-reports-financial-results,27f50fa2aa9904527e5340759c118dffdc062e75d6a92aca3da01786ecfac48d,2026-09-13T23:04:42.639499+00:00,"Capacity Days | 4,030,616 | 3,990,942",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q1,occupancy_pct,105.0,percent,2017-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/153/norwegian-cruise-line-holdings-reports-financial-results,27f50fa2aa9904527e5340759c118dffdc062e75d6a92aca3da01786ecfac48d,2026-09-13T23:04:42.639499+00:00,Occupancy Percentage | 105.0 | % | 107.4 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q1,net_yield_usd_per_capacity_day,220.37,USD per capacity day,2017-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/153/norwegian-cruise-line-holdings-reports-financial-results,27f50fa2aa9904527e5340759c118dffdc062e75d6a92aca3da01786ecfac48d,2026-09-13T23:04:42.639499+00:00,Net Yield | $ | 220.37 | $ | 221.72 | $ | 210.03,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q2,passenger_ticket_revenue_usd_m,938.014,USD million,2017-08-08T07:00:00-04:00,issuer_clock_timezone,"August 08, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results,f73ecf33a93daff1fb4bfcd54929926e921c5546cc4c95543d15c3a6f665d4ef,2026-09-13T23:04:43.391389+00:00,"Passenger ticket | $ | 938,014 | $ | 818,478 | $ | 1,724,708 | $ | 1,558,590",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q2,onboard_other_revenue_usd_m,406.089,USD million,2017-08-08T07:00:00-04:00,issuer_clock_timezone,"August 08, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results,f73ecf33a93daff1fb4bfcd54929926e921c5546cc4c95543d15c3a6f665d4ef,2026-09-13T23:04:43.391389+00:00,"Onboard and other | 406,089 | 368,357 | 770,176 | 705,877",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q2,total_revenue_usd_m,1344.103,USD million,2017-08-08T07:00:00-04:00,issuer_clock_timezone,"August 08, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results,f73ecf33a93daff1fb4bfcd54929926e921c5546cc4c95543d15c3a6f665d4ef,2026-09-13T23:04:43.391389+00:00,"Total revenue | 1,344,103 | 1,186,835 | 2,494,884 | 2,264,467",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q2,advance_ticket_sales_current_usd_m,1543.869,USD million,2017-08-08T07:00:00-04:00,issuer_clock_timezone,"August 08, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results,f73ecf33a93daff1fb4bfcd54929926e921c5546cc4c95543d15c3a6f665d4ef,2026-09-13T23:04:43.391389+00:00,"Advance ticket sales | 1,543,869 | 1,172,870",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q2,capacity_days,4189750.0,days,2017-08-08T07:00:00-04:00,issuer_clock_timezone,"August 08, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results,f73ecf33a93daff1fb4bfcd54929926e921c5546cc4c95543d15c3a6f665d4ef,2026-09-13T23:04:43.391389+00:00,"Capacity Days | 4,189,750 | 3,974,508 | 8,220,366 | 7,965,450",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q2,occupancy_pct,107.8,percent,2017-08-08T07:00:00-04:00,issuer_clock_timezone,"August 08, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results,f73ecf33a93daff1fb4bfcd54929926e921c5546cc4c95543d15c3a6f665d4ef,2026-09-13T23:04:43.391389+00:00,Occupancy Percentage | 107.8 | % | 106.6 | % | 106.4 | % | 107.0 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q2,net_yield_usd_per_capacity_day,247.61,USD per capacity day,2017-08-08T07:00:00-04:00,issuer_clock_timezone,"August 08, 2017 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results,f73ecf33a93daff1fb4bfcd54929926e921c5546cc4c95543d15c3a6f665d4ef,2026-09-13T23:04:43.391389+00:00,Net Yield | $ | 247.61 | $ | 249.56 | $ | 230.85 | $ | 234.25 | $ | 235.91 | $ | 220.42,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q3,passenger_ticket_revenue_usd_m,1192.023,USD million,2017-11-09T07:01:00-05:00,issuer_clock_timezone,"November 09, 2017 7:01am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results,7924b51e3e8747480ef620ec1ce5beef75ab453a1dece790a5ceb1f7e3ccd589,2026-09-13T23:04:44.179575+00:00,"Passenger ticket | $ | 1,192,023 | $ | 1,071,815 | $ | 2,916,731 | $ | 2,630,405",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q3,onboard_other_revenue_usd_m,459.715,USD million,2017-11-09T07:01:00-05:00,issuer_clock_timezone,"November 09, 2017 7:01am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results,7924b51e3e8747480ef620ec1ce5beef75ab453a1dece790a5ceb1f7e3ccd589,2026-09-13T23:04:44.179575+00:00,"Onboard and other | 459,715 | 412,921 | 1,229,891 | 1,118,798",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q3,total_revenue_usd_m,1651.738,USD million,2017-11-09T07:01:00-05:00,issuer_clock_timezone,"November 09, 2017 7:01am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results,7924b51e3e8747480ef620ec1ce5beef75ab453a1dece790a5ceb1f7e3ccd589,2026-09-13T23:04:44.179575+00:00,"Total revenue | 1,651,738 | 1,484,736 | 4,146,622 | 3,749,203",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q3,advance_ticket_sales_current_usd_m,1327.002,USD million,2017-11-09T07:01:00-05:00,issuer_clock_timezone,"November 09, 2017 7:01am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results,7924b51e3e8747480ef620ec1ce5beef75ab453a1dece790a5ceb1f7e3ccd589,2026-09-13T23:04:44.179575+00:00,"Advance ticket sales | 1,327,002 | 1,172,870",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q3,capacity_days,4590789.0,days,2017-11-09T07:01:00-05:00,issuer_clock_timezone,"November 09, 2017 7:01am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results,7924b51e3e8747480ef620ec1ce5beef75ab453a1dece790a5ceb1f7e3ccd589,2026-09-13T23:04:44.179575+00:00,"Capacity Days | 4,590,789 | 4,209,562 | 12,811,155 | 12,175,012",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q3,occupancy_pct,110.5,percent,2017-11-09T07:01:00-05:00,issuer_clock_timezone,"November 09, 2017 7:01am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results,7924b51e3e8747480ef620ec1ce5beef75ab453a1dece790a5ceb1f7e3ccd589,2026-09-13T23:04:44.179575+00:00,Occupancy Percentage | 110.5 | % | 111.0 | % | 107.9 | % | 108.4 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q3,net_yield_usd_per_capacity_day,280.36,USD per capacity day,2017-11-09T07:01:00-05:00,issuer_clock_timezone,"November 09, 2017 7:01am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results,7924b51e3e8747480ef620ec1ce5beef75ab453a1dece790a5ceb1f7e3ccd589,2026-09-13T23:04:44.179575+00:00,Net Yield | $ | 280.36 | $ | 280.16 | $ | 271.89 | $ | 250.78 | $ | 251.77 | $ | 238.22,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q4,passenger_ticket_revenue_usd_m,833.299,USD million,2018-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results,8ae58275d5ee4cdd652df18a895aaf196f5190c668d2e4ab7d501511c7bf0dbf,2026-09-13T23:05:38.092591+00:00,"Passenger ticket | $ | 833,299 | $ | 758,549 | $ | 3,750,030 | $ | 3,388,954",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q4,onboard_other_revenue_usd_m,416.254,USD million,2018-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results,8ae58275d5ee4cdd652df18a895aaf196f5190c668d2e4ab7d501511c7bf0dbf,2026-09-13T23:05:38.092591+00:00,"Onboard and other | 416,254 | 366,588 | 1,646,145 | 1,485,386",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q4,total_revenue_usd_m,1249.553,USD million,2018-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results,8ae58275d5ee4cdd652df18a895aaf196f5190c668d2e4ab7d501511c7bf0dbf,2026-09-13T23:05:38.092591+00:00,"Total revenue | 1,249,553 | 1,125,137 | 5,396,175 | 4,874,340",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q4,advance_ticket_sales_current_usd_m,1303.498,USD million,2018-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results,8ae58275d5ee4cdd652df18a895aaf196f5190c668d2e4ab7d501511c7bf0dbf,2026-09-13T23:05:38.092591+00:00,"Advance ticket sales | 1,303,498 | 1,172,870",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q4,capacity_days,4552267.0,days,2018-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results,8ae58275d5ee4cdd652df18a895aaf196f5190c668d2e4ab7d501511c7bf0dbf,2026-09-13T23:05:38.092591+00:00,"Capacity Days | 4,552,267 | 4,201,051 | 17,363,422 | 16,376,063",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q4,occupancy_pct,103.3,percent,2018-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results,8ae58275d5ee4cdd652df18a895aaf196f5190c668d2e4ab7d501511c7bf0dbf,2026-09-13T23:05:38.092591+00:00,Occupancy Percentage | 103.3 | % | 104.5 | % | 106.7 | % | 107.4 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2017Q4,net_yield_usd_per_capacity_day,213.02,USD per capacity day,2018-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results,8ae58275d5ee4cdd652df18a895aaf196f5190c668d2e4ab7d501511c7bf0dbf,2026-09-13T23:05:38.092591+00:00,Net Yield | $ | 213.02 | $ | 212.06 | $ | 205.09 | $ | 240.88 | $ | 241.36 | $ | 229.72,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q1,passenger_ticket_revenue_usd_m,889.866,USD million,2018-05-02T08:00:00-04:00,issuer_clock_timezone,"May 02, 2018 8:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results,a6dc7615a9abe4e985122374b10a4b7b6773b76dbcc05539bfe556f7d5aaa7ed,2026-09-13T23:04:44.949289+00:00,"Passenger ticket | $ | 889,866 | $ | 786,694",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q1,onboard_other_revenue_usd_m,403.537,USD million,2018-05-02T08:00:00-04:00,issuer_clock_timezone,"May 02, 2018 8:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results,a6dc7615a9abe4e985122374b10a4b7b6773b76dbcc05539bfe556f7d5aaa7ed,2026-09-13T23:04:44.949289+00:00,"Onboard and other | 403,537 | 364,087",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q1,total_revenue_usd_m,1293.403,USD million,2018-05-02T08:00:00-04:00,issuer_clock_timezone,"May 02, 2018 8:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results,a6dc7615a9abe4e985122374b10a4b7b6773b76dbcc05539bfe556f7d5aaa7ed,2026-09-13T23:04:44.949289+00:00,"Total revenue | 1,293,403 | 1,150,781",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q1,advance_ticket_sales_current_usd_m,1720.505,USD million,2018-05-02T08:00:00-04:00,issuer_clock_timezone,"May 02, 2018 8:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results,a6dc7615a9abe4e985122374b10a4b7b6773b76dbcc05539bfe556f7d5aaa7ed,2026-09-13T23:04:44.949289+00:00,"Advance ticket sales | 1,720,505 | 1,303,498",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q1,capacity_days,4466471.0,days,2018-05-02T08:00:00-04:00,issuer_clock_timezone,"May 02, 2018 8:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results,a6dc7615a9abe4e985122374b10a4b7b6773b76dbcc05539bfe556f7d5aaa7ed,2026-09-13T23:04:44.949289+00:00,"Capacity Days | 4,466,471 | 4,030,616",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q1,occupancy_pct,105.8,percent,2018-05-02T08:00:00-04:00,issuer_clock_timezone,"May 02, 2018 8:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results,a6dc7615a9abe4e985122374b10a4b7b6773b76dbcc05539bfe556f7d5aaa7ed,2026-09-13T23:04:44.949289+00:00,Occupancy Percentage | 105.8 | % | 105.0 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q1,net_yield_usd_per_capacity_day,224.87,USD per capacity day,2018-05-02T08:00:00-04:00,issuer_clock_timezone,"May 02, 2018 8:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results,a6dc7615a9abe4e985122374b10a4b7b6773b76dbcc05539bfe556f7d5aaa7ed,2026-09-13T23:04:44.949289+00:00,Net Yield | $ | 224.87 | $ | 222.63 | $ | 220.37,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q2,passenger_ticket_revenue_usd_m,1077.046,USD million,2018-08-09T07:00:00-04:00,issuer_clock_timezone,"August 09, 2018 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results,3a4f9d975f8ba7fa7d49b37b2f237c4c4efae2aa15f44a439203bf671ea706cf,2026-09-13T23:04:45.696075+00:00,"Passenger ticket | $ | 1,077,046 | $ | 938,014 | $ | 1,966,912 | $ | 1,724,708",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q2,onboard_other_revenue_usd_m,445.128,USD million,2018-08-09T07:00:00-04:00,issuer_clock_timezone,"August 09, 2018 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results,3a4f9d975f8ba7fa7d49b37b2f237c4c4efae2aa15f44a439203bf671ea706cf,2026-09-13T23:04:45.696075+00:00,"Onboard and other | 445,128 | 406,089 | 848,665 | 770,176",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q2,total_revenue_usd_m,1522.174,USD million,2018-08-09T07:00:00-04:00,issuer_clock_timezone,"August 09, 2018 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results,3a4f9d975f8ba7fa7d49b37b2f237c4c4efae2aa15f44a439203bf671ea706cf,2026-09-13T23:04:45.696075+00:00,"Total revenue | 1,522,174 | 1,344,103 | 2,815,577 | 2,494,884",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q2,advance_ticket_sales_current_usd_m,1951.701,USD million,2018-08-09T07:00:00-04:00,issuer_clock_timezone,"August 09, 2018 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results,3a4f9d975f8ba7fa7d49b37b2f237c4c4efae2aa15f44a439203bf671ea706cf,2026-09-13T23:04:45.696075+00:00,"Advance ticket sales | 1,951,701 | 1,303,498",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q2,capacity_days,4550217.0,days,2018-08-09T07:00:00-04:00,issuer_clock_timezone,"August 09, 2018 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results,3a4f9d975f8ba7fa7d49b37b2f237c4c4efae2aa15f44a439203bf671ea706cf,2026-09-13T23:04:45.696075+00:00,"Capacity Days | 4,550,217 | 4,189,750 | 9,016,688 | 8,220,366",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q2,occupancy_pct,109.0,percent,2018-08-09T07:00:00-04:00,issuer_clock_timezone,"August 09, 2018 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results,3a4f9d975f8ba7fa7d49b37b2f237c4c4efae2aa15f44a439203bf671ea706cf,2026-09-13T23:04:45.696075+00:00,Occupancy Percentage | 109.0 | % | 107.8 | % | 107.4 | % | 106.4 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q2,net_yield_usd_per_capacity_day,259.22,USD per capacity day,2018-08-09T07:00:00-04:00,issuer_clock_timezone,"August 09, 2018 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results,3a4f9d975f8ba7fa7d49b37b2f237c4c4efae2aa15f44a439203bf671ea706cf,2026-09-13T23:04:45.696075+00:00,Net Yield | $ | 259.22 | $ | 257.54 | $ | 247.61 | $ | 242.20 | $ | 240.24 | $ | 234.25,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q3,passenger_ticket_revenue_usd_m,1334.46,USD million,2018-11-08T07:00:00-05:00,issuer_clock_timezone,"November 08, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results,80d938f1ed5cc817449ef850f3b729ab37ff57ab68c91669e983ad834f6345f7,2026-09-13T23:04:46.427861+00:00,"Passenger ticket | $ | 1,334,460 | $ | 1,192,023 | $ | 3,301,372 | $ | 2,916,731",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q3,onboard_other_revenue_usd_m,523.896,USD million,2018-11-08T07:00:00-05:00,issuer_clock_timezone,"November 08, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results,80d938f1ed5cc817449ef850f3b729ab37ff57ab68c91669e983ad834f6345f7,2026-09-13T23:04:46.427861+00:00,"Onboard and other | 523,896 | 459,715 | 1,372,561 | 1,229,891",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q3,total_revenue_usd_m,1858.356,USD million,2018-11-08T07:00:00-05:00,issuer_clock_timezone,"November 08, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results,80d938f1ed5cc817449ef850f3b729ab37ff57ab68c91669e983ad834f6345f7,2026-09-13T23:04:46.427861+00:00,"Total revenue | 1,858,356 | 1,651,738 | 4,673,933 | 4,146,622",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q3,advance_ticket_sales_current_usd_m,1648.742,USD million,2018-11-08T07:00:00-05:00,issuer_clock_timezone,"November 08, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results,80d938f1ed5cc817449ef850f3b729ab37ff57ab68c91669e983ad834f6345f7,2026-09-13T23:04:46.427861+00:00,"Advance ticket sales | 1,648,742 | 1,303,498",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q3,capacity_days,4941643.0,days,2018-11-08T07:00:00-05:00,issuer_clock_timezone,"November 08, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results,80d938f1ed5cc817449ef850f3b729ab37ff57ab68c91669e983ad834f6345f7,2026-09-13T23:04:46.427861+00:00,"Capacity Days | 4,941,643 | 4,590,789 | 13,958,331 | 12,811,155",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q3,occupancy_pct,111.2,percent,2018-11-08T07:00:00-05:00,issuer_clock_timezone,"November 08, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results,80d938f1ed5cc817449ef850f3b729ab37ff57ab68c91669e983ad834f6345f7,2026-09-13T23:04:46.427861+00:00,Occupancy Percentage | 111.2% | 110.5% | 108.7% | 107.9%,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q3,net_yield_usd_per_capacity_day,291.25,USD per capacity day,2018-11-08T07:00:00-05:00,issuer_clock_timezone,"November 08, 2018 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results,80d938f1ed5cc817449ef850f3b729ab37ff57ab68c91669e983ad834f6345f7,2026-09-13T23:04:46.427861+00:00,Net Yield | $ | 291.25 | $ | 291.62 | $ | 280.36 | $ | 259.57 | $ | 258.44 | $ | 250.78,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q4,passenger_ticket_revenue_usd_m,958.443,USD million,2019-02-21T07:00:00-05:00,issuer_clock_timezone,"February 21, 2019 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and,5ba1058ebd4261c6f796a6ee08cbbb758d70ecc17084ceadf86bb7c73a5f2ad4,2026-09-13T23:05:40.206993+00:00,"Passenger ticket | $ | 958,443 | $ | 833,299 | $ | 4,259,815 | $ | 3,750,030",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2018Q4,onboard_other_revenue_usd_m,422.75,USD million,2019-02-21T07:00:00-05:00,issuer_clock_timezone,"February 21, 2019 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and,5ba1058ebd4261c6f796a6ee08cbbb758d70ecc17084ceadf86bb7c73a5f2ad4,2026-09-13T23:05:40.206993+00:00,"Onboard and other | 422,750 | 416,254 | 1,795,311 | 1,646,145",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
