# L0_vintage_register.csv -- NEW consensus value register (Card 0 file 3).
# This does NOT replace data/processed/overnight/20_vintage_register.csv, which is a
# series-lineage register with an incompatible schema and is left untouched.
# HARD RULE: the 6 Aug 2026 pre-guide 3Q26 Street is LSEG $4,610M (role=pre_guide).
# Zacks $4,740M is a 2026-09-04 vintage and must never be used as the 6 Aug pre-guide value.
# pit_usable == False means vintage_unknown or value missing: excluded from every PIT use.
register_id,vendor,period,metric,value,unit,n_estimates,as_of_timestamp,url,source_path,role,pit_usable,vendor_attributed,note
CU-FY2026-free_cash_flow-S&P-12,S&P Global Market Intelligence,FY2026,free_cash_flow,5350.0,musd,,2026-09-03,https://stockanalysis.com/stocks/abnb/forecast/,data/processed/overnight/04_current_consensus.csv,current,True,True,Free Cash Flow FY2026 5.35B (vs 3.54B FY2025)
CU-FY2026-operating_income-S&P-13,S&P Global Market Intelligence,FY2026,operating_income,3160.0,musd,,2026-09-03,https://stockanalysis.com/stocks/abnb/forecast/,data/processed/overnight/04_current_consensus.csv,current,True,True,Operating Income FY2026 3.16B (vs 2.54B FY2025)
CU-NTM-price_target-S&P-14,S&P Global / TipRanks,NTM,price_target,178.96,usd,46.0,2026-09-03,https://stockanalysis.com/stocks/abnb/forecast/,data/processed/overnight/04_current_consensus.csv,current,True,True,"46 analysts polled by S&P Global: consensus rating 'Buy', average price target $178.96 (low $125, high $220) vs $181.94 close 4-Sep-2026"
CU-NTM-price_target-S&P-15,S&P Global / Visible Alpha via StockStory,NTM,price_target,179.46,usd,,2026-08-07,https://stockstory.org/us/stocks/nasdaq/abnb,data/processed/overnight/04_current_consensus.csv,current,True,True,Wall Street analysts have a consensus one-year price target of $179.46 on the company (compared to the current share price of $182.02)
CU-FY2026-eps_adj-S&P-16,S&P Global / Visible Alpha via StockStory,FY2026,eps_adj,5.37,usd,,2026-08-07,https://stockstory.org/us/stocks/nasdaq/abnb,data/processed/overnight/04_current_consensus.csv,current,True,True,"Over the next 12 months, Wall Street expects Airbnb's full-year EPS to grow 22% from $4.40 to $5.37 (NTM basis, not calendar FY26)"
CU-2026Q3-adj_ebitda-derived-17,derived,2026Q3,adj_ebitda,,musd,,2026-09-06,,data/processed/overnight/04_current_consensus.csv,current,False,False,"vintage_unknown or value missing; excluded from PIT use. NO published Q3-2026 adjusted-EBITDA or nights consensus was retrievable. Company FY guide: adj EBITDA margin at least 35.5%, revenue growth at least mid-teens."
CU-2026Q3-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),2026Q3,revenue,4737.0,musd,36,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,"consensus $4,737M vs guide $4,690-4,770M"
CU-2026Q4-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),2026Q4,revenue,3158.0,musd,36,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,"the 36-analyst 4Q26 value; the other live 4Q26 anchor is Zacks $3,200M (4 Sep, 10 estimates)"
CU-FY2026-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),FY2026,revenue,14155.0,musd,43,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,+30 up / 4 down revisions over 30d
CU-FY2027-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),FY2027,revenue,15758.0,musd,44,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,+25 up / 9 down revisions over 30d; implies +11.3% FY26-27
CU-2026Q3-revenue-Zacks-20260911,Zacks,2026Q3,revenue,4740.0,musd,7,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 4770 / low 4720; YoY +15.79%. Unchanged vs the 2026-09-04 Zacks vintage. Smallest revenue panel of any vendor today (n=7).
CU-2026Q4-revenue-Zacks-20260911,Zacks,2026Q4,revenue,3200.0,musd,10,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 3700 / low 3050; YoY +15.17%. Unchanged vs 2026-09-04. HIGH OUTLIER: +40M above Yahoo/S&P 3160 and +42M above Alpha Vantage 3158 on the same day.
CU-FY2026-revenue-Zacks-20260911,Zacks,FY2026,revenue,14100.0,musd,8,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 14210 / low 13960; YoY +15.21%. Unchanged vs 2026-09-04. LOW outlier on FY26 (-60M vs Yahoo/S&P 14160).
CU-FY2027-revenue-Zacks-20260911,Zacks,FY2027,revenue,15740.0,musd,13,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 16290 / low 14990; YoY +11.61%. Drifted +10M from the 2026-09-04 Zacks vintage (15730).
CU-2026Q3-eps_adj-Zacks-20260911,Zacks,2026Q3,eps_adj,2.88,usd,11,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 3.28 / low 2.61; was 2.87 on 2026-09-04
CU-2026Q4-eps_adj-Zacks-20260911,Zacks,2026Q4,eps_adj,0.83,usd,10,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 1.02 / low 0.67; was 0.82 on 2026-09-04
CU-FY2026-eps_adj-Zacks-20260911,Zacks,FY2026,eps_adj,5.24,usd,13,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 5.74 / low 4.85; was 5.23 on 2026-09-04
CU-FY2027-eps_adj-Zacks-20260911,Zacks,FY2027,eps_adj,6.04,usd,13,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 6.8 / low 5.35; was 6.02 on 2026-09-04
CU-2026Q3-revenue-Yahoo-20260911,Yahoo Finance,2026Q3,revenue,4740.0,musd,35,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,high 4790 / low 4680; YoY +15.87%. SHARED PANEL: Yahoo's high/low match Alpha Vantage's to the dollar - same LSEG/Refinitiv-family feed. Do NOT count Yahoo and Alpha Vantage as two independent vendors for dispersion.
CU-2026Q4-revenue-Yahoo-20260911,Yahoo Finance,2026Q4,revenue,3160.0,musd,35,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,high 3220 / low 3050; YoY +13.77%. SHARED PANEL: Yahoo's high/low match Alpha Vantage's to the dollar - same LSEG/Refinitiv-family feed. Do NOT count Yahoo and Alpha Vantage as two independent vendors for dispersion.
CU-FY2026-revenue-Yahoo-20260911,Yahoo Finance,FY2026,revenue,14160.0,musd,43,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,high 14300 / low 13830; YoY +15.69%. SHARED PANEL: Yahoo's high/low match Alpha Vantage's to the dollar - same LSEG/Refinitiv-family feed. Do NOT count Yahoo and Alpha Vantage as two independent vendors for dispersion.
CU-FY2027-revenue-Yahoo-20260911,Yahoo Finance,FY2027,revenue,15790.0,musd,43,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,high 16380 / low 14990; YoY +11.50%. Highest FY27 mark today. SHARED PANEL: Yahoo's high/low match Alpha Vantage's to the dollar - same LSEG/Refinitiv-family feed. Do NOT count Yahoo and Alpha Vantage as two independent vendors for dispersion.
CU-2026Q3-eps_adj-Yahoo-20260911,Yahoo Finance,2026Q3,eps_adj,2.86,usd,33,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,normalized (non-GAAP) basis; high 3.34 / low 2.61
CU-2026Q4-eps_adj-Yahoo-20260911,Yahoo Finance,2026Q4,eps_adj,0.83,usd,32,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,normalized (non-GAAP) basis; high 1.02 / low 0.67
CU-FY2026-eps_adj-Yahoo-20260911,Yahoo Finance,FY2026,eps_adj,5.31,usd,38,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,normalized (non-GAAP) basis; high 5.91 / low 5.0
CU-FY2027-eps_adj-Yahoo-20260911,Yahoo Finance,FY2027,eps_adj,6.22,usd,40,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,normalized (non-GAAP) basis; high 8.09 / low 5.35
CU-2026Q3-revenue-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,2026Q3,revenue,4740.0,musd,35,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,"vendor-stated 'Last updated: Sep 10, 2026'. Quarterly tab."
CU-2026Q4-revenue-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,2026Q4,revenue,3160.0,musd,35,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,"vendor-stated 'Last updated: Sep 10, 2026'. Quarterly tab. Agrees with Yahoo 3160 against Zacks 3200."
CU-FY2026-revenue-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,FY2026,revenue,14160.0,musd,43,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,high 14300 / low 13800 (Revenue Forecast panel). Unchanged vs the 2026-09-03 S&P vintage already in this register.
CU-FY2027-revenue-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,FY2027,revenue,15770.0,musd,,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,"read from the free 'Revenue Next Year' tile; the FY2027 detail column and its high/low are PAYWALLED, so n_estimates is unavailable. Drifted +10M from the 2026-09-03 S&P vintage (15760)."
CU-2026Q3-eps_adj-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,2026Q3,eps_adj,2.88,usd,35,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,non-GAAP adjusted
CU-2026Q4-eps_adj-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,2026Q4,eps_adj,0.84,usd,35,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,non-GAAP adjusted
CU-FY2026-eps_adj-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,FY2026,eps_adj,5.3,usd,43,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,non-GAAP adjusted
CU-FY2027-eps_adj-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,FY2027,eps_adj,6.17,usd,,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,"non-GAAP adjusted; FY27 from free summary tile, detail column paywalled"
CU-2026Q3-operating_income-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,2026Q3,operating_income,1890.0,musd,35,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,NOT adjusted EBITDA - operating income. No adj-EBITDA consensus is published on this page.
CU-2026Q4-operating_income-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,2026Q4,operating_income,443.38,musd,35,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,NOT adjusted EBITDA - operating income.
CU-FY2026-operating_income-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,FY2026,operating_income,3170.0,musd,43,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,drifted +10M from the 2026-09-03 S&P vintage (3160).
CU-FY2026-free_cash_flow-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,FY2026,free_cash_flow,5350.0,musd,43,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,unchanged vs the 2026-09-03 S&P vintage.
CU-2026Q3-revenue-MarketBeatFiscalAI-20260911,MarketBeat (Fiscal.ai),2026Q3,revenue,4600.0,musd,2,2026-09-11,https://www.marketbeat.com/stocks/NASDAQ/ABNB/earnings/,data/raw/consensus/2026-09-11/marketbeat_forecast_ABNB.csv,current,False,True,"QUARANTINED, DO NOT USE AS A STREET LEVEL. pit_usable=False is set here for DATA QUALITY, not for a missing vintage. Fiscal.ai panel via MarketBeat is 2 analysts, rounded to 0.1B, sits ~140M BELOW every other vendor today, and sits BELOW Airbnb's own 3Q26 guide floor of 4.7B shown in the adjacent column of the same table - not a coherent Street position 8 weeks post-guide. Same table also misprints 4Q24 actual revenue as 1.90B (true 2.48B)."
CU-2026Q3-eps_adj-MarketBeatFiscalAI-20260911,MarketBeat (Fiscal.ai),2026Q3,eps_adj,2.53,usd,2,2026-09-11,https://www.marketbeat.com/stocks/NASDAQ/ABNB/earnings/,data/raw/consensus/2026-09-11/marketbeat_forecast_ABNB.csv,current,False,True,QUARANTINED with the 3Q26 revenue row above: 2-analyst Fiscal.ai panel; high 2.55 / low 2.51; vs 2.86-2.88 everywhere else.
CU-2026Q4-eps_adj-MarketBeatFiscalAI-20260911,MarketBeat (Fiscal.ai),2026Q4,eps_adj,0.81,usd,3,2026-09-11,https://www.marketbeat.com/stocks/NASDAQ/ABNB/earnings/,data/raw/consensus/2026-09-11/marketbeat_forecast_ABNB.csv,current,False,True,QUARANTINED: 3-analyst Fiscal.ai panel; high 0.99 / low 0.72.
CU-NTM-price_target-MarketBeat-20260911,MarketBeat (Benzinga et al.),NTM,price_target,179.97,usd,40,2026-09-11,https://www.marketbeat.com/stocks/NASDAQ/ABNB/forecast/,data/raw/consensus/2026-09-11/marketbeat_forecast_ABNB.csv,current,True,True,"high 220 / low 125; consensus rating Moderate Buy. Page stamp 'last refreshed Friday at 03:50 PM ET'. 1mo ago 172.00, 3mo ago 157.96."
CU-NTM-price_target-SPGlobal-20260910,S&P Global / TipRanks via StockAnalysis,NTM,price_target,180.57,usd,46,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,MEAN. high 220 / low 125. Register already holds a 2026-09-03 TipRanks mark of 178.96 on the same n=46 panel.
CU-NTM-price_target_median-SPGlobal-20260910,S&P Global / TipRanks via StockAnalysis,NTM,price_target_median,185.0,usd,46,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,"MEDIAN - the ONLY median any vendor published today, and it is a price target, not revenue. No vendor publishes a revenue median."
