# L0_interval_observations.csv -- HARD RULES
# 1. basis == 'derived' rows (included == False) are EXCLUDED from every likelihood, in every package. They are a residual-to-total construction, not a disclosure.
# 2. Every row is an INTERVAL [lo, hi]. Never enter a band as its midpoint: the nights band-midpoint bias measured here is 0.1689pp on average and 0.9092pp over the last two quarters.
# 3. Letter integers are scored on [x-0.5, x+0.5]; the 22 stated-integer regional nights cells are rounding intervals, not equalities.
# 4. scoreable == False marks LIVE guides (3Q26 / FY2026) which enter no metric or gate.
obs_id,quarter_or_year,region,metric,lo,hi,unit,basis,phrase_kind,included,scoreable,point_reported,source_path,source_quote_id,knowable_from,note
B4-1Q25-latam-adr_yoy_reported_pct,1Q25,latam,adr_yoy_reported_pct,-7.5,-6.5,pct,letter_integer,letter_rounded_integer,True,True,-7.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:latam_adr_yoy_reported_pct,2025-05-01,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q25-latam-adr_yoy_exfx_pct,1Q25,latam,adr_yoy_exfx_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:latam_adr_yoy_exfx_pct,2025-05-01,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q25-apac-adr_yoy_reported_pct,1Q25,apac,adr_yoy_reported_pct,-1.5,-0.5,pct,letter_integer,letter_rounded_integer,True,True,-1.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:apac_adr_yoy_reported_pct,2025-05-01,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q25-apac-adr_yoy_exfx_pct,1Q25,apac,adr_yoy_exfx_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:apac_adr_yoy_exfx_pct,2025-05-01,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q25-na-adr_yoy_reported_pct,2Q25,na,adr_yoy_reported_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:na_adr_yoy_reported_pct,2025-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q25-emea-adr_yoy_reported_pct,2Q25,emea,adr_yoy_reported_pct,8.5,9.5,pct,letter_integer,letter_rounded_integer,True,True,9.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:emea_adr_yoy_reported_pct,2025-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q25-emea-adr_yoy_exfx_pct,2Q25,emea,adr_yoy_exfx_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:emea_adr_yoy_exfx_pct,2025-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q25-latam-adr_yoy_reported_pct,2Q25,latam,adr_yoy_reported_pct,-3.5,-2.5,pct,letter_integer,letter_rounded_integer,True,True,-3.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:latam_adr_yoy_reported_pct,2025-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q25-latam-adr_yoy_exfx_pct,2Q25,latam,adr_yoy_exfx_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:latam_adr_yoy_exfx_pct,2025-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q25-apac-adr_yoy_reported_pct,2Q25,apac,adr_yoy_reported_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:apac_adr_yoy_reported_pct,2025-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q25-apac-adr_yoy_exfx_pct,2Q25,apac,adr_yoy_exfx_pct,0.5,1.5,pct,letter_integer,letter_rounded_integer,True,True,1.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:apac_adr_yoy_exfx_pct,2025-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q25-na-adr_yoy_reported_pct,3Q25,na,adr_yoy_reported_pct,4.5,5.5,pct,letter_integer,letter_rounded_integer,True,True,5.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:na_adr_yoy_reported_pct,2025-11-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q25-emea-adr_yoy_reported_pct,3Q25,emea,adr_yoy_reported_pct,9.5,10.5,pct,letter_integer,letter_rounded_integer,True,True,10.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:emea_adr_yoy_reported_pct,2025-11-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q25-emea-adr_yoy_exfx_pct,3Q25,emea,adr_yoy_exfx_pct,3.5,4.5,pct,letter_integer,letter_rounded_integer,True,True,4.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:emea_adr_yoy_exfx_pct,2025-11-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q25-latam-adr_yoy_reported_pct,3Q25,latam,adr_yoy_reported_pct,3.5,4.5,pct,letter_integer,letter_rounded_integer,True,True,4.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:latam_adr_yoy_reported_pct,2025-11-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q25-latam-adr_yoy_exfx_pct,3Q25,latam,adr_yoy_exfx_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:latam_adr_yoy_exfx_pct,2025-11-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q25-apac-adr_yoy_reported_pct,3Q25,apac,adr_yoy_reported_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:apac_adr_yoy_reported_pct,2025-11-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q25-apac-adr_yoy_exfx_pct,3Q25,apac,adr_yoy_exfx_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:apac_adr_yoy_exfx_pct,2025-11-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q25-na-adr_yoy_reported_pct,4Q25,na,adr_yoy_reported_pct,4.5,5.5,pct,letter_integer,letter_rounded_integer,True,True,5.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:na_adr_yoy_reported_pct,2026-02-12,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q25-emea-adr_yoy_reported_pct,4Q25,emea,adr_yoy_reported_pct,11.5,12.5,pct,letter_integer,letter_rounded_integer,True,True,12.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:emea_adr_yoy_reported_pct,2026-02-12,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q25-emea-adr_yoy_exfx_pct,4Q25,emea,adr_yoy_exfx_pct,3.5,4.5,pct,letter_integer,letter_rounded_integer,True,True,4.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:emea_adr_yoy_exfx_pct,2026-02-12,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q25-latam-adr_yoy_reported_pct,4Q25,latam,adr_yoy_reported_pct,8.5,9.5,pct,letter_integer,letter_rounded_integer,True,True,9.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:latam_adr_yoy_reported_pct,2026-02-12,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q25-latam-adr_yoy_exfx_pct,4Q25,latam,adr_yoy_exfx_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:latam_adr_yoy_exfx_pct,2026-02-12,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q25-apac-adr_yoy_reported_pct,4Q25,apac,adr_yoy_reported_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:apac_adr_yoy_reported_pct,2026-02-12,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q25-apac-adr_yoy_exfx_pct,4Q25,apac,adr_yoy_exfx_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:apac_adr_yoy_exfx_pct,2026-02-12,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q26-na-adr_yoy_reported_pct,1Q26,na,adr_yoy_reported_pct,6.5,7.5,pct,letter_integer,letter_rounded_integer,True,True,7.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:na_adr_yoy_reported_pct,2026-05-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q26-emea-adr_yoy_reported_pct,1Q26,emea,adr_yoy_reported_pct,14.5,15.5,pct,letter_integer,letter_rounded_integer,True,True,15.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:emea_adr_yoy_reported_pct,2026-05-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q26-emea-adr_yoy_exfx_pct,1Q26,emea,adr_yoy_exfx_pct,3.5,4.5,pct,letter_integer,letter_rounded_integer,True,True,4.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:emea_adr_yoy_exfx_pct,2026-05-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q26-latam-adr_yoy_reported_pct,1Q26,latam,adr_yoy_reported_pct,9.5,10.5,pct,letter_integer,letter_rounded_integer,True,True,10.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:latam_adr_yoy_reported_pct,2026-05-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q26-latam-adr_yoy_exfx_pct,1Q26,latam,adr_yoy_exfx_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:latam_adr_yoy_exfx_pct,2026-05-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q26-apac-adr_yoy_reported_pct,1Q26,apac,adr_yoy_reported_pct,5.5,6.5,pct,letter_integer,letter_rounded_integer,True,True,6.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:apac_adr_yoy_reported_pct,2026-05-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q26-apac-adr_yoy_exfx_pct,1Q26,apac,adr_yoy_exfx_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:apac_adr_yoy_exfx_pct,2026-05-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q26-na-adr_yoy_reported_pct,2Q26,na,adr_yoy_reported_pct,6.5,7.5,pct,letter_integer,letter_rounded_integer,True,True,7.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q26:na_adr_yoy_reported_pct,2026-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q26-emea-adr_yoy_reported_pct,2Q26,emea,adr_yoy_reported_pct,6.5,7.5,pct,letter_integer,letter_rounded_integer,True,True,7.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q26:emea_adr_yoy_reported_pct,2026-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q26-emea-adr_yoy_exfx_pct,2Q26,emea,adr_yoy_exfx_pct,4.5,5.5,pct,letter_integer,letter_rounded_integer,True,True,5.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q26:emea_adr_yoy_exfx_pct,2026-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q26-latam-adr_yoy_reported_pct,2Q26,latam,adr_yoy_reported_pct,8.5,9.5,pct,letter_integer,letter_rounded_integer,True,True,9.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q26:latam_adr_yoy_reported_pct,2026-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q26-latam-adr_yoy_exfx_pct,2Q26,latam,adr_yoy_exfx_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q26:latam_adr_yoy_exfx_pct,2026-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q26-apac-adr_yoy_reported_pct,2Q26,apac,adr_yoy_reported_pct,0.5,1.5,pct,letter_integer,letter_rounded_integer,True,True,1.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q26:apac_adr_yoy_reported_pct,2026-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B5-FY2020-apac-nights_m,FY2020,apac,nights_m,27.55,27.65,m_nights,filed,table_precision,True,True,27.6,data/processed/adr/01_regional_annual.csv,FY2021:apac:nights_m,2021-02-26,10-K table precision 0.1 m nights (FY2021)
B5-FY2020-emea-nights_m,FY2020,emea,nights_m,67.65,67.75,m_nights,filed,table_precision,True,True,67.7,data/processed/adr/01_regional_annual.csv,FY2021:emea:nights_m,2021-02-26,10-K table precision 0.1 m nights (FY2021)
B5-FY2020-latam-nights_m,FY2020,latam,nights_m,22.35,22.45,m_nights,filed,table_precision,True,True,22.4,data/processed/adr/01_regional_annual.csv,FY2021:latam:nights_m,2021-02-26,10-K table precision 0.1 m nights (FY2021)
B5-FY2020-na-nights_m,FY2020,na,nights_m,75.45,75.55,m_nights,filed,table_precision,True,True,75.5,data/processed/adr/01_regional_annual.csv,FY2021:na:nights_m,2021-02-26,10-K table precision 0.1 m nights (FY2021)
B5-FY2021-apac-nights_m,FY2021,apac,nights_m,29.65,29.75,m_nights,filed,table_precision,True,True,29.7,data/processed/adr/01_regional_annual.csv,FY2021:apac:nights_m,2022-02-25,10-K table precision 0.1 m nights (FY2021)
B5-FY2021-emea-nights_m,FY2021,emea,nights_m,118.05,118.15,m_nights,filed,table_precision,True,True,118.1,data/processed/adr/01_regional_annual.csv,FY2021:emea:nights_m,2022-02-25,10-K table precision 0.1 m nights (FY2021)
B5-FY2021-latam-nights_m,FY2021,latam,nights_m,38.75,38.85,m_nights,filed,table_precision,True,True,38.8,data/processed/adr/01_regional_annual.csv,FY2021:latam:nights_m,2022-02-25,10-K table precision 0.1 m nights (FY2021)
B5-FY2021-na-nights_m,FY2021,na,nights_m,113.95,114.05,m_nights,filed,table_precision,True,True,114.0,data/processed/adr/01_regional_annual.csv,FY2021:na:nights_m,2022-02-25,10-K table precision 0.1 m nights (FY2021)
B5-FY2022-apac-nights_m,FY2022,apac,nights_m,39.5,40.5,m_nights,filed,table_precision,True,True,40.0,data/processed/adr/01_regional_annual.csv,FY2022:apac:nights_m,2023-02-17,10-K table precision 1.0 m nights (FY2022)
B5-FY2022-emea-nights_m,FY2022,emea,nights_m,167.5,168.5,m_nights,filed,table_precision,True,True,168.0,data/processed/adr/01_regional_annual.csv,FY2022:emea:nights_m,2023-02-17,10-K table precision 1.0 m nights (FY2022)
B5-FY2022-latam-nights_m,FY2022,latam,nights_m,52.5,53.5,m_nights,filed,table_precision,True,True,53.0,data/processed/adr/01_regional_annual.csv,FY2022:latam:nights_m,2023-02-17,10-K table precision 1.0 m nights (FY2022)
B5-FY2022-na-nights_m,FY2022,na,nights_m,132.5,133.5,m_nights,filed,table_precision,True,True,133.0,data/processed/adr/01_regional_annual.csv,FY2022:na:nights_m,2023-02-17,10-K table precision 1.0 m nights (FY2022)
B5-FY2023-apac-nights_m,FY2023,apac,nights_m,50.5,51.5,m_nights,filed,table_precision,True,True,51.0,data/processed/adr/01_regional_annual.csv,FY2023:apac:nights_m,2024-02-16,10-K table precision 1.0 m nights (FY2023)
B5-FY2023-emea-nights_m,FY2023,emea,nights_m,186.5,187.5,m_nights,filed,table_precision,True,True,187.0,data/processed/adr/01_regional_annual.csv,FY2023:emea:nights_m,2024-02-16,10-K table precision 1.0 m nights (FY2023)
B5-FY2023-latam-nights_m,FY2023,latam,nights_m,63.5,64.5,m_nights,filed,table_precision,True,True,64.0,data/processed/adr/01_regional_annual.csv,FY2023:latam:nights_m,2024-02-16,10-K table precision 1.0 m nights (FY2023)
B5-FY2023-na-nights_m,FY2023,na,nights_m,145.5,146.5,m_nights,filed,table_precision,True,True,146.0,data/processed/adr/01_regional_annual.csv,FY2023:na:nights_m,2024-02-16,10-K table precision 1.0 m nights (FY2023)
B5-FY2024-apac-nights_m,FY2024,apac,nights_m,60.5,61.5,m_nights,filed,table_precision,True,True,61.0,data/processed/adr/01_regional_annual.csv,FY2024:apac:nights_m,2025-02-13,10-K table precision 1.0 m nights (FY2024)
B5-FY2024-emea-nights_m,FY2024,emea,nights_m,200.5,201.5,m_nights,filed,table_precision,True,True,201.0,data/processed/adr/01_regional_annual.csv,FY2024:emea:nights_m,2025-02-13,10-K table precision 1.0 m nights (FY2024)
B5-FY2024-latam-nights_m,FY2024,latam,nights_m,75.5,76.5,m_nights,filed,table_precision,True,True,76.0,data/processed/adr/01_regional_annual.csv,FY2024:latam:nights_m,2025-02-13,10-K table precision 1.0 m nights (FY2024)
B5-FY2024-na-nights_m,FY2024,na,nights_m,153.5,154.5,m_nights,filed,table_precision,True,True,154.0,data/processed/adr/01_regional_annual.csv,FY2024:na:nights_m,2025-02-13,10-K table precision 1.0 m nights (FY2024)
B5-FY2025-apac-nights_m,FY2025,apac,nights_m,69.5,70.5,m_nights,filed,table_precision,True,True,70.0,data/processed/adr/01_regional_annual.csv,FY2025:apac:nights_m,2026-02-12,10-K table precision 1.0 m nights (FY2025)
B5-FY2025-emea-nights_m,FY2025,emea,nights_m,214.5,215.5,m_nights,filed,table_precision,True,True,215.0,data/processed/adr/01_regional_annual.csv,FY2025:emea:nights_m,2026-02-12,10-K table precision 1.0 m nights (FY2025)
B5-FY2025-latam-nights_m,FY2025,latam,nights_m,89.5,90.5,m_nights,filed,table_precision,True,True,90.0,data/processed/adr/01_regional_annual.csv,FY2025:latam:nights_m,2026-02-12,10-K table precision 1.0 m nights (FY2025)
B5-FY2025-na-nights_m,FY2025,na,nights_m,157.5,158.5,m_nights,filed,table_precision,True,True,158.0,data/processed/adr/01_regional_annual.csv,FY2025:na:nights_m,2026-02-12,10-K table precision 1.0 m nights (FY2025)
B6-4Q21-revenue_usd_m,4Q21,total,revenue_usd_m,1390.0,1480.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-3Q21-revenue_usd_m-4Q21-021,2021-11-04,actual 1532.0
B6-1Q22-revenue_usd_m,1Q22,total,revenue_usd_m,1410.0,1480.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-4Q21-revenue_usd_m-1Q22-027,2022-02-15,actual 1509.0
B6-2Q22-revenue_usd_m,2Q22,total,revenue_usd_m,2030.0,2130.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-1Q22-revenue_usd_m-2Q22-035,2022-05-03,actual 2104.0
B6-3Q22-revenue_usd_m,3Q22,total,revenue_usd_m,2780.0,2880.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-2Q22-revenue_usd_m-3Q22-042,2022-08-02,actual 2884.0
B6-4Q22-revenue_usd_m,4Q22,total,revenue_usd_m,1800.0,1880.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-3Q22-revenue_usd_m-4Q22-049,2022-11-01,actual 1902.0
B6-1Q23-revenue_usd_m,1Q23,total,revenue_usd_m,1750.0,1820.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-4Q22-revenue_usd_m-1Q23-056,2023-02-14,actual 1818.0
B6-2Q23-revenue_usd_m,2Q23,total,revenue_usd_m,2350.0,2450.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-1Q23-revenue_usd_m-2Q23-067,2023-05-09,actual 2484.0
B6-3Q23-revenue_usd_m,3Q23,total,revenue_usd_m,3300.0,3400.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-2Q23-revenue_usd_m-3Q23-075,2023-08-03,actual 3397.0
B6-4Q23-revenue_usd_m,4Q23,total,revenue_usd_m,2130.0,2170.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-3Q23-revenue_usd_m-4Q23-083,2023-11-01,actual 2218.0
B6-1Q24-revenue_usd_m,1Q24,total,revenue_usd_m,2030.0,2070.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-4Q23-revenue_usd_m-1Q24-091,2024-02-13,actual 2142.0
B6-2Q24-revenue_usd_m,2Q24,total,revenue_usd_m,2680.0,2740.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-1Q24-revenue_usd_m-2Q24-099,2024-05-08,actual 2748.0
B6-3Q24-revenue_usd_m,3Q24,total,revenue_usd_m,3670.0,3730.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-2Q24-revenue_usd_m-3Q24-107,2024-08-06,actual 3732.0
B6-4Q24-revenue_usd_m,4Q24,total,revenue_usd_m,2390.0,2440.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-3Q24-revenue_usd_m-4Q24-116,2024-11-07,actual 2480.0
B6-1Q25-revenue_usd_m,1Q25,total,revenue_usd_m,2230.0,2270.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-4Q24-revenue_usd_m-1Q25-127,2025-02-13,actual 2272.0
B6-2Q25-revenue_usd_m,2Q25,total,revenue_usd_m,2990.0,3050.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-1Q25-revenue_usd_m-2Q25-136,2025-05-01,actual 3096.0
B6-3Q25-revenue_usd_m,3Q25,total,revenue_usd_m,4020.0,4100.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-2Q25-revenue_usd_m-3Q25-145,2025-08-06,actual 4095.0
B6-4Q25-revenue_usd_m,4Q25,total,revenue_usd_m,2660.0,2720.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-3Q25-revenue_usd_m-4Q25-155,2025-11-06,actual 2778.0
B6-1Q26-revenue_usd_m,1Q26,total,revenue_usd_m,2590.0,2630.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-4Q25-revenue_usd_m-1Q26-164,2026-02-12,actual 2678.0
B6-2Q26-revenue_usd_m,2Q26,total,revenue_usd_m,3540.0,3600.0,musd,letter_bucket,guide_range,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-1Q26-revenue_usd_m-2Q26-172,2026-05-07,actual 3608.0
B6-3Q26-revenue_usd_m,3Q26,total,revenue_usd_m,4690.0,4770.0,musd,letter_bucket,guide_range,True,False,,data/processed/overnight/02_guidance_ledger.csv,ABNB-2Q26-revenue_usd_m-3Q26-182,2026-08-06,"LIVE guide, scores in no metric or gate"
B7-4Q25-gbv_yoy_pct-3Q25,4Q25,total,gbv_yoy_pct,10.0,12.0,pct,letter_bucket,bucket_word,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-3Q25-gbv_yoy_pct-4Q25-158,2025-11-06,"In Q4 2025, we expect our GBV to grow low-double- digits year-over-year"
B7-4Q25-nights_yoy_pct-3Q25,4Q25,total,nights_yoy_pct,4.0,6.0,pct,letter_bucket,bucket_word,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-3Q25-nights_yoy_pct-4Q25-159,2025-11-06,"In Q4 2025, we expect year-over-year growth of Nights and Seats Booked in the mid-single-digit range due to the challenging Q4 2024 comparison"
B7-1Q26-gbv_yoy_pct-4Q25,1Q26,total,gbv_yoy_pct,12.0,14.0,pct,letter_bucket,bucket_word,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-4Q25-gbv_yoy_pct-1Q26-167,2026-02-12,We expect GBV to increase in the low teens year-over-year
B7-1Q26-nights_yoy_pct-4Q25,1Q26,total,nights_yoy_pct,7.0,9.0,pct,letter_bucket,bucket_word,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-4Q25-nights_yoy_pct-1Q26-168,2026-02-12,driven by high-single-digit growth in Nights and Seats Booked and a moderate increase in ADR due to price appreciation and FX
B7-FY2026-revenue_yoy_pct-4Q25,FY2026,total,revenue_yoy_pct,10.0,12.0,pct,letter_bucket,bucket_word,True,False,,data/processed/overnight/02_guidance_ledger.csv,ABNB-4Q25-revenue_yoy_pct-FY2026-170,2026-02-12,"For 2026, we expect year-over-year revenue growth to accelerate to at least low double digits"
B7-2Q26-gbv_yoy_pct-1Q26,2Q26,total,gbv_yoy_pct,10.0,12.0,pct,letter_bucket,bucket_word,True,True,,data/processed/overnight/02_guidance_ledger.csv,ABNB-1Q26-gbv_yoy_pct-2Q26-175,2026-05-07,"In Q2 2026, we expect GBV to increase in the low double digits year-over-year"
B7-FY2026-revenue_yoy_pct-1Q26,FY2026,total,revenue_yoy_pct,12.0,16.0,pct,letter_bucket,bucket_word,True,False,,data/processed/overnight/02_guidance_ledger.csv,ABNB-1Q26-revenue_yoy_pct-FY2026-179,2026-05-07,"For 2026, we are raising our guidance and now expect year-over-year revenue growth to accelerate to low to mid teens"
B7-3Q26-gbv_yoy_pct-2Q26,3Q26,total,gbv_yoy_pct,14.0,16.0,pct,letter_bucket,bucket_word,True,False,,data/processed/overnight/02_guidance_ledger.csv,ABNB-2Q26-gbv_yoy_pct-3Q26-185,2026-08-06,We expect year-over-year GBV growth to be in the mid teens
B7-3Q26-nights_yoy_pct-2Q26,3Q26,total,nights_yoy_pct,10.0,12.0,pct,letter_bucket,bucket_word,True,False,,data/processed/overnight/02_guidance_ledger.csv,ABNB-2Q26-nights_yoy_pct-3Q26-186,2026-08-06,driven by low double-digit growth in Nights and Seats Booked and a moderate increase in ADR due to mix shift and price appreciation
B7-FY2026-revenue_yoy_pct-2Q26,FY2026,total,revenue_yoy_pct,14.0,16.0,pct,letter_bucket,bucket_word,True,False,,data/processed/overnight/02_guidance_ledger.csv,ABNB-2Q26-revenue_yoy_pct-FY2026-189,2026-08-06,we now expect year-over-year revenue growth to improve to at least mid teens
