symbol,report_date,open,close,high,low
ARS=X,2026-05-27,1412.2638,1412.2506,1418.2567,1409.7023
ARS=X,2026-05-28,1409.4901,1409.4895,1413.9167,1406.7159
ARS=X,2026-05-29,1409.0,1408.5,1412.0,1400.0
ARS=X,2026-05-31,1413.6035,1413.5288,1422.0787,1408.7677
ARS=X,2026-06-01,1427.0548,1427.24,1428.8136,1424.4167
ARS=X,2026-06-02,1426.7317,1426.7274,1433.7791,1426.2517
ARS=X,2026-06-03,1439.064,1438.9944,1445.495,1435.6681
ARS=X,2026-06-04,1436.9899,1436.9763,1443.5444,1436.7644
ARS=X,2026-06-05,1436.5,1440.5,1443.5,1430.0
ARS=X,2026-06-07,1450.4952,1450.4971,1451.3633,1440.4778
ARS=X,2026-06-08,1446.5132,1446.4894,1451.4858,1445.0031
ARS=X,2026-06-09,1441.9844,1441.98,1447.6559,1436.8707
ARS=X,2026-06-10,1433.2992,1433.2506,1433.6013,1423.9821
ARS=X,2026-06-11,1432.5081,1432.5074,1436.5027,1430.9449
ARS=X,2026-06-12,1432.0,1428.5,1434.0,1425.0
ARS=X,2026-06-14,1424.7935,1424.8652,1429.4214,1423.5813
ARS=X,2026-06-15,1429.4926,1429.4814,1433.531,1428.9506
ARS=X,2026-06-16,1436.7954,1436.7281,1437.8182,1434.9945
ARS=X,2026-06-17,1441.4659,1441.4675,1450.5295,1441.2523
ARS=X,2026-06-18,1450.9156,1450.8735,1463.5708,1450.7303
ARS=X,2026-06-19,1450.5,1463.0,1464.5,1450.0
ARS=X,2026-06-21,1450.9844,1451.3726,1467.6235,1406.479
ARS=X,2026-06-22,1461.4968,1461.4896,1470.0236,1461.2399
ARS=X,2026-06-23,1470.9918,1470.981,1479.5277,1470.7416
ARS=X,2026-06-24,1479.2982,1479.236,1479.4991,1476.5966
ARS=X,2026-06-25,1477.2493,1477.2526,1477.3756,1469.9747
ARS=X,2026-06-26,1477.0,1477.0,1477.0,1460.0
ARS=X,2026-06-28,1479.2935,1479.191,1482.6129,1474.359
ARS=X,2026-06-29,1481.241,1481.203,1483.4976,1475.9437
ARS=X,2026-06-30,1484.0,1484.0093,1487.8019,1474.715
ARS=X,2026-07-01,1489.4895,1489.545,1492.8188,1484.8601
ARS=X,2026-07-02,1488.9943,1488.9904,1489.6458,1486.4893
ARS=X,2026-07-03,1488.0,1488.0,1489.0,1480.0
ARS=X,2026-07-05,1493.7603,1493.7061,1494.9352,1482.6074
ARS=X,2026-07-06,1485.7509,1485.7543,1492.3179,1485.5071
ARS=X,2026-07-07,1492.0017,1492.0173,1494.818,1490.8746
ARS=X,2026-07-08,1487.5334,1487.486,1487.6522,1487.2034
ARS=X,2026-07-09,1487.4991,1487.5024,1487.746,1487.2489
ARS=X,2026-07-10,1487.0,1487.0,1487.0,1487.0
ARS=X,2026-07-12,1491.3854,1491.71,1492.5627,1448.3372
ARS=X,2026-07-13,1482.9728,1482.9927,1485.1515,1475.7014
ARS=X,2026-07-14,1470.4271,1470.4779,1474.5365,1466.0026
ARS=X,2026-07-15,1476.0083,1476.0139,1477.0193,1472.5303
ARS=X,2026-07-16,1475.4911,1475.499,1481.5543,1475.2059
ARS=X,2026-07-17,1475.0,1478.0,1481.0,1475.0
ARS=X,2026-07-19,1475.457,1431.54,1481.4733,1429.3823
ARS=X,2026-07-20,1481.4926,1481.5237,1481.6224,1476.946
ARS=X,2026-07-21,1477.7288,1477.7461,1481.5182,1477.474
ARS=X,2026-07-22,1482.5668,1482.3612,1489.8365,1482.3612
ARS=X,2026-07-23,1488.9775,1488.9989,1495.2946,1488.5157
ARS=X,2026-07-24,1488.25,1496.0,1496.5,1480.0
ARS=X,2026-07-26,1494.8882,1495.0935,1500.23,1441.0194
ARS=X,2026-07-27,1497.1136,1497.0569,1499.8711,1496.7195
ARS=X,2026-07-28,1499.7559,1499.7509,1499.9014,1495.0159
ARS=X,2026-07-29,1495.4883,1495.4644,1495.6779,1490.0001
ARS=X,2026-07-30,1488.9879,1488.9976,1489.8112,1483.9897
ARS=X,2026-07-31,1488.5,1488.5,1488.5,1488.5
ARS=X,2026-08-01,1485.0,1485.0,1485.0,1485.0
ARS=X,2026-08-02,1483.8894,1483.5243,1494.5802,1483.2595
ARS=X,2026-08-03,1494.2278,1494.236,1497.522,1493.7563
ARS=X,2026-08-04,1496.4926,1496.5123,1496.6561,1494.4152
ARS=X,2026-08-05,1496.1614,1496.2737,1496.7834,1488.4478
ARS=X,2026-08-06,1499.7371,1499.7524,1499.9561,1495.101
ARS=X,2026-08-07,1499.5,1498.5,1499.5,1490.0
ARS=X,2026-08-09,1492.6613,1492.6415,1499.5793,1492.3054
ARS=X,2026-08-10,1498.371,1498.3625,1498.4716,1491.924
ARS=X,2026-08-11,1490.9908,1490.9908,1494.2655,1487.9448
ARS=X,2026-08-12,1492.4943,1492.4961,1494.8,1490.6298
ARS=X,2026-08-13,1491.7655,1491.7407,1493.0541,1488.3857
ARS=X,2026-08-14,1491.5,1491.5,1491.5,1491.5
ARS=X,2026-08-15,1487.5,1487.5,1487.5,1487.5
ARS=X,2026-08-16,1489.4231,1489.6,1489.6,1445.5187
ARS=X,2026-08-17,1487.9011,1487.8715,1493.2622,1487.6012
ARS=X,2026-08-18,1494.9896,1494.9962,1498.0201,1491.4644
ARS=X,2026-08-19,1497.2443,1497.2539,1498.2747,1497.0304
ARS=X,2026-08-20,1497.2521,1497.259,1498.0347,1494.1365
ARS=X,2026-08-21,1490.0,1499.0,1499.0,1490.0
ARS=X,2026-08-23,1499.8612,1500.0168,1508.2393,1498.4351
ARS=X,2026-08-24,1509.4893,1509.347,1511.0544,1506.1912
ARS=X,2026-08-25,1511.757,1511.7393,1514.7721,1509.925
ARS=X,2026-08-26,1514.2458,1514.2396,1514.9384,1512.3809
ARS=X,2026-08-27,1512.0941,1512.1798,1513.7527,1511.6339
ARS=X,2026-08-28,1512.0,1512.25,1513.5,1505.0
ARS=X,2026-08-30,1498.7021,1498.7256,1520.2408,1476.3733
ARS=X,2026-08-31,1508.7393,1508.7527,1513.5288,1508.4338
ARS=X,2026-09-01,1512.741,1512.7461,1512.8768,1509.8861
ARS=X,2026-09-02,1510.7555,1510.6809,1510.9648,1507.4781
ARS=X,2026-09-03,1508.3466,1508.399,1510.0306,1506.4723
ARS=X,2026-09-04,1508.25,1508.25,1508.25,1508.25
ARS=X,2026-09-05,1508.5,1508.5,1508.5,1508.5
ARS=X,2026-09-06,1508.9091,1508.6855,1512.5548,1505.9955
ARS=X,2026-09-07,1511.7657,1511.7426,1511.8112,1507.4434
ARS=X,2026-09-08,1511.7083,1511.585,1516.9878,1507.4832
ARS=X,2026-09-09,1513.7245,1513.745,1515.4926,1512.115
ARS=X,2026-09-10,1512.7476,1512.759,1515.72,1506.379
ARS=X,2026-09-11,1512.5,1512.5,1512.5,1512.5
ARS=X,2026-09-12,1508.5,1508.5,1508.5,1508.5
ARS=X,2026-09-14,1508.5,1508.5,1508.5,1508.5
AUD=X,2023-01-02,1.4656,1.4656,1.4719,1.4613
AUD=X,2023-01-03,1.4694,1.4694,1.495,1.4628
AUD=X,2023-01-04,1.4863,1.4863,1.4869,1.4511
AUD=X,2023-01-05,1.4643,1.4643,1.4844,1.4607
AUD=X,2023-01-06,1.4802,1.4802,1.4875,1.4556
AUD=X,2023-01-09,1.4505,1.4505,1.4523,1.4386
AUD=X,2023-01-10,1.4472,1.4472,1.4576,1.4434
AUD=X,2023-01-11,1.4503,1.4503,1.4547,1.444
AUD=X,2023-01-12,1.447,1.447,1.4517,1.4323
AUD=X,2023-01-13,1.4352,1.4352,1.4457,1.4298
AUD=X,2023-01-16,1.434,1.434,1.4404,1.4245
AUD=X,2023-01-17,1.4355,1.4355,1.4427,1.4299
AUD=X,2023-01-18,1.4309,1.4309,1.4339,1.4165
AUD=X,2023-01-19,1.4401,1.4401,1.4551,1.4388
AUD=X,2023-01-20,1.4463,1.4463,1.4479,1.4359
AUD=X,2023-01-23,1.4318,1.4321,1.4362,1.4206
AUD=X,2023-01-24,1.4226,1.4226,1.4289,1.4172
AUD=X,2023-01-25,1.4191,1.4191,1.4206,1.4041
AUD=X,2023-01-26,1.4068,1.4068,1.412,1.4005
AUD=X,2023-01-27,1.4057,1.4057,1.4115,1.4023
AUD=X,2023-01-30,1.4069,1.4069,1.415,1.4043
AUD=X,2023-01-31,1.4168,1.4168,1.4315,1.4158
AUD=X,2023-02-01,1.4182,1.4182,1.421,1.41
AUD=X,2023-02-02,1.3996,1.3996,1.414,1.3974
AUD=X,2023-02-03,1.4135,1.4135,1.4423,1.4136
AUD=X,2023-02-06,1.4449,1.4449,1.4584,1.4391
AUD=X,2023-02-07,1.4518,1.4518,1.452,1.4387
AUD=X,2023-02-08,1.4358,1.4358,1.4435,1.4296
AUD=X,2023-02-09,1.443,1.443,1.4445,1.4264
AUD=X,2023-02-10,1.4411,1.4411,1.4467,1.4368
AUD=X,2023-02-13,1.4464,1.4464,1.451,1.4352
AUD=X,2023-02-14,1.4347,1.4347,1.4444,1.4231
AUD=X,2023-02-15,1.4311,1.4311,1.4565,1.4316
AUD=X,2023-02-16,1.4478,1.4478,1.4607,1.4419
AUD=X,2023-02-17,1.4572,1.4572,1.4679,1.4548
AUD=X,2023-02-20,1.4557,1.4557,1.4569,1.4447
AUD=X,2023-02-21,1.4474,1.4474,1.458,1.4455
AUD=X,2023-02-22,1.4573,1.4573,1.4686,1.4568
AUD=X,2023-02-23,1.4678,1.4678,1.4738,1.4616
AUD=X,2023-02-24,1.4684,1.4684,1.4882,1.465
AUD=X,2023-02-27,1.4846,1.4846,1.4928,1.4828
AUD=X,2023-02-28,1.483,1.483,1.4912,1.4793
AUD=X,2023-03-01,1.4857,1.4857,1.4935,1.4741
AUD=X,2023-03-02,1.4793,1.4793,1.4907,1.478
AUD=X,2023-03-03,1.4848,1.4848,1.4859,1.478
AUD=X,2023-03-06,1.4805,1.4805,1.4887,1.4769
AUD=X,2023-03-07,1.4852,1.4852,1.5162,1.4817
AUD=X,2023-03-08,1.5172,1.5172,1.5223,1.5086
AUD=X,2023-03-09,1.5165,1.5165,1.5203,1.5071
AUD=X,2023-03-10,1.5172,1.5172,1.5228,1.5063
AUD=X,2023-03-13,1.5073,1.5073,1.5145,1.489
AUD=X,2023-03-14,1.5017,1.5017,1.5075,1.4937
AUD=X,2023-03-15,1.495,1.495,1.5149,1.4899
AUD=X,2023-03-16,1.511,1.511,1.5116,1.5003
AUD=X,2023-03-17,1.5007,1.5007,1.5024,1.4874
AUD=X,2023-03-20,1.4896,1.4896,1.4999,1.4854
AUD=X,2023-03-21,1.4888,1.4888,1.5037,1.4869
AUD=X,2023-03-22,1.4975,1.4975,1.5009,1.4921
AUD=X,2023-03-23,1.4927,1.4927,1.4944,1.4803
AUD=X,2023-03-24,1.4966,1.4966,1.5091,1.4937
AUD=X,2023-03-27,1.5026,1.5026,1.5071,1.5003
AUD=X,2023-03-28,1.5015,1.5015,1.5025,1.4901
AUD=X,2023-03-29,1.491,1.491,1.501,1.4897
AUD=X,2023-03-30,1.4964,1.4964,1.501,1.4887
AUD=X,2023-03-31,1.4888,1.4888,1.4989,1.4841
AUD=X,2023-04-03,1.5017,1.5017,1.5029,1.4732
AUD=X,2023-04-04,1.4731,1.4731,1.4875,1.472
AUD=X,2023-04-05,1.4797,1.4797,1.4974,1.4758
AUD=X,2023-04-06,1.4888,1.4888,1.5028,1.4882
AUD=X,2023-04-07,1.4979,1.4979,1.505,1.4941
AUD=X,2023-04-10,1.4985,1.4985,1.5105,1.4969
AUD=X,2023-04-11,1.5041,1.5041,1.5048,1.497
AUD=X,2023-04-12,1.5029,1.5029,1.5034,1.4877
AUD=X,2023-04-13,1.4928,1.4928,1.4957,1.4747
AUD=X,2023-04-14,1.4741,1.4741,1.4932,1.4719
AUD=X,2023-04-17,1.4914,1.4914,1.4966,1.4883
AUD=X,2023-04-18,1.4924,1.4924,1.493,1.4823
AUD=X,2023-04-19,1.4846,1.4846,1.4945,1.4835
AUD=X,2023-04-20,1.4913,1.4913,1.493,1.4771
AUD=X,2023-04-21,1.483,1.483,1.4973,1.483
AUD=X,2023-04-24,1.494,1.494,1.4999,1.4931
AUD=X,2023-04-25,1.4917,1.4917,1.5093,1.491
AUD=X,2023-04-26,1.5068,1.5068,1.5161,1.506
AUD=X,2023-04-27,1.5132,1.5132,1.516,1.5072
AUD=X,2023-04-28,1.5082,1.5082,1.5207,1.5055
AUD=X,2023-05-01,1.5123,1.5123,1.5127,1.499
AUD=X,2023-05-02,1.5099,1.5099,1.5104,1.4885
AUD=X,2023-05-03,1.4986,1.4986,1.5037,1.4977
AUD=X,2023-05-04,1.5057,1.5057,1.5058,1.4927
AUD=X,2023-05-05,1.4934,1.4934,1.4935,1.4815
AUD=X,2023-05-08,1.482,1.482,1.4834,1.4697
AUD=X,2023-05-09,1.4747,1.4747,1.4821,1.4732
AUD=X,2023-05-10,1.4778,1.4778,1.4826,1.4668
AUD=X,2023-05-11,1.4745,1.4745,1.4949,1.4712
AUD=X,2023-05-12,1.4926,1.4926,1.5053,1.4908
AUD=X,2023-05-15,1.5045,1.5045,1.5055,1.4928
AUD=X,2023-05-16,1.4919,1.4919,1.503,1.4901
AUD=X,2023-05-17,1.502,1.502,1.5084,1.4991
AUD=X,2023-05-18,1.5025,1.5025,1.5139,1.4995
AUD=X,2023-05-19,1.5083,1.5083,1.5111,1.4986
AUD=X,2023-05-22,1.5013,1.5013,1.5087,1.4998
AUD=X,2023-05-23,1.5038,1.5038,1.5126,1.5006
AUD=X,2023-05-24,1.512,1.512,1.5306,1.5117
AUD=X,2023-05-25,1.5279,1.5279,1.5381,1.5276
AUD=X,2023-05-26,1.5388,1.5388,1.5403,1.5281
AUD=X,2023-05-29,1.5321,1.5321,1.5329,1.5258
AUD=X,2023-05-30,1.5317,1.5317,1.5376,1.5249
AUD=X,2023-05-31,1.5343,1.5343,1.5469,1.5337
AUD=X,2023-06-01,1.5369,1.5369,1.5418,1.52
AUD=X,2023-06-02,1.5202,1.5202,1.5209,1.5065
AUD=X,2023-06-05,1.5152,1.5152,1.5197,1.5074
AUD=X,2023-06-06,1.5121,1.5121,1.5128,1.4964
AUD=X,2023-06-07,1.4972,1.4972,1.5017,1.4888
AUD=X,2023-06-08,1.5018,1.5018,1.5025,1.4888
AUD=X,2023-06-09,1.4897,1.4897,1.4939,1.4813
AUD=X,2023-06-12,1.4826,1.4826,1.4854,1.4758
AUD=X,2023-06-13,1.4808,1.4808,1.4839,1.4692
AUD=X,2023-06-14,1.4773,1.4773,1.4783,1.4626
AUD=X,2023-06-15,1.4713,1.4713,1.4773,1.4548
AUD=X,2023-06-16,1.4534,1.4534,1.4583,1.4496
AUD=X,2023-06-19,1.4543,1.4543,1.463,1.4537
AUD=X,2023-06-20,1.4596,1.4596,1.4804,1.4588
AUD=X,2023-06-21,1.473,1.473,1.4828,1.4706
AUD=X,2023-06-22,1.4709,1.4709,1.4815,1.4692
AUD=X,2023-06-23,1.4791,1.4791,1.5007,1.4777
AUD=X,2023-06-26,1.4969,1.4969,1.4996,1.4937
AUD=X,2023-06-27,1.4982,1.4982,1.499,1.4879
AUD=X,2023-06-28,1.4967,1.4967,1.5155,1.4954
AUD=X,2023-06-29,1.515,1.515,1.516,1.5058
AUD=X,2023-06-30,1.5106,1.5106,1.5141,1.5005
AUD=X,2023-07-03,1.5019,1.5019,1.5065,1.4949
AUD=X,2023-07-04,1.4983,1.4983,1.505,1.491
AUD=X,2023-07-05,1.4942,1.4942,1.5019,1.4923
AUD=X,2023-07-06,1.5022,1.5022,1.5151,1.495
AUD=X,2023-07-07,1.5087,1.5087,1.5103,1.4954
AUD=X,2023-07-10,1.4951,1.4951,1.5095,1.4936
AUD=X,2023-07-11,1.4972,1.4972,1.5035,1.4936
AUD=X,2023-07-12,1.4939,1.4939,1.4962,1.4716
AUD=X,2023-07-13,1.4721,1.4721,1.4735,1.4499
AUD=X,2023-07-14,1.4517,1.4517,1.4616,1.4501
AUD=X,2023-07-17,1.4625,1.4625,1.4729,1.462
AUD=X,2023-07-18,1.4683,1.4683,1.4728,1.4628
AUD=X,2023-07-19,1.4674,1.4674,1.4811,1.4665
AUD=X,2023-07-20,1.4771,1.4771,1.4767,1.4604
AUD=X,2023-07-21,1.4753,1.4753,1.4874,1.4732
AUD=X,2023-07-24,1.4868,1.4868,1.4888,1.4801
AUD=X,2023-07-25,1.4852,1.4852,1.4867,1.4725
AUD=X,2023-07-26,1.4733,1.4733,1.4856,1.4725
AUD=X,2023-07-27,1.4793,1.4793,1.4876,1.4661
AUD=X,2023-07-28,1.4899,1.4899,1.5097,1.4901
AUD=X,2023-07-31,1.5013,1.5013,1.5017,1.4839
AUD=X,2023-08-01,1.4888,1.4888,1.5138,1.4874
AUD=X,2023-08-02,1.5111,1.5111,1.5319,1.5081
AUD=X,2023-08-03,1.5279,1.5279,1.5349,1.5242
AUD=X,2023-08-04,1.5241,1.5241,1.5275,1.5131
AUD=X,2023-08-07,1.5212,1.5212,1.5253,1.5168
AUD=X,2023-08-08,1.5215,1.5215,1.539,1.5207
AUD=X,2023-08-09,1.531,1.531,1.5335,1.5219
AUD=X,2023-08-10,1.5298,1.5298,1.5316,1.5126
AUD=X,2023-08-11,1.5355,1.5355,1.5414,1.5306
AUD=X,2023-08-14,1.5395,1.5395,1.5489,1.5376
AUD=X,2023-08-15,1.5412,1.5412,1.5482,1.534
AUD=X,2023-08-16,1.5485,1.5485,1.5555,1.5432
AUD=X,2023-08-17,1.5589,1.5589,1.5702,1.5505
AUD=X,2023-08-18,1.5608,1.5608,1.5673,1.5554
AUD=X,2023-08-21,1.5589,1.5589,1.5651,1.5569
AUD=X,2023-08-22,1.5591,1.5591,1.5614,1.5482
AUD=X,2023-08-23,1.5557,1.5557,1.5596,1.5451
AUD=X,2023-08-24,1.5431,1.5431,1.5568,1.5411
AUD=X,2023-08-25,1.5591,1.5591,1.5668,1.5532
AUD=X,2023-08-28,1.5584,1.5584,1.5618,1.5533
AUD=X,2023-08-29,1.5556,1.5556,1.562,1.5458
AUD=X,2023-08-30,1.544,1.544,1.55,1.5336
AUD=X,2023-08-31,1.5435,1.5435,1.5474,1.5369
AUD=X,2023-09-01,1.5412,1.5412,1.5518,1.5341
AUD=X,2023-09-04,1.5497,1.5497,1.5502,1.5432
AUD=X,2023-09-05,1.5484,1.5484,1.5727,1.5473
AUD=X,2023-09-06,1.5685,1.5685,1.5728,1.5614
AUD=X,2023-09-07,1.5667,1.5667,1.5716,1.5638
AUD=X,2023-09-08,1.568,1.568,1.5702,1.5589
AUD=X,2023-09-11,1.563,1.563,1.5649,1.5506
AUD=X,2023-09-12,1.5547,1.5547,1.5599,1.5528
AUD=X,2023-09-13,1.5556,1.5556,1.5654,1.5542
AUD=X,2023-09-14,1.5572,1.5572,1.5575,1.5486
AUD=X,2023-09-15,1.5546,1.5546,1.5546,1.5446
AUD=X,2023-09-18,1.5527,1.5527,1.558,1.5504
AUD=X,2023-09-19,1.5529,1.5529,1.5556,1.5444
AUD=X,2023-09-20,1.5466,1.5466,1.5508,1.5373
AUD=X,2023-09-21,1.5537,1.5537,1.5654,1.5526
AUD=X,2023-09-22,1.5602,1.5602,1.5614,1.5468
AUD=X,2023-09-25,1.5526,1.5526,1.5613,1.5511
AUD=X,2023-09-26,1.5571,1.5571,1.5654,1.5551
AUD=X,2023-09-27,1.564,1.564,1.5718,1.5602
AUD=X,2023-09-28,1.5754,1.5754,1.575,1.5562
AUD=X,2023-09-29,1.5557,1.5557,1.5572,1.5378
AUD=X,2023-10-02,1.5535,1.5535,1.5702,1.5511
AUD=X,2023-10-03,1.5717,1.5717,1.5905,1.5711
AUD=X,2023-10-04,1.5851,1.5851,1.5904,1.5765
AUD=X,2023-10-05,1.58,1.58,1.5809,1.568
AUD=X,2023-10-06,1.5696,1.5696,1.5836,1.5638
AUD=X,2023-10-09,1.5694,1.5694,1.576,1.5652
AUD=X,2023-10-10,1.5574,1.5574,1.5645,1.5545
AUD=X,2023-10-11,1.5544,1.5544,1.5613,1.5511
AUD=X,2023-10-12,1.5581,1.5581,1.5796,1.555
AUD=X,2023-10-13,1.5831,1.5831,1.5906,1.579
AUD=X,2023-10-16,1.584,1.584,1.5865,1.577
AUD=X,2023-10-17,1.5778,1.5778,1.5779,1.5679
AUD=X,2023-10-18,1.5717,1.5717,1.5786,1.5642
AUD=X,2023-10-19,1.5792,1.5792,1.588,1.5779
AUD=X,2023-10-20,1.5805,1.5805,1.5873,1.5805
AUD=X,2023-10-23,1.5822,1.5822,1.5899,1.5773
AUD=X,2023-10-24,1.5781,1.5781,1.5782,1.5677
AUD=X,2023-10-25,1.5721,1.5721,1.5818,1.5625
AUD=X,2023-10-26,1.5881,1.5881,1.5945,1.5803
AUD=X,2023-10-27,1.5783,1.5783,1.5808,1.5704
AUD=X,2023-10-30,1.5776,1.5776,1.5779,1.5664
AUD=X,2023-10-31,1.5696,1.5696,1.5834,1.5684
AUD=X,2023-11-01,1.5773,1.5773,1.5825,1.5642
AUD=X,2023-11-02,1.557,1.557,1.5591,1.5489
AUD=X,2023-11-03,1.5557,1.5557,1.5574,1.5363
AUD=X,2023-11-06,1.5345,1.5345,1.5399,1.5326
AUD=X,2023-11-07,1.541,1.541,1.5612,1.5376
AUD=X,2023-11-08,1.5552,1.5552,1.5607,1.5506
AUD=X,2023-11-09,1.5611,1.5611,1.5641,1.5557
AUD=X,2023-11-10,1.5719,1.5719,1.5774,1.5704
AUD=X,2023-11-13,1.5712,1.5712,1.5741,1.5647
AUD=X,2023-11-14,1.5672,1.5672,1.5722,1.5394
AUD=X,2023-11-15,1.5385,1.5385,1.5422,1.53
AUD=X,2023-11-16,1.5357,1.5357,1.5477,1.5345
AUD=X,2023-11-17,1.5454,1.5454,1.5495,1.5356
AUD=X,2023-11-20,1.5352,1.5352,1.5381,1.5235
AUD=X,2023-11-21,1.5235,1.5235,1.5249,1.5175
AUD=X,2023-11-22,1.5246,1.5246,1.533,1.5218
AUD=X,2023-11-23,1.5284,1.5284,1.5285,1.5209
AUD=X,2023-11-24,1.5244,1.5244,1.5265,1.5172
AUD=X,2023-11-27,1.5195,1.5195,1.5226,1.5121
AUD=X,2023-11-28,1.5123,1.5123,1.5155,1.5004
AUD=X,2023-11-29,1.5017,1.5017,1.5135,1.4984
AUD=X,2023-11-30,1.5108,1.5108,1.5214,1.5031
AUD=X,2023-12-01,1.5136,1.5136,1.515,1.5006
AUD=X,2023-12-04,1.4964,1.4964,1.5125,1.4953
AUD=X,2023-12-05,1.5112,1.5112,1.5279,1.5087
AUD=X,2023-12-06,1.5256,1.5256,1.5256,1.5154
AUD=X,2023-12-07,1.5264,1.5264,1.5323,1.5149
AUD=X,2023-12-08,1.5164,1.5164,1.5239,1.5103
AUD=X,2023-12-11,1.5198,1.5198,1.5266,1.5193
AUD=X,2023-12-12,1.5232,1.5232,1.5285,1.513
AUD=X,2023-12-13,1.5233,1.5233,1.5282,1.5186
AUD=X,2023-12-14,1.5004,1.5004,1.5007,1.4863
AUD=X,2023-12-15,1.4919,1.4919,1.5002,1.4862
AUD=X,2023-12-18,1.4928,1.4928,1.4944,1.4846
AUD=X,2023-12-19,1.4917,1.4917,1.4917,1.4761
AUD=X,2023-12-20,1.4786,1.4786,1.4817,1.4751
AUD=X,2023-12-21,1.4837,1.4837,1.4844,1.471
AUD=X,2023-12-22,1.4713,1.4713,1.4762,1.465
AUD=X,2023-12-25,1.4687,1.4687,1.4751,1.41
AUD=X,2023-12-26,1.4693,1.4693,1.4709,1.4661
AUD=X,2023-12-27,1.4655,1.4655,1.4666,1.4594
AUD=X,2023-12-28,1.4589,1.4589,1.4651,1.4554
AUD=X,2023-12-29,1.4649,1.4649,1.4746,1.4603
AUD=X,2024-01-01,1.4662,1.4662,1.4676,1.4674
AUD=X,2024-01-02,1.4683,1.4683,1.4786,1.4618
AUD=X,2024-01-03,1.478,1.478,1.4918,1.4767
AUD=X,2024-01-04,1.4846,1.4846,1.4929,1.4791
AUD=X,2024-01-05,1.4911,1.4911,1.5055,1.4823
AUD=X,2024-01-08,1.4889,1.4889,1.4974,1.4846
AUD=X,2024-01-09,1.4881,1.4881,1.4975,1.4848
AUD=X,2024-01-10,1.496,1.496,1.4962,1.4894
AUD=X,2024-01-11,1.4916,1.4916,1.5043,1.4863
AUD=X,2024-01-12,1.4929,1.4929,1.4972,1.4862
AUD=X,2024-01-15,1.495,1.495,1.5035,1.4949
AUD=X,2024-01-16,1.5037,1.5037,1.5182,1.5035
AUD=X,2024-01-17,1.5177,1.5177,1.5318,1.5165
AUD=X,2024-01-18,1.5263,1.5263,1.5292,1.5208
AUD=X,2024-01-19,1.5191,1.5191,1.5231,1.5148
AUD=X,2024-01-22,1.5162,1.5162,1.5194,1.5117
AUD=X,2024-01-23,1.5219,1.5219,1.5237,1.5124
AUD=X,2024-01-24,1.5183,1.5183,1.5229,1.5105
AUD=X,2024-01-25,1.5205,1.5205,1.5228,1.513
AUD=X,2024-01-26,1.5184,1.5184,1.5204,1.513
AUD=X,2024-01-29,1.5201,1.5201,1.521,1.5138
AUD=X,2024-01-30,1.5119,1.5119,1.5207,1.5095
AUD=X,2024-01-31,1.5163,1.5163,1.5245,1.5101
AUD=X,2024-02-01,1.524,1.524,1.5362,1.52
AUD=X,2024-02-02,1.5209,1.5209,1.5367,1.5128
AUD=X,2024-02-05,1.5373,1.5373,1.5456,1.5337
AUD=X,2024-02-06,1.5431,1.5431,1.5431,1.5337
AUD=X,2024-02-07,1.5315,1.5315,1.5344,1.5288
AUD=X,2024-02-08,1.5333,1.5333,1.5429,1.5305
AUD=X,2024-02-09,1.539,1.539,1.5414,1.5309
AUD=X,2024-02-12,1.5324,1.5324,1.5353,1.5295
AUD=X,2024-02-13,1.5317,1.5317,1.5494,1.5306
AUD=X,2024-02-14,1.5496,1.5496,1.5511,1.5406
AUD=X,2024-02-15,1.5387,1.5387,1.5436,1.5316
AUD=X,2024-02-16,1.5324,1.5324,1.5388,1.5302
AUD=X,2024-02-19,1.5297,1.5295,1.5305,1.5265
AUD=X,2024-02-20,1.5312,1.5312,1.5332,1.5202
AUD=X,2024-02-21,1.5259,1.5259,1.5289,1.5211
AUD=X,2024-02-22,1.526,1.526,1.5288,1.5162
AUD=X,2024-02-23,1.5246,1.5246,1.5263,1.5191
AUD=X,2024-02-26,1.5235,1.5231,1.5306,1.5234
AUD=X,2024-02-27,1.5291,1.5291,1.5322,1.523
AUD=X,2024-02-28,1.5281,1.5281,1.5408,1.5265
AUD=X,2024-02-29,1.5397,1.5397,1.5415,1.5313
AUD=X,2024-03-01,1.5388,1.5388,1.5406,1.5306
AUD=X,2024-03-04,1.5319,1.5319,1.5359,1.5298
AUD=X,2024-03-05,1.5367,1.5367,1.5433,1.5335
AUD=X,2024-03-06,1.5375,1.5375,1.5401,1.5196
AUD=X,2024-03-07,1.5229,1.5229,1.5233,1.5094
AUD=X,2024-03-08,1.5103,1.5103,1.5118,1.5
AUD=X,2024-03-11,1.5096,1.5096,1.5158,1.5085
AUD=X,2024-03-12,1.5116,1.5116,1.5184,1.5068
AUD=X,2024-03-13,1.5135,1.5135,1.515,1.509
AUD=X,2024-03-14,1.5088,1.5088,1.5216,1.508
AUD=X,2024-03-15,1.5199,1.5199,1.5259,1.52
AUD=X,2024-03-18,1.5249,1.5249,1.5256,1.5209
AUD=X,2024-03-19,1.525,1.525,1.5374,1.522
AUD=X,2024-03-20,1.5322,1.5322,1.5357,1.5286
AUD=X,2024-03-21,1.5157,1.5157,1.5239,1.5073
AUD=X,2024-03-22,1.5211,1.5211,1.5359,1.5202
AUD=X,2024-03-25,1.5347,1.5347,1.5359,1.5272
