symbol,breakdown,breakdown_name,value_type,currency,series_name,period_type,report_date,value
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2022-03-31,3077000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2022-06-30,3299000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2022-09-30,3638000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2022-12-31,4007000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2023-03-31,4064000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2023-06-30,4136000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2023-09-30,4044000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2023-12-31,3856000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2024-03-31,3669000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2024-06-30,3455000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2024-09-30,3310000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2024-12-31,3215000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2025-03-31,3016000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2025-06-30,2916000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2025-09-30,2804000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2025-12-31,2726000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2026-03-31,2758000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2026-06-30,2836000000
A,revenue-by-segment,Revenue by Segment,CURRENCY,USD,Life Sciences and Applied Markets Group,trailing,2026-09-30,2912000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2021-03-31,1172000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2021-06-30,1150000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2021-09-30,1188000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2021-12-31,1246000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2022-03-31,1263000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2022-06-30,1204000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2022-09-30,1306000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2022-12-31,1414000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2023-03-31,1323000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2023-06-30,1274000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2023-09-30,1222000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2023-12-31,1232000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2024-03-31,1209000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2024-06-30,1125000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2024-09-30,1121000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2024-12-31,1217000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2025-03-31,1200000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2025-06-30,1186000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2025-09-30,1230000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2025-12-31,1328000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2026-03-31,1273000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,quarterly,2026-06-30,1305000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2021-03-31,4142000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2021-06-30,4369000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2021-09-30,4625000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2021-12-31,4756000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2022-03-31,4847000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2022-06-30,4901000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2022-09-30,5019000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2022-12-31,5187000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2023-03-31,5247000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2023-06-30,5317000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2023-09-30,5233000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2023-12-31,5051000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2024-03-31,4937000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2024-06-30,4788000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2024-09-30,4687000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2024-12-31,4672000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2025-03-31,4663000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2025-06-30,4724000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2025-09-30,4833000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2025-12-31,4944000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2026-03-31,5017000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Products,trailing,2026-06-30,5136000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2021-03-31,376000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2021-06-30,375000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2021-09-30,398000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2021-12-31,414000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2022-03-31,411000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2022-06-30,403000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2022-09-30,412000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2022-12-31,435000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2023-03-31,433000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2023-06-30,443000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2023-09-30,450000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2023-12-31,456000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2024-03-31,449000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2024-06-30,448000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2024-09-30,457000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2024-12-31,484000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2025-03-31,481000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2025-06-30,482000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2025-09-30,508000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2025-12-31,533000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2026-03-31,525000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,quarterly,2026-06-30,530000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2021-03-31,1388000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2021-06-30,1448000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2021-09-30,1517000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2021-12-31,1563000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2022-03-31,1598000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2022-06-30,1626000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2022-09-30,1640000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2022-12-31,1661000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2023-03-31,1683000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2023-06-30,1723000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2023-09-30,1761000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2023-12-31,1782000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2024-03-31,1798000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2024-06-30,1803000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2024-09-30,1810000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2024-12-31,1838000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2025-03-31,1870000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2025-06-30,1904000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2025-09-30,1955000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2025-12-31,2004000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2026-03-31,2048000000
A,revenue-by-type,Revenue by Type,CURRENCY,USD,Services and Other,trailing,2026-06-30,2096000000
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2023-06-30,35
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2023-09-30,36
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2023-12-31,39
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2024-03-31,36
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2024-06-30,35
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2024-09-30,36
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2024-12-31,39
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2025-03-31,35
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2025-06-30,34
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2025-09-30,36
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2025-12-31,40
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2026-03-31,38
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,quarterly,2026-06-30,40
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2023-06-30,35
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2023-09-30,36
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2023-12-31,39
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2024-03-31,36
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2024-06-30,35
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2024-09-30,36
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2024-12-31,39
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2025-03-31,35
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2025-06-30,34
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2025-09-30,36
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2025-12-31,40
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2026-03-31,38
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Products,trailing,2026-06-30,40
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2023-06-30,70
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2023-09-30,70
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2023-12-31,72
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2024-03-31,74
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2024-06-30,73
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2024-09-30,74
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2024-12-31,75
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2025-03-31,75
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2025-06-30,75
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2025-09-30,75
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2025-12-31,76
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2026-03-31,76
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,quarterly,2026-06-30,75
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2023-06-30,68
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2023-09-30,69
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2023-12-31,71
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2024-03-31,71
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2024-06-30,70
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2024-09-30,70
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2024-12-31,72
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2025-03-31,73
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2025-06-30,74
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2025-09-30,75
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2025-12-31,75
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2026-03-31,76
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Services,trailing,2026-06-30,76
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2023-06-30,44
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2023-09-30,45
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2023-12-31,45
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2024-03-31,46
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2024-06-30,46
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2024-09-30,46
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2024-12-31,46
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2025-03-31,47
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2025-06-30,46
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2025-09-30,47
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2025-12-31,48
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2026-03-31,49
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,quarterly,2026-06-30,50
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2023-06-30,44
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2023-09-30,45
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2023-12-31,45
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2024-03-31,46
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2024-06-30,46
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2024-09-30,46
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2024-12-31,46
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2025-03-31,47
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2025-06-30,46
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2025-09-30,47
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2025-12-31,48
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2026-03-31,49
AAPL,gross-margin-by-type,Gross Margin by Type,CURRENCY,USD,Total,trailing,2026-06-30,50
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2021-03-31,26236000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2021-06-30,23049000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2021-09-30,22293000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2021-12-31,40120000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2022-03-31,28167000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2022-06-30,21870000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2022-09-30,24571000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2022-12-31,35623000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2023-03-31,27134000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2023-06-30,21448000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2023-09-30,24598000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2023-12-31,38018000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2024-03-31,24462000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2024-06-30,21761000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2024-09-30,25392000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2024-12-31,38513000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2025-03-31,24684000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2025-06-30,22993000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2025-09-30,26697000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2025-12-31,46265000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2026-03-31,31029000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,quarterly,2026-06-30,31525000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2021-03-31,88572000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2021-06-30,97785000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2021-09-30,105126000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2021-12-31,111698000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2022-03-31,113629000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2022-06-30,112450000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2022-09-30,114728000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2022-12-31,110231000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2023-03-31,109198000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2023-06-30,108776000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2023-09-30,108803000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2023-12-31,111198000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2024-03-31,108526000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2024-06-30,108839000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2024-09-30,109633000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2024-12-31,110128000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2025-03-31,110350000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2025-06-30,111582000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2025-09-30,112887000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2025-12-31,120639000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2026-03-31,126984000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Products,trailing,2026-06-30,135516000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2021-03-31,11843000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2021-06-30,12206000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2021-09-30,12881000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2021-12-31,14123000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2022-03-31,14392000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2022-06-30,14015000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2022-09-30,13524000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2022-12-31,14709000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2023-03-31,14842000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2023-06-30,14965000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2023-09-30,15829000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2023-12-31,16837000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2024-03-31,17809000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2024-06-30,17917000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2024-09-30,18487000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2024-12-31,19762000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2025-03-31,20183000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2025-06-30,20725000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2025-09-30,21644000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2025-12-31,22966000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2026-03-31,23752000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,quarterly,2026-06-30,23245000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2021-03-31,41204000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2021-06-30,44566000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2021-09-30,47710000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2021-12-31,51053000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2022-03-31,53602000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2022-06-30,55411000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2022-09-30,56054000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2022-12-31,56640000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2023-03-31,57090000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2023-06-30,58040000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2023-09-30,60345000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2023-12-31,62473000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2024-03-31,65440000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2024-06-30,68392000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2024-09-30,71050000000
AAPL,gross-profit-by-type,Gross Profit by Type,CURRENCY,USD,Services,trailing,2024-12-31,73975000000
