sample,model,loss,n,n_parameters,w,lambda_Q1_pct,lambda_Q2_pct,lambda_Q3_pct,lambda_Q4_pct,draw,selected_years
year_block_bootstrap,free_w,usd,20,5,0.683584093951,12.8378020841,13.6274231613,16.9953046143,11.9514265342,183,2022|2022|2026|2024|2026|2022
year_block_bootstrap,free_w,usd,20,5,0.567316898988,12.5379442722,14.2356437417,17.2765521565,11.8952192201,184,2023|2023|2026|2023|2026|2023
year_block_bootstrap,free_w,usd,24,5,0.834533037092,13.3946152139,13.1755371772,17.2467069798,12.2248995765,185,2021|2022|2022|2021|2021|2023
year_block_bootstrap,free_w,usd,24,5,0.605512491818,12.5299798584,14.1498571609,17.1352935469,11.9261072979,186,2023|2025|2025|2022|2023|2022
year_block_bootstrap,free_w,usd,22,5,0.59900633354,12.6305894244,14.0767469852,17.0772597133,11.9354343241,187,2025|2026|2022|2023|2024|2022
year_block_bootstrap,free_w,usd,20,5,0.439502794519,12.1362877014,14.9478392772,17.0403068583,11.933127922,188,2025|2025|2026|2026|2023|2025
year_block_bootstrap,free_w,usd,24,5,0.798097298697,13.2149629879,13.086080594,17.3053518694,12.0937056423,189,2023|2022|2024|2023|2021|2022
year_block_bootstrap,free_w,usd,18,5,0.54467954798,12.5354309968,14.3079238843,17.0452645442,11.9037579118,190,2022|2023|2026|2026|2026|2024
year_block_bootstrap,free_w,usd,22,5,0.821793191466,13.014130312,13.125733066,17.2707640427,12.2048243289,191,2021|2025|2021|2024|2026|2022
year_block_bootstrap,free_w,usd,22,5,0.695672240253,12.7554073537,13.665056766,17.1057915074,11.9415452489,192,2025|2022|2026|2022|2023|2022
year_block_bootstrap,free_w,usd,22,5,0.786478480785,12.9319111418,13.2242324763,17.3027440661,12.1115583187,193,2026|2022|2024|2023|2021|2025
year_block_bootstrap,free_w,usd,20,5,0.518064364324,12.5535040637,14.4103457544,16.9986981481,11.9247923119,194,2023|2022|2024|2026|2026|2024
year_block_bootstrap,free_w,usd,24,5,0.784712905549,13.0586712071,13.1674945663,17.3025449372,12.1269833356,195,2023|2024|2022|2021|2025|2024
year_block_bootstrap,free_w,usd,24,5,0.506453579597,12.2990081795,14.6060195409,17.0433375261,11.9373736172,196,2025|2022|2024|2023|2025|2025
year_block_bootstrap,free_w,usd,24,5,0.820210948338,13.3309983352,12.9567542083,17.4452023457,12.2063566418,197,2023|2023|2024|2024|2021|2021
year_block_bootstrap,free_w,usd,24,5,0.776338780466,12.7918568059,13.3866901768,17.325626748,12.0614374107,198,2023|2022|2025|2021|2025|2023
year_block_bootstrap,free_w,usd,20,5,0.775808363423,12.8987915784,13.2563471679,17.5291968102,12.0685804397,199,2023|2026|2023|2023|2021|2026
year_block_bootstrap,free_w,usd,22,5,0.843114972668,13.0012985029,13.1744887582,17.2338049674,12.2658826057,200,2021|2022|2021|2025|2021|2026
year_block_bootstrap,free_w,usd,22,5,0.788418941426,12.9884752109,13.1695760628,17.2609404392,12.1527370105,201,2024|2025|2022|2024|2026|2021
year_block_bootstrap,free_w,usd,20,5,0.678393605014,12.6737165442,13.7309381508,17.1334112966,11.9441447334,202,2023|2026|2022|2026|2022|2025
year_block_bootstrap,free_w,usd,24,5,0.785410491537,12.9491799375,13.2963945322,17.2891612372,12.0531827443,203,2022|2023|2025|2021|2022|2023
year_block_bootstrap,free_w,usd,22,5,0.59872903518,12.7750765043,13.9897073107,17.0549681897,11.9474953732,204,2023|2024|2022|2026|2024|2022
year_block_bootstrap,free_w,usd,22,5,0.788418941425,12.9884752109,13.1695760628,17.2609404392,12.1527370105,205,2024|2021|2022|2025|2026|2024
year_block_bootstrap,free_w,usd,24,5,0.819937457296,13.3726026528,12.8768196754,17.2428613725,12.1885150034,206,2024|2024|2024|2022|2021|2022
year_block_bootstrap,free_w,usd,20,5,0.801874701616,13.0542998563,13.0658599088,17.2635449319,12.2023543121,207,2022|2024|2021|2026|2026|2024
year_block_bootstrap,free_w,usd,22,5,0.695672230563,12.7554073402,13.6650568123,17.105791502,11.9415452421,208,2022|2026|2025|2022|2022|2023
year_block_bootstrap,free_w,usd,24,5,0.81720774862,13.1654551206,13.0781090703,17.2886358245,12.2044967674,209,2021|2022|2025|2024|2024|2021
year_block_bootstrap,free_w,usd,20,5,0.775808374964,12.8987915987,13.2563471151,17.5291968159,12.0685804471,210,2026|2023|2021|2023|2026|2023
year_block_bootstrap,free_w,usd,22,5,0.772274417657,12.7999550896,13.3319373707,17.3375221624,12.1104628616,211,2026|2025|2025|2021|2023|2024
year_block_bootstrap,free_w,usd,22,5,0.796357239626,13.106020856,13.057746775,17.4286138597,12.1559489703,212,2026|2024|2023|2023|2021|2024
year_block_bootstrap,free_w,usd,22,5,0.423144888465,12.2709035947,15.0130847671,17.0234590851,11.8857188931,213,2025|2023|2024|2023|2026|2023
year_block_bootstrap,free_w,usd,22,5,0.820490575218,12.7435871272,13.2874815959,17.3137496623,12.1551485542,214,2025|2026|2025|2021|2025|2021
year_block_bootstrap,free_w,usd,24,5,0.796161446346,12.9772426998,13.3102238134,17.3676581838,12.1145367898,215,2022|2021|2025|2021|2023|2023
year_block_bootstrap,free_w,usd,18,5,0.368911497019,12.1672484939,15.2734223151,16.9201914968,11.8943316305,216,2025|2026|2026|2026|2023|2024
year_block_bootstrap,free_w,usd,18,5,0.824579980093,12.8613709084,13.1483315109,17.3349066291,12.2619494203,217,2021|2026|2026|2026|2025|2021
year_block_bootstrap,free_w,usd,22,5,0.282399452833,12.1773502327,15.7146375607,16.6976925056,11.8516468315,218,2024|2023|2024|2026|2024|2024
year_block_bootstrap,free_w,usd,22,5,0.812097610287,13.1766933703,13.0285451985,17.4148442142,12.241956778,219,2024|2026|2021|2021|2023|2024
year_block_bootstrap,free_w,usd,24,5,0.65446074552,12.9933653735,13.6368814686,17.1118842291,12.0125297434,220,2024|2023|2024|2024|2022|2022
year_block_bootstrap,free_w,usd,22,5,0.886439440865,13.3233397972,13.0004250708,17.0840330106,12.506121099,221,2026|2022|2021|2021|2021|2021
year_block_bootstrap,free_w,usd,24,5,0.782055450706,12.9320167498,13.352718951,17.4615968079,12.1064635627,222,2021|2023|2023|2021|2023|2025
year_block_bootstrap,free_w,usd,24,5,0.506453553579,12.2990081368,14.6060196759,17.0433375049,11.9373736053,223,2022|2023|2024|2025|2025|2025
year_block_bootstrap,free_w,usd,22,5,0.811251092947,12.9223086619,13.1785860927,17.2398401092,12.0820144045,224,2022|2021|2022|2025|2026|2023
year_block_bootstrap,free_w,usd,22,5,0.813059786601,12.9310512995,13.2219192811,17.3205800146,12.1513765086,225,2021|2026|2025|2021|2022|2023
year_block_bootstrap,free_w,usd,24,5,0.817207760774,13.1654551461,13.0781090156,17.2886358266,12.2044967765,226,2024|2021|2025|2024|2022|2021
year_block_bootstrap,free_w,usd,22,5,0.598729044088,12.775076519,13.9897072644,17.0549681981,11.9474953797,227,2022|2024|2024|2023|2022|2026
year_block_bootstrap,free_w,usd,22,5,0.826553440393,12.7594619771,13.2135216846,17.2552094518,12.106079148,228,2025|2025|2021|2026|2022|2025
year_block_bootstrap,free_w,usd,22,5,0.802458228002,13.1656475357,12.9898962438,17.3859259694,12.1994506224,229,2024|2026|2023|2024|2021|2024
year_block_bootstrap,free_w,usd,20,5,0.779971539584,12.863420932,13.2503027667,17.3700005196,12.1339383499,230,2025|2023|2026|2026|2024|2021
year_block_bootstrap,free_w,usd,16,5,0.0265274163739,11.7341667643,17.4909187477,16.3290998696,11.7142369474,231,2026|2026|2026|2024|2024|2026
year_block_bootstrap,free_w,usd,22,5,0.788418929698,12.9884751892,13.1695761147,17.2609404328,12.1527370025,232,2026|2021|2024|2025|2024|2022
year_block_bootstrap,free_w,usd,24,5,0.785410491537,12.9491799375,13.2963945322,17.2891612372,12.0531827443,233,2021|2022|2022|2025|2023|2023
year_block_bootstrap,free_w,usd,24,5,0.793976802436,13.1698105434,13.2319762853,17.4348725456,12.107012876,234,2023|2023|2021|2022|2023|2021
year_block_bootstrap,free_w,usd,18,5,0.787825853221,12.920371701,13.1742946217,17.4326417014,12.1822608573,235,2026|2024|2026|2026|2023|2021
year_block_bootstrap,free_w,usd,20,5,0.79213260132,12.7573113159,13.2873285724,17.3583590335,12.0995321477,236,2023|2021|2025|2025|2026|2026
year_block_bootstrap,free_w,usd,24,5,0.778451817292,12.9869815207,13.2504941229,17.3364113426,12.0890912992,237,2025|2022|2021|2023|2024|2023
year_block_bootstrap,free_w,usd,22,5,0.8397631417,12.8624207666,13.1195945132,17.1936268886,12.1089821598,238,2022|2026|2025|2021|2022|2025
year_block_bootstrap,free_w,usd,24,5,0.834533049586,13.3946152377,13.1755371141,17.2467069669,12.2248995899,239,2022|2021|2021|2023|2022|2021
year_block_bootstrap,free_w,usd,24,5,0.784712909988,13.0586712159,13.167494546,17.30254494,12.1269833385,240,2025|2021|2023|2024|2022|2024
year_block_bootstrap,free_w,usd,24,5,0.80103144785,12.91125383,13.2358690992,17.216027586,12.1078511787,241,2022|2025|2024|2021|2025|2022
year_block_bootstrap,free_w,usd,24,5,0.788928350809,12.7784157606,13.3326098172,17.2563431481,12.1063295102,242,2025|2025|2025|2022|2024|2021
year_block_bootstrap,free_w,usd,20,5,0.537039267889,12.4725308202,14.3768755965,17.0547070699,11.9281940173,243,2025|2024|2026|2023|2026|2022
year_block_bootstrap,free_w,usd,22,5,0.786478469086,12.931911121,13.2242325287,17.3027440606,12.1115583111,244,2023|2024|2022|2026|2025|2021
year_block_bootstrap,free_w,usd,24,5,0.807081907206,13.0982790604,13.2530211757,17.3995482642,12.2216932032,245,2025|2021|2023|2024|2021|2021
year_block_bootstrap,free_w,usd,20,5,0.779956878389,12.9088612414,13.2116762018,17.3151839704,12.1789812135,246,2026|2021|2026|2025|2024|2024
year_block_bootstrap,free_w,usd,24,5,0.578717430754,12.6462551684,14.1926997825,17.0978775595,11.9191550209,247,2025|2022|2023|2024|2023|2022
year_block_bootstrap,free_w,usd,20,5,0.697653003634,12.8142585423,13.6060389952,17.0628998649,11.8985814675,248,2022|2022|2026|2022|2026|2023
year_block_bootstrap,free_w,usd,22,5,0.697415429923,12.9596065411,13.5597151463,16.9858822065,11.9472466726,249,2022|2022|2024|2026|2022|2022
year_block_bootstrap,free_w,usd,20,5,0.783688682077,12.9267336686,13.2716930216,17.5411994038,12.1667383097,250,2026|2026|2023|2021|2021|2023
year_block_bootstrap,free_w,usd,24,5,0.831755712332,12.7838732639,13.2274612131,17.2177522316,12.0977036577,251,2025|2025|2022|2021|2022|2025
year_block_bootstrap,free_w,usd,22,5,0.83159933967,13.0959894772,13.0270816486,17.1556968348,12.0874480118,252,2022|2026|2022|2021|2022|2023
year_block_bootstrap,free_w,usd,20,5,0.407895026526,12.2349914747,15.0737074612,16.9885917649,11.8918607383,253,2023|2023|2024|2026|2025|2026
year_block_bootstrap,free_w,usd,22,5,0.798863708626,12.7957693469,13.2776721825,17.2958386286,12.0849793019,254,2023|2022|2021|2026|2025|2025
year_block_bootstrap,free_w,usd,22,5,0.772274429145,12.7999551108,13.3319373202,17.3375221691,12.1104628674,255,2021|2023|2025|2025|2026|2024
year_block_bootstrap,free_w,usd,22,5,0.782888976789,12.8676469794,13.2903476423,17.3486016355,12.0658914464,256,2025|2021|2023|2022|2023|2026
year_block_bootstrap,free_w,usd,20,5,0.787558404803,12.7981059533,13.2666772739,17.306537971,12.1412689268,257,2025|2026|2025|2021|2024|2026
year_block_bootstrap,free_w,usd,22,5,0.798863720509,12.7957693669,13.2776721309,17.2958386324,12.0849793085,258,2023|2021|2025|2022|2026|2025
year_block_bootstrap,free_w,usd,18,5,0.810726368586,12.9188309768,13.1201168611,17.3177778199,12.1207357408,259,2026|2026|2022|2021|2026|2023
year_block_bootstrap,free_w,usd,18,5,0.368911502526,12.1672485023,15.2734222834,16.9201915023,11.894331633,260,2026|2023|2024|2025|2026|2026
year_block_bootstrap,free_w,usd,20,5,0.904642089406,13.1408989627,12.7693771491,16.992190693,12.3224116041,261,2022|2021|2026|2022|2021|2026
year_block_bootstrap,free_w,usd,20,5,0.357532737953,12.0926435304,15.3572634481,16.9237384388,11.9009633776,262,2025|2026|2025|2024|2023|2026
year_block_bootstrap,free_w,usd,22,5,0.381025549009,12.1286141329,15.2523975511,16.9649693615,11.8933397424,263,2025|2024|2023|2025|2026|2023
year_block_bootstrap,free_w,usd,24,5,0.815332329478,13.2536221027,12.9345815261,17.4641559216,12.1439287797,264,2023|2021|2024|2024|2023|2023
year_block_bootstrap,free_w,usd,20,5,0.804026124466,12.782234817,13.2129810308,17.1601702457,12.0408460386,265,2022|2026|2025|2025|2022|2026
year_block_bootstrap,free_w,usd,24,5,0.567510488294,12.5588811786,14.2239811785,17.0257025558,11.9596534826,266,2025|2022|2024|2024|2025|2022
year_block_bootstrap,free_w,usd,22,5,0.847678472692,13.2203819426,12.9454028033,17.1772438258,12.2462723466,267,2021|2022|2026|2021|2024|2022
year_block_bootstrap,free_w,usd,24,5,0.79221011568,13.0310760557,13.2016157578,17.2536841124,12.0962673923,268,2022|2021|2022|2025|2023|2024
year_block_bootstrap,free_w,usd,22,5,0.799984249128,13.0490843881,13.2080384139,17.4042474397,12.1384800754,269,2023|2021|2023|2026|2022|2021
year_block_bootstrap,free_w,usd,20,5,0.518064399571,12.5535041211,14.4103455652,16.9986981858,11.9247923358,270,2024|2026|2022|2023|2026|2024
year_block_bootstrap,free_w,usd,24,5,0.777482444924,12.8595262877,13.3234132887,17.2900680601,12.0949167342,271,2023|2022|2025|2024|2025|2021
year_block_bootstrap,free_w,usd,22,5,0.804682346679,13.1033130787,13.0832271635,17.2508577098,12.1186199586,272,2021|2023|2022|2026|2024|2022
year_block_bootstrap,free_w,usd,24,5,0.776338780465,12.7918568059,13.3866901768,17.325626748,12.0614374107,273,2022|2025|2025|2023|2023|2021
year_block_bootstrap,free_w,usd,22,5,0.821793190416,13.01413031,13.1257330706,17.2707640429,12.2048243281,274,2021|2026|2022|2024|2025|2021
year_block_bootstrap,free_w,usd,24,5,0.789500290127,13.1222075753,13.0965868259,17.2711802297,12.1619087584,275,2024|2021|2022|2024|2025|2024
year_block_bootstrap,free_w,usd,22,5,0.796357251472,13.1060208799,13.0577467212,17.4286138692,12.1559489783,276,2024|2023|2026|2021|2023|2024
year_block_bootstrap,free_w,usd,24,5,0.797220562666,13.1029971179,13.1219046802,17.2213556297,12.1356037367,277,2021|2025|2022|2024|2022|2024
year_block_bootstrap,free_w,usd,22,5,0.782888976789,12.8676469794,13.2903476423,17.3486016355,12.0658914464,278,2023|2022|2023|2026|2025|2021
year_block_bootstrap,free_w,usd,22,5,0.795371015952,12.8476747258,13.2445030108,17.2551075476,12.1219689325,279,2021|2026|2025|2025|2022|2024
year_block_bootstrap,free_w,usd,20,5,0.779971539584,12.863420932,13.2503027667,17.3700005196,12.1339383499,280,2025|2026|2023|2024|2026|2021
year_block_bootstrap,free_w,usd,22,5,0.812161316794,12.9863121959,13.1230597576,17.1989715404,12.1294004342,281,2026|2022|2022|2024|2021|2025
year_block_bootstrap,free_w,usd,24,5,0.764967857861,12.7289716959,13.4197529273,17.3165095136,12.0961255624,282,2025|2023|2025|2024|2021|2025
year_block_bootstrap,free_w,usd,24,5,0.777700447493,12.9192787426,13.2691940314,17.2566884527,12.1258218009,283,2021|2024|2025|2025|2024|2022
year_block_bootstrap,free_w,usd,24,5,0.410188672386,12.0696001321,15.1761917633,17.0393803506,11.8947729753,284,2025|2025|2025|2023|2023|2023
year_block_bootstrap,free_w,usd,22,5,0.80709979316,13.2188523494,12.9320565415,17.346844663,12.2390625831,285,2024|2021|2024|2026|2024|2024
year_block_bootstrap,free_w,usd,22,5,0.210921282074,11.8977367875,16.1803669098,16.6884919278,11.8537090035,286,2026|2025|2024|2024|2024|2025
year_block_bootstrap,free_w,usd,24,5,0.778451817292,12.9869815207,13.2504941229,17.3364113426,12.0890912992,287,2021|2023|2025|2023|2024|2022
year_block_bootstrap,free_w,usd,22,5,0.811251092947,12.9223086619,13.1785860927,17.2398401092,12.0820144045,288,2022|2022|2026|2023|2021|2025
year_block_bootstrap,free_w,usd,24,5,0.808133045911,13.2644845834,12.9744997986,17.3682803422,12.1404048753,289,2024|2024|2021|2022|2023|2023
year_block_bootstrap,free_w,usd,20,5,0.407895018175,12.2349914614,15.0737075089,16.9885917562,11.8918607344,290,2023|2025|2023|2024|2026|2026
year_block_bootstrap,free_w,usd,22,5,0.821793191466,13.014130312,13.125733066,17.2707640427,12.2048243289,291,2025|2021|2021|2024|2022|2026
year_block_bootstrap,free_w,usd,22,5,0.812097610287,13.1766933703,13.0285451985,17.4148442142,12.241956778,292,2021|2024|2023|2024|2021|2026
year_block_bootstrap,free_w,usd,22,5,0.799984248072,13.0490843862,13.2080384189,17.40424744,12.1384800744,293,2026|2021|2023|2021|2023|2022
year_block_bootstrap,free_w,usd,22,5,0.812161304715,12.9863121758,13.1230598107,17.1989715372,12.1294004252,294,2022|2021|2025|2022|2026|2024
year_block_bootstrap,free_w,usd,24,5,0.62697481309,12.7649772797,13.9528594027,17.0729135987,11.9337137597,295,2022|2023|2024|2022|2025|2022
year_block_bootstrap,free_w,usd,22,5,0.795371015952,12.8476747258,13.2445030108,17.2551075476,12.1219689325,296,2021|2025|2026|2025|2022|2024
year_block_bootstrap,free_w,usd,20,5,0.78779611485,12.9301157906,13.2126024021,17.388213007,12.0714154786,297,2022|2023|2026|2026|2023|2021
year_block_bootstrap,free_w,usd,24,5,0.797220550808,13.102997096,13.1219047338,17.2213556238,12.1356037281,298,2022|2024|2022|2021|2024|2025
year_block_bootstrap,free_w,usd,22,5,0.769053341356,12.8332526483,13.3391650443,17.4438225681,12.0623241572,299,2023|2026|2025|2021|2023|2023
year_block_bootstrap,free_w,usd,20,5,0.316023397214,12.1112172424,15.5647221292,16.8219921201,11.8755296268,300,2026|2024|2025|2024|2023|2026
year_block_bootstrap,free_w,usd,20,5,0.60431091198,12.692840896,14.0115158845,17.0595153941,11.9106909413,301,2023|2022|2022|2024|2026|2026
year_block_bootstrap,free_w,usd,22,5,0.571452108541,12.6541115352,14.1789881185,17.1552862208,11.9123019849,302,2023|2023|2024|2026|2022|2023
year_block_bootstrap,free_w,usd,22,5,0.510792813129,12.6379638836,14.3570049472,16.9298903344,11.9711953328,303,2024|2026|2024|2024|2024|2022
year_block_bootstrap,free_w,usd,20,5,0.777943041253,12.8108415066,13.3006360681,17.4306242123,12.082995093,304,2026|2026|2025|2023|2023|2021
year_block_bootstrap,free_w,usd,24,5,0.776338780465,12.7918568059,13.3866901768,17.325626748,12.0614374107,305,2025|2025|2023|2023|2021|2022
year_block_bootstrap,free_w,usd,20,5,0.793024461428,13.0685875241,13.0618062698,17.3390913489,12.2373177365,306,2024|2026|2024|2026|2021|2024
year_block_bootstrap,free_w,usd,22,5,0.782487999445,12.7389021186,13.3371949319,17.2949012851,12.1198793701,307,2026|2025|2025|2024|2021|2025
year_block_bootstrap,free_w,usd,20,5,0.893565929717,13.1513001289,12.8657218053,17.0533514873,12.476425262,308,2026|2026|2021|2022|2021|2021
year_block_bootstrap,free_w,usd,20,5,0.537039272932,12.4725308281,14.3768755704,17.0547070744,11.9281940202,309,2022|2026|2025|2024|2023|2026
year_block_bootstrap,free_w,usd,18,5,0.81072636937,12.9188309781,13.1201168577,17.3177778197,12.1207357415,310,2022|2021|2026|2023|2026|2026
year_block_bootstrap,free_w,usd,22,5,0.772274417657,12.7999550896,13.3319373707,17.3375221624,12.1104628616,311,2026|2025|2024|2023|2021|2025
year_block_bootstrap,free_w,usd,20,5,0.804405575358,12.9128685334,13.1541139819,17.2500990189,12.1501471931,312,2022|2026|2026|2024|2021|2025
year_block_bootstrap,free_w,usd,22,5,0.788418941426,12.9884752109,13.1695760628,17.2609404392,12.1527370105,313,2022|2024|2021|2024|2025|2026
year_block_bootstrap,free_w,usd,24,5,0.628205413699,12.8113993497,13.8860590862,17.0342350394,11.9666441219,314,2022|2024|2025|2022|2022|2024
year_block_bootstrap,free_w,usd,24,5,0.804539731919,13.1177475242,13.1208001637,17.3795826926,12.1916070213,315,2025|2024|2021|2024|2021|2023
year_block_bootstrap,free_w,usd,22,5,0.46394155058,12.4371096141,14.6820978183,16.9149805072,11.9352924732,316,2024|2024|2026|2024|2022|2025
year_block_bootstrap,free_w,usd,18,5,0.793978037062,12.8535046467,13.1964804906,17.3260889331,12.1826935272,317,2026|2021|2025|2026|2026|2024
year_block_bootstrap,free_w,usd,22,5,0.806791623085,13.033716674,13.1261712124,17.3444482218,12.2290607757,318,2026|2024|2021|2024|2021|2025
year_block_bootstrap,free_w,usd,22,5,0.599006322051,12.6305894066,14.0767470433,17.0772597042,11.9354343168,319,2022|2023|2026|2022|2025|2024
year_block_bootstrap,free_w,usd,22,5,0.803962992096,13.18740585,12.9883045344,17.2813079681,12.2049333666,320,2024|2022|2021|2024|2026|2024
year_block_bootstrap,free_w,usd,20,5,0.78433614145,12.963583746,13.175618452,17.4576340772,12.1323663098,321,2023|2021|2026|2024|2026|2023
year_block_bootstrap,free_w,usd,22,5,0.896898755996,13.2808153874,12.8711057094,17.018273989,12.3744886297,322,2021|2022|2026|2021|2021|2022
year_block_bootstrap,free_w,usd,22,5,0.674061392243,12.7731167343,13.7162281056,17.0482226762,11.9692410032,323,2022|2024|2022|2026|2025|2022
year_block_bootstrap,free_w,usd,24,5,0.778451828872,12.9869815427,13.2504940692,17.3364113494,12.0890913065,324,2023|2021|2025|2023|2024|2022
year_block_bootstrap,free_w,usd,24,5,0.662463188965,13.0559382019,13.5995715141,17.047658438,12.0074868201,325,2024|2022|2022|2022|2024|2024
year_block_bootstrap,free_w,usd,20,5,0.78779611485,12.9301157906,13.2126024021,17.388213007,12.0714154786,326,2026|2023|2021|2022|2026|2023
year_block_bootstrap,free_w,usd,18,5,0.214723094652,11.9517501274,16.1671599783,16.6715552632,11.8515785573,327,2024|2024|2025|2026|2026|2026
year_block_bootstrap,free_w,usd,18,5,0.482312533959,12.4651850399,14.5965553918,16.8928642711,11.9157961078,328,2026|2026|2022|2024|2024|2026
year_block_bootstrap,free_w,usd,24,5,0.794352870196,12.8928263008,13.3003683595,17.3628370062,12.1518339836,329,2021|2024|2021|2023|2025|2025
year_block_bootstrap,free_w,usd,22,5,0.580071837312,12.6377474741,14.1222651049,17.0133537533,11.9579521802,330,2022|2024|2025|2024|2026|2022
year_block_bootstrap,free_w,usd,22,5,0.833860936021,13.2724322298,13.359090375,17.3613146999,12.6098748564,331,2021|2021|2021|2026|2021|2021
year_block_bootstrap,free_w,usd,22,5,0.804682370616,13.1033131191,13.0832270541,17.2508577173,12.1186199791,332,2022|2021|2026|2022|2023|2024
year_block_bootstrap,free_w,usd,22,5,0.790027099468,13.0594757558,13.1401300208,17.3673944103,12.1076537916,333,2026|2023|2021|2023|2024|2022
year_block_bootstrap,free_w,usd,22,5,0.812097610287,13.1766933703,13.0285451985,17.4148442142,12.241956778,334,2021|2021|2026|2024|2023|2024
year_block_bootstrap,free_w,usd,24,5,0.506453574219,12.2990081707,14.6060195688,17.0433375218,11.9373736148,335,2025|2022|2024|2025|2025|2023
year_block_bootstrap,free_w,usd,20,5,0.777943041253,12.8108415066,13.3006360681,17.4306242123,12.082995093,336,2026|2026|2023|2023|2021|2025
year_block_bootstrap,free_w,usd,22,5,0.81125108088,12.9223086429,13.1785861463,17.2398401072,12.0820143958,337,2022|2022|2021|2023|2026|2025
year_block_bootstrap,free_w,usd,22,5,0.416417910952,12.3971079612,14.9391193451,16.9174175264,11.9078170477,338,2024|2023|2023|2024|2026|2024
year_block_bootstrap,free_w,usd,24,5,0.797220562666,13.1029971179,13.1219046802,17.2213556297,12.1356037367,339,2022|2025|2024|2022|2024|2021
year_block_bootstrap,free_w,usd,20,5,0.804192628678,12.8602279547,13.197425832,17.3040383488,12.0957840721,340,2021|2023|2022|2026|2025|2026
year_block_bootstrap,free_w,usd,24,5,0.759981196002,12.7532534006,13.442499521,17.3945252444,12.0569089434,341,2025|2023|2023|2025|2021|2023
year_block_bootstrap,free_w,usd,22,5,0.812161328874,12.9863122159,13.1230597046,17.1989715437,12.1294004433,342,2025|2022|2024|2022|2021|2026
year_block_bootstrap,free_w,usd,22,5,0.598729014859,12.7750764709,13.9897074161,17.0549681706,11.9474953582,343,2022|2026|2024|2022|2023|2024
year_block_bootstrap,free_w,usd,22,5,0.815942433164,13.1450826635,13.0746640071,17.3400213299,12.2059566274,344,2022|2026|2023|2021|2021|2024
year_block_bootstrap,free_w,usd,24,5,0.800109642745,12.9698289555,13.2162048663,17.3279878099,12.1863895718,345,2024|2024|2025|2025|2021|2021
year_block_bootstrap,free_w,usd,20,5,0.391583108656,12.3051103143,15.1194945763,16.9152350949,11.88018939,346,2023|2023|2024|2024|2026|2026
year_block_bootstrap,free_w,usd,22,5,0.772274417657,12.7999550896,13.3319373707,17.3375221624,12.1104628616,347,2025|2024|2026|2025|2023|2021
year_block_bootstrap,free_w,usd,22,5,0.83413959086,13.1246947839,13.0681235734,17.2325149998,12.1743592632,348,2021|2026|2022|2023|2022|2021
year_block_bootstrap,free_w,usd,22,5,0.4749524143,12.3472344014,14.685216566,16.9611772946,11.9378513229,349,2024|2022|2025|2025|2024|2026
year_block_bootstrap,free_w,usd,24,5,0.58027315193,12.6895944414,14.1240822295,17.0563786907,11.9494137103,350,2024|2024|2025|2022|2023|2022
year_block_bootstrap,free_w,usd,22,5,0.307909848707,12.0353586246,15.6291457058,16.8391814976,11.8816695101,351,2024|2026|2024|2025|2025|2023
year_block_bootstrap,free_w,usd,22,5,0.580071845354,12.6377474871,14.122265064,17.0133537601,11.9579521855,352,2024|2022|2025|2026|2022|2024
year_block_bootstrap,free_w,usd,20,5,0.832127784679,12.8238721013,13.1316812752,17.2407216981,12.1200903481,353,2026|2025|2021|2026|2025|2022
year_block_bootstrap,free_w,usd,22,5,0.779222162233,12.9822444009,13.2413873563,17.4186894459,12.0503068986,354,2026|2021|2022|2023|2023|2023
year_block_bootstrap,free_w,usd,22,5,0.790027111219,13.0594757772,13.1401299666,17.3673944166,12.1076538004,355,2022|2026|2023|2023|2021|2024
year_block_bootstrap,free_w,usd,22,5,0.673898129716,12.609503599,13.7984456929,17.1458716352,11.9653622769,356,2022|2025|2026|2025|2023|2022
year_block_bootstrap,free_w,usd,20,5,0.787558404803,12.7981059533,13.2666772739,17.306537971,12.1412689268,357,2021|2025|2026|2026|2025|2024
year_block_bootstrap,free_w,usd,20,5,0.6043109023,12.6928408814,14.0115159337,17.0595153862,11.9106909339,358,2022|2022|2023|2026|2026|2024
year_block_bootstrap,free_w,usd,20,5,0.78433614145,12.963583746,13.175618452,17.4576340772,12.1323663098,359,2024|2021|2026|2023|2026|2023
year_block_bootstrap,free_w,usd,22,5,0.7650315281,12.6026080499,13.4577441198,17.2147480366,12.0443696878,360,2025|2026|2025|2022|2025|2025
year_block_bootstrap,free_w,usd,24,5,0.762443880724,12.8198007569,13.3757671898,17.3574663657,12.0892106787,361,2023|2025|2025|2023|2024|2021
year_block_bootstrap,free_w,usd,22,5,0.637762904697,12.8777086409,13.795904523,17.0043314975,11.9590109914,362,2022|2024|2026|2022|2022|2024
year_block_bootstrap,free_w,usd,24,5,0.784712916331,13.0586712285,13.1674945171,17.3025449441,12.1269833427,363,2024|2022|2021|2023|2024|2025
year_block_bootstrap,free_w,usd,20,5,0.825090271816,12.9979926231,13.0573186202,17.2146973371,12.1007511398,364,2021|2026|2022|2023|2026|2022
year_block_bootstrap,free_w,usd,20,5,0.825090280332,12.9979926361,13.0573185825,17.2146973361,12.1007511478,365,2022|2026|2022|2021|2026|2023
year_block_bootstrap,free_w,usd,22,5,0.831599352038,13.0959894948,13.0270815923,17.1556968341,12.0874480238,366,2022|2023|2021|2022|2022|2026
