quarter,revenue,nights,gbv,cor,ops,pd,sm,ga,other_net,sum_lines,adj_ebitda_musd,adj_ebitda_margin_pct,total_cash_costs_musd,vintage_date,horizon_q,spec_id,prior_basis,rev_leg,scenario,n_train,knowable_from,flags,signal_x
2026Q1,2559.720524017467,153.73812949640288,27158.018867924522,551.3936697466564,293.87684878300536,383.86407229358946,612.9484882157938,254.2353518598421,14.74471330065207,2096.318430898887,478.1468064192321,18.679648888730373,2081.573717598235,2025-08-06,2,ridge_all_rw,PIT,naive,backtest,22,2025-08-06,ahe_information@1_unknowable_mean;appstore_new_ratings_per_day@1_unknowable_mean;careers_open_roles@1_unknowable_mean;cpi_sf_bay@1_unknowable_mean;eci_wages_private@1_unknowable_mean;emp_business_support_services@1_unknowable_mean;emp_computer_systems_design@1_unknowable_mean;emp_software_publishers@1_unknowable_mean;funds_held_musd@1_unknowable_mean;fx_broad_dollar@1_unknowable_mean;fx_usd_per_eur@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean;ppi_data_hosting@1_unknowable_mean;ppi_insurance_brokerage@1_unknowable_mean;trends_airbnb_share_us@1_unknowable_mean;trends_airbnb_share_ww@1_unknowable_mean;trends_airbnb_us@1_unknowable_mean;trends_qtd4_share_us@0_unknowable_mean;trends_qtd4_share_ww@0_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": null, ""fx_broad_dollar@1"": null, ""ppi_data_hosting@1"": null, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 1.0, ""appstore_new_ratings_per_day@1"": null, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": null, ""ppi_insurance_brokerage@1"": null}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": null, ""emp_computer_systems_design@1"": null, ""ahe_information@1"": null, ""eci_wages_private@1"": null, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": null, ""trends_airbnb_share_ww@1"": null, ""trends_airbnb_us@1"": null, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": null, ""trends_qtd4_share_ww@0"": null}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": null, ""emp_computer_systems_design@1"": null}"
2025Q3,4139.566689730157,129.88809603446975,21935.98213111468,506.162564232704,358.07847731024015,331.1423652651759,574.2667323718332,221.9536195200149,23.845073497790963,1991.6037586999682,2171.80800452798,52.46462171792072,1967.7586852021773,2025-08-06,0,ridge_all_rw,full_sample,guide_cushion,backtest,22,2025-08-06,careers_open_roles@1_unknowable_mean;funds_held_musd@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": 0.05212, ""fx_broad_dollar@1"": -0.00082, ""ppi_data_hosting@1"": 0.02897, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 1.0, ""appstore_new_ratings_per_day@1"": -0.21938, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": -0.05444, ""ppi_insurance_brokerage@1"": 0.00695}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": -0.08952, ""emp_computer_systems_design@1"": -0.01441, ""ahe_information@1"": 0.05409, ""eci_wages_private@1"": 0.03496, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": -0.00844, ""trends_airbnb_share_ww@1"": -0.01723, ""trends_airbnb_us@1"": -0.09474, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": -0.03898, ""trends_qtd4_share_ww@0"": -0.05729}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": 0.01394, ""emp_computer_systems_design@1"": -0.01441}"
2025Q4,2794.061135371179,119.25179856115108,19509.433962264146,470.6433111296506,276.888364310302,344.4538304242127,614.8069049832128,239.03232545547058,16.09458141972585,1945.8247363028486,864.3309804880561,30.93457653972319,1929.7301548831229,2025-08-06,1,ridge_all_rw,full_sample,naive,backtest,22,2025-08-06,ahe_information@1_unknowable_mean;appstore_new_ratings_per_day@1_unknowable_mean;careers_open_roles@1_unknowable_mean;cpi_sf_bay@1_unknowable_mean;eci_wages_private@1_unknowable_mean;emp_business_support_services@1_unknowable_mean;emp_computer_systems_design@1_unknowable_mean;emp_software_publishers@1_unknowable_mean;funds_held_musd@1_unknowable_mean;fx_broad_dollar@1_unknowable_mean;fx_usd_per_eur@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean;ppi_data_hosting@1_unknowable_mean;ppi_insurance_brokerage@1_unknowable_mean;trends_airbnb_share_us@1_unknowable_mean;trends_airbnb_share_ww@1_unknowable_mean;trends_airbnb_us@1_unknowable_mean;trends_qtd4_share_us@0_unknowable_mean;trends_qtd4_share_ww@0_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": null, ""fx_broad_dollar@1"": null, ""ppi_data_hosting@1"": null, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 1.0, ""appstore_new_ratings_per_day@1"": null, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": null, ""ppi_insurance_brokerage@1"": null}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": null, ""emp_computer_systems_design@1"": null, ""ahe_information@1"": null, ""eci_wages_private@1"": null, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": null, ""trends_airbnb_share_ww@1"": null, ""trends_airbnb_us@1"": null, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": null, ""trends_qtd4_share_ww@0"": null}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": null, ""emp_computer_systems_design@1"": null}"
2026Q1,2559.720524017467,153.73812949640288,27158.018867924522,557.7178347344337,294.6510140962459,380.47514602413037,636.8957758209331,248.5513118674141,14.74471330065207,2118.291082543157,456.1741547749624,17.821248472040203,2103.5463692425046,2025-08-06,2,ridge_all_rw,full_sample,naive,backtest,22,2025-08-06,ahe_information@1_unknowable_mean;appstore_new_ratings_per_day@1_unknowable_mean;careers_open_roles@1_unknowable_mean;cpi_sf_bay@1_unknowable_mean;eci_wages_private@1_unknowable_mean;emp_business_support_services@1_unknowable_mean;emp_computer_systems_design@1_unknowable_mean;emp_software_publishers@1_unknowable_mean;funds_held_musd@1_unknowable_mean;fx_broad_dollar@1_unknowable_mean;fx_usd_per_eur@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean;ppi_data_hosting@1_unknowable_mean;ppi_insurance_brokerage@1_unknowable_mean;trends_airbnb_share_us@1_unknowable_mean;trends_airbnb_share_ww@1_unknowable_mean;trends_airbnb_us@1_unknowable_mean;trends_qtd4_share_us@0_unknowable_mean;trends_qtd4_share_ww@0_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": null, ""fx_broad_dollar@1"": null, ""ppi_data_hosting@1"": null, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 1.0, ""appstore_new_ratings_per_day@1"": null, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": null, ""ppi_insurance_brokerage@1"": null}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": null, ""emp_computer_systems_design@1"": null, ""ahe_information@1"": null, ""eci_wages_private@1"": null, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": null, ""trends_airbnb_share_ww@1"": null, ""trends_airbnb_us@1"": null, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": null, ""trends_qtd4_share_ww@0"": null}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": null, ""emp_computer_systems_design@1"": null}"
2025Q4,2742.7074607169916,121.71570141871192,20210.06120613134,486.3372097155472,277.01765380574284,348.21288425060516,600.2881894610749,249.56743829974914,17.261468453036986,1961.423375532719,798.5455536373095,29.115228841378357,1944.1619070796821,2025-11-06,0,ridge_all_rw,PIT,guide_cushion,backtest,23,2025-11-06,careers_open_roles@1_unknowable_mean;funds_held_musd@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": 0.06159, ""fx_broad_dollar@1"": -0.01987, ""ppi_data_hosting@1"": 0.04453, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 1.0, ""appstore_new_ratings_per_day@1"": -0.009, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": -0.06327, ""ppi_insurance_brokerage@1"": 0.00551}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": -0.08543, ""emp_computer_systems_design@1"": -0.01933, ""ahe_information@1"": 0.04822, ""eci_wages_private@1"": 0.03518, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": -0.05496, ""trends_airbnb_share_ww@1"": -0.09604, ""trends_airbnb_us@1"": -0.03249, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": -0.05325, ""trends_qtd4_share_ww@0"": -0.12586}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": 0.02461, ""emp_computer_systems_design@1"": -0.01933}"
2026Q1,2492.9903536977495,155.68534201954395,27912.935323383084,569.6089002014559,293.0955957218768,383.6585847379651,614.4476774833089,259.6804798277199,15.689852075157054,2120.4912379723264,388.1889678005801,15.571218204867717,2104.8013858971694,2025-11-06,1,ridge_all_rw,PIT,naive,backtest,23,2025-11-06,ahe_information@1_unknowable_mean;appstore_new_ratings_per_day@1_unknowable_mean;careers_open_roles@1_unknowable_mean;cpi_sf_bay@1_unknowable_mean;eci_wages_private@1_unknowable_mean;emp_business_support_services@1_unknowable_mean;emp_computer_systems_design@1_unknowable_mean;emp_software_publishers@1_unknowable_mean;funds_held_musd@1_unknowable_mean;fx_broad_dollar@1_unknowable_mean;fx_usd_per_eur@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean;ppi_data_hosting@1_unknowable_mean;ppi_insurance_brokerage@1_unknowable_mean;trends_airbnb_share_us@1_unknowable_mean;trends_airbnb_share_ww@1_unknowable_mean;trends_airbnb_us@1_unknowable_mean;trends_qtd4_share_us@0_unknowable_mean;trends_qtd4_share_ww@0_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": null, ""fx_broad_dollar@1"": null, ""ppi_data_hosting@1"": null, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 1.0, ""appstore_new_ratings_per_day@1"": null, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": null, ""ppi_insurance_brokerage@1"": null}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": null, ""emp_computer_systems_design@1"": null, ""ahe_information@1"": null, ""eci_wages_private@1"": null, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": null, ""trends_airbnb_share_ww@1"": null, ""trends_airbnb_us@1"": null, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": null, ""trends_qtd4_share_ww@0"": null}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": null, ""emp_computer_systems_design@1"": null}"
2026Q2,3397.1382636655953,146.22019543973943,26773.631840796024,612.3858531810118,322.6190973105359,375.71299274635044,756.5165046470797,269.6256896934624,21.380185750302044,2336.8601375784406,1081.6583118374567,31.840279314104833,2315.479951828139,2025-11-06,2,ridge_all_rw,PIT,naive,backtest,23,2025-11-06,ahe_information@1_unknowable_mean;appstore_new_ratings_per_day@1_unknowable_mean;careers_open_roles@1_unknowable_mean;cpi_sf_bay@1_unknowable_mean;eci_wages_private@1_unknowable_mean;emp_business_support_services@1_unknowable_mean;emp_computer_systems_design@1_unknowable_mean;emp_software_publishers@1_unknowable_mean;funds_held_musd@1_unknowable_mean;fx_broad_dollar@1_unknowable_mean;fx_usd_per_eur@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean;ppi_data_hosting@1_unknowable_mean;ppi_insurance_brokerage@1_unknowable_mean;trends_airbnb_share_us@1_unknowable_mean;trends_airbnb_share_ww@1_unknowable_mean;trends_airbnb_us@1_unknowable_mean;trends_qtd4_share_us@0_unknowable_mean;trends_qtd4_share_ww@0_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": null, ""fx_broad_dollar@1"": null, ""ppi_data_hosting@1"": null, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 0.0, ""appstore_new_ratings_per_day@1"": null, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": null, ""ppi_insurance_brokerage@1"": null}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": null, ""emp_computer_systems_design@1"": null, ""ahe_information@1"": null, ""eci_wages_private@1"": null, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": null, ""trends_airbnb_share_ww@1"": null, ""trends_airbnb_us@1"": null, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": null, ""trends_qtd4_share_ww@0"": null}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": null, ""emp_computer_systems_design@1"": null}"
2025Q4,2742.7074607169916,121.71570141871192,20210.06120613134,484.33218124078815,281.3440012535907,344.64390565226756,613.5371113289158,238.80165703225202,17.261468453036986,1962.658856507814,797.3100726622145,29.07018280592651,1945.3973880547771,2025-11-06,0,ridge_all_rw,full_sample,guide_cushion,backtest,23,2025-11-06,careers_open_roles@1_unknowable_mean;funds_held_musd@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": 0.06159, ""fx_broad_dollar@1"": -0.01987, ""ppi_data_hosting@1"": 0.04453, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 1.0, ""appstore_new_ratings_per_day@1"": -0.009, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": -0.06327, ""ppi_insurance_brokerage@1"": 0.00551}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": -0.08543, ""emp_computer_systems_design@1"": -0.01933, ""ahe_information@1"": 0.04822, ""eci_wages_private@1"": 0.03518, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": -0.05496, ""trends_airbnb_share_ww@1"": -0.09604, ""trends_airbnb_us@1"": -0.03249, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": -0.05325, ""trends_qtd4_share_ww@0"": -0.12586}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": 0.02461, ""emp_computer_systems_design@1"": -0.01933}"
2026Q1,2492.9903536977495,155.68534201954395,27912.935323383084,570.1507058643463,297.53605441279126,380.47514602413037,629.9783793314061,248.5513118674141,15.689852075157054,2126.691597500088,381.98860827281857,15.32250647124369,2111.001745424931,2025-11-06,1,ridge_all_rw,full_sample,naive,backtest,23,2025-11-06,ahe_information@1_unknowable_mean;appstore_new_ratings_per_day@1_unknowable_mean;careers_open_roles@1_unknowable_mean;cpi_sf_bay@1_unknowable_mean;eci_wages_private@1_unknowable_mean;emp_business_support_services@1_unknowable_mean;emp_computer_systems_design@1_unknowable_mean;emp_software_publishers@1_unknowable_mean;funds_held_musd@1_unknowable_mean;fx_broad_dollar@1_unknowable_mean;fx_usd_per_eur@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean;ppi_data_hosting@1_unknowable_mean;ppi_insurance_brokerage@1_unknowable_mean;trends_airbnb_share_us@1_unknowable_mean;trends_airbnb_share_ww@1_unknowable_mean;trends_airbnb_us@1_unknowable_mean;trends_qtd4_share_us@0_unknowable_mean;trends_qtd4_share_ww@0_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": null, ""fx_broad_dollar@1"": null, ""ppi_data_hosting@1"": null, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 1.0, ""appstore_new_ratings_per_day@1"": null, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": null, ""ppi_insurance_brokerage@1"": null}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": null, ""emp_computer_systems_design@1"": null, ""ahe_information@1"": null, ""eci_wages_private@1"": null, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": null, ""trends_airbnb_share_ww@1"": null, ""trends_airbnb_us@1"": null, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": null, ""trends_qtd4_share_ww@0"": null}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": null, ""emp_computer_systems_design@1"": null}"
2026Q2,3397.1382636655953,146.22019543973943,26773.631840796024,612.968347806728,326.1343640669702,372.5954832366484,775.6381202172803,258.07029827935764,21.380185750302044,2345.4066136069846,1073.1118358089127,31.58870062153428,2324.026427856683,2025-11-06,2,ridge_all_rw,full_sample,naive,backtest,23,2025-11-06,ahe_information@1_unknowable_mean;appstore_new_ratings_per_day@1_unknowable_mean;careers_open_roles@1_unknowable_mean;cpi_sf_bay@1_unknowable_mean;eci_wages_private@1_unknowable_mean;emp_business_support_services@1_unknowable_mean;emp_computer_systems_design@1_unknowable_mean;emp_software_publishers@1_unknowable_mean;funds_held_musd@1_unknowable_mean;fx_broad_dollar@1_unknowable_mean;fx_usd_per_eur@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean;ppi_data_hosting@1_unknowable_mean;ppi_insurance_brokerage@1_unknowable_mean;trends_airbnb_share_us@1_unknowable_mean;trends_airbnb_share_ww@1_unknowable_mean;trends_airbnb_us@1_unknowable_mean;trends_qtd4_share_us@0_unknowable_mean;trends_qtd4_share_ww@0_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": null, ""fx_broad_dollar@1"": null, ""ppi_data_hosting@1"": null, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 0.0, ""appstore_new_ratings_per_day@1"": null, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": null, ""ppi_insurance_brokerage@1"": null}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": null, ""emp_computer_systems_design@1"": null, ""ahe_information@1"": null, ""eci_wages_private@1"": null, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": null, ""trends_airbnb_share_ww@1"": null, ""trends_airbnb_us@1"": null, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": null, ""trends_qtd4_share_ww@0"": null}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": null, ""emp_computer_systems_design@1"": null}"
2026Q1,2661.139952591579,164.32331521236134,29693.569759071215,600.8550602335594,310.8866613196183,381.9117990904665,638.2609322653215,261.2063820678126,20.0526013991814,2193.1208349767785,488.0717190139819,18.340700891686218,2173.0682335775973,2026-02-12,0,ridge_all_rw,PIT,guide_cushion,backtest,24,2026-02-12,;playstore_ratings_new_per_day@1_unknowable_mean,"{""funds_held_musd@1"": 0.15984, ""fx_usd_per_eur@1"": 0.08728, ""fx_broad_dollar@1"": -0.04079, ""ppi_data_hosting@1"": 0.03541, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 1.0, ""appstore_new_ratings_per_day@1"": 0.09323, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": -0.05542, ""ppi_insurance_brokerage@1"": 0.00512}{""careers_open_roles@1"": 0.05571, ""emp_software_publishers@1"": -0.06468, ""emp_computer_systems_design@1"": -0.02109, ""ahe_information@1"": 0.04371, ""eci_wages_private@1"": 0.03307, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": -0.06549, ""trends_airbnb_share_ww@1"": -0.12002, ""trends_airbnb_us@1"": 0.00969, ""peer_bkng_advertising_yoy@1"": 0.22307, ""peer_expe_sga_yoy@1"": 0.08359, ""trends_qtd4_share_us@0"": -0.03893, ""trends_qtd4_share_ww@0"": -0.09395}{""careers_open_roles@1"": 0.05571, ""cpi_sf_bay@1"": 0.02795, ""emp_computer_systems_design@1"": -0.02109}"
2026Q2,3468.0193548387097,147.59783783783786,27238.63636363636,621.0969800820654,329.676767513823,373.37824980063203,769.5220095106014,271.2976731820304,26.13271417743433,2364.9716800891524,1129.1803889269916,32.559806431054575,2338.8389659117183,2026-02-12,1,ridge_all_rw,PIT,naive,backtest,24,2026-02-12,ahe_information@1_unknowable_mean;appstore_new_ratings_per_day@1_unknowable_mean;careers_open_roles@1_unknowable_mean;cpi_sf_bay@1_unknowable_mean;eci_wages_private@1_unknowable_mean;emp_business_support_services@1_unknowable_mean;emp_computer_systems_design@1_unknowable_mean;emp_software_publishers@1_unknowable_mean;funds_held_musd@1_unknowable_mean;fx_broad_dollar@1_unknowable_mean;fx_usd_per_eur@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean;ppi_data_hosting@1_unknowable_mean;ppi_insurance_brokerage@1_unknowable_mean;trends_airbnb_share_us@1_unknowable_mean;trends_airbnb_share_ww@1_unknowable_mean;trends_airbnb_us@1_unknowable_mean;trends_qtd4_share_us@0_unknowable_mean;trends_qtd4_share_ww@0_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": null, ""fx_broad_dollar@1"": null, ""ppi_data_hosting@1"": null, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 0.0, ""appstore_new_ratings_per_day@1"": null, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": null, ""ppi_insurance_brokerage@1"": null}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": null, ""emp_computer_systems_design@1"": null, ""ahe_information@1"": null, ""eci_wages_private@1"": null, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": null, ""trends_airbnb_share_ww@1"": null, ""trends_airbnb_us@1"": null, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": null, ""trends_qtd4_share_ww@0"": null}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": null, ""emp_computer_systems_design@1"": null}"
2026Q3,4587.060483870968,146.7192792792793,26543.181818181816,626.8055920313491,365.95188109139576,375.6343117329621,704.4919805378745,285.7520574089419,34.56507253119948,2358.6358228025233,2262.989733599644,49.33420306003754,2324.070750271324,2026-02-12,2,ridge_all_rw,PIT,naive,backtest,24,2026-02-12,ahe_information@1_unknowable_mean;appstore_new_ratings_per_day@1_unknowable_mean;careers_open_roles@1_unknowable_mean;cpi_sf_bay@1_unknowable_mean;eci_wages_private@1_unknowable_mean;emp_business_support_services@1_unknowable_mean;emp_computer_systems_design@1_unknowable_mean;emp_software_publishers@1_unknowable_mean;funds_held_musd@1_unknowable_mean;fx_broad_dollar@1_unknowable_mean;fx_usd_per_eur@1_unknowable_mean;peer_bkng_advertising_yoy@1_unknowable_mean;peer_expe_sga_yoy@1_unknowable_mean;playstore_ratings_new_per_day@1_unknowable_mean;ppi_data_hosting@1_unknowable_mean;ppi_insurance_brokerage@1_unknowable_mean;trends_airbnb_share_us@1_unknowable_mean;trends_airbnb_share_ww@1_unknowable_mean;trends_airbnb_us@1_unknowable_mean;trends_qtd4_share_us@0_unknowable_mean;trends_qtd4_share_ww@0_unknowable_mean,"{""funds_held_musd@1"": null, ""fx_usd_per_eur@1"": null, ""fx_broad_dollar@1"": null, ""ppi_data_hosting@1"": null, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 0.0, ""appstore_new_ratings_per_day@1"": null, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": null, ""ppi_insurance_brokerage@1"": null}{""careers_open_roles@1"": null, ""emp_software_publishers@1"": null, ""emp_computer_systems_design@1"": null, ""ahe_information@1"": null, ""eci_wages_private@1"": null, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": null, ""trends_airbnb_share_ww@1"": null, ""trends_airbnb_us@1"": null, ""peer_bkng_advertising_yoy@1"": null, ""peer_expe_sga_yoy@1"": null, ""trends_qtd4_share_us@0"": null, ""trends_qtd4_share_ww@0"": null}{""careers_open_roles@1"": null, ""cpi_sf_bay@1"": null, ""emp_computer_systems_design@1"": null}"
2026Q1,2661.139952591579,164.32331521236134,29693.569759071215,599.643308501148,310.1335880834851,380.7278244346235,650.6562933447675,248.29452623540533,20.0526013991814,2189.4555405994297,491.7370133913307,18.478434886990723,2169.4029392002485,2026-02-12,0,ridge_all_rw,full_sample,guide_cushion,backtest,24,2026-02-12,;playstore_ratings_new_per_day@1_unknowable_mean,"{""funds_held_musd@1"": 0.15984, ""fx_usd_per_eur@1"": 0.08728, ""fx_broad_dollar@1"": -0.04079, ""ppi_data_hosting@1"": 0.03541, ""event_E02_cor_cash@0"": 0.0}{""event_E05_ops_cash@0"": 1.0, ""appstore_new_ratings_per_day@1"": 0.09323, ""playstore_ratings_new_per_day@1"": null, ""emp_business_support_services@1"": -0.05542, ""ppi_insurance_brokerage@1"": 0.00512}{""careers_open_roles@1"": 0.05571, ""emp_software_publishers@1"": -0.06468, ""emp_computer_systems_design@1"": -0.02109, ""ahe_information@1"": 0.04371, ""eci_wages_private@1"": 0.03307, ""event_E10_pd_cash@0"": 0.0}{""trends_airbnb_share_us@1"": -0.06549, ""trends_airbnb_share_ww@1"": -0.12002, ""trends_airbnb_us@1"": 0.00969, ""peer_bkng_advertising_yoy@1"": 0.22307, ""peer_expe_sga_yoy@1"": 0.08359, ""trends_qtd4_share_us@0"": -0.03893, ""trends_qtd4_share_ww@0"": -0.09395}{""careers_open_roles@1"": 0.05571, ""cpi_sf_bay@1"": 0.02795, ""emp_computer_systems_design@1"": -0.02109}"
