id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1170285580014747181,Room in Galway farmhouse,347023112,Denis,Galway County Council,Loughrea LEA-5,53.2358170204666,-8.657463855107443,Private room,,3,9,2025-12-07,0.36,2,0,1,
11596614,Double Bedroom near CUH / UCC & City Centre !,37118756,Pearse,Cork City Council,Cork City South West LEA-7,51.88507,-8.49471,Private room,92,1,230,2026-06-07,1.83,5,108,46,
1439180990625013233,Self catering apartment,312876621,Bernie,Carlow County Council,Tullow LEA-6,52.811994346341066,-6.8718940815366265,Entire home/apt,,2,17,2026-06-19,1.53,1,6,17,
1416122309241600773,Nice and bright 2 bed house,380613147,,Dublin City Council,Kimmage-Rathmines LEA-6,53.32468285781201,-6.304273450661082,Entire home/apt,,1,2,2025-06-23,0.15,1,0,0,
1208711926974866327,A bright cosy room with a sea-view in town centre,34136372,Helena,Waterford City And County Council,Tramore-Waterford City West LEA-6,52.16035894309721,-7.151578557672115,Private room,,1,2,2024-08-05,0.09,3,0,0,
1172587686529964481,Central Retreat with Lake View,581756467,Amel,Galway County Council,Loughrea LEA-5,53.19850522954711,-8.570492044458007,Entire home/apt,,350,4,2024-12-29,0.19,1,0,0,
1132992026352051410,Stunning Oceanview Apartment,571556530,Arthur,Cork County Council,Cobh LEA-6,51.85057,-8.2917,Entire home/apt,345,1,58,2025-08-19,2.19,5,313,7,
30392535,The Bedford Townhouse - Suite Room,39529644,Denise,Limerick City And County Council,Limerick City West LEA-7,52.66447,-8.62849,Hotel room,223,1,9,2025-12-19,0.18,3,210,1,
1374079558031161475,Entire apartment in central Dublin,527004974,Simon,Dublin City Council,North Inner City LEA-7,53.34763,-6.26014,Entire home/apt,200,2,8,2026-05-31,0.83,2,18,8,
1484065775402741955,Lovely & spacious | 3 BDR in peaceful home!,30902115,Karim,Dublin City Council,Pembroke LEA-5,53.31357,-6.24425,Private room,,1,1,2025-12-26,0.17,5,0,1,
6770636,Two rooms with private bathroom in beautiful home,35321981,Ciara,Dublin City Council,Kimmage-Rathmines LEA-6,53.31477,-6.29825,Private room,,3,15,2016-08-20,0.11,1,0,0,
1208541221645064746,Seaview Room in Town Centre,34136372,Helena,Waterford City And County Council,Tramore-Waterford City West LEA-6,52.160296761674644,-7.1515683396860785,Private room,,1,5,2024-08-28,0.22,3,0,0,
1374869736837888873,River View Apartment,683785424,Warren,Dublin City Council,North Inner City LEA-7,53.3466614,-6.2798647,Entire home/apt,,2,63,2025-11-09,4.18,1,0,40,
13658185,City centre apt penthouse.20min walk to Grafton St,79069295,Diana,Dublin City Council,South West Inner City LEA-5,53.33635,-6.28645,Private room,,1,198,2020-03-01,1.96,1,0,0,
833334252297423413,Country House in Waterford with Hottub,30862791,Pamela,Waterford City And County Council,Tramore-Waterford City West LEA-6,52.1991,-7.18467,Entire home/apt,478,1,5,2024-08-11,0.14,2,330,0,
1335513674767592593,Holiday Home in Leap,400177329,Shannon,Cork County Council,Skibbereen-West Cork LEA-5,51.58333,-9.1311,Entire home/apt,,2,5,2026-05-27,0.37,1,2,4,
1440003154364223624,Spacious & Kid-Friendly Home,24551808,Barbara,Dun Laoghaire-rathdown County Council,Stillorgan LEA-6,53.27336166150537,-6.1785811998385105,Entire home/apt,,1,0,,,1,0,0,
1440392846447237706,"The Garden Room, Castle Gardens",30773210,Michael,Kilkenny County Council,Kilkenny LEA-7,52.6485717,-7.2481164,Private room,,2,31,2026-05-27,2.53,2,17,30,
1460862489090721630,Teachbeag Fern Hill,419190487,Brian,Clare County Council,Ennistimon LEA-4,53.02800199788593,-9.308548193316842,Private room,,1,12,2025-10-10,1.05,1,0,12,
1336844467636818722,Old Dandelion Cottage près du lac,537598811,Emilie,Galway County Council,Tuam LEA-7,53.45792829430103,-9.207793659635449,Entire home/apt,200,1,15,2025-08-24,1.18,2,4,13,
1212523999526233936,Single room in good location,593195261,Berivan,Dublin City Council,Artane-Whitehall LEA-6,53.389659709028834,-6.257273537787181,Private room,,1,1,2024-08-02,0.04,1,0,0,
1476719889803474215,Terenure Quiet 1 Bed + Parking,177833932,Anna,Dublin City Council,Kimmage-Rathmines LEA-6,53.31002,-6.27832,Entire home/apt,117,14,3,2026-05-16,0.30,246,60,3,
6259901,South Dublin Beach Bungalow,9301292,Morgan,Dublin City Council,Pembroke LEA-5,53.33238,-6.21613,Entire home/apt,,5,0,,,1,0,0,
1675927871743055650,Comfortable 2 Bed Next to UCD,70154490,R Gar And G,Dun Laoghaire-rathdown County Council,Stillorgan LEA-6,53.300082157052344,-6.219587347244826,Entire home/apt,274,5,1,2026-05-17,0.75,29,37,1,
11587490,"St Patrick Cathedral: Bright, Modern Flat",21449442,Marco,Dublin City Council,South West Inner City LEA-5,53.33929,-6.27528,Entire home/apt,,1,187,2026-06-21,1.50,1,3,17,
8250941,Central Double Bedroom + EnSuite,43511605,Joana,Dublin City Council,North Inner City LEA-7,53.35135,-6.2629,Private room,,1,4,2016-04-24,0.03,3,0,0,
11587622,"Modern, spacious apartment close to city centre",24418759,Caroline,Dublin City Council,Pembroke LEA-5,53.32255,-6.244,Entire home/apt,,2,14,2019-08-10,0.12,1,0,0,
6289736,Roomate gone for the weekend,32698714,Amo,Dublin City Council,North Inner City LEA-7,53.34766,-6.27801,Private room,,1,2,2015-06-21,0.01,2,0,0,
1694391724592559485,The Cozy Corner - Apartment B,248497078,Aoife,Wicklow County Council,Arklow LEA-6,52.79591,-6.15969,Entire home/apt,126,1,0,,,2,219,0,
11651390,ZZZ Clonsilla Dublin 15,7069462,Rynagh,Fingal County Council,Castleknock LEA-6,53.38315,-6.41383,Entire home/apt,,3,7,2026-03-09,0.07,12,0,1,
15161206,Bedroom in Victorian Family Home Private Bathroom,31671969,John & Emma,Dublin City Council,Cabra-Glasnevin LEA-7,53.3548,-6.29718,Private room,,3,252,2026-04-04,2.27,1,0,2,
13406887,Dublin City Centre Apartment,76332138,Tommy,Dublin City Council,South East Inner City LEA-5,53.3434,-6.26804,Entire home/apt,,1,0,,,1,0,0,
9897578,Cozy Flat by Guinness Storehouse,36110689,Estelle,Dublin City Council,South West Inner City LEA-5,53.34102,-6.28901,Entire home/apt,,2,0,,,1,0,0,
817156497112428092,Westport Heights - Queen Room shared bathroom,139795500,Joe,Mayo County Council,Westport LEA-4,53.80151,-9.51126,Private room,92,1,6,2026-05-22,0.15,6,216,1,
29016682,The Waterside   Perfect for Family or Friends,54019343,Barney,Mayo County Council,Westport LEA-4,53.8002,-9.5502,Entire home/apt,913,1,35,2026-06-25,0.41,6,248,6,
1625398384116875916,Luxury Westport Studio | Premium Shower + WiFi,74273827,Liam,Mayo County Council,Westport LEA-4,53.79803940000001,-9.5137644,Entire home/apt,149,1,2,2026-05-08,0.73,6,310,2,
49744952,Maritime Get Away  along the Wild Atlantic Way,79781154,Daragh,Clare County Council,Kilrush LEA-5,52.64197,-9.48514,Entire home/apt,252,7,57,2025-04-20,0.95,2,237,0,
659469210776703694,Family friendly 3 bed home with free parking,170814848,Tracie,Clare County Council,Kilrush LEA-5,52.67133,-9.65553,Entire home/apt,215,6,6,2025-08-13,0.13,1,325,2,
1587858198632249691,"Entire Apartment, Victoria Cross Cork City",724724240,John,Cork City Council,Cork City South West LEA-7,51.89106,-8.51507,Entire home/apt,391,1,0,,,3,364,0,
22225298,★85m2★ Town Centre Penthouse,28541814,Patrick,Mayo County Council,Westport LEA-4,53.7996,-9.52459,Entire home/apt,289,1,191,2026-06-22,1.87,1,121,19,
905148254161475883,D1 - City centre private room,517909867,Stephen,Dublin City Council,North Inner City LEA-7,53.35566,-6.25508,Private room,,4,2,2023-06-18,0.05,1,0,0,
922373233647963213,1 bedroom city centre,241681508,Ruadhan,Dublin City Council,South East Inner City LEA-5,53.33356066099955,-6.259357225914835,Private room,,1,0,,,2,0,0,
1190758692369442202,Temple Bar Quiet 2 Bed,70154490,R Gar And G,Dublin City Council,South East Inner City LEA-5,53.34389,-6.26928,Entire home/apt,,4,1,2024-07-01,0.04,29,0,0,
1437871421432594336,Lovely space,449238135,Pat,Kerry County Council,Kenmare LEA-6,51.87078363707962,-9.695366173983615,Private room,115,1,24,2025-09-21,1.92,2,80,21,
1518171686809004622,The Leitrim Room,414861188,Paul Augustine,Leitrim County Council,Carrick-on-Shannon LEA-6,53.9491418,-8.0913724,Private room,137,1,2,2026-05-17,0.22,4,351,2,
15466582,"Great city centre apartment w/ baby cot,high chair",99248375,Scott,Dublin City Council,South East Inner City LEA-5,53.3354,-6.24817,Entire home/apt,,6,8,2022-08-21,0.07,1,0,0,
19339722,"Single room with double bed, city center Dublin",45111851,Norman,Dublin City Council,North Inner City LEA-7,53.35772,-6.26079,Private room,,2,3,2017-10-30,0.03,1,0,0,
23893836,Private room beside Guiness,177698715,Paulo,Dublin City Council,South West Inner City LEA-5,53.34145,-6.28676,Private room,,1,12,2018-09-29,0.12,1,0,0,
24911209,Letterkenny Lodge - Private Twin Room,104784789,Grace,Donegal County Council,Letterkenny LEA-7,54.97462,-7.72247,Private room,,1,29,2024-06-23,0.30,2,0,0,
26920737,Great location Dublin 14,66873880,Maeve,Dun Laoghaire-rathdown County Council,Dundrum LEA-7,53.30515,-6.26374,Private room,,3,0,,,1,0,0,
27262033,Cosy room in friendly home,18181791,Monika,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33799,-6.32548,Private room,,7,0,,,1,0,0,
1493497493872027525,Unique Manhattan Loft Style Cozy Apartment,10876345,Mark,Dublin City Council,South West Inner City LEA-5,53.33794135335715,-6.284461434607567,Entire home/apt,,1,19,2026-06-06,2.02,2,0,19,
31501337,Seaside Room - Sandymount,19113566,Simon,Dublin City Council,Pembroke LEA-5,53.32397,-6.20704,Private room,,2,1,2019-03-17,0.01,1,0,0,
33482266,Nice and Clean Shared room,252286512,Potnuri,Dun Laoghaire-rathdown County Council,Dundrum LEA-7,53.29093,-6.23899,Private room,,7,0,,,1,0,0,
36277656,Thatched Cottage,270342475,Mick,Kilkenny County Council,Piltown LEA-5,52.25505,-7.20706,Entire home/apt,,3,59,2021-10-29,0.70,1,0,0,
45187979,Double room in Ranelagh,32110839,Pietro,Dublin City Council,Pembroke LEA-5,53.32383,-6.2576,Private room,,3,0,,,1,0,0,
46483993,Old Town Temple Bar. Sunny Room.,15369809,Sean,Dublin City Council,South East Inner City LEA-5,53.34506,-6.26733,Private room,21,365,0,,,3,365,0,
46114537,Luxurious Boutique 1 Bed Apt overlooking the Canal,117982486,Nicolas,Dublin City Council,South East Inner City LEA-5,53.33781,-6.24164,Entire home/apt,,2,0,,,1,0,0,
50307234,Beautiful house in heart of Wexford by Opera House,398600477,Eleanor,Wexford County Council,Wexford LEA-7,52.33578,-6.46587,Entire home/apt,268,2,62,2026-06-14,1.02,2,103,13,
625026111980170752,2 Bedroom rural cottage near Roundwood,48059988,Michael,Wicklow County Council,Wicklow LEA-6,53.06391,-6.17187,Entire home/apt,171,3,65,2026-06-01,1.35,1,6,12,
668862312119845296,2-bedroom apartment by the sea,237843242,Shane,Dun Laoghaire-rathdown County Council,Dún Laoghaire LEA-7,53.29519678132357,-6.151065463415455,Entire home/apt,,2,16,2024-06-23,0.34,1,0,0,
762773628022958892,GuestReady - The Cottage Studio,488194414,GuestReady,Dublin City Council,Cabra-Glasnevin LEA-7,53.35974,-6.26589,Entire home/apt,,1,52,2025-07-01,1.25,1,0,1,
47532933,Luxury 1 bedroom Grand Canal,3846772,Sag,Dublin City Council,South East Inner City LEA-5,53.33988,-6.23442,Entire home/apt,,7,12,2025-04-10,0.18,24,0,0,
47767802,economic double room in a quiet house,35683092,Sara,Dublin City Council,Kimmage-Rathmines LEA-6,53.33255,-6.29673,Private room,,3,2,2021-02-25,0.03,1,0,0,
670871245857696369,One bed Apartment in Baldoyle with free parking,45215765,Sophie,Fingal County Council,Howth-Malahide LEA-7,53.40126,-6.14178,Entire home/apt,,1,32,2022-12-31,0.67,2,0,0,
818131168378186347,Accommodation for Irish Open,499231149,Damian,Clare County Council,Ennistimon LEA-4,52.932999520567684,-9.346917402971666,Entire home/apt,456,4,0,,,1,277,0,
50793462,Centrally located double studio +wifi,46647780,Elaine,Dublin City Council,North Inner City LEA-7,53.35822,-6.24948,Entire home/apt,,14,39,2026-06-01,0.66,19,102,7,
626782896986032946,TRANQUIL 2BR SUITE APT IN THE HEART OF DUBLIN-2!!,123745971,Especial,Dublin City Council,South East Inner City LEA-5,53.34129,-6.25545,Entire home/apt,,3,5,2024-05-23,0.11,87,0,0,
6633932,Cosy cottage in south Dublin,2662938,Naoise,Dublin City Council,Kimmage-Rathmines LEA-6,53.3164533,-6.2976889,Entire home/apt,227,5,0,,,1,55,0,
1552099111927605519,Room 3,109647917,Mary,Limerick City And County Council,Cappamore-Kilmallock LEA-7,52.378537613718855,-8.355381156355445,Private room,62,2,4,2026-06-17,1.45,3,316,4,
1041294171707954073,Apartment on Dublin Bay 2 Double bedrooms en suite,25177218,James,Dun Laoghaire-rathdown County Council,Blackrock LEA-6,53.29587295449743,-6.159612738249673,Entire home/apt,411,2,72,2026-06-14,2.61,1,285,24,
50887996,Single room in Phibsborough House,218613196,Rory,Dublin City Council,Cabra-Glasnevin LEA-7,53.36148,-6.27464,Private room,,22,1,2021-08-22,0.02,13,0,0,
988377570844949658,"H91E4A4
Cloonmore 
Rosscahill",269498658,Sean,Galway County Council,Tuam LEA-7,53.59408,-8.67512,Private room,73,1,0,,,1,269,0,
13995712,Cozy Private Studio near the City Centre,69056549,Adrienn,Dublin City Council,Kimmage-Rathmines LEA-6,53.31601,-6.26839,Entire home/apt,,5,51,2019-08-16,0.43,1,0,0,
994371424981902741,Double Bedroom,83376353,Muhammad,Laois County Council,Portlaoise LEA-7,53.0315082157418,-7.329978011548518,Private room,,1,19,2024-10-21,0.59,1,0,0,
1091086298771186440,Lake view Dunfanaghy,74021972,Tommy,Donegal County Council,Glenties LEA-6,55.16832455872043,-7.991761788725853,Entire home/apt,,2,6,2024-08-25,0.22,1,0,0,
1081991440411461471,53 Luxury Terrace,559844781,Adrian,Kildare County Council,Maynooth LEA-5,53.38171631214987,-6.590974442660809,Private room,174,1,3,2026-04-15,0.34,2,103,3,
1706740459701743574,Double Room with own bathroom in New-Build estate.,89342819,Desmond,Kildare County Council,Newbridge LEA-6,53.18565,-6.81284,Private room,103,2,0,,,2,365,0,
855002806961975847,Private Double Room+Bathroom with Tea/Coffee,208290165,Jennie,Dublin City Council,Cabra-Glasnevin LEA-7,53.3684996,-6.2701692,Private room,,1,168,2026-05-19,4.38,3,13,33,
1278206227179019904,Castlemartyr Holiday Lodges No. 20 (2 Bed),98759090,Trident Holiday Homes,Cork County Council,Midleton LEA-7,51.909105520051405,-8.07496892076047,Entire home/apt,,1,8,2026-06-23,0.76,152,256,8,
855835342089138497,Beautiful apartment City Centre,156346835,Octa,Dublin City Council,North Inner City LEA-7,53.34896,-6.2684,Entire home/apt,,2,6,2024-01-07,0.17,1,0,0,
893474677953666890,New Street,458363539,Lisa,Kerry County Council,Kenmare LEA-6,51.94129,-10.23696,Entire home/apt,241,2,21,2026-05-02,0.56,54,9,8,
1659642405510618773,Room in D4,554803373,Nauman,Dublin City Council,South East Inner City LEA-5,53.33951970373501,-6.233340692167191,Private room,109,1,4,2026-05-25,1.69,1,238,4,
6867338,Modern Townhouse in Dublin’s Historic Liberties,5602434,Aoife,Dublin City Council,South West Inner City LEA-5,53.33875,-6.27819,Entire home/apt,,2,65,2026-06-02,0.49,1,0,43,
1178112921304163806,"The Strand House, Ballyhack",501643527,Patrick,Wexford County Council,New Ross LEA-6,52.24607109999999,-6.9682396,Entire home/apt,152,3,8,2025-08-04,0.38,1,122,3,
936923238946068053,Bright and modern apartment in Grand Canal Docks,111810702,Pol,Dublin City Council,South East Inner City LEA-5,53.34212336562706,-6.236075814819328,Entire home/apt,,2,44,2024-09-08,1.25,1,0,0,
936935904202199480,Lovely Room well located,461747882,Mohamed,Cork City Council,Cork City South West LEA-7,51.87434,-8.50751,Private room,,1,2,2023-07-28,0.06,2,0,0,
856380394262371279,Luminoso piso con vistas,83792784,Lucas,Dublin City Council,South East Inner City LEA-5,53.3444030488968,-6.236305275084077,Private room,,5,0,,,1,0,0,
938436474036306698,One Bedroom Self Contained Apartment,526533672,Keith,Westmeath County Council,Moate LEA-4,53.3919551853259,-7.706501965171273,Entire home/apt,,2,14,2024-10-20,0.40,2,0,0,
898635077504196565,Figart Hall,516390120,Kathleen,Donegal County Council,Lifford-Stranorlar LEA-6,54.86519,-7.63177,Entire home/apt,,60,0,,,1,83,0,
900579228833615230,Victorian house minutes walk to Cork city centre,24896354,Paddy And Holly,Cork City Council,Cork City North East LEA-6,51.90469,-8.47116,Entire home/apt,,1,45,2024-07-13,1.25,1,0,0,
1698601493673541997,Summerville,237563483,Fiona,Mayo County Council,Castlebar LEA-7,53.8635187,-9.2815472,Private room,116,1,0,,,1,365,0,
614525946079936502,"Own bedroom,bathroom,sittingroom.",456356362,Kieran,Kildare County Council,Newbridge LEA-6,53.16893,-6.79684,Private room,51,3,39,2025-11-21,0.78,1,58,4,
1497305475835495825,Deluxe Town Centre Apartment Twin,683743795,Kevin,Cork County Council,Cobh LEA-6,51.8510983,-8.289067,Entire home/apt,176,1,4,2026-06-04,0.42,18,326,4,
996392450052926135,Double Room in Quiet Cul-de-Sac,12801378,Elsa,Dublin City Council,Kimmage-Rathmines LEA-6,53.32726,-6.30502,Private room,,4,7,2026-06-23,0.21,2,0,4,
1073084253698139120,"Stylish, architect-designed pad",5270220,Noirin,Cork City Council,Cork City North East LEA-6,51.9123,-8.4365,Entire home/apt,,3,19,2026-04-11,0.70,1,6,9,
1687931337687031456,Comfortable coastal two bedroom house,11916317,Grace,Galway County Council,Conamara South LEA-5,53.251393330827895,-9.202520600642874,Entire home/apt,,1,2,2026-06-20,2,1,2,2,
1182463659033385619,The Country View Loft,466549288,Katrin,Wexford County Council,Kilmuckridge LEA-4,52.5229364,-6.3019449,Entire home/apt,111,2,56,2026-06-14,4.84,2,25,56,
861515661955017948,Central 1bed apt new refurbishment TV & FREE WIFI,31284582,Paul,Dublin City Council,Cabra-Glasnevin LEA-7,53.3563054,-6.2668151,Entire home/apt,,28,6,2024-02-25,0.16,29,14,0,
49555895,Fungarvan Perfect Peaceful Location,399780079,Michael,Waterford City And County Council,Dungarvan LEA-6,52.0943,-7.60885,Entire home/apt,189,2,86,2026-05-23,1.42,1,51,14,
13024488,Twin Room,58881076,Dee,Kildare County Council,Leixlip LEA-3,53.36598,-6.50895,Private room,103,1,131,2026-06-22,1.07,4,356,10,
1640167825034090953,Large Limerick City Apartment Perfect for Groups,18093654,Shortstays,Limerick City And County Council,Limerick City West LEA-7,52.653746424319095,-8.627186217156577,Entire home/apt,278,1,3,2026-06-29,3,135,14,3,
1688506445611056984,beautiful detached well appointed modern home,1688505806364568672,Joan,Limerick City And County Council,Adare-Rathkeale LEA-6,52.5264116,-8.949608699999999,Entire home/apt,,5,0,,,1,1,0,
1093479686904344541,"""Purple Door Space""",562144610,Michael,Galway County Council,Gort-Kinvara LEA-5,53.13451,-8.95358,Entire home/apt,,2,107,2026-05-31,4.11,1,0,45,
939743955092092203,Lovely Townhouse By Shortstays | Sleeps 5 |Parking,18093654,Shortstays,Galway City Council,Galway City Central LEA-6,53.28505,-9.04886,Entire home/apt,,2,7,2025-08-14,0.20,135,0,1,
1110860804784944914,Room in the heart of Dublin,566716886,Koray,Dublin City Council,Kimmage-Rathmines LEA-6,53.328755012477785,-6.2653033256584685,Private room,,3,0,,,1,269,0,
1040662435783823710,Stylish Dublin Haven,5230784,Serena,Dublin City Council,Clontarf LEA-6,53.38028481349229,-6.179869470618231,Entire home/apt,,5,1,2025-12-30,0.17,1,0,1,
865099276445704491,A room beside the Phoenix Park,37342522,Chris,Dublin City Council,North Inner City LEA-7,53.350008019682164,-6.295858701494667,Private room,86,3,35,2026-06-07,1.38,1,5,8,
904442746413158687,Unique House in the City,20839120,Paul,Dublin City Council,North Inner City LEA-7,53.3569657,-6.244240599999999,Entire home/apt,,2,5,2026-04-04,0.21,1,0,2,
1197311339861525040,Cozy & Comfortable stay,588675512,Rajesh,Fingal County Council,Blanchardstown-Mulhuddart LEA-5,53.42016311041998,-6.388712634432687,Private room,124,3,0,,,1,269,0,
1041857622664227491,Cozy and Charming Home from Home,440719474,Marcin,Dublin City Council,North Inner City LEA-7,53.3521858,-6.2850242,Entire home/apt,,4,0,,,1,0,0,
43237461,1 Bedroom Studio Apartment,5414579,Bellavista Hotel,Cork County Council,Cobh LEA-6,51.85029,-8.296,Entire home/apt,265,1,3,2021-10-28,0.05,15,165,0,
866656740620501496,Eglinton Road - Super King - Private Bathroom,439255076,Tanya,Wicklow County Council,Bray East LEA-4,53.20382,-6.10784,Private room,,2,10,2026-04-12,0.26,2,0,3,
902175934290661735,Waters View,4820466,Andrea,Donegal County Council,Glenties LEA-6,54.77159748518314,-8.478254241733707,Entire home/apt,143,2,71,2026-05-31,1.91,1,107,24,
1045724824244701318,Great house in Galway Happy days,10940686,Gerry,Galway County Council,Conamara South LEA-5,53.3391,-9.1775,Entire home/apt,,1,16,2026-06-10,0.69,1,10,10,
866709127898929450,Modern centrally located house.,160090050,Les,Kerry County Council,Tralee LEA-7,52.26807,-9.71299,Entire home/apt,,7,138,2025-09-28,3.64,1,8,9,
1046318221506027344,Home feeling safe quiet,550964884,Burak,Fingal County Council,Castleknock LEA-6,53.37666628989701,-6.39273414483893,Private room,,1,7,2025-05-04,0.25,1,0,0,
938528460635895281,Stunning 3 bedroom seaside retreat,430062795,Lisa Marie,Wexford County Council,New Ross LEA-6,52.22325,-6.93496,Entire home/apt,149,1,7,2024-09-17,0.20,1,331,0,
1233360,"Cosy home by the Ocean, Ireland",4420852,Mary Susie,Waterford City And County Council,Portlaw-Kilmacthomas LEA-5,52.14245,-7.27548,Entire home/apt,86,3,188,2026-06-09,1.19,2,100,17,
738071081534843689,Donegal Thatch Cottage,86090017,Claire,Donegal County Council,Glenties LEA-6,54.979180233782074,-8.323617077467812,Entire home/apt,189,2,144,2026-06-25,3.23,1,281,39,
819355529217040874,Central and Modern 2Bd 2Bath by the Docklands,482726807,James,Dublin City Council,South East Inner City LEA-5,53.34068,-6.24044,Entire home/apt,,2,40,2024-10-13,1.01,2,0,0,
1006513214169747352,Comfy apartment in Dublin city,35789189,John,Dublin City Council,South West Inner City LEA-5,53.34552,-6.28412,Entire home/apt,,5,0,,,1,0,0,
942606657404650684,Cabin at a smallholding surrounded by countryside,440347353,Boris,Cavan County Council,Cavan - Belturbet LEA-6,54.04815,-7.5977,Entire home/apt,,1,25,2025-09-21,0.71,1,0,4,
1046978319744578735,3 bedroom home just a short stroll to Dingle town,334991118,Dream Ireland,Kerry County Council,Corca Dhuibhne LEA-3,52.14192,-10.280798,Entire home/apt,,1,0,,,50,364,0,
947093954247281740,Ennis traditional townhouse,528832201,Helen,Clare County Council,Ennis LEA-7,52.8379342,-8.983431999999999,Entire home/apt,172,1,126,2026-06-06,3.88,1,165,45,
12338741,Double Ensuite in Leixlip,58881076,Dee,Kildare County Council,Leixlip LEA-3,53.36737,-6.50917,Private room,103,1,239,2026-06-21,1.93,4,329,32,
1468102556337222807,Cork city centre house,41521156,Patrick,Cork City Council,Cork City South East LEA-6,51.89621,-8.46029,Entire home/apt,247,1,39,2026-06-21,4.02,1,83,39,
1111065729869082316,Cozy 1 Bed City Centre,112062166,Trisha,Dublin City Council,South East Inner City LEA-5,53.34233146801974,-6.265223440736402,Entire home/apt,,4,1,2025-09-07,0.10,4,0,1,
1118632943142447207,Cosy Traditional Terrace House,408712914,Dermot,Dublin City Council,North Inner City LEA-7,53.35057,-6.29605,Entire home/apt,,1,0,,,2,0,0,
867387907035783120,2 king rooms in a new home near the mountains,18573804,Damien,South Dublin County Council,Firhouse-Bohernabreena LEA-5,53.26952,-6.36501,Private room,,2,0,,,1,0,0,
1531855634056466602,Round Tower Hotel,451266387,Aidan,Waterford City And County Council,Dungarvan LEA-6,51.9504712897967,-7.726201837375948,Private room,200,1,0,,,1,85,0,
751868884568114246,Cosy Bedroom in the Suburbs,62162345,Chantelle,Cork City Council,Cork City South West LEA-7,51.884926909626174,-8.58572792261839,Private room,93,1,22,2026-06-21,0.50,2,35,7,
1223194973538765299,Home on Inchydoney Island,186623149,Kathleen,Cork County Council,Skibbereen-West Cork LEA-5,51.59833,-8.87275,Entire home/apt,400,3,25,2026-06-22,1.12,1,274,17,
910704321450078792,"Family home in Clontarf, Dublin.",452417145,Cathy,Dublin City Council,Clontarf LEA-6,53.369811,-6.202575299999999,Private room,,2,5,2023-09-11,0.14,2,0,0,
972335025781377209,Modern cosy log cabin,12729651,Michelle,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.3196008023512,-6.3277724439741005,Entire home/apt,,3,39,2024-05-13,1.15,1,0,0,
911485980528565036,"An Seanteach, Dromahair",204431158,Carina,Leitrim County Council,Manorhamilton LEA-6,54.2311619,-8.30278,Entire home/apt,,4,17,2025-09-01,0.48,1,0,9,
1441524289008602292,No. 2 Able Manor,450134240,John,Tipperary County Council,Cashel-Tipperary LEA-7,52.55592966558832,-8.041486479079753,Entire home/apt,365,3,0,,,2,90,0,
15077262,"City centre large townhouse. Sleeps 10, 5 bathroom",50464252,Elaine,Cork City Council,Cork City North East LEA-6,51.90384,-8.45357,Entire home/apt,499,3,26,2025-08-15,0.24,3,91,3,
16359592,"Ocean View, Ardara",107130825,Hugh,Donegal County Council,Glenties LEA-6,54.78391,-8.51049,Entire home/apt,179,1,47,2026-05-01,0.65,1,47,9,
829616379520687923,Cheerful 1 bedroom with ample space,25107341,Rory,Dublin City Council,Kimmage-Rathmines LEA-6,53.316336571229435,-6.291199676346533,Entire home/apt,,56,0,,,3,0,0,
12578992,Ciunas na gCnoic country cottage with ocean views,65658527,Kathy,Clare County Council,Ennistimon LEA-4,52.96583,-9.40788,Entire home/apt,211,10,89,2023-07-10,0.72,1,178,0,
44062179,Self-catering loft with lake & mountain view,89128763,David,Mayo County Council,Castlebar LEA-7,53.98717,-9.29044,Entire home/apt,95,2,110,2026-06-24,1.53,1,127,6,
572886177295001529,Private Double Ensuite Room,430379219,Anthony,Wicklow County Council,Baltinglass LEA-6,52.7991,-6.46437,Private room,109,1,48,2026-06-14,0.94,4,340,23,
10265954,"1 bed, close to city, apartment.",40660811,Michael,Dublin City Council,Cabra-Glasnevin LEA-7,53.36122,-6.27964,Entire home/apt,,3,187,2019-08-24,1.47,2,0,0,
915074312108522032,Spacious 3 bed Central Victorian House,24084210,Eimear,Dublin City Council,Pembroke LEA-5,53.3220336,-6.2378124,Entire home/apt,,6,13,2024-09-12,0.36,1,0,0,
1111273300592534628,2 bedroom home,522141487,Dominic,Dublin City Council,Cabra-Glasnevin LEA-7,53.36605313769234,-6.3008391354439155,Entire home/apt,,1,0,,,1,0,0,
1399236022552657002,Ramor Inn Rooms,301271798,Sarah Majella,Cavan County Council,Ballyjamesduff LEA-6,53.79337625838714,-7.065999031855357,Private room,61,1,10,2025-10-29,0.72,2,365,6,
917345407620360974,Recently renovated family home,16433735,Eoin,Dun Laoghaire-rathdown County Council,Dundrum LEA-7,53.28924,-6.2231,Entire home/apt,,20,0,,,1,333,0,
1697156274449661082,"cosy outdoor tent, very private discreet, for wild",156809817,William,Carlow County Council,Muinebeag LEA-5,52.73669705395396,-6.976428329944611,Private room,46,1,0,,,1,365,0,
951151254682310936,Mrs C,217638509,Linda,South Dublin County Council,Tallaght Central LEA-6,53.2826136,-6.364671599999999,Private room,80,1,59,2026-06-12,1.75,2,258,14,
