quarter,scenario,line,value,source
3Q26,bull,take_rate_int06_at_registered_revenue_pct,18.0722,bridge v3 band hi
3Q26,bull,take_rate_int06_at_kernel_revenue_pct,18.0269,bridge v3 band hi
3Q26,bull,take_rate_int06_p_ge_18p10,0.4759,bridge v3 band hi
3Q26,bull,take_rate_int06_registered_pct,18.14,bridge v3 band hi
3Q26,bull,take_rate_int06_flip_gbv_busd,26.6083,bridge v3 band hi
4Q26,bull,nights_yoy_pct,8.86,bridge v3 band hi
4Q26,bull,nights_mm,132.7003,bridge v3 band hi
4Q26,bull,adr_exfx_yoy_pct,5.51,bridge v3 band hi
4Q26,bull,fx_pts_adr,0.15,bridge v3 band hi
4Q26,bull,adr_reported_yoy_pct,5.66,bridge v3 band hi
4Q26,bull,adr_usd,176.9911,bridge v3 band hi
4Q26,bull,gbv_busd,23.4644,bridge v3 band hi
4Q26,bull,gbv_yoy_pct,15.0215,bridge v3 band hi
4Q26,bull,lagged_gbv_busd,26.8329,bridge v3 band hi
4Q26,bull,revenue_musd,3227.9366,bridge v3 band hi
4Q26,bull,revenue_yoy_pct,16.1964,bridge v3 band hi
4Q26,bull,revenue_conversion_lo_musd,3205.4902,bridge v3 band hi
4Q26,bull,revenue_conversion_hi_musd,3251.4076,bridge v3 band hi
4Q26,bull,take_rate_printed_pct,13.7568,bridge v3 band hi
4Q26,bull,take_rate_prior_year_pct,13.6176,bridge v3 band hi
4Q26,bull,take_rate_change_pts,0.1391,bridge v3 band hi
4Q26,bull,revenue_alt_same_q_take_rate_musd,3195.2966,bridge v3 band hi
4Q26,bull,fx_pts_revenue_memo,0.98,bridge v3 band hi
4Q26,bull,revenue_exfx_yoy_memo_pct,15.2164,bridge v3 band hi
4Q26,bull,gbv_identity_gap_pct,0.0954,bridge v3 band hi
1Q27,bull,nights_yoy_pct,10.524,06 v2 build
1Q27,bull,nights_mm,172.6385,06 v2 build
1Q27,bull,adr_exfx_yoy_pct,3.954,06 v2 build
1Q27,bull,fx_pts_adr,1.775,06 v2 build
1Q27,bull,adr_reported_yoy_pct,5.73,06 v2 build
1Q27,bull,adr_usd,197.5248,06 v2 build
1Q27,bull,gbv_busd,34.1223,06 v2 build
1Q27,bull,gbv_yoy_pct,16.857,06 v2 build
1Q27,bull,lagged_gbv_busd,24.526,06 v2 build
1Q27,bull,revenue_musd,3119.9376,06 v2 build
1Q27,bull,revenue_yoy_pct,16.5025,06 v2 build
1Q27,bull,revenue_conversion_lo_musd,3022.9532,06 v2 build
1Q27,bull,revenue_conversion_hi_musd,3196.8391,06 v2 build
1Q27,bull,take_rate_printed_pct,9.1434,06 v2 build
1Q27,bull,take_rate_prior_year_pct,9.1712,06 v2 build
1Q27,bull,take_rate_change_pts,-0.0278,06 v2 build
1Q27,bull,revenue_alt_same_q_take_rate_musd,3129.4311,06 v2 build
1Q27,bull,fx_pts_revenue_memo,2.88,06 v2 build
1Q27,bull,revenue_exfx_yoy_memo_pct,13.6225,06 v2 build
1Q27,bull,gbv_identity_gap_pct,-0.0641,06 v2 build
2Q27,bull,nights_yoy_pct,8.82,06 v2 build
2Q27,bull,nights_mm,161.3801,06 v2 build
2Q27,bull,adr_exfx_yoy_pct,3.92,06 v2 build
2Q27,bull,fx_pts_adr,1.881,06 v2 build
2Q27,bull,adr_reported_yoy_pct,5.801,06 v2 build
2Q27,bull,adr_usd,194.3882,06 v2 build
2Q27,bull,gbv_busd,31.3161,06 v2 build
2Q27,bull,gbv_yoy_pct,15.1326,06 v2 build
2Q27,bull,lagged_gbv_busd,30.5696,06 v2 build
2Q27,bull,revenue_musd,4189.9054,06 v2 build
2Q27,bull,revenue_yoy_pct,16.1282,06 v2 build
2Q27,bull,revenue_conversion_lo_musd,4111.1911,06 v2 build
2Q27,bull,revenue_conversion_hi_musd,4263.2238,06 v2 build
2Q27,bull,take_rate_printed_pct,13.3794,06 v2 build
2Q27,bull,take_rate_prior_year_pct,13.2647,06 v2 build
2Q27,bull,take_rate_change_pts,0.1147,06 v2 build
2Q27,bull,revenue_alt_same_q_take_rate_musd,4153.9859,06 v2 build
2Q27,bull,fx_pts_revenue_memo,3.16,06 v2 build
2Q27,bull,revenue_exfx_yoy_memo_pct,12.9682,06 v2 build
2Q27,bull,gbv_identity_gap_pct,0.1734,06 v2 build
3Q27,bull,nights_yoy_pct,8.684,06 v2 build
3Q27,bull,nights_mm,161.174,06 v2 build
3Q27,bull,adr_exfx_yoy_pct,3.747,06 v2 build
3Q27,bull,fx_pts_adr,1.521,06 v2 build
3Q27,bull,adr_reported_yoy_pct,5.268,06 v2 build
3Q27,bull,adr_usd,189.0407,06 v2 build
3Q27,bull,gbv_busd,30.4893,06 v2 build
3Q27,bull,gbv_yoy_pct,14.4095,06 v2 build
3Q27,bull,lagged_gbv_busd,32.2515,06 v2 build
3Q27,bull,revenue_musd,5559.9477,06 v2 build
3Q27,bull,revenue_yoy_pct,15.7349,06 v2 build
3Q27,bull,revenue_conversion_lo_musd,5529.6702,06 v2 build
3Q27,bull,revenue_conversion_hi_musd,5608.7839,06 v2 build
3Q27,bull,take_rate_printed_pct,18.2357,06 v2 build
3Q27,bull,take_rate_prior_year_pct,18.0269,06 v2 build
3Q27,bull,take_rate_change_pts,0.2088,06 v2 build
3Q27,bull,revenue_alt_same_q_take_rate_musd,5496.2717,06 v2 build
3Q27,bull,fx_pts_revenue_memo,2.84,06 v2 build
3Q27,bull,revenue_exfx_yoy_memo_pct,12.8949,06 v2 build
3Q27,bull,gbv_identity_gap_pct,-0.0684,06 v2 build
4Q27,bull,nights_yoy_pct,8.571,06 v2 build
4Q27,bull,nights_mm,144.0741,06 v2 build
4Q27,bull,adr_exfx_yoy_pct,3.459,06 v2 build
4Q27,bull,fx_pts_adr,-0.285,06 v2 build
4Q27,bull,adr_reported_yoy_pct,3.174,06 v2 build
4Q27,bull,adr_usd,182.6088,06 v2 build
4Q27,bull,gbv_busd,26.2841,06 v2 build
4Q27,bull,gbv_yoy_pct,12.017,06 v2 build
4Q27,bull,lagged_gbv_busd,30.7649,06 v2 build
4Q27,bull,revenue_musd,3700.9529,06 v2 build
4Q27,bull,revenue_yoy_pct,14.6538,06 v2 build
4Q27,bull,revenue_conversion_lo_musd,3675.2173,06 v2 build
4Q27,bull,revenue_conversion_hi_musd,3727.8633,06 v2 build
4Q27,bull,take_rate_printed_pct,14.0806,06 v2 build
4Q27,bull,take_rate_prior_year_pct,13.7568,06 v2 build
4Q27,bull,take_rate_change_pts,0.3238,06 v2 build
4Q27,bull,revenue_alt_same_q_take_rate_musd,3615.8391,06 v2 build
4Q27,bull,fx_pts_revenue_memo,2.43,06 v2 build
4Q27,bull,revenue_exfx_yoy_memo_pct,12.2238,06 v2 build
4Q27,bull,gbv_identity_gap_pct,0.0954,06 v2 build
