workstream,feature,target,window,note,n,wf_n,scored_from,scored_to,r,perm_p,ratio_vs_naive,ratio_vs_expanding_mean,mean_vs_naive,jk_min,jk_max,jk_n_below_1,final_slope,slope_sign_stable,target_distinct_values
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_full,latam_nights_yoy_mid,2023Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal)",14,10,1Q24,2Q26,0.3855219074965384,0.1848151848151848,0.9545507769864225,0.9946563436372566,0.9596789716293608,0.8366540932383851,1.245828464556038,8.0,0.08140089563142022,True,6
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_full,latam_nights_yoy_mid,2024Q1+ (reviewer),"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal)",10,6,1Q25,2Q26,0.1901717897121508,0.6073926073926074,1.2857855431222962,1.6950965951143464,0.7585323142222232,0.9939178171544534,1.5063680503791554,1.0,0.02682971060349252,True,3
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_lag1,latam_nights_yoy_mid,2022Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (lag1)",16,12,3Q23,2Q26,0.8349581105424043,0.000999000999000999,0.8971476741012437,0.6963543780719231,1.2883492979325848,0.7078865324169098,1.0703612169209529,11.0,0.0812144308873905,True,8
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_lag1,latam_nights_yoy_mid,2023Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (lag1)",14,10,1Q24,2Q26,0.5331555034301069,0.061938061938061936,0.9184307275370879,0.957018705930129,0.9596789716293608,0.833749074120766,1.1129588119311002,9.0,0.08864157748285366,False,6
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_lag1,latam_nights_yoy_mid,2024Q1+ (reviewer),"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (lag1)",10,6,1Q25,2Q26,0.3635357901080122,0.3096903096903097,0.8016137667450444,1.0567958038373033,0.7585323142222232,0.7133840472793646,0.9509857127697151,6.0,0.1551527129005418,True,3
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_m1,latam_nights_yoy_mid,2022Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (m1)",16,12,3Q23,2Q26,0.7120875079512073,0.002997002997002997,0.8753646559115605,0.6794466821352401,1.2883492979325848,0.7902317815249409,1.0571204646062031,11.0,0.086093009432412,True,8
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_m1,latam_nights_yoy_mid,2023Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (m1)",14,10,1Q24,2Q26,0.3991846004991208,0.16383616383616384,0.9416468744353623,0.9812102820556928,0.9596789716293608,0.8351580113337557,1.1882608428502859,9.0,0.046855538116403,False,6
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_m1,latam_nights_yoy_mid,2024Q1+ (reviewer),"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (m1)",10,6,1Q25,2Q26,0.11334102581094153,0.7622377622377622,1.611321309654145,2.1242619192912655,0.7585323142222232,0.7617138370310652,1.9254229682795585,1.0,0.0036207150151321395,False,3
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_full,total_nights_yoy,2022Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal)",18,14,1Q23,2Q26,0.7460973824585514,0.006993006993006993,1.5747160478506284,0.4018047938886823,3.9191071679619993,1.3215478863933396,1.8784452878146418,0.0,0.20984978913095953,True,14
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_full,total_nights_yoy,2023Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal)",14,10,1Q24,2Q26,0.7181289373538685,0.005994005994005994,1.1597649645717587,0.8397242039945081,1.3811260400198537,0.7187941118640974,1.518667140127985,1.0,0.17840667847092823,True,10
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_full,total_nights_yoy,2024Q1+ (reviewer),"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal)",10,6,1Q25,2Q26,0.4218426727854647,0.2217782217782218,1.062327132441208,1.7223820398751764,0.6167778738091095,0.768831714183228,2.3465942074897104,2.0,0.04663962986869966,True,6
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_lag1,total_nights_yoy,2022Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (lag1)",18,14,1Q23,2Q26,0.5749987201217243,0.03296703296703297,4.108731795648415,1.0483846497581295,3.9191071679619993,2.9924541939039258,4.853471227357758,0.0,0.15934016540692597,False,14
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_lag1,total_nights_yoy,2023Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (lag1)",14,10,1Q24,2Q26,0.6942885441599311,0.00999000999000999,0.9285318555723878,0.6723005928981255,1.3811260400198537,0.8665806773817167,1.031716494869376,9.0,0.1356204963232266,True,10
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_lag1,total_nights_yoy,2024Q1+ (reviewer),"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (lag1)",10,6,1Q25,2Q26,0.16559844020576395,0.6003996003996004,0.740988526027252,1.201386362080468,0.6167778738091095,0.49973549105216114,1.573302482789052,5.0,-0.02719677777126574,True,6
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_m1,total_nights_yoy,2022Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (m1)",18,14,1Q23,2Q26,0.6379356867404523,0.015984015984015984,3.531011902994791,0.9009735512874417,3.9191071679619993,3.0357664185387443,3.8729305370237848,0.0,0.17427870518645486,False,14
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_m1,total_nights_yoy,2023Q1+,"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (m1)",14,10,1Q24,2Q26,0.8009852376505053,0.005994005994005994,0.9690855360029319,0.701663358681588,1.3811260400198537,0.8142927079946718,1.2722031807598737,7.0,0.11016547583019387,True,10
R,bcb_viagens_com_uso_de_cart_es_internacionais_mensal_despesa_m1,total_nights_yoy,2024Q1+ (reviewer),"R gap: BCB BoP travel viagens_com_uso_de_cart_es_internacionais_mensal_despesa (USD, nominal) (m1)",10,6,1Q25,2Q26,0.2363755250638449,0.5254745254745254,0.8031437920856064,1.302160512220606,0.6167778738091095,0.41921005670993305,1.7546442080583045,5.0,0.010934377532315688,True,6
R,pt_ine_hotels_and_similar_full,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights hotels_and_similar,14,10,1Q24,2Q26,0.8708230187683772,0.000999000999000999,0.8298961089749115,0.4012012405118793,2.0685282725349374,0.7365693146183274,0.9495463827196285,10.0,0.3741280932893659,True,10
R,pt_ine_hotels_and_similar_full,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights hotels_and_similar,14,10,1Q24,2Q26,0.8708230187683772,0.000999000999000999,0.8298961089749115,0.5875036047027672,1.4125804545399798,0.7365693146183274,0.9495463827196285,10.0,0.3741280932893659,True,6
R,pt_ine_hotels_and_similar_full,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights hotels_and_similar,10,6,1Q25,2Q26,0.6502635292486989,0.03196803196803197,0.5895771351724653,0.8550080101127289,0.6895574406311495,0.4309231636656183,0.8984972216316288,6.0,0.8369782115048106,True,2
R,pt_ine_hotels_and_similar_lag1,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights hotels_and_similar (lag1),13,9,2Q24,2Q26,0.4389869902603685,0.07292707292707293,0.9474656849721831,0.4711336578467255,2.0110337463523424,0.8690584610761664,1.0475058661689807,7.0,0.1185523186884476,True,10
R,pt_ine_hotels_and_similar_lag1,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights hotels_and_similar (lag1),13,9,2Q24,2Q26,0.4389869902603685,0.06893106893106893,0.9474656849721831,0.6793333411059561,1.3946992259053663,0.8690584610761664,1.0475058661689807,7.0,0.1185523186884476,True,6
R,pt_ine_hotels_and_similar_lag1,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights hotels_and_similar (lag1),10,6,1Q25,2Q26,0.16689301979621557,0.6493506493506493,0.7241042317608499,1.0500999468558845,0.6895574406311495,0.6198371644825594,0.8940730289489759,6.0,0.20036487632409145,False,2
R,pt_ine_hotels_and_similar_m1,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights hotels_and_similar (m1),14,10,1Q24,2Q26,0.7982975698548469,0.022977022977022976,0.9962233239591222,0.4816097208757373,2.0685282725349374,0.8722426271430417,1.087705648117462,4.0,0.18112871842649927,True,10
R,pt_ine_hotels_and_similar_m1,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights hotels_and_similar (m1),14,10,1Q24,2Q26,0.7982975698548469,0.02097902097902098,0.9962233239591222,0.7052506784709489,1.4125804545399798,0.8722426271430417,1.087705648117462,4.0,0.18112871842649927,True,6
R,pt_ine_hotels_and_similar_m1,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights hotels_and_similar (m1),10,6,1Q25,2Q26,-0.3035335290964839,0.3956043956043956,0.9128160198355338,1.3237708217607462,0.6895574406311495,0.7876188683468618,0.9787471566465916,6.0,-0.18026695467494505,False,2
R,pt_ine_hotels_and_similar_full,total_nights_yoy,2022Q1+,R retry: INE Portugal nights hotels_and_similar,14,10,1Q24,2Q26,0.8217471654139283,0.007992007992007992,0.8716236244653489,0.19464945385063745,4.477914564991185,0.7604659659159675,1.085392502857632,8.0,0.23473559303361904,True,14
R,pt_ine_hotels_and_similar_full,total_nights_yoy,2023Q1+,R retry: INE Portugal nights hotels_and_similar,14,10,1Q24,2Q26,0.8217471654139283,0.011988011988011988,0.8716236244653489,0.6310963657254767,1.3811260400198537,0.7604659659159675,1.085392502857632,8.0,0.23473559303361904,True,10
R,pt_ine_hotels_and_similar_full,total_nights_yoy,2024Q1+ (reviewer),R retry: INE Portugal nights hotels_and_similar,10,6,1Q25,2Q26,0.2963127585856588,0.3916083916083916,0.6102973488119326,0.9894929353461493,0.6167778738091095,0.42713733289527805,1.3187940393965198,5.0,0.27405137160189463,True,6
R,pt_ine_hotels_and_similar_lag1,total_nights_yoy,2022Q1+,R retry: INE Portugal nights hotels_and_similar (lag1),13,9,2Q24,2Q26,0.2146053157720168,0.5164835164835165,0.9654336372294013,0.22318823839795768,4.325647463142644,0.8499227320257305,1.192780037368133,7.0,0.039192657236211126,False,14
R,pt_ine_hotels_and_similar_lag1,total_nights_yoy,2023Q1+,R retry: INE Portugal nights hotels_and_similar (lag1),13,9,2Q24,2Q26,0.2146053157720168,0.4995004995004995,0.9654336372294013,0.729627429643186,1.323187147310968,0.8499227320257305,1.192780037368133,7.0,0.039192657236211126,False,10
R,pt_ine_hotels_and_similar_lag1,total_nights_yoy,2024Q1+ (reviewer),R retry: INE Portugal nights hotels_and_similar (lag1),10,6,1Q25,2Q26,-0.034970261376292944,0.9400599400599401,0.7820256051827372,1.2679209783468517,0.6167778738091095,0.5044619799776636,1.5032655606461949,5.0,0.018917282611150693,False,6
R,pt_ine_hotels_and_similar_m1,total_nights_yoy,2022Q1+,R retry: INE Portugal nights hotels_and_similar (m1),14,10,1Q24,2Q26,0.7720849537528289,0.028971028971028972,0.9745797898550564,0.2176414435135555,4.477914564991185,0.8230808502899725,1.1337122222339338,8.0,0.116442392241667,True,14
R,pt_ine_hotels_and_similar_m1,total_nights_yoy,2023Q1+,R retry: INE Portugal nights hotels_and_similar (m1),14,10,1Q24,2Q26,0.7720849537528289,0.04195804195804196,0.9745797898550564,0.7056414560404978,1.3811260400198537,0.8230808502899725,1.1337122222339338,8.0,0.116442392241667,True,10
R,pt_ine_hotels_and_similar_m1,total_nights_yoy,2024Q1+ (reviewer),R retry: INE Portugal nights hotels_and_similar (m1),10,6,1Q25,2Q26,-0.34473585517625494,0.3076923076923077,0.7802125343889971,1.2649813936588619,0.6167778738091095,0.6887548514924042,0.9947492039504249,6.0,-0.12228157889868055,False,6
R,pt_ine_local_accommodation_full,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights local_accommodation,14,10,1Q24,2Q26,0.897058959913652,0.000999000999000999,0.7336486753382874,0.35467181429394556,2.0685282725349374,0.6824172910696306,0.9012831586062853,10.0,0.3625374340413153,True,10
R,pt_ine_local_accommodation_full,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights local_accommodation,14,10,1Q24,2Q26,0.897058959913652,0.000999000999000999,0.7336486753382874,0.519367709626994,1.4125804545399798,0.6824172910696306,0.9012831586062853,10.0,0.3625374340413153,True,6
R,pt_ine_local_accommodation_full,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights local_accommodation,10,6,1Q25,2Q26,0.3627947669402826,0.2907092907092907,1.687846099191066,2.447723713409845,0.6895574406311495,0.9011785440756511,1.8132372014226787,1.0,0.21135029124211957,False,2
R,pt_ine_local_accommodation_lag1,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights local_accommodation (lag1),13,9,2Q24,2Q26,0.6681529501777418,0.003996003996003996,0.8144692174144719,0.4050002735616815,2.0110337463523424,0.7076318055635626,0.9030557333596657,9.0,0.17403944793140277,True,10
R,pt_ine_local_accommodation_lag1,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights local_accommodation (lag1),13,9,2Q24,2Q26,0.6681529501777418,0.003996003996003996,0.8144692174144719,0.5839748114047749,1.3946992259053663,0.7076318055635626,0.9030557333596657,9.0,0.17403944793140277,True,6
R,pt_ine_local_accommodation_lag1,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights local_accommodation (lag1),10,6,1Q25,2Q26,0.46481345298282173,0.18281718281718282,0.8681184576338824,1.2589501707635793,0.6895574406311495,0.5530652461504786,1.2463518041228856,5.0,0.24702962389048463,True,2
R,pt_ine_local_accommodation_m1,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights local_accommodation (m1),14,10,1Q24,2Q26,0.8693962987704119,0.000999000999000999,0.8259771250967719,0.399306664580685,2.0685282725349374,0.7161733846638981,0.9283021771318579,10.0,0.2168969270256376,True,10
R,pt_ine_local_accommodation_m1,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights local_accommodation (m1),14,10,1Q24,2Q26,0.8693962987704119,0.000999000999000999,0.8259771250967719,0.5847292608658946,1.4125804545399798,0.7161733846638981,0.9283021771318579,10.0,0.2168969270256376,True,6
R,pt_ine_local_accommodation_m1,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights local_accommodation (m1),10,6,1Q25,2Q26,-0.14940754948293264,0.6763236763236763,0.7970223945269351,1.155846268292636,0.6895574406311495,0.6507465062349559,1.0282602453060958,5.0,-0.06142685617847141,False,2
R,pt_ine_local_accommodation_full,total_nights_yoy,2022Q1+,R retry: INE Portugal nights local_accommodation,14,10,1Q24,2Q26,0.8439925533373779,0.002997002997002997,0.8148820697049783,0.1819780297006588,4.477914564991185,0.7607408377642966,1.0672619017275784,9.0,0.22742934649715388,True,14
R,pt_ine_local_accommodation_full,total_nights_yoy,2023Q1+,R retry: INE Portugal nights local_accommodation,14,10,1Q24,2Q26,0.8439925533373779,0.006993006993006993,0.8148820697049783,0.5900128200415832,1.3811260400198537,0.7607408377642966,1.0672619017275784,9.0,0.22742934649715388,True,10
R,pt_ine_local_accommodation_full,total_nights_yoy,2024Q1+ (reviewer),R retry: INE Portugal nights local_accommodation,10,6,1Q25,2Q26,0.10069180459823979,0.7902097902097902,2.947747051768025,4.779268480503796,0.6167778738091095,1.2454908837061323,3.0651825782046402,0.0,0.05290936207878663,False,6
R,pt_ine_local_accommodation_lag1,total_nights_yoy,2022Q1+,R retry: INE Portugal nights local_accommodation (lag1),13,9,2Q24,2Q26,0.46777539146885544,0.1108891108891109,0.8745769589460073,0.20218405831681316,4.325647463142644,0.7536274657765444,1.0868380022596227,7.0,0.08158841611619645,False,14
R,pt_ine_local_accommodation_lag1,total_nights_yoy,2023Q1+,R retry: INE Portugal nights local_accommodation (lag1),13,9,2Q24,2Q26,0.46777539146885544,0.0959040959040959,0.8745769589460073,0.6609624048445123,1.323187147310968,0.7536274657765444,1.0868380022596227,7.0,0.08158841611619645,False,10
R,pt_ine_local_accommodation_lag1,total_nights_yoy,2024Q1+ (reviewer),R retry: INE Portugal nights local_accommodation (lag1),10,6,1Q25,2Q26,0.22304339205349932,0.5654345654345654,0.755931782521954,1.2256143007424294,0.6167778738091095,0.7032025835765772,1.0906169838673496,5.0,0.09024601096093715,False,6
R,pt_ine_local_accommodation_m1,total_nights_yoy,2022Q1+,R retry: INE Portugal nights local_accommodation (m1),14,10,1Q24,2Q26,0.8388978147002277,0.006993006993006993,0.8153408124992104,0.1820804753341281,4.477914564991185,0.6795522521342227,0.9975948964206661,10.0,0.13957445821349468,True,14
R,pt_ine_local_accommodation_m1,total_nights_yoy,2023Q1+,R retry: INE Portugal nights local_accommodation (m1),14,10,1Q24,2Q26,0.8388978147002277,0.007992007992007992,0.8153408124992104,0.5903449713304152,1.3811260400198537,0.6795522521342227,0.9975948964206661,10.0,0.13957445821349468,True,10
R,pt_ine_local_accommodation_m1,total_nights_yoy,2024Q1+ (reviewer),R retry: INE Portugal nights local_accommodation (m1),10,6,1Q25,2Q26,-0.3272874618706416,0.33266733266733267,0.7930245379425046,1.2857538696142379,0.6167778738091095,0.38977506849678645,1.6000344568550875,5.0,-0.11374121524629341,False,6
R,pt_ine_total_full,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights total,14,10,1Q24,2Q26,0.8860107509227092,0.000999000999000999,0.7848192525888928,0.3794094878998746,2.0685282725349374,0.6931654060116421,0.9145184867514856,10.0,0.38813128766605604,True,10
R,pt_ine_total_full,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights total,14,10,1Q24,2Q26,0.8860107509227092,0.000999000999000999,0.7848192525888928,0.5555926036400359,1.4125804545399798,0.6931654060116421,0.9145184867514856,10.0,0.38813128766605604,True,6
R,pt_ine_total_full,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights total,10,6,1Q25,2Q26,0.5901191868191165,0.09090909090909091,0.6230028930216553,0.9034822283281042,0.6895574406311495,0.48503982311508986,0.9187832896284956,6.0,0.6785304153514538,True,2
R,pt_ine_total_lag1,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights total (lag1),13,9,2Q24,2Q26,0.48148312813917743,0.03196803196803197,0.928486594830866,0.46169617815463093,2.0110337463523424,0.8455213161670252,1.0259577696751603,7.0,0.13315193014986887,True,10
R,pt_ine_total_lag1,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights total (lag1),13,9,2Q24,2Q26,0.48148312813917743,0.03596403596403597,0.928486594830866,0.6657253245610291,1.3946992259053663,0.8455213161670252,1.0259577696751603,7.0,0.13315193014986887,True,6
R,pt_ine_total_lag1,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights total (lag1),10,6,1Q25,2Q26,0.24909658505689689,0.4825174825174825,0.705171190517487,1.02264314611999,0.6895574406311495,0.6290866797280338,0.8528600073852955,6.0,0.257673886738932,False,2
R,pt_ine_total_m1,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights total (m1),14,10,1Q24,2Q26,0.8101805006585052,0.004995004995004995,0.9700115790839955,0.4689380328823193,2.0685282725349374,0.8426713050275676,1.0555786703549979,6.0,0.191213504484199,True,10
R,pt_ine_total_m1,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights total (m1),14,10,1Q24,2Q26,0.8101805006585052,0.013986013986013986,0.9700115790839955,0.6866947478753619,1.4125804545399798,0.8426713050275676,1.0555786703549979,6.0,0.191213504484199,True,6
R,pt_ine_total_m1,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights total (m1),10,6,1Q25,2Q26,-0.3086531348953039,0.38961038961038963,0.8830320695584786,1.2805779729535547,0.6895574406311495,0.7936882485081931,0.94830444787487,6.0,-0.18632649978640467,False,2
R,pt_ine_total_full,total_nights_yoy,2022Q1+,R retry: INE Portugal nights total,14,10,1Q24,2Q26,0.8342073911632613,0.004995004995004995,0.8403813893623273,0.1876724928904448,4.477914564991185,0.7326093924531937,1.0640582124799154,9.0,0.24311377243342613,True,14
R,pt_ine_total_full,total_nights_yoy,2023Q1+,R retry: INE Portugal nights total,14,10,1Q24,2Q26,0.8342073911632613,0.012987012987012988,0.8403813893623273,0.6084755228785975,1.3811260400198537,0.7326093924531937,1.0640582124799154,9.0,0.24311377243342613,True,10
R,pt_ine_total_full,total_nights_yoy,2024Q1+ (reviewer),R retry: INE Portugal nights total,10,6,1Q25,2Q26,0.23084965485516992,0.4925074925074925,0.6153963405864123,0.9977600797931271,0.6167778738091095,0.44283578217498465,1.3236336738953114,5.0,0.20091278184265604,True,6
R,pt_ine_total_lag1,total_nights_yoy,2022Q1+,R retry: INE Portugal nights total (lag1),13,9,2Q24,2Q26,0.2590928226366401,0.4095904095904096,0.9560553475168575,0.22102017227780962,4.325647463142644,0.8388616576969405,1.18100612163455,7.0,0.04834584117943054,False,14
R,pt_ine_total_lag1,total_nights_yoy,2023Q1+,R retry: INE Portugal nights total (lag1),13,9,2Q24,2Q26,0.2590928226366401,0.4145854145854146,0.9560553475168575,0.7225397778838694,1.323187147310968,0.8388616576969405,1.18100612163455,7.0,0.04834584117943054,False,10
R,pt_ine_total_lag1,total_nights_yoy,2024Q1+ (reviewer),R retry: INE Portugal nights total (lag1),10,6,1Q25,2Q26,0.036652046995322145,0.9100899100899101,0.8138894419921687,1.3195827485926717,0.6167778738091095,0.5467628442912921,1.5514896158097808,5.0,0.0604420381530671,False,6
R,pt_ine_total_m1,total_nights_yoy,2022Q1+,R retry: INE Portugal nights total (m1),14,10,1Q24,2Q26,0.7829679615139464,0.028971028971028972,0.9507039117060491,0.2123095244243278,4.477914564991185,0.7951779986263853,1.0978378255599799,8.0,0.12290931757916586,True,14
R,pt_ine_total_m1,total_nights_yoy,2023Q1+,R retry: INE Portugal nights total (m1),14,10,1Q24,2Q26,0.7829679615139464,0.01998001998001998,0.9507039117060491,0.688354200962269,1.3811260400198537,0.7951779986263853,1.0978378255599799,8.0,0.12290931757916586,True,10
R,pt_ine_total_m1,total_nights_yoy,2024Q1+ (reviewer),R retry: INE Portugal nights total (m1),10,6,1Q25,2Q26,-0.3732892580505449,0.26373626373626374,0.7549444064083219,1.224013438980748,0.6167778738091095,0.6574195755945211,0.9785037299801164,6.0,-0.13375337115624716,False,6
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_full,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism,14,10,1Q24,2Q26,0.7921386987663782,0.000999000999000999,1.0156283511726534,0.49099079991206623,2.0685282725349374,0.6781395493785654,1.2423220073733099,2.0,0.6086077965286998,True,10
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_full,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism,14,10,1Q24,2Q26,0.7921386987663782,0.004995004995004995,1.0156283511726534,0.7189879683726774,1.4125804545399798,0.6781395493785654,1.2423220073733099,2.0,0.6086077965286998,True,6
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_full,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism,10,6,1Q25,2Q26,0.29072389633716483,0.45254745254745254,0.803793747665186,1.165666121925211,0.6895574406311495,0.48768054918355475,1.1548497242654687,5.0,0.17860946368204084,True,2
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_lag1,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism (lag1),13,9,2Q24,2Q26,0.3793833901625788,0.1888111888111888,1.0115757697281749,0.5030128268921361,2.0110337463523424,0.9087717736294473,1.1482842892703775,4.0,0.19557427698424193,False,10
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_lag1,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism (lag1),13,9,2Q24,2Q26,0.3793833901625788,0.2007992007992008,1.0115757697281749,0.72530030198555,1.3946992259053663,0.9087717736294473,1.1482842892703775,4.0,0.19557427698424193,False,6
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_lag1,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism (lag1),10,6,1Q25,2Q26,-0.020390245253326295,0.949050949050949,0.7499809162337783,1.0876264572641308,0.6895574406311495,0.6576617362178937,0.9009260743677993,6.0,0.018359993413065892,False,2
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_m1,emea_nights_yoy_mid,2022Q1+,R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism (m1),14,10,1Q24,2Q26,0.48923546657372924,0.07392607392607392,1.5005520455214876,0.7254201286224592,2.0685282725349374,1.2265350097366574,1.6244132292244897,0.0,0.2159206639942842,True,10
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_m1,emea_nights_yoy_mid,2023Q1+,R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism (m1),14,10,1Q24,2Q26,0.48923546657372924,0.0939060939060939,1.5005520455214876,1.0622772251299175,1.4125804545399798,1.2265350097366574,1.6244132292244897,0.0,0.2159206639942842,True,6
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_m1,emea_nights_yoy_mid,2024Q1+ (reviewer),R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism (m1),10,6,1Q25,2Q26,-0.4024009318219625,0.25374625374625376,1.1613138430928596,1.6841437343202519,0.6895574406311495,0.6882187393095555,1.2513710633375883,1.0,-0.09451164821343387,False,2
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_full,total_nights_yoy,2022Q1+,R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism,14,10,1Q24,2Q26,0.6406706603639679,0.024975024975024976,1.1778294849548965,0.26303080772538484,4.477914564991185,0.8907879505831489,1.5373178786094441,1.0,0.3290813492783023,True,14
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_full,total_nights_yoy,2023Q1+,R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism,14,10,1Q24,2Q26,0.6406706603639679,0.017982017982017984,1.1778294849548965,0.8528037636144817,1.3811260400198537,0.8907879505831489,1.5373178786094441,1.0,0.3290813492783023,True,10
R,pt_ine_tourism_in_rural_areas_and_lodging_tourism_full,total_nights_yoy,2024Q1+ (reviewer),R retry: INE Portugal nights tourism_in_rural_areas_and_lodging_tourism,10,6,1Q25,2Q26,-0.1663763585191969,0.6393606393606394,0.6747305063743247,1.0939602975821914,0.6167778738091095,0.4713923473092709,1.2454491012471145,5.0,-0.03447841854115253,False,6
