cik,Company Name,SIC,State location,State of Inc,Fiscal Year End
1473654,"LevelBlox, Inc.",7372,FL,DE,1231
1572840,"South Beach Spirits, Inc.",6531,FL,,0228
1574135,"Pivotal Software, Inc.",7372,CA,DE,0201
1628104,"XSport Global, Inc.",7370,CA,WY,0930
1647170,"Tapinator, Inc.",7372,NY,DE,1231
1660839,Phoenix Apps Inc.,7371,A6,NV,1231
1683252,TOKEN COMMUNITIES LTD.,7374,NY,DE,0630
1701040,CISION LTD.,7372,IL,E9,1231
1719893,MTech Acquisition Corp,7374,FL,DE,1231
1744895,Churchill Capital Corp,7374,NY,,1231
350403,"PHI Group, Inc./DE",4522,LA,DE,1231
1087423,RED HAT INC,7370,NC,DE,0228
1100644,VALIDIAN CORP,7372,A6,NV,1231
1386026,"ZENERGY BRANDS, INC.",7372,TX,NV,1231
1402453,Her Imports,7374,NV,NV,1231
1449574,"Bravatek Solutions, Inc.",7372,TX,CO,1231
1456212,"BlackRidge Technology International, Inc.",7372,NV,NV,1231
1517401,Peak Resorts Inc,7011,MO,MO,0430
1520528,"REAC GROUP, INC.",6531,FL,FL,1231
1556148,"Infor, Inc.",7372,NY,,0430
1635965,4M Carbon Fiber Corp.,7374,TN,DE,1231
1671077,MED SPA VACATIONS INC.,4700,NC,,
1690622,XTribe P.L.C.,7372,X0,X0,
1702541,RIVEX TECHNOLOGY CORP.,7372,MT,NV,0331
723533,Longwen Group Corp.,7372,TX,NV,1231
844887,DIAMONDHEAD CASINO CORP,7011,VA,DE,1231
869531,Advantego Corp,7374,CO,CO,1231
920448,BROADVISION INC,7372,CA,DE,1231
945989,ASTEA INTERNATIONAL INC,7372,PA,DE,1231
1455926,IRONCLAD ENCRYPTION Corp,7372,TX,DE,0331
1498232,"TripBorn, Inc.",4700,K7,DE,0331
1543272,"MJ BIOTECH, INC.",7370,NJ,DE,1231
1580262,"Right On Brands, Inc.",7374,TX,NV,0331
1626078,SavDen Group Corp.,7372,2M,NV,0531
789318,CLANCY SYSTEMS INTERNATIONAL INC /CO/,7372,CO,CO,0930
832488,"MAM SOFTWARE GROUP, INC.",7372,PA,DE,0630
1568969,"APPYEA, INC",7371,TX,SD,0630
1653876,MOMENTOUS HOLDINGS CORP.,7372,X0,NV,0531
1684508,"Cannis, Inc.",7372,N8,NV,0831
1768206,Oxford Northeast Ltd.,7374,NY,NY,0930
73887,Bristow Group Inc,4522,TX,DE,0331
1031308,BENTLEY SYSTEMS INC,7372,PA,DE,1231
1110611,ON24 INC.,7372,CA,DE,1231
1321655,Palantir Technologies Inc.,7372,CO,,
1393781,WIKISOFT CORP.,7374,CA,NV,1231
1422930,"PubMatic, Inc.",7370,CA,DE,1231
1435617,"POWERDYNE INTERNATIONAL, INC.",7374,RI,DE,1231
1477720,"Asana, Inc.",7372,CA,DE,0131
1554818,AUDDIA INC.,7374,CO,DE,1231
1566895,"NCINO, INC.",7372,NC,DE,0131
1626450,"BigCommerce Holdings, Inc.",7372,TX,DE,1231
1640147,Snowflake Inc.,7372,MT,DE,0131
1643269,"Sumo Logic, Inc.",7372,CA,DE,0131
1643542,Exsular Financial Group Inc.,7374,CO,CO,1231
1668082,BYLOG GROUP CORP.,7374,F4,NV,0331
1721947,Jamf Holding Corp.,7372,MN,DE,1231
1724570,DATTO HOLDING CORP.,7372,CT,DE,1231
1747748,Qualtrics International Inc.,7372,UT,DE,1231
1753162,Fathom Holdings Inc.,6531,NC,NC,1231
1783317,McAfee Corp.,7372,CA,DE,1225
1794515,ZoomInfo Technologies Inc.,7372,WA,,1231
1794905,"Cyxtera Technologies, Inc.",7370,NY,DE,1231
1799332,GAN Ltd,7370,CA,D0,1231
1800227,IAC/InterActiveCorp,7370,NY,DE,1231
1800392,Venus Acquisition Corp,7371,NY,E9,1231
1800667,JFrog Ltd,7372,CA,L3,1231
1801169,Opendoor Technologies Inc.,6531,AZ,DE,1231
1801661,Skillz Inc.,7374,CA,DE,1231
1805651,"MARKETWISE, INC.",7372,NY,,1231
1806837,"Vertex, Inc.",7372,PA,PA,1231
1809519,"GoodRx Holdings, Inc.",7374,CA,DE,1231
1810019,"Rackspace Technology, Inc.",7370,TX,DE,1231
1810806,Unity Software Inc.,7372,CA,DE,1231
1814329,"Astra Space, Inc.",4700,CA,DE,1231
1818201,CCC Intelligent Solutions Holdings Inc.,7372,IL,E9,1231
1819394,"Matterport, Inc./DE",7372,CA,DE,1231
1819404,Nerdy Inc.,7372,TX,E9,1231
1819516,Wheels Up Experience Inc.,4522,NY,,1231
1819989,Cipher Mining Inc.,7374,NY,DE,1231
1820302,VPC Impact Acquisition Holdings,7372,E9,E9,1231
1821175,Motorsport Games Inc.,7372,FL,FL,1231
1823878,"PLAYSTUDIOS, Inc.",7372,NV,,1231
1825024,Offerpad Solutions Inc.,6531,DC,DE,1231
1827075,Dragoneer Growth Opportunities Corp. II,7372,CA,E9,1231
1827090,"Certara, Inc.",7372,NJ,DE,1231
1828016,Playtika Holding Corp.,7374,L3,,1231
1828791,Viant Technology Inc.,7370,CA,DE,1231
1829280,Forian Inc.,7374,PA,DE,1231
1830043,Bumble Inc.,7370,TX,,1231
1835378,ION Acquisition Corp 2 Ltd.,7372,L3,E9,1231
1836981,"GigCapital4, Inc.",7372,CA,DE,1231
1309251,"FOUNTAIN HEALTHY AGING, INC.",4700,NV,NV,1231
1577526,"C3.ai, Inc.",7372,CA,DE,0430
1800347,"E2open Parent Holdings, Inc.",7374,TX,DE,0228
1805833,Trebia Acquisition Corp.,7370,NY,E9,1231
1811999,"FARMHOUSE, INC. /NV",7370,CA,NV,1231
1816906,"Gaming Technologies, Inc.",7372,NV,DE,1231
1565687,"Intapp, Inc.",7372,CA,DE,0630
1593773,KANGE CORP,7371,CA,NV,1130
1807166,Amesite Inc.,7372,MI,DE,0630
1831096,"Great Elm Group, Inc.",7372,MA,DE,0630
1839439,"PAYCOR HCM, INC.",7372,OH,DE,0630
1860173,Privacy & Value Inc.,7371,NV,WY,0731
101001,"UNITED AIR LINES, INC.",4512,IL,DE,1231
276189,FAIRFIELD COMMUNITIES INC,7000,AR,DE,1231
276478,GATX RAIL CORP,4700,IL,NY,1231
278243,LA QUINTA INNS INC,7011,TX,TX,1231
3000,AIRBORNE INC /DE/,4513,WA,DE,1231
313749,LA QUINTA CORP,7011,TX,DE,1231
314661,LA QUINTA PROPERTIES INC,7011,TX,DE,1231
314733,HOST MARRIOTT CORP/MD,7011,MD,DE,1229
357019,GATX FINANCIAL CORP,4700,IL,DE,1231
47580,HILTON HOTELS CORP,7011,CA,DE,1231
701345,US AIRWAYS GROUP INC,4512,AZ,DE,1231
706270,AMERICA WEST AIRLINES INC,4512,AZ,DE,1231
711761,LOTUS DEVELOPMENT CORP,7372,MA,DE,1231
714560,US AIRWAYS INC,4512,AZ,DE,1231
758004,NOVELL INC,7372,MA,DE,1031
789388,SUNGARD DATA SYSTEMS INC,7374,PA,DE,1231
795879,SHEARSON UNION SQUARE ASSOCIATES LTD PARTNERSHIP,7011,NY,DE,1231
80293,PRIME HOSPITALITY CORP,7011,NJ,DE,1231
810724,RED LION INNS LIMITED PARTNERSHIP,7011,AZ,DE,1231
811664,WORLDCORP INC,4522,VA,DE,1231
842461,SIGNAL CAPITAL HOLDINGS CORP,4700,NH,DE,1231
356028,"CA, INC.",7372,NY,DE,0331
69999,NATIONAL COMPUTER SYSTEMS INC,7374,MN,MN,0131
230211,FEDERAL EXPRESS CORP,4513,TN,DE,0531
777676,Oracle Systems,7372,CA,DE,0531
878594,HYPERION SOFTWARE CORP,7372,CT,DE,0630
716714,STERLING SOFTWARE INC,7372,TX,DE,0930
769635,MRI BUSINESS PROPERTIES FUND LTD III,7011,GA,CA,0930
771993,INTELOGIC TRACE INC,7370,TX,NY,0731
101281,UNITED INNS INC,7011,TN,DE,0930
216039,GRUBB & ELLIS CO,6531,IL,DE,1231
702720,ATLANTIC SOUTHEAST AIRLINES INC,4512,GA,GA,1231
744964,TECHNOLOGY FUNDING PARTNERS I,7372,CA,CA,1231
747605,VERAMARK TECHNOLOGIES INC,7372,NY,DE,1231
772001,TECHNOLOGY FUNDING PARTNERS II,7372,CA,CA,1231
790498,DATA TRANSMISSION NETWORK CORP,7370,NE,DE,1231
799089,ASCENTIAL SOFTWARE CORP,7372,MA,DE,1231
804219,PRIME MOTOR INNS LTD PARTNERSHIP,7011,OH,DE,1231
808066,TECHNOLOGY FUNDING PARTNERS III L P,7372,CA,DE,1231
813897,PSH MASTER L P I,7011,OH,DE,1231
820235,STRUCTURAL DYNAMICS RESEARCH CORP /OH/,7372,OH,OH,1231
822026,MANHATTAN BEACH HOTEL PARTNERS LP,7011,NY,DE,1231
91741,"HPT SN HOLDING, INC.",7011,MA,NY,1231
311946,LOGICON INC /DE/,7371,CA,DE,0331
47254,TRIDEX CORP,7372,CT,CT,1231
65291,HOMEFREE VILLAGE RESORTS INC,6531,CO,DE,1231
709139,HOGAN SYSTEMS INC,7372,TX,DE,0331
786053,TRANSCISCO INDUSTRIES INC,4700,CA,DE,0331
793604,INTERLEAF INC /MA/,7372,MA,MA,0331
806072,CIS TECHNOLOGIES INC,7374,OK,DE,1231
812591,AIRCOA HOTEL PARTNERS L P,7011,CO,DE,1231
816159,AIR METHODS CORP,4522,CO,DE,1231
835729,BMC SOFTWARE INC,7372,TX,DE,0331
104519,WANG LABORATORIES INC,7372,MA,DE,1231
201513,COMSHARE INC,7372,MI,MI,0630
2491,"BALLY TECHNOLOGIES, INC.",7372,NV,NV,0630
277666,BIG BOULDER CORP/PA,7011,PA,PA,0331
44800,ANALEX CORP,7370,VA,DE,1206
6292,ANALYSTS INTERNATIONAL CORP,7371,MN,,1229
711210,ORION FINANCIAL LTD,6531,CO,CO,0930
738830,CHEYENNE SOFTWARE INC,7372,NY,DE,0630
792861,IFX CORP,7370,IL,DE,0630
805330,INTERSOLV INC,7372,MD,DE,0430
929536,KAHLER MANAGEMENT CORP,7011,MN,MN,0703
316554,SUPER 8 MOTELS II LTD,7011,CA,CA,0930
34682,BOWLINE CORP,7374,PA,NY,0930
700664,SUPER 8 ECONOMY LODGING IV LTD,7011,CA,CA,0930
707606,SYSTEMS & COMPUTER TECHNOLOGY CORP,7370,PA,DE,0930
714540,MPSI SYSTEMS INC,7370,OK,DE,1231
734394,BOOLE & BABBAGE INC,7372,CA,DE,0930
745289,MRI BUSINESS PROPERTIES FUND LTD II,7011,GA,CA,0930
783728,RIDGEWOOD HOTELS INC,7011,GA,DE,0831
804888,ACCLAIM ENTERTAINMENT INC,7372,NY,DE,0331
805574,DIGITAL ORIGIN INC,7372,CA,CA,0930
812482,ARCHON CORP,7011,NV,NV,0930
832767,PHOENIX TECHNOLOGIES LTD,7372,CA,DE,0930
850922,CCAIR INC,4512,NC,DE,1231
10242,BASE TEN SYSTEMS INC,7372,NJ,NJ,1231
205219,BRC HOLDINGS INC,7370,TX,DE,1231
216860,PHOENIX LEASING INCOME FUND 1977,7370,CA,CA,1231
27566,LYNTON GROUP INC,4522,NJ,DE,0930
278327,TRANS WORLD AIRLINES INC /NEW/,4512,MO,DE,1231
311174,SUPER 8 MOTELS LTD,7011,CA,CA,1231
316206,"STARWOOD HOTELS & RESORTS WORLDWIDE, LLC",7011,CT,MD,1231
317859,SUPER 8 MOTELS III LTD,7011,CA,CA,1231
319237,CERPLEX GROUP INC/DE,7370,CA,DE,0930
353543,PHOENIX LEASING INCOME FUND 1981,7370,CA,CA,1231
356064,PRIMARK CORP,7370,MA,MI,1231
356225,PHOENIX LEASING GROWTH FUND 1982,7370,CA,CA,1231
42429,GOLF HOST RESORTS INC,7011,CO,CO,1231
54883,"KEANE, INC.",7371,MA,MA,1231
709995,PHOENIX LEASING INCOME FUND VI,7370,CA,CA,1231
716903,COMPUTER LANGUAGE RESEARCH INC,7372,TX,TX,1231
732676,PHOENIX LEASING INCOME FUND VII,7370,CA,CA,1231
737876,FAMOUS HOST LODGING V LP,7011,CA,CA,1231
769129,GROWTH HOTEL INVESTORS,7011,SC,CA,1231
778423,ARLINGTON HOSPITALITY INC,7011,IL,DE,1231
786620,CIMETRIX INC,7372,UT,NV,1231
790549,WESTIN HOTELS LTD PARTNERSHIP,7011,NY,DE,1231
791346,GROWTH HOTEL INVESTORS II,7011,SC,CA,1231
795090,CONSILIUM INC,7372,CA,DE,1031
800730,METRIC PARTNERS GROWTH SUITE INVESTORS LP,7011,CA,CA,1231
805054,TECHTEAM GLOBAL INC,7370,MI,DE,1231
808207,SYSTEM SOFTWARE ASSOCIATES INC,7372,IL,DE,1031
808377,CRI HOTEL INCOME PARTNERS L P,7011,MD,DE,1231
811640,CONCERTO SOFTWARE INC,7372,MA,DE,1231
858912,NEWSEDGE CORP,7370,MA,DE,1231
871012,TAJ MAHAL HOLDING CORP,7011,NJ,DE,1231
928697,KAHLER REALTY CORP,7011,MN,MN,0703
943320,"TRUMP ENTERTAINMENT RESORTS, INC.",7011,NJ,DE,1231
943322,TRUMP ENTERTAINMENT RESORTS HOLDINGS LP,7011,NJ,DE,1231
943323,TRUMP ENTERTAINMENT RESORTS FUNDING INC,7011,NJ,DE,1231
944647,PROMUS HOTEL CORP/OLD,7011,TN,DE,1231
946358,NHP INC,6531,VA,DE,1231
949240,"WORLD AIR HOLDINGS, INC.",4522,GA,,1231
1001113,HYPERION SOLUTIONS CORP,7372,CA,DE,0630
1006370,FORTE SOFTWARE INC \DE\,7372,CA,DE,0331
102267,UPTOWNER INNS INC,7011,WV,WV,0630
310624,AMERICAN MANAGEMENT SYSTEMS INC,7370,VA,DE,1231
313299,SUPER 8 MOTELS TEXAS LTD,7011,TX,TX,1228
316222,EXCALIBUR TECHNOLOGIES CORP,7372,VA,DE,0131
316297,SUPER 8 MOTELS NORTHWEST I,7011,WA,WA,1231
354888,CYCARE SYSTEMS INC,7374,AZ,DE,1231
356213,"Gold Merger Sub, LLC",7011,NV,DE,1231
46205,HAWAIIAN AIRLINES INC/HI,4512,HI,HI,1231
50420,INFODATA SYSTEMS INC,7372,VA,VA,1231
701258,SUPER 8 MOTELS NORTHWEST II,7011,WA,WA,1231
708367,SILICON VALLEY RESEARCH INC,7372,CA,CA,0331
715273,WYNDHAM INTERNATIONAL INC,7000,TX,DE,1231
717238,MSC SOFTWARE CORP,7372,CA,DE,1231
718905,ROADRUNNER VIDEO GROUP INC,7372,KY,DE,1231
718976,BGS SYSTEMS INC,7372,MA,MA,0131
719612,LEARNING CO INC,7372,MA,DE,0104
720031,COMPTEK RESEARCH INC/NY,7371,NY,NY,0331
720462,MARKET GUIDE INC,7374,NY,NY,0228
733871,STAR TECHNOLOGIES INC,7372,VA,DE,1231
737300,COVER ALL TECHNOLOGIES INC,7372,NJ,DE,1231
764843,SEDONA CORP,7372,PA,PA,1231
775163,INTEGRATED SYSTEMS INC,7372,CA,CA,0228
787494,COACHMAN INNS INCOME LTD PARTNERSHIP,7011,OK,OK,1231
804121,TANGRAM ENTERPRISE SOLUTIONS INC,7372,NC,PA,1231
823190,MYWEB INC COM,7372,NV,NV,1231
824008,INNOVATIVE TECH SYSTEMS INC,7372,PA,IL,0131
832175,TELESCAN INC,7370,TX,DE,1231
834162,MTR GAMING GROUP INC,7011,WV,DE,1231
835344,COMAIR HOLDINGS INC,4512,OH,KY,0331
840824,NETEGRITY INC,7372,MA,DE,1231
854916,CAERE CORP,7372,CA,DE,1231
8598,AUTO GRAPHICS INC,7374,CA,CA,1231
87822,SCIENTIFIC SOFTWARE INTERCOMP INC,7372,CO,CO,1231
886167,IQ SOFTWARE CORP,7372,GA,GA,0131
888358,NOVADIGM INC,7372,NJ,DE,0331
893573,ANALOGY INC,7372,OR,OR,0331
894049,POWERCHANNEL INC,7374,A1,DE,1231
898441,3DO CO,7372,CA,DE,0331
913949,MACROMEDIA INC,7372,CA,DE,0331
941557,RED LION HOTELS INC,7011,WA,DE,1231
943583,MAXIS INC,7372,CA,DE,0331
946362,AIRWAYS CORP,4512,FL,DE,0331
947116,HARBINGER CORP,7370,GA,GA,1231
96608,CONTINUUM CO INC,7372,TX,DE,0331
96677,TECHNALYSIS CORP,7371,MN,MN,1231
1003383,MICROWARE SYSTEMS CORP,7372,IA,IA,0331
1005268,SCB COMPUTER TECHNOLOGY INC,7371,TN,TN,0430
1005882,WALSH INTERNATIONAL INC \DE\,7371,PA,DE,0630
1012123,RENAISSANCE WORLDWIDE INC,7370,MA,MA,1231
2135,AFFILIATED COMPUTER SERVICES INC,7374,TX,DE,1231
22896,COMPUSERVE CORP,7370,OH,DE,0430
23055,GROUP 1 SOFTWARE INC,7372,MD,DE,0331
720671,HALIFAX CORP OF VIRGINIA,7370,VA,VA,0331
720851,NESTOR INC,7372,RI,DE,1212
724991,SIERRA ON LINE INC,7372,WA,DE,0331
756497,MICROGRAFX INC,7372,TX,TX,0630
777249,EDMARK CORP,7372,WA,WA,0630
802242,INTERLINQ SOFTWARE CORP,7372,WA,WA,0630
806087,THOUSAND TRAILS INC/DE/,7000,TX,NV,0630
806435,GROUP 1 SOFTWARE INC /DE,7372,MD,DE,0331
814929,BROADCASTER INC,7372,CA,CA,1231
815185,MEDIA LOGIC INC,7374,MA,MA,0331
820738,TigerLogic CORP,7372,OR,DE,1231
824845,DAINE INDUSTRIES INC,4700,NY,DE,0630
835768,MAIR HOLDINGS INC,4512,MN,MN,0331
849433,ANSOFT CORP,7372,PA,PA,0430
852164,TELYNX INC,7371,CA,DE,1031
863015,ISLE OF CAPRI CASINOS INC,7011,MO,DE,0425
863650,ADAM INC,7372,GA,GA,1231
872443,FRONTSTEP INC,7372,OH,OH,0630
873594,ROSS SYSTEMS INC/CA,7372,GA,DE,0630
877931,"Vertical Communications, Inc.",7372,MA,DE,0630
880119,PHARMACEUTICAL MARKETING SERVICES INC,7370,NY,DE,0630
880229,CAYENNE SOFTWARE INC,7372,MA,MA,1231
883780,AOL LLC,7370,VA,DE,0630
891178,EPICOR SOFTWARE CORP,7372,CA,DE,1231
892191,OBJECTIVE SYSTEMS INTEGRATORS INC,7372,CA,CA,0630
894705,SCOPUS TECHNOLOGY INC,7372,CA,CA,0331
895021,CENTURA SOFTWARE CORP,7372,CA,DE,1231
896157,CARECENTRIC INC,7372,GA,DE,1231
910338,OPENVISION TECHNOLOGIES INC,7371,CA,CA,0630
911577,STARBASE CORP,7372,CA,DE,0331
918581,"CMTSU Liquidation, Inc.",7371,CO,DE,1231
919565,ARIZONA CHARLIES INC,7011,NV,NV,0630
919566,CAPITOL QUEEN & CASINO INC,7011,NV,NV,0630
935418,VIASOFT INC /DE/,7372,AZ,DE,0630
944740,DATALOGIX INTERNATIONAL INC,7372,NY,NY,0630
945066,EAGLE POINT SOFTWARE CORP,7372,IA,DE,0630
945837,UNISON SOFTWARE INC,7372,CA,DE,0531
947482,HPR INC,7372,MA,DE,0630
949956,VERITY INC \DE\,7374,CA,DE,0531
1003390,SILVERSTAR HOLDINGS LTD,7372,FL,B0,0630
1005291,STERLING COMMERCE INC,7372,TX,DE,0930
1007992,LYCOS INC,7370,MA,DE,0731
1011696,AIRNET SYSTEMS INC,4512,OH,OH,1231
1013273,COMPRESSANT CORP,7372,CA,FL,0930
1013322,WEBHIRE INC,7371,MA,DE,0930
1015446,GRAPHIX ZONE INC /DE/,7374,CA,DE,1231
1023185,ACCELER8 TECHNOLOGY CORP,7371,CO,CO,0731
313522,BIG SKY TRANSPORTATION CO,4512,MT,MT,0630
707668,QUARTERDECK CORP,7372,CA,DE,0930
774055,TRANSAXIS INC,7374,UT,DE,0630
779681,"CAPE SYSTEMS GROUP, INC",7372,NJ,NJ,0930
784711,MARRIOTT HOTEL PROPERTIES LTD PARTNERSHIP,7011,MD,DE,1231
792130,DATAWATCH CORP,7372,MA,DE,0930
812490,BRODERBUND SOFTWARE INC /DE/,7372,CA,DE,0831
848551,MAPICS INC,7372,GA,GA,0930
851560,TARANTELLA INC,7372,CA,CA,0930
879796,ARI NETWORK SERVICES INC /WI,7370,WI,WI,0731
880584,"GDT TEK, Inc.",7370,FL,,0630
885073,PREVIO INC,7372,CA,DE,0930
886903,KRONOS INC,7372,MA,MA,0930
887085,DATA RESEARCH ASSOCIATES INC,7374,MO,MO,0930
916238,MAPINFO CORP,7372,NY,DE,0930
920354,MRO SOFTWARE INC,7372,MA,MA,0930
920985,ABR INFORMATION SERVICES INC,7374,FL,FL,0731
929457,EPIC DESIGN TECHNOLOGY INC /CA/,7371,CA,CA,0930
932110,KITTY HAWK INC,4522,TX,DE,1231
945127,SEER TECHNOLOGIES INC /DE,7371,NC,DE,0930
945256,SPYGLASS INC,7372,IL,DE,0930
946665,VISIO CORP,7372,WA,WA,0930
1000188,ENTERPRISE SYSTEMS INC /DE/,7371,IL,DE,1231
1000366,PSINET CONSULTING SOLUTIONS INC,7371,TX,DE,1231
1000578,VANGUARD AIRLINES INC \DE\,4512,MO,DE,1231
1000782,CLARIFY INC,7372,CA,DE,1231
1000860,DATAWORKS CORP,7372,CA,DE,1231
1001149,SHERATON HOLDING CORP,7000,NY,NV,1231
1001188,CARNEGIE GROUP INC,7374,PA,DE,1231
1001489,RED BRICK SYSTEMS INC,7372,CA,DE,1231
1001635,SAVILLE SYSTEMS PLC,7371,MA,,1231
1001865,COAST CASINOS INC,7011,NV,NV,1231
1002115,BRISTOL HOTEL CO,7011,TX,DE,1231
1002225,ADVENT SOFTWARE INC /DE/,7371,CA,DE,1231
1002388,"ACCELRYS, INC.",7372,CA,DE,0331
1002396,MILLION DOLLAR SALOON INC,7011,TX,NV,1231
1002536,INDIVIDUAL INC,7374,MA,DE,1231
1002579,EXTENDED STAY AMERICA INC,7011,SC,DE,1231
1002607,ATARI INC,7372,NY,DE,0331
1005127,INDUS GROUP INC,7372,CA,CA,1231
1005270,ENGINEERING ANIMATION INC,7372,IA,DE,1231
1005387,GENSYM CORP,7372,MA,DE,1231
1005702,MINDSPRING ENTERPRISES INC,7372,GA,DE,1231
1005760,SOUTH SEAS PROPERTIES CO LTD PARTNERSHIP,7011,FL,OH,1231
1006835,SIEBEL SYSTEMS INC,7372,CA,DE,1231
1006892,JDA SOFTWARE GROUP INC,7371,AZ,DE,1231
1007076,HMC ACQUISITION PROPERTIES INC /DE,7011,MD,DE,1231
1007297,EXCITE INC,7372,CA,DE,1231
1007367,TVC TELECOM INC,7372,FL,NV,1231
1007456,ELECTRONIC DATA SYSTEMS CORP /DE/,7370,TX,DE,1231
1007997,AXENT TECHNOLOGIES INC,7372,MD,DE,1231
1008129,PRISM SOLUTIONS INC,7372,CA,DE,1231
1008588,WORLDTALK COMMUNICATIONS CORP,7372,CA,DE,1231
1008946,V ONE CORP/ DE,7372,MD,DE,1231
1009304,I2 TECHNOLOGIES INC,7372,TX,DE,1231
1010138,DBT ONLINE INC,7370,NV,PA,1231
1010471,WYNDHAM HOTEL CORP,7011,TX,DE,1231
1011255,PRIMIX,7372,MA,DE,1231
1011449,SUBURBAN LODGES OF AMERICA INC,7011,GA,GA,1231
1011451,MECHANICAL DYNAMICS INC \MI\,7372,MI,MI,1231
1011661,SS&C TECHNOLOGIES INC,7372,CT,DE,1231
1012459,USCS INTERNATIONAL INC,7371,CA,DE,1231
1012624,INTERSTATE HOTELS CO,7011,PA,PA,1231
1013033,ALYSIS TECHNOLOGIES INC,7372,CA,DE,1231
1013170,SILICON GAMING INC,7372,CA,CA,1231
1013256,HOMESTEAD VILLAGE INC,7011,GA,MD,1231
1013355,TRUSTED INFORMATION SYSTEMS INC,7372,MD,DE,1231
1013559,COAST HOTELS & CASINOS INC,7011,NV,NV,1231
1013560,COAST WEST INC,7011,NV,,
1013687,PHOENIX INTERNATIONAL LTD INC,7372,FL,FL,1231
1013795,SIMULATION SCIENCES INC,7371,CA,DE,1231
1013834,PS GROUP HOLDINGS INC,4700,CA,DE,1231
1013920,AWARD SOFTWARE INTERNATIONAL INC,7372,CA,CA,1231
1014764,CAPSTAR HOTEL CO,7011,DC,DE,1231
1014920,OPTIKA INC,7372,CO,DE,1231
1014955,EXCELON CORP,7372,MA,DE,1231
1015580,EARTHLINK NETWORK INC,7372,CA,DE,1231
1016466,MAJESTIC STAR CASINO LLC,7011,NV,IN,1231
1016831,DOCUMENT SCIENCES CORP,7372,CA,DE,1231
1017261,SHOWBOAT MARINA PARTNERSHIP,7000,IN,IN,1231
1017262,SHOWBOAT MARINA INVESTMENT PARTNERSHIP,7000,IN,IN,1231
1017546,STORM TECHNOLOGY INC,7372,CA,DE,1231
1017657,INFINITY FINANCIAL TECHNOLOGY INC,7372,CA,CA,1231
1017917,CCC INFORMATION SERVICES GROUP INC,7370,IL,DE,1231
1017968,EDGEWATER TECHNOLOGY INC/DE/,7370,MA,DE,1231
1018728,TECHNOLOGY MODELING ASSOCIATES INC,7372,CA,CA,1231
1019156,CYBERMEDIA INC,7372,CA,DE,1231
1019876,NIELSEN MEDIA RESEARCH INC,7374,NY,DE,1231
1020265,SABRE HOLDINGS CORP,4700,TX,DE,1231
1020350,US FRANCHISE SYSTEMS INC,7011,GA,DE,1231
1021421,HOMEGATE HOSPITALITY INC,7011,TX,DE,1231
1021772,IMRGLOBAL CORP,7371,A8,FL,1231
1022644,ELDORADO RESORTS LLC,7011,NV,NV,1231
1022820,WCH INC,7011,KS,DE,1231
1023905,GEOTEL COMMUNICATIONS CORP,7372,MA,DE,1231
1023944,ASA HOLDINGS INC,4512,GA,,1231
1024339,CREDIT MANAGEMENT SOLUTIONS INC,7371,MD,MD,1231
1024674,BA MERCHANT SERVICES INC,7374,CA,DE,1231
1024732,IGATE CORP,7371,PA,PA,1231
1029863,AMERICA WEST HOLDINGS CORP,4512,AZ,DE,1231
108949,NUKO INFORMATION SYSTEMS INC /CA/,7370,CA,NY,1231
3202,ALASKA AIRLINES INC,4512,WA,AK,1231
357226,POTOMAC HOTEL LTD PARTNERSHIP,7011,MD,DE,1231
714603,DST SYSTEMS INC,7374,MO,DE,1231
722607,WALL DATA INC,7372,CA,WA,0430
722826,FDP CORP,7372,FL,FL,1130
75448,NSTOR TECHNOLOGIES INC,7372,CA,DE,1231
768262,SYBASE INC,7372,CA,DE,1231
768892,"BPO Management Services, Inc.",7371,CA,PA,1231
778718,TOWER AIR INC,4512,NY,DE,1231
779390,ASPECT COMMUNICATIONS CORP,7372,CA,CA,1231
792896,VMS NATIONAL HOTEL PARTNERS,7011,IL,IL,1231
810992,ALLSTAR INNS INC /DE/,7011,CA,DE,1231
818813,Bitstream Inc.,7371,MA,DE,1231
821172,ONE WORLD ONLINE COM INC,7370,UT,NV,0630
822968,HOTEL PROPERTIES L P,7000,NY,DE,1231
825703,PLATINUM TECHNOLOGY INTERNATIONAL INC,7372,IL,DE,1231
831529,CONNECTINC COM CO,7372,CA,DE,1231
832179,COURTYARD BY MARRIOTT II LIMITED PARTNERSHIP /DE/,7011,MD,DE,1231
845240,MARRIOTT HOTEL PROPERTIES II LIMITED PARTNERSHIP,7011,MD,DE,1231
846775,SIMTROL INC,7372,GA,DE,1231
846926,SEA PINES ASSOCIATES INC,7011,SC,SC,1031
847555,"IdentiPHI, Inc.",7370,TX,DE,1231
849585,COOPER & CHYAN TECHNOLOGY INC,7372,CA,DE,1231
853266,MOSAIX INC,7371,WA,WA,1231
859360,LEGATO SYSTEMS INC,7372,CA,DE,1231
861179,HEALTH MANAGEMENT SYSTEMS INC,7374,NY,NY,1231
861438,PHYSICIAN COMPUTER NETWORK INC /NJ,7370,NJ,NJ,1231
862928,SOFTWARE ARTISTRY INC,7372,IN,IN,1231
865570,THQ INC,7372,CA,DE,0331
865917,VERSANT CORP,7372,CA,CA,1231
866458,FORLINK SOFTWARE CORP INC,7372,F4,NV,1231
867058,MERCURY INTERACTIVE CORP,7372,CA,DE,1231
867666,VERITAS SOFTWARE CORP,7372,CA,DE,1231
