cik,Company Name,SIC,State location,State of Inc,Fiscal Year End
1433660,John Bean Technologies CORP,3550,IL,DE,1231
1433714,"CASTLIGHT HEALTH, INC.",7374,CA,,1231
1434070,RIDGEWOOD ENERGY Y FUND LLC,1382,NJ,DE,1231
1434316,FATE THERAPEUTICS INC,2836,CA,,1231
1434418,CONSTELLATION PHARMACEUTICALS INC,2834,MA,DE,1231
1434524,ClearSign Technologies Corp,3823,WA,WA,1231
1434588,"Grand Canyon Education, Inc.",8200,AZ,DE,1231
1434621,"LendingTree, Inc.",6163,NC,DE,1231
1434647,"KEMPHARM, INC",2834,FL,DE,1231
1434728,"Global Water Resources, Inc.",4941,AZ,,1231
1434842,Forbes Energy Services Ltd.,1389,TX,D0,1231
1434868,"Esperion Therapeutics, Inc.",2834,MI,DE,1231
1435049,"CHINOOK THERAPEUTICS, INC.",2834,WA,DE,1231
1435064,CEMTREX INC,3670,NY,DE,0930
1436126,"Mistras Group, Inc.",8711,NJ,DE,1231
1436208,Legacy Housing Corp,2451,TX,DE,1231
1436229,BTCS Inc.,7372,MD,NV,1231
1436425,"HOME BANCORP, INC.",6036,LA,,1231
1436942,MEWBOURNE ENERGY PARTNERS 08-A LP,1311,TX,DE,
1436975,"Lightstone Value Plus REIT II, Inc.",6798,NJ,MD,1231
1437071,Invesco Mortgage Capital Inc.,6798,GA,MD,1231
1437107,"Discovery, Inc.",4841,NY,DE,1231
1437226,"Mastech Digital, Inc.",8742,PA,PA,1231
1437352,"EVERBRIDGE, INC.",7372,MA,DE,1231
1437402,"ARDELYX, INC.",2834,CA,DE,1231
1437479,ENB Financial Corp,6021,PA,PA,1231
1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,8351,MA,,1231
1437958,COASTAL FINANCIAL CORP,6022,WA,WA,
1438133,TANDEM DIABETES CARE INC,3841,CA,DE,1231
1438231,Digimarc CORP,7373,OR,OR,1231
1438423,EVERSPIN TECHNOLOGIES INC,3674,AZ,,1231
1438533,"Travere Therapeutics, Inc.",2834,CA,CA,1231
1439095,MRC GLOBAL INC.,5084,TX,DE,1231
1439222,"AGIOS PHARMACEUTICALS, INC.",2834,MA,DE,1231
1439404,ZYNGA INC,7374,CA,,1231
1440024,"Roadrunner Transportation Systems, Inc.",4731,WI,DE,1231
1441236,Clearwater Paper Corp,2631,WA,DE,1231
1441683,APPIAN CORP,7372,VA,,1231
1441693,MARRONE BIO INNOVATIONS INC,2870,CA,DE,1231
1441816,"MongoDB, Inc.",7372,NY,DE,0131
1442101,Zhong Ya International Ltd,7389,NV,NV,1231
1442145,"Verisk Analytics, Inc.",7374,NJ,DE,1231
1442236,Quest Resource Holding Corp,7359,TX,NV,1231
1442626,"Bluerock Residential Growth REIT, Inc.",6798,NY,MD,1231
1442836,"Mersana Therapeutics, Inc.",2834,MA,DE,1231
1443611,SinglePoint Inc.,5960,AZ,NV,1231
1443669,Proto Labs Inc,3440,MN,,1231
1443863,BioCorRx Inc.,8093,CA,,1231
1444363,"GAIN Capital Holdings, Inc.",6221,NJ,DE,1231
1444380,NEVRO CORP,3841,CA,,1231
1444839,Bravo Multinational Inc.,7990,VA,WY,1231
1445109,Clean Coal Technologies Inc.,1311,NY,NV,1231
1445283,"YUMANITY THERAPEUTICS, INC.",2834,MA,DE,1231
1445305,WORKIVA INC,7372,IA,DE,1231
1445815,"BIOXYTRAN, INC",2834,MA,NV,1231
1445831,Newpoint Financial Corp,7997,CT,,1231
1446371,"Strategic Realty Trust, Inc.",6798,IL,MD,1231
1446806,"ICON Equipment & Corporate Infrastructure Fund Fourteen, L.P.",7359,NY,DE,1231
1446847,IRONWOOD PHARMACEUTICALS INC,2834,MA,DE,1231
1447028,Arbutus Biopharma Corp,2834,A1,,1231
1447051,Territorial Bancorp Inc.,6035,HI,MD,1231
1447362,CASTLE BIOSCIENCES INC,8071,TX,DE,1231
1447380,MOBIVITY HOLDINGS CORP.,7372,AZ,NV,1231
1447599,"FITBIT, INC.",3571,CA,,1231
1447669,TWILIO INC,7372,CA,DE,1231
1448038,Redwood Mortgage Investors IX,6500,CA,DE,1231
1448431,OptimizeRx Corp,7389,MI,NV,1231
1448597,AUGUSTA GOLD CORP.,1000,A1,DE,1231
1448893,Essent Group Ltd.,6351,D0,D0,1231
1449488,CSI Compressco LP,1389,TX,DE,1231
1449792,"PIONEER POWER SOLUTIONS, INC.",3612,NJ,DE,1231
1449794,"Embassy Bancorp, Inc.",6022,PA,PA,1231
1450720,Frontier Diversified Fund,6211,CO,DE,1231
1450722,Frontier Masters Fund,6211,CO,DE,1231
1450922,Aberdeen Standard Silver ETF Trust,6221,NY,DE,1231
1450923,Aberdeen Standard Gold ETF Trust,6221,NY,DE,1231
1451505,Transocean Ltd.,1381,V8,V8,1231
1451512,"Unrivaled Brands, Inc.",3510,CA,NV,1231
1451809,SITIME Corp,3674,CA,,1231
1452857,STEEL PARTNERS HOLDINGS L.P.,3390,NY,DE,1231
1452936,"Pacific Oak Strategic Opportunity REIT, Inc.",6798,CA,MD,1231
1453593,"Xtant Medical Holdings, Inc.",2836,MT,DE,1231
1453687,SELECTA BIOSCIENCES INC,2834,MA,DE,1231
1453818,HGR Liquidating Trust,6798,TX,MD,1231
1454742,"GOOD GAMING, INC.",7372,PA,NV,1231
1454789,"Astria Therapeutics, Inc.",2834,MA,DE,1231
1455650,N1 Liquidating Trust,6798,CA,,1231
1455684,"TPI COMPOSITES, INC",3510,AZ,,
1455741,"RIDGEWOOD ENERGY X FUND, LLC",1382,NJ,DE,1231
1455863,AMERICOLD REALTY TRUST,6798,GA,MD,1231
1456189,Leatt Corp,3751,T3,NV,1231
1456772,OFFICE PROPERTIES INCOME TRUST,6500,MA,MD,1231
1457612,"GENOCEA BIOSCIENCES, INC.",2836,MA,DE,1231
1457919,RIDGEWOOD ENERGY A-1 FUND LLC,1382,NJ,DE,1231
1458412,"CROSSFIRST BANKSHARES, INC.",6022,KS,KS,1231
1458891,Noble Corp,1381,TX,X0,1231
1459200,"Alarm.com Holdings, Inc.",7372,VA,DE,1231
1459417,"2U, Inc.",7372,MD,DE,1231
1459839,"SI-BONE, Inc.",3841,CA,DE,1231
1459862,Aberdeen Standard Palladium ETF Trust,6221,NY,DE,1231
1460235,Aberdeen Standard Platinum ETF Trust,6221,NY,DE,1231
1460329,"Fluent, Inc.",7310,NY,DE,1231
1460602,Orgenesis Inc.,2834,MD,NV,1231
1460702,"Qualigen Therapeutics, Inc.",2834,CA,DE,1231
1461119,CRH Medical Corp,8000,A1,A1,1231
1461219,GRAHAM ALTERNATIVE INVESTMENT FUND I LLC,6221,CT,DE,1231
1461237,GRAHAM ALTERNATIVE INVESTMENT FUND II LLC,6221,CT,DE,1231
1461755,"Atlantic Capital Bancshares, Inc.",6022,GA,GA,1231
1462047,PRIME GLOBAL CAPITAL GROUP Inc,6500,N8,NV,1031
1462103,"MEWBOURNE ENERGY PARTNERS 09-A, L.P.",1311,TX,DE,1231
1462120,"Live Oak Bancshares, Inc.",6022,NC,NC,1231
1462418,Altisource Portfolio Solutions S.A.,7380,N4,N4,
1463101,"Enphase Energy, Inc.",3674,CA,DE,1231
1463172,"Zendesk, Inc.",7374,CA,,1231
1463258,"Renewable Energy Group, Inc.",2860,IA,DE,1231
1463361,"Unity Biotechnology, Inc.",2834,CA,DE,1231
1463389,"ATEL 14, LLC",7359,CA,CA,1231
1463913,US Alliance Corp,6311,KS,KS,1231
1463972,Vuzix Corp,3663,NY,DE,1231
1464343,Atlanticus Holdings Corp,6141,GA,GA,1231
1464423,PennyMac Mortgage Investment Trust,6798,CA,MD,1231
1464790,"B. Riley Financial, Inc.",7389,CA,DE,1231
1464865,"Good Hemp, Inc.",2080,NC,NV,1231
1464963,"First Eagle Alternative Capital BDC, Inc.",,MA,DE,1231
1465128,"STARWOOD PROPERTY TRUST, INC.",6798,CT,,1231
1465264,"HD SUPPLY, INC.",5000,GA,DE,0131
1465740,TWO HARBORS INVESTMENT CORP.,6798,MN,,1231
1465872,VANTAGE DRILLING INTERNATIONAL,1381,E9,E9,1231
1465885,Western Asset Mortgage Capital Corp,6798,CA,DE,1231
1466026,"Midland States Bancorp, Inc.",6022,IL,IL,1231
1466085,"INDEPENDENCE REALTY TRUST, INC.",6798,PA,MD,1231
1466225,"Resource Real Estate Opportunity REIT, Inc.",6798,PA,MD,1231
1466258,Trane Technologies plc,3822,L2,L2,1231
1466301,"Clovis Oncology, Inc.",2834,CO,DE,1231
1466538,COWEN INC.,6211,NY,DE,1231
1466593,Otter Tail Corp,4911,MN,MN,1231
1467154,"Novan, Inc.",2834,NC,DE,1231
1467623,"DROPBOX, INC.",7372,CA,DE,1231
1467652,"Neos Therapeutics, Inc.",2834,TX,DE,1231
1467760,"Apollo Commercial Real Estate Finance, Inc.",6798,NY,MD,1231
1467858,General Motors Co,3711,MI,,1231
1468174,Hyatt Hotels Corp,7011,IL,DE,1231
1468666,SecureWorks Corp,7372,GA,DE,0131
1468679,AMERICAN CRYOSTEM Corp,8090,NJ,NV,0930
1468748,Kodiak Sciences Inc.,2836,CA,DE,1231
1468929,"NEXGEL, INC.",3841,PA,DE,1231
1469317,"Altegris QIM Futures Fund, L.P.",6221,CA,DE,1231
1469367,Sunrun Inc.,3430,CA,DE,1231
1469443,"Arcadia Biosciences, Inc.",0100,X1,DE,1231
1470099,"MOBILEIRON, INC.",7372,CA,DE,1231
1470205,"County Bancorp, Inc.",6022,WI,WI,1231
14707,CALERES INC,3140,MO,NY,0129
1471265,"Northwest Bancshares, Inc.",6021,PA,MD,1231
1471302,Kemiao Garment Holding Group,3651,NV,NV,1231
1471728,"Entergy Texas Restoration Funding, LLC",6189,TX,DE,1231
1471824,Teucrium Commodity Trust,6221,VT,,
1472091,PDS Biotechnology Corp,2834,NJ,DE,1231
1472494,"United States Brent Oil Fund, LP",6221,CA,DE,1231
1472595,R1 RCM INC.,8741,IL,DE,1231
1472787,First American Financial Corp,6361,CA,DE,1231
1473844,"CBTX, Inc.",6021,TX,TX,1231
1474098,Pebblebrook Hotel Trust,6798,MD,MD,1231
1474432,"Pure Storage, Inc.",3572,CA,DE,0206
1474464,New York REIT Liquidating LLC,6798,MA,DE,1231
1474735,GENERAC HOLDINGS INC.,3621,WI,DE,1231
1474903,"BGSF, INC.",7363,TX,,1226
1475115,"Eventbrite, Inc.",7370,CA,DE,1231
1475348,Luther Burbank Corp,6022,CA,CA,1231
1475430,JOSHUA GOLD RESOURCES INC,1040,A6,NV,1231
1475841,National Bank Holdings Corp,6021,CO,DE,1231
1475922,"Primerica, Inc.",6311,GA,DE,1231
1476034,Metropolitan Bank Holding Corp.,6022,NY,NY,1231
1476045,Chatham Lodging Trust,6798,FL,MD,1231
1476150,Terreno Realty Corp,6500,CA,,1231
1476204,"Phillips Edison & Company, Inc.",6798,OH,MD,1231
1476963,"HEAT BIOLOGICS, INC.",2834,NC,DE,1231
1477294,Sensata Technologies Holding plc,3823,X0,,1231
1477333,"Cloudflare, Inc.",7372,CA,DE,1231
1477336,Ally Auto Assets LLC,6189,DE,DE,1231
1477449,"Teladoc Health, Inc.",8011,NY,DE,1231
1477845,"Annovis Bio, Inc.",2834,PA,DE,1231
1478069,CONTRAFECT Corp,2834,NY,DE,1231
1478121,Pfenex Inc.,2834,CA,DE,1231
1478242,IQVIA HOLDINGS INC.,8731,NC,DE,1231
1478320,Adaptive Biotechnologies Corp,2836,WA,WA,1231
1478454,"Eagle Bancorp Montana, Inc.",6022,MT,DE,1231
1479094,"STAG Industrial, Inc.",6798,MA,,1231
1479247,United States Commodity Index Funds Trust,6221,CA,,1231
1479290,"Revance Therapeutics, Inc.",2834,TN,DE,1231
1479419,"Kala Pharmaceuticals, Inc.",2834,MA,DE,1231
1481504,"XERIANT, INC.",3721,FL,,0630
1481512,"Ra Pharmaceuticals, Inc.",2834,MA,DE,1231
1481582,Ryerson Holding Corp,5051,IL,DE,1231
1481792,"Quad/Graphics, Inc.",2750,WI,WI,1231
1481832,PREFERRED APARTMENT COMMUNITIES INC,6798,GA,MD,1231
1482430,"KBS Real Estate Investment Trust III, Inc.",6798,CA,MD,1231
1482512,"Hudson Pacific Properties, Inc.",6500,CA,MD,1231
1482541,Surna Inc.,0700,CO,NV,1231
1482912,SLM Student Loan Trust 2010-1,6189,VA,,1231
1482913,SLM Student Loan Trust 2010-2,6189,VA,,1231
1483386,Aberdeen Standard Precious Metals Basket ETF Trust,6221,NY,DE,1231
1483510,"EXPRESS, INC.",5600,OH,,0129
1484565,SOLENO THERAPEUTICS INC,3845,CA,DE,1231
1485003,"Sesen Bio, Inc.",2834,MA,DE,1231
1485074,"Freeze Tag, Inc.",7372,CA,DE,1231
1486159,Oasis Petroleum Inc.,1311,TX,DE,1231
1486957,"BWX Technologies, Inc.",3510,VA,DE,1231
1487371,"GenMark Diagnostics, Inc.",3841,CA,DE,1231
1487428,Horizon Technology Finance Corp,,CT,DE,1231
1487712,AIR LEASE CORP,7359,CA,DE,1231
1487798,ECA Marcellus Trust I,1311,TX,DE,1231
1487918,OFS Capital Corp,,IL,,1231
1487952,"Vishay Precision Group, Inc.",3670,PA,DE,1231
1488039,"ATOSSA THERAPEUTICS, INC.",2834,WA,DE,1231
1488139,"Ameresco, Inc.",1700,MA,DE,1231
1488813,"Customers Bancorp, Inc.",6022,PA,PA,1231
1489393,LyondellBasell Industries N.V.,2860,TX,P7,1231
1489874,Golden Growers Cooperative,0700,ND,MN,1231
1490054,"VERDE BIO HOLDINGS, INC.",7371,TX,NV,0430
1490161,Sow Good Inc.,2000,TX,NV,1231
1490281,"Groupon, Inc.",7311,IL,DE,1231
1490630,Rhino Resource Partners LP,1221,KY,DE,1231
1490892,CoreSite Realty Corp,6798,CO,MD,1231
1490927,Business Development Corp of America,,NY,MD,1231
1490978,"Schrodinger, Inc.",2834,NY,DE,1231
1491262,"Mewbourne Energy Partners 10-A, L.P.",1381,TX,DE,1231
1492298,"Sabra Health Care REIT, Inc.",6798,CA,MD,1231
1492422,"Apellis Pharmaceuticals, Inc.",2834,MA,DE,1231
1492426,Horizon Therapeutics Public Ltd Co,2834,L2,L2,1231
1492632,Ally Wholesale Enterprises LLC,6189,DE,DE,1231
1492633,Nielsen Holdings plc,7389,NY,P7,1231
1492658,Wright Medical Group N.V.,3842,P7,P7,1227
1492674,"T2 Biosystems, Inc.",3841,MA,DE,1231
1492691,Knight-Swift Transportation Holdings Inc.,4213,AZ,,1231
1492869,"SL GREEN OPERATING PARTNERSHIP, L.P.",6798,NY,DE,1231
1492915,Standard AVB Financial Corp.,6022,PA,,1231
14930,BRUNSWICK CORP,3510,IL,DE,1231
1493137,"Lifeloc Technologies, Inc",3826,CO,CO,1231
1493225,"Northfield Bancorp, Inc.",6035,NJ,DE,1231
1493566,"OTONOMY, INC.",2834,CA,DE,1231
1493611,SLC Student Loan Trust 2010-1,6189,TX,,
1493761,Turtle Beach Corp,3669,NY,NV,1231
1493976,"Kilroy Realty, L.P.",6798,CA,DE,1231
1494259,"CarGurus, Inc.",7374,MA,DE,1231
1494319,Univar Solutions Inc.,5160,IL,DE,1231
1494413,Two Hands Corp,7389,A6,DE,1231
1494448,"EMERGENT CAPITAL, INC.",6311,FL,FL,1130
1494582,BOSTON OMAHA Corp,6510,NE,DE,1231
1494650,"OptiNose, Inc.",2834,PA,DE,1231
1494877,"DIGITAL REALTY TRUST, L.P.",6500,TX,MD,1231
1494891,"Sensus Healthcare, Inc.",3841,FL,DE,1231
1494904,"Global Indemnity Group, LLC",6331,PA,DE,1231
1495216,"Entergy Arkansas Restoration Funding, LLC",6189,AR,AR,1231
1495231,"IZEA Worldwide, Inc.",7310,FL,NV,1231
1495240,GLADSTONE LAND Corp,6798,VA,MD,1231
1495320,"Vera Bradley, Inc.",3100,IN,,0129
1495491,"Healthcare Trust of America Holdings, LP",6798,AZ,DE,1231
1495584,"Firsthand Technology Value Fund, Inc.",,CA,,1231
1495932,"EXP World Holdings, Inc.",6531,WA,DE,1231
1496048,Brookfield Property REIT Inc.,6798,IL,DE,1231
1496099,New Mountain Finance Corp,,NY,DE,1231
1496264,"Hudson Pacific Properties, L.P.",6500,CA,MD,1231
1496323,"IGM Biosciences, Inc.",2834,CA,DE,1231
1496454,"CNL Healthcare Properties, Inc.",6798,FL,MD,1231
1496671,"Calithera Biosciences, Inc.",2834,CA,DE,1231
1497504,PLx Pharma Inc.,2834,NJ,DE,1231
1497645,"Summit Hotel Properties, Inc.",6798,TX,MD,1231
1497649,Graphene & Solar Technologies Ltd,1000,CA,CO,0930
1497770,"Walker & Dunlop, Inc.",6199,MD,MD,1231
1498068,"American Renal Associates Holdings, Inc.",8090,MA,DE,1231
1498291,"Daniels Corporate Advisory Company, Inc.",8742,NY,NV,1130
1498542,"CIM INCOME NAV, INC.",6798,AZ,MD,1231
1498547,"CIM REAL ESTATE FINANCE TRUST, INC.",6798,AZ,MD,1231
1498710,"Spirit Airlines, Inc.",4512,FL,DE,1231
1498828,Howard Hughes Corp,6798,TX,DE,1231
1499200,"Sabine Pass Liquefaction, LLC",4924,TX,DE,1231
1499357,Ally Master Owner Trust,6189,DE,,1231
1499422,RBB Bancorp,6022,CA,CA,1231
1499453,"Spirit of Texas Bancshares, Inc.",6022,TX,TX,1231
1499785,Tengjun Biotechnology Corp.,4832,F4,NV,1231
1499961,"Net Element, Inc.",7374,FL,DE,1231
1500123,Item 9 Labs Corp.,3843,AZ,DE,0930
1500217,"American Assets Trust, Inc.",6798,CA,MD,1231
1500435,"GoPro, Inc.",3861,CA,DE,1231
1501134,Invitae Corp,8071,CA,DE,1231
1501570,"Veritex Holdings, Inc.",6022,TX,TX,1231
1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",3730,VA,DE,1231
1501697,"X4 Pharmaceuticals, Inc",2836,MA,DE,1231
1501756,"Adverum Biotechnologies, Inc.",2836,CA,DE,1231
1501862,"Empire Global Gaming, Inc.",3944,NV,NV,1231
1501989,"CytomX Therapeutics, Inc.",2834,CA,,1231
1502034,"GNC HOLDINGS, INC.",5400,PA,DE,1231
1502292,"Conifer Holdings, Inc.",6331,MI,MI,1231
1502519,"ICON ECI FUND FIFTEEN, L.P.",7359,NY,DE,1231
1503274,Quanterix Corp,3826,MA,DE,1231
1503658,LiquidValue Development Inc.,6500,MD,NV,1231
1503707,"NorthStar Healthcare Income, Inc.",6798,NY,MD,1231
1503802,Karyopharm Therapeutics Inc.,2834,MA,DE,1231
1504008,"BankUnited, Inc.",6035,FL,DE,1231
1504167,"Timber Pharmaceuticals, Inc.",2834,NJ,DE,1231
1505155,"Upland Software, Inc.",7372,TX,TX,1231
1505413,VOC Energy Trust,1311,TX,,1231
1505512,Regulus Therapeutics Inc.,2834,CA,DE,1231
1505732,"Bankwell Financial Group, Inc.",6022,CT,CT,1231
1505890,MS Structured Floating Rate Trust Series 2010-04 (IP),6189,NY,DE,
1506293,"PINTEREST, INC.",7370,CA,DE,1231
1506307,"KINDER MORGAN, INC.",4922,TX,DE,1231
1506439,"SharpSpring, Inc.",7372,FL,DE,1231
1506492,"Nuwellis, Inc.",3845,MN,DE,1231
1506928,Avinger Inc,3841,CA,DE,1231
1507079,"Floor & Decor Holdings, Inc.",5211,GA,DE,1230
1507385,"VEREIT, Inc.",6798,AZ,,1231
1507563,"ESH Hospitality, Inc.",7011,NC,DE,1231
1507605,"MARATHON DIGITAL HOLDINGS, INC.",7374,NV,NV,1231
1507957,Ideal Power Inc.,3674,TX,DE,1231
1508171,SLR Senior Investment Corp.,,NY,MD,1231
1508348,"AmeriCann, Inc.",8742,CO,DE,0930
1508655,"Sixth Street Specialty Lending, Inc.",,TX,DE,1231
1509228,SandRidge Mississippian Trust I,1311,TX,DE,1231
1509470,SURO CAPITAL CORP.,,CA,MD,1231
1509570,"American Assets Trust, L.P.",6798,CA,MD,1231
1509589,"Bonanza Creek Energy, Inc.",1311,CO,DE,1231
1509745,"LEAP THERAPEUTICS, INC.",2834,MA,DE,1231
1509892,Garrison Capital Inc.,,NY,,1231
1509991,Kosmos Energy Ltd.,1311,TX,DE,1231
1510295,Marathon Petroleum Corp,2911,OH,DE,1231
1510487,Principia Biopharma Inc.,2834,CA,DE,1231
1510518,Genufood Energy Enzymes Corp.,2833,CA,NV,0930
1510872,SLM Student Loan Trust 2011-1,6189,VA,,1231
1510873,SLM Student Loan Trust 2011-2,6189,VA,,1231
1510874,SLM Student Loan Trust 2011-3,6189,VA,,1231
1510964,"CV Sciences, Inc.",2834,CA,DE,1231
1511337,RLJ Lodging Trust,6798,MD,MD,1231
1512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",4700,NY,DE,1231
1512673,"Square, Inc.",7372,CA,DE,1231
1512762,"Coherus BioSciences, Inc.",2836,CA,DE,1231
1512927,"China United Insurance Service, Inc.",6411,F5,,1231
1512931,MONROE CAPITAL Corp,,IL,MD,1231
1513363,FIDUS INVESTMENT Corp,,IL,MD,1231
1513525,"ADIAL PHARMACEUTICALS, INC.",2834,VA,DE,1231
1513761,Norwegian Cruise Line Holdings Ltd.,4400,FL,D0,1231
1513818,"Aravive, Inc.",2834,TX,,1231
1513856,"Neurotrope, Inc.",2834,NY,NV,1231
1514113,GRAND HAVANA INC.,6361,FL,NV,1231
1514183,"Silo Pharma, Inc.",2300,NJ,DE,1231
1514281,"AG Mortgage Investment Trust, Inc.",6798,NY,MD,1231
1514416,Bandwidth Inc.,7372,NC,DE,1231
1514705,"SunCoke Energy, Inc.",3312,IL,,1231
1514991,AMC Networks Inc.,4841,NY,DE,1231
1515139,CurrencyWorks Inc.,7389,CA,NV,1231
1515156,"Advanced Emissions Solutions, Inc.",2890,CO,,1231
1515673,Ultragenyx Pharmaceutical Inc.,2834,CA,DE,1231
1515816,"Plymouth Industrial REIT, Inc.",6798,MA,MD,1231
1516551,"Skye Bioscience, Inc.",2834,CA,NV,1231
1516805,"Moxian, Inc.",7370,NY,NV,0930
1516887,"Wellness Center USA, Inc.",2834,IL,NV,0930
1516912,"Origin Bancorp, Inc.",6022,LA,LA,1231
1517022,"Akebia Therapeutics, Inc.",2834,MA,DE,1231
1517130,Pingtan Marine Enterprise Ltd.,0900,F4,E9,1231
1517175,"Chefs' Warehouse, Inc.",5141,CT,DE,1224
1517228,"CommScope Holding Company, Inc.",3663,NC,DE,1231
1517302,Artisan Partners Asset Management Inc.,6282,WI,DE,1231
1517342,PACIFIC DRILLING S.A.,1381,N4,N4,1231
1517375,"Sprout Social, Inc.",7372,IL,DE,1231
1517413,"Fastly, Inc.",7372,CA,DE,1231
1518339,LG&E & KU Energy LLC,4931,KY,KY,1231
1518461,"AmpliTech Group, Inc.",3669,NY,NV,1231
1518587,Aleris Corp,3341,OH,DE,1231
1518621,"Orchid Island Capital, Inc.",6798,FL,MD,1231
1518715,"HomeStreet, Inc.",6022,WA,WA,1231
1518832,"WPX ENERGY, INC.",1311,OK,DE,1231
1519061,Trinseo S.A.,2821,PA,N4,1231
1519117,"ATEL 15, LLC",7359,CA,CA,1231
1519401,Regional Management Corp.,6141,SC,DE,1231
1519751,"Fortune Brands Home & Security, Inc.",2430,IL,DE,1231
1520006,Matador Resources Co,1311,TX,TX,1231
1520048,Permianville Royalty Trust,1311,TX,DE,1231
1520262,Alkermes plc.,2834,L2,,1231
1520697,"Acadia Healthcare Company, Inc.",8093,TN,DE,1231
1521036,"Lantheus Holdings, Inc.",2835,MA,DE,1231
1521168,SandRidge Permian Trust,1311,TX,,1231
1521332,Aptiv PLC,3714,L2,Y9,1231
1521951,"FIRST BUSINESS FINANCIAL SERVICES, INC.",6022,WI,WI,1231
1522602,"CohBar, Inc.",2834,CA,DE,1231
1522616,"Citibank, N.A., as depositor of Citibank Credit Card Issuance Trust",6189,NY,X1,1231
1522690,"GWG Holdings, Inc.",6311,TX,,1231
1522727,"USA Compression Partners, LP",4922,TX,,1231
1523519,"ENTERGY LOUISIANA INVESTMENT RECOVERY FUNDING I, L.L.C.",6189,LA,LA,1231
1523526,Sierra Income Corp,,NY,MD,1231
1524223,"Manning & Napier, Inc.",6282,NY,DE,1231
1524358,MARRIOTT VACATIONS WORLDWIDE Corp,6531,FL,X1,1231
1524472,Xylem Inc.,3561,NY,IN,1231
1524607,"MPT Operating Partnership, L.P.",6798,AL,DE,1231
1524741,"U.S. SILICA HOLDINGS, INC.",1400,TX,TX,1231
1524769,CHESAPEAKE GRANITE WASH TRUST,1311,TX,DE,1231
1524931,"CHUY'S HOLDINGS, INC.",5812,TX,DE,1226
1525221,Bristow Group Inc.,4522,TX,,0331
1525287,Sprague Resources LP,5171,NH,DE,1231
1525703,"COLUMBIA PROPERTY TRUST OPERATING PARTNERSHIP, L.P.",6798,GA,DE,1231
1525759,FS KKR Capital Corp. II,,PA,MD,1231
1525773,Intelsat S.A.,4899,N4,,1231
1526113,"Global Net Lease, Inc.",6798,NY,,1231
1526119,"Verastem, Inc.",2834,MA,DE,1231
1526520,"TripAdvisor, Inc.",7370,MA,DE,1231
1526952,"Wellesley Bancorp, Inc.",6036,MA,MD,1231
1527166,Carlyle Group Inc.,6282,DC,DE,1231
1527383,BankGuam Holding Co,6029,GU,GU,1231
1527469,Athene Holding Ltd,6311,D0,,1231
1527531,DBUBS 2011-LC3 Mortgage Trust,6189,MA,DE,1231
1527541,"Wheeler Real Estate Investment Trust, Inc.",6798,VA,MD,1231
1527590,Ready Capital Corp,6798,NY,MD,1231
1527599,"SYNLOGIC, INC.",2834,MA,DE,1231
1527709,"Mid-Con Energy Partners, LP",1311,OK,DE,1231
1527753,"Personalis, Inc.",8071,CA,DE,1231
1528059,"VEREIT Operating Partnership, L.P.",6798,AZ,,1231
1528129,"Laredo Petroleum, Inc.",1311,OK,DE,1231
1528356,Genie Energy Ltd.,4931,NJ,DE,1231
1528503,Morgan Stanley Capital I Trust 2011-C3,6189,NY,,1231
1528760,"Exeo Entertainment, Inc.",3570,NV,NV,1130
1528849,RH,5712,CA,DE,0129
1528985,"Inland Real Estate Income Trust, Inc.",6798,IL,MD,1231
1529113,INPIXON,7371,CA,NV,1231
1529377,Ares Commercial Real Estate Corp,6798,NY,MD,
1529463,"FTS International, Inc.",1389,TX,DE,1231
1529628,"Smart Sand, Inc.",1400,TX,DE,1231
1529658,J.P. Morgan Chase Commercial Mortgage Securities Trust 2011-C5,6189,MA,DE,1231
1529864,"Enova International, Inc.",6141,IL,DE,1231
1530163,"Samsara Luggage, Inc.",5990,NJ,NV,1231
1530219,GS Mortgage Securities Trust 2011-GC5,6189,NY,DE,1231
1530249,"FS Bancorp, Inc.",6036,WA,WA,1231
1530766,"BioSig Technologies, Inc.",3845,CT,DE,1231
1530804,Tronox Holdings plc,2810,CT,X0,1231
1531031,"Esquire Financial Holdings, Inc.",6029,NY,MD,1231
1531152,"BJ's Wholesale Club Holdings, Inc.",5331,MA,DE,0129
1532286,"Nine Energy Service, Inc.",1389,TX,DE,1231
1532346,"Atreca, Inc.",2834,CA,DE,1231
1532383,VANJIA CORP,1531,TX,TX,1231
1532619,Power REIT,6798,NY,MD,1231
1532826,WFRBS Commercial Mortgage Trust 2011-C5,6189,NC,NC,1231
1532961,"NV5 Global, Inc.",7380,FL,DE,0101
1533040,Phio Pharmaceuticals Corp.,2834,MA,DE,1231
1533106,"ARGENTUM 47, INC.",8742,C0,NV,1231
1533615,Global Medical REIT Inc.,6798,MD,MD,1231
1533743,"Processa Pharmaceuticals, Inc.",2834,MD,DE,1231
1533758,Hughes Satellite Systems Corp,4899,CO,CO,1231
1533840,"CenterPoint Energy Transition Bond Co IV, LLC",6189,TX,DE,1231
1533924,Amplify Energy Corp.,1311,TX,,1231
1533998,DarioHealth Corp.,3841,NY,DE,1231
1534120,"Avalo Therapeutics, Inc.",2834,MD,DE,1231
