scope,horizon_quarters,window,candidate_sample,scoring,candidate,reference,deleted_unit,deleted_value,n,rmse_ratio
candidate_specific,2,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2026Q1,13,0.8128544409899977
candidate_specific,2,W1,fixed,integer_interval,fixed,revenue_growth,quarter,2026Q2,13,0.7956868445037111
common4,2,W2,joint,raw_midpoint,joint,fixed,year,2024,6,1.0298409914468547
common4,2,W2,joint,raw_midpoint,joint,fixed,year,2025,6,0.7754623034761992
common4,2,W2,joint,raw_midpoint,joint,fixed,year,2026,8,0.6923389238571066
common4,2,W2,joint,raw_midpoint,joint,fixed,quarter,2024Q1,9,0.8516753975827964
common4,2,W2,joint,raw_midpoint,joint,fixed,quarter,2024Q2,9,0.9875862091125457
common4,2,W2,joint,raw_midpoint,joint,fixed,quarter,2024Q3,9,0.8297151260492165
common4,2,W2,joint,raw_midpoint,joint,fixed,quarter,2024Q4,9,0.8266931428693705
common4,2,W2,joint,raw_midpoint,joint,fixed,quarter,2025Q1,9,0.8436565499537945
common4,2,W2,joint,raw_midpoint,joint,fixed,quarter,2025Q2,9,0.9126590223052303
common4,2,W2,joint,raw_midpoint,joint,fixed,quarter,2025Q3,9,0.6629906557940709
common4,2,W2,joint,raw_midpoint,joint,fixed,quarter,2025Q4,9,0.8304446844267562
common4,2,W2,joint,raw_midpoint,joint,fixed,quarter,2026Q1,9,0.8040242274396752
common4,2,W2,joint,raw_midpoint,joint,fixed,quarter,2026Q2,9,0.7248532282260729
common4,2,W2,joint,integer_interval,joint,fixed,year,2024,6,1.0306092787657113
common4,2,W2,joint,integer_interval,joint,fixed,year,2025,6,0.7742184167627327
common4,2,W2,joint,integer_interval,joint,fixed,year,2026,8,0.6919479803143527
common4,2,W2,joint,integer_interval,joint,fixed,quarter,2024Q1,9,0.8514108323491951
common4,2,W2,joint,integer_interval,joint,fixed,quarter,2024Q2,9,0.9883793446782225
common4,2,W2,joint,integer_interval,joint,fixed,quarter,2024Q3,9,0.8295046878910894
common4,2,W2,joint,integer_interval,joint,fixed,quarter,2024Q4,9,0.826586033463765
common4,2,W2,joint,integer_interval,joint,fixed,quarter,2025Q1,9,0.8433300128343448
common4,2,W2,joint,integer_interval,joint,fixed,quarter,2025Q2,9,0.9128666171316099
common4,2,W2,joint,integer_interval,joint,fixed,quarter,2025Q3,9,0.6616288566558284
common4,2,W2,joint,integer_interval,joint,fixed,quarter,2025Q4,9,0.8301501927946772
common4,2,W2,joint,integer_interval,joint,fixed,quarter,2026Q1,9,0.8039625553626628
common4,2,W2,joint,integer_interval,joint,fixed,quarter,2026Q2,9,0.7242544026050021
common4,2,W2,joint,raw_midpoint,joint,guide_growth,year,2024,6,1.2231132493554329
common4,2,W2,joint,raw_midpoint,joint,guide_growth,year,2025,6,0.8050287395666388
common4,2,W2,joint,raw_midpoint,joint,guide_growth,year,2026,8,1.067634006752936
common4,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q1,9,1.0567529337430028
common4,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q2,9,1.0485650491857592
common4,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q3,9,1.1497644878881064
common4,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q4,9,1.0615873965348441
common4,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q1,9,1.081328291983836
common4,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q2,9,1.047911718805277
common4,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q3,9,0.7596753631640666
common4,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q4,9,1.0641342041418258
common4,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2026Q1,9,1.1920582304956466
common4,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2026Q2,9,0.9214138141146951
common4,2,W2,joint,integer_interval,joint,guide_growth,year,2024,6,1.2262935409189621
common4,2,W2,joint,integer_interval,joint,guide_growth,year,2025,6,0.804997600061371
common4,2,W2,joint,integer_interval,joint,guide_growth,year,2026,8,1.071612349884507
common4,2,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q1,9,1.0591092398063473
common4,2,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q2,9,1.051094925582141
common4,2,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q3,9,1.1529651490855641
common4,2,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q4,9,1.0639718233239175
common4,2,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q1,9,1.0837437776688963
common4,2,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q2,9,1.0504356533392654
common4,2,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q3,9,0.759744070536453
common4,2,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q4,9,1.0663590805401186
common4,2,W2,joint,integer_interval,joint,guide_growth,quarter,2026Q1,9,1.1965562727903127
common4,2,W2,joint,integer_interval,joint,guide_growth,quarter,2026Q2,9,0.9231722360061396
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,year,2024,6,0.6205172433189968
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,year,2025,6,0.39359023949419586
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,year,2026,8,0.5165823354767631
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q1,9,0.5137840624585641
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q2,9,0.5247102243491898
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q3,9,0.5969372216082289
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q4,9,0.5132862304827587
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q1,9,0.5169723762717149
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q2,9,0.503181716102941
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q3,9,0.40539698546540387
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q4,9,0.5170195220670845
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2026Q1,9,0.5501154211228462
common4,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2026Q2,9,0.4763090136473581
common4,2,W2,joint,integer_interval,joint,revenue_growth,year,2024,6,0.6196244167164691
common4,2,W2,joint,integer_interval,joint,revenue_growth,year,2025,6,0.3920763326427126
common4,2,W2,joint,integer_interval,joint,revenue_growth,year,2026,8,0.5155916098737732
common4,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q1,9,0.5127299881833192
common4,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q2,9,0.5236965564842568
common4,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q3,9,0.5959001498700867
common4,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q4,9,0.512241391434716
common4,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q1,9,0.5158580144615755
common4,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q2,9,0.5022333879306531
common4,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q3,9,0.40373439058986144
common4,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q4,9,0.5158685331962437
common4,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2026Q1,9,0.5491513672650487
common4,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2026Q2,9,0.47514372760268364
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,year,2024,6,1.1876719411188366
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,year,2025,6,1.0381274962791882
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,year,2026,8,1.5420684435955352
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q1,9,1.240793072973873
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q2,9,1.0617453337344693
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q3,9,1.385734033032327
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q4,9,1.284137174345222
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q1,9,1.2817162292440667
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q2,9,1.148196306829269
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q3,9,1.1458311765407847
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q4,9,1.2814028725783004
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2026Q1,9,1.4826148140978566
common4,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2026Q2,9,1.2711729467904327
common4,2,W2,fixed,integer_interval,fixed,guide_growth,year,2024,6,1.189872404785263
common4,2,W2,fixed,integer_interval,fixed,guide_growth,year,2025,6,1.0397551680924053
common4,2,W2,fixed,integer_interval,fixed,guide_growth,year,2026,8,1.5486891794924706
common4,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2024Q1,9,1.2439461650776453
common4,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2024Q2,9,1.0634529457152264
common4,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2024Q3,9,1.389944102687149
common4,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2024Q4,9,1.2871882420579985
common4,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2025Q1,9,1.2850767329227923
common4,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2025Q2,9,1.150700040538148
common4,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2025Q3,9,1.1482934320255367
common4,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2025Q4,9,1.2845375328411972
common4,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2026Q1,9,1.488323386218595
common4,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2026Q2,9,1.2746518801759008
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,year,2024,6,0.602536943540394
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,year,2025,6,0.5075556061588442
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,year,2026,8,0.7461408244950587
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q1,9,0.6032627734894926
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q2,9,0.5313057427368283
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q3,9,0.7194484020685676
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q4,9,0.620890876996019
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q1,9,0.6127758698726734
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q2,9,0.5513359357714832
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q3,9,0.6114671178583289
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q4,9,0.6225815298269691
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2026Q1,9,0.6842025430932932
common4,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2026Q2,9,0.6571109779189714
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,year,2024,6,0.6012214614044131
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,year,2025,6,0.5064156627558867
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,year,2026,8,0.7451305944119374
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q1,9,0.6022121973343999
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q2,9,0.5298538049221899
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q3,9,0.7183806897886102
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q4,9,0.6197072908287544
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q1,9,0.611691753656235
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q2,9,0.5501717101987585
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q3,9,0.6102127900383876
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q4,9,0.6214159048251099
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2026Q1,9,0.6830559005541368
common4,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2026Q2,9,0.6560453424841937
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,year,2024,6,1.2231132493554329
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,year,2025,6,0.8050287395666388
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,year,2026,8,1.067634006752936
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q1,9,1.0567529337430028
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q2,9,1.0485650491857592
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q3,9,1.1497644878881064
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2024Q4,9,1.0615873965348441
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q1,9,1.081328291983836
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q2,9,1.047911718805277
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q3,9,0.7596753631640666
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2025Q4,9,1.0641342041418258
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2026Q1,9,1.1920582304956466
candidate_specific,2,W2,joint,raw_midpoint,joint,guide_growth,quarter,2026Q2,9,0.9214138141146951
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,year,2024,6,1.2262935409189621
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,year,2025,6,0.804997600061371
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,year,2026,8,1.071612349884507
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q1,9,1.0591092398063473
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q2,9,1.051094925582141
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q3,9,1.1529651490855641
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,quarter,2024Q4,9,1.0639718233239175
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q1,9,1.0837437776688963
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q2,9,1.0504356533392654
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q3,9,0.759744070536453
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,quarter,2025Q4,9,1.0663590805401186
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,quarter,2026Q1,9,1.1965562727903127
candidate_specific,2,W2,joint,integer_interval,joint,guide_growth,quarter,2026Q2,9,0.9231722360061396
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,year,2024,6,0.6205172433189968
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,year,2025,6,0.39359023949419586
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,year,2026,8,0.5165823354767631
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q1,9,0.5137840624585641
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q2,9,0.5247102243491898
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q3,9,0.5969372216082289
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2024Q4,9,0.5132862304827587
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q1,9,0.5169723762717149
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q2,9,0.503181716102941
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q3,9,0.40539698546540387
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2025Q4,9,0.5170195220670845
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2026Q1,9,0.5501154211228462
candidate_specific,2,W2,joint,raw_midpoint,joint,revenue_growth,quarter,2026Q2,9,0.4763090136473581
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,year,2024,6,0.6196244167164691
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,year,2025,6,0.3920763326427126
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,year,2026,8,0.5155916098737732
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q1,9,0.5127299881833192
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q2,9,0.5236965564842568
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q3,9,0.5959001498700867
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2024Q4,9,0.512241391434716
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q1,9,0.5158580144615755
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q2,9,0.5022333879306531
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q3,9,0.40373439058986144
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2025Q4,9,0.5158685331962437
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2026Q1,9,0.5491513672650487
candidate_specific,2,W2,joint,integer_interval,joint,revenue_growth,quarter,2026Q2,9,0.47514372760268364
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,year,2024,6,1.1876719411188366
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,year,2025,6,1.0381274962791882
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,year,2026,8,1.5420684435955352
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q1,9,1.240793072973873
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q2,9,1.0617453337344693
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q3,9,1.385734033032327
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2024Q4,9,1.284137174345222
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q1,9,1.2817162292440667
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q2,9,1.148196306829269
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q3,9,1.1458311765407847
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2025Q4,9,1.2814028725783004
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2026Q1,9,1.4826148140978566
candidate_specific,2,W2,fixed,raw_midpoint,fixed,guide_growth,quarter,2026Q2,9,1.2711729467904327
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,year,2024,6,1.189872404785263
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,year,2025,6,1.0397551680924053
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,year,2026,8,1.5486891794924706
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2024Q1,9,1.2439461650776453
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2024Q2,9,1.0634529457152264
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2024Q3,9,1.389944102687149
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2024Q4,9,1.2871882420579985
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2025Q1,9,1.2850767329227923
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2025Q2,9,1.150700040538148
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2025Q3,9,1.1482934320255367
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2025Q4,9,1.2845375328411972
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2026Q1,9,1.488323386218595
candidate_specific,2,W2,fixed,integer_interval,fixed,guide_growth,quarter,2026Q2,9,1.2746518801759008
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,year,2024,6,0.602536943540394
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,year,2025,6,0.5075556061588442
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,year,2026,8,0.7461408244950587
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q1,9,0.6032627734894926
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q2,9,0.5313057427368283
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q3,9,0.7194484020685676
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2024Q4,9,0.620890876996019
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q1,9,0.6127758698726734
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q2,9,0.5513359357714832
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q3,9,0.6114671178583289
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2025Q4,9,0.6225815298269691
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2026Q1,9,0.6842025430932932
candidate_specific,2,W2,fixed,raw_midpoint,fixed,revenue_growth,quarter,2026Q2,9,0.6571109779189714
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,year,2024,6,0.6012214614044131
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,year,2025,6,0.5064156627558867
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,year,2026,8,0.7451305944119374
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q1,9,0.6022121973343999
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q2,9,0.5298538049221899
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q3,9,0.7183806897886102
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2024Q4,9,0.6197072908287544
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q1,9,0.611691753656235
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q2,9,0.5501717101987585
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q3,9,0.6102127900383876
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2025Q4,9,0.6214159048251099
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2026Q1,9,0.6830559005541368
candidate_specific,2,W2,fixed,integer_interval,fixed,revenue_growth,quarter,2026Q2,9,0.6560453424841937
common4,3,W1,joint,raw_midpoint,joint,fixed,year,2024,6,1.158644407140628
common4,3,W1,joint,raw_midpoint,joint,fixed,year,2025,6,1.0041919923218092
common4,3,W1,joint,raw_midpoint,joint,fixed,year,2026,8,0.7286692472402986
common4,3,W1,joint,raw_midpoint,joint,fixed,quarter,2024Q1,9,0.9232075822290201
common4,3,W1,joint,raw_midpoint,joint,fixed,quarter,2024Q2,9,1.13947707357942
common4,3,W1,joint,raw_midpoint,joint,fixed,quarter,2024Q3,9,0.9679984322558409
common4,3,W1,joint,raw_midpoint,joint,fixed,quarter,2024Q4,9,0.9539107564523484
common4,3,W1,joint,raw_midpoint,joint,fixed,quarter,2025Q1,9,0.9715649017827072
common4,3,W1,joint,raw_midpoint,joint,fixed,quarter,2025Q2,9,0.9318985506549861
common4,3,W1,joint,raw_midpoint,joint,fixed,quarter,2025Q3,9,0.9821963660739544
common4,3,W1,joint,raw_midpoint,joint,fixed,quarter,2025Q4,9,0.9671939788212954
common4,3,W1,joint,raw_midpoint,joint,fixed,quarter,2026Q1,9,0.8604060342894069
common4,3,W1,joint,raw_midpoint,joint,fixed,quarter,2026Q2,9,0.8622741995309565
common4,3,W1,joint,integer_interval,joint,fixed,year,2024,6,1.1593352934280827
common4,3,W1,joint,integer_interval,joint,fixed,year,2025,6,1.0039597482483216
common4,3,W1,joint,integer_interval,joint,fixed,year,2026,8,0.7270194025430486
common4,3,W1,joint,integer_interval,joint,fixed,quarter,2024Q1,9,0.9227900304274542
common4,3,W1,joint,integer_interval,joint,fixed,quarter,2024Q2,9,1.140102129950206
common4,3,W1,joint,integer_interval,joint,fixed,quarter,2024Q3,9,0.9676010554910913
common4,3,W1,joint,integer_interval,joint,fixed,quarter,2024Q4,9,0.9534656255185779
common4,3,W1,joint,integer_interval,joint,fixed,quarter,2025Q1,9,0.9710899793578969
common4,3,W1,joint,integer_interval,joint,fixed,quarter,2025Q2,9,0.9315953093550658
common4,3,W1,joint,integer_interval,joint,fixed,quarter,2025Q3,9,0.9818467823891887
common4,3,W1,joint,integer_interval,joint,fixed,quarter,2025Q4,9,0.9667960186634835
common4,3,W1,joint,integer_interval,joint,fixed,quarter,2026Q1,9,0.8596615818333505
common4,3,W1,joint,integer_interval,joint,fixed,quarter,2026Q2,9,0.8612265298953276
common4,3,W1,joint,raw_midpoint,joint,guide_growth,year,2024,6,1.0418535671882345
common4,3,W1,joint,raw_midpoint,joint,guide_growth,year,2025,6,0.8447451183317175
common4,3,W1,joint,raw_midpoint,joint,guide_growth,year,2026,8,1.0762420337542213
common4,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2024Q1,9,0.9400905415321689
common4,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2024Q2,9,0.9601245379258532
common4,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2024Q3,9,1.042148652796803
common4,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2024Q4,9,0.9556385570081186
common4,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2025Q1,9,0.9535044530920457
common4,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2025Q2,9,0.9379571452150233
common4,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2025Q3,9,0.9191167673238682
common4,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2025Q4,9,0.9077085457566516
common4,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2026Q1,9,0.953477814803867
common4,3,W1,joint,raw_midpoint,joint,guide_growth,quarter,2026Q2,9,1.0381832819799925
common4,3,W1,joint,integer_interval,joint,guide_growth,year,2024,6,1.040682586696728
common4,3,W1,joint,integer_interval,joint,guide_growth,year,2025,6,0.8441379222508482
common4,3,W1,joint,integer_interval,joint,guide_growth,year,2026,8,1.0747168701463627
common4,3,W1,joint,integer_interval,joint,guide_growth,quarter,2024Q1,9,0.9390056726454759
common4,3,W1,joint,integer_interval,joint,guide_growth,quarter,2024Q2,9,0.9590108772156556
common4,3,W1,joint,integer_interval,joint,guide_growth,quarter,2024Q3,9,1.0411920079621069
common4,3,W1,joint,integer_interval,joint,guide_growth,quarter,2024Q4,9,0.9546117102931444
common4,3,W1,joint,integer_interval,joint,guide_growth,quarter,2025Q1,9,0.9525089029279277
common4,3,W1,joint,integer_interval,joint,guide_growth,quarter,2025Q2,9,0.936981905894134
common4,3,W1,joint,integer_interval,joint,guide_growth,quarter,2025Q3,9,0.9182161690926981
