scope,horizon_quarters,window,candidate_sample,scoring,model,n,n_year_clusters,rmse_musd,mae_musd,signed_distance_bias_musd,within_rounding_interval,targets
common4,4,W1,joint,integer_interval,joint,9,3,131.0511218449311,102.20080735995664,-32.019187499644936,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,joint,integer_interval,fixed,9,3,117.32471067378327,97.4100507596076,8.403839144217121,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,joint,integer_interval,guide_growth,9,3,132.0461890040341,108.99504783073174,14.986602518364078,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,joint,integer_interval,revenue_growth,9,3,149.40090612447437,130.04355272966373,12.859272854004201,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,fixed,raw_midpoint,joint,9,3,131.44142172152175,102.70080735995664,-32.07474305520049,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,fixed,raw_midpoint,fixed,9,3,117.74017065320808,97.9100507596076,8.570505810883787,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,fixed,raw_midpoint,guide_growth,9,3,132.45920533628393,109.49504783073174,15.042158073919634,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,fixed,raw_midpoint,revenue_growth,9,3,149.8363250468446,130.54355272966373,12.914828409559757,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,fixed,integer_interval,joint,9,3,131.0511218449311,102.20080735995664,-32.019187499644936,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,fixed,integer_interval,fixed,9,3,117.32471067378327,97.4100507596076,8.403839144217121,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,fixed,integer_interval,guide_growth,9,3,132.0461890040341,108.99504783073174,14.986602518364078,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W1,fixed,integer_interval,revenue_growth,9,3,149.40090612447437,130.04355272966373,12.859272854004201,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,joint,raw_midpoint,joint,9,3,131.44142172152175,102.70080735995664,-32.07474305520049,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,joint,raw_midpoint,guide_growth,9,3,132.45920533628393,109.49504783073174,15.042158073919634,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,joint,raw_midpoint,revenue_growth,9,3,149.8363250468446,130.54355272966373,12.914828409559757,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,joint,integer_interval,joint,9,3,131.0511218449311,102.20080735995664,-32.019187499644936,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,joint,integer_interval,guide_growth,9,3,132.0461890040341,108.99504783073174,14.986602518364078,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,joint,integer_interval,revenue_growth,9,3,149.40090612447437,130.04355272966373,12.859272854004201,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,fixed,raw_midpoint,fixed,12,4,159.0987164976467,120.8864520582473,53.881793346704434,0,2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,fixed,raw_midpoint,guide_growth,12,4,144.56707468959598,116.39356607969053,45.55389876208145,0,2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,fixed,raw_midpoint,revenue_growth,12,4,153.30351673653124,134.79413977515233,46.572596535074354,0,2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,fixed,integer_interval,fixed,12,4,158.7191391708647,120.3864520582473,53.631793346704434,0,2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,fixed,integer_interval,guide_growth,12,4,144.16482066796854,115.89356607969053,45.38723209541479,0,2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W1,fixed,integer_interval,revenue_growth,12,4,152.86407067722865,134.29413977515233,46.40592986840769,0,2023Q3|2023Q4|2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,joint,raw_midpoint,joint,9,3,131.44142172152175,102.70080735995664,-32.07474305520049,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,joint,raw_midpoint,fixed,9,3,117.74017065320808,97.9100507596076,8.570505810883787,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,joint,raw_midpoint,guide_growth,9,3,132.45920533628393,109.49504783073174,15.042158073919634,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,joint,raw_midpoint,revenue_growth,9,3,149.8363250468446,130.54355272966373,12.914828409559757,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,joint,integer_interval,joint,9,3,131.0511218449311,102.20080735995664,-32.019187499644936,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,joint,integer_interval,fixed,9,3,117.32471067378327,97.4100507596076,8.403839144217121,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,joint,integer_interval,guide_growth,9,3,132.0461890040341,108.99504783073174,14.986602518364078,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,joint,integer_interval,revenue_growth,9,3,149.40090612447437,130.04355272966373,12.859272854004201,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,fixed,raw_midpoint,joint,9,3,131.44142172152175,102.70080735995664,-32.07474305520049,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,fixed,raw_midpoint,fixed,9,3,117.74017065320808,97.9100507596076,8.570505810883787,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,fixed,raw_midpoint,guide_growth,9,3,132.45920533628393,109.49504783073174,15.042158073919634,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,fixed,raw_midpoint,revenue_growth,9,3,149.8363250468446,130.54355272966373,12.914828409559757,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,fixed,integer_interval,joint,9,3,131.0511218449311,102.20080735995664,-32.019187499644936,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,fixed,integer_interval,fixed,9,3,117.32471067378327,97.4100507596076,8.403839144217121,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,fixed,integer_interval,guide_growth,9,3,132.0461890040341,108.99504783073174,14.986602518364078,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
common4,4,W2,fixed,integer_interval,revenue_growth,9,3,149.40090612447437,130.04355272966373,12.859272854004201,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,joint,raw_midpoint,joint,9,3,131.44142172152175,102.70080735995664,-32.07474305520049,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,joint,raw_midpoint,guide_growth,9,3,132.45920533628393,109.49504783073174,15.042158073919634,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,joint,raw_midpoint,revenue_growth,9,3,149.8363250468446,130.54355272966373,12.914828409559757,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,joint,integer_interval,joint,9,3,131.0511218449311,102.20080735995664,-32.019187499644936,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,joint,integer_interval,guide_growth,9,3,132.0461890040341,108.99504783073174,14.986602518364078,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,joint,integer_interval,revenue_growth,9,3,149.40090612447437,130.04355272966373,12.859272854004201,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,fixed,raw_midpoint,fixed,10,3,114.36454491791977,95.88291152085053,15.477321066999092,0,2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,fixed,raw_midpoint,guide_growth,10,3,125.6986178627992,99.507081509197,14.4994807280661,0,2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,fixed,raw_midpoint,revenue_growth,10,3,143.93110709289292,124.63294798283214,18.767096094738555,0,2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,fixed,integer_interval,fixed,10,3,113.94567224235435,95.38291152085053,15.277321066999093,0,2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,fixed,integer_interval,guide_growth,10,3,125.30317414618364,99.007081509197,14.3994807280661,0,2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
candidate_specific,4,W2,fixed,integer_interval,revenue_growth,10,3,143.4983645934788,124.13294798283214,18.667096094738554,0,2024Q1|2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,raw_midpoint,joint_flight,9,3,80.30008152396414,58.49324608075434,-54.14908721048707,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,raw_midpoint,joint_noflight,9,3,67.11851962227675,47.33324234436244,-27.175697762356474,1,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,raw_midpoint,fixed_flight,9,3,75.67616139657471,59.91771272648995,-9.024899562844691,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,raw_midpoint,fixed_noflight,9,3,78.80763001111795,61.365582005546,12.638807142874157,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,raw_midpoint,guide_growth,9,3,63.513918418512404,60.170138083048336,-5.740692434445464,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,raw_midpoint,revenue_growth,9,3,130.63565907650113,109.17550465658032,-19.36381889110059,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,integer_interval,joint_flight,9,3,79.93659891860882,57.99324608075434,-53.871309432709296,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,integer_interval,joint_noflight,9,3,66.76671768853721,46.87776829279978,-27.053557044127146,1,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,integer_interval,fixed_flight,9,3,75.28089857987837,59.41771272648995,-8.858232896178025,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,integer_interval,fixed_noflight,9,3,78.41891969393427,60.865582005546,12.583251587318601,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,integer_interval,guide_growth,9,3,63.04044491269396,59.670138083048336,-5.685136878889908,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W1,all_six,integer_interval,revenue_growth,9,3,130.21808598537783,108.67550465658032,-19.308263335545032,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,raw_midpoint,joint_flight,9,3,80.30008152396414,58.49324608075434,-54.14908721048707,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,raw_midpoint,joint_noflight,9,3,67.11851962227675,47.33324234436244,-27.175697762356474,1,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,raw_midpoint,fixed_flight,9,3,75.67616139657471,59.91771272648995,-9.024899562844691,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,raw_midpoint,fixed_noflight,9,3,78.80763001111795,61.365582005546,12.638807142874157,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,raw_midpoint,guide_growth,9,3,63.513918418512404,60.170138083048336,-5.740692434445464,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,raw_midpoint,revenue_growth,9,3,130.63565907650113,109.17550465658032,-19.36381889110059,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,integer_interval,joint_flight,9,3,79.93659891860882,57.99324608075434,-53.871309432709296,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,integer_interval,joint_noflight,9,3,66.76671768853721,46.87776829279978,-27.053557044127146,1,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,integer_interval,fixed_flight,9,3,75.28089857987837,59.41771272648995,-8.858232896178025,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,integer_interval,fixed_noflight,9,3,78.41891969393427,60.865582005546,12.583251587318601,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,integer_interval,guide_growth,9,3,63.04044491269396,59.670138083048336,-5.685136878889908,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
calendar_flight,2,W2,all_six,integer_interval,revenue_growth,9,3,130.21808598537783,108.67550465658032,-19.308263335545032,0,2024Q2|2024Q3|2024Q4|2025Q1|2025Q2|2025Q3|2025Q4|2026Q1|2026Q2
