target,horizon_q,method,object,spec_id,rank_W1_equal,rank_W1_recency,rank_W2_equal,rank_W2_recency,disagree_W1_eq_vs_rw,disagree_W2_eq_vs_rw,disagree_W1_vs_W2_equal
adj_ebitda_musd,0,alt-augmented,margin_aug,surv_emp_computer_systems_design_rw,36.0,39.0,45.0,43.0,-3.0,2.0,-9.0
adj_ebitda_musd,0,baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h0|PIT,68.0,68.0,70.0,69.0,0.0,1.0,-2.0
adj_ebitda_musd,0,baselines-margin,pct_rev_last4,pct_rev_last4|adj_ebitda_musd|h0|PIT,75.0,75.0,75.0,75.0,0.0,0.0,0.0
adj_ebitda_musd,0,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_musd|h0|PIT,31.0,45.0,37.0,47.0,-14.0,-10.0,-6.0
adj_ebitda_musd,0,baselines-margin,seasonal_naive,seasonal_naive|adj_ebitda_musd|h0|PIT,71.0,74.0,72.0,74.0,-3.0,-2.0,-1.0
adj_ebitda_musd,0,baselines-margin,seasonal_naive_drift,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,66.0,69.0,61.0,70.0,-3.0,-9.0,5.0
adj_ebitda_musd,0,baselines-margin,street,street|adj_ebitda_musd|h0|PIT,37.0,51.0,26.0,51.0,-14.0,-25.0,11.0
adj_ebitda_musd,0,cycle-flex,flex_margin,dl_rw,51.0,50.0,60.0,53.0,1.0,7.0,-9.0
adj_ebitda_musd,0,cycle-flex,flex_margin,l0_eq,27.0,31.0,29.0,30.0,-4.0,-1.0,-2.0
adj_ebitda_musd,0,cycle-flex,flex_margin,l0_rw,24.0,19.0,27.0,20.0,5.0,7.0,-3.0
adj_ebitda_musd,0,driver-lines,margin_v2,a_unit_eq,29.0,33.0,35.0,36.0,-4.0,-1.0,-6.0
adj_ebitda_musd,0,driver-lines,margin_v2,a_unit_rw,35.0,38.0,43.0,40.0,-3.0,3.0,-8.0
adj_ebitda_musd,0,driver-lines,margin_v2,b_elastic_eq,26.0,28.0,31.0,32.0,-2.0,-1.0,-5.0
adj_ebitda_musd,0,driver-lines,margin_v2,b_elastic_rw,34.0,35.0,40.0,38.0,-1.0,2.0,-6.0
adj_ebitda_musd,0,driver-lines,margin_v2,c_mix_rw,30.0,32.0,36.0,35.0,-2.0,1.0,-6.0
adj_ebitda_musd,0,driver-lines,margin_v2,d_steps_rw,47.0,42.0,42.0,39.0,5.0,3.0,5.0
adj_ebitda_musd,0,guide-policy-margin,actual_given_guide,equal,73.0,73.0,73.0,72.0,0.0,1.0,0.0
adj_ebitda_musd,0,guide-policy-margin,actual_given_guide,last,63.0,48.0,14.0,13.0,15.0,1.0,49.0
adj_ebitda_musd,0,guide-policy-margin,actual_given_guide,last_pin,44.0,25.0,12.0,12.0,19.0,0.0,32.0
adj_ebitda_musd,0,guide-policy-margin,actual_given_guide,nocushion,21.0,30.0,48.0,41.0,-9.0,7.0,-27.0
adj_ebitda_musd,0,guide-policy-margin,actual_given_guide,nocushion_pin,17.0,18.0,33.0,27.0,-1.0,6.0,-16.0
adj_ebitda_musd,0,guide-policy-margin,actual_given_guide,nov_sentence_pin,4.0,5.0,13.0,8.0,-1.0,5.0,-9.0
adj_ebitda_musd,0,guide-policy-margin,actual_given_guide,rw_hl4,70.0,61.0,53.0,50.0,9.0,3.0,17.0
adj_ebitda_musd,0,guide-policy-margin,actual_given_guide,rw_hl4_pin,49.0,43.0,20.0,24.0,6.0,-4.0,29.0
adj_ebitda_musd,0,guide-policy-margin,actual_given_guide,rw_hl4_prorata,72.0,72.0,74.0,71.0,0.0,3.0,-2.0
adj_ebitda_musd,0,margin-ts,ensemble_simple,eq4,55.0,55.0,55.0,54.0,0.0,1.0,0.0
adj_ebitda_musd,0,margin-ts,ensemble_simple,invmae4,52.0,52.0,49.0,52.0,0.0,-3.0,3.0
adj_ebitda_musd,0,margin-ts,incremental_margin,k4_ew,54.0,57.0,47.0,55.0,-3.0,-8.0,7.0
adj_ebitda_musd,0,margin-ts,incremental_margin,k4_rw,53.0,56.0,41.0,56.0,-3.0,-15.0,12.0
adj_ebitda_musd,0,margin-ts,incremental_margin,k8_ew,40.0,40.0,22.0,33.0,0.0,-11.0,18.0
adj_ebitda_musd,0,margin-ts,incremental_margin,k8_median,39.0,37.0,24.0,29.0,2.0,-5.0,15.0
adj_ebitda_musd,0,margin-ts,incremental_margin,k8_rw,45.0,47.0,25.0,46.0,-2.0,-21.0,20.0
adj_ebitda_musd,0,margin-ts,pct_rev_seasonal,drift_k4_ew,69.0,67.0,68.0,66.0,2.0,2.0,1.0
adj_ebitda_musd,0,margin-ts,pct_rev_seasonal,drift_k4_rw,65.0,64.0,64.0,64.0,1.0,0.0,1.0
adj_ebitda_musd,0,margin-ts,pct_rev_seasonal,drift_k8_rw,74.0,71.0,66.0,68.0,3.0,-2.0,8.0
adj_ebitda_musd,0,margin-ts,pct_rev_seasonal,nodrift,32.0,46.0,38.0,48.0,-14.0,-10.0,-6.0
adj_ebitda_musd,0,margin-ts,per_night_seasonal,g_k4_ew,43.0,41.0,51.0,44.0,2.0,7.0,-8.0
adj_ebitda_musd,0,margin-ts,per_night_seasonal,g_k4_rw,38.0,29.0,46.0,34.0,9.0,12.0,-8.0
adj_ebitda_musd,0,margin-ts,per_night_seasonal,g_k8_rw,50.0,44.0,44.0,45.0,6.0,-1.0,6.0
adj_ebitda_musd,0,margin-ts,per_night_seasonal,nogrowth,58.0,70.0,71.0,73.0,-12.0,-2.0,-13.0
adj_ebitda_musd,0,margin-ts,q_sentence_direction,k_abs_rw,62.0,26.0,6.0,5.0,36.0,1.0,56.0
adj_ebitda_musd,0,margin-ts,q_sentence_direction,k_fit_ew,41.0,49.0,32.0,49.0,-8.0,-17.0,9.0
adj_ebitda_musd,0,margin-ts,q_sentence_direction,k_fit_median,10.0,13.0,11.0,16.0,-3.0,-5.0,-1.0
adj_ebitda_musd,0,margin-ts,q_sentence_direction,k_fit_rw,16.0,14.0,15.0,17.0,2.0,-2.0,1.0
adj_ebitda_musd,0,margin-ts,sarima_margin,lines_aicc,18.0,22.0,18.0,19.0,-4.0,-1.0,0.0
adj_ebitda_musd,0,margin-ts,sarima_margin,margin_aicc,61.0,60.0,57.0,59.0,1.0,-2.0,4.0
adj_ebitda_musd,0,margin-ts,yoy_margin_change,k2_ew,60.0,65.0,63.0,67.0,-5.0,-4.0,-3.0
adj_ebitda_musd,0,margin-ts,yoy_margin_change,k2_rw,59.0,62.0,62.0,65.0,-3.0,-3.0,-3.0
adj_ebitda_musd,0,margin-ts,yoy_margin_change,k4_ew,67.0,66.0,67.0,63.0,1.0,4.0,0.0
adj_ebitda_musd,0,margin-ts,yoy_margin_change,k4_rw,64.0,63.0,65.0,62.0,1.0,3.0,-1.0
adj_ebitda_musd,0,margin-ts,yoy_margin_change,k4_rw_shrink50,56.0,58.0,58.0,60.0,-2.0,-2.0,-2.0
adj_ebitda_musd,0,street-bias,dispersion_conditioned,ew,13.0,9.0,23.0,11.0,4.0,12.0,-10.0
adj_ebitda_musd,0,street-bias,dispersion_conditioned,ew_usd,14.0,6.0,7.0,6.0,8.0,1.0,7.0
adj_ebitda_musd,0,street-bias,dispersion_conditioned,rw_hl4,11.0,12.0,19.0,15.0,-1.0,4.0,-8.0
adj_ebitda_musd,0,street-bias,dispersion_conditioned,rw_hl4_from21,12.0,11.0,21.0,18.0,1.0,3.0,-9.0
adj_ebitda_musd,0,street-bias,dispersion_conditioned,rw_hl4_med,6.0,10.0,17.0,10.0,-4.0,7.0,-11.0
adj_ebitda_musd,0,street-bias,dispersion_conditioned,rw_hl4_usd,15.0,15.0,8.0,14.0,0.0,-6.0,7.0
adj_ebitda_musd,0,street-bias,street_plus_bias,ew,57.0,59.0,69.0,61.0,-2.0,8.0,-12.0
adj_ebitda_musd,0,street-bias,street_plus_bias,ew_usd,19.0,7.0,16.0,9.0,12.0,7.0,3.0
adj_ebitda_musd,0,street-bias,street_plus_bias,rw_hl4,23.0,17.0,52.0,26.0,6.0,26.0,-29.0
adj_ebitda_musd,0,street-bias,street_plus_bias,rw_hl4_from21,48.0,36.0,59.0,42.0,12.0,17.0,-11.0
adj_ebitda_musd,0,street-bias,street_plus_bias,rw_hl4_med,20.0,16.0,50.0,25.0,4.0,25.0,-30.0
adj_ebitda_musd,0,street-bias,street_plus_bias,rw_hl4_usd,5.0,1.0,5.0,1.0,4.0,4.0,0.0
adj_ebitda_musd,0,street-bias,street_plus_flowthrough,ew,7.0,20.0,9.0,21.0,-13.0,-12.0,-2.0
adj_ebitda_musd,0,street-bias,street_plus_flowthrough,ew_usd,8.0,21.0,10.0,22.0,-13.0,-12.0,-2.0
adj_ebitda_musd,0,street-bias,street_plus_flowthrough,rw_hl4,2.0,2.0,1.0,2.0,0.0,-1.0,1.0
adj_ebitda_musd,0,street-bias,street_plus_flowthrough,rw_hl4_from21,9.0,8.0,4.0,7.0,1.0,-3.0,5.0
adj_ebitda_musd,0,street-bias,street_plus_flowthrough,rw_hl4_med,1.0,4.0,3.0,4.0,-3.0,-1.0,-2.0
adj_ebitda_musd,0,street-bias,street_plus_flowthrough,rw_hl4_usd,3.0,3.0,2.0,3.0,0.0,-1.0,1.0
adj_ebitda_musd,1,alt-augmented,margin_aug,best1_eq,38.0,40.0,35.0,36.0,-2.0,-1.0,3.0
adj_ebitda_musd,1,alt-augmented,margin_aug,best1_rw,46.0,54.0,51.0,52.0,-8.0,-1.0,-5.0
adj_ebitda_musd,1,alt-augmented,margin_aug,none_eq,32.0,37.0,31.0,38.0,-5.0,-7.0,1.0
adj_ebitda_musd,1,alt-augmented,margin_aug,none_rw,40.0,46.0,43.0,48.0,-6.0,-5.0,-3.0
adj_ebitda_musd,1,alt-augmented,margin_aug,ridge_all_eq,34.0,39.0,33.0,41.0,-5.0,-8.0,1.0
adj_ebitda_musd,1,alt-augmented,margin_aug,ridge_all_rw,39.0,48.0,45.0,50.0,-9.0,-5.0,-6.0
adj_ebitda_musd,1,alt-augmented,margin_aug,surv_emp_computer_systems_design_rw,43.0,45.0,50.0,53.0,-2.0,-3.0,-7.0
adj_ebitda_musd,1,baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h1|PIT,29.0,32.0,18.0,31.0,-3.0,-13.0,11.0
adj_ebitda_musd,1,baselines-margin,pct_rev_last4,pct_rev_last4|adj_ebitda_musd|h1|PIT,70.0,70.0,70.0,70.0,0.0,0.0,0.0
adj_ebitda_musd,1,baselines-margin,seasonal_naive,seasonal_naive|adj_ebitda_musd|h1|PIT,60.0,62.0,21.0,45.0,-2.0,-24.0,39.0
adj_ebitda_musd,1,baselines-margin,seasonal_naive_drift,seasonal_naive_drift|adj_ebitda_musd|h1|PIT,58.0,64.0,34.0,60.0,-6.0,-26.0,24.0
adj_ebitda_musd,1,baselines-margin,street,street|adj_ebitda_musd|h1|PIT,3.0,1.0,1.0,1.0,2.0,0.0,2.0
adj_ebitda_musd,1,cycle-flex,flex_margin,dl_rw,42.0,42.0,48.0,43.0,0.0,5.0,-6.0
adj_ebitda_musd,1,cycle-flex,flex_margin,l0_eq,26.0,31.0,26.0,33.0,-5.0,-7.0,0.0
adj_ebitda_musd,1,cycle-flex,flex_margin,l0_rw,35.0,36.0,39.0,40.0,-1.0,-1.0,-4.0
adj_ebitda_musd,1,driver-lines,margin_v2,a_unit_eq,31.0,41.0,38.0,44.0,-10.0,-6.0,-7.0
adj_ebitda_musd,1,driver-lines,margin_v2,a_unit_rw,36.0,52.0,47.0,54.0,-16.0,-7.0,-11.0
adj_ebitda_musd,1,driver-lines,margin_v2,b_elastic_eq,33.0,38.0,32.0,39.0,-5.0,-7.0,1.0
adj_ebitda_musd,1,driver-lines,margin_v2,b_elastic_rw,41.0,47.0,44.0,49.0,-6.0,-5.0,-3.0
adj_ebitda_musd,1,driver-lines,margin_v2,c_mix_rw,37.0,49.0,42.0,51.0,-12.0,-9.0,-5.0
adj_ebitda_musd,1,driver-lines,margin_v2,d_steps_rw,50.0,51.0,46.0,46.0,-1.0,0.0,4.0
adj_ebitda_musd,1,guide-policy-margin,actual_given_guide,equal,65.0,43.0,56.0,35.0,22.0,21.0,9.0
adj_ebitda_musd,1,guide-policy-margin,actual_given_guide,last,30.0,12.0,6.0,4.0,18.0,2.0,24.0
adj_ebitda_musd,1,guide-policy-margin,actual_given_guide,last_pin,51.0,20.0,5.0,3.0,31.0,2.0,46.0
adj_ebitda_musd,1,guide-policy-margin,actual_given_guide,nocushion,7.0,10.0,4.0,9.0,-3.0,-5.0,3.0
adj_ebitda_musd,1,guide-policy-margin,actual_given_guide,nocushion_pin,6.0,8.0,3.0,8.0,-2.0,-5.0,3.0
adj_ebitda_musd,1,guide-policy-margin,actual_given_guide,nov_sentence_pin,2.0,4.0,2.0,2.0,-2.0,0.0,0.0
adj_ebitda_musd,1,guide-policy-margin,actual_given_guide,rw_hl4,55.0,28.0,27.0,21.0,27.0,6.0,28.0
adj_ebitda_musd,1,guide-policy-margin,actual_given_guide,rw_hl4_pin,66.0,34.0,41.0,25.0,32.0,16.0,25.0
adj_ebitda_musd,1,guide-policy-margin,actual_given_guide,rw_hl4_prorata,54.0,33.0,30.0,30.0,21.0,0.0,24.0
adj_ebitda_musd,1,margin-ts,ensemble_simple,eq4,47.0,53.0,55.0,59.0,-6.0,-4.0,-8.0
adj_ebitda_musd,1,margin-ts,ensemble_simple,invmae4,45.0,50.0,54.0,56.0,-5.0,-2.0,-9.0
adj_ebitda_musd,1,margin-ts,incremental_margin,k4_ew,24.0,26.0,23.0,26.0,-2.0,-3.0,1.0
adj_ebitda_musd,1,margin-ts,incremental_margin,k4_rw,27.0,30.0,28.0,32.0,-3.0,-4.0,-1.0
adj_ebitda_musd,1,margin-ts,incremental_margin,k8_ew,12.0,6.0,10.0,7.0,6.0,3.0,2.0
adj_ebitda_musd,1,margin-ts,incremental_margin,k8_median,13.0,9.0,13.0,12.0,4.0,1.0,0.0
adj_ebitda_musd,1,margin-ts,incremental_margin,k8_rw,20.0,22.0,14.0,19.0,-2.0,-5.0,6.0
adj_ebitda_musd,1,margin-ts,pct_rev_seasonal,drift_k4_ew,64.0,58.0,57.0,55.0,6.0,2.0,7.0
adj_ebitda_musd,1,margin-ts,pct_rev_seasonal,drift_k4_rw,63.0,60.0,60.0,62.0,3.0,-2.0,3.0
adj_ebitda_musd,1,margin-ts,pct_rev_seasonal,drift_k8_rw,69.0,68.0,65.0,61.0,1.0,4.0,4.0
adj_ebitda_musd,1,margin-ts,pct_rev_seasonal,nodrift,14.0,17.0,9.0,11.0,-3.0,-2.0,5.0
adj_ebitda_musd,1,margin-ts,per_night_seasonal,g_k4_ew,49.0,63.0,63.0,66.0,-14.0,-3.0,-14.0
adj_ebitda_musd,1,margin-ts,per_night_seasonal,g_k4_rw,52.0,66.0,64.0,68.0,-14.0,-4.0,-12.0
adj_ebitda_musd,1,margin-ts,per_night_seasonal,g_k8_rw,48.0,59.0,62.0,64.0,-11.0,-2.0,-14.0
adj_ebitda_musd,1,margin-ts,per_night_seasonal,nogrowth,22.0,25.0,37.0,28.0,-3.0,9.0,-15.0
adj_ebitda_musd,1,margin-ts,sarima_margin,lines_aicc,44.0,55.0,49.0,58.0,-11.0,-9.0,-5.0
adj_ebitda_musd,1,margin-ts,sarima_margin,margin_aicc,57.0,44.0,59.0,42.0,13.0,17.0,-2.0
adj_ebitda_musd,1,margin-ts,yoy_margin_change,k2_ew,56.0,65.0,66.0,65.0,-9.0,1.0,-10.0
adj_ebitda_musd,1,margin-ts,yoy_margin_change,k2_rw,59.0,67.0,67.0,67.0,-8.0,0.0,-8.0
adj_ebitda_musd,1,margin-ts,yoy_margin_change,k4_ew,62.0,56.0,53.0,47.0,6.0,6.0,9.0
adj_ebitda_musd,1,margin-ts,yoy_margin_change,k4_rw,61.0,57.0,58.0,57.0,4.0,1.0,3.0
adj_ebitda_musd,1,margin-ts,yoy_margin_change,k4_rw_shrink50,25.0,27.0,25.0,29.0,-2.0,-4.0,0.0
adj_ebitda_musd,1,street-bias,dispersion_conditioned,ew,23.0,24.0,40.0,27.0,-1.0,13.0,-17.0
adj_ebitda_musd,1,street-bias,dispersion_conditioned,ew_usd,4.0,2.0,8.0,5.0,2.0,3.0,-4.0
adj_ebitda_musd,1,street-bias,dispersion_conditioned,rw_hl4,9.0,11.0,17.0,14.0,-2.0,3.0,-8.0
adj_ebitda_musd,1,street-bias,dispersion_conditioned,rw_hl4_from21,21.0,23.0,29.0,23.0,-2.0,6.0,-8.0
adj_ebitda_musd,1,street-bias,dispersion_conditioned,rw_hl4_med,8.0,7.0,12.0,13.0,1.0,-1.0,-4.0
adj_ebitda_musd,1,street-bias,dispersion_conditioned,rw_hl4_usd,1.0,3.0,7.0,6.0,-2.0,1.0,-6.0
adj_ebitda_musd,1,street-bias,street_plus_bias,ew,68.0,69.0,69.0,69.0,-1.0,0.0,-1.0
adj_ebitda_musd,1,street-bias,street_plus_bias,ew_usd,18.0,21.0,36.0,24.0,-3.0,12.0,-18.0
adj_ebitda_musd,1,street-bias,street_plus_bias,rw_hl4,53.0,35.0,61.0,37.0,18.0,24.0,-8.0
adj_ebitda_musd,1,street-bias,street_plus_bias,rw_hl4_from21,67.0,61.0,68.0,63.0,6.0,5.0,-1.0
adj_ebitda_musd,1,street-bias,street_plus_bias,rw_hl4_med,28.0,29.0,52.0,34.0,-1.0,18.0,-24.0
adj_ebitda_musd,1,street-bias,street_plus_bias,rw_hl4_usd,5.0,5.0,11.0,10.0,0.0,1.0,-6.0
adj_ebitda_musd,1,street-bias,street_plus_flowthrough,ew,16.0,13.0,19.0,15.0,3.0,4.0,-3.0
adj_ebitda_musd,1,street-bias,street_plus_flowthrough,ew_usd,17.0,14.0,20.0,16.0,3.0,4.0,-3.0
adj_ebitda_musd,1,street-bias,street_plus_flowthrough,rw_hl4,10.0,15.0,15.0,17.0,-5.0,-2.0,-5.0
adj_ebitda_musd,1,street-bias,street_plus_flowthrough,rw_hl4_from21,19.0,18.0,22.0,20.0,1.0,2.0,-3.0
adj_ebitda_musd,1,street-bias,street_plus_flowthrough,rw_hl4_med,15.0,19.0,24.0,22.0,-4.0,2.0,-9.0
adj_ebitda_musd,1,street-bias,street_plus_flowthrough,rw_hl4_usd,11.0,16.0,16.0,18.0,-5.0,-2.0,-5.0
adj_ebitda_musd,2,alt-augmented,margin_aug,best1_eq,24.0,25.0,18.0,21.0,-1.0,-3.0,6.0
adj_ebitda_musd,2,alt-augmented,margin_aug,best1_rw,33.0,36.0,31.0,29.0,-3.0,2.0,2.0
adj_ebitda_musd,2,alt-augmented,margin_aug,none_eq,13.0,22.0,20.0,23.0,-9.0,-3.0,-7.0
adj_ebitda_musd,2,alt-augmented,margin_aug,none_rw,27.0,28.0,28.0,31.0,-1.0,-3.0,-1.0
adj_ebitda_musd,2,alt-augmented,margin_aug,ridge_all_eq,15.0,24.0,22.0,25.0,-9.0,-3.0,-7.0
adj_ebitda_musd,2,alt-augmented,margin_aug,ridge_all_rw,30.0,27.0,27.0,30.0,3.0,-3.0,3.0
adj_ebitda_musd,2,alt-augmented,margin_aug,surv_emp_computer_systems_design_rw,29.0,30.0,30.0,33.0,-1.0,-3.0,-1.0
adj_ebitda_musd,2,baselines-margin,pct_rev_last4,pct_rev_last4|adj_ebitda_musd|h2|PIT,50.0,50.0,50.0,50.0,0.0,0.0,0.0
adj_ebitda_musd,2,baselines-margin,seasonal_naive,seasonal_naive|adj_ebitda_musd|h2|PIT,39.0,44.0,13.0,20.0,-5.0,-7.0,26.0
adj_ebitda_musd,2,baselines-margin,seasonal_naive_drift,seasonal_naive_drift|adj_ebitda_musd|h2|PIT,22.0,9.0,1.0,3.0,13.0,-2.0,21.0
adj_ebitda_musd,2,cycle-flex,flex_margin,dl_rw,34.0,40.0,39.0,46.0,-6.0,-7.0,-5.0
adj_ebitda_musd,2,cycle-flex,flex_margin,l0_eq,18.0,17.0,19.0,19.0,1.0,0.0,-1.0
adj_ebitda_musd,2,cycle-flex,flex_margin,l0_rw,31.0,33.0,33.0,35.0,-2.0,-2.0,-2.0
adj_ebitda_musd,2,driver-lines,margin_v2,a_unit_eq,16.0,35.0,25.0,42.0,-19.0,-17.0,-9.0
adj_ebitda_musd,2,driver-lines,margin_v2,a_unit_rw,21.0,32.0,32.0,39.0,-11.0,-7.0,-11.0
adj_ebitda_musd,2,driver-lines,margin_v2,b_elastic_eq,14.0,23.0,21.0,24.0,-9.0,-3.0,-7.0
adj_ebitda_musd,2,driver-lines,margin_v2,b_elastic_rw,28.0,29.0,29.0,32.0,-1.0,-3.0,-1.0
adj_ebitda_musd,2,driver-lines,margin_v2,c_mix_rw,26.0,26.0,26.0,28.0,0.0,-2.0,0.0
adj_ebitda_musd,2,driver-lines,margin_v2,d_steps_rw,32.0,38.0,35.0,44.0,-6.0,-9.0,-3.0
adj_ebitda_musd,2,guide-policy-margin,actual_given_guide,equal,46.0,46.0,47.0,47.0,0.0,0.0,-1.0
adj_ebitda_musd,2,guide-policy-margin,actual_given_guide,last,35.0,12.0,5.0,6.0,23.0,-1.0,30.0
adj_ebitda_musd,2,guide-policy-margin,actual_given_guide,last_pin,42.0,16.0,6.0,7.0,26.0,-1.0,36.0
adj_ebitda_musd,2,guide-policy-margin,actual_given_guide,nocushion,8.0,11.0,4.0,15.0,-3.0,-11.0,4.0
adj_ebitda_musd,2,guide-policy-margin,actual_given_guide,nocushion_pin,7.0,10.0,3.0,13.0,-3.0,-10.0,4.0
adj_ebitda_musd,2,guide-policy-margin,actual_given_guide,nov_sentence_pin,6.0,8.0,2.0,10.0,-2.0,-8.0,4.0
adj_ebitda_musd,2,guide-policy-margin,actual_given_guide,rw_hl4,43.0,20.0,16.0,11.0,23.0,5.0,27.0
adj_ebitda_musd,2,guide-policy-margin,actual_given_guide,rw_hl4_pin,45.0,39.0,24.0,14.0,6.0,10.0,21.0
adj_ebitda_musd,2,guide-policy-margin,actual_given_guide,rw_hl4_prorata,48.0,47.0,48.0,26.0,1.0,22.0,0.0
adj_ebitda_musd,2,margin-ts,ensemble_simple,eq4,20.0,15.0,23.0,18.0,5.0,5.0,-3.0
adj_ebitda_musd,2,margin-ts,ensemble_simple,invmae4,12.0,14.0,17.0,17.0,-2.0,0.0,-5.0
adj_ebitda_musd,2,margin-ts,incremental_margin,k4_ew,4.0,5.0,11.0,8.0,-1.0,3.0,-7.0
adj_ebitda_musd,2,margin-ts,incremental_margin,k4_rw,5.0,4.0,10.0,5.0,1.0,5.0,-5.0
adj_ebitda_musd,2,margin-ts,incremental_margin,k8_ew,2.0,3.0,9.0,4.0,-1.0,5.0,-7.0
adj_ebitda_musd,2,margin-ts,incremental_margin,k8_median,1.0,1.0,8.0,2.0,0.0,6.0,-7.0
adj_ebitda_musd,2,margin-ts,incremental_margin,k8_rw,3.0,2.0,7.0,1.0,1.0,6.0,-4.0
adj_ebitda_musd,2,margin-ts,pct_rev_seasonal,drift_k4_ew,44.0,45.0,42.0,45.0,-1.0,-3.0,2.0
adj_ebitda_musd,2,margin-ts,pct_rev_seasonal,drift_k4_rw,41.0,43.0,41.0,40.0,-2.0,1.0,0.0
adj_ebitda_musd,2,margin-ts,pct_rev_seasonal,drift_k8_rw,49.0,49.0,46.0,43.0,0.0,3.0,3.0
adj_ebitda_musd,2,margin-ts,pct_rev_seasonal,nodrift,9.0,6.0,12.0,9.0,3.0,3.0,-3.0
adj_ebitda_musd,2,margin-ts,per_night_seasonal,g_k4_ew,17.0,19.0,34.0,27.0,-2.0,7.0,-17.0
adj_ebitda_musd,2,margin-ts,per_night_seasonal,g_k4_rw,19.0,21.0,37.0,34.0,-2.0,3.0,-18.0
adj_ebitda_musd,2,margin-ts,per_night_seasonal,g_k8_rw,25.0,18.0,36.0,22.0,7.0,14.0,-11.0
adj_ebitda_musd,2,margin-ts,per_night_seasonal,nogrowth,10.0,7.0,15.0,12.0,3.0,3.0,-5.0
adj_ebitda_musd,2,margin-ts,sarima_margin,lines_aicc,23.0,41.0,43.0,48.0,-18.0,-5.0,-20.0
adj_ebitda_musd,2,margin-ts,sarima_margin,margin_aicc,47.0,48.0,49.0,49.0,-1.0,0.0,-2.0
adj_ebitda_musd,2,margin-ts,yoy_margin_change,k2_ew,36.0,31.0,45.0,37.0,5.0,8.0,-9.0
adj_ebitda_musd,2,margin-ts,yoy_margin_change,k2_rw,37.0,34.0,44.0,38.0,3.0,6.0,-7.0
adj_ebitda_musd,2,margin-ts,yoy_margin_change,k4_ew,40.0,42.0,40.0,41.0,-2.0,-1.0,0.0
adj_ebitda_musd,2,margin-ts,yoy_margin_change,k4_rw,38.0,37.0,38.0,36.0,1.0,2.0,0.0
adj_ebitda_musd,2,margin-ts,yoy_margin_change,k4_rw_shrink50,11.0,13.0,14.0,16.0,-2.0,-2.0,-3.0
