method,object,target,window,horizon_q,prior_basis,spec_id,quarter,vintage_date,point,actual,err,abs_err,seasonal_naive_point,seasonal_naive_abs_err,label
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2024Q3,2024-08-06,53.80392828224366,52.46516613076098,1.3387621514826833,1.3387621514826833,53.98881365911098,1.5236475283500042,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2024Q4,2024-11-07,30.93139304741256,30.846774193548388,0.0846188538641712,0.0846188538641712,33.27321911632101,2.426444922772621,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2025Q1,2025-02-13,17.700142731867327,18.35387323943662,-0.6537305075692927,0.6537305075692927,19.79458450046685,1.4407112610302306,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2025Q2,2025-05-01,31.91192357102453,33.68863049095607,-1.7767069199315415,1.7767069199315415,32.532751091703055,1.155879399253017,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2025Q3,2025-08-06,50.22591758851058,50.085470085470085,0.1404475030404981,0.1404475030404981,52.46516613076098,2.379696045290892,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2025Q4,2025-11-06,28.717582715119992,28.29373650107992,0.4238462140400756,0.4238462140400756,30.846774193548388,2.553037692468472,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2026Q1,2026-02-12,18.926232914743828,19.38013442867812,-0.4539015139342908,0.4539015139342908,18.35387323943662,1.0262611892414988,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2026Q2,2026-05-07,34.242964641931856,34.950110864745014,-0.707146222813158,0.707146222813158,33.68863049095607,1.2614803737889415,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2023Q1,2023-02-14,18.218678535752343,14.411441144114413,3.80723739163793,3.80723739163793,15.176246589486508,0.7648054453720956,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2023Q2,2023-05-09,38.5175851568318,32.971014492753625,5.546570664078175,5.546570664078175,33.79105720383992,0.8200427110862947,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2023Q3,2023-08-03,53.99389583688614,53.98881365911098,0.0050821777751579,0.0050821777751579,50.512929853938935,3.475883805172046,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2023Q4,2023-11-01,32.12458993649154,33.27321911632101,-1.14862917982947,1.14862917982947,26.603575184016822,6.6696439323041865,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2024Q1,2024-02-13,18.38485101165939,19.79458450046685,-1.4097334888074613,1.4097334888074613,14.411441144114413,5.383143356352438,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2024Q2,2024-05-08,36.19155097391498,32.532751091703055,3.658799882211923,3.658799882211923,32.971014492753625,0.4382634010505697,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2024Q3,2024-08-06,54.55339208227281,52.46516613076098,2.0882259515118307,2.0882259515118307,53.98881365911098,1.5236475283500042,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2024Q4,2024-11-07,31.66325652971257,30.846774193548388,0.8164823361641815,0.8164823361641815,33.27321911632101,2.426444922772621,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2025Q1,2025-02-13,17.955292211635953,18.35387323943662,-0.3985810278006667,0.3985810278006667,19.79458450046685,1.4407112610302306,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2025Q2,2025-05-01,32.72846932837422,33.68863049095607,-0.9601611625818548,0.9601611625818548,32.532751091703055,1.155879399253017,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2025Q3,2025-08-06,51.10006989404594,50.085470085470085,1.014599808575852,1.014599808575852,52.46516613076098,2.379696045290892,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2025Q4,2025-11-06,29.38981410900116,28.29373650107992,1.096077607921245,1.096077607921245,30.846774193548388,2.553037692468472,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2026Q1,2026-02-12,19.735641856887472,19.38013442867812,0.3555074282093535,0.3555074282093535,18.35387323943662,1.0262611892414988,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4,2026Q2,2026-05-07,35.03703993101923,34.950110864745014,0.0869290662742159,0.0869290662742159,33.68863049095607,1.2614803737889415,street-bias|street_plus_bias|rw_hl4
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2023Q1,2023-02-14,19.87954531472357,14.411441144114413,5.468104170609156,5.468104170609156,15.176246589486508,0.7648054453720956,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2023Q2,2023-05-09,36.845892329025865,32.971014492753625,3.874877836272241,3.874877836272241,33.79105720383992,0.8200427110862947,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2023Q3,2023-08-03,53.488391885220494,53.98881365911098,-0.500421773890487,0.500421773890487,50.512929853938935,3.475883805172046,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2023Q4,2023-11-01,31.65703272940574,33.27321911632101,-1.6161863869152704,1.6161863869152704,26.603575184016822,6.6696439323041865,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2024Q1,2024-02-13,19.728239477933418,19.79458450046685,-0.066345022533433,0.066345022533433,14.411441144114413,5.383143356352438,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2024Q2,2024-05-08,35.53141927126024,32.532751091703055,2.998668179557185,2.998668179557185,32.971014492753625,0.4382634010505697,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2024Q3,2024-08-06,52.57304372652472,52.46516613076098,0.1078775957637461,0.1078775957637461,53.98881365911098,1.5236475283500042,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2024Q4,2024-11-07,31.58309674721372,30.846774193548388,0.7363225536653317,0.7363225536653317,33.27321911632101,2.426444922772621,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2025Q1,2025-02-13,17.12944701054659,18.35387323943662,-1.2244262288900316,1.2244262288900316,19.79458450046685,1.4407112610302306,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2025Q2,2025-05-01,32.45449617749351,33.68863049095607,-1.2341343134625615,1.2341343134625615,32.532751091703055,1.155879399253017,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2025Q3,2025-08-06,50.782290545995465,50.085470085470085,0.6968204605253803,0.6968204605253803,52.46516613076098,2.379696045290892,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2025Q4,2025-11-06,29.82109994283345,28.29373650107992,1.527363441753533,1.527363441753533,30.846774193548388,2.553037692468472,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2026Q1,2026-02-12,20.89060659536339,19.38013442867812,1.5104721666852718,1.5104721666852718,18.35387323943662,1.0262611892414988,street-bias|street_plus_flowthrough|rw_hl4_med
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2026Q2,2026-05-07,34.83323878472246,34.950110864745014,-0.1168720800225529,0.1168720800225529,33.68863049095607,1.2614803737889415,street-bias|street_plus_flowthrough|rw_hl4_med
