method,object,spec_id,target,n_params,n_obs,oracle,n_W1_equal,n_W2_equal,mae_W1_equal,mae_W1_recency,mae_W2_equal,mae_W2_recency,ratio_seasonal_naive_W1_equal,ratio_seasonal_naive_W2_equal,ratio_seasonal_naive_W1_recency,ratio_seasonal_naive_W2_recency,ratio_street_W1_equal,ratio_street_W2_equal,survives_both_equal,survives_both_recency,FLAG_rw_W2_win_vanishes_in_W1,FLAG_eq_W2_win_vanishes_in_W1,naive_error_removed_pp_W2_equal,error_removed_per_param
street-bias,street_plus_flowthrough,rw_hl4_from21,adj_ebitda_musd,6,14,False,14,10,51.79914528451288,41.79929182563335,36.64092555326451,37.38642251504587,0.4196690011476736,0.3746515905241769,0.3603605623548253,0.3513431380969768,0.7935322877915317,0.6304603915910908,True,True,False,False,0.625348409475823,0.10422473491263717
street-bias,street_plus_bias,rw_hl4_usd,adj_ebitda_musd,3,14,False,14,10,48.53051793598696,33.96601753745669,36.73854963107096,29.71062085580336,0.3931870666110054,0.3756497917287419,0.2928282429236177,0.2792089230277783,0.7434588488657118,0.6321401557726235,True,True,False,False,0.6243502082712581,0.20811673609041936
margin-ts,q_sentence_direction,k_abs_rw,adj_ebitda_musd,2,14,False,14,10,97.84753524191932,52.046411357826784,37.55544420255978,34.24557307553016,0.7927462345988833,0.3840024969586889,0.4487031537207829,0.3218266499139879,1.4989664031869163,0.6461960144512149,True,True,False,False,0.6159975030413112,0.3079987515206556
driver-lines,margin_v2,e_revknown_rw,adj_ebitda_musd,10,14,True,14,10,52.93939154137171,40.82034465717214,41.20972321789542,35.56495558143065,0.4289071073953726,0.4213673130664153,0.3519208511364164,0.3342256963803028,0.81100018645822,0.7090731973881604,True,True,False,False,0.5786326869335847,0.05786326869335847
street-bias,dispersion_conditioned,ew_usd,adj_ebitda_musd,5,14,False,14,10,54.98247187015426,41.00924136090549,43.44543245454216,36.60361224467164,0.4454598415406015,0.444227325711065,0.3535493696928617,0.3439865899592902,0.8422989694504062,0.7475418250097828,True,True,False,False,0.5557726742889351,0.11115453485778701
street-bias,dispersion_conditioned,rw_hl4_usd,adj_ebitda_musd,5,14,False,14,10,55.357558823398286,46.73981017617966,43.45867255802656,42.59848105559315,0.4484987404673471,0.444362705092296,0.402953819162956,0.4003240482882119,0.848045079863882,0.7477696402382858,True,True,False,False,0.555637294907704,0.11112745898154079
street-bias,street_plus_flowthrough,ew,adj_ebitda_musd,6,14,False,14,10,51.66508156578479,49.22412745154418,43.69358523763157,47.532272554318666,0.4185828367598303,0.4467646752314065,0.4243716454302698,0.4466899124513528,0.791478510864368,0.7518116543996963,True,True,False,False,0.5532353247685935,0.09220588746143225
street-bias,street_plus_flowthrough,ew_usd,adj_ebitda_musd,6,14,False,14,10,51.66508156578479,49.22412745154418,43.69358523763157,47.532272554318666,0.4185828367598303,0.4467646752314065,0.4243716454302698,0.4466899124513528,0.791478510864368,0.7518116543996963,True,True,False,False,0.5532353247685935,0.09220588746143225
margin-ts,q_sentence_direction,k_fit_median,adj_ebitda_musd,2,14,False,14,10,52.84923723471617,45.8600266390243,45.20018389400087,42.81153502463043,0.4281766905590429,0.4621695694683114,0.3953690186471396,0.4023262470820508,0.8096190757695843,0.7777348745291773,True,True,False,False,0.5378304305316886,0.2689152152658443
guide-policy-margin,actual_given_guide,last_pin,adj_ebitda_musd,2,14,False,14,10,70.6203529080054,51.97157568891866,45.77696838376332,42.07224836358266,0.5721556369861549,0.4680671613881729,0.4480579795430857,0.3953787169903115,1.0818620635520375,0.7876592901870374,True,True,False,False,0.5319328386118272,0.2659664193059136
guide-policy-margin,actual_given_guide,last,adj_ebitda_musd,2,14,False,14,10,98.81186736187802,60.10762457675456,46.26420073528606,42.2261546188855,0.8005591105707706,0.4730490872728635,0.5182005830301837,0.3968250684482263,1.5137394012574164,0.7960428311183475,True,True,False,False,0.5269509127271366,0.2634754563635683
margin-ts,per_night_seasonal,g_k4_rw_nightsknown,adj_ebitda_musd,7,14,True,14,10,60.78664143773861,45.00452636105865,47.13475255928397,40.21368855379701,0.4924843635001969,0.4819504351665026,0.3879935692603787,0.3779126907705463,0.9312154164380412,0.8110219408316162,True,True,False,False,0.5180495648334974,0.07400708069049963
margin-ts,q_sentence_direction,k_fit_rw,adj_ebitda_musd,2,14,False,14,10,56.02701524702957,46.34499859489752,47.59336142508268,43.34406395445483,0.4539225772328784,0.4866396873730336,0.3995500647632755,0.4073307479876036,0.8583007565647812,0.8189129730791039,True,True,False,False,0.5133603126269664,0.2566801563134832
street-bias,street_plus_bias,ew_usd,adj_ebitda_musd,3,14,False,14,10,57.78645825816139,41.641497838075885,48.67276982134657,38.16243566073923,0.4681773238508445,0.4976765830403534,0.3590001869128292,0.3586358094859734,0.8852543835057972,0.8374857637474501,True,True,False,False,0.5023234169596467,0.1674411389865489
street-bias,dispersion_conditioned,rw_hl4_med,adj_ebitda_musd,5,14,False,14,10,50.95353647570858,43.066671895262985,48.762561243579846,41.199491827424296,0.4128180038541202,0.4985946957421251,0.3712869148039104,0.3871768886371139,0.7805780606717309,0.8390307557029731,True,True,False,False,0.5014053042578749,0.10028106085157498
margin-ts,sarima_margin,lines_aicc,adj_ebitda_musd,15,14,False,14,10,56.621918839180985,49.6962858872712,49.77141016237944,46.07801162064753,0.4587423980026237,0.508910124359708,0.4284422234708964,0.4330233306904948,0.867414327954857,0.8563894679843548,True,True,False,False,0.49108987564029205,0.03273932504268614
street-bias,dispersion_conditioned,rw_hl4,adj_ebitda_musd,5,14,False,14,10,52.8952254042825,44.67977763052623,50.28396478887016,42.68952001563565,0.4285492798958072,0.5141509692113513,0.3851938415605206,0.4011795972217196,0.8103235873441841,0.865208715469231,True,True,False,False,0.4858490307886487,0.09716980615772974
cycle-flex,flex_margin,revknown_rw,adj_ebitda_musd,12,14,True,14,10,59.33895296912982,48.13847909742035,50.5726719950862,43.93270589628253,0.4807554059998942,0.5171029856348281,0.4150120406541015,0.412862577276004,0.9090376848134226,0.8701763426658076,True,True,False,False,0.48289701436517185,0.04024141786376432
guide-policy-margin,actual_given_guide,rw_hl4_pin,adj_ebitda_musd,3,14,False,14,10,74.45058703947672,57.61879789223517,51.13929616782313,48.32580500435038,0.6031876264772417,0.5228966888325474,0.4967438801898954,0.4541472234862271,1.1405389864323143,0.8799259352984882,True,True,False,False,0.47710331116745264,0.15903443705581755
street-bias,dispersion_conditioned,rw_hl4_from21,adj_ebitda_musd,5,14,False,14,10,53.04425976457392,44.67793604869605,52.083181550959694,43.45559614376297,0.4297567342037238,0.5325478686192198,0.3851779648928795,0.4083788843631709,0.8126067056510986,0.8961668555068033,True,True,False,False,0.46745213138078023,0.09349042627615604
margin-ts,incremental_margin,k8_ew,adj_ebitda_musd,3,14,False,14,10,68.8591034673864,55.10077595148348,53.76868104201146,49.935248865269344,0.5578862549441027,0.5497820147444935,0.4750354788519902,0.4692721543741348,1.0548807631790404,0.9251683245775104,True,True,False,False,0.4502179852555065,0.1500726617518355
street-bias,dispersion_conditioned,ew,adj_ebitda_musd,5,14,False,14,10,53.2639365608767,42.82249521674957,53.84727084236409,41.619460398463474,0.4315365230626583,0.5505855914352156,0.3691818158574956,0.3911235908280397,0.8159720243216555,0.9265205763440044,True,True,False,False,0.44941440856478443,0.08988288171295689
margin-ts,incremental_margin,k8_median,adj_ebitda_musd,3,14,False,14,10,67.597265707117,54.07408953870009,53.88307136073716,49.40153335481917,0.5476630323493276,0.5509516499052879,0.4661841974806204,0.4642565024428186,1.035550154551649,0.9271365763083024,True,True,False,False,0.4490483500947121,0.14968278336490404
margin-ts,incremental_margin,k8_rw,adj_ebitda_musd,3,14,False,14,10,70.64531605430572,59.18403452848885,55.23353221255475,54.02733060037879,0.5723578846992361,0.564760043073157,0.5102381172887366,0.5077279557438452,1.082244484197887,0.9503732185221478,True,True,False,False,0.43523995692684303,0.145079985642281
margin-ts,incremental_margin,k4_rw_revknown,adj_ebitda_musd,3,14,True,14,10,74.13069662967716,64.99832255899354,55.49948726421589,58.87424019261772,0.6005959217682175,0.5674794198795079,0.5603643278739766,0.5532773373548896,1.135638454438272,0.9549493618232268,True,True,False,False,0.4325205801204921,0.1441735267068307
baselines-margin,street,street|adj_ebitda_musd|h0|PIT,adj_ebitda_musd,1,14,False,14,10,65.27667000000002,62.31391692422403,58.11772799999999,59.32069626267775,0.5288619097222222,0.5942507975460123,0.5372214974124143,0.5574729588165099,1.0,1.0,True,True,False,False,0.4057492024539877,0.4057492024539877
cycle-flex,flex_margin,l0_rw,adj_ebitda_musd,12,14,False,14,10,61.73910913424926,49.18567236370343,58.57019269758276,46.466405482405904,0.5002011156710008,0.598877225946654,0.4240401159599261,0.4366733059763857,0.945806658554262,1.00778531290113,True,True,False,False,0.40112277405334595,0.03342689783777883
alt-augmented,margin_aug,ridge_all_eq,adj_ebitda_musd,37,14,False,14,10,61.233632194164265,50.55422365606485,58.96664734921906,48.01917127089354,0.4961058163879048,0.6029309544909924,0.4358386869831879,0.451265598262103,0.938063050614626,1.0146068915360742,True,True,False,False,0.39706904550900757,0.010731595824567772
cycle-flex,flex_margin,l0_eq,adj_ebitda_musd,12,14,False,14,10,62.53614088396547,52.34585712286732,59.12611362818743,49.77868506470701,0.5066585488284239,0.6045614890407711,0.4512847391872286,0.4678008283337836,0.9580167138422572,1.0173507406928817,True,True,False,False,0.3954385109592289,0.03295320924660241
alt-augmented,margin_aug,none_eq,adj_ebitda_musd,10,14,False,14,10,62.06827027585055,52.1577720269189,60.06288484680359,49.782066420886295,0.5028679304756409,0.6141399268589325,0.4496632176736759,0.4678326050112812,0.9508492126796684,1.0334692513582704,True,True,False,False,0.3858600731410675,0.03858600731410675
driver-lines,margin_v2,b_elastic_eq,adj_ebitda_musd,10,14,False,14,10,62.06827027585055,52.1577720269189,60.06288484680359,49.782066420886295,0.5028679304756409,0.6141399268589325,0.4496632176736759,0.4678326050112812,0.9508492126796684,1.0334692513582704,True,True,False,False,0.3858600731410675,0.03858600731410675
margin-ts,q_sentence_direction,k_fit_ew,adj_ebitda_musd,2,14,False,14,10,68.89901959104469,61.00919379492984,60.559337842817214,58.43644692659806,0.5582096494644823,0.6192161333621392,0.525973202523804,0.5491631255749534,1.0554922545994556,1.0420114468827346,True,True,False,False,0.3807838666378608,0.1903919333189304
guide-policy-margin,actual_given_guide,nocushion_pin,adj_ebitda_musd,2,14,False,14,10,56.04702297784021,49.00507434648071,60.81121285982711,48.960076806548805,0.4540846769037979,0.6217915425340196,0.4224831421404166,0.4601078645532117,0.8586072631744266,1.046345322718519,True,True,False,False,0.3782084574659804,0.1891042287329902
alt-augmented,margin_aug,ridge_all_rw,adj_ebitda_musd,37,14,False,14,10,62.67215054773799,51.60757039118025,61.26960408543239,49.3809934459224,0.507760478974729,0.6264785693806993,0.4449198126492459,0.4640634763236408,0.9601003014972724,1.05423261015008,True,True,False,False,0.37352143061930065,0.01009517380052164
driver-lines,margin_v2,a_unit_eq,adj_ebitda_musd,7,14,False,14,10,62.90337681607702,53.177750369041625,61.448014691567,51.14838500087042,0.5096338399450684,0.6283028087072291,0.458456667344794,0.4806727385474236,0.9636425512526452,1.0573024239964612,True,True,False,False,0.3716971912927709,0.05309959875611013
driver-lines,margin_v2,c_mix_rw,adj_ebitda_musd,12,14,False,14,10,62.98067391256521,52.735145417751575,61.54443334205423,50.58650745146792,0.510260089569394,0.629288684479082,0.4546408761631333,0.4753924306668323,0.9648266970812878,1.058961447048553,True,True,False,False,0.37071131552091796,0.030892609626743162
baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_musd|h0|PIT,adj_ebitda_musd,1,14,False,14,10,63.17000465854058,58.04283544856875,61.72428377423068,55.99248867244861,0.511794019224287,0.6311276459532789,0.5003995979206496,0.5261957512014007,0.967727132198082,1.062056035195159,True,True,False,False,0.36887235404672114,0.36887235404672114
margin-ts,pct_rev_seasonal,nodrift,adj_ebitda_musd,2,14,False,14,10,63.170004658540726,58.04283544856885,61.72428377423076,55.99248867244867,0.5117940192242882,0.6311276459532797,0.5003995979206505,0.5261957512014014,0.9677271321980842,1.0620560351951605,True,True,False,False,0.36887235404672025,0.18443617702336013
guide-policy-margin,actual_given_guide,rw_hl4_revknown,adj_ebitda_musd,3,14,True,14,10,107.8942986797786,69.89909459852296,62.030794971314016,53.98653355018745,0.8741436235630208,0.6342617072731493,0.6026149233028352,0.5073445608460436,1.652876880511499,1.0673300059375,True,True,False,False,0.36573829272685066,0.12191276424228355
alt-augmented,margin_aug,none_rw,adj_ebitda_musd,10,14,False,14,10,63.91499297830726,53.39587865897083,62.85248003409311,51.31818270695478,0.5178298042223967,0.6426633950316267,0.4603371976071795,0.4822684317131267,0.9791399129016116,1.081468291983009,True,True,False,False,0.3573366049683733,0.03573366049683733
driver-lines,margin_v2,b_elastic_rw,adj_ebitda_musd,10,14,False,14,10,63.91499297830726,53.39587865897083,62.85248003409311,51.31818270695478,0.5178298042223967,0.6426633950316267,0.4603371976071795,0.4822684317131267,0.9791399129016116,1.081468291983009,True,True,False,False,0.3573366049683733,0.03573366049683733
margin-ts,incremental_margin,k4_rw,adj_ebitda_musd,3,14,False,14,10,78.61660325447669,67.9643945152435,62.870112279413625,62.528545967643936,0.636940072663584,0.642843683838585,0.5859354634472267,0.5876190895791606,1.2043598923547516,1.0817716803969628,True,True,False,False,0.35715631616141497,0.11905210538713833
driver-lines,margin_v2,d_steps_rw,adj_ebitda_musd,14,14,False,14,10,70.79912742240668,55.22094510202524,62.98504457192113,51.21053584179372,0.5736040416167206,0.6440188606535902,0.4760714825921391,0.4812568081110886,1.0846007834408011,1.0837492575745755,True,True,False,False,0.35598113934640985,0.025427224239029274
driver-lines,margin_v2,a_unit_rw,adj_ebitda_musd,7,14,False,14,10,64.24650330278162,54.30073866838432,63.21413640222028,52.42358134164444,0.5205156517586471,0.6463613129061379,0.4681381877101906,0.4926565405246527,0.984218455120054,1.087691115561508,True,True,False,False,0.35363868709386215,0.050519812441980304
margin-ts,per_night_seasonal,g_k8_rw,adj_ebitda_musd,7,14,False,14,10,74.75409780739845,57.70444886210503,63.33551713644846,53.65945506190944,0.6056466257543854,0.6476024247080618,0.4974822953715997,0.5042708037239396,1.145188591994635,1.0897796475534702,True,True,False,False,0.35239757529193816,0.050342510755991166
alt-augmented,margin_aug,surv_emp_computer_systems_design_rw,adj_ebitda_musd,11,14,False,14,10,64.25958680637986,54.51169584763731,63.64090689909021,52.70452818322832,0.5206216523665035,0.6507250194181001,0.4699568943061185,0.495296770274391,0.9844188866616488,1.095034322385937,True,True,False,False,0.3492749805818999,0.031752270961990896
margin-ts,per_night_seasonal,g_k4_rw,adj_ebitda_musd,7,14,False,14,10,66.39266787304804,52.19839177696989,64.10624875718914,50.049976701876616,0.537903559156639,0.6554831161266783,0.4500134091561572,0.4703503222069745,1.017096427759688,1.1030412055541663,True,True,False,False,0.3445168838733217,0.04921669769618881
margin-ts,incremental_margin,k4_ew,adj_ebitda_musd,3,14,False,14,10,80.55088752653442,68.09100206040644,64.80511233088944,62.47513124715613,0.6526113572751632,0.6626289604385424,0.5870269739532803,0.5871171186963032,1.2339919840661973,1.1150661693259831,True,True,False,False,0.33737103956145764,0.11245701318715255
guide-policy-margin,actual_given_guide,nocushion,adj_ebitda_musd,2,14,False,14,10,59.817466363026114,52.28672380021981,65.68736172957902,52.49684072932591,0.484632250626369,0.6716499154353682,0.450774938267824,0.4933450039140746,0.916368227163336,1.1302465528173953,True,True,False,False,0.3283500845646318,0.1641750422823159
margin-ts,ensemble_simple,invmae4,adj_ebitda_musd,5,14,False,14,10,77.31457731180829,64.12961741340119,66.96020946480563,60.172872690606965,0.626391251368817,0.6846647184540452,0.5528750365220544,0.5654813832727529,1.1844136245278485,1.1521477485287384,True,True,False,False,0.3153352815459548,0.06306705630919096
street-bias,street_plus_bias,rw_hl4_med,adj_ebitda_musd,3,14,False,14,10,58.82911539897675,47.303664535321445,67.55235911868652,48.488111686875925,0.476624777538006,0.6907194183914778,0.4078149272122064,0.4556725189099785,0.9012272745986696,1.162336544172658,True,True,False,False,0.30928058160852223,0.10309352720284075
margin-ts,per_night_seasonal,g_k4_ew,adj_ebitda_musd,7,14,False,14,10,70.56291450007059,55.29626737683828,67.75647903932926,52.95493553715009,0.5716902795144608,0.692806534144471,0.4767208519025738,0.4976500017314536,1.0809821410937566,1.1658487241505595,True,True,False,False,0.307193465855529,0.04388478083650414
street-bias,street_plus_bias,rw_hl4,adj_ebitda_musd,3,14,False,14,10,61.341815913824455,48.01729499513012,68.20247284904775,48.589573835470205,0.496982304857374,0.6973667980475232,0.4139672867996117,0.4566260209379094,0.9397203612534836,1.173522696018808,True,True,False,False,0.3026332019524768,0.10087773398415893
guide-policy-margin,actual_given_guide,rw_hl4,adj_ebitda_musd,3,14,False,14,10,114.50170645167314,74.97348227174123,68.22997546099926,58.6881388940209,0.927675862455685,0.6976480108486633,0.6463622959414773,0.5515284293328232,1.7540984620029347,1.1739959184398825,True,True,False,False,0.30235198915133665,0.10078399638377888
alt-augmented,margin_aug,best1_eq,adj_ebitda_musd,15,14,False,14,10,70.84777866182637,64.96136296497518,68.48703384786742,62.8239498411883,0.573998206750908,0.7002764197123459,0.5600456913731378,0.5903951809234264,1.08534609167144,1.1784189816895014,True,True,False,False,0.2997235802876541,0.01998157201917694
margin-ts,ensemble_simple,eq4,adj_ebitda_musd,1,14,False,14,10,80.95323832919317,65.47688719830523,70.09090701817529,61.38982969116725,0.6558711438707777,0.716675940881138,0.5644901351547531,0.5769178744570554,1.240155760537312,1.2060159512459827,True,True,False,False,0.28332405911886205,0.28332405911886205
alt-augmented,margin_aug,best1_rw,adj_ebitda_musd,15,14,False,14,10,70.39651816773384,64.71231113464907,70.68504624681427,63.45700420927204,0.5703421610811769,0.7227509841187553,0.5578985627087049,0.5963443810154927,1.078433047637599,1.2162389804159974,True,True,False,False,0.27724901588124473,0.018483267725416315
margin-ts,sarima_margin,margin_aicc,adj_ebitda_musd,4,14,False,14,10,97.66512061883512,73.39077623538817,70.95637117935838,64.29861623879236,0.7912683383470437,0.725525267682601,0.632717451438327,0.6042535253416939,1.4961719189847626,1.2209075203242352,True,True,False,False,0.27447473231739905,0.06861868307934976
margin-ts,yoy_margin_change,k4_rw_shrink50,adj_ebitda_musd,4,14,False,14,10,81.11379981233155,69.23351542266025,75.25311361118749,66.18716217384089,0.6571719892202789,0.7694592393781952,0.5968768240281852,0.6220013495683421,1.242615467552673,1.2948392203354455,True,True,False,False,0.23054076062180484,0.05763519015545121
street-bias,street_plus_bias,rw_hl4_from21,adj_ebitda_musd,3,14,False,14,10,74.39631347259512,54.02337705813336,75.28662658707002,52.53265205649366,0.6027479100788956,0.7698019078432516,0.4657469944272369,0.493681544915329,1.1397075474682623,1.295415859805635,True,True,False,False,0.23019809215674836,0.07673269738558279
cycle-flex,flex_margin,dl_rw,adj_ebitda_musd,22,14,False,14,10,75.07636459969565,62.009751579163165,79.07610919557118,60.92402057203921,0.6082575835623488,0.8085491737788464,0.5345992234453762,0.5725403805258624,1.1501255287638847,1.3606194171178057,True,True,False,False,0.1914508262211536,0.008702310282779709
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|adj_ebitda_musd|h0|PIT,adj_ebitda_musd,1,14,False,14,10,103.35714285714288,93.48802372212523,81.80000000000001,86.18746040269087,0.8373842592592593,0.83640081799591,0.8059800855594002,0.8099564164050156,1.5833703351770678,1.4074879183164215,True,True,False,False,0.16359918200408996,0.16359918200408996
margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,adj_ebitda_musd,7,14,True,14,10,97.89945943841424,79.21653485331268,82.04205561011744,74.11832826503182,0.7931669167464112,0.8388758242343297,0.6829425523911453,0.6965353807965488,1.499761851185334,1.4116528369814705,True,True,False,False,0.16112417576567029,0.023017739395095754
margin-ts,yoy_margin_change,k2_rw,adj_ebitda_musd,3,14,False,14,10,85.1109473526954,79.46790396409489,82.58459719918909,77.77506570503918,0.6895562864223005,0.8444232842452871,0.6851096588219906,0.7308999848677686,1.3038494051963032,1.4209880537516724,True,True,False,False,0.15557671575471288,0.05185890525157096
guide-policy-margin,q4_implied,guide_mid,adj_ebitda_musd,1,3,False,3,2,89.19708024354911,74.40089153294957,83.15750000000003,69.92166666666662,0.9556830026094548,3.4648958333333346,1.4075844344071542,3.040072463768114,1.552450261112274,2.137084359803718,False,False,False,False,-2.4648958333333346,-2.4648958333333346
margin-ts,yoy_margin_change,k2_ew,adj_ebitda_musd,3,14,False,14,10,87.09040705553052,81.44875251446508,84.63880638715854,79.74381547782829,0.7055935756813813,0.8654274681713554,0.7021869744025717,0.7494015337394496,1.334173557804503,1.456333709176631,True,True,False,False,0.1345725318286446,0.0448575106095482
margin-ts,pct_rev_seasonal,drift_k4_rw,adj_ebitda_musd,7,14,False,14,10,100.39728985455076,81.3444252288044,88.76360431770225,77.40711808410421,0.8134039687289991,0.9076033161319248,0.7012875467403408,0.7274421554447319,1.5380271367174634,1.527306854075614,True,True,False,False,0.0923966838680752,0.013199526266867887
margin-ts,yoy_margin_change,k4_rw,adj_ebitda_musd,3,14,False,14,10,99.05759496612256,80.42419539675168,88.78194344814436,76.38183567523313,0.8025499592162706,0.907790832803112,0.6933540501357203,0.7178069479352831,1.517503802907264,1.5276224054757328,True,True,False,False,0.09220916719688799,0.030736389065629328
margin-ts,pct_rev_seasonal,drift_k8_rw,adj_ebitda_musd,7,14,False,14,10,155.58086024555286,101.98623055716484,89.14848467960758,82.36450272402914,1.2604930806931365,0.9115386981554968,0.8792449295394712,0.7740297388232705,2.383406816639893,1.533929280229392,False,True,False,True,0.08846130184450318,0.012637328834929027
margin-ts,yoy_margin_change,k4_ew,adj_ebitda_musd,3,14,False,14,10,103.72359425144325,81.81089614911359,91.1650601990068,77.06954003369215,0.8403531941667852,0.932158079744446,0.7053090915039701,0.7242697274988191,1.5889841539319207,1.5686273936759332,True,True,False,False,0.06784192025555402,0.022613973418518007
margin-ts,pct_rev_seasonal,drift_k4_ew,adj_ebitda_musd,7,14,False,14,10,105.15375900108631,82.89151552434636,91.36712379831567,78.33415323212725,0.8519401770921344,0.9342241697169292,0.7146253403862441,0.736154073197802,1.6108934325400837,1.5721041916558691,True,True,False,False,0.06577583028307077,0.009396547183295825
street-bias,street_plus_bias,ew,adj_ebitda_musd,3,14,False,14,10,82.2901439551707,70.98065125491152,92.87975108994988,72.92912434746269,0.666702555192355,0.949690706441205,0.6119392526847931,0.6853597023515783,1.2606363644954723,1.5981311432193264,True,True,False,False,0.05030929355879499,0.01676976451959833
baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h0|PIT,adj_ebitda_musd,4,14,False,14,10,104.337967333745,87.30079022795077,96.68528036173988,84.49617585775201,0.8453307538613595,0.9886020486885468,0.7526386330132111,0.7940623784238582,1.5983959864028745,1.663610806701526,True,True,False,False,0.011397951311453158,0.0028494878278632896
margin-ts,per_night_seasonal,nogrowth,adj_ebitda_musd,2,14,False,14,10,84.51944807914798,100.77458616103874,96.92780464513412,105.23091450675024,0.6847640469375413,0.991081847087261,0.8687990861557249,0.9889194322547756,1.2947879859549811,1.6677837895716452,True,True,False,False,0.008918152912739008,0.004459076456369504
baselines-margin,seasonal_naive,seasonal_naive|adj_ebitda_musd|h0|PIT,adj_ebitda_musd,1,14,False,14,10,123.42857142857144,115.99296979805496,97.8,106.40999769497864,1.0,1.0,1.0,1.0,1.890852756866602,1.682791178622812,False,False,False,False,0.0,0.0
guide-policy-margin,actual_given_guide,equal,adj_ebitda_musd,3,14,False,14,10,139.81915578729098,112.66137818630772,103.67440453086424,100.4225320678343,1.132794086239626,1.0600654860006569,0.971277641933407,0.9437321139287376,2.1419468209283803,1.7838688486044092,False,True,False,False,-0.060065486000656865,-0.02002182866688562
guide-policy-margin,actual_given_guide,rw_hl4_prorata,adj_ebitda_musd,6,14,False,14,10,137.25080821418427,103.2116305568417,106.48112429144284,90.83116828795072,1.111985714698252,1.0887640520597428,0.8898093628996161,0.8535961869702864,2.1026012542334684,1.8321625424077632,False,True,False,False,-0.0887640520597428,-0.014794008676623801
baselines-margin,pct_rev_last4,pct_rev_last4|adj_ebitda_musd|h0|PIT,adj_ebitda_musd,3,14,False,14,10,271.62163726277845,252.69715895877687,264.76799955343006,249.3770400368888,2.200638264860473,2.707239259237526,2.178555815914753,2.3435489656876163,4.161082929977561,4.555718343866265,False,False,False,False,-1.707239259237526,-0.5690797530791754
