acquired_at_utc,country,region,city,snapshot_date,kind,http_status,classification,bytes,row_count,sha256,local_path,url,license_tier
2026-09-05T19:13:00+00:00,united-states,hi,hawaii,2026-06-21,calendar,200,ok,36459482,13954315,f6d1181e81ed20d62c842a92986737fc7971f92dfa4d6c1c2b08c1721fc0d24d,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/hi/hawaii/2026-06-21/calendar.csv.gz,https://data.insideairbnb.com/united-states/hi/hawaii/2026-06-21/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:13:36+00:00,united-states,hi,hawaii,2026-06-21,reviews,200,ok,209547064,1584339,356c5f931227cc0e784679681e6494e317e61c3dd9e1f73d5d461482760c987a,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/hi/hawaii/2026-06-21/reviews.csv.gz,https://data.insideairbnb.com/united-states/hi/hawaii/2026-06-21/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:13:47+00:00,united-states,nj,jersey-city,2026-06-27,calendar,200,ok,2021146,846800,9d728f5f7aad755436613d01a5ed85afaea5717614cd0272777de01923f23b67,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/nj/jersey-city/2026-06-27/calendar.csv.gz,https://data.insideairbnb.com/united-states/nj/jersey-city/2026-06-27/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:13:54+00:00,united-states,nj,jersey-city,2026-06-27,reviews,200,ok,10561975,86754,86a6e86147bd491d7a16813ae6b4851f8b19bd1a5956bbc1fc913272f2032b90,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/nj/jersey-city/2026-06-27/reviews.csv.gz,https://data.insideairbnb.com/united-states/nj/jersey-city/2026-06-27/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:14:05+00:00,united-states,ca,los-angeles,2026-06-15,calendar,200,ok,38449668,16035198,4180689f72077a63d1aac84ec7c7c654bfb0d1fac61cdcbf16be4d16d808817e,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/los-angeles/2026-06-15/calendar.csv.gz,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-06-15/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:14:38+00:00,united-states,ca,los-angeles,2026-06-15,reviews,200,ok,202548737,1856294,22e3bded430900ccfc8f26da34f45dddb669bb8ce047bc4b0575e90835a64665,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/los-angeles/2026-06-15/reviews.csv.gz,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-06-15/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:14:51+00:00,united-states,tn,nashville,2026-06-26,calendar,200,ok,9421844,3743075,10f3c4e05e2edd0cbaf3f6e82681114e3b1f5700209e967197afa4d67c9882f4,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tn/nashville/2026-06-26/calendar.csv.gz,https://data.insideairbnb.com/united-states/tn/nashville/2026-06-26/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:15:07+00:00,united-states,tn,nashville,2026-06-26,reviews,200,ok,82045496,838603,ce28c7833d6f63e2feafc3fca34cbdc7faa834f247bff2d0a8078218914b70b9,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tn/nashville/2026-06-26/reviews.csv.gz,https://data.insideairbnb.com/united-states/tn/nashville/2026-06-26/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:15:16+00:00,united-states,la,new-orleans,2026-06-16,calendar,200,ok,6482537,2647712,96667a7523e5b477dbb2247f3c8bf4b55cbac044e4ed3bc9593b77b84258e919,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/la/new-orleans/2026-06-16/calendar.csv.gz,https://data.insideairbnb.com/united-states/la/new-orleans/2026-06-16/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:15:29+00:00,united-states,la,new-orleans,2026-06-16,reviews,200,ok,58124993,511822,51a16d942059733b532c93840a83dce8536266e4465acce1e37873c0e9b4c67a,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/la/new-orleans/2026-06-16/reviews.csv.gz,https://data.insideairbnb.com/united-states/la/new-orleans/2026-06-16/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:15:39+00:00,united-states,ny,new-york-city,2026-08-10,calendar,200,ok,25849814,11035410,a4d6553040a013384b6a460a9884f96833e0696450cf7181673609d4a6128d12,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ny/new-york-city/2026-08-10/calendar.csv.gz,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-08-10/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:16:03+00:00,united-states,ny,new-york-city,2026-08-10,reviews,200,ok,119882638,994127,1ecef8ab6198fe057158867782d48ffd6f0b7637c6355513e3674f5765fe040f,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ny/new-york-city/2026-08-10/reviews.csv.gz,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-08-10/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:16:11+00:00,united-states,nj,newark,2026-06-30,calendar,200,ok,1750148,736935,a79d7ff45451d78301e689b82da8a679f066f5e0e8362b41f0e87d6b421c8275,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/nj/newark/2026-06-30/calendar.csv.gz,https://data.insideairbnb.com/united-states/nj/newark/2026-06-30/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:16:18+00:00,united-states,nj,newark,2026-06-30,reviews,200,ok,7192635,71954,a44eef7e1003c97b656239df028b53d1ce72a7fc668f55f102c3b01687fcf6aa,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/nj/newark/2026-06-30/reviews.csv.gz,https://data.insideairbnb.com/united-states/nj/newark/2026-06-30/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:16:24+00:00,united-states,ca,oakland,2026-06-27,calendar,200,ok,1822881,786210,e2ca3ad189d8c60460ff9013458e4c7e364bbaa9df869ed3d3fba533f2128052,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/oakland/2026-06-27/calendar.csv.gz,https://data.insideairbnb.com/united-states/ca/oakland/2026-06-27/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:16:31+00:00,united-states,ca,oakland,2026-06-27,reviews,200,ok,14596682,132793,434ee290b5597b9700a71505cec99b0119ef209061ab18b537f0922035e59f0c,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/oakland/2026-06-27/reviews.csv.gz,https://data.insideairbnb.com/united-states/ca/oakland/2026-06-27/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:16:37+00:00,united-states,ca,pacific-grove,2026-06-14,calendar,200,ok,237131,98550,e32015d0927bc8a265ac3464cfc3d4893d95782ff351b3c8fbcc77d912a99cb5,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/pacific-grove/2026-06-14/calendar.csv.gz,https://data.insideairbnb.com/united-states/ca/pacific-grove/2026-06-14/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:16:42+00:00,united-states,ca,pacific-grove,2026-06-14,reviews,200,ok,2955975,25978,2e1a3b6ee5871f34a426e3b8a74504f30e3542dcd145aaf4e00821a011b1eeb3,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/pacific-grove/2026-06-14/reviews.csv.gz,https://data.insideairbnb.com/united-states/ca/pacific-grove/2026-06-14/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:16:48+00:00,united-states,or,portland,2026-06-15,calendar,200,ok,3602630,1536650,b99ac3ca4a6750e33cd9e75ab31d8db2c6da4913f37f94f98c06a2f1e44b80d6,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/or/portland/2026-06-15/calendar.csv.gz,https://data.insideairbnb.com/united-states/or/portland/2026-06-15/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:17:00+00:00,united-states,or,portland,2026-06-15,reviews,200,ok,53218567,506132,d0b1236b98d87279e0458914436d1ebdc914345bd7e67464b277547a42644b58,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/or/portland/2026-06-15/reviews.csv.gz,https://data.insideairbnb.com/united-states/or/portland/2026-06-15/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:17:08+00:00,united-states,ri,rhode-island,2026-06-30,calendar,200,ok,5298682,2204600,084e541d1f28e03cac2bc931821825107a0f38f6ffa99e6629ff4ca3158a80cb,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ri/rhode-island/2026-06-30/calendar.csv.gz,https://data.insideairbnb.com/united-states/ri/rhode-island/2026-06-30/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:17:17+00:00,united-states,ri,rhode-island,2026-06-30,reviews,200,ok,32351980,307622,74f76f8aff44ba8ed92711a04ee200b7ac59a95d54a419a764b394e529fe5dea,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ri/rhode-island/2026-06-30/reviews.csv.gz,https://data.insideairbnb.com/united-states/ri/rhode-island/2026-06-30/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:17:24+00:00,united-states,ny,rochester,2026-07-21,calendar,200,ok,872584,374125,d35fae73c796ef14b8a6d3343581ef94d350a94f63144e775fd39ad59a7b800e,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ny/rochester/2026-07-21/calendar.csv.gz,https://data.insideairbnb.com/united-states/ny/rochester/2026-07-21/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:17:30+00:00,united-states,ny,rochester,2026-07-21,reviews,200,ok,5274894,53989,03b053dc9060685b833efbd8267c9eb20021a0f3e2ddb3f82790f0cc6d441c00,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ny/rochester/2026-07-21/reviews.csv.gz,https://data.insideairbnb.com/united-states/ny/rochester/2026-07-21/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:17:35+00:00,united-states,or,salem-or,2026-06-28,calendar,200,ok,307538,127385,1f0d362206312493dc7fb8bd78f0949237a26368a66e2ae8432d088f086ace00,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/or/salem-or/2026-06-28/calendar.csv.gz,https://data.insideairbnb.com/united-states/or/salem-or/2026-06-28/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:17:41+00:00,united-states,or,salem-or,2026-06-28,reviews,200,ok,2048488,22054,7c560be7afe5428708ca3da4475a57c16674d2383cd32c94a0a9a216b21d582d,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/or/salem-or/2026-06-28/reviews.csv.gz,https://data.insideairbnb.com/united-states/or/salem-or/2026-06-28/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:17:48+00:00,united-states,ca,san-diego,2026-06-27,calendar,200,ok,11665167,4844646,a8ca03740f4ae3c42601f5e9457b41eda0e28decac5b1702c1711f3f9d1a3b82,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/san-diego/2026-06-27/calendar.csv.gz,https://data.insideairbnb.com/united-states/ca/san-diego/2026-06-27/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:18:07+00:00,united-states,ca,san-diego,2026-06-27,reviews,200,ok,105276452,949213,02e9f9e6bf95cb28edc42572924e2a3d4822b544870a376115696d765ed23608,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/san-diego/2026-06-27/reviews.csv.gz,https://data.insideairbnb.com/united-states/ca/san-diego/2026-06-27/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:18:16+00:00,united-states,ca,san-francisco,2026-06-14,calendar,200,ok,6348719,2709030,047bdac6be6967c3f00e904b48138559c49c323b5f9b585a463ba45e18068318,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/san-francisco/2026-06-14/calendar.csv.gz,https://data.insideairbnb.com/united-states/ca/san-francisco/2026-06-14/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:18:29+00:00,united-states,ca,san-francisco,2026-06-14,reviews,200,ok,49717576,438299,af9fadfb36dc780eae274207472940368e638b6b0483c088f37b75ae5f108bbf,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/san-francisco/2026-06-14/reviews.csv.gz,https://data.insideairbnb.com/united-states/ca/san-francisco/2026-06-14/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:18:36+00:00,united-states,ca,san-mateo-county,2026-06-27,calendar,200,ok,2883810,1224210,403ea11a0660f0c553343114d624949efad50733740b50a2bc847eaf3a6ebb08,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/san-mateo-county/2026-06-27/calendar.csv.gz,https://data.insideairbnb.com/united-states/ca/san-mateo-county/2026-06-27/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:18:45+00:00,united-states,ca,san-mateo-county,2026-06-27,reviews,200,ok,22440695,213684,59eb0d8221473b339e744b6c9e47c7fe37f098ffbe4d2254c7442689e4aa644b,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/san-mateo-county/2026-06-27/reviews.csv.gz,https://data.insideairbnb.com/united-states/ca/san-mateo-county/2026-06-27/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:18:51+00:00,united-states,ca,santa-clara-county,2026-06-28,calendar,200,ok,5866137,2516675,225d4e29a0704009fa405d0e04c6299385ae0b2bba022b78c616c935f05378e6,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/santa-clara-county/2026-06-28/calendar.csv.gz,https://data.insideairbnb.com/united-states/ca/santa-clara-county/2026-06-28/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:19:00+00:00,united-states,ca,santa-clara-county,2026-06-28,reviews,200,ok,27670044,285614,ee34b1327d9cb6a2e5334dea259e1e20577b89373340d90afb1c13eea5557b2b,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/santa-clara-county/2026-06-28/reviews.csv.gz,https://data.insideairbnb.com/united-states/ca/santa-clara-county/2026-06-28/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:19:07+00:00,united-states,ca,santa-cruz-county,2026-06-30,calendar,200,ok,1597084,658400,3b08c5a31cddfc47583fdd4a573d5a9bdf769ffd7a2349e60a5bfd6e355deed7,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/santa-cruz-county/2026-06-30/calendar.csv.gz,https://data.insideairbnb.com/united-states/ca/santa-cruz-county/2026-06-30/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:19:15+00:00,united-states,ca,santa-cruz-county,2026-06-30,reviews,200,ok,20235801,178628,5ef8927a67f27acc005a40d7083bc03de3019a8ba495a31aaf5b809fe09e437c,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/santa-cruz-county/2026-06-30/reviews.csv.gz,https://data.insideairbnb.com/united-states/ca/santa-cruz-county/2026-06-30/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:19:21+00:00,united-states,wa,seattle,2026-06-15,calendar,200,ok,6818943,2852110,292c3d36768bc2d5dc18bb73de797d13346b2faa1b147a479f7b0dccfc2e0df4,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/wa/seattle/2026-06-15/calendar.csv.gz,https://data.insideairbnb.com/united-states/wa/seattle/2026-06-15/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:19:35+00:00,united-states,wa,seattle,2026-06-15,reviews,200,ok,67566181,611899,340e2f04e6181984cdba958b5f1c395a9bf16ed95c1c2cf0eb70522278286d1f,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/wa/seattle/2026-06-15/reviews.csv.gz,https://data.insideairbnb.com/united-states/wa/seattle/2026-06-15/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:19:43+00:00,united-states,mn,twin-cities-msa,2026-06-27,calendar,200,ok,4784113,1953847,51de6000c1b97a3f86a0c9ea6a1f2282c39d71a217bd4480ea26899f4a60db92,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/mn/twin-cities-msa/2026-06-27/calendar.csv.gz,https://data.insideairbnb.com/united-states/mn/twin-cities-msa/2026-06-27/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:19:52+00:00,united-states,mn,twin-cities-msa,2026-06-27,reviews,200,ok,32466808,319125,06ae79cefefd505429d3fd72cc742ecb4ab80659d5774cdc9c9e8aea71434034,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/mn/twin-cities-msa/2026-06-27/reviews.csv.gz,https://data.insideairbnb.com/united-states/mn/twin-cities-msa/2026-06-27/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:19:59+00:00,united-states,dc,washington-dc,2026-06-24,calendar,200,ok,6142946,2553540,7b473ae379f970cc3bae77422b95e9d724816d50d77c29991cb258edfb992f2e,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/dc/washington-dc/2026-06-24/calendar.csv.gz,https://data.insideairbnb.com/united-states/dc/washington-dc/2026-06-24/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:20:11+00:00,united-states,dc,washington-dc,2026-06-24,reviews,200,ok,53637483,485148,a0af24628bc4139db0407f7817b96cd763388e16c04d82435438febf8059b51f,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/dc/washington-dc/2026-06-24/reviews.csv.gz,https://data.insideairbnb.com/united-states/dc/washington-dc/2026-06-24/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:20:21+00:00,argentina,ciudad-autónoma-de-buenos-aires,buenos-aires,2026-07-24,calendar,200,ok,26175779,10807295,8c8b8a4fbc3240a0b147786b184820a3f3a4b3f68b96ece6f677c315fb308564,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-07-24/calendar.csv.gz,https://data.insideairbnb.com/argentina/ciudad-autónoma-de-buenos-aires/buenos-aires/2026-07-24/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:20:29+00:00,australia,sa,barossa-valley,2026-06-29,calendar,200,ok,326095,131400,96847c8cec4786777fe1a250b579d95e404f041f445451af8741df319ca8a345,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/sa/barossa-valley/2026-06-29/calendar.csv.gz,https://data.insideairbnb.com/australia/sa/barossa-valley/2026-06-29/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:20:36+00:00,australia,vic,barwon-south-west-vic,2026-06-29,calendar,200,ok,6347684,2589679,2d6b52a0673d6c74c0afb8b04eea002e62821d61ba4badf3bbb0f25082dcc3a4,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/vic/barwon-south-west-vic/2026-06-29/calendar.csv.gz,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2026-06-29/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:20:43+00:00,australia,qld,brisbane,2026-07-14,calendar,200,ok,5604146,2320670,80639d6e04edeb3b062fa5c9e74824daf9d1a918013cbc8e9d6f6dffded544c0,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/qld/brisbane/2026-07-14/calendar.csv.gz,https://data.insideairbnb.com/australia/qld/brisbane/2026-07-14/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:20:53+00:00,australia,vic,melbourne,2026-06-16,calendar,200,ok,22222407,9390720,327d20a57e262059cc1f1394e19cea460e08c69dab71d2ff27e4bb1e13ae70ff,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/vic/melbourne/2026-06-16/calendar.csv.gz,https://data.insideairbnb.com/australia/vic/melbourne/2026-06-16/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:21:01+00:00,australia,nsw,mid-north-coast,2026-07-16,calendar,200,ok,4825086,1927201,f75e58b24984df027e88428a59162553ca659ae68f334b6e510cc02d4765a298,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/nsw/mid-north-coast/2026-07-16/calendar.csv.gz,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-07-16/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:21:08+00:00,australia,vic,mornington-peninsula,2026-06-22,calendar,200,ok,3959158,1627170,1e277eac3e639614892c90deeca109d9a40b2817976f90925eab405c16ddf93e,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/vic/mornington-peninsula/2026-06-22/calendar.csv.gz,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2026-06-22/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:21:14+00:00,australia,nsw,northern-rivers,2026-06-24,calendar,200,ok,5714958,2323955,18f21aa3cbfbc7ba3287699d101d3171ffb4a2afb804402b3e8b5cd5f835d769,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/nsw/northern-rivers/2026-06-24/calendar.csv.gz,https://data.insideairbnb.com/australia/nsw/northern-rivers/2026-06-24/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:21:22+00:00,australia,qld,sunshine-coast,2026-07-26,calendar,200,ok,6581095,2657565,286b2ba3d3c4f90921c189af48e1629cfe1954ce8f7c234358c8403fbcb7bc30,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/qld/sunshine-coast/2026-07-26/calendar.csv.gz,https://data.insideairbnb.com/australia/qld/sunshine-coast/2026-07-26/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:21:31+00:00,australia,nsw,sydney,2026-06-16,calendar,200,ok,17897549,7509145,7ce1b83795e82000f872886f187cac6a2b7f4b50a7bc829640689e8df0800b98,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/nsw/sydney/2026-06-16/calendar.csv.gz,https://data.insideairbnb.com/australia/nsw/sydney/2026-06-16/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:21:39+00:00,australia,tas,tasmania,2026-06-15,calendar,200,ok,5839685,2415571,dfbaf65b41cdf655e30ce588642c0edeaa3b617c18788d325f6685a225f98628,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/tas/tasmania/2026-06-15/calendar.csv.gz,https://data.insideairbnb.com/australia/tas/tasmania/2026-06-15/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:21:47+00:00,australia,wa,western-australia,2026-06-28,calendar,200,ok,10622369,4279261,ac9ff739c42d0961ec211dcc07750887ec9a2756d2d6fd3d296727030e6eced7,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/australia/wa/western-australia/2026-06-28/calendar.csv.gz,https://data.insideairbnb.com/australia/wa/western-australia/2026-06-28/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:21:56+00:00,austria,vienna,vienna,2026-06-20,calendar,200,ok,11566491,4856692,e3db1631a8f2c388b98228dd964a0488934dba533fd8bb096b7d93f9fe27f5db,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/austria/vienna/vienna/2026-06-20/calendar.csv.gz,https://data.insideairbnb.com/austria/vienna/vienna/2026-06-20/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:22:03+00:00,belgium,vlg,antwerp,2026-06-29,calendar,200,ok,2243001,925640,6e062259d0f4825dc879f326c1873c4a1c0559ea8301b7c7f0222f5af319dc45,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/belgium/vlg/antwerp/2026-06-29/calendar.csv.gz,https://data.insideairbnb.com/belgium/vlg/antwerp/2026-06-29/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:22:10+00:00,belgium,bru,brussels,2026-06-27,calendar,200,ok,4438777,1865515,7690ccd2ccf97d9de0d63508d182fcb322d2648df2b966e44124a6bcaf8a29c2,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/belgium/bru/brussels/2026-06-27/calendar.csv.gz,https://data.insideairbnb.com/belgium/bru/brussels/2026-06-27/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:22:16+00:00,belgium,vlg,ghent,2026-06-29,calendar,200,ok,1226929,505890,e30cd738e9ca1b23595ae0501fb2b57a8b43b9f7093e97875c735a1254076766,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/belgium/vlg/ghent/2026-06-29/calendar.csv.gz,https://data.insideairbnb.com/belgium/vlg/ghent/2026-06-29/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:22:22+00:00,belize,bz,belize,2026-06-29,calendar,200,ok,3159423,1316920,4ca2bc6390332c843d46f8cb7f86a1b86ef88da98cd143b70530f1b9da58630c,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/belize/bz/belize/2026-06-29/calendar.csv.gz,https://data.insideairbnb.com/belize/bz/belize/2026-06-29/data/calendar.csv.gz,cc_by_4_0
