scenario,foreign_usd_multiplier,assumed_nonusd_reported_share,assumed_rnpl_revenue_share,timing_scenario,quarter,reference_revenue_usd,booking_revenue_usd,retimed_revenue_usd,booking_level_multiplier,retimed_level_multiplier,replacement_multiplier,booking_fx_usd,retimed_fx_usd,incremental_replacement_usd,reference_basis,basis_status,hedge_status,reported_revenue_including_hedges_usd,total_weight,rnpl_weight,information_date,evidence_status
fx1.05_nonusd0.56_u0.00_prior_month_payment_fixing,1.05,0.56,0,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4808362929.49,1.02237058618,1.02237058618,1,105212237.887,105212237.887,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.10_equal_recognition_months,0.95,0.56,0.1,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4803464389.4,1.02237058618,1.02132904182,0.998981245766,105212237.887,100313697.795,-4898540.09246,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.10_equal_recognition_months,1,0.56,0.1,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4807145691.63,1.02237058618,1.0221117729,0.999746849835,105212237.887,103995000.02,-1217237.86694,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.10_equal_recognition_months,1.05,0.56,0.1,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4810826993.85,1.02237058618,1.02289450398,1.0005124539,105212237.887,107676302.246,2464064.35858,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.10_first_recognition_month,0.95,0.56,0.1,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4804397102.69,1.02237058618,1.02152735851,0.999175223073,105212237.887,101246411.087,-3965826.80041,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.10_first_recognition_month,1,0.56,0.1,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4804397102.69,1.02237058618,1.02152735851,0.999175223073,105212237.887,101246411.087,-3965826.80041,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.10_first_recognition_month,1.05,0.56,0.1,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4804397102.69,1.02237058618,1.02152735851,0.999175223073,105212237.887,101246411.087,-3965826.80041,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.10_last_recognition_month,0.95,0.56,0.1,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4797956062.07,1.02237058618,1.02015784241,0.997835673477,105212237.887,94805370.4668,-10406867.4205,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.10_last_recognition_month,1,0.56,0.1,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4808999968.75,1.02237058618,1.02250603565,1.00013248568,105212237.887,105849277.143,637039.256018,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.10_last_recognition_month,1.05,0.56,0.1,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4820043875.43,1.02237058618,1.0248542289,1.00242929789,105212237.887,116893183.82,11680945.9326,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.10_prior_month_payment_fixing,0.95,0.56,0.1,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4805817627.96,1.02237058618,1.02182939546,0.99947065112,105212237.887,102666936.358,-2545301.52923,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.10_prior_month_payment_fixing,1,0.56,0.1,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4805817627.96,1.02237058618,1.02182939546,0.99947065112,105212237.887,102666936.358,-2545301.52923,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.10_prior_month_payment_fixing,1.05,0.56,0.1,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4805817627.96,1.02237058618,1.02182939546,0.99947065112,105212237.887,102666936.358,-2545301.52923,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.20_equal_recognition_months,0.95,0.56,0.2,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4798565849.31,1.02237058618,1.02028749746,0.997962491532,105212237.887,95415157.7024,-9797080.18493,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.20_equal_recognition_months,1,0.56,0.2,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4805928453.76,1.02237058618,1.02185295962,0.999493699671,105212237.887,102777762.153,-2434475.73389,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.20_equal_recognition_months,1.05,0.56,0.2,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4813291058.21,1.02237058618,1.02341842178,1.00102490781,105212237.887,110140366.604,4928128.71715,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.20_first_recognition_month,0.95,0.56,0.2,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4800431275.89,1.02237058618,1.02068413084,0.998350446146,105212237.887,97280584.2865,-7931653.60082,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.20_first_recognition_month,1,0.56,0.2,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4800431275.89,1.02237058618,1.02068413084,0.998350446146,105212237.887,97280584.2865,-7931653.60082,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.20_first_recognition_month,1.05,0.56,0.2,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4800431275.89,1.02237058618,1.02068413084,0.998350446146,105212237.887,97280584.2865,-7931653.60082,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.20_last_recognition_month,0.95,0.56,0.2,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4787549194.65,1.02237058618,1.01794509863,0.995671346954,105212237.887,84398503.0462,-20813734.8411,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.20_last_recognition_month,1,0.56,0.2,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4809637008.01,1.02237058618,1.02264148512,1.00026497137,105212237.887,106486316.399,1274078.51204,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.20_last_recognition_month,1.05,0.56,0.2,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4831724821.36,1.02237058618,1.02733787161,1.00485859579,105212237.887,128574129.752,23361891.8652,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.20_prior_month_payment_fixing,0.95,0.56,0.2,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4803272326.44,1.02237058618,1.02128820474,0.998941302241,105212237.887,100121634.829,-5090603.05846,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.20_prior_month_payment_fixing,1,0.56,0.2,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4803272326.44,1.02237058618,1.02128820474,0.998941302241,105212237.887,100121634.829,-5090603.05846,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.20_prior_month_payment_fixing,1.05,0.56,0.2,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4803272326.44,1.02237058618,1.02128820474,0.998941302241,105212237.887,100121634.829,-5090603.05846,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.2,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.30_equal_recognition_months,0.95,0.56,0.3,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4793667309.22,1.02237058618,1.0192459531,0.996943737298,105212237.887,90516617.6099,-14695620.2774,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.30_equal_recognition_months,1,0.56,0.3,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4804711215.89,1.02237058618,1.02159414634,0.999240549506,105212237.887,101560524.286,-3651713.60083,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.30_equal_recognition_months,1.05,0.56,0.3,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4815755122.57,1.02237058618,1.02394233958,1.00153736171,105212237.887,112604430.963,7392193.07573,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.30_first_recognition_month,0.95,0.56,0.3,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4796465449.09,1.02237058618,1.01984090317,0.997525669219,105212237.887,93314757.4861,-11897480.4012,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.30_first_recognition_month,1,0.56,0.3,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4796465449.09,1.02237058618,1.01984090317,0.997525669219,105212237.887,93314757.4861,-11897480.4012,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.30_first_recognition_month,1.05,0.56,0.3,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4796465449.09,1.02237058618,1.01984090317,0.997525669219,105212237.887,93314757.4861,-11897480.4012,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.30_last_recognition_month,0.95,0.56,0.3,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4777142327.23,1.02237058618,1.01573235486,0.993507020431,105212237.887,73991635.6257,-31220602.2616,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.30_last_recognition_month,1,0.56,0.3,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4810274047.26,1.02237058618,1.02277693459,1.00039745705,105212237.887,107123355.655,1911117.76805,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.30_last_recognition_month,1.05,0.56,0.3,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4843405767.29,1.02237058618,1.02982151432,1.00728789368,105212237.887,140255075.685,35042837.7977,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u0.30_prior_month_payment_fixing,0.95,0.56,0.3,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4800727024.91,1.02237058618,1.02074701401,0.998411953361,105212237.887,97576333.2996,-7635904.58769,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u0.30_prior_month_payment_fixing,1,0.56,0.3,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4800727024.91,1.02237058618,1.02074701401,0.998411953361,105212237.887,97576333.2996,-7635904.58769,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u0.30_prior_month_payment_fixing,1.05,0.56,0.3,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4800727024.91,1.02237058618,1.02074701401,0.998411953361,105212237.887,97576333.2996,-7635904.58769,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.3,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u1.00_equal_recognition_months,0.95,0.56,1,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4759377528.57,1.02237058618,1.01195514255,0.989812457661,105212237.887,56226836.9627,-48985400.9246,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u1.00_equal_recognition_months,1,0.56,1,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4796190550.82,1.02237058618,1.01978245336,0.997468498354,105212237.887,93039859.2179,-12172378.6694,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u1.00_equal_recognition_months,1.05,0.56,1,equal_recognition_months,2026Q3,4703150691.61,4808362929.49,4833003573.08,1.02237058618,1.02760976417,1.00512453905,105212237.887,129852881.473,24640643.5858,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u1.00_first_recognition_month,0.95,0.56,1,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4768704661.49,1.02237058618,1.01393830948,0.991752230731,105212237.887,65553969.8832,-39658268.0041,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u1.00_first_recognition_month,1,0.56,1,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4768704661.49,1.02237058618,1.01393830948,0.991752230731,105212237.887,65553969.8832,-39658268.0041,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u1.00_first_recognition_month,1.05,0.56,1,first_recognition_month,2026Q3,4703150691.61,4808362929.49,4768704661.49,1.02237058618,1.01393830948,0.991752230731,105212237.887,65553969.8832,-39658268.0041,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u1.00_last_recognition_month,0.95,0.56,1,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4704294255.29,1.02237058618,1.00024314842,0.97835673477,105212237.887,1143563.68188,-104068674.205,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u1.00_last_recognition_month,1,0.56,1,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4814733322.05,1.02237058618,1.02372508086,1.00132485685,105212237.887,111582630.448,6370392.56018,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u1.00_last_recognition_month,1.05,0.56,1,last_recognition_month,2026Q3,4703150691.61,4808362929.49,4925172388.82,1.02237058618,1.04720701329,1.02429297893,105212237.887,222021697.213,116809459.326,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.56_u1.00_prior_month_payment_fixing,0.95,0.56,1,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4782909914.2,1.02237058618,1.01695867894,0.994706511204,105212237.887,79759222.595,-25453015.2923,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.56_u1.00_prior_month_payment_fixing,1,0.56,1,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4782909914.2,1.02237058618,1.01695867894,0.994706511204,105212237.887,79759222.595,-25453015.2923,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.56_u1.00_prior_month_payment_fixing,1.05,0.56,1,prior_month_payment_fixing,2026Q3,4703150691.61,4808362929.49,4782909914.2,1.02237058618,1.01695867894,0.994706511204,105212237.887,79759222.595,-25453015.2923,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.00_equal_recognition_months,0.95,0.7,0,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.00_equal_recognition_months,1,0.7,0,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.00_equal_recognition_months,1.05,0.7,0,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.00_first_recognition_month,0.95,0.7,0,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.00_first_recognition_month,1,0.7,0,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.00_first_recognition_month,1.05,0.7,0,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.00_last_recognition_month,0.95,0.7,0,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.00_last_recognition_month,1,0.7,0,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.00_last_recognition_month,1.05,0.7,0,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.00_prior_month_payment_fixing,0.95,0.7,0,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.00_prior_month_payment_fixing,1,0.7,0,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.00_prior_month_payment_fixing,1.05,0.7,0,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4808362929.49,1.02812050075,1.02812050075,1,131515297.359,131515297.359,0,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.10_equal_recognition_months,0.95,0.7,0.1,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4802239754.38,1.02812050075,1.02681124811,0.998726557208,131515297.359,125392122.244,-6123175.11558,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.10_equal_recognition_months,1,0.7,0.1,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4806841382.16,1.02812050075,1.02779516466,0.999683562294,131515297.359,129993750.025,-1521547.33368,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.10_equal_recognition_months,1.05,0.7,0.1,equal_recognition_months,2026Q3,4676847632.13,4808362929.49,4811443009.94,1.02812050075,1.02877908121,1.00064056738,131515297.359,134595377.807,3080080.44822,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.10_first_recognition_month,0.95,0.7,0.1,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4803405645.99,1.02812050075,1.02706053817,0.998969028841,131515297.359,126558013.859,-4957283.50051,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.10_first_recognition_month,1,0.7,0.1,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4803405645.99,1.02812050075,1.02706053817,0.998969028841,131515297.359,126558013.859,-4957283.50051,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.10_first_recognition_month,1.05,0.7,0.1,first_recognition_month,2026Q3,4676847632.13,4808362929.49,4803405645.99,1.02812050075,1.02706053817,0.998969028841,131515297.359,126558013.859,-4957283.50051,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.10_last_recognition_month,0.95,0.7,0.1,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4795354345.22,1.02812050075,1.02533901517,0.997294591846,131515297.359,118506713.083,-13008584.2757,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.00_nonusd0.70_u0.10_last_recognition_month,1,0.7,0.1,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4809159228.56,1.02812050075,1.02829076481,1.00016560711,131515297.359,132311596.429,796299.070024,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx1.05_nonusd0.70_u0.10_last_recognition_month,1.05,0.7,0.1,last_recognition_month,2026Q3,4676847632.13,4808362929.49,4822964111.91,1.02812050075,1.03124251446,1.00303662237,131515297.359,146116479.775,14601182.4157,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
fx0.95_nonusd0.70_u0.10_prior_month_payment_fixing,0.95,0.7,0.1,prior_month_payment_fixing,2026Q3,4676847632.13,4808362929.49,4805181302.58,1.02812050075,1.02744020771,0.999338313901,131515297.359,128333670.448,-3181626.91154,fixed_2025_daily_average_usd_per_unit,normalized_kernel_hedge_unresolved,unspecified_no_hedge_added,,1,0.1,2026-09-13,conditional_sensitivity_not_identified
