reaction_date,ticker,group,filing_date,premarket,ar_peer,ar_abnb,z_abnb,ret_abnb,ret_peer,ret_qqq,year,car_abnb_1_5,abnb_print_same_day
2025-02-20,SABR,Distribution,2025-02-20,True,22.941,-1.217,-0.713,-1.69,22.419,-0.424,2025,-3.683,False
2025-02-21,BKNG,OTA,2025-02-20,False,0.807,-3.951,-2.26,-5.949,-0.55,-2.075,2025,-1.542,False
2025-02-27,VAC,Timeshare,2025-02-26,False,-7.164,-0.595,-0.274,-3.18,-9.264,-2.777,2025,-0.749,False
2025-02-27,HGV,Timeshare,2025-02-27,True,6.543,-0.595,-0.274,-3.18,4.912,-2.777,2025,-0.749,False
2025-03-21,CCL,Cruise,2025-03-21,True,-1.638,1.917,0.836,2.101,-1.226,0.33,2025,-3.615,False
2025-04-09,DAL,Airline,2025-04-09,True,14.35,3.622,1.593,14.789,23.383,12.003,2025,-2.14,False
2025-04-16,UAL,Airline,2025-04-15,False,2.819,1.323,0.582,-1.745,-0.015,-3.015,2025,3.127,False
2025-04-23,TNL,Timeshare,2025-04-23,True,-1.055,0.721,0.313,2.933,0.962,2.268,2025,-0.869,False
2025-04-24,LUV,Airline,2025-04-23,False,1.442,0.139,0.06,2.9,3.683,2.814,2025,-0.496,False
2025-04-29,HLT,Hotel,2025-04-29,True,1.722,1.239,0.536,1.776,2.171,0.66,2025,-3.607,False
2025-04-29,RCL,Cruise,2025-04-29,True,-0.815,1.239,0.536,1.776,0.125,0.66,2025,-3.607,False
2025-04-30,BKNG,OTA,2025-04-29,False,3.781,-2.701,-1.168,-2.845,3.871,-0.013,2025,0.019,False
2025-05-01,H,Hotel,2025-05-01,True,4.301,0.512,0.222,1.714,5.325,1.306,2025,1.229,False
2025-05-01,HGV,Timeshare,2025-05-01,True,8.312,0.512,0.222,1.714,9.337,1.306,2025,1.229,False
2025-05-01,WH,Hotel,2025-04-30,False,-0.934,0.512,0.222,1.714,0.07,1.306,2025,1.229,False
2025-05-06,MAR,Hotel,2025-05-06,True,2.624,-1.49,-0.645,-2.578,1.897,-0.93,2025,6.402,False
2025-05-07,SABR,Distribution,2025-05-07,True,-0.51,0.925,0.4,1.192,0.0,0.393,2025,4.554,False
2025-05-07,TRIP,OTA,2025-05-07,True,12.4,0.925,0.4,1.192,12.539,0.393,2025,4.554,False
2025-05-08,VAC,Timeshare,2025-05-07,False,9.663,1.723,0.741,2.656,10.516,1.032,2025,2.371,False
2025-05-08,CHH,Hotel,2025-05-08,True,-4.13,1.723,0.741,2.656,-3.594,1.032,2025,2.371,False
2025-05-09,EXPE,OTA,2025-05-08,False,-7.278,0.714,0.307,0.514,-7.296,-0.066,2025,2.218,False
2025-06-24,CCL,Cruise,2025-06-24,True,4.834,-0.319,-0.154,1.241,6.905,1.529,2025,1.423,False
2025-07-10,UAL,Airline,2025-07-09,False,14.377,0.359,0.17,0.11,14.33,-0.144,2025,0.902,False
2025-07-10,DAL,Airline,2025-07-10,True,12.189,0.359,0.17,0.11,11.992,-0.144,2025,0.902,False
2025-07-17,UAL,Airline,2025-07-16,False,1.74,1.104,0.524,1.895,3.108,0.809,2025,1.373,False
2025-07-23,TNL,Timeshare,2025-07-23,True,6.445,-0.142,-0.067,0.287,6.949,0.456,2025,-4.043,False
2025-07-23,HLT,Hotel,2025-07-23,True,-2.943,-0.142,-0.067,0.287,-2.553,0.456,2025,-4.043,False
2025-07-24,LUV,Airline,2025-07-23,False,-11.454,1.115,0.531,1.28,-11.165,0.213,2025,-6.254,False
2025-07-24,WH,Hotel,2025-07-23,False,2.91,1.115,0.531,1.28,3.123,0.213,2025,-6.254,False
2025-07-29,RCL,Cruise,2025-07-29,True,-5.067,-3.508,-1.723,-3.742,-5.009,-0.155,2025,-3.404,False
2025-07-30,BKNG,OTA,2025-07-29,False,0.194,-1.588,-0.778,-1.527,0.396,0.134,2025,-2.681,False
2025-07-31,HGV,Timeshare,2025-07-31,True,-11.229,-1.097,-0.539,-1.737,-11.737,-0.53,2025,-9.892,False
2025-08-05,VAC,Timeshare,2025-08-04,False,-0.975,0.029,0.014,-0.764,-1.843,-0.679,2025,-9.589,False
2025-08-05,MAR,Hotel,2025-08-05,True,0.752,0.029,0.014,-0.764,0.228,-0.679,2025,-9.589,False
2025-08-06,CHH,Hotel,2025-08-06,True,-1.018,-0.865,-0.419,0.416,-0.376,1.258,2025,-6.289,False
2025-08-07,SABR,Distribution,2025-08-07,True,-36.086,-8.307,-4.023,-8.023,-35.667,0.338,2025,2.251,True
2025-08-07,H,Hotel,2025-08-07,True,1.99,-8.307,-4.023,-8.023,2.242,0.338,2025,2.251,True
2025-08-08,TRIP,OTA,2025-08-07,False,10.608,-0.088,-0.043,0.825,11.684,0.933,2025,3.272,False
2025-08-08,EXPE,OTA,2025-08-07,False,3.014,-0.088,-0.043,0.825,4.078,0.933,2025,3.272,False
2025-09-29,CCL,Cruise,2025-09-29,True,-4.743,-1.053,-0.675,-0.631,-3.984,0.463,2025,-3.218,False
2025-10-09,DAL,Airline,2025-10-09,True,4.487,0.351,0.231,0.133,4.289,-0.121,2025,4.635,False
2025-10-16,UAL,Airline,2025-10-15,False,-5.153,-0.596,-0.398,-1.103,-5.632,-0.37,2025,2.298,False
2025-10-22,HLT,Hotel,2025-10-22,True,4.151,0.29,0.186,-0.825,3.422,-0.963,2025,-5.366,False
2025-10-22,TNL,Timeshare,2025-10-22,True,16.138,0.29,0.186,-0.825,15.23,-0.963,2025,-5.366,False
2025-10-23,WH,Hotel,2025-10-22,False,-6.133,-0.888,-0.57,-0.118,-5.461,0.841,2025,-2.908,False
2025-10-23,LUV,Airline,2025-10-22,False,-7.028,-0.888,-0.57,-0.118,-6.25,0.841,2025,-2.908,False
2025-10-28,RCL,Cruise,2025-10-28,True,-9.553,-1.518,-0.971,-0.821,-8.527,0.769,2025,-1.767,False
2025-10-29,BKNG,OTA,2025-10-28,False,-1.216,-1.562,-1.008,-1.195,-0.873,0.45,2025,-0.653,False
2025-10-30,HGV,Timeshare,2025-10-30,True,-5.052,1.569,1.013,-0.111,-6.658,-1.529,2025,-1.813,False
2025-11-04,MAR,Hotel,2025-11-04,True,4.965,-1.327,-0.858,-3.509,3.164,-2.03,2025,0.312,False
2025-11-05,SABR,Distribution,2025-11-05,True,-0.707,-0.448,-0.289,0.123,0.0,0.651,2025,0.275,False
2025-11-05,CHH,Hotel,2025-11-05,True,5.815,-0.448,-0.289,0.123,5.978,0.651,2025,0.275,False
2025-11-06,VAC,Timeshare,2025-11-05,False,-23.929,0.409,0.265,-1.608,-26.401,-1.863,2025,1.686,False
2025-11-06,TRIP,OTA,2025-11-06,True,2.396,0.409,0.265,-1.608,-0.065,-1.863,2025,1.686,False
2025-11-06,H,Hotel,2025-11-06,True,8.02,0.409,0.265,-1.608,6.065,-1.863,2025,1.686,False
2025-11-07,EXPE,OTA,2025-11-06,False,17.841,0.729,0.47,0.29,17.547,-0.316,2025,1.692,True
2025-12-19,CCL,Cruise,2025-12-19,True,8.141,-0.269,-0.165,0.963,9.809,1.304,2025,0.493,False
2026-01-13,DAL,Airline,2026-01-13,True,-2.191,1.33,0.814,1.126,-2.393,-0.148,2026,-2.773,False
2026-01-21,UAL,Airline,2026-01-20,False,0.082,0.875,0.536,2.188,2.201,1.352,2026,-3.985,False
2026-01-29,RCL,Cruise,2026-01-29,True,19.359,0.814,0.491,0.167,18.649,-0.599,2026,-2.439,False
2026-01-29,LUV,Airline,2026-01-28,False,19.22,0.814,0.491,0.167,18.698,-0.599,2026,-2.439,False
2026-02-10,MAR,Hotel,2026-02-10,True,8.886,-0.282,-0.191,-0.816,8.496,-0.464,2026,4.716,False
2026-02-11,HLT,Hotel,2026-02-11,True,0.235,-0.855,-0.551,-0.64,0.442,0.268,2026,7.294,False
2026-02-12,H,Hotel,2026-02-12,True,2.197,-0.817,-0.518,-3.003,0.261,-2.034,2026,8.945,False
2026-02-12,TRIP,OTA,2026-02-12,True,-12.103,-0.817,-0.518,-3.003,-15.132,-2.034,2026,8.945,False
2026-02-13,EXPE,OTA,2026-02-12,False,-6.767,4.488,2.839,4.648,-6.412,0.213,2026,1.962,True
2026-02-18,TNL,Timeshare,2026-02-18,True,2.655,-0.647,-0.408,0.032,3.472,0.747,2026,4.982,False
2026-02-18,SABR,Distribution,2026-02-18,True,24.042,-0.647,-0.408,0.032,24.733,0.747,2026,4.982,False
2026-02-19,CHH,Hotel,2026-02-19,True,1.867,1.722,1.091,1.239,1.508,-0.383,2026,8.38,False
2026-02-19,BKNG,OTA,2026-02-18,False,-5.742,1.722,1.091,1.239,-6.148,-0.383,2026,8.38,False
2026-02-19,WH,Hotel,2026-02-18,False,6.029,1.722,1.091,1.239,5.571,-0.383,2026,8.38,False
2026-02-26,HGV,Timeshare,2026-02-26,True,-2.231,5.121,3.134,3.749,-3.498,-1.206,2026,-0.183,False
2026-02-26,VAC,Timeshare,2026-02-25,False,18.428,5.121,3.134,3.749,16.655,-1.206,2026,-0.183,False
2026-03-27,CCL,Cruise,2026-03-27,True,-1.562,-4.185,-2.448,-6.249,-4.312,-1.954,2026,-1.198,False
2026-04-08,DAL,Airline,2026-04-08,True,-0.761,2.11,1.198,5.145,3.749,2.973,2026,-0.236,False
2026-04-22,TNL,Timeshare,2026-04-22,True,-15.153,-0.386,-0.222,1.073,-13.618,1.673,2026,-3.433,False
2026-04-22,UAL,Airline,2026-04-21,False,-8.019,-0.386,-0.222,1.073,-5.58,1.673,2026,-3.433,False
2026-04-23,LUV,Airline,2026-04-22,False,-3.682,-1.052,-0.604,-1.602,-4.066,-0.563,2026,-3.16,False
2026-04-28,HLT,Hotel,2026-04-28,True,-2.234,-0.452,-0.259,-1.432,-2.734,-1.006,2026,-2.617,False
2026-04-29,BKNG,OTA,2026-04-28,False,-0.061,0.354,0.203,0.892,0.346,0.611,2026,-4.725,False
2026-04-30,CHH,Hotel,2026-04-30,True,-15.891,-0.778,-0.447,0.057,-15.576,0.933,2026,-3.354,False
2026-04-30,WH,Hotel,2026-04-29,False,-3.654,-0.778,-0.447,0.057,-3.223,0.933,2026,-3.354,False
2026-04-30,HGV,Timeshare,2026-04-30,True,7.163,-0.778,-0.447,0.057,8.226,0.933,2026,-3.354,False
2026-04-30,RCL,Cruise,2026-04-30,True,2.869,-0.778,-0.447,0.057,3.838,0.933,2026,-3.354,False
2026-04-30,H,Hotel,2026-04-30,True,4.579,-0.778,-0.447,0.057,5.45,0.933,2026,-3.354,False
2026-05-05,VAC,Timeshare,2026-05-05,True,3.452,-0.52,-0.299,0.627,4.999,1.297,2026,-6.191,False
2026-05-06,MAR,Hotel,2026-05-06,True,-0.147,-1.755,-1.008,0.107,1.281,2.077,2026,-7.198,False
2026-05-07,SABR,Distribution,2026-05-07,True,13.391,0.593,0.342,0.415,13.115,-0.119,2026,-7.854,False
2026-05-07,TRIP,OTA,2026-05-07,True,0.78,0.593,0.342,0.415,0.447,-0.119,2026,-7.854,False
2026-05-08,EXPE,OTA,2026-05-07,False,-11.49,-1.379,-0.794,0.733,-9.023,2.344,2026,-5.659,True
2026-06-23,CCL,Cruise,2026-06-23,True,-0.43,2.304,1.369,-0.244,-4.869,-3.293,2026,1.172,False
2026-07-10,DAL,Airline,2026-07-10,True,-2.29,1.017,0.537,1.178,-1.809,0.308,2026,0.993,False
2026-07-16,UAL,Airline,2026-07-15,False,0.188,0.645,0.331,-0.391,-1.786,-1.644,2026,-5.771,False
2026-07-22,TNL,Timeshare,2026-07-22,True,3.196,-2.463,-1.293,-2.811,3.067,-0.511,2026,13.111,False
2026-07-23,LUV,Airline,2026-07-22,False,-4.844,-0.56,-0.294,-1.771,-6.19,-1.898,2026,11.07,False
2026-07-23,WH,Hotel,2026-07-22,False,-2.481,-0.56,-0.294,-1.771,-2.907,-1.898,2026,11.07,False
2026-07-28,RCL,Cruise,2026-07-28,True,6.744,4.879,2.563,4.256,5.724,-0.972,2026,-6.249,False
2026-07-28,HLT,Hotel,2026-07-28,True,-2.29,4.879,2.563,4.256,-2.545,-0.972,2026,-6.249,False
2026-07-30,H,Hotel,2026-07-30,True,-6.82,-2.601,-1.357,-0.608,-5.021,3.297,2026,-2.943,False
2026-07-30,HGV,Timeshare,2026-07-30,True,-12.065,-2.601,-1.357,-0.608,-9.918,3.297,2026,-2.943,False
2026-08-03,MAR,Hotel,2026-08-03,True,-7.755,-1.622,-0.837,-0.581,-6.974,1.756,2026,19.988,False
2026-08-05,BKNG,OTA,2026-08-04,False,7.069,2.28,1.166,1.714,6.563,-0.905,2026,17.473,False
2026-08-05,CHH,Hotel,2026-08-05,True,3.083,2.28,1.166,1.714,2.928,-0.905,2026,17.473,False
2026-08-06,VAC,Timeshare,2026-08-06,True,22.809,-0.357,-0.185,-0.557,22.616,-0.369,2026,20.017,False
2026-08-06,EXPE,OTA,2026-08-05,False,-4.102,-0.357,-0.185,-0.557,-4.095,-0.369,2026,20.017,False
2026-08-06,TRIP,OTA,2026-08-06,True,-25.185,-0.357,-0.185,-0.557,-25.518,-0.369,2026,20.017,False
2026-08-06,SABR,Distribution,2026-08-06,True,6.069,-0.357,-0.185,-0.557,5.66,-0.369,2026,20.017,False
