date,ar_abnb,z_abnb
2026-03-09,-0.674,-0.393
2026-03-10,-1.117,-0.65
2026-03-11,0.825,0.48
2026-03-12,-2.403,-1.399
2026-03-13,-0.395,-0.23
2026-03-16,0.532,0.31
2026-03-17,2.403,1.417
2026-03-18,0.912,0.537
2026-03-19,0.14,0.083
2026-03-20,0.245,0.144
2026-03-23,2.047,1.199
2026-03-24,-1.185,-0.697
2026-03-25,0.792,0.463
2026-03-26,1.948,1.139
2026-03-30,1.033,0.605
2026-03-31,-0.815,-0.476
2026-04-01,-2.086,-1.219
2026-04-02,-0.252,-0.147
2026-04-06,0.922,0.537
2026-04-07,-1.423,-0.808
2026-04-09,-2.358,-1.338
2026-04-10,-0.249,-0.141
2026-04-13,0.058,0.033
2026-04-14,0.936,0.531
2026-04-15,1.377,0.781
2026-04-16,-0.211,-0.122
2026-04-17,1.426,0.816
2026-04-20,1.799,1.03
2026-04-21,-0.263,-0.151
2026-04-24,-1.046,-0.601
2026-04-27,-1.237,-0.71
2026-05-01,0.078,0.045
2026-05-04,-1.75,-1.008
2026-05-11,-3.345,-1.927
2026-05-12,-0.306,-0.175
2026-05-13,-2.762,-1.601
2026-05-14,-0.063,-0.037
2026-05-15,0.817,0.475
2026-05-18,1.55,0.901
2026-05-19,-1.713,-0.98
2026-05-20,2.034,1.176
2026-05-21,-1.017,-0.581
2026-05-22,-1.66,-0.952
2026-05-26,-1.125,-0.645
2026-05-27,-0.237,-0.136
2026-05-28,1.216,0.7
2026-05-29,-1.098,-0.637
2026-06-01,2.999,1.751
2026-06-02,-2.855,-1.66
2026-06-03,-0.266,-0.155
2026-06-04,0.579,0.338
2026-06-05,3.858,2.254
2026-06-08,-0.525,-0.306
2026-06-09,-1.261,-0.734
2026-06-10,0.008,0.005
2026-06-11,-1.279,-0.746
2026-06-12,0.698,0.408
2026-06-15,2.572,1.474
2026-06-16,3.131,1.808
2026-06-17,0.377,0.221
2026-06-18,-0.466,-0.273
2026-06-22,-1.976,-1.173
2026-06-24,4.402,2.59
2026-06-25,-2.28,-1.324
2026-06-26,3.669,2.131
2026-06-29,-0.665,-0.386
2026-06-30,-3.953,-2.283
2026-07-01,4.129,2.367
2026-07-02,2.386,1.333
2026-07-06,-1.852,-1.028
2026-07-07,2.109,1.155
2026-07-08,-4.098,-2.249
2026-07-09,1.647,0.887
2026-07-13,-0.283,-0.149
2026-07-14,-0.551,-0.289
2026-07-15,1.453,0.759
2026-07-17,-0.27,-0.141
2026-07-20,-0.753,-0.392
2026-07-21,-1.724,-0.901
2026-07-24,3.28,1.719
2026-07-27,4.293,2.256
2026-07-29,1.219,0.64
2026-07-31,-0.728,-0.38
2026-08-04,-2.516,-1.274
2026-08-10,3.864,1.994
2026-08-11,0.301,0.155
2026-08-12,-3.053,-1.563
2026-08-13,2.187,1.115
2026-08-14,-0.537,-0.274
2026-08-17,-2.567,-1.05
2026-08-18,3.033,1.234
2026-08-19,1.679,0.683
2026-08-20,-0.492,-0.199
2026-08-21,0.935,0.378
2026-08-24,1.974,0.8
2026-08-25,-0.309,-0.125
2026-08-26,-1.434,-0.581
2026-08-27,-2.807,-1.154
2026-08-28,2.948,1.213
2026-08-31,-3.423,-1.41
2026-09-01,0.193,0.079
2026-09-02,0.142,0.058
2026-09-03,0.325,0.134
2026-09-04,-2.002,-0.816
