"date","measure","value"
"2001-04-01T00:00:00.000","Trains","2871"
"2001-04-01T00:00:00.000","Trucks","568784"
"2001-05-01T00:00:00.000","Buses","16579"
"2001-05-01T00:00:00.000","Bus Passengers","455731"
"2001-05-01T00:00:00.000","Pedestrians","74052"
"2001-05-01T00:00:00.000","Personal Vehicle Passengers","6359599"
"2001-05-01T00:00:00.000","Personal Vehicles","3117367"
"2001-05-01T00:00:00.000","Train Passengers","20813"
"2001-05-01T00:00:00.000","Trains","2964"
"2001-05-01T00:00:00.000","Trucks","625675"
"2001-06-01T00:00:00.000","Buses","18843"
"2001-06-01T00:00:00.000","Bus Passengers","507553"
"2001-06-01T00:00:00.000","Pedestrians","96861"
"2001-06-01T00:00:00.000","Personal Vehicle Passengers","7279995"
"2001-06-01T00:00:00.000","Personal Vehicles","3403191"
"2001-06-01T00:00:00.000","Train Passengers","26750"
"2001-06-01T00:00:00.000","Trains","2823"
"2001-06-01T00:00:00.000","Trucks","585144"
"2001-07-01T00:00:00.000","Buses","21189"
"2001-07-01T00:00:00.000","Bus Passengers","532543"
"2001-07-01T00:00:00.000","Pedestrians","130757"
"2001-07-01T00:00:00.000","Personal Vehicle Passengers","9449454"
"2001-07-01T00:00:00.000","Personal Vehicles","4026527"
"2001-07-01T00:00:00.000","Train Passengers","35420"
"2001-07-01T00:00:00.000","Trains","2733"
"2001-07-01T00:00:00.000","Trucks","528769"
"2001-08-01T00:00:00.000","Buses","20058"
"2001-08-01T00:00:00.000","Bus Passengers","545938"
"2001-08-01T00:00:00.000","Pedestrians","128442"
"2001-08-01T00:00:00.000","Personal Vehicle Passengers","9693838"
"2001-08-01T00:00:00.000","Personal Vehicles","4149900"
"2001-08-01T00:00:00.000","Train Passengers","37486"
"2001-08-01T00:00:00.000","Trains","2846"
"2001-08-01T00:00:00.000","Trucks","600506"
"2001-09-01T00:00:00.000","Buses","15102"
"2001-09-01T00:00:00.000","Bus Passengers","408931"
"2001-09-01T00:00:00.000","Pedestrians","59148"
"2001-09-01T00:00:00.000","Personal Vehicle Passengers","5667660"
"2001-09-01T00:00:00.000","Personal Vehicles","2572008"
"2001-09-01T00:00:00.000","Train Passengers","22047"
"2001-09-01T00:00:00.000","Trains","2661"
"2001-09-01T00:00:00.000","Trucks","542154"
"2001-10-01T00:00:00.000","Buses","12497"
"2001-10-01T00:00:00.000","Bus Passengers","318743"
"2001-10-01T00:00:00.000","Pedestrians","72338"
"2001-10-01T00:00:00.000","Personal Vehicle Passengers","4595981"
"2001-10-01T00:00:00.000","Personal Vehicles","2223417"
"2001-10-01T00:00:00.000","Train Passengers","15087"
"2001-10-01T00:00:00.000","Trains","2860"
"2001-10-01T00:00:00.000","Trucks","607236"
"2001-11-01T00:00:00.000","Buses","9873"
"2001-11-01T00:00:00.000","Bus Passengers","247938"
"2001-11-01T00:00:00.000","Pedestrians","40145"
"2001-11-01T00:00:00.000","Personal Vehicle Passengers","4396607"
"2001-11-01T00:00:00.000","Personal Vehicles","2180452"
"2001-11-01T00:00:00.000","Train Passengers","13703"
"2001-11-01T00:00:00.000","Trains","2780"
"2001-11-01T00:00:00.000","Trucks","555441"
"2001-12-01T00:00:00.000","Buses","8381"
"2001-12-01T00:00:00.000","Bus Passengers","210570"
"2001-12-01T00:00:00.000","Pedestrians","27496"
"2001-12-01T00:00:00.000","Personal Vehicle Passengers","4452131"
"2001-12-01T00:00:00.000","Personal Vehicles","2172450"
"2001-12-01T00:00:00.000","Train Passengers","16842"
"2001-12-01T00:00:00.000","Trains","2585"
"2001-12-01T00:00:00.000","Trucks","455087"
"2002-01-01T00:00:00.000","Buses","8758"
"2002-01-01T00:00:00.000","Bus Passengers","219627"
"2002-01-01T00:00:00.000","Pedestrians","22021"
"2002-01-01T00:00:00.000","Personal Vehicle Passengers","4313105"
"2002-01-01T00:00:00.000","Personal Vehicles","2166570"
"2002-01-01T00:00:00.000","Train Passengers","14764"
"2002-01-01T00:00:00.000","Trains","2710"
"2002-01-01T00:00:00.000","Trucks","552363"
"2002-02-01T00:00:00.000","Buses","8178"
"2002-02-01T00:00:00.000","Bus Passengers","207948"
"2002-02-01T00:00:00.000","Pedestrians","28974"
"2002-02-01T00:00:00.000","Personal Vehicle Passengers","4269974"
"2002-02-01T00:00:00.000","Personal Vehicles","2111234"
"2002-02-01T00:00:00.000","Train Passengers","13536"
"2002-02-01T00:00:00.000","Trains","2531"
"2002-02-01T00:00:00.000","Trucks","535575"
"2002-03-01T00:00:00.000","Buses","10375"
"2002-03-01T00:00:00.000","Bus Passengers","260412"
"2002-03-01T00:00:00.000","Pedestrians","36395"
"2002-03-01T00:00:00.000","Personal Vehicle Passengers","5377216"
"2002-03-01T00:00:00.000","Personal Vehicles","2487140"
"2002-03-01T00:00:00.000","Train Passengers","16788"
"2002-03-01T00:00:00.000","Trains","2786"
"2002-03-01T00:00:00.000","Trucks","568295"
"2002-04-01T00:00:00.000","Buses","11094"
"2002-04-01T00:00:00.000","Bus Passengers","289209"
"2002-04-01T00:00:00.000","Pedestrians","76298"
"2002-04-01T00:00:00.000","Personal Vehicle Passengers","5192627"
"2002-04-01T00:00:00.000","Personal Vehicles","2510446"
"2002-04-01T00:00:00.000","Train Passengers","17098"
"2002-04-01T00:00:00.000","Trains","2795"
"2002-04-01T00:00:00.000","Trucks","603586"
"2002-05-01T00:00:00.000","Buses","15513"
"2002-05-01T00:00:00.000","Bus Passengers","407117"
"2002-05-01T00:00:00.000","Pedestrians","96133"
"2002-05-01T00:00:00.000","Personal Vehicle Passengers","5755071"
"2002-05-01T00:00:00.000","Personal Vehicles","2789486"
"2002-05-01T00:00:00.000","Train Passengers","20474"
"2002-05-01T00:00:00.000","Trains","2843"
"2002-05-01T00:00:00.000","Trucks","623411"
"2002-06-01T00:00:00.000","Buses","16820"
"2002-06-01T00:00:00.000","Bus Passengers","428995"
"2002-06-01T00:00:00.000","Pedestrians","102602"
"2002-06-01T00:00:00.000","Personal Vehicle Passengers","6293288"
"2002-06-01T00:00:00.000","Personal Vehicles","2930569"
"2002-06-01T00:00:00.000","Train Passengers","29622"
"2002-06-01T00:00:00.000","Trains","2646"
"2002-06-01T00:00:00.000","Trucks","577980"
"2002-07-01T00:00:00.000","Buses","19998"
"2002-07-01T00:00:00.000","Bus Passengers","515712"
"2002-07-01T00:00:00.000","Pedestrians","215313"
"2002-07-01T00:00:00.000","Personal Vehicle Passengers","7927765"
"2002-07-01T00:00:00.000","Personal Vehicles","3443703"
"2002-07-01T00:00:00.000","Train Passengers","37082"
"2002-07-01T00:00:00.000","Trains","2787"
"2002-07-01T00:00:00.000","Trucks","552454"
"2002-08-01T00:00:00.000","Buses","18421"
"2002-08-01T00:00:00.000","Bus Passengers","500091"
"2002-08-01T00:00:00.000","Pedestrians","187334"
"2002-08-01T00:00:00.000","Personal Vehicle Passengers","8555222"
"2002-08-01T00:00:00.000","Personal Vehicles","3730112"
"2002-08-01T00:00:00.000","Train Passengers","40161"
"2002-08-01T00:00:00.000","Trains","2846"
"2002-08-01T00:00:00.000","Trucks","596692"
"2002-09-01T00:00:00.000","Buses","16899"
"2002-09-01T00:00:00.000","Bus Passengers","463219"
"2002-09-01T00:00:00.000","Pedestrians","143485"
"2002-09-01T00:00:00.000","Personal Vehicle Passengers","5983970"
"2002-09-01T00:00:00.000","Personal Vehicles","2893435"
"2002-09-01T00:00:00.000","Train Passengers","21067"
"2002-09-01T00:00:00.000","Trains","2894"
"2002-09-01T00:00:00.000","Trucks","587262"
"2002-10-01T00:00:00.000","Buses","13869"
"2002-10-01T00:00:00.000","Bus Passengers","387228"
"2002-10-01T00:00:00.000","Pedestrians","91461"
"2002-10-01T00:00:00.000","Personal Vehicle Passengers","5592067"
"2002-10-01T00:00:00.000","Personal Vehicles","2710153"
"2002-10-01T00:00:00.000","Train Passengers","16211"
"2002-10-01T00:00:00.000","Trains","2892"
"2002-10-01T00:00:00.000","Trucks","632728"
"2002-11-01T00:00:00.000","Buses","10795"
"2002-11-01T00:00:00.000","Bus Passengers","277563"
"2002-11-01T00:00:00.000","Pedestrians","33201"
"2002-11-01T00:00:00.000","Personal Vehicle Passengers","4853199"
"2002-11-01T00:00:00.000","Personal Vehicles","2353581"
"2002-11-01T00:00:00.000","Train Passengers","13992"
"2002-11-01T00:00:00.000","Trains","2817"
"2002-11-01T00:00:00.000","Trucks","573418"
"2002-12-01T00:00:00.000","Buses","10241"
"2002-12-01T00:00:00.000","Bus Passengers","255742"
"2002-12-01T00:00:00.000","Pedestrians","51264"
"2002-12-01T00:00:00.000","Personal Vehicle Passengers","4873112"
"2002-12-01T00:00:00.000","Personal Vehicles","2412388"
"2002-12-01T00:00:00.000","Train Passengers","14339"
"2002-12-01T00:00:00.000","Trains","2275"
"2002-12-01T00:00:00.000","Trucks","512209"
"2003-01-01T00:00:00.000","Buses","11371"
"2003-01-01T00:00:00.000","Bus Passengers","258059"
"2003-01-01T00:00:00.000","Pedestrians","26018"
"2003-01-01T00:00:00.000","Personal Vehicle Passengers","4322116"
"2003-01-01T00:00:00.000","Personal Vehicles","2236473"
"2003-01-01T00:00:00.000","Train Passengers","14903"
"2003-01-01T00:00:00.000","Trains","2736"
"2003-01-01T00:00:00.000","Trucks","584452"
"2003-02-01T00:00:00.000","Buses","10324"
"2003-02-01T00:00:00.000","Bus Passengers","241792"
"2003-02-01T00:00:00.000","Pedestrians","26054"
"2003-02-01T00:00:00.000","Personal Vehicle Passengers","4023446"
"2003-02-01T00:00:00.000","Personal Vehicles","2006187"
"2003-02-01T00:00:00.000","Train Passengers","14417"
"2003-02-01T00:00:00.000","Trains","2526"
"2003-02-01T00:00:00.000","Trucks","540671"
"2003-03-01T00:00:00.000","Buses","11325"
"2003-03-01T00:00:00.000","Bus Passengers","270472"
"2003-03-01T00:00:00.000","Pedestrians","37417"
"2003-03-01T00:00:00.000","Personal Vehicle Passengers","4677494"
"2003-03-01T00:00:00.000","Personal Vehicles","2241652"
"2003-03-01T00:00:00.000","Train Passengers","15640"
"2003-03-01T00:00:00.000","Trains","2783"
"2003-03-01T00:00:00.000","Trucks","584957"
"2003-04-01T00:00:00.000","Buses","10412"
"2003-04-01T00:00:00.000","Bus Passengers","247388"
"2003-04-01T00:00:00.000","Pedestrians","49278"
"2003-04-01T00:00:00.000","Personal Vehicle Passengers","4010882"
"2003-04-01T00:00:00.000","Personal Vehicles","2119515"
"2003-04-01T00:00:00.000","Train Passengers","16701"
"2003-04-01T00:00:00.000","Trains","3136"
"2003-04-01T00:00:00.000","Trucks","572863"
"2003-05-01T00:00:00.000","Buses","13821"
"2003-05-01T00:00:00.000","Bus Passengers","348695"
"2003-05-01T00:00:00.000","Pedestrians","69601"
"2003-05-01T00:00:00.000","Personal Vehicle Passengers","4987387"
"2003-05-01T00:00:00.000","Personal Vehicles","2415046"
"2003-05-01T00:00:00.000","Train Passengers","19404"
"2003-05-01T00:00:00.000","Trains","2879"
"2003-05-01T00:00:00.000","Trucks","583294"
"2003-06-01T00:00:00.000","Buses","15830"
"2003-06-01T00:00:00.000","Bus Passengers","369731"
"2003-06-01T00:00:00.000","Pedestrians","110613"
"2003-06-01T00:00:00.000","Personal Vehicle Passengers","5732197"
"2003-06-01T00:00:00.000","Personal Vehicles","2748647"
"2003-06-01T00:00:00.000","Train Passengers","26080"
"2003-06-01T00:00:00.000","Trains","2803"
"2003-06-01T00:00:00.000","Trucks","569033"
"2003-07-01T00:00:00.000","Buses","16536"
"2003-07-01T00:00:00.000","Bus Passengers","397248"
"2003-07-01T00:00:00.000","Pedestrians","159371"
"2003-07-01T00:00:00.000","Personal Vehicle Passengers","7208227"
"2003-07-01T00:00:00.000","Personal Vehicles","3337805"
"2003-07-01T00:00:00.000","Train Passengers","28479"
"2003-07-01T00:00:00.000","Trains","2836"
"2003-07-01T00:00:00.000","Trucks","519619"
"2003-08-01T00:00:00.000","Buses","16639"
"2003-08-01T00:00:00.000","Bus Passengers","410442"
"2003-08-01T00:00:00.000","Pedestrians","177506"
"2003-08-01T00:00:00.000","Personal Vehicle Passengers","7645602"
"2003-08-01T00:00:00.000","Personal Vehicles","3466240"
"2003-08-01T00:00:00.000","Train Passengers","31033"
"2003-08-01T00:00:00.000","Trains","2912"
"2003-08-01T00:00:00.000","Trucks","528617"
"2003-09-01T00:00:00.000","Buses","15047"
"2003-09-01T00:00:00.000","Bus Passengers","380195"
"2003-09-01T00:00:00.000","Pedestrians","98142"
"2003-09-01T00:00:00.000","Personal Vehicle Passengers","5441911"
"2003-09-01T00:00:00.000","Personal Vehicles","2661644"
"2003-09-01T00:00:00.000","Train Passengers","21474"
"2003-09-01T00:00:00.000","Trains","2895"
"2003-09-01T00:00:00.000","Trucks","600016"
"2003-10-01T00:00:00.000","Buses","13528"
"2003-10-01T00:00:00.000","Bus Passengers","352039"
"2003-10-01T00:00:00.000","Pedestrians","87739"
"2003-10-01T00:00:00.000","Personal Vehicle Passengers","5061365"
"2003-10-01T00:00:00.000","Personal Vehicles","2596995"
"2003-10-01T00:00:00.000","Train Passengers","15938"
"2003-10-01T00:00:00.000","Trains","2905"
"2003-10-01T00:00:00.000","Trucks","609858"
"2003-11-01T00:00:00.000","Buses","11338"
"2003-11-01T00:00:00.000","Bus Passengers","267652"
"2003-11-01T00:00:00.000","Pedestrians","63471"
"2003-11-01T00:00:00.000","Personal Vehicle Passengers","4502504"
"2003-11-01T00:00:00.000","Personal Vehicles","2221309"
"2003-11-01T00:00:00.000","Train Passengers","15768"
"2003-11-01T00:00:00.000","Trains","2844"
"2003-11-01T00:00:00.000","Trucks","541841"
"2003-12-01T00:00:00.000","Buses","10418"
"2003-12-01T00:00:00.000","Bus Passengers","236257"
"2003-12-01T00:00:00.000","Pedestrians","35722"
"2003-12-01T00:00:00.000","Personal Vehicle Passengers","4523405"
"2003-12-01T00:00:00.000","Personal Vehicles","2193652"
"2003-12-01T00:00:00.000","Train Passengers","14959"
"2003-12-01T00:00:00.000","Trains","2882"
"2003-12-01T00:00:00.000","Trucks","500516"
"2004-01-01T00:00:00.000","Buses","10534"
"2004-01-01T00:00:00.000","Bus Passengers","246355"
"2004-01-01T00:00:00.000","Pedestrians","30463"
"2004-01-01T00:00:00.000","Personal Vehicle Passengers","3882454"
"2004-01-01T00:00:00.000","Personal Vehicles","2015414"
"2004-01-01T00:00:00.000","Train Passengers","13906"
"2004-01-01T00:00:00.000","Trains","2720"
"2004-01-01T00:00:00.000","Trucks","517125"
"2004-02-01T00:00:00.000","Buses","10413"
"2004-02-01T00:00:00.000","Bus Passengers","249551"
"2004-02-01T00:00:00.000","Pedestrians","29814"
"2004-02-01T00:00:00.000","Personal Vehicle Passengers","4149933"
"2004-02-01T00:00:00.000","Personal Vehicles","2134564"
"2004-02-01T00:00:00.000","Train Passengers","12784"
"2004-02-01T00:00:00.000","Trains","2644"
"2004-02-01T00:00:00.000","Trucks","544406"
"2004-03-01T00:00:00.000","Buses","11687"
"2004-03-01T00:00:00.000","Bus Passengers","277226"
"2004-03-01T00:00:00.000","Pedestrians","29349"
"2004-03-01T00:00:00.000","Personal Vehicle Passengers","4742473"
"2004-03-01T00:00:00.000","Personal Vehicles","2307106"
"2004-03-01T00:00:00.000","Train Passengers","14636"
"2004-03-01T00:00:00.000","Trains","3037"
"2004-03-01T00:00:00.000","Trucks","628185"
"2004-04-01T00:00:00.000","Buses","12115"
"2004-04-01T00:00:00.000","Bus Passengers","295150"
"2004-04-01T00:00:00.000","Pedestrians","40278"
"2004-04-01T00:00:00.000","Personal Vehicle Passengers","4638758"
"2004-04-01T00:00:00.000","Personal Vehicles","2302627"
"2004-04-01T00:00:00.000","Train Passengers","15477"
"2004-04-01T00:00:00.000","Trains","2862"
"2004-04-01T00:00:00.000","Trucks","578979"
"2004-05-01T00:00:00.000","Buses","14526"
"2004-05-01T00:00:00.000","Bus Passengers","387322"
"2004-05-01T00:00:00.000","Pedestrians","97398"
"2004-05-01T00:00:00.000","Personal Vehicle Passengers","5240205"
"2004-05-01T00:00:00.000","Personal Vehicles","2574290"
"2004-05-01T00:00:00.000","Train Passengers","14678"
"2004-05-01T00:00:00.000","Trains","2852"
"2004-05-01T00:00:00.000","Trucks","590540"
"2004-06-01T00:00:00.000","Buses","17439"
"2004-06-01T00:00:00.000","Bus Passengers","420414"
"2004-06-01T00:00:00.000","Pedestrians","113083"
"2004-06-01T00:00:00.000","Personal Vehicle Passengers","5754678"
"2004-06-01T00:00:00.000","Personal Vehicles","2806868"
"2004-06-01T00:00:00.000","Train Passengers","16285"
"2004-06-01T00:00:00.000","Trains","2832"
"2004-06-01T00:00:00.000","Trucks","621375"
"2004-07-01T00:00:00.000","Buses","17794"
"2004-07-01T00:00:00.000","Bus Passengers","451135"
"2004-07-01T00:00:00.000","Pedestrians","186122"
"2004-07-01T00:00:00.000","Personal Vehicle Passengers","7512931"
"2004-07-01T00:00:00.000","Personal Vehicles","3273262"
"2004-07-01T00:00:00.000","Train Passengers","29047"
"2004-07-01T00:00:00.000","Trains","2703"
"2004-07-01T00:00:00.000","Trucks","548029"
"2004-08-01T00:00:00.000","Buses","16974"
"2004-08-01T00:00:00.000","Bus Passengers","447833"
"2004-08-01T00:00:00.000","Pedestrians","117891"
"2004-08-01T00:00:00.000","Personal Vehicle Passengers","7589134"
"2004-08-01T00:00:00.000","Personal Vehicles","3378309"
"2004-08-01T00:00:00.000","Train Passengers","33333"
"2004-08-01T00:00:00.000","Trains","2812"
"2004-08-01T00:00:00.000","Trucks","609725"
"2004-09-01T00:00:00.000","Buses","15098"
"2004-09-01T00:00:00.000","Bus Passengers","386208"
"2004-09-01T00:00:00.000","Pedestrians","71762"
"2004-09-01T00:00:00.000","Personal Vehicle Passengers","5469920"
"2004-09-01T00:00:00.000","Personal Vehicles","2758081"
"2004-09-01T00:00:00.000","Train Passengers","29687"
"2004-09-01T00:00:00.000","Trains","2649"
"2004-09-01T00:00:00.000","Trucks","602098"
"2004-10-01T00:00:00.000","Buses","10983"
"2004-10-01T00:00:00.000","Bus Passengers","276481"
"2004-10-01T00:00:00.000","Pedestrians","63120"
"2004-10-01T00:00:00.000","Personal Vehicle Passengers","5254253"
"2004-10-01T00:00:00.000","Personal Vehicles","2584999"
"2004-10-01T00:00:00.000","Train Passengers","19741"
"2004-10-01T00:00:00.000","Trains","2816"
"2004-10-01T00:00:00.000","Trucks","585682"
"2004-11-01T00:00:00.000","Buses","9696"
"2004-11-01T00:00:00.000","Bus Passengers","251103"
"2004-11-01T00:00:00.000","Pedestrians","28983"
"2004-11-01T00:00:00.000","Personal Vehicle Passengers","4626944"
"2004-11-01T00:00:00.000","Personal Vehicles","2314188"
"2004-11-01T00:00:00.000","Train Passengers","11497"
"2004-11-01T00:00:00.000","Trains","2732"
"2004-11-01T00:00:00.000","Trucks","575623"
"2004-12-01T00:00:00.000","Buses","8443"
"2004-12-01T00:00:00.000","Bus Passengers","201602"
"2004-12-01T00:00:00.000","Pedestrians","24199"
"2004-12-01T00:00:00.000","Personal Vehicle Passengers","4407985"
"2004-12-01T00:00:00.000","Personal Vehicles","2210779"
"2004-12-01T00:00:00.000","Train Passengers","12406"
"2004-12-01T00:00:00.000","Trains","2608"
"2004-12-01T00:00:00.000","Trucks","502115"
"2005-01-01T00:00:00.000","Buses","9161"
"2005-01-01T00:00:00.000","Bus Passengers","215178"
"2005-01-01T00:00:00.000","Pedestrians","22462"
"2005-01-01T00:00:00.000","Personal Vehicle Passengers","3973275"
"2005-01-01T00:00:00.000","Personal Vehicles","1997242"
"2005-01-01T00:00:00.000","Train Passengers","10752"
"2005-01-01T00:00:00.000","Trains","2548"
"2005-01-01T00:00:00.000","Trucks","534785"
"2005-02-01T00:00:00.000","Buses","8988"
"2005-02-01T00:00:00.000","Bus Passengers","222414"
"2005-02-01T00:00:00.000","Pedestrians","21018"
"2005-02-01T00:00:00.000","Personal Vehicle Passengers","4018713"
"2005-02-01T00:00:00.000","Personal Vehicles","2002740"
"2005-02-01T00:00:00.000","Train Passengers","10858"
"2005-02-01T00:00:00.000","Trains","2579"
"2005-02-01T00:00:00.000","Trucks","528576"
"2005-03-01T00:00:00.000","Buses","9705"
"2005-03-01T00:00:00.000","Bus Passengers","238103"
"2005-03-01T00:00:00.000","Pedestrians","28760"
"2005-03-01T00:00:00.000","Personal Vehicle Passengers","4753856"
"2005-03-01T00:00:00.000","Personal Vehicles","2336282"
"2005-03-01T00:00:00.000","Train Passengers","13025"
"2005-03-01T00:00:00.000","Trains","2724"
"2005-03-01T00:00:00.000","Trucks","591197"
"2005-04-01T00:00:00.000","Buses","11480"
"2005-04-01T00:00:00.000","Bus Passengers","291100"
"2005-04-01T00:00:00.000","Pedestrians","37191"
"2005-04-01T00:00:00.000","Personal Vehicle Passengers","4625786"
"2005-04-01T00:00:00.000","Personal Vehicles","2289369"
"2005-04-01T00:00:00.000","Train Passengers","13186"
"2005-04-01T00:00:00.000","Trains","2769"
"2005-04-01T00:00:00.000","Trucks","561750"
"2005-05-01T00:00:00.000","Buses","15248"
"2005-05-01T00:00:00.000","Bus Passengers","388037"
"2005-05-01T00:00:00.000","Pedestrians","54966"
"2005-05-01T00:00:00.000","Personal Vehicle Passengers","5024455"
"2005-05-01T00:00:00.000","Personal Vehicles","2532348"
"2005-05-01T00:00:00.000","Train Passengers","20772"
"2005-05-01T00:00:00.000","Trains","2785"
"2005-05-01T00:00:00.000","Trucks","596880"
"2005-06-01T00:00:00.000","Buses","15819"
"2005-06-01T00:00:00.000","Bus Passengers","377301"
"2005-06-01T00:00:00.000","Pedestrians","46147"
"2005-06-01T00:00:00.000","Personal Vehicle Passengers","5680322"
"2005-06-01T00:00:00.000","Personal Vehicles","2768514"
"2005-06-01T00:00:00.000","Train Passengers","29985"
"2005-06-01T00:00:00.000","Trains","2543"
"2005-06-01T00:00:00.000","Trucks","599366"
"2005-07-01T00:00:00.000","Buses","16992"
"2005-07-01T00:00:00.000","Bus Passengers","415110"
"2005-07-01T00:00:00.000","Pedestrians","115891"
"2005-07-01T00:00:00.000","Personal Vehicle Passengers","7544408"
"2005-07-01T00:00:00.000","Personal Vehicles","3412268"
"2005-07-01T00:00:00.000","Train Passengers","35092"
"2005-07-01T00:00:00.000","Trains","2574"
"2005-07-01T00:00:00.000","Trucks","505642"
"2005-08-01T00:00:00.000","Buses","18418"
"2005-08-01T00:00:00.000","Bus Passengers","432937"
"2005-08-01T00:00:00.000","Pedestrians","118323"
"2005-08-01T00:00:00.000","Personal Vehicle Passengers","7293226"
"2005-08-01T00:00:00.000","Personal Vehicles","3348448"
"2005-08-01T00:00:00.000","Train Passengers","33596"
"2005-08-01T00:00:00.000","Trains","2595"
"2005-08-01T00:00:00.000","Trucks","619513"
"2005-09-01T00:00:00.000","Buses","17042"
"2005-09-01T00:00:00.000","Bus Passengers","454160"
"2005-09-01T00:00:00.000","Pedestrians","55313"
"2005-09-01T00:00:00.000","Personal Vehicle Passengers","5445304"
"2005-09-01T00:00:00.000","Personal Vehicles","2693008"
"2005-09-01T00:00:00.000","Train Passengers","24526"
"2005-09-01T00:00:00.000","Trains","2779"
"2005-09-01T00:00:00.000","Trucks","580446"
"2005-10-01T00:00:00.000","Buses","12533"
"2005-10-01T00:00:00.000","Bus Passengers","344484"
"2005-10-01T00:00:00.000","Pedestrians","61257"
"2005-10-01T00:00:00.000","Personal Vehicle Passengers","5084051"
"2005-10-01T00:00:00.000","Personal Vehicles","2523606"
"2005-10-01T00:00:00.000","Train Passengers","15395"
"2005-10-01T00:00:00.000","Trains","3054"
"2005-10-01T00:00:00.000","Trucks","593744"
"2005-11-01T00:00:00.000","Buses","10000"
"2005-11-01T00:00:00.000","Bus Passengers","263160"
"2005-11-01T00:00:00.000","Pedestrians","28277"
"2005-11-01T00:00:00.000","Personal Vehicle Passengers","4359334"
"2005-11-01T00:00:00.000","Personal Vehicles","2215430"
"2005-11-01T00:00:00.000","Train Passengers","13409"
"2005-11-01T00:00:00.000","Trains","2904"
"2005-11-01T00:00:00.000","Trucks","570492"
"2005-12-01T00:00:00.000","Buses","8068"
"2005-12-01T00:00:00.000","Bus Passengers","212874"
"2005-12-01T00:00:00.000","Pedestrians","24215"
"2005-12-01T00:00:00.000","Personal Vehicle Passengers","4698646"
"2005-12-01T00:00:00.000","Personal Vehicles","2232428"
"2005-12-01T00:00:00.000","Train Passengers","15162"
"2005-12-01T00:00:00.000","Trains","2953"
"2005-12-01T00:00:00.000","Trucks","501553"
"2006-01-01T00:00:00.000","Buses","9719"
"2006-01-01T00:00:00.000","Bus Passengers","251382"
"2006-01-01T00:00:00.000","Pedestrians","22352"
"2006-01-01T00:00:00.000","Personal Vehicle Passengers","4289892"
"2006-01-01T00:00:00.000","Personal Vehicles","2100629"
"2006-01-01T00:00:00.000","Train Passengers","11140"
"2006-01-01T00:00:00.000","Trains","2725"
"2006-01-01T00:00:00.000","Trucks","551284"
"2006-02-01T00:00:00.000","Buses","8227"
"2006-02-01T00:00:00.000","Bus Passengers","210590"
"2006-02-01T00:00:00.000","Pedestrians","18189"
"2006-02-01T00:00:00.000","Personal Vehicle Passengers","3932488"
"2006-02-01T00:00:00.000","Personal Vehicles","1930380"
"2006-02-01T00:00:00.000","Train Passengers","10902"
"2006-02-01T00:00:00.000","Trains","2500"
"2006-02-01T00:00:00.000","Trucks","524623"
"2006-03-01T00:00:00.000","Buses","9202"
"2006-03-01T00:00:00.000","Bus Passengers","241209"
"2006-03-01T00:00:00.000","Pedestrians","26385"
"2006-03-01T00:00:00.000","Personal Vehicle Passengers","4854042"
"2006-03-01T00:00:00.000","Personal Vehicles","2340385"
"2006-03-01T00:00:00.000","Train Passengers","12460"
"2006-03-01T00:00:00.000","Trains","2812"
"2006-03-01T00:00:00.000","Trucks","600750"
"2006-04-01T00:00:00.000","Buses","10133"
"2006-04-01T00:00:00.000","Bus Passengers","249113"
"2006-04-01T00:00:00.000","Pedestrians","39516"
"2006-04-01T00:00:00.000","Personal Vehicle Passengers","5038219"
"2006-04-01T00:00:00.000","Personal Vehicles","2399978"
"2006-04-01T00:00:00.000","Train Passengers","13659"
"2006-04-01T00:00:00.000","Trains","2709"
"2006-04-01T00:00:00.000","Trucks","546766"
"2006-05-01T00:00:00.000","Buses","13299"
"2006-05-01T00:00:00.000","Bus Passengers","359999"
"2006-05-01T00:00:00.000","Pedestrians","28750"
"2006-05-01T00:00:00.000","Personal Vehicle Passengers","5380492"
"2006-05-01T00:00:00.000","Personal Vehicles","2602915"
"2006-05-01T00:00:00.000","Train Passengers","23683"
"2006-05-01T00:00:00.000","Trains","2812"
"2006-05-01T00:00:00.000","Trucks","605389"
"2006-06-01T00:00:00.000","Buses","11425"
"2006-06-01T00:00:00.000","Bus Passengers","284032"
"2006-06-01T00:00:00.000","Pedestrians","34172"
"2006-06-01T00:00:00.000","Personal Vehicle Passengers","5759598"
"2006-06-01T00:00:00.000","Personal Vehicles","2720538"
"2006-06-01T00:00:00.000","Train Passengers","33429"
"2006-06-01T00:00:00.000","Trains","2754"
"2006-06-01T00:00:00.000","Trucks","582843"
"2006-07-01T00:00:00.000","Buses","14914"
"2006-07-01T00:00:00.000","Bus Passengers","381743"
"2006-07-01T00:00:00.000","Pedestrians","99656"
"2006-07-01T00:00:00.000","Personal Vehicle Passengers","7463886"
"2006-07-01T00:00:00.000","Personal Vehicles","3278365"
"2006-07-01T00:00:00.000","Train Passengers","38271"
"2006-07-01T00:00:00.000","Trains","2597"
"2006-07-01T00:00:00.000","Trucks","509647"
"2006-08-01T00:00:00.000","Buses","12061"
"2006-08-01T00:00:00.000","Bus Passengers","301791"
"2006-08-01T00:00:00.000","Pedestrians","105683"
"2006-08-01T00:00:00.000","Personal Vehicle Passengers","7189697"
"2006-08-01T00:00:00.000","Personal Vehicles","3184166"
