"port_name","state","port_code","border","date","measure","value","latitude","longitude"
"Fort Fairfield","Maine","0107","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","5591","46.765323","-67.789471"
"Fort Fairfield","Maine","0107","US-Canada Border","2019-01-01T00:00:00.000","Trucks","524","46.765323","-67.789471"
"Van Buren","Maine","0108","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","2","47.159645","-67.930799"
"Van Buren","Maine","0108","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","13054","47.159645","-67.930799"
"Van Buren","Maine","0108","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","8930","47.159645","-67.930799"
"Van Buren","Maine","0108","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","62","47.159645","-67.930799"
"Van Buren","Maine","0108","US-Canada Border","2019-01-01T00:00:00.000","Trains","41","47.159645","-67.930799"
"Van Buren","Maine","0108","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1573","47.159645","-67.930799"
"Madawaska","Maine","0109","US-Canada Border","2019-01-01T00:00:00.000","Buses","1","47.360052","-68.328684"
"Madawaska","Maine","0109","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","7","47.360052","-68.328684"
"Madawaska","Maine","0109","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","40","47.360052","-68.328684"
"Madawaska","Maine","0109","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","36582","47.360052","-68.328684"
"Madawaska","Maine","0109","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","25718","47.360052","-68.328684"
"Madawaska","Maine","0109","US-Canada Border","2019-01-01T00:00:00.000","Trucks","175","47.360052","-68.328684"
"Fort Kent","Maine","0110","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","51","47.249206","-68.603918"
"Fort Kent","Maine","0110","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","10003","47.249206","-68.603918"
"Fort Kent","Maine","0110","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","7218","47.249206","-68.603918"
"Fort Kent","Maine","0110","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1418","47.249206","-68.603918"
"Calais","Maine","0115","US-Canada Border","2019-01-01T00:00:00.000","Buses","2","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","36","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","186","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","61357","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","39326","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","36","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2019-01-01T00:00:00.000","Trains","10","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2019-01-01T00:00:00.000","Trucks","4584","45.188548","-67.275381"
"Limestone","Maine","0118","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","1407","46.924555","-67.789597"
"Limestone","Maine","0118","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","869","46.924555","-67.789597"
"Limestone","Maine","0118","US-Canada Border","2019-01-01T00:00:00.000","Trucks","15","46.924555","-67.789597"
"Bridgewater","Maine","0127","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","4095","46.450335","-67.78484"
"Bridgewater","Maine","0127","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","2421","46.450335","-67.78484"
"Bridgewater","Maine","0127","US-Canada Border","2019-01-01T00:00:00.000","Trucks","376","46.450335","-67.78484"
"Richford","Vermont","0203","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","10938","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","5554","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","34","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2019-01-01T00:00:00.000","Trains","19","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2019-01-01T00:00:00.000","Trucks","440","45.01174","-72.588559"
"Beecher Falls","Vermont","0206","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","4579","45.013411","-71.505309"
"Beecher Falls","Vermont","0206","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","2820","45.013411","-71.505309"
"Beecher Falls","Vermont","0206","US-Canada Border","2019-01-01T00:00:00.000","Trucks","891","45.013411","-71.505309"
"Derby Line","Vermont","0209","US-Canada Border","2019-01-01T00:00:00.000","Buses","89","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","2693","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","21","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","47569","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","25796","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2019-01-01T00:00:00.000","Trucks","6991","45.005739","-72.099279"
"Norton","Vermont","0211","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","1592","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","1245","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","41","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2019-01-01T00:00:00.000","Trains","19","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2019-01-01T00:00:00.000","Trucks","940","45.010771","-71.793219"
"Highgate Springs","Vermont","0212","US-Canada Border","2019-01-01T00:00:00.000","Buses","222","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","4291","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","50030","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","23606","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","58","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2019-01-01T00:00:00.000","Trains","31","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2019-01-01T00:00:00.000","Trucks","8184","45.015414","-73.085037"
"Ogdensburg","New York","0701","US-Canada Border","2019-01-01T00:00:00.000","Buses","9","44.7330898624","-75.4577501759"
"Ogdensburg","New York","0701","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","320","44.7330898624","-75.4577501759"
"Ogdensburg","New York","0701","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","30848","44.7330898624","-75.4577501759"
"Ogdensburg","New York","0701","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","16963","44.7330898624","-75.4577501759"
"Ogdensburg","New York","0701","US-Canada Border","2019-01-01T00:00:00.000","Trucks","3356","44.7330898624","-75.4577501759"
"Massena","New York","0704","US-Canada Border","2019-01-01T00:00:00.000","Buses","257","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","2792","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","10","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","101487","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","61981","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1967","44.990556","-74.739722"
"Alexandria Bay","New York","0708","US-Canada Border","2019-01-01T00:00:00.000","Buses","32","44.347229","-75.983592"
"Alexandria Bay","New York","0708","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","918","44.347229","-75.983592"
"Alexandria Bay","New York","0708","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","56009","44.347229","-75.983592"
"Alexandria Bay","New York","0708","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","28098","44.347229","-75.983592"
"Alexandria Bay","New York","0708","US-Canada Border","2019-01-01T00:00:00.000","Trucks","15162","44.347229","-75.983592"
"Champlain Rouses Point","New York","0712","US-Canada Border","2019-01-01T00:00:00.000","Buses","426","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","18172","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","125","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","115155","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","52843","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","2344","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2019-01-01T00:00:00.000","Trains","71","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2019-01-01T00:00:00.000","Trucks","25358","45.0088325953","-73.4526634854"
"Trout River","New York","0715","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","12164","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","6988","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","102","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2019-01-01T00:00:00.000","Trains","52","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1081","44.992058","-74.308172"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2019-01-01T00:00:00.000","Buses","660","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","14531","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","7316","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","521160","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","265748","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","1038","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2019-01-01T00:00:00.000","Trains","152","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2019-01-01T00:00:00.000","Trucks","73144","43.09549","-79.055847"
"Blaine","Washington","3004","US-Canada Border","2019-01-01T00:00:00.000","Buses","787","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","12868","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","524121","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","282837","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","5849","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2019-01-01T00:00:00.000","Trains","199","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2019-01-01T00:00:00.000","Trucks","30777","48.994045","-122.748884"
"Port Angeles","Washington","3007","US-Canada Border","2019-01-01T00:00:00.000","Buses","1","48.121858","-123.430694"
"Port Angeles","Washington","3007","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","34","48.121858","-123.430694"
"Port Angeles","Washington","3007","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","2465","48.121858","-123.430694"
"Port Angeles","Washington","3007","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","1192","48.121858","-123.430694"
"Port Angeles","Washington","3007","US-Canada Border","2019-01-01T00:00:00.000","Trucks","17","48.121858","-123.430694"
"Sumas","Washington","3009","US-Canada Border","2019-01-01T00:00:00.000","Buses","92","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","878","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","4219","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","104472","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","60148","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","36","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2019-01-01T00:00:00.000","Trains","12","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2019-01-01T00:00:00.000","Trucks","12137","49.002388","-122.264805"
"Anacortes","Washington","3010","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","1156","48.49617","-122.59953"
"Anacortes","Washington","3010","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","496","48.49617","-122.59953"
"Nighthawk","Washington","3011","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","344","49.000144","-119.67103"
"Nighthawk","Washington","3011","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","192","49.000144","-119.67103"
"Danville","Washington","3012","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","1","49.000083","-118.503722"
"Danville","Washington","3012","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","3209","49.000083","-118.503722"
"Danville","Washington","3012","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","2293","49.000083","-118.503722"
"Danville","Washington","3012","US-Canada Border","2019-01-01T00:00:00.000","Trucks","60","49.000083","-118.503722"
"Ferry","Washington","3013","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","922","49.000083","-118.761166"
"Ferry","Washington","3013","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","486","49.000083","-118.761166"
"Ferry","Washington","3013","US-Canada Border","2019-01-01T00:00:00.000","Trucks","4","49.000083","-118.761166"
"Friday Harbor","Washington","3014","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","115","48.534485","-123.016484"
"Friday Harbor","Washington","3014","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","44","48.534485","-123.016484"
"Boundary","Washington","3015","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","3136","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","1944","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","50","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2019-01-01T00:00:00.000","Trains","26","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2019-01-01T00:00:00.000","Trucks","21","49.00075","-117.627583"
"Laurier","Washington","3016","US-Canada Border","2019-01-01T00:00:00.000","Buses","3","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","69","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","4460","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","2517","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","26","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2019-01-01T00:00:00.000","Trains","13","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2019-01-01T00:00:00.000","Trucks","670","49.000083","-118.223777"
"Point Roberts","Washington","3017","US-Canada Border","2019-01-01T00:00:00.000","Buses","40","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","1040","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","1393","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","88964","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","67693","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2019-01-01T00:00:00.000","Trucks","865","49.0020555547","-123.068055556"
"Oroville","Washington","3019","US-Canada Border","2019-01-01T00:00:00.000","Buses","13","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","352","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","22","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","17979","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","10434","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2019-01-01T00:00:00.000","Trucks","2500","49.000083","-119.461833"
"Frontier","Washington","3020","US-Canada Border","2019-01-01T00:00:00.000","Buses","24","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","283","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","8238","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","3806","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1962","49.0005","-117.831527"
"Kenneth G Ward","Washington","3023","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","48","49.002277","-122.485027"
"Kenneth G Ward","Washington","3023","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","68973","49.002277","-122.485027"
"Kenneth G Ward","Washington","3023","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","36582","49.002277","-122.485027"
"Kenneth G Ward","Washington","3023","US-Canada Border","2019-01-01T00:00:00.000","Trucks","3386","49.002277","-122.485027"
"Metaline Falls","Washington","3025","US-Canada Border","2019-01-01T00:00:00.000","Buses","13","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","85","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","1","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","4860","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","2092","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2019-01-01T00:00:00.000","Trucks","487","48.999972","-117.299444"
"Skagway","Alaska","3103","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","918","59.629722","-135.164444"
"Skagway","Alaska","3103","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","488","59.629722","-135.164444"
"Skagway","Alaska","3103","US-Canada Border","2019-01-01T00:00:00.000","Trucks","176","59.629722","-135.164444"
"Alcan","Alaska","3104","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","1911","62.614961","-141.001444"
"Alcan","Alaska","3104","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","722","62.614961","-141.001444"
"Alcan","Alaska","3104","US-Canada Border","2019-01-01T00:00:00.000","Trucks","456","62.614961","-141.001444"
"Dalton Cache","Alaska","3106","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","1073","59.450556","-136.361944"
"Dalton Cache","Alaska","3106","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","516","59.450556","-136.361944"
"Dalton Cache","Alaska","3106","US-Canada Border","2019-01-01T00:00:00.000","Trucks","68","59.450556","-136.361944"
"Raymond","Montana","3301","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","43","48.999194","-104.574333"
"Raymond","Montana","3301","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","2780","48.999194","-104.574333"
"Raymond","Montana","3301","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","1487","48.999194","-104.574333"
"Raymond","Montana","3301","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1690","48.999194","-104.574333"
"Eastport","Idaho","3302","US-Canada Border","2019-01-01T00:00:00.000","Buses","6","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","168","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","222","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","7192","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","3520","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","222","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2019-01-01T00:00:00.000","Trains","118","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2019-01-01T00:00:00.000","Trucks","4441","49.000555","-116.181027"
"Turner","Montana","3306","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","1293","48.999527","-108.387916"
"Turner","Montana","3306","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","667","48.999527","-108.387916"
"Turner","Montana","3306","US-Canada Border","2019-01-01T00:00:00.000","Trucks","22","48.999527","-108.387916"
"Porthill","Idaho","3308","US-Canada Border","2019-01-01T00:00:00.000","Buses","3","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","31","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","8","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","14651","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","8242","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2019-01-01T00:00:00.000","Trucks","390","48.999861","-116.49925"
"Scobey","Montana","3309","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","627","48.999527","-105.407638"
"Scobey","Montana","3309","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","361","48.999527","-105.407638"
"Scobey","Montana","3309","US-Canada Border","2019-01-01T00:00:00.000","Trucks","19","48.999527","-105.407638"
"Sweetgrass","Montana","3310","US-Canada Border","2019-01-01T00:00:00.000","Buses","5","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","158","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","167","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","26861","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","13673","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2019-01-01T00:00:00.000","Train Passengers","189","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2019-01-01T00:00:00.000","Trains","32","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2019-01-01T00:00:00.000","Trucks","11571","48.998388","-111.959611"
"Piegan","Montana","3316","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","5931","48.998083","-113.378777"
"Piegan","Montana","3316","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","3064","48.998083","-113.378777"
"Piegan","Montana","3316","US-Canada Border","2019-01-01T00:00:00.000","Trucks","219","48.998083","-113.378777"
"Opheim","Montana","3317","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","379","48.999527","-106.377583"
"Opheim","Montana","3317","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","206","48.999527","-106.377583"
"Opheim","Montana","3317","US-Canada Border","2019-01-01T00:00:00.000","Trucks","86","48.999527","-106.377583"
"Roosville","Montana","3318","US-Canada Border","2019-01-01T00:00:00.000","Buses","6","48.999638","-115.056027"
"Roosville","Montana","3318","US-Canada Border","2019-01-01T00:00:00.000","Bus Passengers","212","48.999638","-115.056027"
"Roosville","Montana","3318","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","4","48.999638","-115.056027"
"Roosville","Montana","3318","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","14925","48.999638","-115.056027"
"Roosville","Montana","3318","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","7414","48.999638","-115.056027"
"Roosville","Montana","3318","US-Canada Border","2019-01-01T00:00:00.000","Trucks","797","48.999638","-115.056027"
"Morgan","Montana","3319","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","540","48.999829","-107.831819"
"Morgan","Montana","3319","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","268","48.999829","-107.831819"
"Morgan","Montana","3319","US-Canada Border","2019-01-01T00:00:00.000","Trucks","19","48.999829","-107.831819"
"Whitlash","Montana","3321","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","91","48.99725","-111.257916"
"Whitlash","Montana","3321","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","41","48.99725","-111.257916"
"Del Bonita","Montana","3322","US-Canada Border","2019-01-01T00:00:00.000","Pedestrians","1","48.998555","-112.78825"
"Del Bonita","Montana","3322","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","3115","48.998555","-112.78825"
"Del Bonita","Montana","3322","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","1462","48.998555","-112.78825"
"Del Bonita","Montana","3322","US-Canada Border","2019-01-01T00:00:00.000","Trucks","61","48.998555","-112.78825"
"Wildhorse","Montana","3323","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicle Passengers","1187","48.999361","-110.215083"
"Wildhorse","Montana","3323","US-Canada Border","2019-01-01T00:00:00.000","Personal Vehicles","531","48.999361","-110.215083"
"Wildhorse","Montana","3323","US-Canada Border","2019-01-01T00:00:00.000","Trucks","244","48.999361","-110.215083"
