region,quarter,candidate,n_oos_prior,rmse_prior_oos,eligible,picked
emea,3Q26,ine_iph_spain|diff|lag0,10,2.324276165648028,True,False
emea,3Q26,ine_iph_spain|diff|lag1,10,2.0953760840889077,True,False
emea,4Q26,last_q,14,2.2138000522695296,True,False
emea,4Q26,persistence,13,1.49844598116233,True,False
emea,4Q26,trailing_4q,11,1.2967741106211492,True,False
emea,4Q26,ar1,10,0.9930051789558458,True,False
emea,4Q26,last_q_ex_size,11,1.0917933289788069,True,False
emea,4Q26,hicp_ea_accommodation|level|lag0,10,0.9169074699675085,True,True
emea,4Q26,hicp_ea_accommodation|level|lag1,10,1.833501712632765,True,False
emea,4Q26,hicp_ea_accommodation|diff|lag0,10,1.9528144763440742,True,False
emea,4Q26,hicp_ea_accommodation|diff|lag1,10,1.641701869945449,True,False
emea,4Q26,ine_iph_spain|level|lag0,10,1.7279824773473165,True,False
emea,4Q26,ine_iph_spain|level|lag1,10,1.479904755774995,True,False
emea,4Q26,ine_iph_spain|diff|lag0,10,2.324276165648028,True,False
emea,4Q26,ine_iph_spain|diff|lag1,10,2.0953760840889077,True,False
latam,1Q24,last_q,0,,False,True
latam,1Q24,persistence,0,,False,False
latam,1Q24,trailing_4q,0,,False,False
latam,1Q24,ar1,0,,False,False
latam,1Q24,last_q_ex_size,0,,False,False
latam,2Q24,last_q,0,,False,True
latam,2Q24,persistence,0,,False,False
latam,2Q24,trailing_4q,0,,False,False
latam,2Q24,ar1,0,,False,False
latam,2Q24,last_q_ex_size,0,,False,False
latam,3Q24,last_q,0,,False,True
latam,3Q24,persistence,0,,False,False
latam,3Q24,trailing_4q,0,,False,False
latam,3Q24,ar1,0,,False,False
latam,3Q24,last_q_ex_size,0,,False,False
latam,4Q24,last_q,0,,False,True
latam,4Q24,persistence,0,,False,False
latam,4Q24,trailing_4q,0,,False,False
latam,4Q24,ar1,0,,False,False
latam,4Q24,last_q_ex_size,0,,False,False
latam,1Q25,last_q,1,0.7240000000000002,False,True
latam,1Q25,persistence,1,1.7256999999999998,False,False
latam,1Q25,trailing_4q,1,4.662775,False,False
latam,1Q25,ar1,0,,False,False
latam,1Q25,last_q_ex_size,0,,False,False
latam,2Q25,last_q,2,1.5040239359797438,False,True
latam,2Q25,persistence,1,1.7256999999999998,False,False
latam,2Q25,trailing_4q,1,4.662775,False,False
latam,2Q25,ar1,0,,False,False
latam,2Q25,last_q_ex_size,1,1.8593026348257888,False,False
latam,3Q25,last_q,3,1.2280304013609218,False,True
latam,3Q25,persistence,2,1.4103262902605196,False,False
latam,3Q25,trailing_4q,1,4.662775,False,False
latam,3Q25,ar1,0,,False,False
latam,3Q25,last_q_ex_size,2,1.3149127883292069,False,False
latam,4Q25,last_q,4,1.1751782843466774,True,True
latam,4Q25,persistence,3,1.2881563686136865,False,False
latam,4Q25,trailing_4q,1,4.662775,False,False
latam,4Q25,ar1,0,,False,False
latam,4Q25,last_q_ex_size,3,1.2557455490009504,False,False
latam,1Q26,last_q,5,1.051111411792299,True,True
latam,1Q26,persistence,4,1.1432454340604208,True,False
latam,1Q26,trailing_4q,2,3.301815462788994,False,False
latam,1Q26,ar1,1,0.7500000000000009,False,False
latam,1Q26,last_q_ex_size,4,1.091028132575132,True,False
latam,2Q26,last_q,6,0.9595290511495731,True,True
latam,2Q26,persistence,5,1.0225498022101418,True,False
latam,2Q26,trailing_4q,3,2.71133243385517,False,False
latam,2Q26,ar1,2,0.6557517293751598,False,False
latam,2Q26,last_q_ex_size,5,0.9782482993999123,True,False
latam,3Q26,last_q,7,0.9654144927735149,True,True
latam,3Q26,persistence,6,1.0188261619792325,True,False
latam,3Q26,trailing_4q,4,2.377838866524864,True,False
latam,3Q26,ar1,3,0.6289014955730142,False,False
latam,3Q26,last_q_ex_size,6,1.0320046881457932,True,False
latam,4Q26,last_q,7,0.9654144927735149,True,True
latam,4Q26,persistence,6,1.0188261619792325,True,False
latam,4Q26,trailing_4q,4,2.377838866524864,True,False
latam,4Q26,ar1,3,0.6289014955730142,False,False
latam,4Q26,last_q_ex_size,6,1.0320046881457932,True,False
apac,1Q24,last_q,0,,False,True
apac,1Q24,persistence,0,,False,False
apac,1Q24,trailing_4q,0,,False,False
apac,1Q24,ar1,0,,False,False
apac,1Q24,last_q_ex_size,0,,False,False
apac,2Q24,last_q,0,,False,True
apac,2Q24,persistence,0,,False,False
apac,2Q24,trailing_4q,0,,False,False
apac,2Q24,ar1,0,,False,False
apac,2Q24,last_q_ex_size,0,,False,False
apac,3Q24,last_q,0,,False,True
apac,3Q24,persistence,0,,False,False
apac,3Q24,trailing_4q,0,,False,False
apac,3Q24,ar1,0,,False,False
apac,3Q24,last_q_ex_size,0,,False,False
apac,4Q24,last_q,0,,False,True
apac,4Q24,persistence,0,,False,False
apac,4Q24,trailing_4q,0,,False,False
apac,4Q24,ar1,0,,False,False
apac,4Q24,last_q_ex_size,0,,False,False
apac,1Q25,last_q,1,3.5166,False,True
apac,1Q25,persistence,1,1.59855,False,False
apac,1Q25,trailing_4q,1,0.32947499999999996,False,False
apac,1Q25,ar1,0,,False,False
apac,1Q25,last_q_ex_size,0,,False,False
apac,2Q25,last_q,2,2.585195888129176,False,True
apac,2Q25,persistence,1,1.59855,False,False
apac,2Q25,trailing_4q,1,0.32947499999999996,False,False
apac,2Q25,ar1,0,,False,False
apac,2Q25,last_q_ex_size,1,1.1234813597114388,False,False
apac,3Q25,last_q,3,2.4059977528390726,False,True
apac,3Q25,persistence,2,1.5500584025287563,False,False
apac,3Q25,trailing_4q,1,0.32947499999999996,False,False
apac,3Q25,ar1,0,,False,False
apac,3Q25,last_q_ex_size,2,1.6882430713502319,False,False
apac,4Q25,last_q,4,2.3111942562233923,True,True
apac,4Q25,persistence,3,1.3910861586664334,False,False
apac,4Q25,trailing_4q,1,0.32947499999999996,False,False
apac,4Q25,ar1,0,,False,False
apac,4Q25,last_q_ex_size,3,1.6972357585135855,False,False
apac,1Q26,last_q,5,2.115016574875951,True,False
apac,1Q26,persistence,4,1.2047159522580417,True,True
apac,1Q26,trailing_4q,2,0.29244980391940767,False,False
apac,1Q26,ar1,1,0.6666666666666674,False,False
apac,1Q26,last_q_ex_size,4,1.5018238058010063,True,False
apac,2Q26,last_q,6,1.9307371459281208,True,False
apac,2Q26,persistence,5,1.1004873559019204,True,True
apac,2Q26,trailing_4q,3,0.27901838387759803,False,False
apac,2Q26,ar1,2,0.5705506176897803,False,False
apac,2Q26,last_q_ex_size,5,1.349791254840435,True,False
apac,3Q26,last_q,7,2.19072741898341,True,False
apac,3Q26,persistence,6,1.6972474241400397,True,False
apac,3Q26,trailing_4q,4,1.6927850266369473,True,True
apac,3Q26,ar1,3,2.1909387520041532,False,False
apac,3Q26,last_q_ex_size,6,1.8319035253270726,True,False
apac,4Q26,last_q,7,2.19072741898341,True,False
apac,4Q26,persistence,6,1.6972474241400397,True,False
apac,4Q26,trailing_4q,4,1.6927850266369473,True,True
apac,4Q26,ar1,3,2.1909387520041532,False,False
apac,4Q26,last_q_ex_size,6,1.8319035253270726,True,False
