,mirror,spy
2025-03-14,134610.5124686794,147199.82972836352
2025-03-17,135708.36279020173,148309.25585973874
2025-03-18,135281.7415942924,146712.95926783196
2025-03-19,136961.36644889976,148303.93487109902
2025-03-20,136864.3586496197,147960.7311038391
2025-03-21,137237.7686146717,148008.6200015963
2025-03-24,138776.68435272115,150591.95998616543
2025-03-25,139879.4991650526,150953.7872136643
2025-03-26,139643.46682555095,149208.50293984622
2025-03-27,139900.20155168616,148758.87939979247
2025-03-28,137251.4812818922,145784.44675020617
2025-03-31,139197.83666195854,146718.28025647165
2025-04-01,139487.26540197287,147202.49022268338
2025-04-02,139969.89727878102,148128.3422459893
2025-04-03,130914.69037223938,140958.31005400806
2025-04-04,122556.90620938344,132729.4011227286
2025-04-07,120544.04919917679,132340.96895203128
2025-04-08,117713.47908915325,130281.74634847154
2025-04-09,128657.72522667973,142442.86588448132
2025-04-10,124017.13319142505,137635.35264852212
2025-04-11,126377.86209768681,140093.64940005855
2025-04-14,128348.87675382437,141399.95211110226
2025-04-15,128416.33542297508,141048.76686088275
2025-04-16,126108.49541346451,137922.6860350653
2025-04-17,127276.38943539368,138082.315694256
2025-04-18,127276.38943539368,138082.315694256
2025-04-21,124893.23446420985,134836.51262404554
2025-04-22,128621.77550850816,138241.94535344667
2025-04-23,130109.96501064699,140431.5321786788
2025-04-24,131849.0135786993,143355.41543618805
2025-04-25,131651.77484428175,144435.57613004497
2025-04-28,131947.18963927653,144571.261340357
2025-04-29,132713.8281918448,145364.08864767075
2025-04-30,132674.53732074538,145345.4651874318
2025-05-01,132643.32502642306,146494.7987336047
2025-05-02,133081.38175388647,148633.83616675978
2025-05-05,131719.6252404067,147848.99034240562
2025-05-06,131381.1756291056,146579.93455183975
2025-05-07,131359.13433438077,147226.434671562
2025-05-08,132755.46055108123,148218.79905286402
2025-05-09,133014.73744557466,148000.63851863676
2025-05-12,137538.61916682153,152930.53449330886
2025-05-13,138201.41829941474,153933.54085189028
2025-05-14,137615.1789663713,154114.45446563972
2025-05-15,138359.379399322,154891.31880703435
2025-05-16,138767.48691756738,155907.627637215
2025-05-19,138141.77514389937,156064.59680208584
2025-05-20,137190.09911992337,155540.47942107642
2025-05-21,134137.5557366644,152935.85548194856
2025-05-22,133757.04316846008,152962.460425147
2025-05-23,132695.73090346865,151951.47258360602
2025-05-26,132695.73090346865,151951.47258360602
2025-05-27,135083.76289119237,155061.5904435044
2025-05-28,134461.72084675584,154207.57176683427
2025-05-29,135045.5344017333,154771.59656264135
2025-05-30,134986.80652475124,154601.32492617128
2025-06-02,135437.7300546288,155516.5349721978
2025-06-03,136275.33313136786,156389.17710910688
2025-06-04,135684.5823067239,156351.93018862902
2025-06-05,135162.89715791115,155591.0288131535
2025-06-06,137193.25053530638,157139.43650730303
2025-06-09,136629.8054351218,157259.15875169606
2025-06-10,137314.9399228401,158219.59720115998
2025-06-11,136543.72485453985,157825.84404182297
2025-06-12,136470.26660268614,158384.54784899036
2025-06-13,134779.29648239602,156562.1092398968
2025-06-16,135589.01128373516,158115.837922686
2025-06-17,134843.2587181723,156777.60927980416
2025-06-18,135015.50620629484,156756.32532524545
2025-06-19,135015.50620629484,156756.32532524545
2025-06-20,136457.6254555622,156341.28821134966
2025-06-23,136926.13908199995,157895.01689413894
2025-06-24,137561.9300790405,159648.28265091655
2025-06-25,137324.93490499668,159768.00489530954
2025-06-26,137875.40122065647,161007.79524835714
2025-06-27,138393.7729580986,161774.01761247238
2025-06-30,139626.02865374804,162564.18442546626
2025-07-01,141542.8474783621,162513.6350333892
2025-07-02,142681.14350825374,163247.9314656663
2025-07-03,143455.57554399077,164559.5551653497
2025-07-04,143455.57554399077,164559.5551653497
2025-07-07,141890.71713872306,163396.9191475776
2025-07-08,141714.43307574562,163210.6845451885
2025-07-09,141654.07166195087,164197.72793785084
2025-07-10,142825.57113396932,164703.22185862134
2025-07-11,142118.0439760168,164093.9686593769
2025-07-14,141679.6977711258,164373.3205629606
2025-07-15,139652.9314077465,163710.85747731928
2025-07-16,139991.73723910464,164248.2773299279
2025-07-17,141421.61842519493,165235.32072259026
2025-07-18,140664.80243624488,165131.5614441163
2025-07-21,140424.60057721942,165432.19730225872
2025-07-22,141550.40217149822,165445.499773858
2025-07-23,142482.8084926591,166860.8827520153
2025-07-24,142512.48523063486,166948.67906457017
2025-07-25,142818.29087723777,167613.80264453133
2025-07-28,142353.44459720305,167595.17918429244
2025-07-29,141868.41526679628,167150.87663287838
2025-07-30,140374.45587920916,166967.3025248091
2025-07-31,138842.74373075616,166267.59251868998
2025-08-01,136711.65751099223,163593.7957272461
2025-08-04,137474.21738256462,166046.77149014286
2025-08-05,137355.91390301185,165245.96269986965
2025-08-06,138921.20186909876,166477.7715699577
2025-08-07,140292.90265531838,166387.31476308298
2025-08-08,142799.92887785952,167677.6545082076
2025-08-11,142133.25494236278,167307.84579774924
2025-08-12,143719.50586122804,169090.3769920451
2025-08-13,145146.03765871766,169691.64870833003
2025-08-14,145042.11809272348,169686.3277196903
2025-08-15,144627.31746970903,169324.50049219147
2025-08-18,144382.37035319026,169242.02516827628
2025-08-19,144651.61256644657,168332.1361108894
2025-08-20,144567.25549487572,167850.5866389975
2025-08-21,144451.18271043533,167246.6544283928
2025-08-22,147005.5278965916,169795.40798680394
2025-08-25,146090.02292941822,169069.09303748637
2025-08-26,146853.29251387823,169755.50057200625
2025-08-27,147567.02960513197,170135.95125974406
2025-08-28,148172.18531448426,170750.52544762817
2025-08-29,149088.6094011418,169720.91414584828
2025-09-01,149088.6094011418,169720.91414584828
2025-09-02,148145.89371427766,168502.40774735948
2025-09-03,148202.50433088103,169345.7844467502
2025-09-04,149260.7287594005,170771.80940218692
2025-09-05,148348.55494762593,170298.24141325458
2025-09-08,147837.10165656512,170707.95753851064
2025-09-09,147635.17539411844,171096.389709208
2025-09-10,146518.18011673968,171628.4885731769
2025-09-11,148096.12877907962,173014.60611381594
2025-09-12,147619.23898485664,173011.94561949608
2025-09-15,147848.472510519,173884.58775640515
2025-09-16,148449.19270864277,173642.48277329924
2025-09-17,149712.4947204055,173490.83459706814
2025-09-18,149749.8566760892,174254.39646686355
2025-09-19,150345.10320400828,175076.48921169553
2025-09-22,151687.53812519202,175927.84739404582
2025-09-23,151605.99045206507,175001.9953707399
2025-09-24,151369.29087127832,174424.6681033336
2025-09-25,151639.19760860363,173557.34695506428
2025-09-26,151896.72436176534,174610.9027057227
2025-09-29,151844.58947399963,175105.7546492138
2025-09-30,150647.8802668099,175741.61279165666
2025-10-01,150300.44343274203,176393.43390001863
2025-10-02,150005.74034331006,176555.72405352915
2025-10-03,150508.62654588648,176571.6870194482
2025-10-06,150013.7609732843,177199.56367893153
2025-10-07,150049.5875794334,176553.0635592093
2025-10-08,149375.00781071096,177587.99584962885
2025-10-09,148447.00805826375,177093.14390613776
2025-10-10,145339.80893357762,172368.1059940937
2025-10-13,146466.64051784534,174951.44597866284
2025-10-14,148495.19680642994,174735.9459387554
2025-10-15,148846.77482316244,175480.88434831193
2025-10-16,146609.23318583178,174350.17426237796
2025-10-17,150205.2231108904,175276.02628568385
2025-10-20,152493.92510167114,177114.42786069654
2025-10-21,153733.45677227987,177111.76736637668
2025-10-22,152599.8355469888,176204.53880330964
2025-10-23,153432.94245173526,177183.60071301248
2025-10-24,154314.63082037366,178652.1935775667
2025-10-27,155870.2617221557,180793.89150504163
2025-10-28,155257.30491579362,181256.81751669457
2025-10-29,153818.412624045,181349.93481788918
2025-10-30,154315.2076906041,179445.02088488042
2025-10-31,154840.5229285957,179953.17529997072
2025-11-03,154305.833432849,180307.0210445101
2025-11-04,154450.53696675808,178181.28608295423
2025-11-05,154406.69991501956,178755.95285604065
2025-11-06,154514.28986593147,176843.05744007239
2025-11-07,155617.64467900156,177023.9710538218
2025-11-10,155845.3511674552,179764.28020326176
2025-11-11,157687.33276301244,180184.6383057972
2025-11-12,157709.13308271923,180293.71857291085
2025-11-13,156464.724099307,177327.26740628408
2025-11-14,155560.69950609867,177290.02048580628
2025-11-17,152325.44363566194,175651.15598478197
2025-11-18,152591.90905251482,174182.56312022774
2025-11-19,152793.23906026527,174847.6867001889
2025-11-20,151923.31959986754,172141.9639769069
2025-11-21,154649.73706223594,173916.51368824329
2025-11-24,155544.6078373241,176467.92774097426
2025-11-25,156966.8119238552,178098.810759039
2025-11-26,157524.58907855456,179322.63814616756
2025-11-27,157524.58907855456,179322.63814616756
2025-11-28,158447.9464772897,180304.36055019023
2025-12-01,158262.85879018612,179484.92829967808
2025-12-02,158073.00095799722,179798.86662941973
2025-12-03,159175.12677962496,180424.08279458323
2025-12-04,158643.2287307659,180604.99640833266
2025-12-05,158165.34116531315,180900.31127783543
2025-12-08,156972.19233908397,180389.49636842526
2025-12-09,156825.74338760355,180219.22473195518
2025-12-10,158537.66498848342,181421.76816452495
2025-12-11,159527.1568481366,181834.1447841009
2025-12-12,159852.89792005363,179894.64442493414
2025-12-15,159278.97699608578,179607.31103839094
2025-12-16,158365.53757669963,179117.78008353952
2025-12-17,158101.19169291205,177156.99576981404
2025-12-18,157592.3617084776,178497.88490701572
2025-12-19,158107.21639732583,180086.20001596297
2025-12-22,158771.78187032876,181195.62614733816
2025-12-23,159066.46952795185,182041.66334104876
2025-12-24,159666.64546128034,182666.87950621225
2025-12-25,159666.64546128034,182666.87950621225
2025-12-26,159385.3397012615,182664.21901189242
2025-12-29,158786.82935744553,182060.28680128764
2025-12-30,158789.74395672692,181783.59539202382
2025-12-31,157878.2369240061,180429.4037832229
2026-01-01,157878.2369240061,180429.4037832229
2026-01-02,158577.4670072157,180831.1384255195
2026-01-05,159650.54700729714,181993.77444329154
2026-01-06,159149.569398725,183073.93513714848
2026-01-07,157166.05624000117,182499.26836406204
2026-01-08,159146.73410238075,182446.05847766515
2026-01-09,158802.06497390257,183653.9228988746
2026-01-12,157305.6699335236,183967.86122861627
2026-01-13,157034.9151665627,183576.7685635991
2026-01-14,157059.0182288515,182759.99680740683
2026-01-15,156352.85837158855,183172.37342698273
2026-01-16,156378.89151922753,183012.74376779204
2026-01-19,156378.89151922753,183012.74376779204
2026-01-20,153524.8918773075,179330.6196291271
2026-01-21,154712.27120905512,181363.2372894884
2026-01-22,155779.12883747363,182321.01524463244
2026-01-23,155251.41677063782,182382.20661398888
2026-01-26,156609.98252295662,183324.02160321386
2026-01-27,156646.89282428374,184058.318035491
2026-01-28,155982.21368534904,184021.07111501315
2026-01-29,157080.82964227072,183643.28092159523
2026-01-30,157710.6446592419,183071.27464282865
2026-02-02,159368.67141510814,184021.07111501315
2026-02-03,159923.2515987724,182446.05847766515
2026-02-04,162635.14816666915,181562.77436347675
2026-02-05,162384.02244521535,179272.0887540905
2026-02-06,163624.08634702372,182786.60175060527
2026-02-09,162741.80431502842,183653.9228988746
2026-02-10,161931.73864925987,183153.7499667438
2026-02-11,161702.18923335194,183073.93513714848
2026-02-12,158018.10294965032,180264.45313539254
2026-02-13,156850.0941814939,180376.19389682604
2026-02-16,156850.0941814939,180376.19389682604
2026-02-17,158501.28562804798,180679.4902492883
2026-02-18,159735.93925869217,181586.71881235534
2026-02-19,159063.72589554408,181139.75576662144
2026-02-20,160541.48112699925,182446.05847766515
2026-02-23,157649.80556658263,180581.05195945405
2026-02-24,158619.2120112595,181897.99664777718
2026-02-25,159799.50768514394,183414.47841008857
2026-02-26,161178.91904217406,182414.13254582701
2026-02-27,157526.27281769173,181578.7373293958
2026-03-02,157289.02055356305,181629.28672147286
2026-03-03,156797.98441639813,180025.00864660653
2026-03-04,156605.35285267266,181307.36690877166
2026-03-05,155639.0641128582,180320.3235161093
2026-03-06,154528.0289512803,177947.16258280788
2026-03-09,155139.39802723218,179498.2307712773
2026-03-10,154344.3025181853,179189.61343017532
2026-03-11,154943.81725938033,178979.4343789076
2026-03-12,153570.8227373981,176257.74868970655
2026-03-13,152631.14000121746,175265.3843084045
2026-03-16,153151.12250382832,177029.2920424615
2026-03-17,154061.72897290322,177500.19953707396
2026-03-18,151961.985128228,175063.1867400963
2026-03-19,151989.90719619588,174621.5446830021
2026-03-20,151714.479944105,172083.43310187032
2026-03-23,153477.25802007248,173913.85319392345
2026-03-24,153511.99320351725,173336.52592651715
2026-03-25,153855.95715659365,174275.6804214223
2026-03-26,154016.83906511482,171189.50701040254
2026-03-27,152423.46152939874,168252.32128129405
2026-03-30,153333.94781914167,167717.5619230053
2026-03-31,155220.17665725516,172519.75417032486
2026-04-01,154642.65899542728,173863.30380184637
2026-04-02,155284.74547793122,174017.61247239736
2026-04-03,155284.74547793122,174017.61247239736
2026-04-06,157047.12166077603,174845.02620586907
2026-04-07,156316.23154605448,174938.1435070636
2026-04-08,158245.99599856057,179386.49000984384
2026-04-09,158719.87081305913,180413.44081730387
2026-04-10,157369.88848523237,180275.09511267196
2026-04-13,158865.5924851318,182041.66334104876
2026-04-14,158283.19713797668,184260.5156037992
2026-04-15,159812.84732055417,185689.20105355576
2026-04-16,159430.3358934335,186162.7690424881
2026-04-17,160937.46747591582,188426.84970867587
2026-04-20,161249.29967448924,188088.9669300556
2026-04-21,160224.39250690222,186793.30619629126
2026-04-22,161735.08492021897,188727.4855668183
2026-04-23,160691.21183289576,187987.8681459015
2026-04-24,159290.1283668612,189464.44249341526
2026-04-27,159220.54782105808,189781.0413174768
2026-04-28,160560.98712844192,188855.18929417088
2026-04-29,161323.2510433351,188831.24484529227
2026-04-30,162891.87910735997,190640.3809827866
2026-05-01,163017.72885038075,191193.7638013143
2026-05-04,162249.53446544864,190557.9056588714
2026-05-05,163239.08694976737,192047.7824779844
2026-05-06,164144.85630372842,194716.25828078855
2026-05-07,163433.42177547063,194122.96804746322
2026-05-08,163313.29514679583,195719.26463937
2026-05-11,162829.265734634,196158.24620214434
2026-05-12,164019.28762817368,195889.53627584004
2026-05-13,163618.75148817716,196980.33894697635
2026-05-14,163976.6759568745,198520.76515816638
2026-05-15,164966.4057882105,196131.64125894592
2026-05-18,165897.0749256264,195945.40665655676
2026-05-19,165737.71867243949,194724.23976374808
2026-05-20,166001.52283052856,196719.61050363156
2026-05-21,166518.185716985,197089.41921408995
2026-05-22,167345.07670245395,197874.26503844414
2026-05-25,167345.07670245395,197874.26503844414
2026-05-26,166622.00122176085,199145.98132332985
2026-05-27,166818.63024484873,199180.56774948785
2026-05-28,166950.4918525189,200266.04943198446
2026-05-29,166225.37061225603,200707.6914890787
2026-06-01,165597.85465953272,201263.7348019262
2026-06-02,166174.8115145063,201537.76571687017
2026-06-03,164585.27448188415,200133.02471599221
2026-06-04,165965.51754931823,200875.30263122887
2026-06-05,165896.82149204903,195695.3201904914
2026-06-08,165151.62285682018,196168.88817942375
2026-06-09,165166.61615857328,195594.22140633728
2026-06-10,165731.20903946148,192545.29491579536
2026-06-11,166258.2702593051,195751.19057120814
2026-06-12,167251.32946636935,196812.72780482614
2026-06-15,168022.3704871826,200284.67289222335
2026-06-16,169241.6323327816,199177.907255168
2026-06-17,167609.58554792244,196642.45616835606
2026-06-18,166561.68927162382,198672.41333439754
2026-06-19,166561.68927162382,198672.41333439754
2026-06-22,166233.3246380131,198012.61074307605
2026-06-23,166511.1195383888,195179.18429244155
2026-06-24,166890.60158992332,195099.3694628462
2026-06-25,164696.66284980302,195102.02995716606
2026-06-26,165740.27383576392,194043.1532178679
2026-06-29,166192.42804399846,197105.38218000904
2026-06-30,165922.09663099164,198645.80839119907
2026-07-01,168839.55432934582,198383.74970069437
2026-07-02,172858.57937214398,198169.5799079469
2026-07-03,172858.57937214398,198169.5799079469
2026-07-06,173959.81852846936,199874.95676696728
2026-07-07,174322.34793216677,198943.7837550217
2026-07-08,172514.24434237488,198281.32066938037
2026-07-09,173466.50299783668,199949.45060792292
2026-07-10,174308.30070282207,200851.3581823503
2026-07-13,176016.93954325496,199305.61098252056
2026-07-14,175640.14070498815,200053.20988639691
2026-07-15,177805.65767656494,200806.1297789129
2026-07-16,179748.20584885287,199768.5369941735
2026-07-17,178476.86875497544,197749.22180541145
2026-07-20,177293.73329321668,197448.585947269
2026-07-21,177430.81777718902,199046.2127863357
2026-07-22,176975.35569071484,198869.28991406603
2026-07-23,174518.2830459257,196360.44377045255
2026-07-24,175544.26665239458,196583.92529331948
2026-07-27,177349.75529014473,196570.6228217203
2026-07-28,179507.8238132531,197088.08896693005
2026-07-29,179283.59166191344,194101.68409290447
2026-07-30,178520.69132226793,197310.24024263708
2026-07-31,176012.29966041917,198683.0553116769
2026-08-03,176493.94612115345,201590.97560326708
2026-08-04,177417.05919601923,205153.37749753907
2026-08-05,176286.9767450365,204802.19224731956
2026-08-06,175738.2604201822,204496.23540053744
2026-08-07,175600.1091420933,205698.77883310718
2026-08-10,175845.32339897598,205661.53191262938
2026-08-11,175176.1147418426,204996.40833266822
2026-08-12,175295.5968830195,205533.82818527683
2026-08-13,176016.9971272892,206943.89017479448
2026-08-14,176367.57572314312,206534.1740495384
2026-08-17,175056.29802500556,205555.11213983558
2026-08-18,176658.7171560118,204157.02237475722
2026-08-19,178003.98469911545,204615.9576449304
2026-08-20,176061.01261581457,202894.61781999093
2026-08-21,176628.59795212702,203698.087104584
2026-08-24,177535.84905133213,203118.0993428579
2026-08-25,176901.58313364768,203737.9945193817
2026-08-26,176645.67557070102,203777.9019341794
2026-08-27,175786.9705019184,205172.00095777796
2026-08-28,177426.7028313457,204666.50703700745
2026-08-31,176001.65989632608,204025.32790592493
2026-09-01,176159.06814571994,202631.22888232634
2026-09-02,177422.209547182,203562.40189427198
