window,optimized_quarter,witness,quarter,booking_quarter,lag,allocated_revenue_musd,backward_share,effective_forward_fee_per_net_gbv,actual_revenue_musd,residual_musd
W1,2026Q1,minimum_same,2024Q1,2022Q1,8,132.1548782064698,0.0623201568469333,0.007683423151538941,2142.0,21.420000000000528
W1,2026Q1,minimum_same,2025Q1,2025Q1,0,1728.4287885318506,0.753219908543025,0.07054811381762656,2272.0,-22.720000000000255
W1,2026Q1,minimum_same,2025Q1,2024Q4,1,0.0,0.0,0.0,2272.0,-22.720000000000255
W1,2026Q1,minimum_same,2025Q1,2024Q3,2,409.54937917675534,0.17847466321675642,0.020375591003818673,2272.0,-22.720000000000255
W1,2026Q1,minimum_same,2025Q1,2024Q2,3,0.0,0.0,0.0,2272.0,-22.720000000000255
W1,2026Q1,minimum_same,2025Q1,2024Q1,4,0.0,0.0,0.0,2272.0,-22.720000000000255
W1,2026Q1,minimum_same,2025Q1,2023Q4,5,0.0,0.0,0.0,2272.0,-22.720000000000255
W1,2026Q1,minimum_same,2025Q1,2023Q3,6,0.0,0.0,0.0,2272.0,-22.720000000000255
W1,2026Q1,minimum_same,2025Q1,2023Q2,7,0.0,0.0,0.0,2272.0,-22.720000000000255
W1,2026Q1,minimum_same,2025Q1,2023Q1,8,156.7418322913944,0.06830542824021858,0.007683423151538941,2272.0,-22.720000000000255
W1,2026Q1,minimum_same,2026Q1,2026Q1,0,2060.0049234746957,0.7622430981982647,0.07054811381762656,2678.0,-24.55634763238504
W1,2026Q1,minimum_same,2026Q1,2025Q4,1,0.0,0.0,0.0,2678.0,-24.55634763238504
W1,2026Q1,minimum_same,2026Q1,2025Q3,2,466.60103398744764,0.17265173190421004,0.020375591003818673,2678.0,-24.55634763238504
W1,2026Q1,minimum_same,2026Q1,2025Q2,3,0.0,0.0,0.0,2678.0,-24.55634763238504
W1,2026Q1,minimum_same,2026Q1,2025Q1,4,0.0,0.0,0.0,2678.0,-24.55634763238504
W1,2026Q1,minimum_same,2026Q1,2024Q4,5,0.0,0.0,0.0,2678.0,-24.55634763238504
W1,2026Q1,minimum_same,2026Q1,2024Q3,6,0.0,0.0,0.0,2678.0,-24.55634763238504
W1,2026Q1,minimum_same,2026Q1,2024Q2,7,0.0,0.0,0.0,2678.0,-24.55634763238504
W1,2026Q1,minimum_same,2026Q1,2024Q1,8,175.95039017024175,0.06510516989752525,0.007683423151538941,2678.0,-24.55634763238504
W1,2026Q1,maximum_same,2023Q1,2023Q1,0,1643.7262093907143,0.8951879496512946,0.08057481418581933,1818.0,-18.18000000000029
W1,2026Q1,maximum_same,2023Q1,2022Q4,1,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2026Q1,maximum_same,2023Q1,2022Q3,2,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2026Q1,maximum_same,2023Q1,2022Q2,3,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2026Q1,maximum_same,2023Q1,2022Q1,4,94.99179972479456,0.05173338110903863,0.005522779053767125,1818.0,-18.18000000000029
W1,2026Q1,maximum_same,2023Q1,2021Q4,5,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2026Q1,maximum_same,2023Q1,2021Q3,6,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2026Q1,maximum_same,2023Q1,2021Q2,7,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2026Q1,maximum_same,2023Q1,2021Q1,8,97.46199088449124,0.05307866923966671,0.009462329212086529,1818.0,-18.18000000000029
W1,2026Q1,maximum_same,2024Q1,2024Q1,0,1845.1632448552625,0.8701219689213622,0.08057481418581933,2142.0,21.419999999999618
W1,2026Q1,maximum_same,2024Q1,2023Q4,1,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2026Q1,maximum_same,2024Q1,2023Q3,2,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2026Q1,maximum_same,2024Q1,2023Q2,3,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2026Q1,maximum_same,2024Q1,2023Q1,4,112.66469269684934,0.053129187626427356,0.005522779053767125,2142.0,21.419999999999618
W1,2026Q1,maximum_same,2024Q1,2022Q4,5,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2026Q1,maximum_same,2024Q1,2022Q3,6,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2026Q1,maximum_same,2024Q1,2022Q2,7,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2026Q1,maximum_same,2024Q1,2022Q1,8,162.7520624478883,0.07674884345221038,0.009462329212086529,2142.0,21.419999999999618
W1,2026Q1,maximum_same,2025Q1,2025Q1,0,1974.0829475525736,0.8606971171794983,0.08057481418581933,2272.0,-21.586103810405803
W1,2026Q1,maximum_same,2025Q1,2024Q4,1,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2026Q1,maximum_same,2025Q1,2024Q3,2,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2026Q1,maximum_same,2025Q1,2024Q2,3,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2026Q1,maximum_same,2025Q1,2024Q1,4,126.47164033126715,0.05514143991418325,0.005522779053767125,2272.0,-21.586103810405803
W1,2026Q1,maximum_same,2025Q1,2023Q4,5,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2026Q1,maximum_same,2025Q1,2023Q3,6,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2026Q1,maximum_same,2025Q1,2023Q2,7,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2026Q1,maximum_same,2025Q1,2023Q1,8,193.0315159265652,0.08416144290631859,0.009462329212086529,2272.0,-21.586103810405803
W1,2026Q1,maximum_same,2026Q1,2026Q1,0,2352.784574225924,0.8698617167480993,0.08057481418581933,2678.0,-26.7800000000002
W1,2026Q1,maximum_same,2026Q1,2025Q4,1,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2026Q1,maximum_same,2026Q1,2025Q3,2,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2026Q1,maximum_same,2026Q1,2025Q2,3,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2026Q1,maximum_same,2026Q1,2025Q1,4,135.30808681729457,0.05002554249044083,0.005522779053767125,2678.0,-26.7800000000002
W1,2026Q1,maximum_same,2026Q1,2024Q4,5,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2026Q1,maximum_same,2026Q1,2024Q3,6,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2026Q1,maximum_same,2026Q1,2024Q2,7,0.0,0.0,0.0,2678.0,-26.7800000000002
W1,2026Q1,maximum_same,2026Q1,2024Q1,8,216.68733895678153,0.0801127407614599,0.009462329212086529,2678.0,-26.7800000000002
W1,2023Q2,minimum_same,2023Q2,2023Q2,0,529.0398680851666,0.21513031607750882,0.027698422412835946,2484.0,24.83999999999969
W1,2023Q2,minimum_same,2023Q2,2023Q1,1,872.4973036736363,0.3547948501413638,0.042769475670276294,2484.0,24.83999999999969
W1,2023Q2,minimum_same,2023Q2,2022Q4,2,836.0338887919957,0.33996726068738736,0.0619284362068145,2484.0,24.83999999999969
W1,2023Q2,minimum_same,2023Q2,2022Q3,3,0.0,0.0,0.0,2484.0,24.83999999999969
W1,2023Q2,minimum_same,2023Q2,2022Q2,4,221.58893944920197,0.09010757309374012,0.013034643497011882,2484.0,24.83999999999969
W1,2023Q2,minimum_same,2023Q2,2022Q1,5,0.0,0.0,0.0,2484.0,24.83999999999969
W1,2023Q2,minimum_same,2023Q2,2021Q4,6,0.0,0.0,0.0,2484.0,24.83999999999969
W1,2023Q2,minimum_same,2023Q2,2021Q3,7,0.0,0.0,0.0,2484.0,24.83999999999969
W1,2023Q2,minimum_same,2023Q2,2021Q2,8,0.0,0.0,0.0,2484.0,24.83999999999969
W1,2023Q2,minimum_same,2024Q2,2024Q2,0,587.2065551521221,0.21156937003765902,0.027698422412835946,2748.0,-27.480000000000928
W1,2023Q2,minimum_same,2024Q2,2024Q1,1,979.4209928493273,0.352883462626042,0.042769475670276294,2748.0,-27.480000000000928
W1,2023Q2,minimum_same,2024Q2,2023Q4,2,959.8907612056247,0.34584675847263335,0.0619284362068145,2748.0,-27.480000000000928
W1,2023Q2,minimum_same,2024Q2,2023Q3,3,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2023Q2,minimum_same,2024Q2,2023Q2,4,248.96169079292693,0.08970040886366569,0.013034643497011882,2748.0,-27.480000000000928
W1,2023Q2,minimum_same,2024Q2,2023Q1,5,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2023Q2,minimum_same,2024Q2,2022Q4,6,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2023Q2,minimum_same,2024Q2,2022Q3,7,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2023Q2,minimum_same,2024Q2,2022Q2,8,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2023Q2,minimum_same,2025Q2,2025Q2,0,650.9129267016447,0.2123668619990749,0.027698422412835946,3096.0,30.959999999999127
W1,2023Q2,minimum_same,2025Q2,2025Q1,1,1047.8521539217693,0.34187226069538046,0.042769475670276294,3096.0,30.959999999999127
W1,2023Q2,minimum_same,2025Q2,2024Q4,2,1089.9404772399353,0.3556039977422595,0.0619284362068145,3096.0,30.959999999999127
W1,2023Q2,minimum_same,2025Q2,2024Q3,3,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2023Q2,minimum_same,2025Q2,2024Q2,4,276.3344421366519,0.09015687956328525,0.013034643497011882,3096.0,30.959999999999127
W1,2023Q2,minimum_same,2025Q2,2024Q1,5,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2023Q2,minimum_same,2025Q2,2023Q4,6,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2023Q2,minimum_same,2025Q2,2023Q3,7,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2023Q2,minimum_same,2025Q2,2023Q2,8,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2023Q2,minimum_same,2026Q2,2026Q2,0,753.3970896291378,0.21092216220663892,0.027698422412835946,3608.0,36.07999999999947
W1,2023Q2,minimum_same,2026Q2,2026Q1,1,1248.8686895720678,0.3496351232872146,0.042769475670276294,3608.0,36.07999999999947
W1,2023Q2,minimum_same,2026Q2,2025Q4,2,1263.3400986190156,0.3536865603426212,0.0619284362068145,3608.0,36.07999999999947
W1,2023Q2,minimum_same,2026Q2,2025Q3,3,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,minimum_same,2026Q2,2025Q2,4,306.31412217977925,0.08575615416352528,0.013034643497011882,3608.0,36.07999999999947
W1,2023Q2,minimum_same,2026Q2,2025Q1,5,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,minimum_same,2026Q2,2024Q4,6,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,minimum_same,2026Q2,2024Q3,7,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,minimum_same,2026Q2,2024Q2,8,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,maximum_same,2023Q2,2023Q2,0,2203.227132352945,0.8845964075935651,0.11535220588235313,2484.0,-6.6580147058830335
W1,2023Q2,maximum_same,2023Q2,2023Q1,1,0.0,0.0,0.0,2484.0,-6.6580147058830335
W1,2023Q2,maximum_same,2023Q2,2022Q4,2,287.430882352938,0.11540359240643487,0.021291176470587998,2484.0,-6.6580147058830335
W1,2023Q2,maximum_same,2023Q2,2022Q3,3,0.0,0.0,0.0,2484.0,-6.6580147058830335
W1,2023Q2,maximum_same,2023Q2,2022Q2,4,0.0,0.0,0.0,2484.0,-6.6580147058830335
W1,2023Q2,maximum_same,2023Q2,2022Q1,5,0.0,0.0,0.0,2484.0,-6.6580147058830335
W1,2023Q2,maximum_same,2023Q2,2021Q4,6,0.0,0.0,0.0,2484.0,-6.6580147058830335
W1,2023Q2,maximum_same,2023Q2,2021Q3,7,0.0,0.0,0.0,2484.0,-6.6580147058830335
W1,2023Q2,maximum_same,2023Q2,2021Q2,8,0.0,0.0,0.0,2484.0,-6.6580147058830335
W1,2023Q2,maximum_same,2024Q2,2024Q2,0,2445.4667647058864,0.8810968786321234,0.11535220588235313,2748.0,-27.480000000000473
W1,2023Q2,maximum_same,2024Q2,2024Q1,1,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2023Q2,maximum_same,2024Q2,2023Q4,2,330.01323529411394,0.11890312136787651,0.021291176470587998,2748.0,-27.480000000000473
W1,2023Q2,maximum_same,2024Q2,2023Q3,3,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2023Q2,maximum_same,2024Q2,2023Q2,4,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2023Q2,maximum_same,2024Q2,2023Q1,5,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2023Q2,maximum_same,2024Q2,2022Q4,6,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2023Q2,maximum_same,2024Q2,2022Q3,7,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2023Q2,maximum_same,2024Q2,2022Q2,8,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2023Q2,maximum_same,2025Q2,2025Q2,0,2710.7768382352983,0.8785530648666365,0.11535220588235313,3096.0,10.498455882353028
W1,2023Q2,maximum_same,2025Q2,2025Q1,1,0.0,0.0,0.0,3096.0,10.498455882353028
W1,2023Q2,maximum_same,2025Q2,2024Q4,2,374.72470588234876,0.12144693513336349,0.021291176470587998,3096.0,10.498455882353028
W1,2023Q2,maximum_same,2025Q2,2024Q3,3,0.0,0.0,0.0,3096.0,10.498455882353028
W1,2023Q2,maximum_same,2025Q2,2024Q2,4,0.0,0.0,0.0,3096.0,10.498455882353028
W1,2023Q2,maximum_same,2025Q2,2024Q1,5,0.0,0.0,0.0,3096.0,10.498455882353028
W1,2023Q2,maximum_same,2025Q2,2023Q4,6,0.0,0.0,0.0,3096.0,10.498455882353028
W1,2023Q2,maximum_same,2025Q2,2023Q3,7,0.0,0.0,0.0,3096.0,10.498455882353028
W1,2023Q2,maximum_same,2025Q2,2023Q2,8,0.0,0.0,0.0,3096.0,10.498455882353028
W1,2023Q2,maximum_same,2026Q2,2026Q2,0,3137.5800000000054,0.8784015319492051,0.11535220588235313,3608.0,36.07999999999947
W1,2023Q2,maximum_same,2026Q2,2026Q1,1,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,maximum_same,2026Q2,2025Q4,2,434.3399999999952,0.12159846805079484,0.021291176470587998,3608.0,36.07999999999947
W1,2023Q2,maximum_same,2026Q2,2025Q3,3,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,maximum_same,2026Q2,2025Q2,4,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,maximum_same,2026Q2,2025Q1,5,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,maximum_same,2026Q2,2024Q4,6,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,maximum_same,2026Q2,2024Q3,7,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2023Q2,maximum_same,2026Q2,2024Q2,8,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2024Q2,minimum_same,2023Q2,2023Q2,0,529.0398680851808,0.2151303160775146,0.02769842241283669,2484.0,24.83999999999969
W1,2024Q2,minimum_same,2023Q2,2023Q1,1,872.497303673624,0.35479485014135875,0.04276947567027568,2484.0,24.83999999999969
W1,2024Q2,minimum_same,2023Q2,2022Q4,2,836.0338887919911,0.33996726068738553,0.06192843620681416,2484.0,24.83999999999969
W1,2024Q2,minimum_same,2023Q2,2022Q3,3,0.0,0.0,0.0,2484.0,24.83999999999969
W1,2024Q2,minimum_same,2023Q2,2022Q2,4,221.58893944920484,0.09010757309374129,0.01303464349701205,2484.0,24.83999999999969
W1,2024Q2,minimum_same,2023Q2,2022Q1,5,0.0,0.0,0.0,2484.0,24.83999999999969
W1,2024Q2,minimum_same,2023Q2,2021Q4,6,0.0,0.0,0.0,2484.0,24.83999999999969
W1,2024Q2,minimum_same,2023Q2,2021Q3,7,0.0,0.0,0.0,2484.0,24.83999999999969
W1,2024Q2,minimum_same,2023Q2,2021Q2,8,0.0,0.0,0.0,2484.0,24.83999999999969
W1,2024Q2,minimum_same,2024Q2,2024Q2,0,587.2065551521378,0.21156937003766468,0.02769842241283669,2748.0,-27.480000000000928
W1,2024Q2,minimum_same,2024Q2,2024Q1,1,979.4209928493133,0.3528834626260369,0.04276947567027568,2748.0,-27.480000000000928
W1,2024Q2,minimum_same,2024Q2,2023Q4,2,959.8907612056195,0.34584675847263147,0.06192843620681416,2748.0,-27.480000000000928
W1,2024Q2,minimum_same,2024Q2,2023Q3,3,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2024Q2,minimum_same,2024Q2,2023Q2,4,248.96169079293014,0.08970040886366684,0.01303464349701205,2748.0,-27.480000000000928
W1,2024Q2,minimum_same,2024Q2,2023Q1,5,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2024Q2,minimum_same,2024Q2,2022Q4,6,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2024Q2,minimum_same,2024Q2,2022Q3,7,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2024Q2,minimum_same,2024Q2,2022Q2,8,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2024Q2,minimum_same,2025Q2,2025Q2,0,650.9129267016622,0.2123668619990806,0.02769842241283669,3096.0,30.959999999999127
W1,2024Q2,minimum_same,2025Q2,2025Q1,1,1047.8521539217543,0.3418722606953756,0.04276947567027568,3096.0,30.959999999999127
W1,2024Q2,minimum_same,2025Q2,2024Q4,2,1089.9404772399291,0.3556039977422575,0.06192843620681416,3096.0,30.959999999999127
W1,2024Q2,minimum_same,2025Q2,2024Q3,3,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2024Q2,minimum_same,2025Q2,2024Q2,4,276.33444213665547,0.09015687956328641,0.01303464349701205,3096.0,30.959999999999127
W1,2024Q2,minimum_same,2025Q2,2024Q1,5,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2024Q2,minimum_same,2025Q2,2023Q4,6,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2024Q2,minimum_same,2025Q2,2023Q3,7,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2024Q2,minimum_same,2025Q2,2023Q2,8,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2024Q2,minimum_same,2026Q2,2026Q2,0,753.3970896291579,0.2109221622066446,0.02769842241283669,3608.0,36.07999999999993
W1,2024Q2,minimum_same,2026Q2,2026Q1,1,1248.86868957205,0.3496351232872097,0.04276947567027568,3608.0,36.07999999999993
W1,2024Q2,minimum_same,2026Q2,2025Q4,2,1263.340098619009,0.35368656034261936,0.06192843620681416,3608.0,36.07999999999993
W1,2024Q2,minimum_same,2026Q2,2025Q3,3,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,minimum_same,2026Q2,2025Q2,4,306.3141221797832,0.0857561541635264,0.01303464349701205,3608.0,36.07999999999993
W1,2024Q2,minimum_same,2026Q2,2025Q1,5,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,minimum_same,2026Q2,2024Q4,6,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,minimum_same,2026Q2,2024Q3,7,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,minimum_same,2026Q2,2024Q2,8,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,maximum_same,2023Q2,2023Q2,0,2203.227132352943,0.8845964075935645,0.11535220588235304,2484.0,-6.658014705882579
W1,2024Q2,maximum_same,2023Q2,2023Q1,1,0.0,0.0,0.0,2484.0,-6.658014705882579
W1,2024Q2,maximum_same,2023Q2,2022Q4,2,287.4308823529395,0.11540359240643548,0.02129117647058811,2484.0,-6.658014705882579
W1,2024Q2,maximum_same,2023Q2,2022Q3,3,0.0,0.0,0.0,2484.0,-6.658014705882579
W1,2024Q2,maximum_same,2023Q2,2022Q2,4,0.0,0.0,0.0,2484.0,-6.658014705882579
W1,2024Q2,maximum_same,2023Q2,2022Q1,5,0.0,0.0,0.0,2484.0,-6.658014705882579
W1,2024Q2,maximum_same,2023Q2,2021Q4,6,0.0,0.0,0.0,2484.0,-6.658014705882579
W1,2024Q2,maximum_same,2023Q2,2021Q3,7,0.0,0.0,0.0,2484.0,-6.658014705882579
W1,2024Q2,maximum_same,2023Q2,2021Q2,8,0.0,0.0,0.0,2484.0,-6.658014705882579
W1,2024Q2,maximum_same,2024Q2,2024Q2,0,2445.4667647058845,0.8810968786321228,0.11535220588235304,2748.0,-27.480000000000473
W1,2024Q2,maximum_same,2024Q2,2024Q1,1,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2024Q2,maximum_same,2024Q2,2023Q4,2,330.0132352941157,0.11890312136787715,0.02129117647058811,2748.0,-27.480000000000473
W1,2024Q2,maximum_same,2024Q2,2023Q3,3,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2024Q2,maximum_same,2024Q2,2023Q2,4,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2024Q2,maximum_same,2024Q2,2023Q1,5,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2024Q2,maximum_same,2024Q2,2022Q4,6,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2024Q2,maximum_same,2024Q2,2022Q3,7,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2024Q2,maximum_same,2024Q2,2022Q2,8,0.0,0.0,0.0,2748.0,-27.480000000000473
W1,2024Q2,maximum_same,2025Q2,2025Q2,0,2710.7768382352965,0.8785530648666359,0.11535220588235304,3096.0,10.498455882352573
W1,2024Q2,maximum_same,2025Q2,2025Q1,1,0.0,0.0,0.0,3096.0,10.498455882352573
W1,2024Q2,maximum_same,2025Q2,2024Q4,2,374.7247058823507,0.1214469351333641,0.02129117647058811,3096.0,10.498455882352573
W1,2024Q2,maximum_same,2025Q2,2024Q3,3,0.0,0.0,0.0,3096.0,10.498455882352573
W1,2024Q2,maximum_same,2025Q2,2024Q2,4,0.0,0.0,0.0,3096.0,10.498455882352573
W1,2024Q2,maximum_same,2025Q2,2024Q1,5,0.0,0.0,0.0,3096.0,10.498455882352573
W1,2024Q2,maximum_same,2025Q2,2023Q4,6,0.0,0.0,0.0,3096.0,10.498455882352573
W1,2024Q2,maximum_same,2025Q2,2023Q3,7,0.0,0.0,0.0,3096.0,10.498455882352573
W1,2024Q2,maximum_same,2025Q2,2023Q2,8,0.0,0.0,0.0,3096.0,10.498455882352573
W1,2024Q2,maximum_same,2026Q2,2026Q2,0,3137.5800000000027,0.8784015319492046,0.11535220588235304,3608.0,36.07999999999993
W1,2024Q2,maximum_same,2026Q2,2026Q1,1,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,maximum_same,2026Q2,2025Q4,2,434.3399999999974,0.12159846805079548,0.02129117647058811,3608.0,36.07999999999993
W1,2024Q2,maximum_same,2026Q2,2025Q3,3,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,maximum_same,2026Q2,2025Q2,4,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,maximum_same,2026Q2,2025Q1,5,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,maximum_same,2026Q2,2024Q4,6,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,maximum_same,2026Q2,2024Q3,7,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2024Q2,maximum_same,2026Q2,2024Q2,8,0.0,0.0,0.0,3608.0,36.07999999999993
W1,2025Q2,minimum_same,2023Q2,2023Q2,0,529.0398680851613,0.21513031607750668,0.02769842241283567,2484.0,24.840000000000146
W1,2025Q2,minimum_same,2023Q2,2023Q1,1,872.4973036736379,0.3547948501413645,0.04276947567027638,2484.0,24.840000000000146
W1,2025Q2,minimum_same,2023Q2,2022Q4,2,836.0338887919986,0.33996726068738864,0.06192843620681471,2484.0,24.840000000000146
W1,2025Q2,minimum_same,2023Q2,2022Q3,3,0.0,0.0,0.0,2484.0,24.840000000000146
W1,2025Q2,minimum_same,2023Q2,2022Q2,4,221.5889394492026,0.09010757309374039,0.013034643497011918,2484.0,24.840000000000146
W1,2025Q2,minimum_same,2023Q2,2022Q1,5,0.0,0.0,0.0,2484.0,24.840000000000146
W1,2025Q2,minimum_same,2023Q2,2021Q4,6,0.0,0.0,0.0,2484.0,24.840000000000146
W1,2025Q2,minimum_same,2023Q2,2021Q3,7,0.0,0.0,0.0,2484.0,24.840000000000146
W1,2025Q2,minimum_same,2023Q2,2021Q2,8,0.0,0.0,0.0,2484.0,24.840000000000146
W1,2025Q2,minimum_same,2024Q2,2024Q2,0,587.2065551521163,0.21156937003765694,0.02769842241283567,2748.0,-27.480000000000928
W1,2025Q2,minimum_same,2024Q2,2024Q1,1,979.4209928493291,0.3528834626260426,0.04276947567027638,2748.0,-27.480000000000928
W1,2025Q2,minimum_same,2024Q2,2023Q4,2,959.890761205628,0.3458467584726345,0.06192843620681471,2748.0,-27.480000000000928
W1,2025Q2,minimum_same,2024Q2,2023Q3,3,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2025Q2,minimum_same,2024Q2,2023Q2,4,248.9616907929276,0.08970040886366594,0.013034643497011918,2748.0,-27.480000000000928
W1,2025Q2,minimum_same,2024Q2,2023Q1,5,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2025Q2,minimum_same,2024Q2,2022Q4,6,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2025Q2,minimum_same,2024Q2,2022Q3,7,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2025Q2,minimum_same,2024Q2,2022Q2,8,0.0,0.0,0.0,2748.0,-27.480000000000928
W1,2025Q2,minimum_same,2025Q2,2025Q2,0,650.9129267016382,0.21236686199907276,0.02769842241283567,3096.0,30.959999999999127
W1,2025Q2,minimum_same,2025Q2,2025Q1,1,1047.8521539217713,0.3418722606953811,0.04276947567027638,3096.0,30.959999999999127
W1,2025Q2,minimum_same,2025Q2,2024Q4,2,1089.9404772399387,0.3556039977422606,0.06192843620681471,3096.0,30.959999999999127
W1,2025Q2,minimum_same,2025Q2,2024Q3,3,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2025Q2,minimum_same,2025Q2,2024Q2,4,276.3344421366527,0.09015687956328551,0.013034643497011918,3096.0,30.959999999999127
W1,2025Q2,minimum_same,2025Q2,2024Q1,5,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2025Q2,minimum_same,2025Q2,2023Q4,6,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2025Q2,minimum_same,2025Q2,2023Q3,7,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2025Q2,minimum_same,2025Q2,2023Q2,8,0.0,0.0,0.0,3096.0,30.959999999999127
W1,2025Q2,minimum_same,2026Q2,2026Q2,0,753.3970896291302,0.2109221622066368,0.02769842241283567,3608.0,36.07999999999947
W1,2025Q2,minimum_same,2026Q2,2026Q1,1,1248.8686895720705,0.34963512328721535,0.04276947567027638,3608.0,36.07999999999947
W1,2025Q2,minimum_same,2026Q2,2025Q4,2,1263.3400986190202,0.35368656034262247,0.06192843620681471,3608.0,36.07999999999947
W1,2025Q2,minimum_same,2026Q2,2025Q3,3,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2025Q2,minimum_same,2026Q2,2025Q2,4,306.3141221797801,0.08575615416352551,0.013034643497011918,3608.0,36.07999999999947
W1,2025Q2,minimum_same,2026Q2,2025Q1,5,0.0,0.0,0.0,3608.0,36.07999999999947
W1,2025Q2,minimum_same,2026Q2,2024Q4,6,0.0,0.0,0.0,3608.0,36.07999999999947
