origin,location,sha256,bytes,duplicate_of,csv_data_rows,numeric_hotel_line_count
local_zip,citadel-abnb-jessie-all.zip::jessie-final/research/notes/2026-09-05_what-theos-alt-data-shows.md,89ecf68547efda2fbc293866e86187f5a1d67da05a834383fdacd49c94c142fa,3789,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_what-theos-alt-data-shows.md,,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/research/notes/2026-09-06_airbnb-vs-hotel-choice-data.md,6450ed11b10662cfa732976439370f725234501db5e7671035d5db39205371bd,13894,,,22
local_zip,citadel-abnb-jessie-all.zip::jessie-final/research/notes/2026-09-05_macro-topdown-framework.md,d066c1daf28806df9201431d0b8a56d625f291aa3bc65b6bdff971789b9d3637,5042,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_macro-topdown-framework.md,,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,04aa126b0e3d7b47f5cd51138f9c622c8ce72ad078ecc1bf3bb44e45dfbb6a47,16202,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/research/notes/2026-09-05_austin-str-rnpl-hotel-factors.md,,10
local_zip,citadel-abnb-jessie-all.zip::jessie-final/research/sources/README_jessie_rows.md,63ddd2cddba0f2471deac0bc7de0300f4c452d30481a1590cf5d114a1f336b68,3762,,,4
local_zip,citadel-abnb-jessie-all.zip::jessie-final/UPLOAD_CHECKLIST.md,30496760875b30cd12faf54d2abc676dbf67bd699dee5c5a93e60cc823368fa4,1820,,,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/README_jessie_rows.md,7e6a0623b7072a0fe7dfaa8568954b13993d998c68015917bdff78a848edd7ca,7059,,,6
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/hawaii_dbedt_2024_accommodation_by_market.csv,82eaed49b46fc105074325469d72f22764fd6beb86bd794881cc10fc1f95be69,878,,11,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/us_real_gdp_growth_quarterly.csv,2abdf70086a5269771e489cab61ec477b1e8729c26be373bd0d7b8ee431f6124,769,,22,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/eurostat_crowding_tests_by_country_2024.csv,d7fa0fdf2a6ce18673f6b19a30008846e299d425f7ef1af5db72717174f551b1,4320,,29,1
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/abnb_size_demand_by_market.csv,0f55a8af61eae0a97302d09e95311d28930198504cdfe70d51345511356cab3d,22331,,104,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/abnb_monthly_close.csv,aec9b0d08453a2f43764f1a3573e14e2d7791c8a8ef8d071298042a5b651bbe6,4122,,57,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/hawaii_dbedt_2024_crowding_by_island.csv,fd3bc3b2dbac97b9364345174d944019ef5a5727a8d39049b28b174ec4f465e0,1184,,4,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/airbnb_quarterly_kpis.csv,6cbebf8b8c8f837f4fbeba44642fce8ccbae674e9934728e0df744ba5c1133af,2104,,18,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/eurostat_platform_vs_hotel_monthly_2024.csv,342fc24941f94b3b486c25c07bea8a154495ebddaf965add20f8f0f1cba083a1,25665,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/data/processed/eurostat_platform_vs_hotel_monthly_2024.csv,384,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/austin_str_by_type_monthly_avg.csv,acc899f9dd9ddfaa2cddf129ad6b8c914874e305eb50412a4c155752938d3465,948,citadel-abnb-austin-rnpl-hotels.zip::drop4/data/processed/austin_str_by_type_monthly_avg.csv,20,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/top_airbnb_cities_listings_airports.csv,3a07c3a1e8b0d67be5428ed982c06f27037b2c555e98d306974d893a9bc1079b,3541,,13,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/austin_active_str_daily.csv,0cf11bb138d694d5855d331164f92a963ab3878fcf2ea6b53b085a3a0870a955,8457,citadel-abnb-austin-rnpl-hotels.zip::drop4/data/processed/austin_active_str_daily.csv,527,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/eurostat_platform_vs_hotel_by_country_2019_2024.csv,3417055c9b1abd2475cfd2442719e8407b8e5c0c47d84775d53a14d121c82241,8504,https://github.com/Kaenyne/Citadel-ABNB/blob/e3055e627f4b7952c592939a03849f5fc32b9235/data/processed/eurostat_platform_vs_hotel_by_country_2019_2024.csv,32,1
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/ntto_us_inbound_monthly.csv,cf5a6512a32baf30738055866e29aec130a27d51cfbcc49c4b3ece43b39c3042,3446,,19,19
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/hawaii_dbedt_2024_characteristics_by_accommodation.csv,3d731b5d8804942b17364a065f74f7bf1be759016834d59dd7cd523a465ab4d2,1434,,8,1
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/iata_rpk_yoy_by_region_monthly.csv,2a766bd51b7c4935f585f8fe50fcc6efc888ae8ce8f79fbb9dbaa130e4587ac7,1714,,31,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/iata_rpk_yoy_monthly.csv,79ec707b440265f0b3e651b951b2e02055e2992825b5a1d58cd7ec4da9e8f077,5952,,43,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/vancouver_str_business_licences.csv,75b2c2950d7fb1e3db2d492a2e53d93655ddda89ac199a6c7d3a8f081a72386f,739,,7,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/airbnb_regional_revenue_quarterly.csv,426aa301212a7520974e68a5222a7e09575de2bf75006f87fd29399ffd7ee0c5,702,,15,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/macro_us_monthly.csv,4ef2fa8b7ab3356b79b900564585d54ae6ddc025b06b37c34420bc853f8e7915,16391,,68,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/bts_us_airline_passengers_monthly.csv,eba04baaac8d604433027ef72375be29ed79b148aa6943c898612ca479a956b1,5218,,53,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/abnb_size_regression.csv,63e4e28869fa3739f31b5a0caef051ee9bb99ab3f66907d28f0953455705f07c,2088,,18,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/abnb_size_demand_5plus_by_market.csv,33867b7949e700ee2cfc8304503c8cbf6360510587d17305cb099a99d2b4abe1,1510,,13,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/airbnb_adr_takerate_quarterly.csv,69f33e70c534374ffc21d84cd0364aeed7f8e8e15ac4bd784d516bd3467977e9,2298,,22,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/austin_str_by_district_type_snapshots.csv,1ff5ab0ce6ce228b6875b71427aa96cb7f453ff3baea4ef154fa44635e742643,3299,citadel-abnb-austin-rnpl-hotels.zip::drop4/data/processed/austin_str_by_district_type_snapshots.csv,113,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/abnb_size_demand_pooled_us_only.csv,3ce5ba8cdb1c435c337e8917d5ac146495b54fc9fdfb42f3ffc728fac680aa3d,1044,,4,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/tsa_checkpoint_monthly.csv,bc019d7868c4c5290f5209be34830aba563c61b1256787e122d9934f78b1bd30,4755,,54,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/destination_air_vs_str_snapshot.csv,046df6675e3a3ff4d1141c3dfc2b697eef0397dff3f869f861e3663d8b6fe458,1932,,9,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/austin_str_by_type_monthly_raw.csv,a92495a46cce12cb2bef1087f8e24ec94573adf9ce4da96c7b8191de7a57a087,3172,citadel-abnb-austin-rnpl-hotels.zip::drop4/data/processed/austin_str_by_type_monthly_raw.csv,120,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/abnb_size_demand_pooled.csv,f165d8d5aebf82cdc39f1a19930f49a6382cdae5bc2ed44ca02d1a1438bc82b6,1823,,8,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/sp500_monthly_close.csv,df64cbc18dbf866bc9f74e16f388c409cded765d21ca15d462e7c4e60aee3fdb,5093,,57,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/nyc_ose_enforcement_2024_2025.csv,af95e7a4f14ad452850023df4794d729c383c8d4d720e432c6dbd42b0fd66f1e,1129,,6,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/data/processed/hawaii_dbedt_2024_accommodation_by_island.csv,41c312aa8aa6ba46564b569bb25dbc26a5334474f7b7b36fe3882a93f7eb1212,400,,4,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/analysis/macro_topdown/results.md,040137f9c8c58268a61b4fb62943e43c3be78264302aa20baccf327ccc73d7aa,7111,,,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/analysis/air_traffic_study/README.md,0605003461a86c86c179f791fec361308002a802268e0dc663f97394a2e17072,8115,,,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/analysis/air_traffic_study/results.md,3823efa4130f139a67be16490759c273e09da88731cdf07f0af37b09cafe0d94,3796,,,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/docs/competition/citadel_2026_format.md,e99a7a1bd44651f5844d8196e9b46cbc14e893fa67f090b9b8a5b528d9784ccf,875,,,0
local_zip,citadel-abnb-jessie-all.zip::jessie-final/docs/terminal_guide.md,0e72f49e5e9a380cf478e332bb92c48e95c8be8e9d2f772082a0b67bf13a61fc,3086,,,0
local_zip,citadel-abnb-macro-topdown.zip::macro-topdown-drop/research/notes/2026-09-05_macro-topdown-framework.md,beb578ee23196b8921a47541373a11243391dbdb68c9b94e90dc4677489792eb,4647,,,0
local_zip,citadel-abnb-macro-topdown.zip::macro-topdown-drop/data/README_additions.md,adc17049cee4d194774db8da0da33c8ce6b43fff2230b9e68b06f00c68696209,925,,,0
local_zip,citadel-abnb-macro-topdown.zip::macro-topdown-drop/data/processed/us_real_gdp_growth_quarterly.csv,2abdf70086a5269771e489cab61ec477b1e8729c26be373bd0d7b8ee431f6124,769,citadel-abnb-jessie-all.zip::jessie-final/data/processed/us_real_gdp_growth_quarterly.csv,22,0
local_zip,citadel-abnb-macro-topdown.zip::macro-topdown-drop/data/processed/macro_us_monthly.csv,4ef2fa8b7ab3356b79b900564585d54ae6ddc025b06b37c34420bc853f8e7915,16391,citadel-abnb-jessie-all.zip::jessie-final/data/processed/macro_us_monthly.csv,68,0
local_zip,citadel-abnb-macro-topdown.zip::macro-topdown-drop/data/processed/airbnb_adr_takerate_quarterly.csv,69f33e70c534374ffc21d84cd0364aeed7f8e8e15ac4bd784d516bd3467977e9,2298,citadel-abnb-jessie-all.zip::jessie-final/data/processed/airbnb_adr_takerate_quarterly.csv,22,0
local_zip,citadel-abnb-macro-topdown.zip::macro-topdown-drop/data/processed/sp500_monthly_close.csv,df64cbc18dbf866bc9f74e16f388c409cded765d21ca15d462e7c4e60aee3fdb,5093,citadel-abnb-jessie-all.zip::jessie-final/data/processed/sp500_monthly_close.csv,57,0
local_zip,citadel-abnb-macro-topdown.zip::macro-topdown-drop/analysis/macro_topdown/results.md,040137f9c8c58268a61b4fb62943e43c3be78264302aa20baccf327ccc73d7aa,7111,citadel-abnb-jessie-all.zip::jessie-final/analysis/macro_topdown/results.md,,0
local_zip,citadel-abnb_revenue-model-comparison (2).zip::data/processed/revenue_model_comparison_fy2025.csv,15618f47fc49dc386ce59acb0ac4de535dae6ec9e32dfea7c0668641a04a9782,6274,,22,0
local_zip,citadel-abnb_revenue-model-comparison (2).zip::data/processed/peer_earnings_abnb_reaction.csv,6a5a505c27f831d022784701c639c10b5138e893deb4861d4a04ced60838e190,2819,,46,0
local_zip,citadel-abnb_revenue-model-comparison (2).zip::research/notes/revenue_model_abnb_vs_bkng_expe.md,54642d91d1f96a64baf601113175b72989d50324626cb50a3c150ebff3dc9564,14600,,,5
local_zip,citadel-abnb_revenue-model-comparison.zip::data/processed/revenue_model_comparison_fy2025.csv,972642b919ca188aa808fdfcfadef077e5fc72df95c9fa6fbf0ff5aeae60529d,5376,,17,0
local_zip,citadel-abnb_revenue-model-comparison.zip::research/notes/revenue_model_abnb_vs_bkng_expe.md,38482a040500ffdfd391a7a5168f1dc72eac1af6d7540f952a004b5c3ab7480b,8980,,,3
local_zip,citadel-abnb_stay_length.zip::data/processed/hotel_avg_length_of_stay.csv,837bcb48ca02e2e0349a36c9b1c25c9ab69a5f2914b347e9946eaf044a449c10,1170,,8,8
local_zip,citadel-abnb_stay_length.zip::data/processed/airbnb_nights_per_booking.csv,e262a21ada1b0d818b2e29453f8fc6fc68039dfbe2ee0dd158c192d25316f7fa,2583,,32,0
local_zip,citadel-abnb_stay_length.zip::research/notes/stay_length_airbnb_vs_hotels.md,3afce12e055c9596c0fb41eea9379f999913c509bb5d08afc784b5e9e7f6f350,6395,,,15
local_zip,citadel-abnb_stay_length_v2.zip::data/processed/kitchen_wholehome_pooled.csv,c2223b5bc6b06903d236f7d7138fecd66174c6adf42b984ff61e282509e11d12,487,,14,0
local_zip,citadel-abnb_stay_length_v2.zip::data/processed/hotel_avg_length_of_stay.csv,837bcb48ca02e2e0349a36c9b1c25c9ab69a5f2914b347e9946eaf044a449c10,1170,citadel-abnb_stay_length.zip::data/processed/hotel_avg_length_of_stay.csv,8,8
local_zip,citadel-abnb_stay_length_v2.zip::data/processed/insideairbnb_booked_run_length_by_segment.csv,93430b0fd0eda44c99a65e33afab2d5e8e9f8c4951cbfcf8daa4ede27527ca78,5721,,112,0
local_zip,citadel-abnb_stay_length_v2.zip::data/processed/airbnb_nights_per_booking.csv,e262a21ada1b0d818b2e29453f8fc6fc68039dfbe2ee0dd158c192d25316f7fa,2583,citadel-abnb_stay_length.zip::data/processed/airbnb_nights_per_booking.csv,32,0
local_zip,citadel-abnb_stay_length_v2.zip::research/notes/kitchen_wholehome_stay_length.md,3e3098bb42789f8286553220ff94ee608696d309483e44ff79b3a713d72c7d88,6348,,,11
local_zip,citadel-abnb_stay_length_v2.zip::research/notes/stay_length_airbnb_vs_hotels.md,3afce12e055c9596c0fb41eea9379f999913c509bb5d08afc784b5e9e7f6f350,6395,citadel-abnb_stay_length.zip::research/notes/stay_length_airbnb_vs_hotels.md,,15
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/kitchen_wholehome_pooled.csv,c2223b5bc6b06903d236f7d7138fecd66174c6adf42b984ff61e282509e11d12,487,citadel-abnb_stay_length_v2.zip::data/processed/kitchen_wholehome_pooled.csv,14,0
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/airbnb_party_size_evidence.csv,c5d533b89457a456a42a39164df185af3ec6a580fc4fcff44f779cfe6e443ef0,7144,,29,6
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/hotel_avg_length_of_stay.csv,837bcb48ca02e2e0349a36c9b1c25c9ab69a5f2914b347e9946eaf044a449c10,1170,citadel-abnb_stay_length.zip::data/processed/hotel_avg_length_of_stay.csv,8,8
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/insideairbnb_price_by_accommodates.csv,ff448a01a18b584409417ec18b416cf3e85f7a195c84a5573d6a66b1e37194e1,4896,,139,0
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/party_size_cost_crossover.csv,8edd528bcadd4108e462e032b973a0d10cde96f664002ba93aa93de344daf7d9,596,,8,1
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/hotel_party_size_distribution.csv,1564ff324d7c6095574075414677eb44ef8da453e8ce436587a66e215224938f,363,,5,1
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/insideairbnb_booked_run_length_by_segment.csv,93430b0fd0eda44c99a65e33afab2d5e8e9f8c4951cbfcf8daa4ede27527ca78,5721,citadel-abnb_stay_length_v2.zip::data/processed/insideairbnb_booked_run_length_by_segment.csv,112,0
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/airbnb_party_size_distribution.csv,622b3fdc68d09fa00662d1e4594625e598c7ffcea880cf9a9fc02b9a167d4cc9,205,,8,0
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/hawaii_party_size_by_accommodation_2024.csv,15b7598df5ade779d2db4321e5490288cc6d66725dcd288eccf1ef9a0d1393ec,210,,3,1
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/airbnb_guests_per_booking_windows.csv,cbb475d0374d850ab286d2f2f24a1e5b05ead2cd8b7421c25940fea57092ad6b,728,,15,0
local_zip,citadel-abnb_stay_length_v5.zip::data/processed/airbnb_nights_per_booking.csv,e262a21ada1b0d818b2e29453f8fc6fc68039dfbe2ee0dd158c192d25316f7fa,2583,citadel-abnb_stay_length.zip::data/processed/airbnb_nights_per_booking.csv,32,0
local_zip,citadel-abnb_stay_length_v5.zip::research/notes/kitchen_wholehome_stay_length.md,3e3098bb42789f8286553220ff94ee608696d309483e44ff79b3a713d72c7d88,6348,citadel-abnb_stay_length_v2.zip::research/notes/kitchen_wholehome_stay_length.md,,11
local_zip,citadel-abnb_stay_length_v5.zip::research/notes/stay_length_airbnb_vs_hotels.md,3afce12e055c9596c0fb41eea9379f999913c509bb5d08afc784b5e9e7f6f350,6395,citadel-abnb_stay_length.zip::research/notes/stay_length_airbnb_vs_hotels.md,,15
local_zip,citadel-abnb_stay_length_v5.zip::research/notes/party_size_competitive_set.md,cfddb165fd5458bb8c3a7b5ae6c8c284cdd07c704caa00fb62310c166c9ce68a,5560,,,14
local_zip,citadel-abnb_stay_length_v5.zip::research/notes/party_size_distribution.md,c23cd9956aa74e7ad7cfc014ef5a78e8fbb64d2588737c00e59bf9d084659875,9936,,,14
local,research/airbnb_earnings_call_study.md,b2a8b8d606526063a2aa332adfc667903674cdcae40ecc1b4fe59ecde9c75e78,28746,,,20
local,research/competitors/README.md,875ba3eea0fa754c3cd69346a68efd224fe9bce7dac3edba24d548932c08db33,232,,,0
local,research/notes/2026-09-04_abnb-pitch-catalogue.md,c66522ece31fac2a76685c477d05944cc90b57c2f31224f4b8d8c66a510ffec6,30680,,,20
local,research/notes/2026-09-04_abnb-pitch-landscape.md,1696b53b886d0617c5d47ad76f2d5d7bf6dc1a7ae8a353c10224258823f9ab67,23809,,,19
local,research/notes/2026-09-04_management-timeline.md,5c817c1ddc0238f4ca9d511548691e940caa5de625b717faf6213ef187a1ca37,9432,,,13
local,research/notes/2026-09-05_abnb-major-moves.md,ac1b2543b63f7896b8351b89eb8d41daff25cb8a8693a02fd15ee2c106caaefd,10294,,,3
local,research/notes/2026-09-05_third-bridge-transcripts.md,0ec33c2ad9eaf8a934cb9c9d25c2a0667f2cbbe9cd85b9b9fa6ca9a8527c6e5c,13489,,,3
local,research/notes/2026-09-06_listing-churn-and-destinations-framework.md,fe550a899b642f68658a56eb9f1733a48dca065033016e5059eaf55667c4a3ac,23330,,,0
local,research/notes/2026-09-07_hotel-demand-data-reset.md,fbbed2be9e4f0efc2c649630fbaf27e2fae8009e9c11a21454293ac484cda04c,9539,,,12
local,research/notes/2026-09-07_hotel-demand-independent-review.md,a75d03a2a066883230d0fb86acc85e04df1cb6de6fcf38ba5ea18abfb4e9a1a9,16103,,,21
local,research/notes/2026-09-07_hotel-funnel-audit.md,2bce678c9ad3db2270d8deec640734ca4deaad18b75d164696dd9f100fd48de6,29313,,,59
local,research/notes/2026-09-07_hotel-pitch-obtainable-data-plan.md,4213c3b6a3d855f07d6470dc2031a009e0a42e9ad832f5349e83aa77a88f7f1a,15637,,,15
local,research/notes/2026-09-07_hotel-runway-investment-framework.md,3e5784a15deed295d7efacfa2d8c2bce9b5f08df06d0802224ed6e2f48902f51,17253,,,20
local,research/notes/2026-09-07_listing-churn-broad-panel.md,ff985b5c71376f66a869d2674a9a4b120699feb2d273cbedc4d9f439e723c3b6,12738,,,0
local,research/notes/2026-09-07_listing-churn-execution.md,e6b62ec84fc6a6da12dc95ab93d6b8b2ea39ccf3e4808037b9e7b5aac01efc64,16292,,,1
local,research/notes/2026-09-07_listing-platform-history.md,ae9a0036a9c6edd66183fbb47920ff650040614dbd67d74090e2fe4a7aee86e4,10680,,,1
local,research/notes/README.md,39b7c250088a118c77f6615bdba0c4c913e4d02de0a03c0a0efe437e88d30349,630,,,0
local,research/sources/hotel_demand_data_reset.json,27c56212ca1d4e85dccb85924f9e9a6a5ee7bcc593776f7bd83aedc88618606d,2250,,,3
local,research/sources/hotel_demand_independent_review.json,b910853b94cd0b413bb1916185cdb04effadae56b42e9a8deb8a380e58b8a15d,8349,,,7
local,research/sources/hotel_funnel_audit.json,f85ca0b1cc0f944c6ea245ee79863a269675ff3331cdf2df920d4c8f7562f34b,18193,,,38
local,research/sources/listing_platform_history.json,5580a77a4d790fa8a3a52e6f5d03932bef388eb891dcd646d68df73847820ee1,9851,,,1
local,research/sources/README.md,516493d996a27c76e8bf4c3d88a8a51cc77846a14df348a89722c381e703c5ca,7603,,,3
local,research/thesis.md,e0bdf8348ff5845d1e696b63e903c2668ed36e7bd6ba54ad0880bc9627c4027a,892,,,0
local,model/assumptions.md,7e3a8f095bf1f8d2877f5da8b4e1f0ca8de5bc09016a118ade22e0d106792da7,477,,,0
local,model/README.md,eb37d9ea87cce8d91e0b24f0baf3c0fa05d19b07b3a89c3aaa5725ad31aaad96,388,,,0
local,citadel-abnb-files 2/research/notes/abnb_research_notes.md,2f8b8f26f239cc436ad8706249abca3485f3e89f6961f13d77532f6a1c1aa4dd,7826,,,3
local,citadel-abnb-files 2/research/sources/README.md,5bafa8142c5655dbc6adbfa0481bae231e70939c4b765d007906bb5a2b055ea5,1988,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/candidate_edge_registry.csv,7a8b99af4e2940305af7ae6917c3315a7a4aaf7a2aed08a5615496a2b3dceb97,42723,,15,3
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/edge_scorecard.csv,c7ff6f7a60a77e00dad021162f2704a65bc8fa9c1c295103f900c465395a35d9,4607,,15,1
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/historical_archive_matrix.csv,85c4ed805c58b2bfa94da790cb8239251362e921cb32da7299ddca937f447d1f,9584,,15,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_and_license_audit.csv,42af1e27751408294cdfc7a9de5d027d6b14d31ec54dfc5c75dd38ffb7e54fa2,12758,,15,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/artifact_manifest.csv,b8ff06fed36efdbb3655df3ce64876619dbaaf01c0a33fa2c005b104fa6d70fc,1378,,11,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/browser_acquisition/browser_acquisition_memo.md,022584ff4ae1eb695bc39cce0c41032d1303f036b7a754145f4bd465f64658d1,9410,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/browser_acquisition/browser_observations.csv,73736e2b91d3e111a90b5c86b295cfc159861e37cb0b8568ad88768d3eebc23f,32741,,65,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/browser_exploration_memo.md,b21c6ef95c27f2abed58ae8cdd933a32d14fdb335698817fec3f329bb1ef73e0,7818,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/data_path_gate_results.csv,bf8eec389d2c0e5a85240649bee02f1074786c504c46ba4d43022728ea82bf4d,4747,,15,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/data_probe_manifest.csv,b88cc1b887ac216730d627640a1e9b870609f3d171132752a71230c12b0a7901,868,,1,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/data_probe_results.csv,9d6c263358c69b05666a2d30a0852762a69a34f98a49a7ea91e8d03f5a6da77f,1413,,1,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/permission_recon_manifest.csv,b36caaffd3cb0a33e14e2a712d78c350d78cc1d119d9dc3dd7b52c3cffbeced4,25857,,83,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/permission_recon_results.csv,8592b901b4a1147ecd8a133e17682b4cd675957fbf768babbc72cbdea5b4e4bf,26751,,83,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/permission_resolution_memo.md,f3f809c14648db1c2de84f8a6343f7eba994d408ae9cc7e5bb4af2e6f140a050,3302,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/request_level_audit.csv,00676d06dbe8e5e9f7978c242d17d161cd6f0d3855f5fd51063dc801e96a9d5a,52260,,84,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/permission_resolution/source_permission_resolution.csv,3eafe8e28944252c0352d15c726b88583800257484f43267ad684fd5c26c95c5,4702,,15,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/baseline_audit.csv,7fa4964796085df8ce54dabef1158b1d4f5932932a993201b32d14b547bea0f9,6914,,23,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/claim_source_ledger.csv,b643c7c02c49dc958507b8cbc49e7b1c5b039a881180a682b3d5f5c880b21002,11097,,17,1
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/collection_testability_audit.csv,f0b80dcc66416d35956fbf2b35bdbd6c265258b8c9f0a34473e5c487c2ba0e47,12314,,15,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/event_level_replay.csv,2f7c2b9cd3af30ef24af62f3b510b2c8be0642719afaa895f3793f134fedc846,120819,,138,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/features_long.csv,ae2b022f0daf2fbf5a7a5156e77ed163d4f043f307228bc42c28a9feeaed48b2,107983,,138,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/phase_e1_memo.md,39c5b7de5d494226327d7486ef419291d1a9a61f47ee9166f318a33b2d407b58,7525,,,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/cutoff_audit.csv,173706f82d21c7ad4f764b7bf52ab00312f5b854258c86ebf43b344d6e25d489,41777,,138,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/data_dictionary.csv,b68604f8ff22d6fd8da2972afaf24b931ae7bd072d60b60ff4515e3a7febc2ba,14285,,93,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/features_long.csv,ae2b022f0daf2fbf5a7a5156e77ed163d4f043f307228bc42c28a9feeaed48b2,107983,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/features_long.csv,138,0
local,theos-past-research/research/edge-discovery/20260903T062839Z_abnb_edge_discovery/phase_e1/proposed_quant_handoff/folds.csv,a1239f65638bb283184b551ea7802c59c7f6563b528ab77a98e65bcddb636842,91,,0,0
