quarter,metric,scenario,value,lower,upper,units,information_date,evidence_status,source_ref,treatment,baseline_being_replaced,baseline_value_usd,embedded_fx,embedded_hedges,adoption_status,reference_basis,source_reference,package,source_period,source_information_date,package_input_file,bundle_payload_reference,baseline_replaced,limitations,lower_bound,upper_bound,replacement_vs_incremental,row_id,source_row_number,source_row_sha256,source_measurement_class,integration_disposition,disposition_reason,financial_eligibility,eligibility_reason,bundle_commit,research_commit,bundle_payload_sha256
2026Q3,reference_normalized_kernel_revenue,fx1.05_nonusd0.56_u0.00_prior_month_payment_fixing,4703150691.61,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0427,427,d65aa6072e78388f0ff254be2ea82a15ba1482813600489eea142306720d3569,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Conditional currency normalization, not observed constant-currency revenue",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,ordinary_booking_kernel_revenue,fx1.05_nonusd0.56_u0.00_prior_month_payment_fixing,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0428,428,915df9bf7f4a240e12269c7a2742c0ad2b4a61608d25ad93b9e5ad4bf4f7ee2b,calculated_from_assumed_exposures_and_frozen_rates,calculated,"Reconstructs the inherited Q3 kernel; baseline identity only, never an overlay",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_retimed_kernel_revenue,fx1.05_nonusd0.56_u0.00_prior_month_payment_fixing,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0429,429,239a17968ed55b8e42933f9507b411a4e6f7259aa3702a09248ff128b95f737c,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed level under assumed currency, RNPL revenue-cohort share and fixing convention",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_incremental_replacement,fx1.05_nonusd0.56_u0.00_prior_month_payment_fixing,0,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0430,430,be2ba6f211ef32e87a3469f16eac91885b72f97728cd7b3bf408c5c64f664525,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed minus ordinary source level; conditional replacement, not expected revenue drag",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_replacement_multiplier,fx1.05_nonusd0.56_u0.00_prior_month_payment_fixing,1,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0431,431,645704fb7af757acf9c246deff0d824ad975899f600f7e17ed465b5cdd21ba12,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/B on normalized kernel with unresolved hedges; not certified m_pre,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_level_multiplier,fx1.05_nonusd0.56_u0.00_prior_month_payment_fixing,1.02237058618,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0432,432,e4663588dd89e198b032f7aa022c067c43c510a3315340ece5b16a631e08414c,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/R0 reference-level factor; multiplying reported USD kernel would double-count booking FX,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,reference_normalized_kernel_revenue,fx0.95_nonusd0.56_u0.10_equal_recognition_months,4703150691.61,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0433,433,ff2eae1bf9be0f4bfc5fa33d9e5f57d68555c3057279e72c0cad912e724b7020,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Conditional currency normalization, not observed constant-currency revenue",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,ordinary_booking_kernel_revenue,fx0.95_nonusd0.56_u0.10_equal_recognition_months,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0434,434,37ae03933fc544ce68bcc5d3e4d9448ba188faf782a5d2979e3519af26c098c1,calculated_from_assumed_exposures_and_frozen_rates,calculated,"Reconstructs the inherited Q3 kernel; baseline identity only, never an overlay",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_retimed_kernel_revenue,fx0.95_nonusd0.56_u0.10_equal_recognition_months,4803464389.4,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0435,435,5275b15d0271058d409be83d6b796dbd6f9a38dd3595087454f88d2db9bd2439,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed level under assumed currency, RNPL revenue-cohort share and fixing convention",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_incremental_replacement,fx0.95_nonusd0.56_u0.10_equal_recognition_months,-4898540.09246,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0436,436,4e6e83c825fb99e958da3c4decf0f2a8d00d1e5aa24fe29f26a4c8f16b1307c7,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed minus ordinary source level; conditional replacement, not expected revenue drag",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_replacement_multiplier,fx0.95_nonusd0.56_u0.10_equal_recognition_months,0.998981245766,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0437,437,adf80ee2018c754355dfa7c47b80ba83cd15000b05908f3ab7215148da550059,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/B on normalized kernel with unresolved hedges; not certified m_pre,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_level_multiplier,fx0.95_nonusd0.56_u0.10_equal_recognition_months,1.02132904182,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0438,438,5d1b71975a3cb6dbac482ef9eb217500321691962ddb9dd161d33cb4d82e8fb7,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/R0 reference-level factor; multiplying reported USD kernel would double-count booking FX,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,reference_normalized_kernel_revenue,fx1.00_nonusd0.56_u0.10_equal_recognition_months,4703150691.61,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0439,439,3a7838d2e0d12a608e886bbf19a85648e68f4fa3b4bc3bd4d66d5664030daa9e,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Conditional currency normalization, not observed constant-currency revenue",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,ordinary_booking_kernel_revenue,fx1.00_nonusd0.56_u0.10_equal_recognition_months,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0440,440,b3d77f74826bb449e08a270a2c2f0ce7f97e3114cf1d99aa82dd411937855540,calculated_from_assumed_exposures_and_frozen_rates,calculated,"Reconstructs the inherited Q3 kernel; baseline identity only, never an overlay",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_retimed_kernel_revenue,fx1.00_nonusd0.56_u0.10_equal_recognition_months,4807145691.63,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0441,441,2dea3e513a3b978c57da267fdecd5e98ff12b67fe5b8625ff182f61ba1dd8518,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed level under assumed currency, RNPL revenue-cohort share and fixing convention",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_incremental_replacement,fx1.00_nonusd0.56_u0.10_equal_recognition_months,-1217237.86694,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0442,442,2c582ef66dba6f9d6dc675b8936044e5ab82399637823a371d806c2cad90d5b9,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Retimed minus ordinary source level; conditional replacement, not expected revenue drag",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_replacement_multiplier,fx1.00_nonusd0.56_u0.10_equal_recognition_months,0.999746849835,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0443,443,9c9f2664aeda82d6aa7a720222213beb80a772d95881d1ac359dac3fa67c31b6,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/B on normalized kernel with unresolved hedges; not certified m_pre,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,rnpl_fx_level_multiplier,fx1.00_nonusd0.56_u0.10_equal_recognition_months,1.0221117729,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0444,444,e6594b696c2b98368902a3c89b086d0f850a688f4ce3f2939be1029e110a1928,calculated_from_assumed_exposures_and_frozen_rates,conditional,T/R0 reference-level factor; multiplying reported USD kernel would double-count booking FX,ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,reference_normalized_kernel_revenue,fx1.05_nonusd0.56_u0.10_equal_recognition_months,4703150691.61,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0445,445,f6b0f828df524906f191ec453c9f88f7f05262bfc444efda3ce2ccb34bd3822a,calculated_from_assumed_exposures_and_frozen_rates,conditional,"Conditional currency normalization, not observed constant-currency revenue",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
2026Q3,ordinary_booking_kernel_revenue,fx1.05_nonusd0.56_u0.10_equal_recognition_months,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,cohort_fx,2026Q3,2026-09-13,data/processed/forecast_methods/cohort_fx_v2/results_v2/l4_adapter.csv,payload/cohort_fx/l4_adapter.csv,,,,,,L3-0446,446,78de993beab8356117560d05ee6904d215d378df35644b730455f443780fe668,calculated_from_assumed_exposures_and_frozen_rates,calculated,"Reconstructs the inherited Q3 kernel; baseline identity only, never an overlay",ineligible_financial_application,Q3 only; no certified pre-hedge denominator or H/H_new split; u/p/currency assumptions unmeasured; Q4/Q1 baseline absent,8821961853e4068febbfe2712f9a4e1036c9e629,7fb6fe0f248d5492b899672b9b70545da62d63ee,e16d610554b64d9537ed4b3e7e4a36854b27cbb3e9dbda62f6d9229c7f74443f
